provincia,anio,variable,valor
Bizkaia,2019,renta_neta_media_por_persona_eur,15547
Bizkaia,2020,renta_bruta_media_por_hogar_eur,44373
Bizkaia,2020,renta_bruta_media_por_persona_eur,18534
Bizkaia,2020,renta_media_por_unidad_consumo_eur,22731
Bizkaia,2020,renta_mediana_por_unidad_consumo_eur,20650
Bizkaia,2020,renta_neta_media_por_hogar_eur,37242
Bizkaia,2020,renta_neta_media_por_persona_eur,15555
Bizkaia,2021,renta_bruta_media_por_hogar_eur,46162
Bizkaia,2021,renta_bruta_media_por_persona_eur,19471
Bizkaia,2021,renta_media_por_unidad_consumo_eur,23589
Bizkaia,2021,renta_mediana_por_unidad_consumo_eur,21350
Bizkaia,2021,renta_neta_media_por_hogar_eur,38390
Bizkaia,2021,renta_neta_media_por_persona_eur,16192
Bizkaia,2022,renta_bruta_media_por_hogar_eur,48944
Bizkaia,2022,renta_bruta_media_por_persona_eur,20717
Bizkaia,2022,renta_media_por_unidad_consumo_eur,25029
Bizkaia,2022,renta_mediana_por_unidad_consumo_eur,22050
Bizkaia,2022,renta_neta_media_por_hogar_eur,40694
Bizkaia,2022,renta_neta_media_por_persona_eur,17225
Bizkaia,2023,renta_bruta_media_por_hogar_eur,53492
Bizkaia,2023,renta_bruta_media_por_persona_eur,22562
Bizkaia,2023,renta_media_por_unidad_consumo_eur,27145
Bizkaia,2023,renta_mediana_por_unidad_consumo_eur,24150
Bizkaia,2023,renta_neta_media_por_hogar_eur,44425
Bizkaia,2023,renta_neta_media_por_persona_eur,18738
Burgos,2015,renta_bruta_media_por_hogar_eur,34245
Burgos,2015,renta_bruta_media_por_persona_eur,14368
Burgos,2015,renta_media_por_unidad_consumo_eur,17731
Burgos,2015,renta_mediana_por_unidad_consumo_eur,15750
Burgos,2015,renta_neta_media_por_hogar_eur,28822
Burgos,2015,renta_neta_media_por_persona_eur,12093
Burgos,2016,renta_bruta_media_por_hogar_eur,34889
Burgos,2016,renta_bruta_media_por_persona_eur,14690
Burgos,2016,renta_media_por_unidad_consumo_eur,18124
Burgos,2016,renta_mediana_por_unidad_consumo_eur,16450
Burgos,2016,renta_neta_media_por_hogar_eur,29391
Burgos,2016,renta_neta_media_por_persona_eur,12375
Burgos,2017,renta_bruta_media_por_hogar_eur,35661
Burgos,2017,renta_bruta_media_por_persona_eur,15124
Burgos,2017,renta_media_por_unidad_consumo_eur,18598
Burgos,2017,renta_mediana_por_unidad_consumo_eur,16450
Burgos,2017,renta_neta_media_por_hogar_eur,29949
Burgos,2017,renta_neta_media_por_persona_eur,12701
Burgos,2018,renta_bruta_media_por_hogar_eur,37270
Burgos,2018,renta_bruta_media_por_persona_eur,15887
Burgos,2018,renta_media_por_unidad_consumo_eur,19461
Burgos,2018,renta_mediana_por_unidad_consumo_eur,17850
Burgos,2018,renta_neta_media_por_hogar_eur,31240
Burgos,2018,renta_neta_media_por_persona_eur,13316
Burgos,2019,renta_bruta_media_por_hogar_eur,38382
Burgos,2019,renta_bruta_media_por_persona_eur,16393
Burgos,2019,renta_media_por_unidad_consumo_eur,20000
Burgos,2019,renta_mediana_por_unidad_consumo_eur,18550
Burgos,2019,renta_neta_media_por_hogar_eur,32106
Burgos,2019,renta_neta_media_por_persona_eur,13713
Burgos,2020,renta_bruta_media_por_hogar_eur,38347
Burgos,2020,renta_bruta_media_por_persona_eur,16469
Burgos,2020,renta_media_por_unidad_consumo_eur,20035
Burgos,2020,renta_mediana_por_unidad_consumo_eur,17850
Burgos,2020,renta_neta_media_por_hogar_eur,32078
Burgos,2020,renta_neta_media_por_persona_eur,13777
Burgos,2021,renta_bruta_media_por_hogar_eur,40018
Burgos,2021,renta_bruta_media_por_persona_eur,17304
Burgos,2021,renta_media_por_unidad_consumo_eur,20846
Burgos,2021,renta_mediana_por_unidad_consumo_eur,19250
Burgos,2021,renta_neta_media_por_hogar_eur,33203
Burgos,2021,renta_neta_media_por_persona_eur,14357
Burgos,2022,renta_bruta_media_por_hogar_eur,41946
Burgos,2022,renta_bruta_media_por_persona_eur,18242
Burgos,2022,renta_media_por_unidad_consumo_eur,21779
Burgos,2022,renta_mediana_por_unidad_consumo_eur,19950
Burgos,2022,renta_neta_media_por_hogar_eur,34530
Burgos,2022,renta_neta_media_por_persona_eur,15017
Burgos,2023,renta_bruta_media_por_hogar_eur,44572
Burgos,2023,renta_bruta_media_por_persona_eur,19467
Burgos,2023,renta_media_por_unidad_consumo_eur,22910
Burgos,2023,renta_mediana_por_unidad_consumo_eur,20650
Burgos,2023,renta_neta_media_por_hogar_eur,36605
Burgos,2023,renta_neta_media_por_persona_eur,15988
Cantabria,2015,renta_bruta_media_por_hogar_eur,33326
Cantabria,2015,renta_bruta_media_por_persona_eur,13271
Cantabria,2015,renta_media_por_unidad_consumo_eur,16753
Cantabria,2015,renta_mediana_por_unidad_consumo_eur,15050
Cantabria,2015,renta_neta_media_por_hogar_eur,28197
Cantabria,2015,renta_neta_media_por_persona_eur,11229
Cantabria,2016,renta_bruta_media_por_hogar_eur,34176
Cantabria,2016,renta_bruta_media_por_persona_eur,13628
Cantabria,2016,renta_media_por_unidad_consumo_eur,17126
Cantabria,2016,renta_mediana_por_unidad_consumo_eur,15050
Cantabria,2016,renta_neta_media_por_hogar_eur,28847
Cantabria,2016,renta_neta_media_por_persona_eur,11503
Cantabria,2017,renta_bruta_media_por_hogar_eur,35120
Cantabria,2017,renta_bruta_media_por_persona_eur,14119
Cantabria,2017,renta_media_por_unidad_consumo_eur,17652
Cantabria,2017,renta_mediana_por_unidad_consumo_eur,15750
Cantabria,2017,renta_neta_media_por_hogar_eur,29534
Cantabria,2017,renta_neta_media_por_persona_eur,11874
Cantabria,2018,renta_bruta_media_por_hogar_eur,36495
Cantabria,2018,renta_bruta_media_por_persona_eur,14751
Cantabria,2018,renta_media_por_unidad_consumo_eur,18361
Cantabria,2018,renta_mediana_por_unidad_consumo_eur,16450
Cantabria,2018,renta_neta_media_por_hogar_eur,30651
Cantabria,2018,renta_neta_media_por_persona_eur,12389
Cantabria,2019,renta_bruta_media_por_hogar_eur,37815
Cantabria,2019,renta_bruta_media_por_persona_eur,15332
Cantabria,2019,renta_media_por_unidad_consumo_eur,19014
Cantabria,2019,renta_mediana_por_unidad_consumo_eur,17150
Cantabria,2019,renta_neta_media_por_hogar_eur,31698
Cantabria,2019,renta_neta_media_por_persona_eur,12852
Cantabria,2020,renta_bruta_media_por_hogar_eur,37727
Cantabria,2020,renta_bruta_media_por_persona_eur,15386
Cantabria,2020,renta_media_por_unidad_consumo_eur,19018
Cantabria,2020,renta_mediana_por_unidad_consumo_eur,17150
Cantabria,2020,renta_neta_media_por_hogar_eur,31545
Cantabria,2020,renta_neta_media_por_persona_eur,12865
Cantabria,2021,renta_bruta_media_por_hogar_eur,39419
Cantabria,2021,renta_bruta_media_por_persona_eur,16167
Cantabria,2021,renta_media_por_unidad_consumo_eur,19804
Cantabria,2021,renta_mediana_por_unidad_consumo_eur,17850
Cantabria,2021,renta_neta_media_por_hogar_eur,32734
Cantabria,2021,renta_neta_media_por_persona_eur,13425
Cantabria,2022,renta_bruta_media_por_hogar_eur,41681
Cantabria,2022,renta_bruta_media_por_persona_eur,17188
Cantabria,2022,renta_media_por_unidad_consumo_eur,20905
Cantabria,2022,renta_mediana_por_unidad_consumo_eur,18550
Cantabria,2022,renta_neta_media_por_hogar_eur,34461
Cantabria,2022,renta_neta_media_por_persona_eur,14211
Cantabria,2023,renta_bruta_media_por_hogar_eur,44330
Cantabria,2023,renta_bruta_media_por_persona_eur,18314
Cantabria,2023,renta_media_por_unidad_consumo_eur,21915
Cantabria,2023,renta_mediana_por_unidad_consumo_eur,19950
Cantabria,2023,renta_neta_media_por_hogar_eur,36412
Cantabria,2023,renta_neta_media_por_persona_eur,15043
Castellón/Castelló,2015,renta_bruta_media_por_hogar_eur,30217
Castellón/Castelló,2015,renta_bruta_media_por_persona_eur,12015
Castellón/Castelló,2015,renta_media_por_unidad_consumo_eur,15169
Castellón/Castelló,2015,renta_mediana_por_unidad_consumo_eur,12950
Castellón/Castelló,2015,renta_neta_media_por_hogar_eur,25493
Castellón/Castelló,2015,renta_neta_media_por_persona_eur,10136
Castellón/Castelló,2016,renta_bruta_media_por_hogar_eur,31478
Castellón/Castelló,2016,renta_bruta_media_por_persona_eur,12498
Castellón/Castelló,2016,renta_media_por_unidad_consumo_eur,15722
Castellón/Castelló,2016,renta_mediana_por_unidad_consumo_eur,13650
Castellón/Castelló,2016,renta_neta_media_por_hogar_eur,26457
Castellón/Castelló,2016,renta_neta_media_por_persona_eur,10504
Castellón/Castelló,2017,renta_bruta_media_por_hogar_eur,32801
Castellón/Castelló,2017,renta_bruta_media_por_persona_eur,13119
Castellón/Castelló,2017,renta_media_por_unidad_consumo_eur,16408
Castellón/Castelló,2017,renta_mediana_por_unidad_consumo_eur,14350
Castellón/Castelló,2017,renta_neta_media_por_hogar_eur,27398
Castellón/Castelló,2017,renta_neta_media_por_persona_eur,10958
Castellón/Castelló,2018,renta_bruta_media_por_hogar_eur,34205
Castellón/Castelló,2018,renta_bruta_media_por_persona_eur,13728
Castellón/Castelló,2018,renta_media_por_unidad_consumo_eur,17144
Castellón/Castelló,2018,renta_mediana_por_unidad_consumo_eur,15050
Castellón/Castelló,2018,renta_neta_media_por_hogar_eur,28557
Castellón/Castelló,2018,renta_neta_media_por_persona_eur,11461
Castellón/Castelló,2019,renta_bruta_media_por_hogar_eur,35716
Castellón/Castelló,2019,renta_bruta_media_por_persona_eur,14345
Castellón/Castelló,2019,renta_media_por_unidad_consumo_eur,17877
Castellón/Castelló,2019,renta_mediana_por_unidad_consumo_eur,15750
Castellón/Castelló,2019,renta_neta_media_por_hogar_eur,29847
Castellón/Castelló,2019,renta_neta_media_por_persona_eur,11987
Castellón/Castelló,2020,renta_bruta_media_por_hogar_eur,35862
Castellón/Castelló,2020,renta_bruta_media_por_persona_eur,14499
Castellón/Castelló,2020,renta_media_por_unidad_consumo_eur,17995
Castellón/Castelló,2020,renta_mediana_por_unidad_consumo_eur,15750
Castellón/Castelló,2020,renta_neta_media_por_hogar_eur,29875
Castellón/Castelló,2020,renta_neta_media_por_persona_eur,12079
Castellón/Castelló,2021,renta_bruta_media_por_hogar_eur,37713
Castellón/Castelló,2021,renta_bruta_media_por_persona_eur,15345
Castellón/Castelló,2021,renta_media_por_unidad_consumo_eur,18833
Castellón/Castelló,2021,renta_mediana_por_unidad_consumo_eur,16450
Castellón/Castelló,2021,renta_neta_media_por_hogar_eur,31163
Castellón/Castelló,2021,renta_neta_media_por_persona_eur,12680
Castellón/Castelló,2022,renta_bruta_media_por_hogar_eur,39803
Castellón/Castelló,2022,renta_bruta_media_por_persona_eur,16198
Castellón/Castelló,2022,renta_media_por_unidad_consumo_eur,19756
Castellón/Castelló,2022,renta_mediana_por_unidad_consumo_eur,17850
Castellón/Castelló,2022,renta_neta_media_por_hogar_eur,32694
Castellón/Castelló,2022,renta_neta_media_por_persona_eur,13305
Castellón/Castelló,2023,renta_bruta_media_por_hogar_eur,41858
Castellón/Castelló,2023,renta_bruta_media_por_persona_eur,17022
Castellón/Castelló,2023,renta_media_por_unidad_consumo_eur,20572
Castellón/Castelló,2023,renta_mediana_por_unidad_consumo_eur,18550
Castellón/Castelló,2023,renta_neta_media_por_hogar_eur,34497
Castellón/Castelló,2023,renta_neta_media_por_persona_eur,14029
Ceuta,2015,renta_bruta_media_por_hogar_eur,39971
Ceuta,2015,renta_bruta_media_por_persona_eur,12017
Ceuta,2015,renta_media_por_unidad_consumo_eur,16939
Ceuta,2015,renta_mediana_por_unidad_consumo_eur,12950
Ceuta,2015,renta_neta_media_por_hogar_eur,35577
Ceuta,2015,renta_neta_media_por_persona_eur,10696
Ceuta,2016,renta_bruta_media_por_hogar_eur,39656
Ceuta,2016,renta_bruta_media_por_persona_eur,11988
Ceuta,2016,renta_media_por_unidad_consumo_eur,16901
Ceuta,2016,renta_mediana_por_unidad_consumo_eur,12950
Ceuta,2016,renta_neta_media_por_hogar_eur,35381
Ceuta,2016,renta_neta_media_por_persona_eur,10696
Ceuta,2017,renta_bruta_media_por_hogar_eur,39622
Ceuta,2017,renta_bruta_media_por_persona_eur,12094
Ceuta,2017,renta_media_por_unidad_consumo_eur,16943
Ceuta,2017,renta_mediana_por_unidad_consumo_eur,12950
Ceuta,2017,renta_neta_media_por_hogar_eur,35274
Ceuta,2017,renta_neta_media_por_persona_eur,10767
Ceuta,2018,renta_bruta_media_por_hogar_eur,41089
Ceuta,2018,renta_bruta_media_por_persona_eur,12683
Ceuta,2018,renta_media_por_unidad_consumo_eur,17930
Ceuta,2018,renta_mediana_por_unidad_consumo_eur,13650
Ceuta,2018,renta_neta_media_por_hogar_eur,37090
Ceuta,2018,renta_neta_media_por_persona_eur,11448
Ceuta,2019,renta_bruta_media_por_hogar_eur,42896
Ceuta,2019,renta_bruta_media_por_persona_eur,13368
Ceuta,2019,renta_media_por_unidad_consumo_eur,18796
Ceuta,2019,renta_mediana_por_unidad_consumo_eur,14350
Ceuta,2019,renta_neta_media_por_hogar_eur,38628
Ceuta,2019,renta_neta_media_por_persona_eur,12038
Ceuta,2020,renta_bruta_media_por_hogar_eur,43660
Ceuta,2020,renta_bruta_media_por_persona_eur,13718
Ceuta,2020,renta_media_por_unidad_consumo_eur,19308
Ceuta,2020,renta_mediana_por_unidad_consumo_eur,14350
Ceuta,2020,renta_neta_media_por_hogar_eur,39330
Ceuta,2020,renta_neta_media_por_persona_eur,12358
Ceuta,2021,renta_bruta_media_por_hogar_eur,45243
Ceuta,2021,renta_bruta_media_por_persona_eur,14499
Ceuta,2021,renta_media_por_unidad_consumo_eur,20327
Ceuta,2021,renta_mediana_por_unidad_consumo_eur,15750
Ceuta,2021,renta_neta_media_por_hogar_eur,40660
Ceuta,2021,renta_neta_media_por_persona_eur,13030
Ceuta,2022,renta_bruta_media_por_hogar_eur,47194
Ceuta,2022,renta_bruta_media_por_persona_eur,15249
Ceuta,2022,renta_media_por_unidad_consumo_eur,21223
Ceuta,2022,renta_mediana_por_unidad_consumo_eur,16450
Ceuta,2022,renta_neta_media_por_hogar_eur,42318
Ceuta,2022,renta_neta_media_por_persona_eur,13673
Ceuta,2023,renta_bruta_media_por_hogar_eur,50185
Ceuta,2023,renta_bruta_media_por_persona_eur,16344
Ceuta,2023,renta_media_por_unidad_consumo_eur,22419
Ceuta,2023,renta_mediana_por_unidad_consumo_eur,17150
Ceuta,2023,renta_neta_media_por_hogar_eur,44907
Ceuta,2023,renta_neta_media_por_persona_eur,14625
Ciudad Real,2015,renta_bruta_media_por_hogar_eur,26652
Ciudad Real,2015,renta_bruta_media_por_persona_eur,10128
Ciudad Real,2015,renta_media_por_unidad_consumo_eur,13270
Ciudad Real,2015,renta_mediana_por_unidad_consumo_eur,10850
Ciudad Real,2015,renta_neta_media_por_hogar_eur,23119
Ciudad Real,2015,renta_neta_media_por_persona_eur,8786
Ciudad Real,2016,renta_bruta_media_por_hogar_eur,27558
Ciudad Real,2016,renta_bruta_media_por_persona_eur,10466
Ciudad Real,2016,renta_media_por_unidad_consumo_eur,13677
Ciudad Real,2016,renta_mediana_por_unidad_consumo_eur,11550
Ciudad Real,2016,renta_neta_media_por_hogar_eur,23845
Ciudad Real,2016,renta_neta_media_por_persona_eur,9056
Ciudad Real,2017,renta_bruta_media_por_hogar_eur,28549
Ciudad Real,2017,renta_bruta_media_por_persona_eur,11000
Ciudad Real,2017,renta_media_por_unidad_consumo_eur,14284
Ciudad Real,2017,renta_mediana_por_unidad_consumo_eur,12250
Ciudad Real,2017,renta_neta_media_por_hogar_eur,24608
Ciudad Real,2017,renta_neta_media_por_persona_eur,9482
Ciudad Real,2018,renta_bruta_media_por_hogar_eur,29897
Ciudad Real,2018,renta_bruta_media_por_persona_eur,11635
Ciudad Real,2018,renta_media_por_unidad_consumo_eur,15042
Ciudad Real,2018,renta_mediana_por_unidad_consumo_eur,12950
Ciudad Real,2018,renta_neta_media_por_hogar_eur,25698
Ciudad Real,2018,renta_neta_media_por_persona_eur,10001
Ciudad Real,2019,renta_bruta_media_por_hogar_eur,31122
Ciudad Real,2019,renta_bruta_media_por_persona_eur,12163
Ciudad Real,2019,renta_media_por_unidad_consumo_eur,15650
Ciudad Real,2019,renta_mediana_por_unidad_consumo_eur,13650
Ciudad Real,2019,renta_neta_media_por_hogar_eur,26691
Ciudad Real,2019,renta_neta_media_por_persona_eur,10431
Ciudad Real,2020,renta_bruta_media_por_hogar_eur,31391
Ciudad Real,2020,renta_bruta_media_por_persona_eur,12361
Ciudad Real,2020,renta_media_por_unidad_consumo_eur,15814
Ciudad Real,2020,renta_mediana_por_unidad_consumo_eur,13650
Ciudad Real,2020,renta_neta_media_por_hogar_eur,26842
Ciudad Real,2020,renta_neta_media_por_persona_eur,10570
Ciudad Real,2021,renta_bruta_media_por_hogar_eur,32794
Ciudad Real,2021,renta_bruta_media_por_persona_eur,12992
Ciudad Real,2021,renta_media_por_unidad_consumo_eur,16524
Ciudad Real,2021,renta_mediana_por_unidad_consumo_eur,14350
Ciudad Real,2021,renta_neta_media_por_hogar_eur,27895
Ciudad Real,2021,renta_neta_media_por_persona_eur,11051
Ciudad Real,2022,renta_bruta_media_por_hogar_eur,34589
Ciudad Real,2022,renta_bruta_media_por_persona_eur,13845
Ciudad Real,2022,renta_media_por_unidad_consumo_eur,17467
Ciudad Real,2022,renta_mediana_por_unidad_consumo_eur,15050
Ciudad Real,2022,renta_neta_media_por_hogar_eur,29290
Ciudad Real,2022,renta_neta_media_por_persona_eur,11724
Ciudad Real,2023,renta_bruta_media_por_hogar_eur,36909
Ciudad Real,2023,renta_bruta_media_por_persona_eur,14872
Ciudad Real,2023,renta_media_por_unidad_consumo_eur,18468
Ciudad Real,2023,renta_mediana_por_unidad_consumo_eur,16450
Ciudad Real,2023,renta_neta_media_por_hogar_eur,31095
Ciudad Real,2023,renta_neta_media_por_persona_eur,12529
"Coruña, A",2015,renta_bruta_media_por_hogar_eur,33199
"Coruña, A",2015,renta_bruta_media_por_persona_eur,13096
"Coruña, A",2015,renta_media_por_unidad_consumo_eur,16488
"Coruña, A",2015,renta_mediana_por_unidad_consumo_eur,14350
"Coruña, A",2015,renta_neta_media_por_hogar_eur,27947
"Coruña, A",2015,renta_neta_media_por_persona_eur,11024
"Coruña, A",2016,renta_bruta_media_por_hogar_eur,34248
"Coruña, A",2016,renta_bruta_media_por_persona_eur,13560
"Coruña, A",2016,renta_media_por_unidad_consumo_eur,17062
"Coruña, A",2016,renta_mediana_por_unidad_consumo_eur,15050
"Coruña, A",2016,renta_neta_media_por_hogar_eur,28750
"Coruña, A",2016,renta_neta_media_por_persona_eur,11383
"Coruña, A",2017,renta_bruta_media_por_hogar_eur,35161
"Coruña, A",2017,renta_bruta_media_por_persona_eur,13979
"Coruña, A",2017,renta_media_por_unidad_consumo_eur,17507
"Coruña, A",2017,renta_mediana_por_unidad_consumo_eur,15050
"Coruña, A",2017,renta_neta_media_por_hogar_eur,29444
"Coruña, A",2017,renta_neta_media_por_persona_eur,11706
"Coruña, A",2018,renta_bruta_media_por_hogar_eur,36620
"Coruña, A",2018,renta_bruta_media_por_persona_eur,14635
"Coruña, A",2018,renta_media_por_unidad_consumo_eur,18244
"Coruña, A",2018,renta_mediana_por_unidad_consumo_eur,15750
"Coruña, A",2018,renta_neta_media_por_hogar_eur,30546
"Coruña, A",2018,renta_neta_media_por_persona_eur,12207
"Coruña, A",2019,renta_bruta_media_por_hogar_eur,38125
"Coruña, A",2019,renta_bruta_media_por_persona_eur,15310
"Coruña, A",2019,renta_media_por_unidad_consumo_eur,19047
"Coruña, A",2019,renta_mediana_por_unidad_consumo_eur,16450
"Coruña, A",2019,renta_neta_media_por_hogar_eur,31785
"Coruña, A",2019,renta_neta_media_por_persona_eur,12764
"Coruña, A",2020,renta_bruta_media_por_hogar_eur,37980
"Coruña, A",2020,renta_bruta_media_por_persona_eur,15381
"Coruña, A",2020,renta_media_por_unidad_consumo_eur,19080
"Coruña, A",2020,renta_mediana_por_unidad_consumo_eur,16450
"Coruña, A",2020,renta_neta_media_por_hogar_eur,31710
"Coruña, A",2020,renta_neta_media_por_persona_eur,12841
"Coruña, A",2021,renta_bruta_media_por_hogar_eur,39410
"Coruña, A",2021,renta_bruta_media_por_persona_eur,16081
"Coruña, A",2021,renta_media_por_unidad_consumo_eur,19759
"Coruña, A",2021,renta_mediana_por_unidad_consumo_eur,17150
"Coruña, A",2021,renta_neta_media_por_hogar_eur,32643
"Coruña, A",2021,renta_neta_media_por_persona_eur,13319
"Coruña, A",2022,renta_bruta_media_por_hogar_eur,42096
"Coruña, A",2022,renta_bruta_media_por_persona_eur,17349
"Coruña, A",2022,renta_media_por_unidad_consumo_eur,21132
"Coruña, A",2022,renta_mediana_por_unidad_consumo_eur,18550
"Coruña, A",2022,renta_neta_media_por_hogar_eur,34683
"Coruña, A",2022,renta_neta_media_por_persona_eur,14294
"Coruña, A",2023,renta_bruta_media_por_hogar_eur,45187
"Coruña, A",2023,renta_bruta_media_por_persona_eur,18720
"Coruña, A",2023,renta_media_por_unidad_consumo_eur,22422
"Coruña, A",2023,renta_mediana_por_unidad_consumo_eur,19950
"Coruña, A",2023,renta_neta_media_por_hogar_eur,36978
"Coruña, A",2023,renta_neta_media_por_persona_eur,15319
Cuenca,2015,renta_bruta_media_por_hogar_eur,25607
Cuenca,2015,renta_bruta_media_por_persona_eur,10292
Cuenca,2015,renta_media_por_unidad_consumo_eur,13362
Cuenca,2015,renta_mediana_por_unidad_consumo_eur,11550
Cuenca,2015,renta_neta_media_por_hogar_eur,22415
Cuenca,2015,renta_neta_media_por_persona_eur,9009
Cuenca,2016,renta_bruta_media_por_hogar_eur,26735
Cuenca,2016,renta_bruta_media_por_persona_eur,10578
Cuenca,2016,renta_media_por_unidad_consumo_eur,13694
Cuenca,2016,renta_mediana_por_unidad_consumo_eur,11550
Cuenca,2016,renta_neta_media_por_hogar_eur,23314
Cuenca,2016,renta_neta_media_por_persona_eur,9224
Cuenca,2017,renta_bruta_media_por_hogar_eur,27621
Cuenca,2017,renta_bruta_media_por_persona_eur,11196
Cuenca,2017,renta_media_por_unidad_consumo_eur,14393
Cuenca,2017,renta_mediana_por_unidad_consumo_eur,12250
Cuenca,2017,renta_neta_media_por_hogar_eur,23986
Cuenca,2017,renta_neta_media_por_persona_eur,9722
Cuenca,2018,renta_bruta_media_por_hogar_eur,28799
Cuenca,2018,renta_bruta_media_por_persona_eur,11755
Cuenca,2018,renta_media_por_unidad_consumo_eur,15066
Cuenca,2018,renta_mediana_por_unidad_consumo_eur,12950
Cuenca,2018,renta_neta_media_por_hogar_eur,25019
Cuenca,2018,renta_neta_media_por_persona_eur,10212
Cuenca,2019,renta_bruta_media_por_hogar_eur,30152
Cuenca,2019,renta_bruta_media_por_persona_eur,12319
Cuenca,2019,renta_media_por_unidad_consumo_eur,15749
Cuenca,2019,renta_mediana_por_unidad_consumo_eur,13650
Cuenca,2019,renta_neta_media_por_hogar_eur,26140
Cuenca,2019,renta_neta_media_por_persona_eur,10680
Cuenca,2020,renta_bruta_media_por_hogar_eur,30928
Cuenca,2020,renta_bruta_media_por_persona_eur,12722
Cuenca,2020,renta_media_por_unidad_consumo_eur,16132
Cuenca,2020,renta_mediana_por_unidad_consumo_eur,14350
Cuenca,2020,renta_neta_media_por_hogar_eur,26719
Cuenca,2020,renta_neta_media_por_persona_eur,10991
Cuenca,2021,renta_bruta_media_por_hogar_eur,32505
Cuenca,2021,renta_bruta_media_por_persona_eur,13443
Cuenca,2021,renta_media_por_unidad_consumo_eur,16973
Cuenca,2021,renta_mediana_por_unidad_consumo_eur,15050
Cuenca,2021,renta_neta_media_por_hogar_eur,27927
Cuenca,2021,renta_neta_media_por_persona_eur,11550
Cuenca,2022,renta_bruta_media_por_hogar_eur,33937
Cuenca,2022,renta_bruta_media_por_persona_eur,14038
Cuenca,2022,renta_media_por_unidad_consumo_eur,17657
Cuenca,2022,renta_mediana_por_unidad_consumo_eur,15750
Cuenca,2022,renta_neta_media_por_hogar_eur,29064
Cuenca,2022,renta_neta_media_por_persona_eur,12022
Cuenca,2023,renta_bruta_media_por_hogar_eur,35929
Cuenca,2023,renta_bruta_media_por_persona_eur,14921
Cuenca,2023,renta_media_por_unidad_consumo_eur,18512
Cuenca,2023,renta_mediana_por_unidad_consumo_eur,16450
Cuenca,2023,renta_neta_media_por_hogar_eur,30641
Cuenca,2023,renta_neta_media_por_persona_eur,12725
Cáceres,2015,renta_bruta_media_por_hogar_eur,24706
Cáceres,2015,renta_bruta_media_por_persona_eur,10428
Cáceres,2015,renta_media_por_unidad_consumo_eur,13333
Cáceres,2015,renta_mediana_por_unidad_consumo_eur,11550
Cáceres,2015,renta_neta_media_por_hogar_eur,21514
Cáceres,2015,renta_neta_media_por_persona_eur,9081
Cáceres,2016,renta_bruta_media_por_hogar_eur,25031
Cáceres,2016,renta_bruta_media_por_persona_eur,10634
Cáceres,2016,renta_media_por_unidad_consumo_eur,13543
Cáceres,2016,renta_mediana_por_unidad_consumo_eur,11550
Cáceres,2016,renta_neta_media_por_hogar_eur,21765
Cáceres,2016,renta_neta_media_por_persona_eur,9247
Cáceres,2017,renta_bruta_media_por_hogar_eur,25750
Cáceres,2017,renta_bruta_media_por_persona_eur,10992
Cáceres,2017,renta_media_por_unidad_consumo_eur,13966
Cáceres,2017,renta_mediana_por_unidad_consumo_eur,12250
Cáceres,2017,renta_neta_media_por_hogar_eur,22359
Cáceres,2017,renta_neta_media_por_persona_eur,9544
Cáceres,2018,renta_bruta_media_por_hogar_eur,26721
Cáceres,2018,renta_bruta_media_por_persona_eur,11526
Cáceres,2018,renta_media_por_unidad_consumo_eur,14590
Cáceres,2018,renta_mediana_por_unidad_consumo_eur,12250
Cáceres,2018,renta_neta_media_por_hogar_eur,23205
Cáceres,2018,renta_neta_media_por_persona_eur,10009
Cáceres,2019,renta_bruta_media_por_hogar_eur,27993
Cáceres,2019,renta_bruta_media_por_persona_eur,12157
Cáceres,2019,renta_media_por_unidad_consumo_eur,15308
Cáceres,2019,renta_mediana_por_unidad_consumo_eur,13650
Cáceres,2019,renta_neta_media_por_hogar_eur,24262
Cáceres,2019,renta_neta_media_por_persona_eur,10537
Cáceres,2020,renta_bruta_media_por_hogar_eur,28177
Cáceres,2020,renta_bruta_media_por_persona_eur,12323
Cáceres,2020,renta_media_por_unidad_consumo_eur,15448
Cáceres,2020,renta_mediana_por_unidad_consumo_eur,13650
Cáceres,2020,renta_neta_media_por_hogar_eur,24373
Cáceres,2020,renta_neta_media_por_persona_eur,10660
Cáceres,2021,renta_bruta_media_por_hogar_eur,29666
Cáceres,2021,renta_bruta_media_por_persona_eur,13076
Cáceres,2021,renta_media_por_unidad_consumo_eur,16265
Cáceres,2021,renta_mediana_por_unidad_consumo_eur,14350
Cáceres,2021,renta_neta_media_por_hogar_eur,25497
Cáceres,2021,renta_neta_media_por_persona_eur,11238
Cáceres,2022,renta_bruta_media_por_hogar_eur,31097
Cáceres,2022,renta_bruta_media_por_persona_eur,13816
Cáceres,2022,renta_media_por_unidad_consumo_eur,17032
Cáceres,2022,renta_mediana_por_unidad_consumo_eur,15050
Cáceres,2022,renta_neta_media_por_hogar_eur,26529
Cáceres,2022,renta_neta_media_por_persona_eur,11786
Cáceres,2023,renta_bruta_media_por_hogar_eur,33494
Cáceres,2023,renta_bruta_media_por_persona_eur,14949
Cáceres,2023,renta_media_por_unidad_consumo_eur,18255
Cáceres,2023,renta_mediana_por_unidad_consumo_eur,16450
Cáceres,2023,renta_neta_media_por_hogar_eur,28614
Cáceres,2023,renta_neta_media_por_persona_eur,12771
