comunidad_autonoma,provincia,indicador,anio,valor,variable,unidad
Castilla y León,Segovia,Edad media de la población,2023,46.1,edad_media,años
Castilla y León,Segovia,Porcentaje de población de 65 y más años,2023,23.4,pct_65_mas,porcentaje
Castilla y León,Segovia,Porcentaje de hogares unipersonales,2023,34.3,pct_hogares_unipersonales,porcentaje
Castilla y León,Segovia,Porcentaje de población menor de 18 años,2023,15.1,pct_menor_18,porcentaje
Castilla y León,Segovia,Porcentaje de población española,2023,86.6,pct_poblacion_espanola,porcentaje
Castilla y León,Segovia,Población,2023,154.708,poblacion,personas
Castilla y León,Segovia,Tamaño medio del hogar,2023,2.4,tamano_medio_hogar,personas_por_hogar
Andalucía,Sevilla,Edad media de la población,2015,39.8,edad_media,años
Andalucía,Sevilla,Porcentaje de población de 65 y más años,2015,15.5,pct_65_mas,porcentaje
Andalucía,Sevilla,Porcentaje de hogares unipersonales,2015,22.5,pct_hogares_unipersonales,porcentaje
Andalucía,Sevilla,Porcentaje de población menor de 18 años,2015,20.2,pct_menor_18,porcentaje
Andalucía,Sevilla,Porcentaje de población española,2015,96.7,pct_poblacion_espanola,porcentaje
Andalucía,Sevilla,Tamaño medio del hogar,2015,2.8,tamano_medio_hogar,personas_por_hogar
Andalucía,Sevilla,Edad media de la población,2016,40.1,edad_media,años
Andalucía,Sevilla,Porcentaje de población de 65 y más años,2016,15.8,pct_65_mas,porcentaje
Andalucía,Sevilla,Porcentaje de hogares unipersonales,2016,22.6,pct_hogares_unipersonales,porcentaje
Andalucía,Sevilla,Porcentaje de población menor de 18 años,2016,20.2,pct_menor_18,porcentaje
Andalucía,Sevilla,Porcentaje de población española,2016,96.8,pct_poblacion_espanola,porcentaje
Andalucía,Sevilla,Tamaño medio del hogar,2016,2.7,tamano_medio_hogar,personas_por_hogar
Andalucía,Sevilla,Edad media de la población,2017,40.4,edad_media,años
Andalucía,Sevilla,Porcentaje de población de 65 y más años,2017,16.1,pct_65_mas,porcentaje
Andalucía,Sevilla,Porcentaje de hogares unipersonales,2017,22.9,pct_hogares_unipersonales,porcentaje
Andalucía,Sevilla,Porcentaje de población menor de 18 años,2017,20.1,pct_menor_18,porcentaje
Andalucía,Sevilla,Porcentaje de población española,2017,96.6,pct_poblacion_espanola,porcentaje
Andalucía,Sevilla,Tamaño medio del hogar,2017,2.7,tamano_medio_hogar,personas_por_hogar
Andalucía,Sevilla,Edad media de la población,2018,40.7,edad_media,años
Andalucía,Sevilla,Porcentaje de población de 65 y más años,2018,16.4,pct_65_mas,porcentaje
Andalucía,Sevilla,Porcentaje de hogares unipersonales,2018,23.2,pct_hogares_unipersonales,porcentaje
Andalucía,Sevilla,Porcentaje de población menor de 18 años,2018,19.9,pct_menor_18,porcentaje
Andalucía,Sevilla,Porcentaje de población española,2018,96.5,pct_poblacion_espanola,porcentaje
Andalucía,Sevilla,Tamaño medio del hogar,2018,2.7,tamano_medio_hogar,personas_por_hogar
Andalucía,Sevilla,Edad media de la población,2019,41.0,edad_media,años
Andalucía,Sevilla,Porcentaje de población de 65 y más años,2019,16.6,pct_65_mas,porcentaje
Andalucía,Sevilla,Porcentaje de hogares unipersonales,2019,23.3,pct_hogares_unipersonales,porcentaje
Andalucía,Sevilla,Porcentaje de población menor de 18 años,2019,19.6,pct_menor_18,porcentaje
Andalucía,Sevilla,Porcentaje de población española,2019,96.1,pct_poblacion_espanola,porcentaje
Andalucía,Sevilla,Tamaño medio del hogar,2019,2.7,tamano_medio_hogar,personas_por_hogar
Andalucía,Sevilla,Edad media de la población,2020,41.4,edad_media,años
Andalucía,Sevilla,Porcentaje de población de 65 y más años,2020,16.9,pct_65_mas,porcentaje
Andalucía,Sevilla,Porcentaje de hogares unipersonales,2020,23.7,pct_hogares_unipersonales,porcentaje
Andalucía,Sevilla,Porcentaje de población menor de 18 años,2020,19.4,pct_menor_18,porcentaje
Andalucía,Sevilla,Porcentaje de población española,2020,96.0,pct_poblacion_espanola,porcentaje
Andalucía,Sevilla,Tamaño medio del hogar,2020,2.7,tamano_medio_hogar,personas_por_hogar
Andalucía,Sevilla,Edad media de la población,2021,41.6,edad_media,años
Andalucía,Sevilla,Porcentaje de población de 65 y más años,2021,17.2,pct_65_mas,porcentaje
Andalucía,Sevilla,Porcentaje de hogares unipersonales,2021,24.1,pct_hogares_unipersonales,porcentaje
Andalucía,Sevilla,Porcentaje de población menor de 18 años,2021,19.1,pct_menor_18,porcentaje
Andalucía,Sevilla,Porcentaje de población española,2021,95.9,pct_poblacion_espanola,porcentaje
Andalucía,Sevilla,Tamaño medio del hogar,2021,2.7,tamano_medio_hogar,personas_por_hogar
Andalucía,Sevilla,Edad media de la población,2022,41.9,edad_media,años
Andalucía,Sevilla,Porcentaje de población de 65 y más años,2022,17.5,pct_65_mas,porcentaje
Andalucía,Sevilla,Porcentaje de hogares unipersonales,2022,24.5,pct_hogares_unipersonales,porcentaje
Andalucía,Sevilla,Porcentaje de población menor de 18 años,2022,18.7,pct_menor_18,porcentaje
Andalucía,Sevilla,Porcentaje de población española,2022,95.6,pct_poblacion_espanola,porcentaje
Andalucía,Sevilla,Tamaño medio del hogar,2022,2.6,tamano_medio_hogar,personas_por_hogar
Andalucía,Sevilla,Edad media de la población,2023,42.2,edad_media,años
Andalucía,Sevilla,Porcentaje de población de 65 y más años,2023,17.9,pct_65_mas,porcentaje
Andalucía,Sevilla,Porcentaje de hogares unipersonales,2023,24.9,pct_hogares_unipersonales,porcentaje
Andalucía,Sevilla,Porcentaje de población menor de 18 años,2023,18.3,pct_menor_18,porcentaje
Andalucía,Sevilla,Porcentaje de población española,2023,95.2,pct_poblacion_espanola,porcentaje
Andalucía,Sevilla,Tamaño medio del hogar,2023,2.6,tamano_medio_hogar,personas_por_hogar
Castilla y León,Soria,Edad media de la población,2015,46.3,edad_media,años
Castilla y León,Soria,Porcentaje de población de 65 y más años,2015,25.0,pct_65_mas,porcentaje
Castilla y León,Soria,Porcentaje de hogares unipersonales,2015,34.7,pct_hogares_unipersonales,porcentaje
Castilla y León,Soria,Porcentaje de población menor de 18 años,2015,15.1,pct_menor_18,porcentaje
Castilla y León,Soria,Porcentaje de población española,2015,92.0,pct_poblacion_espanola,porcentaje
Castilla y León,Soria,Población,2015,89.051,poblacion,personas
Castilla y León,Soria,Tamaño medio del hogar,2015,2.4,tamano_medio_hogar,personas_por_hogar
Castilla y León,Soria,Edad media de la población,2016,46.6,edad_media,años
Castilla y León,Soria,Porcentaje de población de 65 y más años,2016,25.1,pct_65_mas,porcentaje
Castilla y León,Soria,Porcentaje de hogares unipersonales,2016,35.0,pct_hogares_unipersonales,porcentaje
Castilla y León,Soria,Porcentaje de población menor de 18 años,2016,15.0,pct_menor_18,porcentaje
Castilla y León,Soria,Porcentaje de población española,2016,92.4,pct_poblacion_espanola,porcentaje
Castilla y León,Soria,Población,2016,87.979,poblacion,personas
Castilla y León,Soria,Tamaño medio del hogar,2016,2.4,tamano_medio_hogar,personas_por_hogar
Castilla y León,Soria,Edad media de la población,2017,46.7,edad_media,años
Castilla y León,Soria,Porcentaje de población de 65 y más años,2017,25.2,pct_65_mas,porcentaje
Castilla y León,Soria,Porcentaje de hogares unipersonales,2017,35.2,pct_hogares_unipersonales,porcentaje
Castilla y León,Soria,Porcentaje de población menor de 18 años,2017,15.0,pct_menor_18,porcentaje
Castilla y León,Soria,Porcentaje de población española,2017,92.1,pct_poblacion_espanola,porcentaje
Castilla y León,Soria,Población,2017,87.792,poblacion,personas
Castilla y León,Soria,Tamaño medio del hogar,2017,2.4,tamano_medio_hogar,personas_por_hogar
Castilla y León,Soria,Edad media de la población,2018,46.9,edad_media,años
Castilla y León,Soria,Porcentaje de población de 65 y más años,2018,25.3,pct_65_mas,porcentaje
Castilla y León,Soria,Porcentaje de hogares unipersonales,2018,35.6,pct_hogares_unipersonales,porcentaje
Castilla y León,Soria,Porcentaje de población menor de 18 años,2018,14.9,pct_menor_18,porcentaje
Castilla y León,Soria,Porcentaje de población española,2018,91.6,pct_poblacion_espanola,porcentaje
Castilla y León,Soria,Población,2018,87.264,poblacion,personas
Castilla y León,Soria,Tamaño medio del hogar,2018,2.3,tamano_medio_hogar,personas_por_hogar
Castilla y León,Soria,Edad media de la población,2019,46.9,edad_media,años
Castilla y León,Soria,Porcentaje de población de 65 y más años,2019,25.1,pct_65_mas,porcentaje
Castilla y León,Soria,Porcentaje de hogares unipersonales,2019,35.8,pct_hogares_unipersonales,porcentaje
Castilla y León,Soria,Porcentaje de población menor de 18 años,2019,14.9,pct_menor_18,porcentaje
Castilla y León,Soria,Porcentaje de población española,2019,90.7,pct_poblacion_espanola,porcentaje
Castilla y León,Soria,Población,2019,87.618,poblacion,personas
Castilla y León,Soria,Tamaño medio del hogar,2019,2.3,tamano_medio_hogar,personas_por_hogar
Castilla y León,Soria,Edad media de la población,2020,46.9,edad_media,años
Castilla y León,Soria,Porcentaje de población de 65 y más años,2020,24.9,pct_65_mas,porcentaje
Castilla y León,Soria,Porcentaje de hogares unipersonales,2020,36.3,pct_hogares_unipersonales,porcentaje
Castilla y León,Soria,Porcentaje de población menor de 18 años,2020,14.8,pct_menor_18,porcentaje
Castilla y León,Soria,Porcentaje de población española,2020,90.1,pct_poblacion_espanola,porcentaje
Castilla y León,Soria,Población,2020,87.474,poblacion,personas
Castilla y León,Soria,Tamaño medio del hogar,2020,2.3,tamano_medio_hogar,personas_por_hogar
Castilla y León,Soria,Edad media de la población,2021,47.1,edad_media,años
Castilla y León,Soria,Porcentaje de población de 65 y más años,2021,25.2,pct_65_mas,porcentaje
Castilla y León,Soria,Porcentaje de hogares unipersonales,2021,36.9,pct_hogares_unipersonales,porcentaje
Castilla y León,Soria,Porcentaje de población menor de 18 años,2021,14.6,pct_menor_18,porcentaje
Castilla y León,Soria,Porcentaje de población española,2021,90.0,pct_poblacion_espanola,porcentaje
Castilla y León,Soria,Población,2021,86.898,poblacion,personas
Castilla y León,Soria,Tamaño medio del hogar,2021,2.3,tamano_medio_hogar,personas_por_hogar
Castilla y León,Soria,Edad media de la población,2022,47.0,edad_media,años
Castilla y León,Soria,Porcentaje de población de 65 y más años,2022,25.1,pct_65_mas,porcentaje
Castilla y León,Soria,Porcentaje de hogares unipersonales,2022,37.1,pct_hogares_unipersonales,porcentaje
Castilla y León,Soria,Porcentaje de población menor de 18 años,2022,14.7,pct_menor_18,porcentaje
Castilla y León,Soria,Porcentaje de población española,2022,89.0,pct_poblacion_espanola,porcentaje
Castilla y León,Soria,Población,2022,87.851,poblacion,personas
Castilla y León,Soria,Tamaño medio del hogar,2022,2.3,tamano_medio_hogar,personas_por_hogar
Castilla y León,Soria,Edad media de la población,2023,47.0,edad_media,años
Castilla y León,Soria,Porcentaje de población de 65 y más años,2023,25.4,pct_65_mas,porcentaje
Castilla y León,Soria,Porcentaje de hogares unipersonales,2023,37.4,pct_hogares_unipersonales,porcentaje
Castilla y León,Soria,Porcentaje de población menor de 18 años,2023,14.6,pct_menor_18,porcentaje
Castilla y León,Soria,Porcentaje de población española,2023,88.1,pct_poblacion_espanola,porcentaje
Castilla y León,Soria,Población,2023,88.419,poblacion,personas
Castilla y León,Soria,Tamaño medio del hogar,2023,2.3,tamano_medio_hogar,personas_por_hogar
Cataluña,Tarragona,Edad media de la población,2015,41.4,edad_media,años
Cataluña,Tarragona,Porcentaje de población de 65 y más años,2015,17.8,pct_65_mas,porcentaje
Cataluña,Tarragona,Porcentaje de hogares unipersonales,2015,27.9,pct_hogares_unipersonales,porcentaje
Cataluña,Tarragona,Porcentaje de población menor de 18 años,2015,19.2,pct_menor_18,porcentaje
Cataluña,Tarragona,Porcentaje de población española,2015,84.9,pct_poblacion_espanola,porcentaje
Cataluña,Tarragona,Población,2015,788.561,poblacion,personas
Cataluña,Tarragona,Tamaño medio del hogar,2015,2.6,tamano_medio_hogar,personas_por_hogar
Cataluña,Tarragona,Edad media de la población,2016,41.7,edad_media,años
Cataluña,Tarragona,Porcentaje de población de 65 y más años,2016,18.2,pct_65_mas,porcentaje
Cataluña,Tarragona,Porcentaje de hogares unipersonales,2016,28.1,pct_hogares_unipersonales,porcentaje
Cataluña,Tarragona,Porcentaje de población menor de 18 años,2016,19.2,pct_menor_18,porcentaje
Cataluña,Tarragona,Porcentaje de población española,2016,85.1,pct_poblacion_espanola,porcentaje
Cataluña,Tarragona,Población,2016,786.212,poblacion,personas
Cataluña,Tarragona,Tamaño medio del hogar,2016,2.6,tamano_medio_hogar,personas_por_hogar
Cataluña,Tarragona,Edad media de la población,2017,41.8,edad_media,años
Cataluña,Tarragona,Porcentaje de población de 65 y más años,2017,18.4,pct_65_mas,porcentaje
Cataluña,Tarragona,Porcentaje de hogares unipersonales,2017,28.1,pct_hogares_unipersonales,porcentaje
Cataluña,Tarragona,Porcentaje de población menor de 18 años,2017,19.2,pct_menor_18,porcentaje
Cataluña,Tarragona,Porcentaje de población española,2017,84.8,pct_poblacion_espanola,porcentaje
Cataluña,Tarragona,Población,2017,789.902,poblacion,personas
Cataluña,Tarragona,Tamaño medio del hogar,2017,2.6,tamano_medio_hogar,personas_por_hogar
Cataluña,Tarragona,Edad media de la población,2018,42.1,edad_media,años
Cataluña,Tarragona,Porcentaje de población de 65 y más años,2018,18.7,pct_65_mas,porcentaje
Cataluña,Tarragona,Porcentaje de hogares unipersonales,2018,28.2,pct_hogares_unipersonales,porcentaje
Cataluña,Tarragona,Porcentaje de población menor de 18 años,2018,19.0,pct_menor_18,porcentaje
Cataluña,Tarragona,Porcentaje de población española,2018,84.1,pct_poblacion_espanola,porcentaje
Cataluña,Tarragona,Población,2018,794.829,poblacion,personas
Cataluña,Tarragona,Tamaño medio del hogar,2018,2.5,tamano_medio_hogar,personas_por_hogar
Cataluña,Tarragona,Edad media de la población,2019,42.3,edad_media,años
Cataluña,Tarragona,Porcentaje de población de 65 y más años,2019,18.8,pct_65_mas,porcentaje
Cataluña,Tarragona,Porcentaje de hogares unipersonales,2019,28.3,pct_hogares_unipersonales,porcentaje
Cataluña,Tarragona,Porcentaje de población menor de 18 años,2019,18.8,pct_menor_18,porcentaje
Cataluña,Tarragona,Porcentaje de población española,2019,83.3,pct_poblacion_espanola,porcentaje
Cataluña,Tarragona,Población,2019,806.469,poblacion,personas
Cataluña,Tarragona,Tamaño medio del hogar,2019,2.5,tamano_medio_hogar,personas_por_hogar
Cataluña,Tarragona,Edad media de la población,2020,42.5,edad_media,años
Cataluña,Tarragona,Porcentaje de población de 65 y más años,2020,19.1,pct_65_mas,porcentaje
Cataluña,Tarragona,Porcentaje de hogares unipersonales,2020,28.6,pct_hogares_unipersonales,porcentaje
Cataluña,Tarragona,Porcentaje de población menor de 18 años,2020,18.6,pct_menor_18,porcentaje
Cataluña,Tarragona,Porcentaje de población española,2020,83.3,pct_poblacion_espanola,porcentaje
Cataluña,Tarragona,Población,2020,814.438,poblacion,personas
Cataluña,Tarragona,Tamaño medio del hogar,2020,2.5,tamano_medio_hogar,personas_por_hogar
Cataluña,Tarragona,Edad media de la población,2021,42.8,edad_media,años
Cataluña,Tarragona,Porcentaje de población de 65 y más años,2021,19.4,pct_65_mas,porcentaje
Cataluña,Tarragona,Porcentaje de hogares unipersonales,2021,28.9,pct_hogares_unipersonales,porcentaje
Cataluña,Tarragona,Porcentaje de población menor de 18 años,2021,18.4,pct_menor_18,porcentaje
Cataluña,Tarragona,Porcentaje de población española,2021,83.2,pct_poblacion_espanola,porcentaje
Cataluña,Tarragona,Población,2021,821.454,poblacion,personas
Cataluña,Tarragona,Tamaño medio del hogar,2021,2.5,tamano_medio_hogar,personas_por_hogar
Cataluña,Tarragona,Edad media de la población,2022,42.9,edad_media,años
Cataluña,Tarragona,Porcentaje de población de 65 y más años,2022,19.5,pct_65_mas,porcentaje
Cataluña,Tarragona,Porcentaje de hogares unipersonales,2022,29.0,pct_hogares_unipersonales,porcentaje
Cataluña,Tarragona,Porcentaje de población menor de 18 años,2022,18.1,pct_menor_18,porcentaje
Cataluña,Tarragona,Porcentaje de población española,2022,82.4,pct_poblacion_espanola,porcentaje
Cataluña,Tarragona,Población,2022,839.364,poblacion,personas
Cataluña,Tarragona,Tamaño medio del hogar,2022,2.5,tamano_medio_hogar,personas_por_hogar
Cataluña,Tarragona,Edad media de la población,2023,43.1,edad_media,años
Cataluña,Tarragona,Porcentaje de población de 65 y más años,2023,19.8,pct_65_mas,porcentaje
Cataluña,Tarragona,Porcentaje de hogares unipersonales,2023,29.3,pct_hogares_unipersonales,porcentaje
Cataluña,Tarragona,Porcentaje de población menor de 18 años,2023,17.8,pct_menor_18,porcentaje
Cataluña,Tarragona,Porcentaje de población española,2023,81.9,pct_poblacion_espanola,porcentaje
Cataluña,Tarragona,Población,2023,852.096,poblacion,personas
Cataluña,Tarragona,Tamaño medio del hogar,2023,2.5,tamano_medio_hogar,personas_por_hogar
Aragón,Teruel,Edad media de la población,2015,45.2,edad_media,años
Aragón,Teruel,Porcentaje de población de 65 y más años,2015,23.3,pct_65_mas,porcentaje
Aragón,Teruel,Porcentaje de hogares unipersonales,2015,31.2,pct_hogares_unipersonales,porcentaje
Aragón,Teruel,Porcentaje de población menor de 18 años,2015,15.7,pct_menor_18,porcentaje
Aragón,Teruel,Porcentaje de población española,2015,89.9,pct_poblacion_espanola,porcentaje
Aragón,Teruel,Población,2015,135.177,poblacion,personas
Aragón,Teruel,Tamaño medio del hogar,2015,2.5,tamano_medio_hogar,personas_por_hogar
Aragón,Teruel,Edad media de la población,2016,45.4,edad_media,años
Aragón,Teruel,Porcentaje de población de 65 y más años,2016,23.4,pct_65_mas,porcentaje
Aragón,Teruel,Porcentaje de hogares unipersonales,2016,31.4,pct_hogares_unipersonales,porcentaje
Aragón,Teruel,Porcentaje de población menor de 18 años,2016,15.8,pct_menor_18,porcentaje
Aragón,Teruel,Porcentaje de población española,2016,90.1,pct_poblacion_espanola,porcentaje
Aragón,Teruel,Población,2016,133.83,poblacion,personas
Aragón,Teruel,Tamaño medio del hogar,2016,2.5,tamano_medio_hogar,personas_por_hogar
Aragón,Teruel,Edad media de la población,2017,45.6,edad_media,años
Aragón,Teruel,Porcentaje de población de 65 y más años,2017,23.5,pct_65_mas,porcentaje
Aragón,Teruel,Porcentaje de hogares unipersonales,2017,31.7,pct_hogares_unipersonales,porcentaje
Aragón,Teruel,Porcentaje de población menor de 18 años,2017,15.8,pct_menor_18,porcentaje
Aragón,Teruel,Porcentaje de población española,2017,90.0,pct_poblacion_espanola,porcentaje
Aragón,Teruel,Población,2017,132.903,poblacion,personas
Aragón,Teruel,Tamaño medio del hogar,2017,2.5,tamano_medio_hogar,personas_por_hogar
Aragón,Teruel,Edad media de la población,2018,45.6,edad_media,años
Aragón,Teruel,Porcentaje de población de 65 y más años,2018,23.6,pct_65_mas,porcentaje
Aragón,Teruel,Porcentaje de hogares unipersonales,2018,32.0,pct_hogares_unipersonales,porcentaje
Aragón,Teruel,Porcentaje de población menor de 18 años,2018,15.7,pct_menor_18,porcentaje
Aragón,Teruel,Porcentaje de población española,2018,89.7,pct_poblacion_espanola,porcentaje
Aragón,Teruel,Población,2018,132.123,poblacion,personas
Aragón,Teruel,Tamaño medio del hogar,2018,2.4,tamano_medio_hogar,personas_por_hogar
Aragón,Teruel,Edad media de la población,2019,45.7,edad_media,años
Aragón,Teruel,Porcentaje de población de 65 y más años,2019,23.4,pct_65_mas,porcentaje
Aragón,Teruel,Porcentaje de hogares unipersonales,2019,32.2,pct_hogares_unipersonales,porcentaje
Aragón,Teruel,Porcentaje de población menor de 18 años,2019,15.7,pct_menor_18,porcentaje
Aragón,Teruel,Porcentaje de población española,2019,89.0,pct_poblacion_espanola,porcentaje
Aragón,Teruel,Población,2019,132.028,poblacion,personas
Aragón,Teruel,Tamaño medio del hogar,2019,2.4,tamano_medio_hogar,personas_por_hogar
Aragón,Teruel,Edad media de la población,2020,45.7,edad_media,años
Aragón,Teruel,Porcentaje de población de 65 y más años,2020,23.4,pct_65_mas,porcentaje
Aragón,Teruel,Porcentaje de hogares unipersonales,2020,32.6,pct_hogares_unipersonales,porcentaje
Aragón,Teruel,Porcentaje de población menor de 18 años,2020,15.7,pct_menor_18,porcentaje
Aragón,Teruel,Porcentaje de población española,2020,88.7,pct_poblacion_espanola,porcentaje
Aragón,Teruel,Población,2020,132.612,poblacion,personas
Aragón,Teruel,Tamaño medio del hogar,2020,2.4,tamano_medio_hogar,personas_por_hogar
Aragón,Teruel,Edad media de la población,2021,45.8,edad_media,años
Aragón,Teruel,Porcentaje de población de 65 y más años,2021,23.5,pct_65_mas,porcentaje
Aragón,Teruel,Porcentaje de hogares unipersonales,2021,33.0,pct_hogares_unipersonales,porcentaje
Aragón,Teruel,Porcentaje de población menor de 18 años,2021,15.7,pct_menor_18,porcentaje
Aragón,Teruel,Porcentaje de población española,2021,88.4,pct_poblacion_espanola,porcentaje
Aragón,Teruel,Población,2021,132.47,poblacion,personas
Aragón,Teruel,Tamaño medio del hogar,2021,2.4,tamano_medio_hogar,personas_por_hogar
Aragón,Teruel,Edad media de la población,2022,45.8,edad_media,años
Aragón,Teruel,Porcentaje de población de 65 y más años,2022,23.7,pct_65_mas,porcentaje
Aragón,Teruel,Porcentaje de hogares unipersonales,2022,33.4,pct_hogares_unipersonales,porcentaje
Aragón,Teruel,Porcentaje de población menor de 18 años,2022,15.8,pct_menor_18,porcentaje
Aragón,Teruel,Porcentaje de población española,2022,87.9,pct_poblacion_espanola,porcentaje
Aragón,Teruel,Población,2022,132.924,poblacion,personas
Aragón,Teruel,Tamaño medio del hogar,2022,2.4,tamano_medio_hogar,personas_por_hogar
Aragón,Teruel,Edad media de la población,2023,46.0,edad_media,años
Aragón,Teruel,Porcentaje de población de 65 y más años,2023,24.0,pct_65_mas,porcentaje
Aragón,Teruel,Porcentaje de hogares unipersonales,2023,33.9,pct_hogares_unipersonales,porcentaje
Aragón,Teruel,Porcentaje de población menor de 18 años,2023,15.6,pct_menor_18,porcentaje
Aragón,Teruel,Porcentaje de población española,2023,87.4,pct_poblacion_espanola,porcentaje
Aragón,Teruel,Población,2023,133.061,poblacion,personas
Aragón,Teruel,Tamaño medio del hogar,2023,2.4,tamano_medio_hogar,personas_por_hogar
Castilla - La Mancha,Toledo,Edad media de la población,2015,40.8,edad_media,años
Castilla - La Mancha,Toledo,Porcentaje de población de 65 y más años,2015,17.3,pct_65_mas,porcentaje
Castilla - La Mancha,Toledo,Porcentaje de hogares unipersonales,2015,26.3,pct_hogares_unipersonales,porcentaje
Castilla - La Mancha,Toledo,Porcentaje de población menor de 18 años,2015,19.6,pct_menor_18,porcentaje
Castilla - La Mancha,Toledo,Porcentaje de población española,2015,91.0,pct_poblacion_espanola,porcentaje
Castilla - La Mancha,Toledo,Población,2015,686.175,poblacion,personas
Castilla - La Mancha,Toledo,Tamaño medio del hogar,2015,2.7,tamano_medio_hogar,personas_por_hogar
Castilla - La Mancha,Toledo,Edad media de la población,2016,41.1,edad_media,años
Castilla - La Mancha,Toledo,Porcentaje de población de 65 y más años,2016,17.5,pct_65_mas,porcentaje
Castilla - La Mancha,Toledo,Porcentaje de hogares unipersonales,2016,26.6,pct_hogares_unipersonales,porcentaje
Castilla - La Mancha,Toledo,Porcentaje de población menor de 18 años,2016,19.6,pct_menor_18,porcentaje
Castilla - La Mancha,Toledo,Porcentaje de población española,2016,91.3,pct_poblacion_espanola,porcentaje
Castilla - La Mancha,Toledo,Población,2016,683.493,poblacion,personas
Castilla - La Mancha,Toledo,Tamaño medio del hogar,2016,2.6,tamano_medio_hogar,personas_por_hogar
Castilla - La Mancha,Toledo,Edad media de la población,2017,41.3,edad_media,años
Castilla - La Mancha,Toledo,Porcentaje de población de 65 y más años,2017,17.7,pct_65_mas,porcentaje
Castilla - La Mancha,Toledo,Porcentaje de hogares unipersonales,2017,26.7,pct_hogares_unipersonales,porcentaje
Castilla - La Mancha,Toledo,Porcentaje de población menor de 18 años,2017,19.7,pct_menor_18,porcentaje
Castilla - La Mancha,Toledo,Porcentaje de población española,2017,91.2,pct_poblacion_espanola,porcentaje
Castilla - La Mancha,Toledo,Población,2017,684.419,poblacion,personas
Castilla - La Mancha,Toledo,Tamaño medio del hogar,2017,2.6,tamano_medio_hogar,personas_por_hogar
Castilla - La Mancha,Toledo,Edad media de la población,2018,41.6,edad_media,años
Castilla - La Mancha,Toledo,Porcentaje de población de 65 y más años,2018,17.7,pct_65_mas,porcentaje
Castilla - La Mancha,Toledo,Porcentaje de hogares unipersonales,2018,26.9,pct_hogares_unipersonales,porcentaje
Castilla - La Mancha,Toledo,Porcentaje de población menor de 18 años,2018,19.5,pct_menor_18,porcentaje
Castilla - La Mancha,Toledo,Porcentaje de población española,2018,90.6,pct_poblacion_espanola,porcentaje
Castilla - La Mancha,Toledo,Población,2018,688.395,poblacion,personas
Castilla - La Mancha,Toledo,Tamaño medio del hogar,2018,2.6,tamano_medio_hogar,personas_por_hogar
Castilla - La Mancha,Toledo,Edad media de la población,2019,41.7,edad_media,años
Castilla - La Mancha,Toledo,Porcentaje de población de 65 y más años,2019,17.8,pct_65_mas,porcentaje
Castilla - La Mancha,Toledo,Porcentaje de hogares unipersonales,2019,26.9,pct_hogares_unipersonales,porcentaje
Castilla - La Mancha,Toledo,Porcentaje de población menor de 18 años,2019,19.4,pct_menor_18,porcentaje
Castilla - La Mancha,Toledo,Porcentaje de población española,2019,89.8,pct_poblacion_espanola,porcentaje
Castilla - La Mancha,Toledo,Población,2019,697.042,poblacion,personas
Castilla - La Mancha,Toledo,Tamaño medio del hogar,2019,2.6,tamano_medio_hogar,personas_por_hogar
Castilla - La Mancha,Toledo,Edad media de la población,2020,41.9,edad_media,años
Castilla - La Mancha,Toledo,Porcentaje de población de 65 y más años,2020,17.8,pct_65_mas,porcentaje
Castilla - La Mancha,Toledo,Porcentaje de hogares unipersonales,2020,27.1,pct_hogares_unipersonales,porcentaje
Castilla - La Mancha,Toledo,Porcentaje de población menor de 18 años,2020,19.3,pct_menor_18,porcentaje
Castilla - La Mancha,Toledo,Porcentaje de población española,2020,89.7,pct_poblacion_espanola,porcentaje
Castilla - La Mancha,Toledo,Población,2020,702.998,poblacion,personas
Castilla - La Mancha,Toledo,Tamaño medio del hogar,2020,2.6,tamano_medio_hogar,personas_por_hogar
Castilla - La Mancha,Toledo,Edad media de la población,2021,42.1,edad_media,años
Castilla - La Mancha,Toledo,Porcentaje de población de 65 y más años,2021,18.0,pct_65_mas,porcentaje
Castilla - La Mancha,Toledo,Porcentaje de hogares unipersonales,2021,27.4,pct_hogares_unipersonales,porcentaje
Castilla - La Mancha,Toledo,Porcentaje de población menor de 18 años,2021,19.1,pct_menor_18,porcentaje
Castilla - La Mancha,Toledo,Porcentaje de población española,2021,89.6,pct_poblacion_espanola,porcentaje
Castilla - La Mancha,Toledo,Población,2021,708.352,poblacion,personas
Castilla - La Mancha,Toledo,Tamaño medio del hogar,2021,2.6,tamano_medio_hogar,personas_por_hogar
Castilla - La Mancha,Toledo,Edad media de la población,2022,42.2,edad_media,años
Castilla - La Mancha,Toledo,Porcentaje de población de 65 y más años,2022,18.1,pct_65_mas,porcentaje
Castilla - La Mancha,Toledo,Porcentaje de hogares unipersonales,2022,27.5,pct_hogares_unipersonales,porcentaje
Castilla - La Mancha,Toledo,Porcentaje de población menor de 18 años,2022,18.8,pct_menor_18,porcentaje
Castilla - La Mancha,Toledo,Porcentaje de población española,2022,88.4,pct_poblacion_espanola,porcentaje
Castilla - La Mancha,Toledo,Población,2022,722.769,poblacion,personas
Castilla - La Mancha,Toledo,Tamaño medio del hogar,2022,2.6,tamano_medio_hogar,personas_por_hogar
Castilla - La Mancha,Toledo,Edad media de la población,2023,42.4,edad_media,años
