codigo_provincia,provincia,sexo,anio,edad_original,edad,poblacion
33,Asturias,Hombres,2022,58 años,58,7749
33,Asturias,Hombres,2022,59 años,59,7791
33,Asturias,Hombres,2022,6 años,6,3552
33,Asturias,Hombres,2022,60 años,60,7743
33,Asturias,Hombres,2022,61 años,61,7875
33,Asturias,Hombres,2022,62 años,62,7816
33,Asturias,Hombres,2022,63 años,63,7596
33,Asturias,Hombres,2022,64 años,64,7709
33,Asturias,Hombres,2022,65 años,65,7267
33,Asturias,Hombres,2022,66 años,66,6965
33,Asturias,Hombres,2022,67 años,67,6703
33,Asturias,Hombres,2022,68 años,68,6604
33,Asturias,Hombres,2022,69 años,69,6432
33,Asturias,Hombres,2022,7 años,7,3655
33,Asturias,Hombres,2022,70 años,70,6000
33,Asturias,Hombres,2022,71 años,71,5951
33,Asturias,Hombres,2022,72 años,72,5862
33,Asturias,Hombres,2022,73 años,73,5977
33,Asturias,Hombres,2022,74 años,74,5198
33,Asturias,Hombres,2022,75 años,75,5161
33,Asturias,Hombres,2022,76 años,76,4982
33,Asturias,Hombres,2022,77 años,77,4486
33,Asturias,Hombres,2022,78 años,78,4150
33,Asturias,Hombres,2022,79 años,79,3368
33,Asturias,Hombres,2022,8 años,8,3615
33,Asturias,Hombres,2022,80 años,80,3110
33,Asturias,Hombres,2022,81 años,81,3104
33,Asturias,Hombres,2022,82 años,82,2249
33,Asturias,Hombres,2022,83 años,83,2397
33,Asturias,Hombres,2022,84 años,84,2435
33,Asturias,Hombres,2022,85 años,85,2594
33,Asturias,Hombres,2022,85 y más años,85,16351
33,Asturias,Hombres,2022,86 años,86,2367
33,Asturias,Hombres,2022,87 años,87,2247
33,Asturias,Hombres,2022,88 años,88,1960
33,Asturias,Hombres,2022,89 años,89,1730
33,Asturias,Hombres,2022,9 años,9,4109
33,Asturias,Hombres,2022,90 años,90,1365
33,Asturias,Hombres,2022,91 años,91,1151
33,Asturias,Hombres,2022,92 años,92,838
33,Asturias,Hombres,2022,93 años,93,670
33,Asturias,Hombres,2022,94 años,94,463
33,Asturias,Hombres,2022,95 años,95,321
33,Asturias,Hombres,2022,96 años,96,231
33,Asturias,Hombres,2022,97 años,97,172
33,Asturias,Hombres,2022,98 años,98,99
33,Asturias,Hombres,2022,99 años,99,74
33,Asturias,Hombres,2022,Todas las edades,,479658
33,Asturias,Mujeres,2022,0 años,0,2287
33,Asturias,Mujeres,2022,1 año,1,2367
33,Asturias,Mujeres,2022,10 años,10,3879
33,Asturias,Mujeres,2022,100 y más años,100,386
33,Asturias,Mujeres,2022,11 años,11,4027
33,Asturias,Mujeres,2022,12 años,12,4183
33,Asturias,Mujeres,2022,13 años,13,4245
33,Asturias,Mujeres,2022,14 años,14,4049
33,Asturias,Mujeres,2022,15 años,15,3990
33,Asturias,Mujeres,2022,16 años,16,4008
33,Asturias,Mujeres,2022,17 años,17,3887
33,Asturias,Mujeres,2022,18 años,18,3901
33,Asturias,Mujeres,2022,19 años,19,3828
33,Asturias,Mujeres,2022,2 años,2,2617
33,Asturias,Mujeres,2022,20 años,20,3760
33,Asturias,Mujeres,2022,21 años,21,3827
33,Asturias,Mujeres,2022,22 años,22,3707
33,Asturias,Mujeres,2022,23 años,23,3738
33,Asturias,Mujeres,2022,24 años,24,3670
33,Asturias,Mujeres,2022,25 años,25,3767
33,Asturias,Mujeres,2022,26 años,26,3767
33,Asturias,Mujeres,2022,27 años,27,3800
33,Asturias,Mujeres,2022,28 años,28,3836
33,Asturias,Mujeres,2022,29 años,29,4097
33,Asturias,Mujeres,2022,3 años,3,2835
33,Asturias,Mujeres,2022,30 años,30,4118
33,Asturias,Mujeres,2022,31 años,31,4254
33,Asturias,Mujeres,2022,32 años,32,4407
33,Asturias,Mujeres,2022,33 años,33,4582
33,Asturias,Mujeres,2022,34 años,34,4991
33,Asturias,Mujeres,2022,35 años,35,5249
33,Asturias,Mujeres,2022,36 años,36,5551
33,Asturias,Mujeres,2022,37 años,37,5842
33,Asturias,Mujeres,2022,38 años,38,6137
33,Asturias,Mujeres,2022,39 años,39,6586
33,Asturias,Mujeres,2022,4 años,4,3039
33,Asturias,Mujeres,2022,40 años,40,7108
33,Asturias,Mujeres,2022,41 años,41,7404
33,Asturias,Mujeres,2022,42 años,42,7881
33,Asturias,Mujeres,2022,43 años,43,8184
33,Asturias,Mujeres,2022,44 años,44,8559
33,Asturias,Mujeres,2022,45 años,45,8624
33,Asturias,Mujeres,2022,46 años,46,8679
33,Asturias,Mujeres,2022,47 años,47,8756
33,Asturias,Mujeres,2022,48 años,48,8438
33,Asturias,Mujeres,2022,49 años,49,8636
33,Asturias,Mujeres,2022,5 años,5,3300
33,Asturias,Mujeres,2022,50 años,50,8374
33,Asturias,Mujeres,2022,51 años,51,8117
33,Asturias,Mujeres,2022,52 años,52,8120
33,Asturias,Mujeres,2022,53 años,53,8031
33,Asturias,Mujeres,2022,54 años,54,8332
33,Asturias,Mujeres,2022,55 años,55,8132
33,Asturias,Mujeres,2022,56 años,56,8260
33,Asturias,Mujeres,2022,57 años,57,8562
33,Asturias,Mujeres,2022,58 años,58,8321
33,Asturias,Mujeres,2022,59 años,59,8357
33,Asturias,Mujeres,2022,6 años,6,3264
33,Asturias,Mujeres,2022,60 años,60,8348
33,Asturias,Mujeres,2022,61 años,61,8564
33,Asturias,Mujeres,2022,62 años,62,8635
33,Asturias,Mujeres,2022,63 años,63,8546
33,Asturias,Mujeres,2022,64 años,64,8446
33,Asturias,Mujeres,2022,65 años,65,8256
33,Asturias,Mujeres,2022,66 años,66,7938
33,Asturias,Mujeres,2022,67 años,67,7510
33,Asturias,Mujeres,2022,68 años,68,7576
33,Asturias,Mujeres,2022,69 años,69,7444
33,Asturias,Mujeres,2022,7 años,7,3343
33,Asturias,Mujeres,2022,70 años,70,6868
33,Asturias,Mujeres,2022,71 años,71,6802
33,Asturias,Mujeres,2022,72 años,72,7116
33,Asturias,Mujeres,2022,73 años,73,7184
33,Asturias,Mujeres,2022,74 años,74,6678
33,Asturias,Mujeres,2022,75 años,75,6626
33,Asturias,Mujeres,2022,76 años,76,6515
33,Asturias,Mujeres,2022,77 años,77,5888
33,Asturias,Mujeres,2022,78 años,78,5697
33,Asturias,Mujeres,2022,79 años,79,4527
33,Asturias,Mujeres,2022,8 años,8,3412
33,Asturias,Mujeres,2022,80 años,80,4261
33,Asturias,Mujeres,2022,81 años,81,4427
33,Asturias,Mujeres,2022,82 años,82,3485
33,Asturias,Mujeres,2022,83 años,83,3886
33,Asturias,Mujeres,2022,84 años,84,4119
33,Asturias,Mujeres,2022,85 años,85,4658
33,Asturias,Mujeres,2022,85 y más años,85,35171
33,Asturias,Mujeres,2022,86 años,86,4264
33,Asturias,Mujeres,2022,87 años,87,4185
33,Asturias,Mujeres,2022,88 años,88,3810
33,Asturias,Mujeres,2022,89 años,89,3594
33,Asturias,Mujeres,2022,9 años,9,3767
33,Asturias,Mujeres,2022,90 años,90,2986
33,Asturias,Mujeres,2022,91 años,91,2710
33,Asturias,Mujeres,2022,92 años,92,2197
33,Asturias,Mujeres,2022,93 años,93,1790
33,Asturias,Mujeres,2022,94 años,94,1385
33,Asturias,Mujeres,2022,95 años,95,1033
33,Asturias,Mujeres,2022,96 años,96,865
33,Asturias,Mujeres,2022,97 años,97,622
33,Asturias,Mujeres,2022,98 años,98,390
33,Asturias,Mujeres,2022,99 años,99,296
33,Asturias,Mujeres,2022,Todas las edades,,525302
33,Asturias,Total,2022,0 años,0,4787
33,Asturias,Total,2022,1 año,1,4867
33,Asturias,Total,2022,10 años,10,8060
33,Asturias,Total,2022,100 y más años,100,455
33,Asturias,Total,2022,11 años,11,8076
33,Asturias,Total,2022,12 años,12,8591
33,Asturias,Total,2022,13 años,13,8587
33,Asturias,Total,2022,14 años,14,8373
33,Asturias,Total,2022,15 años,15,8300
33,Asturias,Total,2022,16 años,16,8272
33,Asturias,Total,2022,17 años,17,8086
33,Asturias,Total,2022,18 años,18,8004
33,Asturias,Total,2022,19 años,19,7787
33,Asturias,Total,2022,2 años,2,5300
33,Asturias,Total,2022,20 años,20,7895
33,Asturias,Total,2022,21 años,21,7915
33,Asturias,Total,2022,22 años,22,7764
33,Asturias,Total,2022,23 años,23,7577
33,Asturias,Total,2022,24 años,24,7625
33,Asturias,Total,2022,25 años,25,7606
33,Asturias,Total,2022,26 años,26,7634
33,Asturias,Total,2022,27 años,27,7556
33,Asturias,Total,2022,28 años,28,7846
33,Asturias,Total,2022,29 años,29,8228
33,Asturias,Total,2022,3 años,3,5931
33,Asturias,Total,2022,30 años,30,8425
33,Asturias,Total,2022,31 años,31,8425
33,Asturias,Total,2022,32 años,32,8773
33,Asturias,Total,2022,33 años,33,9224
33,Asturias,Total,2022,34 años,34,9930
33,Asturias,Total,2022,35 años,35,10566
33,Asturias,Total,2022,36 años,36,11154
33,Asturias,Total,2022,37 años,37,11497
33,Asturias,Total,2022,38 años,38,12340
33,Asturias,Total,2022,39 años,39,12886
33,Asturias,Total,2022,4 años,4,6308
33,Asturias,Total,2022,40 años,40,13922
33,Asturias,Total,2022,41 años,41,14731
33,Asturias,Total,2022,42 años,42,15550
33,Asturias,Total,2022,43 años,43,16328
33,Asturias,Total,2022,44 años,44,17079
33,Asturias,Total,2022,45 años,45,17436
33,Asturias,Total,2022,46 años,46,17367
33,Asturias,Total,2022,47 años,47,17312
33,Asturias,Total,2022,48 años,48,16694
33,Asturias,Total,2022,49 años,49,17017
33,Asturias,Total,2022,5 años,5,6689
33,Asturias,Total,2022,50 años,50,16672
33,Asturias,Total,2022,51 años,51,16085
33,Asturias,Total,2022,52 años,52,16130
33,Asturias,Total,2022,53 años,53,15845
33,Asturias,Total,2022,54 años,54,16373
33,Asturias,Total,2022,55 años,55,15961
33,Asturias,Total,2022,56 años,56,16024
33,Asturias,Total,2022,57 años,57,16611
33,Asturias,Total,2022,58 años,58,16070
33,Asturias,Total,2022,59 años,59,16148
33,Asturias,Total,2022,6 años,6,6816
33,Asturias,Total,2022,60 años,60,16091
33,Asturias,Total,2022,61 años,61,16439
33,Asturias,Total,2022,62 años,62,16451
33,Asturias,Total,2022,63 años,63,16142
33,Asturias,Total,2022,64 años,64,16155
33,Asturias,Total,2022,65 años,65,15523
33,Asturias,Total,2022,66 años,66,14903
33,Asturias,Total,2022,67 años,67,14213
33,Asturias,Total,2022,68 años,68,14180
33,Asturias,Total,2022,69 años,69,13876
33,Asturias,Total,2022,7 años,7,6998
33,Asturias,Total,2022,70 años,70,12868
33,Asturias,Total,2022,71 años,71,12753
33,Asturias,Total,2022,72 años,72,12978
33,Asturias,Total,2022,73 años,73,13161
33,Asturias,Total,2022,74 años,74,11876
33,Asturias,Total,2022,75 años,75,11787
33,Asturias,Total,2022,76 años,76,11497
33,Asturias,Total,2022,77 años,77,10374
33,Asturias,Total,2022,78 años,78,9847
33,Asturias,Total,2022,79 años,79,7895
33,Asturias,Total,2022,8 años,8,7027
33,Asturias,Total,2022,80 años,80,7371
33,Asturias,Total,2022,81 años,81,7531
33,Asturias,Total,2022,82 años,82,5734
33,Asturias,Total,2022,83 años,83,6283
33,Asturias,Total,2022,84 años,84,6554
33,Asturias,Total,2022,85 años,85,7252
33,Asturias,Total,2022,85 y más años,85,51522
33,Asturias,Total,2022,86 años,86,6631
33,Asturias,Total,2022,87 años,87,6432
33,Asturias,Total,2022,88 años,88,5770
33,Asturias,Total,2022,89 años,89,5324
33,Asturias,Total,2022,9 años,9,7876
33,Asturias,Total,2022,90 años,90,4351
33,Asturias,Total,2022,91 años,91,3861
33,Asturias,Total,2022,92 años,92,3035
33,Asturias,Total,2022,93 años,93,2460
33,Asturias,Total,2022,94 años,94,1848
33,Asturias,Total,2022,95 años,95,1354
33,Asturias,Total,2022,96 años,96,1096
33,Asturias,Total,2022,97 años,97,794
33,Asturias,Total,2022,98 años,98,489
33,Asturias,Total,2022,99 años,99,370
33,Asturias,Total,2022,Todas las edades,,1004960
33,Asturias,Hombres,2023,0 años,0,2422
33,Asturias,Hombres,2023,1 año,1,2590
33,Asturias,Hombres,2023,10 años,10,4176
33,Asturias,Hombres,2023,100 y más años,100,74
33,Asturias,Hombres,2023,11 años,11,4240
33,Asturias,Hombres,2023,12 años,12,4133
33,Asturias,Hombres,2023,13 años,13,4467
33,Asturias,Hombres,2023,14 años,14,4398
33,Asturias,Hombres,2023,15 años,15,4409
33,Asturias,Hombres,2023,16 años,16,4381
33,Asturias,Hombres,2023,17 años,17,4353
33,Asturias,Hombres,2023,18 años,18,4308
33,Asturias,Hombres,2023,19 años,19,4195
33,Asturias,Hombres,2023,2 años,2,2539
33,Asturias,Hombres,2023,20 años,20,4055
33,Asturias,Hombres,2023,21 años,21,4237
33,Asturias,Hombres,2023,22 años,22,4164
33,Asturias,Hombres,2023,23 años,23,4125
33,Asturias,Hombres,2023,24 años,24,3923
33,Asturias,Hombres,2023,25 años,25,4002
33,Asturias,Hombres,2023,26 años,26,3906
33,Asturias,Hombres,2023,27 años,27,3936
33,Asturias,Hombres,2023,28 años,28,3854
33,Asturias,Hombres,2023,29 años,29,4067
33,Asturias,Hombres,2023,3 años,3,2766
33,Asturias,Hombres,2023,30 años,30,4210
33,Asturias,Hombres,2023,31 años,31,4383
33,Asturias,Hombres,2023,32 años,32,4262
33,Asturias,Hombres,2023,33 años,33,4446
33,Asturias,Hombres,2023,34 años,34,4726
33,Asturias,Hombres,2023,35 años,35,5006
33,Asturias,Hombres,2023,36 años,36,5394
33,Asturias,Hombres,2023,37 años,37,5717
33,Asturias,Hombres,2023,38 años,38,5753
33,Asturias,Hombres,2023,39 años,39,6253
33,Asturias,Hombres,2023,4 años,4,3161
33,Asturias,Hombres,2023,40 años,40,6382
33,Asturias,Hombres,2023,41 años,41,6884
33,Asturias,Hombres,2023,42 años,42,7391
33,Asturias,Hombres,2023,43 años,43,7747
33,Asturias,Hombres,2023,44 años,44,8182
33,Asturias,Hombres,2023,45 años,45,8558
33,Asturias,Hombres,2023,46 años,46,8849
33,Asturias,Hombres,2023,47 años,47,8724
33,Asturias,Hombres,2023,48 años,48,8606
33,Asturias,Hombres,2023,49 años,49,8288
33,Asturias,Hombres,2023,5 años,5,3372
33,Asturias,Hombres,2023,50 años,50,8383
33,Asturias,Hombres,2023,51 años,51,8292
33,Asturias,Hombres,2023,52 años,52,7978
33,Asturias,Hombres,2023,53 años,53,8016
33,Asturias,Hombres,2023,54 años,54,7811
33,Asturias,Hombres,2023,55 años,55,8025
33,Asturias,Hombres,2023,56 años,56,7828
33,Asturias,Hombres,2023,57 años,57,7751
33,Asturias,Hombres,2023,58 años,58,8005
33,Asturias,Hombres,2023,59 años,59,7713
33,Asturias,Hombres,2023,6 años,6,3459
33,Asturias,Hombres,2023,60 años,60,7766
33,Asturias,Hombres,2023,61 años,61,7692
33,Asturias,Hombres,2023,62 años,62,7818
33,Asturias,Hombres,2023,63 años,63,7759
33,Asturias,Hombres,2023,64 años,64,7529
33,Asturias,Hombres,2023,65 años,65,7625
33,Asturias,Hombres,2023,66 años,66,7204
33,Asturias,Hombres,2023,67 años,67,6885
33,Asturias,Hombres,2023,68 años,68,6624
33,Asturias,Hombres,2023,69 años,69,6491
33,Asturias,Hombres,2023,7 años,7,3625
33,Asturias,Hombres,2023,70 años,70,6325
33,Asturias,Hombres,2023,71 años,71,5886
33,Asturias,Hombres,2023,72 años,72,5837
33,Asturias,Hombres,2023,73 años,73,5724
33,Asturias,Hombres,2023,74 años,74,5823
33,Asturias,Hombres,2023,75 años,75,5069
33,Asturias,Hombres,2023,76 años,76,5017
33,Asturias,Hombres,2023,77 años,77,4814
33,Asturias,Hombres,2023,78 años,78,4312
33,Asturias,Hombres,2023,79 años,79,3968
33,Asturias,Hombres,2023,8 años,8,3721
33,Asturias,Hombres,2023,80 años,80,3199
33,Asturias,Hombres,2023,81 años,81,2932
33,Asturias,Hombres,2023,82 años,82,2922
33,Asturias,Hombres,2023,83 años,83,2099
33,Asturias,Hombres,2023,84 años,84,2213
33,Asturias,Hombres,2023,85 años,85,2238
33,Asturias,Hombres,2023,85 y más años,85,15992
33,Asturias,Hombres,2023,86 años,86,2315
33,Asturias,Hombres,2023,87 años,87,2133
33,Asturias,Hombres,2023,88 años,88,1965
33,Asturias,Hombres,2023,89 años,89,1680
33,Asturias,Hombres,2023,9 años,9,3667
33,Asturias,Hombres,2023,90 años,90,1461
33,Asturias,Hombres,2023,91 años,91,1132
33,Asturias,Hombres,2023,92 años,92,936
33,Asturias,Hombres,2023,93 años,93,653
33,Asturias,Hombres,2023,94 años,94,481
33,Asturias,Hombres,2023,95 años,95,345
33,Asturias,Hombres,2023,96 años,96,232
33,Asturias,Hombres,2023,97 años,97,167
33,Asturias,Hombres,2023,98 años,98,111
33,Asturias,Hombres,2023,99 años,99,69
33,Asturias,Hombres,2023,Todas las edades,,479739
33,Asturias,Mujeres,2023,0 años,0,2363
33,Asturias,Mujeres,2023,1 año,1,2364
33,Asturias,Mujeres,2023,10 años,10,3832
33,Asturias,Mujeres,2023,100 y más años,100,406
33,Asturias,Mujeres,2023,11 años,11,3955
33,Asturias,Mujeres,2023,12 años,12,4096
33,Asturias,Mujeres,2023,13 años,13,4233
33,Asturias,Mujeres,2023,14 años,14,4348
33,Asturias,Mujeres,2023,15 años,15,4098
33,Asturias,Mujeres,2023,16 años,16,4067
33,Asturias,Mujeres,2023,17 años,17,4055
33,Asturias,Mujeres,2023,18 años,18,3959
33,Asturias,Mujeres,2023,19 años,19,3967
33,Asturias,Mujeres,2023,2 años,2,2441
33,Asturias,Mujeres,2023,20 años,20,3934
33,Asturias,Mujeres,2023,21 años,21,3870
33,Asturias,Mujeres,2023,22 años,22,3940
33,Asturias,Mujeres,2023,23 años,23,3797
33,Asturias,Mujeres,2023,24 años,24,3831
33,Asturias,Mujeres,2023,25 años,25,3754
33,Asturias,Mujeres,2023,26 años,26,3819
33,Asturias,Mujeres,2023,27 años,27,3840
33,Asturias,Mujeres,2023,28 años,28,3915
33,Asturias,Mujeres,2023,29 años,29,3907
33,Asturias,Mujeres,2023,3 años,3,2706
33,Asturias,Mujeres,2023,30 años,30,4201
33,Asturias,Mujeres,2023,31 años,31,4281
33,Asturias,Mujeres,2023,32 años,32,4362
33,Asturias,Mujeres,2023,33 años,33,4522
33,Asturias,Mujeres,2023,34 años,34,4715
33,Asturias,Mujeres,2023,35 años,35,5128
33,Asturias,Mujeres,2023,36 años,36,5378
33,Asturias,Mujeres,2023,37 años,37,5685
33,Asturias,Mujeres,2023,38 años,38,5965
33,Asturias,Mujeres,2023,39 años,39,6267
33,Asturias,Mujeres,2023,4 años,4,2909
33,Asturias,Mujeres,2023,40 años,40,6691
33,Asturias,Mujeres,2023,41 años,41,7253
33,Asturias,Mujeres,2023,42 años,42,7509
33,Asturias,Mujeres,2023,43 años,43,8006
33,Asturias,Mujeres,2023,44 años,44,8266
33,Asturias,Mujeres,2023,45 años,45,8669
33,Asturias,Mujeres,2023,46 años,46,8690
33,Asturias,Mujeres,2023,47 años,47,8760
33,Asturias,Mujeres,2023,48 años,48,8846
33,Asturias,Mujeres,2023,49 años,49,8507
33,Asturias,Mujeres,2023,5 años,5,3100
33,Asturias,Mujeres,2023,50 años,50,8681
33,Asturias,Mujeres,2023,51 años,51,8422
33,Asturias,Mujeres,2023,52 años,52,8182
33,Asturias,Mujeres,2023,53 años,53,8166
33,Asturias,Mujeres,2023,54 años,54,8032
33,Asturias,Mujeres,2023,55 años,55,8359
33,Asturias,Mujeres,2023,56 años,56,8194
33,Asturias,Mujeres,2023,57 años,57,8286
33,Asturias,Mujeres,2023,58 años,58,8577
33,Asturias,Mujeres,2023,59 años,59,8325
33,Asturias,Mujeres,2023,6 años,6,3390
33,Asturias,Mujeres,2023,60 años,60,8364
33,Asturias,Mujeres,2023,61 años,61,8351
33,Asturias,Mujeres,2023,62 años,62,8590
33,Asturias,Mujeres,2023,63 años,63,8612
33,Asturias,Mujeres,2023,64 años,64,8530
33,Asturias,Mujeres,2023,65 años,65,8429
33,Asturias,Mujeres,2023,66 años,66,8235
33,Asturias,Mujeres,2023,67 años,67,7924
33,Asturias,Mujeres,2023,68 años,68,7484
33,Asturias,Mujeres,2023,69 años,69,7526
33,Asturias,Mujeres,2023,7 años,7,3358
33,Asturias,Mujeres,2023,70 años,70,7415
33,Asturias,Mujeres,2023,71 años,71,6833
33,Asturias,Mujeres,2023,72 años,72,6768
33,Asturias,Mujeres,2023,73 años,73,7062
33,Asturias,Mujeres,2023,74 años,74,7108
33,Asturias,Mujeres,2023,75 años,75,6599
33,Asturias,Mujeres,2023,76 años,76,6517
33,Asturias,Mujeres,2023,77 años,77,6410
33,Asturias,Mujeres,2023,78 años,78,5810
33,Asturias,Mujeres,2023,79 años,79,5568
33,Asturias,Mujeres,2023,8 años,8,3409
33,Asturias,Mujeres,2023,80 años,80,4403
33,Asturias,Mujeres,2023,81 años,81,4153
33,Asturias,Mujeres,2023,82 años,82,4273
33,Asturias,Mujeres,2023,83 años,83,3340
33,Asturias,Mujeres,2023,84 años,84,3716
33,Asturias,Mujeres,2023,85 años,85,3921
33,Asturias,Mujeres,2023,85 y más años,85,34651
33,Asturias,Mujeres,2023,86 años,86,4390
33,Asturias,Mujeres,2023,87 años,87,3985
33,Asturias,Mujeres,2023,88 años,88,3822
33,Asturias,Mujeres,2023,89 años,89,3457
33,Asturias,Mujeres,2023,9 años,9,3468
33,Asturias,Mujeres,2023,90 años,90,3176
33,Asturias,Mujeres,2023,91 años,91,2600
33,Asturias,Mujeres,2023,92 años,92,2310
33,Asturias,Mujeres,2023,93 años,93,1823
33,Asturias,Mujeres,2023,94 años,94,1503
33,Asturias,Mujeres,2023,95 años,95,1103
33,Asturias,Mujeres,2023,96 años,96,788
33,Asturias,Mujeres,2023,97 años,97,633
33,Asturias,Mujeres,2023,98 años,98,460
33,Asturias,Mujeres,2023,99 años,99,274
33,Asturias,Mujeres,2023,Todas las edades,,526321
33,Asturias,Total,2023,0 años,0,4785
33,Asturias,Total,2023,1 año,1,4954
33,Asturias,Total,2023,10 años,10,8008
33,Asturias,Total,2023,100 y más años,100,480
33,Asturias,Total,2023,11 años,11,8195
33,Asturias,Total,2023,12 años,12,8229
33,Asturias,Total,2023,13 años,13,8700
33,Asturias,Total,2023,14 años,14,8746
33,Asturias,Total,2023,15 años,15,8507
33,Asturias,Total,2023,16 años,16,8448
33,Asturias,Total,2023,17 años,17,8408
33,Asturias,Total,2023,18 años,18,8267
33,Asturias,Total,2023,19 años,19,8162
33,Asturias,Total,2023,2 años,2,4980
33,Asturias,Total,2023,20 años,20,7989
33,Asturias,Total,2023,21 años,21,8107
33,Asturias,Total,2023,22 años,22,8104
33,Asturias,Total,2023,23 años,23,7922
33,Asturias,Total,2023,24 años,24,7754
33,Asturias,Total,2023,25 años,25,7756
33,Asturias,Total,2023,26 años,26,7725
33,Asturias,Total,2023,27 años,27,7776
33,Asturias,Total,2023,28 años,28,7769
33,Asturias,Total,2023,29 años,29,7974
33,Asturias,Total,2023,3 años,3,5472
33,Asturias,Total,2023,30 años,30,8411
33,Asturias,Total,2023,31 años,31,8664
33,Asturias,Total,2023,32 años,32,8624
33,Asturias,Total,2023,33 años,33,8968
33,Asturias,Total,2023,34 años,34,9441
33,Asturias,Total,2023,35 años,35,10134
33,Asturias,Total,2023,36 años,36,10772
33,Asturias,Total,2023,37 años,37,11402
33,Asturias,Total,2023,38 años,38,11718
33,Asturias,Total,2023,39 años,39,12520
33,Asturias,Total,2023,4 años,4,6070
33,Asturias,Total,2023,40 años,40,13073
33,Asturias,Total,2023,41 años,41,14137
33,Asturias,Total,2023,42 años,42,14900
33,Asturias,Total,2023,43 años,43,15753
33,Asturias,Total,2023,44 años,44,16448
33,Asturias,Total,2023,45 años,45,17227
33,Asturias,Total,2023,46 años,46,17539
33,Asturias,Total,2023,47 años,47,17484
33,Asturias,Total,2023,48 años,48,17452
33,Asturias,Total,2023,49 años,49,16795
33,Asturias,Total,2023,5 años,5,6472
33,Asturias,Total,2023,50 años,50,17064
33,Asturias,Total,2023,51 años,51,16714
33,Asturias,Total,2023,52 años,52,16160
33,Asturias,Total,2023,53 años,53,16182
33,Asturias,Total,2023,54 años,54,15843
33,Asturias,Total,2023,55 años,55,16384
33,Asturias,Total,2023,56 años,56,16022
33,Asturias,Total,2023,57 años,57,16037
33,Asturias,Total,2023,58 años,58,16582
33,Asturias,Total,2023,59 años,59,16038
33,Asturias,Total,2023,6 años,6,6849
33,Asturias,Total,2023,60 años,60,16130
33,Asturias,Total,2023,61 años,61,16043
33,Asturias,Total,2023,62 años,62,16408
33,Asturias,Total,2023,63 años,63,16371
33,Asturias,Total,2023,64 años,64,16059
33,Asturias,Total,2023,65 años,65,16054
33,Asturias,Total,2023,66 años,66,15439
33,Asturias,Total,2023,67 años,67,14809
33,Asturias,Total,2023,68 años,68,14108
33,Asturias,Total,2023,69 años,69,14017
33,Asturias,Total,2023,7 años,7,6983
33,Asturias,Total,2023,70 años,70,13740
33,Asturias,Total,2023,71 años,71,12719
33,Asturias,Total,2023,72 años,72,12605
33,Asturias,Total,2023,73 años,73,12786
33,Asturias,Total,2023,74 años,74,12931
33,Asturias,Total,2023,75 años,75,11668
33,Asturias,Total,2023,76 años,76,11534
33,Asturias,Total,2023,77 años,77,11224
33,Asturias,Total,2023,78 años,78,10122
33,Asturias,Total,2023,79 años,79,9536
33,Asturias,Total,2023,8 años,8,7130
33,Asturias,Total,2023,80 años,80,7602
33,Asturias,Total,2023,81 años,81,7085
33,Asturias,Total,2023,82 años,82,7195
33,Asturias,Total,2023,83 años,83,5439
33,Asturias,Total,2023,84 años,84,5929
33,Asturias,Total,2023,85 años,85,6159
33,Asturias,Total,2023,85 y más años,85,50643
33,Asturias,Total,2023,86 años,86,6705
33,Asturias,Total,2023,87 años,87,6118
33,Asturias,Total,2023,88 años,88,5787
33,Asturias,Total,2023,89 años,89,5137
33,Asturias,Total,2023,9 años,9,7135
33,Asturias,Total,2023,90 años,90,4637
33,Asturias,Total,2023,91 años,91,3732
33,Asturias,Total,2023,92 años,92,3246
33,Asturias,Total,2023,93 años,93,2476
33,Asturias,Total,2023,94 años,94,1984
33,Asturias,Total,2023,95 años,95,1448
33,Asturias,Total,2023,96 años,96,1020
33,Asturias,Total,2023,97 años,97,800
33,Asturias,Total,2023,98 años,98,571
33,Asturias,Total,2023,99 años,99,343
33,Asturias,Total,2023,Todas las edades,,1006060
06,Badajoz,Hombres,2015,0 años,0,3145
06,Badajoz,Hombres,2015,1 año,1,3026
06,Badajoz,Hombres,2015,10 años,10,3458
06,Badajoz,Hombres,2015,100 y más años,100,23
06,Badajoz,Hombres,2015,11 años,11,3594
06,Badajoz,Hombres,2015,12 años,12,3513
06,Badajoz,Hombres,2015,13 años,13,3603
06,Badajoz,Hombres,2015,14 años,14,3593
06,Badajoz,Hombres,2015,15 años,15,3608
06,Badajoz,Hombres,2015,16 años,16,3535
06,Badajoz,Hombres,2015,17 años,17,3681
06,Badajoz,Hombres,2015,18 años,18,3620
06,Badajoz,Hombres,2015,19 años,19,3851
06,Badajoz,Hombres,2015,2 años,2,3312
06,Badajoz,Hombres,2015,20 años,20,3965
06,Badajoz,Hombres,2015,21 años,21,4110
06,Badajoz,Hombres,2015,22 años,22,4352
06,Badajoz,Hombres,2015,23 años,23,4403
06,Badajoz,Hombres,2015,24 años,24,4461
06,Badajoz,Hombres,2015,25 años,25,4439
06,Badajoz,Hombres,2015,26 años,26,4539
06,Badajoz,Hombres,2015,27 años,27,4600
06,Badajoz,Hombres,2015,28 años,28,4541
06,Badajoz,Hombres,2015,29 años,29,4455
06,Badajoz,Hombres,2015,3 años,3,3492
06,Badajoz,Hombres,2015,30 años,30,4585
