fecha,anio,mes,ambito,grupo,variable,valor,unidad,frecuencia,agregacion_anual,alias_serie,codigo_serie,descripcion
2014-01-01,2014,1,Total nacional,demanda_efectiva,compraventas_vivienda_nueva,14303.0,Viviendas,MENSUAL,suma,SI_1_5.32,DHITINOAPLNCVUVT_VVN_RI.M,Estadísticas generales. Edificación y vivienda. Compraventa de viviendas. Total vivienda nueva
2014-02-01,2014,2,Total nacional,demanda_efectiva,compraventas_vivienda_nueva,11345.0,Viviendas,MENSUAL,suma,SI_1_5.32,DHITINOAPLNCVUVT_VVN_RI.M,Estadísticas generales. Edificación y vivienda. Compraventa de viviendas. Total vivienda nueva
2014-03-01,2014,3,Total nacional,demanda_efectiva,compraventas_vivienda_nueva,11156.0,Viviendas,MENSUAL,suma,SI_1_5.32,DHITINOAPLNCVUVT_VVN_RI.M,Estadísticas generales. Edificación y vivienda. Compraventa de viviendas. Total vivienda nueva
2014-04-01,2014,4,Total nacional,demanda_efectiva,compraventas_vivienda_nueva,10445.0,Viviendas,MENSUAL,suma,SI_1_5.32,DHITINOAPLNCVUVT_VVN_RI.M,Estadísticas generales. Edificación y vivienda. Compraventa de viviendas. Total vivienda nueva
2014-05-01,2014,5,Total nacional,demanda_efectiva,compraventas_vivienda_nueva,10619.0,Viviendas,MENSUAL,suma,SI_1_5.32,DHITINOAPLNCVUVT_VVN_RI.M,Estadísticas generales. Edificación y vivienda. Compraventa de viviendas. Total vivienda nueva
2014-06-01,2014,6,Total nacional,demanda_efectiva,compraventas_vivienda_nueva,9561.0,Viviendas,MENSUAL,suma,SI_1_5.32,DHITINOAPLNCVUVT_VVN_RI.M,Estadísticas generales. Edificación y vivienda. Compraventa de viviendas. Total vivienda nueva
2014-07-01,2014,7,Total nacional,demanda_efectiva,compraventas_vivienda_nueva,10333.0,Viviendas,MENSUAL,suma,SI_1_5.32,DHITINOAPLNCVUVT_VVN_RI.M,Estadísticas generales. Edificación y vivienda. Compraventa de viviendas. Total vivienda nueva
2014-08-01,2014,8,Total nacional,demanda_efectiva,compraventas_vivienda_nueva,8082.0,Viviendas,MENSUAL,suma,SI_1_5.32,DHITINOAPLNCVUVT_VVN_RI.M,Estadísticas generales. Edificación y vivienda. Compraventa de viviendas. Total vivienda nueva
2014-09-01,2014,9,Total nacional,demanda_efectiva,compraventas_vivienda_nueva,8890.0,Viviendas,MENSUAL,suma,SI_1_5.32,DHITINOAPLNCVUVT_VVN_RI.M,Estadísticas generales. Edificación y vivienda. Compraventa de viviendas. Total vivienda nueva
2014-10-01,2014,10,Total nacional,demanda_efectiva,compraventas_vivienda_nueva,8089.0,Viviendas,MENSUAL,suma,SI_1_5.32,DHITINOAPLNCVUVT_VVN_RI.M,Estadísticas generales. Edificación y vivienda. Compraventa de viviendas. Total vivienda nueva
2014-11-01,2014,11,Total nacional,demanda_efectiva,compraventas_vivienda_nueva,7543.0,Viviendas,MENSUAL,suma,SI_1_5.32,DHITINOAPLNCVUVT_VVN_RI.M,Estadísticas generales. Edificación y vivienda. Compraventa de viviendas. Total vivienda nueva
2014-12-01,2014,12,Total nacional,demanda_efectiva,compraventas_vivienda_nueva,7153.0,Viviendas,MENSUAL,suma,SI_1_5.32,DHITINOAPLNCVUVT_VVN_RI.M,Estadísticas generales. Edificación y vivienda. Compraventa de viviendas. Total vivienda nueva
2015-01-01,2015,1,Total nacional,demanda_efectiva,compraventas_vivienda_nueva,8912.0,Viviendas,MENSUAL,suma,SI_1_5.32,DHITINOAPLNCVUVT_VVN_RI.M,Estadísticas generales. Edificación y vivienda. Compraventa de viviendas. Total vivienda nueva
2015-02-01,2015,2,Total nacional,demanda_efectiva,compraventas_vivienda_nueva,7846.0,Viviendas,MENSUAL,suma,SI_1_5.32,DHITINOAPLNCVUVT_VVN_RI.M,Estadísticas generales. Edificación y vivienda. Compraventa de viviendas. Total vivienda nueva
2015-03-01,2015,3,Total nacional,demanda_efectiva,compraventas_vivienda_nueva,6594.0,Viviendas,MENSUAL,suma,SI_1_5.32,DHITINOAPLNCVUVT_VVN_RI.M,Estadísticas generales. Edificación y vivienda. Compraventa de viviendas. Total vivienda nueva
2015-04-01,2015,4,Total nacional,demanda_efectiva,compraventas_vivienda_nueva,6097.0,Viviendas,MENSUAL,suma,SI_1_5.32,DHITINOAPLNCVUVT_VVN_RI.M,Estadísticas generales. Edificación y vivienda. Compraventa de viviendas. Total vivienda nueva
2015-05-01,2015,5,Total nacional,demanda_efectiva,compraventas_vivienda_nueva,6252.0,Viviendas,MENSUAL,suma,SI_1_5.32,DHITINOAPLNCVUVT_VVN_RI.M,Estadísticas generales. Edificación y vivienda. Compraventa de viviendas. Total vivienda nueva
2015-06-01,2015,6,Total nacional,demanda_efectiva,compraventas_vivienda_nueva,6454.0,Viviendas,MENSUAL,suma,SI_1_5.32,DHITINOAPLNCVUVT_VVN_RI.M,Estadísticas generales. Edificación y vivienda. Compraventa de viviendas. Total vivienda nueva
2015-07-01,2015,7,Total nacional,demanda_efectiva,compraventas_vivienda_nueva,6415.0,Viviendas,MENSUAL,suma,SI_1_5.32,DHITINOAPLNCVUVT_VVN_RI.M,Estadísticas generales. Edificación y vivienda. Compraventa de viviendas. Total vivienda nueva
2015-08-01,2015,8,Total nacional,demanda_efectiva,compraventas_vivienda_nueva,5925.0,Viviendas,MENSUAL,suma,SI_1_5.32,DHITINOAPLNCVUVT_VVN_RI.M,Estadísticas generales. Edificación y vivienda. Compraventa de viviendas. Total vivienda nueva
2015-09-01,2015,9,Total nacional,demanda_efectiva,compraventas_vivienda_nueva,6091.0,Viviendas,MENSUAL,suma,SI_1_5.32,DHITINOAPLNCVUVT_VVN_RI.M,Estadísticas generales. Edificación y vivienda. Compraventa de viviendas. Total vivienda nueva
2015-10-01,2015,10,Total nacional,demanda_efectiva,compraventas_vivienda_nueva,5381.0,Viviendas,MENSUAL,suma,SI_1_5.32,DHITINOAPLNCVUVT_VVN_RI.M,Estadísticas generales. Edificación y vivienda. Compraventa de viviendas. Total vivienda nueva
2015-11-01,2015,11,Total nacional,demanda_efectiva,compraventas_vivienda_nueva,5438.0,Viviendas,MENSUAL,suma,SI_1_5.32,DHITINOAPLNCVUVT_VVN_RI.M,Estadísticas generales. Edificación y vivienda. Compraventa de viviendas. Total vivienda nueva
2015-12-01,2015,12,Total nacional,demanda_efectiva,compraventas_vivienda_nueva,5549.0,Viviendas,MENSUAL,suma,SI_1_5.32,DHITINOAPLNCVUVT_VVN_RI.M,Estadísticas generales. Edificación y vivienda. Compraventa de viviendas. Total vivienda nueva
2016-01-01,2016,1,Total nacional,demanda_efectiva,compraventas_vivienda_nueva,6372.0,Viviendas,MENSUAL,suma,SI_1_5.32,DHITINOAPLNCVUVT_VVN_RI.M,Estadísticas generales. Edificación y vivienda. Compraventa de viviendas. Total vivienda nueva
2016-02-01,2016,2,Total nacional,demanda_efectiva,compraventas_vivienda_nueva,7690.0,Viviendas,MENSUAL,suma,SI_1_5.32,DHITINOAPLNCVUVT_VVN_RI.M,Estadísticas generales. Edificación y vivienda. Compraventa de viviendas. Total vivienda nueva
2016-03-01,2016,3,Total nacional,demanda_efectiva,compraventas_vivienda_nueva,6075.0,Viviendas,MENSUAL,suma,SI_1_5.32,DHITINOAPLNCVUVT_VVN_RI.M,Estadísticas generales. Edificación y vivienda. Compraventa de viviendas. Total vivienda nueva
2016-04-01,2016,4,Total nacional,demanda_efectiva,compraventas_vivienda_nueva,7131.0,Viviendas,MENSUAL,suma,SI_1_5.32,DHITINOAPLNCVUVT_VVN_RI.M,Estadísticas generales. Edificación y vivienda. Compraventa de viviendas. Total vivienda nueva
2016-05-01,2016,5,Total nacional,demanda_efectiva,compraventas_vivienda_nueva,6867.0,Viviendas,MENSUAL,suma,SI_1_5.32,DHITINOAPLNCVUVT_VVN_RI.M,Estadísticas generales. Edificación y vivienda. Compraventa de viviendas. Total vivienda nueva
2016-06-01,2016,6,Total nacional,demanda_efectiva,compraventas_vivienda_nueva,6592.0,Viviendas,MENSUAL,suma,SI_1_5.32,DHITINOAPLNCVUVT_VVN_RI.M,Estadísticas generales. Edificación y vivienda. Compraventa de viviendas. Total vivienda nueva
2016-07-01,2016,7,Total nacional,demanda_efectiva,compraventas_vivienda_nueva,6037.0,Viviendas,MENSUAL,suma,SI_1_5.32,DHITINOAPLNCVUVT_VVN_RI.M,Estadísticas generales. Edificación y vivienda. Compraventa de viviendas. Total vivienda nueva
2016-08-01,2016,8,Total nacional,demanda_efectiva,compraventas_vivienda_nueva,6099.0,Viviendas,MENSUAL,suma,SI_1_5.32,DHITINOAPLNCVUVT_VVN_RI.M,Estadísticas generales. Edificación y vivienda. Compraventa de viviendas. Total vivienda nueva
2016-09-01,2016,9,Total nacional,demanda_efectiva,compraventas_vivienda_nueva,5992.0,Viviendas,MENSUAL,suma,SI_1_5.32,DHITINOAPLNCVUVT_VVN_RI.M,Estadísticas generales. Edificación y vivienda. Compraventa de viviendas. Total vivienda nueva
2016-10-01,2016,10,Total nacional,demanda_efectiva,compraventas_vivienda_nueva,5349.0,Viviendas,MENSUAL,suma,SI_1_5.32,DHITINOAPLNCVUVT_VVN_RI.M,Estadísticas generales. Edificación y vivienda. Compraventa de viviendas. Total vivienda nueva
2016-11-01,2016,11,Total nacional,demanda_efectiva,compraventas_vivienda_nueva,5762.0,Viviendas,MENSUAL,suma,SI_1_5.32,DHITINOAPLNCVUVT_VVN_RI.M,Estadísticas generales. Edificación y vivienda. Compraventa de viviendas. Total vivienda nueva
2016-12-01,2016,12,Total nacional,demanda_efectiva,compraventas_vivienda_nueva,5168.0,Viviendas,MENSUAL,suma,SI_1_5.32,DHITINOAPLNCVUVT_VVN_RI.M,Estadísticas generales. Edificación y vivienda. Compraventa de viviendas. Total vivienda nueva
2017-01-01,2017,1,Total nacional,demanda_efectiva,compraventas_vivienda_nueva,6697.0,Viviendas,MENSUAL,suma,SI_1_5.32,DHITINOAPLNCVUVT_VVN_RI.M,Estadísticas generales. Edificación y vivienda. Compraventa de viviendas. Total vivienda nueva
2017-02-01,2017,2,Total nacional,demanda_efectiva,compraventas_vivienda_nueva,6459.0,Viviendas,MENSUAL,suma,SI_1_5.32,DHITINOAPLNCVUVT_VVN_RI.M,Estadísticas generales. Edificación y vivienda. Compraventa de viviendas. Total vivienda nueva
2017-03-01,2017,3,Total nacional,demanda_efectiva,compraventas_vivienda_nueva,7384.0,Viviendas,MENSUAL,suma,SI_1_5.32,DHITINOAPLNCVUVT_VVN_RI.M,Estadísticas generales. Edificación y vivienda. Compraventa de viviendas. Total vivienda nueva
2017-04-01,2017,4,Total nacional,demanda_efectiva,compraventas_vivienda_nueva,5494.0,Viviendas,MENSUAL,suma,SI_1_5.32,DHITINOAPLNCVUVT_VVN_RI.M,Estadísticas generales. Edificación y vivienda. Compraventa de viviendas. Total vivienda nueva
2017-05-01,2017,5,Total nacional,demanda_efectiva,compraventas_vivienda_nueva,7602.0,Viviendas,MENSUAL,suma,SI_1_5.32,DHITINOAPLNCVUVT_VVN_RI.M,Estadísticas generales. Edificación y vivienda. Compraventa de viviendas. Total vivienda nueva
2017-06-01,2017,6,Total nacional,demanda_efectiva,compraventas_vivienda_nueva,7706.0,Viviendas,MENSUAL,suma,SI_1_5.32,DHITINOAPLNCVUVT_VVN_RI.M,Estadísticas generales. Edificación y vivienda. Compraventa de viviendas. Total vivienda nueva
2017-07-01,2017,7,Total nacional,demanda_efectiva,compraventas_vivienda_nueva,6981.0,Viviendas,MENSUAL,suma,SI_1_5.32,DHITINOAPLNCVUVT_VVN_RI.M,Estadísticas generales. Edificación y vivienda. Compraventa de viviendas. Total vivienda nueva
2017-08-01,2017,8,Total nacional,demanda_efectiva,compraventas_vivienda_nueva,7457.0,Viviendas,MENSUAL,suma,SI_1_5.32,DHITINOAPLNCVUVT_VVN_RI.M,Estadísticas generales. Edificación y vivienda. Compraventa de viviendas. Total vivienda nueva
2017-09-01,2017,9,Total nacional,demanda_efectiva,compraventas_vivienda_nueva,7299.0,Viviendas,MENSUAL,suma,SI_1_5.32,DHITINOAPLNCVUVT_VVN_RI.M,Estadísticas generales. Edificación y vivienda. Compraventa de viviendas. Total vivienda nueva
2017-10-01,2017,10,Total nacional,demanda_efectiva,compraventas_vivienda_nueva,6914.0,Viviendas,MENSUAL,suma,SI_1_5.32,DHITINOAPLNCVUVT_VVN_RI.M,Estadísticas generales. Edificación y vivienda. Compraventa de viviendas. Total vivienda nueva
2017-11-01,2017,11,Total nacional,demanda_efectiva,compraventas_vivienda_nueva,7453.0,Viviendas,MENSUAL,suma,SI_1_5.32,DHITINOAPLNCVUVT_VVN_RI.M,Estadísticas generales. Edificación y vivienda. Compraventa de viviendas. Total vivienda nueva
2017-12-01,2017,12,Total nacional,demanda_efectiva,compraventas_vivienda_nueva,5794.0,Viviendas,MENSUAL,suma,SI_1_5.32,DHITINOAPLNCVUVT_VVN_RI.M,Estadísticas generales. Edificación y vivienda. Compraventa de viviendas. Total vivienda nueva
2018-01-01,2018,1,Total nacional,demanda_efectiva,compraventas_vivienda_nueva,8330.0,Viviendas,MENSUAL,suma,SI_1_5.32,DHITINOAPLNCVUVT_VVN_RI.M,Estadísticas generales. Edificación y vivienda. Compraventa de viviendas. Total vivienda nueva
2018-02-01,2018,2,Total nacional,demanda_efectiva,compraventas_vivienda_nueva,7457.0,Viviendas,MENSUAL,suma,SI_1_5.32,DHITINOAPLNCVUVT_VVN_RI.M,Estadísticas generales. Edificación y vivienda. Compraventa de viviendas. Total vivienda nueva
2018-03-01,2018,3,Total nacional,demanda_efectiva,compraventas_vivienda_nueva,7023.0,Viviendas,MENSUAL,suma,SI_1_5.32,DHITINOAPLNCVUVT_VVN_RI.M,Estadísticas generales. Edificación y vivienda. Compraventa de viviendas. Total vivienda nueva
2018-04-01,2018,4,Total nacional,demanda_efectiva,compraventas_vivienda_nueva,7025.0,Viviendas,MENSUAL,suma,SI_1_5.32,DHITINOAPLNCVUVT_VVN_RI.M,Estadísticas generales. Edificación y vivienda. Compraventa de viviendas. Total vivienda nueva
2018-05-01,2018,5,Total nacional,demanda_efectiva,compraventas_vivienda_nueva,8236.0,Viviendas,MENSUAL,suma,SI_1_5.32,DHITINOAPLNCVUVT_VVN_RI.M,Estadísticas generales. Edificación y vivienda. Compraventa de viviendas. Total vivienda nueva
2018-06-01,2018,6,Total nacional,demanda_efectiva,compraventas_vivienda_nueva,7814.0,Viviendas,MENSUAL,suma,SI_1_5.32,DHITINOAPLNCVUVT_VVN_RI.M,Estadísticas generales. Edificación y vivienda. Compraventa de viviendas. Total vivienda nueva
2018-07-01,2018,7,Total nacional,demanda_efectiva,compraventas_vivienda_nueva,7613.0,Viviendas,MENSUAL,suma,SI_1_5.32,DHITINOAPLNCVUVT_VVN_RI.M,Estadísticas generales. Edificación y vivienda. Compraventa de viviendas. Total vivienda nueva
2018-08-01,2018,8,Total nacional,demanda_efectiva,compraventas_vivienda_nueva,8136.0,Viviendas,MENSUAL,suma,SI_1_5.32,DHITINOAPLNCVUVT_VVN_RI.M,Estadísticas generales. Edificación y vivienda. Compraventa de viviendas. Total vivienda nueva
2018-09-01,2018,9,Total nacional,demanda_efectiva,compraventas_vivienda_nueva,8041.0,Viviendas,MENSUAL,suma,SI_1_5.32,DHITINOAPLNCVUVT_VVN_RI.M,Estadísticas generales. Edificación y vivienda. Compraventa de viviendas. Total vivienda nueva
2018-10-01,2018,10,Total nacional,demanda_efectiva,compraventas_vivienda_nueva,7935.0,Viviendas,MENSUAL,suma,SI_1_5.32,DHITINOAPLNCVUVT_VVN_RI.M,Estadísticas generales. Edificación y vivienda. Compraventa de viviendas. Total vivienda nueva
2018-11-01,2018,11,Total nacional,demanda_efectiva,compraventas_vivienda_nueva,7961.0,Viviendas,MENSUAL,suma,SI_1_5.32,DHITINOAPLNCVUVT_VVN_RI.M,Estadísticas generales. Edificación y vivienda. Compraventa de viviendas. Total vivienda nueva
2018-12-01,2018,12,Total nacional,demanda_efectiva,compraventas_vivienda_nueva,6145.0,Viviendas,MENSUAL,suma,SI_1_5.32,DHITINOAPLNCVUVT_VVN_RI.M,Estadísticas generales. Edificación y vivienda. Compraventa de viviendas. Total vivienda nueva
2019-01-01,2019,1,Total nacional,demanda_efectiva,compraventas_vivienda_nueva,9303.0,Viviendas,MENSUAL,suma,SI_1_5.32,DHITINOAPLNCVUVT_VVN_RI.M,Estadísticas generales. Edificación y vivienda. Compraventa de viviendas. Total vivienda nueva
2019-02-01,2019,2,Total nacional,demanda_efectiva,compraventas_vivienda_nueva,8770.0,Viviendas,MENSUAL,suma,SI_1_5.32,DHITINOAPLNCVUVT_VVN_RI.M,Estadísticas generales. Edificación y vivienda. Compraventa de viviendas. Total vivienda nueva
2019-03-01,2019,3,Total nacional,demanda_efectiva,compraventas_vivienda_nueva,7996.0,Viviendas,MENSUAL,suma,SI_1_5.32,DHITINOAPLNCVUVT_VVN_RI.M,Estadísticas generales. Edificación y vivienda. Compraventa de viviendas. Total vivienda nueva
2019-04-01,2019,4,Total nacional,demanda_efectiva,compraventas_vivienda_nueva,7560.0,Viviendas,MENSUAL,suma,SI_1_5.32,DHITINOAPLNCVUVT_VVN_RI.M,Estadísticas generales. Edificación y vivienda. Compraventa de viviendas. Total vivienda nueva
2019-05-01,2019,5,Total nacional,demanda_efectiva,compraventas_vivienda_nueva,8327.0,Viviendas,MENSUAL,suma,SI_1_5.32,DHITINOAPLNCVUVT_VVN_RI.M,Estadísticas generales. Edificación y vivienda. Compraventa de viviendas. Total vivienda nueva
2019-06-01,2019,6,Total nacional,demanda_efectiva,compraventas_vivienda_nueva,7192.0,Viviendas,MENSUAL,suma,SI_1_5.32,DHITINOAPLNCVUVT_VVN_RI.M,Estadísticas generales. Edificación y vivienda. Compraventa de viviendas. Total vivienda nueva
2019-07-01,2019,7,Total nacional,demanda_efectiva,compraventas_vivienda_nueva,8588.0,Viviendas,MENSUAL,suma,SI_1_5.32,DHITINOAPLNCVUVT_VVN_RI.M,Estadísticas generales. Edificación y vivienda. Compraventa de viviendas. Total vivienda nueva
2019-08-01,2019,8,Total nacional,demanda_efectiva,compraventas_vivienda_nueva,6359.0,Viviendas,MENSUAL,suma,SI_1_5.32,DHITINOAPLNCVUVT_VVN_RI.M,Estadísticas generales. Edificación y vivienda. Compraventa de viviendas. Total vivienda nueva
2019-09-01,2019,9,Total nacional,demanda_efectiva,compraventas_vivienda_nueva,6490.0,Viviendas,MENSUAL,suma,SI_1_5.32,DHITINOAPLNCVUVT_VVN_RI.M,Estadísticas generales. Edificación y vivienda. Compraventa de viviendas. Total vivienda nueva
2019-10-01,2019,10,Total nacional,demanda_efectiva,compraventas_vivienda_nueva,8103.0,Viviendas,MENSUAL,suma,SI_1_5.32,DHITINOAPLNCVUVT_VVN_RI.M,Estadísticas generales. Edificación y vivienda. Compraventa de viviendas. Total vivienda nueva
2019-11-01,2019,11,Total nacional,demanda_efectiva,compraventas_vivienda_nueva,7701.0,Viviendas,MENSUAL,suma,SI_1_5.32,DHITINOAPLNCVUVT_VVN_RI.M,Estadísticas generales. Edificación y vivienda. Compraventa de viviendas. Total vivienda nueva
2019-12-01,2019,12,Total nacional,demanda_efectiva,compraventas_vivienda_nueva,6557.0,Viviendas,MENSUAL,suma,SI_1_5.32,DHITINOAPLNCVUVT_VVN_RI.M,Estadísticas generales. Edificación y vivienda. Compraventa de viviendas. Total vivienda nueva
2020-01-01,2020,1,Total nacional,demanda_efectiva,compraventas_vivienda_nueva,8447.0,Viviendas,MENSUAL,suma,SI_1_5.32,DHITINOAPLNCVUVT_VVN_RI.M,Estadísticas generales. Edificación y vivienda. Compraventa de viviendas. Total vivienda nueva
2020-02-01,2020,2,Total nacional,demanda_efectiva,compraventas_vivienda_nueva,9116.0,Viviendas,MENSUAL,suma,SI_1_5.32,DHITINOAPLNCVUVT_VVN_RI.M,Estadísticas generales. Edificación y vivienda. Compraventa de viviendas. Total vivienda nueva
2020-03-01,2020,3,Total nacional,demanda_efectiva,compraventas_vivienda_nueva,6650.0,Viviendas,MENSUAL,suma,SI_1_5.32,DHITINOAPLNCVUVT_VVN_RI.M,Estadísticas generales. Edificación y vivienda. Compraventa de viviendas. Total vivienda nueva
2020-04-01,2020,4,Total nacional,demanda_efectiva,compraventas_vivienda_nueva,4676.0,Viviendas,MENSUAL,suma,SI_1_5.32,DHITINOAPLNCVUVT_VVN_RI.M,Estadísticas generales. Edificación y vivienda. Compraventa de viviendas. Total vivienda nueva
2020-05-01,2020,5,Total nacional,demanda_efectiva,compraventas_vivienda_nueva,4277.0,Viviendas,MENSUAL,suma,SI_1_5.32,DHITINOAPLNCVUVT_VVN_RI.M,Estadísticas generales. Edificación y vivienda. Compraventa de viviendas. Total vivienda nueva
2020-06-01,2020,6,Total nacional,demanda_efectiva,compraventas_vivienda_nueva,5474.0,Viviendas,MENSUAL,suma,SI_1_5.32,DHITINOAPLNCVUVT_VVN_RI.M,Estadísticas generales. Edificación y vivienda. Compraventa de viviendas. Total vivienda nueva
2020-07-01,2020,7,Total nacional,demanda_efectiva,compraventas_vivienda_nueva,6783.0,Viviendas,MENSUAL,suma,SI_1_5.32,DHITINOAPLNCVUVT_VVN_RI.M,Estadísticas generales. Edificación y vivienda. Compraventa de viviendas. Total vivienda nueva
2020-08-01,2020,8,Total nacional,demanda_efectiva,compraventas_vivienda_nueva,6818.0,Viviendas,MENSUAL,suma,SI_1_5.32,DHITINOAPLNCVUVT_VVN_RI.M,Estadísticas generales. Edificación y vivienda. Compraventa de viviendas. Total vivienda nueva
2020-09-01,2020,9,Total nacional,demanda_efectiva,compraventas_vivienda_nueva,8404.0,Viviendas,MENSUAL,suma,SI_1_5.32,DHITINOAPLNCVUVT_VVN_RI.M,Estadísticas generales. Edificación y vivienda. Compraventa de viviendas. Total vivienda nueva
2020-10-01,2020,10,Total nacional,demanda_efectiva,compraventas_vivienda_nueva,7682.0,Viviendas,MENSUAL,suma,SI_1_5.32,DHITINOAPLNCVUVT_VVN_RI.M,Estadísticas generales. Edificación y vivienda. Compraventa de viviendas. Total vivienda nueva
2020-11-01,2020,11,Total nacional,demanda_efectiva,compraventas_vivienda_nueva,7924.0,Viviendas,MENSUAL,suma,SI_1_5.32,DHITINOAPLNCVUVT_VVN_RI.M,Estadísticas generales. Edificación y vivienda. Compraventa de viviendas. Total vivienda nueva
2020-12-01,2020,12,Total nacional,demanda_efectiva,compraventas_vivienda_nueva,7310.0,Viviendas,MENSUAL,suma,SI_1_5.32,DHITINOAPLNCVUVT_VVN_RI.M,Estadísticas generales. Edificación y vivienda. Compraventa de viviendas. Total vivienda nueva
2021-01-01,2021,1,Total nacional,demanda_efectiva,compraventas_vivienda_nueva,8525.0,Viviendas,MENSUAL,suma,SI_1_5.32,DHITINOAPLNCVUVT_VVN_RI.M,Estadísticas generales. Edificación y vivienda. Compraventa de viviendas. Total vivienda nueva
2021-02-01,2021,2,Total nacional,demanda_efectiva,compraventas_vivienda_nueva,10002.0,Viviendas,MENSUAL,suma,SI_1_5.32,DHITINOAPLNCVUVT_VVN_RI.M,Estadísticas generales. Edificación y vivienda. Compraventa de viviendas. Total vivienda nueva
2021-03-01,2021,3,Total nacional,demanda_efectiva,compraventas_vivienda_nueva,9949.0,Viviendas,MENSUAL,suma,SI_1_5.32,DHITINOAPLNCVUVT_VVN_RI.M,Estadísticas generales. Edificación y vivienda. Compraventa de viviendas. Total vivienda nueva
2021-04-01,2021,4,Total nacional,demanda_efectiva,compraventas_vivienda_nueva,8501.0,Viviendas,MENSUAL,suma,SI_1_5.32,DHITINOAPLNCVUVT_VVN_RI.M,Estadísticas generales. Edificación y vivienda. Compraventa de viviendas. Total vivienda nueva
2021-05-01,2021,5,Total nacional,demanda_efectiva,compraventas_vivienda_nueva,9044.0,Viviendas,MENSUAL,suma,SI_1_5.32,DHITINOAPLNCVUVT_VVN_RI.M,Estadísticas generales. Edificación y vivienda. Compraventa de viviendas. Total vivienda nueva
2021-06-01,2021,6,Total nacional,demanda_efectiva,compraventas_vivienda_nueva,9167.0,Viviendas,MENSUAL,suma,SI_1_5.32,DHITINOAPLNCVUVT_VVN_RI.M,Estadísticas generales. Edificación y vivienda. Compraventa de viviendas. Total vivienda nueva
2021-07-01,2021,7,Total nacional,demanda_efectiva,compraventas_vivienda_nueva,9262.0,Viviendas,MENSUAL,suma,SI_1_5.32,DHITINOAPLNCVUVT_VVN_RI.M,Estadísticas generales. Edificación y vivienda. Compraventa de viviendas. Total vivienda nueva
2021-08-01,2021,8,Total nacional,demanda_efectiva,compraventas_vivienda_nueva,9536.0,Viviendas,MENSUAL,suma,SI_1_5.32,DHITINOAPLNCVUVT_VVN_RI.M,Estadísticas generales. Edificación y vivienda. Compraventa de viviendas. Total vivienda nueva
2021-09-01,2021,9,Total nacional,demanda_efectiva,compraventas_vivienda_nueva,10909.0,Viviendas,MENSUAL,suma,SI_1_5.32,DHITINOAPLNCVUVT_VVN_RI.M,Estadísticas generales. Edificación y vivienda. Compraventa de viviendas. Total vivienda nueva
2021-10-01,2021,10,Total nacional,demanda_efectiva,compraventas_vivienda_nueva,9349.0,Viviendas,MENSUAL,suma,SI_1_5.32,DHITINOAPLNCVUVT_VVN_RI.M,Estadísticas generales. Edificación y vivienda. Compraventa de viviendas. Total vivienda nueva
2021-11-01,2021,11,Total nacional,demanda_efectiva,compraventas_vivienda_nueva,10243.0,Viviendas,MENSUAL,suma,SI_1_5.32,DHITINOAPLNCVUVT_VVN_RI.M,Estadísticas generales. Edificación y vivienda. Compraventa de viviendas. Total vivienda nueva
2021-12-01,2021,12,Total nacional,demanda_efectiva,compraventas_vivienda_nueva,9543.0,Viviendas,MENSUAL,suma,SI_1_5.32,DHITINOAPLNCVUVT_VVN_RI.M,Estadísticas generales. Edificación y vivienda. Compraventa de viviendas. Total vivienda nueva
2022-01-01,2022,1,Total nacional,demanda_efectiva,compraventas_vivienda_nueva,10070.0,Viviendas,MENSUAL,suma,SI_1_5.32,DHITINOAPLNCVUVT_VVN_RI.M,Estadísticas generales. Edificación y vivienda. Compraventa de viviendas. Total vivienda nueva
2022-02-01,2022,2,Total nacional,demanda_efectiva,compraventas_vivienda_nueva,10925.0,Viviendas,MENSUAL,suma,SI_1_5.32,DHITINOAPLNCVUVT_VVN_RI.M,Estadísticas generales. Edificación y vivienda. Compraventa de viviendas. Total vivienda nueva
2022-03-01,2022,3,Total nacional,demanda_efectiva,compraventas_vivienda_nueva,11317.0,Viviendas,MENSUAL,suma,SI_1_5.32,DHITINOAPLNCVUVT_VVN_RI.M,Estadísticas generales. Edificación y vivienda. Compraventa de viviendas. Total vivienda nueva
2022-04-01,2022,4,Total nacional,demanda_efectiva,compraventas_vivienda_nueva,8615.0,Viviendas,MENSUAL,suma,SI_1_5.32,DHITINOAPLNCVUVT_VVN_RI.M,Estadísticas generales. Edificación y vivienda. Compraventa de viviendas. Total vivienda nueva
2022-05-01,2022,5,Total nacional,demanda_efectiva,compraventas_vivienda_nueva,10242.0,Viviendas,MENSUAL,suma,SI_1_5.32,DHITINOAPLNCVUVT_VVN_RI.M,Estadísticas generales. Edificación y vivienda. Compraventa de viviendas. Total vivienda nueva
2022-06-01,2022,6,Total nacional,demanda_efectiva,compraventas_vivienda_nueva,9457.0,Viviendas,MENSUAL,suma,SI_1_5.32,DHITINOAPLNCVUVT_VVN_RI.M,Estadísticas generales. Edificación y vivienda. Compraventa de viviendas. Total vivienda nueva
2022-07-01,2022,7,Total nacional,demanda_efectiva,compraventas_vivienda_nueva,8924.0,Viviendas,MENSUAL,suma,SI_1_5.32,DHITINOAPLNCVUVT_VVN_RI.M,Estadísticas generales. Edificación y vivienda. Compraventa de viviendas. Total vivienda nueva
