fecha,anio,mes,ambito,grupo,variable,valor,unidad,frecuencia,agregacion_anual,alias_serie,codigo_serie,descripcion
2020-11-01,2020,11,Total nacional,precios,precio_m2_idealista,1747.0,Euros por metro cuadrado,MENSUAL,media,SI_1_5.12,D_1KB56100_IDEA,Estadísticas generales. Edificación y vivienda. Precio de la vivienda. Viviendas de segunda mano. Precio metro cuadrado. Idealista
2020-12-01,2020,12,Total nacional,precios,precio_m2_idealista,1754.0,Euros por metro cuadrado,MENSUAL,media,SI_1_5.12,D_1KB56100_IDEA,Estadísticas generales. Edificación y vivienda. Precio de la vivienda. Viviendas de segunda mano. Precio metro cuadrado. Idealista
2021-01-01,2021,1,Total nacional,precios,precio_m2_idealista,1759.0,Euros por metro cuadrado,MENSUAL,media,SI_1_5.12,D_1KB56100_IDEA,Estadísticas generales. Edificación y vivienda. Precio de la vivienda. Viviendas de segunda mano. Precio metro cuadrado. Idealista
2021-02-01,2021,2,Total nacional,precios,precio_m2_idealista,1752.0,Euros por metro cuadrado,MENSUAL,media,SI_1_5.12,D_1KB56100_IDEA,Estadísticas generales. Edificación y vivienda. Precio de la vivienda. Viviendas de segunda mano. Precio metro cuadrado. Idealista
2021-03-01,2021,3,Total nacional,precios,precio_m2_idealista,1765.0,Euros por metro cuadrado,MENSUAL,media,SI_1_5.12,D_1KB56100_IDEA,Estadísticas generales. Edificación y vivienda. Precio de la vivienda. Viviendas de segunda mano. Precio metro cuadrado. Idealista
2021-04-01,2021,4,Total nacional,precios,precio_m2_idealista,1775.0,Euros por metro cuadrado,MENSUAL,media,SI_1_5.12,D_1KB56100_IDEA,Estadísticas generales. Edificación y vivienda. Precio de la vivienda. Viviendas de segunda mano. Precio metro cuadrado. Idealista
2021-05-01,2021,5,Total nacional,precios,precio_m2_idealista,1786.0,Euros por metro cuadrado,MENSUAL,media,SI_1_5.12,D_1KB56100_IDEA,Estadísticas generales. Edificación y vivienda. Precio de la vivienda. Viviendas de segunda mano. Precio metro cuadrado. Idealista
2021-06-01,2021,6,Total nacional,precios,precio_m2_idealista,1795.0,Euros por metro cuadrado,MENSUAL,media,SI_1_5.12,D_1KB56100_IDEA,Estadísticas generales. Edificación y vivienda. Precio de la vivienda. Viviendas de segunda mano. Precio metro cuadrado. Idealista
2021-07-01,2021,7,Total nacional,precios,precio_m2_idealista,1805.0,Euros por metro cuadrado,MENSUAL,media,SI_1_5.12,D_1KB56100_IDEA,Estadísticas generales. Edificación y vivienda. Precio de la vivienda. Viviendas de segunda mano. Precio metro cuadrado. Idealista
2021-08-01,2021,8,Total nacional,precios,precio_m2_idealista,1805.0,Euros por metro cuadrado,MENSUAL,media,SI_1_5.12,D_1KB56100_IDEA,Estadísticas generales. Edificación y vivienda. Precio de la vivienda. Viviendas de segunda mano. Precio metro cuadrado. Idealista
2021-09-01,2021,9,Total nacional,precios,precio_m2_idealista,1797.0,Euros por metro cuadrado,MENSUAL,media,SI_1_5.12,D_1KB56100_IDEA,Estadísticas generales. Edificación y vivienda. Precio de la vivienda. Viviendas de segunda mano. Precio metro cuadrado. Idealista
2021-10-01,2021,10,Total nacional,precios,precio_m2_idealista,1802.0,Euros por metro cuadrado,MENSUAL,media,SI_1_5.12,D_1KB56100_IDEA,Estadísticas generales. Edificación y vivienda. Precio de la vivienda. Viviendas de segunda mano. Precio metro cuadrado. Idealista
2021-11-01,2021,11,Total nacional,precios,precio_m2_idealista,1810.0,Euros por metro cuadrado,MENSUAL,media,SI_1_5.12,D_1KB56100_IDEA,Estadísticas generales. Edificación y vivienda. Precio de la vivienda. Viviendas de segunda mano. Precio metro cuadrado. Idealista
2021-12-01,2021,12,Total nacional,precios,precio_m2_idealista,1809.0,Euros por metro cuadrado,MENSUAL,media,SI_1_5.12,D_1KB56100_IDEA,Estadísticas generales. Edificación y vivienda. Precio de la vivienda. Viviendas de segunda mano. Precio metro cuadrado. Idealista
2022-01-01,2022,1,Total nacional,precios,precio_m2_idealista,1807.0,Euros por metro cuadrado,MENSUAL,media,SI_1_5.12,D_1KB56100_IDEA,Estadísticas generales. Edificación y vivienda. Precio de la vivienda. Viviendas de segunda mano. Precio metro cuadrado. Idealista
2022-02-01,2022,2,Total nacional,precios,precio_m2_idealista,1801.0,Euros por metro cuadrado,MENSUAL,media,SI_1_5.12,D_1KB56100_IDEA,Estadísticas generales. Edificación y vivienda. Precio de la vivienda. Viviendas de segunda mano. Precio metro cuadrado. Idealista
2022-03-01,2022,3,Total nacional,precios,precio_m2_idealista,1810.0,Euros por metro cuadrado,MENSUAL,media,SI_1_5.12,D_1KB56100_IDEA,Estadísticas generales. Edificación y vivienda. Precio de la vivienda. Viviendas de segunda mano. Precio metro cuadrado. Idealista
2022-04-01,2022,4,Total nacional,precios,precio_m2_idealista,1829.0,Euros por metro cuadrado,MENSUAL,media,SI_1_5.12,D_1KB56100_IDEA,Estadísticas generales. Edificación y vivienda. Precio de la vivienda. Viviendas de segunda mano. Precio metro cuadrado. Idealista
2022-05-01,2022,5,Total nacional,precios,precio_m2_idealista,1844.0,Euros por metro cuadrado,MENSUAL,media,SI_1_5.12,D_1KB56100_IDEA,Estadísticas generales. Edificación y vivienda. Precio de la vivienda. Viviendas de segunda mano. Precio metro cuadrado. Idealista
2022-06-01,2022,6,Total nacional,precios,precio_m2_idealista,1849.0,Euros por metro cuadrado,MENSUAL,media,SI_1_5.12,D_1KB56100_IDEA,Estadísticas generales. Edificación y vivienda. Precio de la vivienda. Viviendas de segunda mano. Precio metro cuadrado. Idealista
2022-07-01,2022,7,Total nacional,precios,precio_m2_idealista,1862.0,Euros por metro cuadrado,MENSUAL,media,SI_1_5.12,D_1KB56100_IDEA,Estadísticas generales. Edificación y vivienda. Precio de la vivienda. Viviendas de segunda mano. Precio metro cuadrado. Idealista
2022-08-01,2022,8,Total nacional,precios,precio_m2_idealista,1870.0,Euros por metro cuadrado,MENSUAL,media,SI_1_5.12,D_1KB56100_IDEA,Estadísticas generales. Edificación y vivienda. Precio de la vivienda. Viviendas de segunda mano. Precio metro cuadrado. Idealista
2022-09-01,2022,9,Total nacional,precios,precio_m2_idealista,1867.0,Euros por metro cuadrado,MENSUAL,media,SI_1_5.12,D_1KB56100_IDEA,Estadísticas generales. Edificación y vivienda. Precio de la vivienda. Viviendas de segunda mano. Precio metro cuadrado. Idealista
2022-10-01,2022,10,Total nacional,precios,precio_m2_idealista,1883.0,Euros por metro cuadrado,MENSUAL,media,SI_1_5.12,D_1KB56100_IDEA,Estadísticas generales. Edificación y vivienda. Precio de la vivienda. Viviendas de segunda mano. Precio metro cuadrado. Idealista
2022-11-01,2022,11,Total nacional,precios,precio_m2_idealista,1894.0,Euros por metro cuadrado,MENSUAL,media,SI_1_5.12,D_1KB56100_IDEA,Estadísticas generales. Edificación y vivienda. Precio de la vivienda. Viviendas de segunda mano. Precio metro cuadrado. Idealista
2022-12-01,2022,12,Total nacional,precios,precio_m2_idealista,1888.0,Euros por metro cuadrado,MENSUAL,media,SI_1_5.12,D_1KB56100_IDEA,Estadísticas generales. Edificación y vivienda. Precio de la vivienda. Viviendas de segunda mano. Precio metro cuadrado. Idealista
2023-01-01,2023,1,Total nacional,precios,precio_m2_idealista,1894.0,Euros por metro cuadrado,MENSUAL,media,SI_1_5.12,D_1KB56100_IDEA,Estadísticas generales. Edificación y vivienda. Precio de la vivienda. Viviendas de segunda mano. Precio metro cuadrado. Idealista
2023-02-01,2023,2,Total nacional,precios,precio_m2_idealista,1918.0,Euros por metro cuadrado,MENSUAL,media,SI_1_5.12,D_1KB56100_IDEA,Estadísticas generales. Edificación y vivienda. Precio de la vivienda. Viviendas de segunda mano. Precio metro cuadrado. Idealista
2023-03-01,2023,3,Total nacional,precios,precio_m2_idealista,1943.0,Euros por metro cuadrado,MENSUAL,media,SI_1_5.12,D_1KB56100_IDEA,Estadísticas generales. Edificación y vivienda. Precio de la vivienda. Viviendas de segunda mano. Precio metro cuadrado. Idealista
2023-04-01,2023,4,Total nacional,precios,precio_m2_idealista,1963.0,Euros por metro cuadrado,MENSUAL,media,SI_1_5.12,D_1KB56100_IDEA,Estadísticas generales. Edificación y vivienda. Precio de la vivienda. Viviendas de segunda mano. Precio metro cuadrado. Idealista
2023-05-01,2023,5,Total nacional,precios,precio_m2_idealista,1976.0,Euros por metro cuadrado,MENSUAL,media,SI_1_5.12,D_1KB56100_IDEA,Estadísticas generales. Edificación y vivienda. Precio de la vivienda. Viviendas de segunda mano. Precio metro cuadrado. Idealista
2023-06-01,2023,6,Total nacional,precios,precio_m2_idealista,1990.0,Euros por metro cuadrado,MENSUAL,media,SI_1_5.12,D_1KB56100_IDEA,Estadísticas generales. Edificación y vivienda. Precio de la vivienda. Viviendas de segunda mano. Precio metro cuadrado. Idealista
2023-07-01,2023,7,Total nacional,precios,precio_m2_idealista,1996.0,Euros por metro cuadrado,MENSUAL,media,SI_1_5.12,D_1KB56100_IDEA,Estadísticas generales. Edificación y vivienda. Precio de la vivienda. Viviendas de segunda mano. Precio metro cuadrado. Idealista
2023-08-01,2023,8,Total nacional,precios,precio_m2_idealista,2004.0,Euros por metro cuadrado,MENSUAL,media,SI_1_5.12,D_1KB56100_IDEA,Estadísticas generales. Edificación y vivienda. Precio de la vivienda. Viviendas de segunda mano. Precio metro cuadrado. Idealista
2023-09-01,2023,9,Total nacional,precios,precio_m2_idealista,2007.0,Euros por metro cuadrado,MENSUAL,media,SI_1_5.12,D_1KB56100_IDEA,Estadísticas generales. Edificación y vivienda. Precio de la vivienda. Viviendas de segunda mano. Precio metro cuadrado. Idealista
2023-10-01,2023,10,Total nacional,precios,precio_m2_idealista,2016.0,Euros por metro cuadrado,MENSUAL,media,SI_1_5.12,D_1KB56100_IDEA,Estadísticas generales. Edificación y vivienda. Precio de la vivienda. Viviendas de segunda mano. Precio metro cuadrado. Idealista
2023-11-01,2023,11,Total nacional,precios,precio_m2_idealista,2027.0,Euros por metro cuadrado,MENSUAL,media,SI_1_5.12,D_1KB56100_IDEA,Estadísticas generales. Edificación y vivienda. Precio de la vivienda. Viviendas de segunda mano. Precio metro cuadrado. Idealista
2023-12-01,2023,12,Total nacional,precios,precio_m2_idealista,2042.0,Euros por metro cuadrado,MENSUAL,media,SI_1_5.12,D_1KB56100_IDEA,Estadísticas generales. Edificación y vivienda. Precio de la vivienda. Viviendas de segunda mano. Precio metro cuadrado. Idealista
2024-01-01,2024,1,Total nacional,precios,precio_m2_idealista,2049.0,Euros por metro cuadrado,MENSUAL,media,SI_1_5.12,D_1KB56100_IDEA,Estadísticas generales. Edificación y vivienda. Precio de la vivienda. Viviendas de segunda mano. Precio metro cuadrado. Idealista
2024-02-01,2024,2,Total nacional,precios,precio_m2_idealista,2056.0,Euros por metro cuadrado,MENSUAL,media,SI_1_5.12,D_1KB56100_IDEA,Estadísticas generales. Edificación y vivienda. Precio de la vivienda. Viviendas de segunda mano. Precio metro cuadrado. Idealista
2024-03-01,2024,3,Total nacional,precios,precio_m2_idealista,2079.0,Euros por metro cuadrado,MENSUAL,media,SI_1_5.12,D_1KB56100_IDEA,Estadísticas generales. Edificación y vivienda. Precio de la vivienda. Viviendas de segunda mano. Precio metro cuadrado. Idealista
2024-04-01,2024,4,Total nacional,precios,precio_m2_idealista,2098.0,Euros por metro cuadrado,MENSUAL,media,SI_1_5.12,D_1KB56100_IDEA,Estadísticas generales. Edificación y vivienda. Precio de la vivienda. Viviendas de segunda mano. Precio metro cuadrado. Idealista
2024-05-01,2024,5,Total nacional,precios,precio_m2_idealista,2120.0,Euros por metro cuadrado,MENSUAL,media,SI_1_5.12,D_1KB56100_IDEA,Estadísticas generales. Edificación y vivienda. Precio de la vivienda. Viviendas de segunda mano. Precio metro cuadrado. Idealista
2024-06-01,2024,6,Total nacional,precios,precio_m2_idealista,2138.0,Euros por metro cuadrado,MENSUAL,media,SI_1_5.12,D_1KB56100_IDEA,Estadísticas generales. Edificación y vivienda. Precio de la vivienda. Viviendas de segunda mano. Precio metro cuadrado. Idealista
2024-07-01,2024,7,Total nacional,precios,precio_m2_idealista,2153.0,Euros por metro cuadrado,MENSUAL,media,SI_1_5.12,D_1KB56100_IDEA,Estadísticas generales. Edificación y vivienda. Precio de la vivienda. Viviendas de segunda mano. Precio metro cuadrado. Idealista
2024-08-01,2024,8,Total nacional,precios,precio_m2_idealista,2176.0,Euros por metro cuadrado,MENSUAL,media,SI_1_5.12,D_1KB56100_IDEA,Estadísticas generales. Edificación y vivienda. Precio de la vivienda. Viviendas de segunda mano. Precio metro cuadrado. Idealista
2024-09-01,2024,9,Total nacional,precios,precio_m2_idealista,2182.0,Euros por metro cuadrado,MENSUAL,media,SI_1_5.12,D_1KB56100_IDEA,Estadísticas generales. Edificación y vivienda. Precio de la vivienda. Viviendas de segunda mano. Precio metro cuadrado. Idealista
2024-10-01,2024,10,Total nacional,precios,precio_m2_idealista,2209.0,Euros por metro cuadrado,MENSUAL,media,SI_1_5.12,D_1KB56100_IDEA,Estadísticas generales. Edificación y vivienda. Precio de la vivienda. Viviendas de segunda mano. Precio metro cuadrado. Idealista
2024-11-01,2024,11,Total nacional,precios,precio_m2_idealista,2244.0,Euros por metro cuadrado,MENSUAL,media,SI_1_5.12,D_1KB56100_IDEA,Estadísticas generales. Edificación y vivienda. Precio de la vivienda. Viviendas de segunda mano. Precio metro cuadrado. Idealista
2024-12-01,2024,12,Total nacional,precios,precio_m2_idealista,2271.0,Euros por metro cuadrado,MENSUAL,media,SI_1_5.12,D_1KB56100_IDEA,Estadísticas generales. Edificación y vivienda. Precio de la vivienda. Viviendas de segunda mano. Precio metro cuadrado. Idealista
2025-01-01,2025,1,Total nacional,precios,precio_m2_idealista,2237.0,Euros por metro cuadrado,MENSUAL,media,SI_1_5.12,D_1KB56100_IDEA,Estadísticas generales. Edificación y vivienda. Precio de la vivienda. Viviendas de segunda mano. Precio metro cuadrado. Idealista
2025-02-01,2025,2,Total nacional,precios,precio_m2_idealista,2271.0,Euros por metro cuadrado,MENSUAL,media,SI_1_5.12,D_1KB56100_IDEA,Estadísticas generales. Edificación y vivienda. Precio de la vivienda. Viviendas de segunda mano. Precio metro cuadrado. Idealista
2025-03-01,2025,3,Total nacional,precios,precio_m2_idealista,2311.0,Euros por metro cuadrado,MENSUAL,media,SI_1_5.12,D_1KB56100_IDEA,Estadísticas generales. Edificación y vivienda. Precio de la vivienda. Viviendas de segunda mano. Precio metro cuadrado. Idealista
2025-04-01,2025,4,Total nacional,precios,precio_m2_idealista,2350.0,Euros por metro cuadrado,MENSUAL,media,SI_1_5.12,D_1KB56100_IDEA,Estadísticas generales. Edificación y vivienda. Precio de la vivienda. Viviendas de segunda mano. Precio metro cuadrado. Idealista
2025-05-01,2025,5,Total nacional,precios,precio_m2_idealista,2391.0,Euros por metro cuadrado,MENSUAL,media,SI_1_5.12,D_1KB56100_IDEA,Estadísticas generales. Edificación y vivienda. Precio de la vivienda. Viviendas de segunda mano. Precio metro cuadrado. Idealista
2025-06-01,2025,6,Total nacional,precios,precio_m2_idealista,2438.0,Euros por metro cuadrado,MENSUAL,media,SI_1_5.12,D_1KB56100_IDEA,Estadísticas generales. Edificación y vivienda. Precio de la vivienda. Viviendas de segunda mano. Precio metro cuadrado. Idealista
2025-07-01,2025,7,Total nacional,precios,precio_m2_idealista,2471.0,Euros por metro cuadrado,MENSUAL,media,SI_1_5.12,D_1KB56100_IDEA,Estadísticas generales. Edificación y vivienda. Precio de la vivienda. Viviendas de segunda mano. Precio metro cuadrado. Idealista
2025-08-01,2025,8,Total nacional,precios,precio_m2_idealista,2498.0,Euros por metro cuadrado,MENSUAL,media,SI_1_5.12,D_1KB56100_IDEA,Estadísticas generales. Edificación y vivienda. Precio de la vivienda. Viviendas de segunda mano. Precio metro cuadrado. Idealista
2025-09-01,2025,9,Total nacional,precios,precio_m2_idealista,2517.0,Euros por metro cuadrado,MENSUAL,media,SI_1_5.12,D_1KB56100_IDEA,Estadísticas generales. Edificación y vivienda. Precio de la vivienda. Viviendas de segunda mano. Precio metro cuadrado. Idealista
2025-10-01,2025,10,Total nacional,precios,precio_m2_idealista,2555.0,Euros por metro cuadrado,MENSUAL,media,SI_1_5.12,D_1KB56100_IDEA,Estadísticas generales. Edificación y vivienda. Precio de la vivienda. Viviendas de segunda mano. Precio metro cuadrado. Idealista
2025-11-01,2025,11,Total nacional,precios,precio_m2_idealista,2605.0,Euros por metro cuadrado,MENSUAL,media,SI_1_5.12,D_1KB56100_IDEA,Estadísticas generales. Edificación y vivienda. Precio de la vivienda. Viviendas de segunda mano. Precio metro cuadrado. Idealista
2025-12-01,2025,12,Total nacional,precios,precio_m2_idealista,2639.0,Euros por metro cuadrado,MENSUAL,media,SI_1_5.12,D_1KB56100_IDEA,Estadísticas generales. Edificación y vivienda. Precio de la vivienda. Viviendas de segunda mano. Precio metro cuadrado. Idealista
2006-03-01,2006,3,Total nacional,precios,precio_m2_vivienda_libre_nacional,1887.6,Euros por metro cuadrado,TRIMESTRAL,media,SI_1_5.4,DHIVTNOAPLPMMUVT_RLI.T,Estadísticas generales. Edificación y vivienda. Precio medio m2 de viviendas libres tasadas. Total nacional
2006-06-01,2006,6,Total nacional,precios,precio_m2_vivienda_libre_nacional,1942.3,Euros por metro cuadrado,TRIMESTRAL,media,SI_1_5.4,DHIVTNOAPLPMMUVT_RLI.T,Estadísticas generales. Edificación y vivienda. Precio medio m2 de viviendas libres tasadas. Total nacional
2006-09-01,2006,9,Total nacional,precios,precio_m2_vivienda_libre_nacional,1956.7,Euros por metro cuadrado,TRIMESTRAL,media,SI_1_5.4,DHIVTNOAPLPMMUVT_RLI.T,Estadísticas generales. Edificación y vivienda. Precio medio m2 de viviendas libres tasadas. Total nacional
2006-12-01,2006,12,Total nacional,precios,precio_m2_vivienda_libre_nacional,1990.5,Euros por metro cuadrado,TRIMESTRAL,media,SI_1_5.4,DHIVTNOAPLPMMUVT_RLI.T,Estadísticas generales. Edificación y vivienda. Precio medio m2 de viviendas libres tasadas. Total nacional
2007-03-01,2007,3,Total nacional,precios,precio_m2_vivienda_libre_nacional,2024.2,Euros por metro cuadrado,TRIMESTRAL,media,SI_1_5.4,DHIVTNOAPLPMMUVT_RLI.T,Estadísticas generales. Edificación y vivienda. Precio medio m2 de viviendas libres tasadas. Total nacional
2007-06-01,2007,6,Total nacional,precios,precio_m2_vivienda_libre_nacional,2054.5,Euros por metro cuadrado,TRIMESTRAL,media,SI_1_5.4,DHIVTNOAPLPMMUVT_RLI.T,Estadísticas generales. Edificación y vivienda. Precio medio m2 de viviendas libres tasadas. Total nacional
2007-09-01,2007,9,Total nacional,precios,precio_m2_vivienda_libre_nacional,2061.2,Euros por metro cuadrado,TRIMESTRAL,media,SI_1_5.4,DHIVTNOAPLPMMUVT_RLI.T,Estadísticas generales. Edificación y vivienda. Precio medio m2 de viviendas libres tasadas. Total nacional
2007-12-01,2007,12,Total nacional,precios,precio_m2_vivienda_libre_nacional,2085.5,Euros por metro cuadrado,TRIMESTRAL,media,SI_1_5.4,DHIVTNOAPLPMMUVT_RLI.T,Estadísticas generales. Edificación y vivienda. Precio medio m2 de viviendas libres tasadas. Total nacional
2008-03-01,2008,3,Total nacional,precios,precio_m2_vivienda_libre_nacional,2101.4,Euros por metro cuadrado,TRIMESTRAL,media,SI_1_5.4,DHIVTNOAPLPMMUVT_RLI.T,Estadísticas generales. Edificación y vivienda. Precio medio m2 de viviendas libres tasadas. Total nacional
2008-06-01,2008,6,Total nacional,precios,precio_m2_vivienda_libre_nacional,2095.7,Euros por metro cuadrado,TRIMESTRAL,media,SI_1_5.4,DHIVTNOAPLPMMUVT_RLI.T,Estadísticas generales. Edificación y vivienda. Precio medio m2 de viviendas libres tasadas. Total nacional
2008-09-01,2008,9,Total nacional,precios,precio_m2_vivienda_libre_nacional,2068.7,Euros por metro cuadrado,TRIMESTRAL,media,SI_1_5.4,DHIVTNOAPLPMMUVT_RLI.T,Estadísticas generales. Edificación y vivienda. Precio medio m2 de viviendas libres tasadas. Total nacional
2008-12-01,2008,12,Total nacional,precios,precio_m2_vivienda_libre_nacional,2018.5,Euros por metro cuadrado,TRIMESTRAL,media,SI_1_5.4,DHIVTNOAPLPMMUVT_RLI.T,Estadísticas generales. Edificación y vivienda. Precio medio m2 de viviendas libres tasadas. Total nacional
2009-03-01,2009,3,Total nacional,precios,precio_m2_vivienda_libre_nacional,1958.1,Euros por metro cuadrado,TRIMESTRAL,media,SI_1_5.4,DHIVTNOAPLPMMUVT_RLI.T,Estadísticas generales. Edificación y vivienda. Precio medio m2 de viviendas libres tasadas. Total nacional
2009-06-01,2009,6,Total nacional,precios,precio_m2_vivienda_libre_nacional,1920.9,Euros por metro cuadrado,TRIMESTRAL,media,SI_1_5.4,DHIVTNOAPLPMMUVT_RLI.T,Estadísticas generales. Edificación y vivienda. Precio medio m2 de viviendas libres tasadas. Total nacional
2009-09-01,2009,9,Total nacional,precios,precio_m2_vivienda_libre_nacional,1896.8,Euros por metro cuadrado,TRIMESTRAL,media,SI_1_5.4,DHIVTNOAPLPMMUVT_RLI.T,Estadísticas generales. Edificación y vivienda. Precio medio m2 de viviendas libres tasadas. Total nacional
2009-12-01,2009,12,Total nacional,precios,precio_m2_vivienda_libre_nacional,1892.3,Euros por metro cuadrado,TRIMESTRAL,media,SI_1_5.4,DHIVTNOAPLPMMUVT_RLI.T,Estadísticas generales. Edificación y vivienda. Precio medio m2 de viviendas libres tasadas. Total nacional
2010-03-01,2010,3,Total nacional,precios,precio_m2_vivienda_libre_nacional,1865.7,Euros por metro cuadrado,TRIMESTRAL,media,SI_1_5.4,DHIVTNOAPLPMMUVT_RLI.T,Estadísticas generales. Edificación y vivienda. Precio medio m2 de viviendas libres tasadas. Total nacional
2010-06-01,2010,6,Total nacional,precios,precio_m2_vivienda_libre_nacional,1848.9,Euros por metro cuadrado,TRIMESTRAL,media,SI_1_5.4,DHIVTNOAPLPMMUVT_RLI.T,Estadísticas generales. Edificación y vivienda. Precio medio m2 de viviendas libres tasadas. Total nacional
2010-09-01,2010,9,Total nacional,precios,precio_m2_vivienda_libre_nacional,1832.0,Euros por metro cuadrado,TRIMESTRAL,media,SI_1_5.4,DHIVTNOAPLPMMUVT_RLI.T,Estadísticas generales. Edificación y vivienda. Precio medio m2 de viviendas libres tasadas. Total nacional
2010-12-01,2010,12,Total nacional,precios,precio_m2_vivienda_libre_nacional,1825.5,Euros por metro cuadrado,TRIMESTRAL,media,SI_1_5.4,DHIVTNOAPLPMMUVT_RLI.T,Estadísticas generales. Edificación y vivienda. Precio medio m2 de viviendas libres tasadas. Total nacional
2011-03-01,2011,3,Total nacional,precios,precio_m2_vivienda_libre_nacional,1777.6,Euros por metro cuadrado,TRIMESTRAL,media,SI_1_5.4,DHIVTNOAPLPMMUVT_RLI.T,Estadísticas generales. Edificación y vivienda. Precio medio m2 de viviendas libres tasadas. Total nacional
2011-06-01,2011,6,Total nacional,precios,precio_m2_vivienda_libre_nacional,1752.1,Euros por metro cuadrado,TRIMESTRAL,media,SI_1_5.4,DHIVTNOAPLPMMUVT_RLI.T,Estadísticas generales. Edificación y vivienda. Precio medio m2 de viviendas libres tasadas. Total nacional
2011-09-01,2011,9,Total nacional,precios,precio_m2_vivienda_libre_nacional,1729.3,Euros por metro cuadrado,TRIMESTRAL,media,SI_1_5.4,DHIVTNOAPLPMMUVT_RLI.T,Estadísticas generales. Edificación y vivienda. Precio medio m2 de viviendas libres tasadas. Total nacional
2011-12-01,2011,12,Total nacional,precios,precio_m2_vivienda_libre_nacional,1701.8,Euros por metro cuadrado,TRIMESTRAL,media,SI_1_5.4,DHIVTNOAPLPMMUVT_RLI.T,Estadísticas generales. Edificación y vivienda. Precio medio m2 de viviendas libres tasadas. Total nacional
2012-03-01,2012,3,Total nacional,precios,precio_m2_vivienda_libre_nacional,1649.3,Euros por metro cuadrado,TRIMESTRAL,media,SI_1_5.4,DHIVTNOAPLPMMUVT_RLI.T,Estadísticas generales. Edificación y vivienda. Precio medio m2 de viviendas libres tasadas. Total nacional
2012-06-01,2012,6,Total nacional,precios,precio_m2_vivienda_libre_nacional,1606.4,Euros por metro cuadrado,TRIMESTRAL,media,SI_1_5.4,DHIVTNOAPLPMMUVT_RLI.T,Estadísticas generales. Edificación y vivienda. Precio medio m2 de viviendas libres tasadas. Total nacional
2012-09-01,2012,9,Total nacional,precios,precio_m2_vivienda_libre_nacional,1565.6,Euros por metro cuadrado,TRIMESTRAL,media,SI_1_5.4,DHIVTNOAPLPMMUVT_RLI.T,Estadísticas generales. Edificación y vivienda. Precio medio m2 de viviendas libres tasadas. Total nacional
2012-12-01,2012,12,Total nacional,precios,precio_m2_vivienda_libre_nacional,1531.2,Euros por metro cuadrado,TRIMESTRAL,media,SI_1_5.4,DHIVTNOAPLPMMUVT_RLI.T,Estadísticas generales. Edificación y vivienda. Precio medio m2 de viviendas libres tasadas. Total nacional
2013-03-01,2013,3,Total nacional,precios,precio_m2_vivienda_libre_nacional,1516.4,Euros por metro cuadrado,TRIMESTRAL,media,SI_1_5.4,DHIVTNOAPLPMMUVT_RLI.T,Estadísticas generales. Edificación y vivienda. Precio medio m2 de viviendas libres tasadas. Total nacional
2013-06-01,2013,6,Total nacional,precios,precio_m2_vivienda_libre_nacional,1502.8,Euros por metro cuadrado,TRIMESTRAL,media,SI_1_5.4,DHIVTNOAPLPMMUVT_RLI.T,Estadísticas generales. Edificación y vivienda. Precio medio m2 de viviendas libres tasadas. Total nacional
2013-09-01,2013,9,Total nacional,precios,precio_m2_vivienda_libre_nacional,1495.3,Euros por metro cuadrado,TRIMESTRAL,media,SI_1_5.4,DHIVTNOAPLPMMUVT_RLI.T,Estadísticas generales. Edificación y vivienda. Precio medio m2 de viviendas libres tasadas. Total nacional
2013-12-01,2013,12,Total nacional,precios,precio_m2_vivienda_libre_nacional,1466.9,Euros por metro cuadrado,TRIMESTRAL,media,SI_1_5.4,DHIVTNOAPLPMMUVT_RLI.T,Estadísticas generales. Edificación y vivienda. Precio medio m2 de viviendas libres tasadas. Total nacional
2014-03-01,2014,3,Total nacional,precios,precio_m2_vivienda_libre_nacional,1459.4,Euros por metro cuadrado,TRIMESTRAL,media,SI_1_5.4,DHIVTNOAPLPMMUVT_RLI.T,Estadísticas generales. Edificación y vivienda. Precio medio m2 de viviendas libres tasadas. Total nacional
2014-06-01,2014,6,Total nacional,precios,precio_m2_vivienda_libre_nacional,1459.3,Euros por metro cuadrado,TRIMESTRAL,media,SI_1_5.4,DHIVTNOAPLPMMUVT_RLI.T,Estadísticas generales. Edificación y vivienda. Precio medio m2 de viviendas libres tasadas. Total nacional
2014-09-01,2014,9,Total nacional,precios,precio_m2_vivienda_libre_nacional,1455.8,Euros por metro cuadrado,TRIMESTRAL,media,SI_1_5.4,DHIVTNOAPLPMMUVT_RLI.T,Estadísticas generales. Edificación y vivienda. Precio medio m2 de viviendas libres tasadas. Total nacional
2014-12-01,2014,12,Total nacional,precios,precio_m2_vivienda_libre_nacional,1463.1,Euros por metro cuadrado,TRIMESTRAL,media,SI_1_5.4,DHIVTNOAPLPMMUVT_RLI.T,Estadísticas generales. Edificación y vivienda. Precio medio m2 de viviendas libres tasadas. Total nacional
2015-03-01,2015,3,Total nacional,precios,precio_m2_vivienda_libre_nacional,1457.9,Euros por metro cuadrado,TRIMESTRAL,media,SI_1_5.4,DHIVTNOAPLPMMUVT_RLI.T,Estadísticas generales. Edificación y vivienda. Precio medio m2 de viviendas libres tasadas. Total nacional
