codigo_provincia,provincia,anio,mes,periodo,residencia,variable,valor
04,Almería,2025,1,2025M01,residentes_extranjero,viajeros,10742
04,Almería,2025,1,2025M01,total,pernoctaciones,90711
04,Almería,2025,1,2025M01,total,viajeros,36785
04,Almería,2025,2,2025M02,residentes_espana,pernoctaciones,142891
04,Almería,2025,2,2025M02,residentes_espana,viajeros,51104
04,Almería,2025,2,2025M02,residentes_extranjero,pernoctaciones,43370
04,Almería,2025,2,2025M02,residentes_extranjero,viajeros,12722
04,Almería,2025,2,2025M02,total,pernoctaciones,186261
04,Almería,2025,2,2025M02,total,viajeros,63827
04,Almería,2025,3,2025M03,residentes_espana,pernoctaciones,191016
04,Almería,2025,3,2025M03,residentes_espana,viajeros,54452
04,Almería,2025,3,2025M03,residentes_extranjero,pernoctaciones,55623
04,Almería,2025,3,2025M03,residentes_extranjero,viajeros,15302
04,Almería,2025,3,2025M03,total,pernoctaciones,246639
04,Almería,2025,3,2025M03,total,viajeros,69754
04,Almería,2025,4,2025M04,residentes_espana,pernoctaciones,282397
04,Almería,2025,4,2025M04,residentes_espana,viajeros,88181
04,Almería,2025,4,2025M04,residentes_extranjero,pernoctaciones,107086
04,Almería,2025,4,2025M04,residentes_extranjero,viajeros,26647
04,Almería,2025,4,2025M04,total,pernoctaciones,389483
04,Almería,2025,4,2025M04,total,viajeros,114828
04,Almería,2025,5,2025M05,residentes_espana,pernoctaciones,359986
04,Almería,2025,5,2025M05,residentes_espana,viajeros,117444
04,Almería,2025,5,2025M05,residentes_extranjero,pernoctaciones,127686
04,Almería,2025,5,2025M05,residentes_extranjero,viajeros,32718
04,Almería,2025,5,2025M05,total,pernoctaciones,487673
04,Almería,2025,5,2025M05,total,viajeros,150162
04,Almería,2025,6,2025M06,residentes_espana,pernoctaciones,521661
04,Almería,2025,6,2025M06,residentes_espana,viajeros,175501
04,Almería,2025,6,2025M06,residentes_extranjero,pernoctaciones,174567
04,Almería,2025,6,2025M06,residentes_extranjero,viajeros,36043
04,Almería,2025,6,2025M06,total,pernoctaciones,696228
04,Almería,2025,6,2025M06,total,viajeros,211544
04,Almería,2025,7,2025M07,residentes_espana,pernoctaciones,741323
04,Almería,2025,7,2025M07,residentes_espana,viajeros,194704
04,Almería,2025,7,2025M07,residentes_extranjero,pernoctaciones,192732
04,Almería,2025,7,2025M07,residentes_extranjero,viajeros,44268
04,Almería,2025,7,2025M07,total,pernoctaciones,934056
04,Almería,2025,7,2025M07,total,viajeros,238971
04,Almería,2025,8,2025M08,residentes_espana,pernoctaciones,808303
04,Almería,2025,8,2025M08,residentes_espana,viajeros,230759
04,Almería,2025,8,2025M08,residentes_extranjero,pernoctaciones,217357
04,Almería,2025,8,2025M08,residentes_extranjero,viajeros,45998
04,Almería,2025,8,2025M08,total,pernoctaciones,1025660
04,Almería,2025,8,2025M08,total,viajeros,276757
04,Almería,2025,9,2025M09,residentes_espana,pernoctaciones,497553
04,Almería,2025,9,2025M09,residentes_espana,viajeros,146143
04,Almería,2025,9,2025M09,residentes_extranjero,pernoctaciones,191440
04,Almería,2025,9,2025M09,residentes_extranjero,viajeros,42163
04,Almería,2025,9,2025M09,total,pernoctaciones,688993
04,Almería,2025,9,2025M09,total,viajeros,188306
04,Almería,2025,10,2025M10,residentes_espana,pernoctaciones,184681
04,Almería,2025,10,2025M10,residentes_espana,viajeros,81044
04,Almería,2025,10,2025M10,residentes_extranjero,pernoctaciones,134377
04,Almería,2025,10,2025M10,residentes_extranjero,viajeros,34028
04,Almería,2025,10,2025M10,total,pernoctaciones,319058
04,Almería,2025,10,2025M10,total,viajeros,115073
04,Almería,2025,11,2025M11,residentes_espana,pernoctaciones,84812
04,Almería,2025,11,2025M11,residentes_espana,viajeros,42064
04,Almería,2025,11,2025M11,residentes_extranjero,pernoctaciones,52324
04,Almería,2025,11,2025M11,residentes_extranjero,viajeros,13556
04,Almería,2025,11,2025M11,total,pernoctaciones,137136
04,Almería,2025,11,2025M11,total,viajeros,55620
04,Almería,2025,12,2025M12,residentes_espana,pernoctaciones,80823
04,Almería,2025,12,2025M12,residentes_espana,viajeros,38528
04,Almería,2025,12,2025M12,residentes_extranjero,pernoctaciones,32182
04,Almería,2025,12,2025M12,residentes_extranjero,viajeros,11829
04,Almería,2025,12,2025M12,total,pernoctaciones,113005
04,Almería,2025,12,2025M12,total,viajeros,50357
05,Ávila,2015,1,2015M01,residentes_espana,pernoctaciones,21340
05,Ávila,2015,1,2015M01,residentes_espana,viajeros,13712
05,Ávila,2015,1,2015M01,residentes_extranjero,pernoctaciones,3330
05,Ávila,2015,1,2015M01,residentes_extranjero,viajeros,1673
05,Ávila,2015,1,2015M01,total,pernoctaciones,24670
05,Ávila,2015,1,2015M01,total,viajeros,15385
05,Ávila,2015,2,2015M02,residentes_espana,pernoctaciones,22531
05,Ávila,2015,2,2015M02,residentes_espana,viajeros,15762
05,Ávila,2015,2,2015M02,residentes_extranjero,pernoctaciones,4653
05,Ávila,2015,2,2015M02,residentes_extranjero,viajeros,1885
05,Ávila,2015,2,2015M02,total,pernoctaciones,27184
05,Ávila,2015,2,2015M02,total,viajeros,17647
05,Ávila,2015,3,2015M03,residentes_espana,pernoctaciones,38380
05,Ávila,2015,3,2015M03,residentes_espana,viajeros,25466
05,Ávila,2015,3,2015M03,residentes_extranjero,pernoctaciones,5456
05,Ávila,2015,3,2015M03,residentes_extranjero,viajeros,3225
05,Ávila,2015,3,2015M03,total,pernoctaciones,43836
05,Ávila,2015,3,2015M03,total,viajeros,28690
05,Ávila,2015,4,2015M04,residentes_espana,pernoctaciones,47861
05,Ávila,2015,4,2015M04,residentes_espana,viajeros,29562
05,Ávila,2015,4,2015M04,residentes_extranjero,pernoctaciones,11536
05,Ávila,2015,4,2015M04,residentes_extranjero,viajeros,5371
05,Ávila,2015,4,2015M04,total,pernoctaciones,59397
05,Ávila,2015,4,2015M04,total,viajeros,34932
05,Ávila,2015,5,2015M05,residentes_espana,pernoctaciones,33112
05,Ávila,2015,5,2015M05,residentes_espana,viajeros,21935
05,Ávila,2015,5,2015M05,residentes_extranjero,pernoctaciones,15124
05,Ávila,2015,5,2015M05,residentes_extranjero,viajeros,7971
05,Ávila,2015,5,2015M05,total,pernoctaciones,48236
05,Ávila,2015,5,2015M05,total,viajeros,29906
05,Ávila,2015,6,2015M06,residentes_espana,pernoctaciones,37955
05,Ávila,2015,6,2015M06,residentes_espana,viajeros,24791
05,Ávila,2015,6,2015M06,residentes_extranjero,pernoctaciones,8928
05,Ávila,2015,6,2015M06,residentes_extranjero,viajeros,5117
05,Ávila,2015,6,2015M06,total,pernoctaciones,46883
05,Ávila,2015,6,2015M06,total,viajeros,29908
05,Ávila,2015,7,2015M07,residentes_espana,pernoctaciones,46348
05,Ávila,2015,7,2015M07,residentes_espana,viajeros,27854
05,Ávila,2015,7,2015M07,residentes_extranjero,pernoctaciones,7869
05,Ávila,2015,7,2015M07,residentes_extranjero,viajeros,4402
05,Ávila,2015,7,2015M07,total,pernoctaciones,54218
05,Ávila,2015,7,2015M07,total,viajeros,32257
05,Ávila,2015,8,2015M08,residentes_espana,pernoctaciones,63332
05,Ávila,2015,8,2015M08,residentes_espana,viajeros,36737
05,Ávila,2015,8,2015M08,residentes_extranjero,pernoctaciones,9228
05,Ávila,2015,8,2015M08,residentes_extranjero,viajeros,5583
05,Ávila,2015,8,2015M08,total,pernoctaciones,72560
05,Ávila,2015,8,2015M08,total,viajeros,42320
05,Ávila,2015,9,2015M09,residentes_espana,pernoctaciones,50241
05,Ávila,2015,9,2015M09,residentes_espana,viajeros,32131
05,Ávila,2015,9,2015M09,residentes_extranjero,pernoctaciones,12982
05,Ávila,2015,9,2015M09,residentes_extranjero,viajeros,7524
05,Ávila,2015,9,2015M09,total,pernoctaciones,63223
05,Ávila,2015,9,2015M09,total,viajeros,39655
05,Ávila,2015,10,2015M10,residentes_espana,pernoctaciones,56521
05,Ávila,2015,10,2015M10,residentes_espana,viajeros,38347
05,Ávila,2015,10,2015M10,residentes_extranjero,pernoctaciones,9750
05,Ávila,2015,10,2015M10,residentes_extranjero,viajeros,5593
05,Ávila,2015,10,2015M10,total,pernoctaciones,66271
05,Ávila,2015,10,2015M10,total,viajeros,43940
05,Ávila,2015,11,2015M11,residentes_espana,pernoctaciones,35138
05,Ávila,2015,11,2015M11,residentes_espana,viajeros,24105
05,Ávila,2015,11,2015M11,residentes_extranjero,pernoctaciones,3894
05,Ávila,2015,11,2015M11,residentes_extranjero,viajeros,2398
05,Ávila,2015,11,2015M11,total,pernoctaciones,39032
05,Ávila,2015,11,2015M11,total,viajeros,26503
05,Ávila,2015,12,2015M12,residentes_espana,pernoctaciones,28935
05,Ávila,2015,12,2015M12,residentes_espana,viajeros,18335
05,Ávila,2015,12,2015M12,residentes_extranjero,pernoctaciones,4124
05,Ávila,2015,12,2015M12,residentes_extranjero,viajeros,2625
05,Ávila,2015,12,2015M12,total,pernoctaciones,33058
05,Ávila,2015,12,2015M12,total,viajeros,20960
05,Ávila,2016,1,2016M01,residentes_espana,pernoctaciones,19747
05,Ávila,2016,1,2016M01,residentes_espana,viajeros,12920
05,Ávila,2016,1,2016M01,residentes_extranjero,pernoctaciones,2667
05,Ávila,2016,1,2016M01,residentes_extranjero,viajeros,1411
05,Ávila,2016,1,2016M01,total,pernoctaciones,22414
05,Ávila,2016,1,2016M01,total,viajeros,14331
05,Ávila,2016,2,2016M02,residentes_espana,pernoctaciones,24400
05,Ávila,2016,2,2016M02,residentes_espana,viajeros,15757
05,Ávila,2016,2,2016M02,residentes_extranjero,pernoctaciones,3778
05,Ávila,2016,2,2016M02,residentes_extranjero,viajeros,1980
05,Ávila,2016,2,2016M02,total,pernoctaciones,28178
05,Ávila,2016,2,2016M02,total,viajeros,17737
05,Ávila,2016,3,2016M03,residentes_espana,pernoctaciones,36204
05,Ávila,2016,3,2016M03,residentes_espana,viajeros,21568
05,Ávila,2016,3,2016M03,residentes_extranjero,pernoctaciones,3728
05,Ávila,2016,3,2016M03,residentes_extranjero,viajeros,2312
05,Ávila,2016,3,2016M03,total,pernoctaciones,39932
05,Ávila,2016,3,2016M03,total,viajeros,23880
05,Ávila,2016,4,2016M04,residentes_espana,pernoctaciones,26957
05,Ávila,2016,4,2016M04,residentes_espana,viajeros,18624
05,Ávila,2016,4,2016M04,residentes_extranjero,pernoctaciones,7122
05,Ávila,2016,4,2016M04,residentes_extranjero,viajeros,4254
05,Ávila,2016,4,2016M04,total,pernoctaciones,34079
05,Ávila,2016,4,2016M04,total,viajeros,22878
05,Ávila,2016,5,2016M05,residentes_espana,pernoctaciones,31671
05,Ávila,2016,5,2016M05,residentes_espana,viajeros,20855
05,Ávila,2016,5,2016M05,residentes_extranjero,pernoctaciones,11895
05,Ávila,2016,5,2016M05,residentes_extranjero,viajeros,7150
05,Ávila,2016,5,2016M05,total,pernoctaciones,43566
05,Ávila,2016,5,2016M05,total,viajeros,28005
05,Ávila,2016,6,2016M06,residentes_espana,pernoctaciones,29638
05,Ávila,2016,6,2016M06,residentes_espana,viajeros,20451
05,Ávila,2016,6,2016M06,residentes_extranjero,pernoctaciones,8989
05,Ávila,2016,6,2016M06,residentes_extranjero,viajeros,5040
05,Ávila,2016,6,2016M06,total,pernoctaciones,38626
05,Ávila,2016,6,2016M06,total,viajeros,25491
05,Ávila,2016,7,2016M07,residentes_espana,pernoctaciones,43946
05,Ávila,2016,7,2016M07,residentes_espana,viajeros,26631
05,Ávila,2016,7,2016M07,residentes_extranjero,pernoctaciones,7696
05,Ávila,2016,7,2016M07,residentes_extranjero,viajeros,4339
05,Ávila,2016,7,2016M07,total,pernoctaciones,51642
05,Ávila,2016,7,2016M07,total,viajeros,30970
05,Ávila,2016,8,2016M08,residentes_espana,pernoctaciones,59627
05,Ávila,2016,8,2016M08,residentes_espana,viajeros,34316
05,Ávila,2016,8,2016M08,residentes_extranjero,pernoctaciones,6172
05,Ávila,2016,8,2016M08,residentes_extranjero,viajeros,3524
05,Ávila,2016,8,2016M08,total,pernoctaciones,65799
05,Ávila,2016,8,2016M08,total,viajeros,37841
05,Ávila,2016,9,2016M09,residentes_espana,pernoctaciones,44482
05,Ávila,2016,9,2016M09,residentes_espana,viajeros,29165
05,Ávila,2016,9,2016M09,residentes_extranjero,pernoctaciones,8396
05,Ávila,2016,9,2016M09,residentes_extranjero,viajeros,4956
05,Ávila,2016,9,2016M09,total,pernoctaciones,52879
05,Ávila,2016,9,2016M09,total,viajeros,34121
05,Ávila,2016,10,2016M10,residentes_espana,pernoctaciones,68592
05,Ávila,2016,10,2016M10,residentes_espana,viajeros,48997
05,Ávila,2016,10,2016M10,residentes_extranjero,pernoctaciones,6568
05,Ávila,2016,10,2016M10,residentes_extranjero,viajeros,4552
05,Ávila,2016,10,2016M10,total,pernoctaciones,75160
05,Ávila,2016,10,2016M10,total,viajeros,53549
05,Ávila,2016,11,2016M11,residentes_espana,pernoctaciones,33051
05,Ávila,2016,11,2016M11,residentes_espana,viajeros,22758
05,Ávila,2016,11,2016M11,residentes_extranjero,pernoctaciones,3324
05,Ávila,2016,11,2016M11,residentes_extranjero,viajeros,2010
05,Ávila,2016,11,2016M11,total,pernoctaciones,36375
05,Ávila,2016,11,2016M11,total,viajeros,24767
05,Ávila,2016,12,2016M12,residentes_espana,pernoctaciones,32998
05,Ávila,2016,12,2016M12,residentes_espana,viajeros,20589
05,Ávila,2016,12,2016M12,residentes_extranjero,pernoctaciones,2953
05,Ávila,2016,12,2016M12,residentes_extranjero,viajeros,2144
05,Ávila,2016,12,2016M12,total,pernoctaciones,35951
05,Ávila,2016,12,2016M12,total,viajeros,22733
05,Ávila,2017,1,2017M01,residentes_espana,pernoctaciones,23539
05,Ávila,2017,1,2017M01,residentes_espana,viajeros,14886
05,Ávila,2017,1,2017M01,residentes_extranjero,pernoctaciones,2856
05,Ávila,2017,1,2017M01,residentes_extranjero,viajeros,1901
05,Ávila,2017,1,2017M01,total,pernoctaciones,26395
05,Ávila,2017,1,2017M01,total,viajeros,16787
05,Ávila,2017,2,2017M02,residentes_espana,pernoctaciones,30931
05,Ávila,2017,2,2017M02,residentes_espana,viajeros,19884
05,Ávila,2017,2,2017M02,residentes_extranjero,pernoctaciones,3082
05,Ávila,2017,2,2017M02,residentes_extranjero,viajeros,2100
05,Ávila,2017,2,2017M02,total,pernoctaciones,34014
05,Ávila,2017,2,2017M02,total,viajeros,21984
05,Ávila,2017,3,2017M03,residentes_espana,pernoctaciones,37050
05,Ávila,2017,3,2017M03,residentes_espana,viajeros,23323
05,Ávila,2017,3,2017M03,residentes_extranjero,pernoctaciones,4262
05,Ávila,2017,3,2017M03,residentes_extranjero,viajeros,3035
05,Ávila,2017,3,2017M03,total,pernoctaciones,41312
05,Ávila,2017,3,2017M03,total,viajeros,26358
05,Ávila,2017,4,2017M04,residentes_espana,pernoctaciones,47093
05,Ávila,2017,4,2017M04,residentes_espana,viajeros,26894
05,Ávila,2017,4,2017M04,residentes_extranjero,pernoctaciones,8568
05,Ávila,2017,4,2017M04,residentes_extranjero,viajeros,5506
05,Ávila,2017,4,2017M04,total,pernoctaciones,55661
05,Ávila,2017,4,2017M04,total,viajeros,32400
05,Ávila,2017,5,2017M05,residentes_espana,pernoctaciones,31684
05,Ávila,2017,5,2017M05,residentes_espana,viajeros,20835
05,Ávila,2017,5,2017M05,residentes_extranjero,pernoctaciones,13128
05,Ávila,2017,5,2017M05,residentes_extranjero,viajeros,9454
05,Ávila,2017,5,2017M05,total,pernoctaciones,44812
05,Ávila,2017,5,2017M05,total,viajeros,30289
05,Ávila,2017,6,2017M06,residentes_espana,pernoctaciones,39269
05,Ávila,2017,6,2017M06,residentes_espana,viajeros,23958
05,Ávila,2017,6,2017M06,residentes_extranjero,pernoctaciones,10272
05,Ávila,2017,6,2017M06,residentes_extranjero,viajeros,6522
05,Ávila,2017,6,2017M06,total,pernoctaciones,49541
05,Ávila,2017,6,2017M06,total,viajeros,30480
05,Ávila,2017,7,2017M07,residentes_espana,pernoctaciones,48117
05,Ávila,2017,7,2017M07,residentes_espana,viajeros,28681
05,Ávila,2017,7,2017M07,residentes_extranjero,pernoctaciones,10695
05,Ávila,2017,7,2017M07,residentes_extranjero,viajeros,5479
05,Ávila,2017,7,2017M07,total,pernoctaciones,58812
05,Ávila,2017,7,2017M07,total,viajeros,34161
05,Ávila,2017,8,2017M08,residentes_espana,pernoctaciones,68601
05,Ávila,2017,8,2017M08,residentes_espana,viajeros,41453
05,Ávila,2017,8,2017M08,residentes_extranjero,pernoctaciones,7707
05,Ávila,2017,8,2017M08,residentes_extranjero,viajeros,5413
05,Ávila,2017,8,2017M08,total,pernoctaciones,76308
05,Ávila,2017,8,2017M08,total,viajeros,46866
05,Ávila,2017,9,2017M09,residentes_espana,pernoctaciones,55383
05,Ávila,2017,9,2017M09,residentes_espana,viajeros,38679
05,Ávila,2017,9,2017M09,residentes_extranjero,pernoctaciones,9400
05,Ávila,2017,9,2017M09,residentes_extranjero,viajeros,6504
05,Ávila,2017,9,2017M09,total,pernoctaciones,64783
05,Ávila,2017,9,2017M09,total,viajeros,45183
05,Ávila,2017,10,2017M10,residentes_espana,pernoctaciones,64558
05,Ávila,2017,10,2017M10,residentes_espana,viajeros,45506
05,Ávila,2017,10,2017M10,residentes_extranjero,pernoctaciones,10034
05,Ávila,2017,10,2017M10,residentes_extranjero,viajeros,6388
05,Ávila,2017,10,2017M10,total,pernoctaciones,74592
05,Ávila,2017,10,2017M10,total,viajeros,51894
05,Ávila,2017,11,2017M11,residentes_espana,pernoctaciones,35408
05,Ávila,2017,11,2017M11,residentes_espana,viajeros,22605
05,Ávila,2017,11,2017M11,residentes_extranjero,pernoctaciones,4509
05,Ávila,2017,11,2017M11,residentes_extranjero,viajeros,3109
05,Ávila,2017,11,2017M11,total,pernoctaciones,39917
05,Ávila,2017,11,2017M11,total,viajeros,25714
05,Ávila,2017,12,2017M12,residentes_espana,pernoctaciones,40374
05,Ávila,2017,12,2017M12,residentes_espana,viajeros,25945
05,Ávila,2017,12,2017M12,residentes_extranjero,pernoctaciones,3299
05,Ávila,2017,12,2017M12,residentes_extranjero,viajeros,2376
05,Ávila,2017,12,2017M12,total,pernoctaciones,43673
05,Ávila,2017,12,2017M12,total,viajeros,28321
05,Ávila,2018,1,2018M01,residentes_espana,pernoctaciones,26045
05,Ávila,2018,1,2018M01,residentes_espana,viajeros,17194
05,Ávila,2018,1,2018M01,residentes_extranjero,pernoctaciones,3374
05,Ávila,2018,1,2018M01,residentes_extranjero,viajeros,2284
05,Ávila,2018,1,2018M01,total,pernoctaciones,29419
05,Ávila,2018,1,2018M01,total,viajeros,19478
05,Ávila,2018,2,2018M02,residentes_espana,pernoctaciones,29796
05,Ávila,2018,2,2018M02,residentes_espana,viajeros,20167
05,Ávila,2018,2,2018M02,residentes_extranjero,pernoctaciones,2550
05,Ávila,2018,2,2018M02,residentes_extranjero,viajeros,1572
05,Ávila,2018,2,2018M02,total,pernoctaciones,32346
05,Ávila,2018,2,2018M02,total,viajeros,21739
05,Ávila,2018,3,2018M03,residentes_espana,pernoctaciones,42056
05,Ávila,2018,3,2018M03,residentes_espana,viajeros,26247
05,Ávila,2018,3,2018M03,residentes_extranjero,pernoctaciones,4439
05,Ávila,2018,3,2018M03,residentes_extranjero,viajeros,3008
05,Ávila,2018,3,2018M03,total,pernoctaciones,46494
05,Ávila,2018,3,2018M03,total,viajeros,29255
05,Ávila,2018,4,2018M04,residentes_espana,pernoctaciones,40011
05,Ávila,2018,4,2018M04,residentes_espana,viajeros,25372
05,Ávila,2018,4,2018M04,residentes_extranjero,pernoctaciones,6894
05,Ávila,2018,4,2018M04,residentes_extranjero,viajeros,4437
05,Ávila,2018,4,2018M04,total,pernoctaciones,46905
05,Ávila,2018,4,2018M04,total,viajeros,29809
05,Ávila,2018,5,2018M05,residentes_espana,pernoctaciones,38587
05,Ávila,2018,5,2018M05,residentes_espana,viajeros,25783
05,Ávila,2018,5,2018M05,residentes_extranjero,pernoctaciones,8696
05,Ávila,2018,5,2018M05,residentes_extranjero,viajeros,5647
05,Ávila,2018,5,2018M05,total,pernoctaciones,47283
05,Ávila,2018,5,2018M05,total,viajeros,31430
05,Ávila,2018,6,2018M06,residentes_espana,pernoctaciones,45372
05,Ávila,2018,6,2018M06,residentes_espana,viajeros,29239
05,Ávila,2018,6,2018M06,residentes_extranjero,pernoctaciones,7809
05,Ávila,2018,6,2018M06,residentes_extranjero,viajeros,4984
05,Ávila,2018,6,2018M06,total,pernoctaciones,53180
05,Ávila,2018,6,2018M06,total,viajeros,34223
05,Ávila,2018,7,2018M07,residentes_espana,pernoctaciones,51301
05,Ávila,2018,7,2018M07,residentes_espana,viajeros,31184
05,Ávila,2018,7,2018M07,residentes_extranjero,pernoctaciones,7834
05,Ávila,2018,7,2018M07,residentes_extranjero,viajeros,4347
05,Ávila,2018,7,2018M07,total,pernoctaciones,59134
05,Ávila,2018,7,2018M07,total,viajeros,35531
05,Ávila,2018,8,2018M08,residentes_espana,pernoctaciones,69209
05,Ávila,2018,8,2018M08,residentes_espana,viajeros,41506
05,Ávila,2018,8,2018M08,residentes_extranjero,pernoctaciones,6955
05,Ávila,2018,8,2018M08,residentes_extranjero,viajeros,4343
05,Ávila,2018,8,2018M08,total,pernoctaciones,76163
05,Ávila,2018,8,2018M08,total,viajeros,45849
05,Ávila,2018,9,2018M09,residentes_espana,pernoctaciones,57846
05,Ávila,2018,9,2018M09,residentes_espana,viajeros,40296
05,Ávila,2018,9,2018M09,residentes_extranjero,pernoctaciones,8893
05,Ávila,2018,9,2018M09,residentes_extranjero,viajeros,5487
05,Ávila,2018,9,2018M09,total,pernoctaciones,66739
05,Ávila,2018,9,2018M09,total,viajeros,45783
05,Ávila,2018,10,2018M10,residentes_espana,pernoctaciones,61674
05,Ávila,2018,10,2018M10,residentes_espana,viajeros,43810
05,Ávila,2018,10,2018M10,residentes_extranjero,pernoctaciones,8299
05,Ávila,2018,10,2018M10,residentes_extranjero,viajeros,6159
05,Ávila,2018,10,2018M10,total,pernoctaciones,69973
05,Ávila,2018,10,2018M10,total,viajeros,49969
05,Ávila,2018,11,2018M11,residentes_espana,pernoctaciones,39157
05,Ávila,2018,11,2018M11,residentes_espana,viajeros,25208
05,Ávila,2018,11,2018M11,residentes_extranjero,pernoctaciones,4287
05,Ávila,2018,11,2018M11,residentes_extranjero,viajeros,2780
05,Ávila,2018,11,2018M11,total,pernoctaciones,43444
05,Ávila,2018,11,2018M11,total,viajeros,27989
05,Ávila,2018,12,2018M12,residentes_espana,pernoctaciones,41038
05,Ávila,2018,12,2018M12,residentes_espana,viajeros,25480
05,Ávila,2018,12,2018M12,residentes_extranjero,pernoctaciones,3334
05,Ávila,2018,12,2018M12,residentes_extranjero,viajeros,2111
05,Ávila,2018,12,2018M12,total,pernoctaciones,44372
05,Ávila,2018,12,2018M12,total,viajeros,27591
05,Ávila,2019,1,2019M01,residentes_espana,pernoctaciones,25195
05,Ávila,2019,1,2019M01,residentes_espana,viajeros,15796
05,Ávila,2019,1,2019M01,residentes_extranjero,pernoctaciones,3421
05,Ávila,2019,1,2019M01,residentes_extranjero,viajeros,2067
05,Ávila,2019,1,2019M01,total,pernoctaciones,28616
05,Ávila,2019,1,2019M01,total,viajeros,17863
05,Ávila,2019,2,2019M02,residentes_espana,pernoctaciones,31234
05,Ávila,2019,2,2019M02,residentes_espana,viajeros,21049
05,Ávila,2019,2,2019M02,residentes_extranjero,pernoctaciones,2623
05,Ávila,2019,2,2019M02,residentes_extranjero,viajeros,1390
05,Ávila,2019,2,2019M02,total,pernoctaciones,33856
05,Ávila,2019,2,2019M02,total,viajeros,22440
05,Ávila,2019,3,2019M03,residentes_espana,pernoctaciones,43894
05,Ávila,2019,3,2019M03,residentes_espana,viajeros,28263
05,Ávila,2019,3,2019M03,residentes_extranjero,pernoctaciones,5303
05,Ávila,2019,3,2019M03,residentes_extranjero,viajeros,3252
05,Ávila,2019,3,2019M03,total,pernoctaciones,49197
05,Ávila,2019,3,2019M03,total,viajeros,31515
05,Ávila,2019,4,2019M04,residentes_espana,pernoctaciones,48645
05,Ávila,2019,4,2019M04,residentes_espana,viajeros,28598
05,Ávila,2019,4,2019M04,residentes_extranjero,pernoctaciones,8493
05,Ávila,2019,4,2019M04,residentes_extranjero,viajeros,4601
05,Ávila,2019,4,2019M04,total,pernoctaciones,57137
05,Ávila,2019,4,2019M04,total,viajeros,33199
05,Ávila,2019,5,2019M05,residentes_espana,pernoctaciones,43527
05,Ávila,2019,5,2019M05,residentes_espana,viajeros,27815
05,Ávila,2019,5,2019M05,residentes_extranjero,pernoctaciones,10840
05,Ávila,2019,5,2019M05,residentes_extranjero,viajeros,7310
05,Ávila,2019,5,2019M05,total,pernoctaciones,54368
05,Ávila,2019,5,2019M05,total,viajeros,35125
05,Ávila,2019,6,2019M06,residentes_espana,pernoctaciones,46025
05,Ávila,2019,6,2019M06,residentes_espana,viajeros,30373
05,Ávila,2019,6,2019M06,residentes_extranjero,pernoctaciones,8649
05,Ávila,2019,6,2019M06,residentes_extranjero,viajeros,5403
05,Ávila,2019,6,2019M06,total,pernoctaciones,54674
05,Ávila,2019,6,2019M06,total,viajeros,35776
05,Ávila,2019,7,2019M07,residentes_espana,pernoctaciones,48902
05,Ávila,2019,7,2019M07,residentes_espana,viajeros,29723
05,Ávila,2019,7,2019M07,residentes_extranjero,pernoctaciones,10192
05,Ávila,2019,7,2019M07,residentes_extranjero,viajeros,5181
05,Ávila,2019,7,2019M07,total,pernoctaciones,59094
05,Ávila,2019,7,2019M07,total,viajeros,34905
05,Ávila,2019,8,2019M08,residentes_espana,pernoctaciones,69933
05,Ávila,2019,8,2019M08,residentes_espana,viajeros,40391
05,Ávila,2019,8,2019M08,residentes_extranjero,pernoctaciones,8082
05,Ávila,2019,8,2019M08,residentes_extranjero,viajeros,5152
05,Ávila,2019,8,2019M08,total,pernoctaciones,78015
05,Ávila,2019,8,2019M08,total,viajeros,45544
05,Ávila,2019,9,2019M09,residentes_espana,pernoctaciones,54098
05,Ávila,2019,9,2019M09,residentes_espana,viajeros,39418
05,Ávila,2019,9,2019M09,residentes_extranjero,pernoctaciones,11819
05,Ávila,2019,9,2019M09,residentes_extranjero,viajeros,6793
05,Ávila,2019,9,2019M09,total,pernoctaciones,65917
05,Ávila,2019,9,2019M09,total,viajeros,46211
05,Ávila,2019,10,2019M10,residentes_espana,pernoctaciones,57316
05,Ávila,2019,10,2019M10,residentes_espana,viajeros,41236
05,Ávila,2019,10,2019M10,residentes_extranjero,pernoctaciones,8488
05,Ávila,2019,10,2019M10,residentes_extranjero,viajeros,5832
05,Ávila,2019,10,2019M10,total,pernoctaciones,65805
05,Ávila,2019,10,2019M10,total,viajeros,47068
05,Ávila,2019,11,2019M11,residentes_espana,pernoctaciones,41482
05,Ávila,2019,11,2019M11,residentes_espana,viajeros,24781
05,Ávila,2019,11,2019M11,residentes_extranjero,pernoctaciones,4115
05,Ávila,2019,11,2019M11,residentes_extranjero,viajeros,2785
05,Ávila,2019,11,2019M11,total,pernoctaciones,45597
05,Ávila,2019,11,2019M11,total,viajeros,27565
05,Ávila,2019,12,2019M12,residentes_espana,pernoctaciones,40147
05,Ávila,2019,12,2019M12,residentes_espana,viajeros,24812
05,Ávila,2019,12,2019M12,residentes_extranjero,pernoctaciones,3719
05,Ávila,2019,12,2019M12,residentes_extranjero,viajeros,2384
05,Ávila,2019,12,2019M12,total,pernoctaciones,43866
05,Ávila,2019,12,2019M12,total,viajeros,27196
05,Ávila,2020,1,2020M01,residentes_espana,pernoctaciones,29200
05,Ávila,2020,1,2020M01,residentes_espana,viajeros,18952
