codigo_provincia,provincia,anio,residencia,variable,valor
13,Ciudad Real,2020,residentes_extranjero,viajeros,16334
13,Ciudad Real,2020,total,pernoctaciones,292402
13,Ciudad Real,2020,total,viajeros,177411
13,Ciudad Real,2021,residentes_espana,pernoctaciones,447188
13,Ciudad Real,2021,residentes_espana,viajeros,273465
13,Ciudad Real,2021,residentes_extranjero,pernoctaciones,47001
13,Ciudad Real,2021,residentes_extranjero,viajeros,24772
13,Ciudad Real,2021,total,pernoctaciones,494188
13,Ciudad Real,2021,total,viajeros,298241
13,Ciudad Real,2022,residentes_espana,pernoctaciones,636850
13,Ciudad Real,2022,residentes_espana,viajeros,378768
13,Ciudad Real,2022,residentes_extranjero,pernoctaciones,83106
13,Ciudad Real,2022,residentes_extranjero,viajeros,45658
13,Ciudad Real,2022,total,pernoctaciones,719957
13,Ciudad Real,2022,total,viajeros,424427
13,Ciudad Real,2023,residentes_espana,pernoctaciones,637977
13,Ciudad Real,2023,residentes_espana,viajeros,378647
13,Ciudad Real,2023,residentes_extranjero,pernoctaciones,84223
13,Ciudad Real,2023,residentes_extranjero,viajeros,53176
13,Ciudad Real,2023,total,pernoctaciones,722202
13,Ciudad Real,2023,total,viajeros,431824
13,Ciudad Real,2024,residentes_espana,pernoctaciones,649576
13,Ciudad Real,2024,residentes_espana,viajeros,371318
13,Ciudad Real,2024,residentes_extranjero,pernoctaciones,89808
13,Ciudad Real,2024,residentes_extranjero,viajeros,56971
13,Ciudad Real,2024,total,pernoctaciones,739386
13,Ciudad Real,2024,total,viajeros,428287
13,Ciudad Real,2025,residentes_espana,pernoctaciones,668186
13,Ciudad Real,2025,residentes_espana,viajeros,391430
13,Ciudad Real,2025,residentes_extranjero,pernoctaciones,104078
13,Ciudad Real,2025,residentes_extranjero,viajeros,60328
13,Ciudad Real,2025,total,pernoctaciones,772261
13,Ciudad Real,2025,total,viajeros,451756
14,Córdoba,2015,residentes_espana,pernoctaciones,1098008
14,Córdoba,2015,residentes_espana,viajeros,650848
14,Córdoba,2015,residentes_extranjero,pernoctaciones,750035
14,Córdoba,2015,residentes_extranjero,viajeros,484417
14,Córdoba,2015,total,pernoctaciones,1848041
14,Córdoba,2015,total,viajeros,1135263
14,Córdoba,2016,residentes_espana,pernoctaciones,1181126
14,Córdoba,2016,residentes_espana,viajeros,696015
14,Córdoba,2016,residentes_extranjero,pernoctaciones,752775
14,Córdoba,2016,residentes_extranjero,viajeros,490894
14,Córdoba,2016,total,pernoctaciones,1933906
14,Córdoba,2016,total,viajeros,1186908
14,Córdoba,2017,residentes_espana,pernoctaciones,1218678
14,Córdoba,2017,residentes_espana,viajeros,715889
14,Córdoba,2017,residentes_extranjero,pernoctaciones,779889
14,Córdoba,2017,residentes_extranjero,viajeros,518156
14,Córdoba,2017,total,pernoctaciones,1998567
14,Córdoba,2017,total,viajeros,1234045
14,Córdoba,2018,residentes_espana,pernoctaciones,1219292
14,Córdoba,2018,residentes_espana,viajeros,702256
14,Córdoba,2018,residentes_extranjero,pernoctaciones,737387
14,Córdoba,2018,residentes_extranjero,viajeros,478463
14,Córdoba,2018,total,pernoctaciones,1956680
14,Córdoba,2018,total,viajeros,1180719
14,Córdoba,2019,residentes_espana,pernoctaciones,1252788
14,Córdoba,2019,residentes_espana,viajeros,725475
14,Córdoba,2019,residentes_extranjero,pernoctaciones,802916
14,Córdoba,2019,residentes_extranjero,viajeros,490244
14,Córdoba,2019,total,pernoctaciones,2055705
14,Córdoba,2019,total,viajeros,1215718
14,Córdoba,2020,residentes_espana,pernoctaciones,514768
14,Córdoba,2020,residentes_espana,viajeros,293691
14,Córdoba,2020,residentes_extranjero,pernoctaciones,166022
14,Córdoba,2020,residentes_extranjero,viajeros,94387
14,Córdoba,2020,total,pernoctaciones,680790
14,Córdoba,2020,total,viajeros,388077
14,Córdoba,2021,residentes_espana,pernoctaciones,826939
14,Córdoba,2021,residentes_espana,viajeros,470032
14,Córdoba,2021,residentes_extranjero,pernoctaciones,254505
14,Córdoba,2021,residentes_extranjero,viajeros,148639
14,Córdoba,2021,total,pernoctaciones,1081443
14,Córdoba,2021,total,viajeros,618672
14,Córdoba,2022,residentes_espana,pernoctaciones,1175556
14,Córdoba,2022,residentes_espana,viajeros,667792
14,Córdoba,2022,residentes_extranjero,pernoctaciones,609025
14,Córdoba,2022,total,pernoctaciones,1784583
14,Córdoba,2022,total,viajeros,1032819
14,Córdoba,2023,residentes_espana,pernoctaciones,1234131
14,Córdoba,2023,residentes_espana,viajeros,692396
14,Córdoba,2023,residentes_extranjero,pernoctaciones,707718
14,Córdoba,2023,residentes_extranjero,viajeros,433951
14,Córdoba,2023,total,pernoctaciones,1941850
14,Córdoba,2023,total,viajeros,1126345
14,Córdoba,2024,residentes_espana,pernoctaciones,1162415
14,Córdoba,2024,residentes_espana,viajeros,655898
14,Córdoba,2024,residentes_extranjero,pernoctaciones,837373
14,Córdoba,2024,residentes_extranjero,viajeros,499367
14,Córdoba,2024,total,pernoctaciones,1999785
14,Córdoba,2024,total,viajeros,1155267
14,Córdoba,2025,residentes_espana,pernoctaciones,1182954
14,Córdoba,2025,residentes_espana,viajeros,678393
14,Córdoba,2025,residentes_extranjero,pernoctaciones,805001
14,Córdoba,2025,residentes_extranjero,viajeros,490217
14,Córdoba,2025,total,pernoctaciones,1987955
14,Córdoba,2025,total,viajeros,1168611
15,"Coruña, A",2015,residentes_espana,pernoctaciones,2280719
15,"Coruña, A",2015,residentes_espana,viajeros,1219363
15,"Coruña, A",2015,residentes_extranjero,pernoctaciones,1131831
15,"Coruña, A",2015,residentes_extranjero,viajeros,725506
15,"Coruña, A",2015,total,pernoctaciones,3412550
15,"Coruña, A",2015,total,viajeros,1944870
15,"Coruña, A",2016,residentes_espana,pernoctaciones,2418323
15,"Coruña, A",2016,residentes_espana,viajeros,1337243
15,"Coruña, A",2016,residentes_extranjero,pernoctaciones,1120533
15,"Coruña, A",2016,residentes_extranjero,viajeros,723329
15,"Coruña, A",2016,total,pernoctaciones,3538855
15,"Coruña, A",2016,total,viajeros,2060573
15,"Coruña, A",2017,residentes_espana,pernoctaciones,2487772
15,"Coruña, A",2017,residentes_espana,viajeros,1316714
15,"Coruña, A",2017,residentes_extranjero,pernoctaciones,1196652
15,"Coruña, A",2017,residentes_extranjero,viajeros,746141
15,"Coruña, A",2017,total,pernoctaciones,3684426
15,"Coruña, A",2017,total,viajeros,2062856
15,"Coruña, A",2018,residentes_espana,pernoctaciones,2392331
15,"Coruña, A",2018,residentes_espana,viajeros,1250479
15,"Coruña, A",2018,residentes_extranjero,pernoctaciones,1091976
15,"Coruña, A",2018,residentes_extranjero,viajeros,625403
15,"Coruña, A",2018,total,pernoctaciones,3484306
15,"Coruña, A",2018,total,viajeros,1875882
15,"Coruña, A",2019,residentes_espana,pernoctaciones,2532791
15,"Coruña, A",2019,residentes_espana,viajeros,1284969
15,"Coruña, A",2019,residentes_extranjero,pernoctaciones,1153450
15,"Coruña, A",2019,residentes_extranjero,viajeros,652504
15,"Coruña, A",2019,total,pernoctaciones,3686239
15,"Coruña, A",2019,total,viajeros,1937474
15,"Coruña, A",2020,residentes_espana,pernoctaciones,1178723
15,"Coruña, A",2020,residentes_espana,viajeros,579941
15,"Coruña, A",2020,residentes_extranjero,pernoctaciones,210081
15,"Coruña, A",2020,residentes_extranjero,viajeros,95373
15,"Coruña, A",2020,total,pernoctaciones,1388804
15,"Coruña, A",2020,total,viajeros,675314
15,"Coruña, A",2021,residentes_espana,pernoctaciones,2246515
15,"Coruña, A",2021,residentes_espana,viajeros,1117404
15,"Coruña, A",2021,residentes_extranjero,pernoctaciones,439819
15,"Coruña, A",2021,residentes_extranjero,viajeros,238994
15,"Coruña, A",2021,total,pernoctaciones,2686334
15,"Coruña, A",2021,total,viajeros,1356396
15,"Coruña, A",2022,residentes_espana,pernoctaciones,2747970
15,"Coruña, A",2022,residentes_espana,viajeros,1462506
15,"Coruña, A",2022,residentes_extranjero,pernoctaciones,1210239
15,"Coruña, A",2022,residentes_extranjero,viajeros,707304
15,"Coruña, A",2022,total,pernoctaciones,3958208
15,"Coruña, A",2022,total,viajeros,2169808
15,"Coruña, A",2023,residentes_espana,pernoctaciones,2710586
15,"Coruña, A",2023,residentes_espana,viajeros,1471033
15,"Coruña, A",2023,residentes_extranjero,pernoctaciones,1409877
15,"Coruña, A",2023,residentes_extranjero,viajeros,842680
15,"Coruña, A",2023,total,pernoctaciones,4120466
15,"Coruña, A",2023,total,viajeros,2313714
15,"Coruña, A",2024,residentes_espana,pernoctaciones,2638608
15,"Coruña, A",2024,residentes_espana,viajeros,1452813
15,"Coruña, A",2024,residentes_extranjero,pernoctaciones,1458740
15,"Coruña, A",2024,residentes_extranjero,viajeros,892568
15,"Coruña, A",2024,total,pernoctaciones,4097350
15,"Coruña, A",2024,total,viajeros,2345384
15,"Coruña, A",2025,residentes_espana,pernoctaciones,2709663
15,"Coruña, A",2025,residentes_espana,viajeros,1491610
15,"Coruña, A",2025,residentes_extranjero,pernoctaciones,1426981
15,"Coruña, A",2025,residentes_extranjero,viajeros,869339
15,"Coruña, A",2025,total,pernoctaciones,4136642
15,"Coruña, A",2025,total,viajeros,2360950
16,Cuenca,2015,residentes_espana,pernoctaciones,409513
16,Cuenca,2015,residentes_espana,viajeros,243853
16,Cuenca,2015,residentes_extranjero,pernoctaciones,47471
16,Cuenca,2015,residentes_extranjero,viajeros,30403
16,Cuenca,2015,total,pernoctaciones,456985
16,Cuenca,2015,total,viajeros,274254
16,Cuenca,2016,residentes_espana,pernoctaciones,458364
16,Cuenca,2016,residentes_espana,viajeros,269975
16,Cuenca,2016,residentes_extranjero,pernoctaciones,56353
16,Cuenca,2016,residentes_extranjero,viajeros,31948
16,Cuenca,2016,total,pernoctaciones,514715
16,Cuenca,2016,total,viajeros,301924
16,Cuenca,2017,residentes_espana,pernoctaciones,455298
16,Cuenca,2017,residentes_espana,viajeros,262659
16,Cuenca,2017,residentes_extranjero,pernoctaciones,64643
16,Cuenca,2017,residentes_extranjero,viajeros,35081
16,Cuenca,2017,total,pernoctaciones,519941
16,Cuenca,2017,total,viajeros,297738
16,Cuenca,2018,residentes_espana,pernoctaciones,476564
16,Cuenca,2018,residentes_espana,viajeros,279507
16,Cuenca,2018,residentes_extranjero,pernoctaciones,67676
16,Cuenca,2018,residentes_extranjero,viajeros,36326
16,Cuenca,2018,total,pernoctaciones,544238
16,Cuenca,2018,total,viajeros,315835
16,Cuenca,2019,residentes_espana,pernoctaciones,476140
16,Cuenca,2019,residentes_espana,viajeros,278792
16,Cuenca,2019,residentes_extranjero,pernoctaciones,72935
16,Cuenca,2019,residentes_extranjero,viajeros,40218
16,Cuenca,2019,total,pernoctaciones,549076
16,Cuenca,2019,total,viajeros,319012
16,Cuenca,2020,residentes_espana,pernoctaciones,240386
16,Cuenca,2020,residentes_espana,viajeros,130318
16,Cuenca,2020,residentes_extranjero,pernoctaciones,20014
16,Cuenca,2020,residentes_extranjero,viajeros,11783
16,Cuenca,2020,total,pernoctaciones,260399
16,Cuenca,2020,total,viajeros,142102
16,Cuenca,2021,residentes_espana,pernoctaciones,389897
16,Cuenca,2021,residentes_espana,viajeros,207732
16,Cuenca,2021,residentes_extranjero,pernoctaciones,36992
16,Cuenca,2021,residentes_extranjero,viajeros,21834
16,Cuenca,2021,total,pernoctaciones,426888
16,Cuenca,2021,total,viajeros,229567
16,Cuenca,2022,residentes_espana,pernoctaciones,485108
16,Cuenca,2022,residentes_espana,viajeros,266747
16,Cuenca,2022,residentes_extranjero,pernoctaciones,68776
16,Cuenca,2022,residentes_extranjero,viajeros,35721
16,Cuenca,2022,total,pernoctaciones,553882
16,Cuenca,2022,total,viajeros,302465
16,Cuenca,2023,residentes_espana,pernoctaciones,479474
16,Cuenca,2023,residentes_espana,viajeros,266398
16,Cuenca,2023,residentes_extranjero,pernoctaciones,67485
16,Cuenca,2023,residentes_extranjero,viajeros,36373
16,Cuenca,2023,total,pernoctaciones,546958
16,Cuenca,2023,total,viajeros,302775
16,Cuenca,2024,residentes_espana,pernoctaciones,477550
16,Cuenca,2024,residentes_espana,viajeros,270759
16,Cuenca,2024,residentes_extranjero,pernoctaciones,69743
16,Cuenca,2024,residentes_extranjero,viajeros,37275
16,Cuenca,2024,total,pernoctaciones,547293
16,Cuenca,2024,total,viajeros,308033
16,Cuenca,2025,residentes_espana,pernoctaciones,469085
16,Cuenca,2025,residentes_espana,viajeros,267883
16,Cuenca,2025,residentes_extranjero,pernoctaciones,66709
16,Cuenca,2025,residentes_extranjero,viajeros,36958
16,Cuenca,2025,total,pernoctaciones,535794
16,Cuenca,2025,total,viajeros,304839
17,Girona,2015,residentes_espana,pernoctaciones,3901687
17,Girona,2015,residentes_espana,viajeros,1652444
17,Girona,2015,residentes_extranjero,pernoctaciones,7724982
17,Girona,2015,residentes_extranjero,viajeros,1862223
17,Girona,2015,total,pernoctaciones,11626667
17,Girona,2015,total,viajeros,3514666
17,Girona,2016,residentes_espana,pernoctaciones,4189015
17,Girona,2016,residentes_espana,viajeros,1720945
17,Girona,2016,residentes_extranjero,pernoctaciones,8217802
17,Girona,2016,residentes_extranjero,viajeros,2015476
17,Girona,2016,total,pernoctaciones,12406819
17,Girona,2016,total,viajeros,3736423
17,Girona,2017,residentes_espana,pernoctaciones,3900692
17,Girona,2017,residentes_espana,viajeros,1630965
17,Girona,2017,residentes_extranjero,pernoctaciones,8178636
17,Girona,2017,residentes_extranjero,viajeros,2103912
17,Girona,2017,total,pernoctaciones,12079327
17,Girona,2017,total,viajeros,3734875
17,Girona,2018,residentes_espana,pernoctaciones,3935213
17,Girona,2018,residentes_espana,viajeros,1730514
17,Girona,2018,residentes_extranjero,pernoctaciones,8203913
17,Girona,2018,residentes_extranjero,viajeros,2194907
17,Girona,2018,total,pernoctaciones,12139126
17,Girona,2018,total,viajeros,3925418
17,Girona,2019,residentes_espana,pernoctaciones,3925778
17,Girona,2019,residentes_espana,viajeros,1717387
17,Girona,2019,residentes_extranjero,pernoctaciones,8479173
17,Girona,2019,residentes_extranjero,viajeros,2306352
17,Girona,2019,total,pernoctaciones,12404950
17,Girona,2019,total,viajeros,4023739
17,Girona,2020,residentes_espana,pernoctaciones,2247176
17,Girona,2020,residentes_espana,viajeros,1045479
17,Girona,2020,residentes_extranjero,pernoctaciones,1224178
17,Girona,2020,residentes_extranjero,viajeros,481970
17,Girona,2020,total,pernoctaciones,3471355
17,Girona,2020,total,viajeros,1527446
17,Girona,2021,residentes_espana,pernoctaciones,3563278
17,Girona,2021,residentes_espana,viajeros,1624152
17,Girona,2021,residentes_extranjero,pernoctaciones,2964813
17,Girona,2021,residentes_extranjero,viajeros,951332
17,Girona,2021,total,pernoctaciones,6528091
17,Girona,2021,total,viajeros,2575485
17,Girona,2022,residentes_espana,pernoctaciones,4054306
17,Girona,2022,residentes_espana,viajeros,1865297
17,Girona,2022,residentes_extranjero,pernoctaciones,7194143
17,Girona,2022,residentes_extranjero,viajeros,2077779
17,Girona,2022,total,pernoctaciones,11248452
17,Girona,2022,total,viajeros,3943077
17,Girona,2023,residentes_espana,pernoctaciones,3975508
17,Girona,2023,residentes_espana,viajeros,1835120
17,Girona,2023,residentes_extranjero,pernoctaciones,8423408
17,Girona,2023,residentes_extranjero,viajeros,2413693
17,Girona,2023,total,pernoctaciones,12398914
17,Girona,2023,total,viajeros,4248816
17,Girona,2024,residentes_espana,pernoctaciones,3729469
17,Girona,2024,residentes_espana,viajeros,1702984
17,Girona,2024,residentes_extranjero,pernoctaciones,9029823
17,Girona,2024,residentes_extranjero,viajeros,2586147
17,Girona,2024,total,pernoctaciones,12759295
17,Girona,2024,total,viajeros,4289133
17,Girona,2025,residentes_espana,pernoctaciones,4054716
17,Girona,2025,residentes_espana,viajeros,1876213
17,Girona,2025,residentes_extranjero,pernoctaciones,8908096
17,Girona,2025,residentes_extranjero,viajeros,2590515
17,Girona,2025,total,pernoctaciones,12962810
17,Girona,2025,total,viajeros,4466726
18,Granada,2015,residentes_espana,pernoctaciones,3105001
18,Granada,2015,residentes_espana,viajeros,1444282
18,Granada,2015,residentes_extranjero,pernoctaciones,2492860
18,Granada,2015,residentes_extranjero,viajeros,1215172
18,Granada,2015,total,pernoctaciones,5597865
18,Granada,2015,total,viajeros,2659451
18,Granada,2016,residentes_espana,pernoctaciones,3218684
18,Granada,2016,residentes_espana,viajeros,1536608
18,Granada,2016,residentes_extranjero,pernoctaciones,2574583
18,Granada,2016,residentes_extranjero,viajeros,1303656
18,Granada,2016,total,pernoctaciones,5793265
18,Granada,2016,total,viajeros,2840265
18,Granada,2017,residentes_espana,pernoctaciones,3231579
18,Granada,2017,residentes_espana,viajeros,1500198
18,Granada,2017,residentes_extranjero,pernoctaciones,2687913
18,Granada,2017,residentes_extranjero,viajeros,1356125
18,Granada,2017,total,pernoctaciones,5919493
18,Granada,2017,total,viajeros,2856323
18,Granada,2018,residentes_espana,pernoctaciones,3450182
18,Granada,2018,residentes_espana,viajeros,1626150
18,Granada,2018,residentes_extranjero,pernoctaciones,2834003
18,Granada,2018,residentes_extranjero,viajeros,1416432
18,Granada,2018,total,pernoctaciones,6284188
18,Granada,2018,total,viajeros,3042578
18,Granada,2019,residentes_espana,pernoctaciones,3530575
18,Granada,2019,residentes_espana,viajeros,1708416
18,Granada,2019,residentes_extranjero,pernoctaciones,3067081
18,Granada,2019,residentes_extranjero,viajeros,1561962
18,Granada,2019,total,pernoctaciones,6597656
18,Granada,2019,total,viajeros,3270379
18,Granada,2020,residentes_espana,pernoctaciones,1417206
18,Granada,2020,residentes_espana,viajeros,744376
18,Granada,2020,residentes_extranjero,pernoctaciones,628589
18,Granada,2020,residentes_extranjero,viajeros,301781
18,Granada,2020,total,pernoctaciones,2045794
18,Granada,2020,total,viajeros,1046159
18,Granada,2021,residentes_espana,pernoctaciones,2189238
18,Granada,2021,residentes_espana,viajeros,1090478
18,Granada,2021,residentes_extranjero,pernoctaciones,788600
18,Granada,2021,residentes_extranjero,viajeros,334311
18,Granada,2021,total,pernoctaciones,2977840
18,Granada,2021,total,viajeros,1424788
18,Granada,2022,residentes_espana,pernoctaciones,3254980
18,Granada,2022,residentes_espana,viajeros,1646684
18,Granada,2022,residentes_extranjero,pernoctaciones,1958789
18,Granada,2022,residentes_extranjero,viajeros,926328
18,Granada,2022,total,pernoctaciones,5213766
18,Granada,2022,total,viajeros,2573012
18,Granada,2023,residentes_espana,pernoctaciones,3192310
18,Granada,2023,residentes_espana,viajeros,1618166
18,Granada,2023,residentes_extranjero,pernoctaciones,2355372
18,Granada,2023,residentes_extranjero,viajeros,1134690
18,Granada,2023,total,pernoctaciones,5547685
18,Granada,2023,total,viajeros,2752860
18,Granada,2024,residentes_espana,pernoctaciones,3133222
18,Granada,2024,residentes_espana,viajeros,1542401
18,Granada,2024,residentes_extranjero,pernoctaciones,2818130
18,Granada,2024,residentes_extranjero,viajeros,1311662
18,Granada,2024,total,pernoctaciones,5951351
18,Granada,2024,total,viajeros,2854062
18,Granada,2025,residentes_espana,pernoctaciones,3252968
18,Granada,2025,residentes_espana,viajeros,1558934
18,Granada,2025,residentes_extranjero,pernoctaciones,2854915
18,Granada,2025,residentes_extranjero,viajeros,1311817
18,Granada,2025,total,pernoctaciones,6107882
18,Granada,2025,total,viajeros,2870748
19,Guadalajara,2015,residentes_espana,pernoctaciones,357181
19,Guadalajara,2015,residentes_espana,viajeros,221902
19,Guadalajara,2015,residentes_extranjero,pernoctaciones,50331
19,Guadalajara,2015,residentes_extranjero,viajeros,29096
19,Guadalajara,2015,total,pernoctaciones,407511
19,Guadalajara,2015,total,viajeros,250997
19,Guadalajara,2016,residentes_espana,pernoctaciones,410953
19,Guadalajara,2016,residentes_espana,viajeros,259464
19,Guadalajara,2016,residentes_extranjero,pernoctaciones,55979
19,Guadalajara,2016,residentes_extranjero,viajeros,33188
19,Guadalajara,2016,total,pernoctaciones,466931
19,Guadalajara,2016,total,viajeros,292652
19,Guadalajara,2017,residentes_espana,pernoctaciones,403750
19,Guadalajara,2017,residentes_espana,viajeros,257231
19,Guadalajara,2017,residentes_extranjero,pernoctaciones,69551
19,Guadalajara,2017,residentes_extranjero,viajeros,40551
19,Guadalajara,2017,total,pernoctaciones,473301
19,Guadalajara,2017,total,viajeros,297780
19,Guadalajara,2018,residentes_espana,pernoctaciones,426208
19,Guadalajara,2018,residentes_espana,viajeros,267948
19,Guadalajara,2018,residentes_extranjero,pernoctaciones,78973
19,Guadalajara,2018,residentes_extranjero,viajeros,44116
19,Guadalajara,2018,total,pernoctaciones,505180
19,Guadalajara,2018,total,viajeros,312064
19,Guadalajara,2019,residentes_espana,pernoctaciones,425530
19,Guadalajara,2019,residentes_espana,viajeros,262526
19,Guadalajara,2019,residentes_extranjero,pernoctaciones,67429
19,Guadalajara,2019,residentes_extranjero,viajeros,38692
19,Guadalajara,2019,total,pernoctaciones,492960
19,Guadalajara,2019,total,viajeros,301218
19,Guadalajara,2020,residentes_espana,pernoctaciones,212636
19,Guadalajara,2020,residentes_espana,viajeros,117461
19,Guadalajara,2020,residentes_extranjero,pernoctaciones,29907
19,Guadalajara,2020,residentes_extranjero,viajeros,11835
19,Guadalajara,2020,total,pernoctaciones,242540
19,Guadalajara,2020,total,viajeros,129295
19,Guadalajara,2021,residentes_espana,pernoctaciones,310729
19,Guadalajara,2021,residentes_espana,viajeros,181312
19,Guadalajara,2021,residentes_extranjero,pernoctaciones,35240
19,Guadalajara,2021,residentes_extranjero,viajeros,16335
19,Guadalajara,2021,total,pernoctaciones,345969
19,Guadalajara,2021,total,viajeros,197646
19,Guadalajara,2022,residentes_espana,pernoctaciones,386331
19,Guadalajara,2022,residentes_espana,viajeros,230888
19,Guadalajara,2022,residentes_extranjero,pernoctaciones,88923
19,Guadalajara,2022,residentes_extranjero,viajeros,31564
19,Guadalajara,2022,total,pernoctaciones,475253
19,Guadalajara,2022,total,viajeros,262451
19,Guadalajara,2023,residentes_espana,pernoctaciones,402141
19,Guadalajara,2023,residentes_espana,viajeros,225156
19,Guadalajara,2023,residentes_extranjero,pernoctaciones,73563
19,Guadalajara,2023,residentes_extranjero,viajeros,34266
19,Guadalajara,2023,total,pernoctaciones,475702
19,Guadalajara,2023,total,viajeros,259422
19,Guadalajara,2024,residentes_espana,pernoctaciones,420939
19,Guadalajara,2024,residentes_espana,viajeros,242288
19,Guadalajara,2024,residentes_extranjero,pernoctaciones,67297
19,Guadalajara,2024,residentes_extranjero,viajeros,34962
19,Guadalajara,2024,total,pernoctaciones,488233
19,Guadalajara,2024,total,viajeros,277249
19,Guadalajara,2025,residentes_espana,pernoctaciones,466585
19,Guadalajara,2025,residentes_espana,viajeros,262385
19,Guadalajara,2025,residentes_extranjero,pernoctaciones,83874
19,Guadalajara,2025,residentes_extranjero,viajeros,41113
19,Guadalajara,2025,total,pernoctaciones,550456
19,Guadalajara,2025,total,viajeros,303498
20,Gipuzkoa,2015,residentes_espana,pernoctaciones,1162803
20,Gipuzkoa,2015,residentes_espana,viajeros,593707
20,Gipuzkoa,2015,residentes_extranjero,pernoctaciones,859910
20,Gipuzkoa,2015,residentes_extranjero,viajeros,426456
20,Gipuzkoa,2015,total,pernoctaciones,2022713
20,Gipuzkoa,2015,total,viajeros,1020162
20,Gipuzkoa,2016,residentes_espana,pernoctaciones,1189540
20,Gipuzkoa,2016,residentes_espana,viajeros,611859
20,Gipuzkoa,2016,residentes_extranjero,pernoctaciones,953972
20,Gipuzkoa,2016,residentes_extranjero,viajeros,462973
20,Gipuzkoa,2016,total,pernoctaciones,2143514
20,Gipuzkoa,2016,total,viajeros,1074835
20,Gipuzkoa,2017,residentes_espana,pernoctaciones,1243393
20,Gipuzkoa,2017,residentes_espana,viajeros,621944
20,Gipuzkoa,2017,residentes_extranjero,pernoctaciones,996003
20,Gipuzkoa,2017,residentes_extranjero,viajeros,488137
20,Gipuzkoa,2017,total,pernoctaciones,2239395
20,Gipuzkoa,2017,total,viajeros,1110082
20,Gipuzkoa,2018,residentes_espana,pernoctaciones,1283258
20,Gipuzkoa,2018,residentes_espana,viajeros,631307
20,Gipuzkoa,2018,residentes_extranjero,pernoctaciones,1053980
20,Gipuzkoa,2018,residentes_extranjero,viajeros,519208
20,Gipuzkoa,2018,total,pernoctaciones,2337238
20,Gipuzkoa,2018,total,viajeros,1150513
20,Gipuzkoa,2019,residentes_espana,pernoctaciones,1268430
20,Gipuzkoa,2019,residentes_espana,viajeros,639533
20,Gipuzkoa,2019,residentes_extranjero,pernoctaciones,1126696
20,Gipuzkoa,2019,residentes_extranjero,viajeros,557555
20,Gipuzkoa,2019,total,pernoctaciones,2395125
20,Gipuzkoa,2019,total,viajeros,1197090
20,Gipuzkoa,2020,residentes_espana,pernoctaciones,646024
20,Gipuzkoa,2020,residentes_espana,viajeros,334687
20,Gipuzkoa,2020,residentes_extranjero,pernoctaciones,319812
20,Gipuzkoa,2020,residentes_extranjero,viajeros,182955
20,Gipuzkoa,2020,total,pernoctaciones,965837
20,Gipuzkoa,2020,total,viajeros,517643
20,Gipuzkoa,2021,residentes_espana,pernoctaciones,1130836
20,Gipuzkoa,2021,residentes_espana,viajeros,577268
20,Gipuzkoa,2021,residentes_extranjero,pernoctaciones,549449
20,Gipuzkoa,2021,residentes_extranjero,viajeros,306255
20,Gipuzkoa,2021,total,pernoctaciones,1680283
20,Gipuzkoa,2021,total,viajeros,883521
20,Gipuzkoa,2022,residentes_espana,pernoctaciones,1347245
20,Gipuzkoa,2022,residentes_espana,viajeros,678634
20,Gipuzkoa,2022,residentes_extranjero,pernoctaciones,1261097
20,Gipuzkoa,2022,residentes_extranjero,viajeros,610529
20,Gipuzkoa,2022,total,pernoctaciones,2608342
20,Gipuzkoa,2022,total,viajeros,1289163
20,Gipuzkoa,2023,residentes_espana,pernoctaciones,1430364
20,Gipuzkoa,2023,residentes_espana,viajeros,712698
20,Gipuzkoa,2023,residentes_extranjero,pernoctaciones,1426589
20,Gipuzkoa,2023,residentes_extranjero,viajeros,728143
20,Gipuzkoa,2023,total,pernoctaciones,2856954
20,Gipuzkoa,2023,total,viajeros,1440841
20,Gipuzkoa,2024,residentes_espana,pernoctaciones,1459165
20,Gipuzkoa,2024,residentes_espana,viajeros,742696
20,Gipuzkoa,2024,residentes_extranjero,pernoctaciones,1573067
20,Gipuzkoa,2024,residentes_extranjero,viajeros,800897
20,Gipuzkoa,2024,total,pernoctaciones,3032230
20,Gipuzkoa,2024,total,viajeros,1543597
20,Gipuzkoa,2025,residentes_espana,pernoctaciones,1539240
20,Gipuzkoa,2025,residentes_espana,viajeros,763031
20,Gipuzkoa,2025,residentes_extranjero,pernoctaciones,1743928
20,Gipuzkoa,2025,residentes_extranjero,viajeros,867606
20,Gipuzkoa,2025,total,pernoctaciones,3283166
20,Gipuzkoa,2025,total,viajeros,1630638
21,Huelva,2015,residentes_espana,pernoctaciones,2521792
21,Huelva,2015,residentes_espana,viajeros,726865
21,Huelva,2015,residentes_extranjero,pernoctaciones,955738
21,Huelva,2015,residentes_extranjero,viajeros,186298
21,Huelva,2015,total,pernoctaciones,3477529
21,Huelva,2015,total,viajeros,913163
21,Huelva,2016,residentes_espana,pernoctaciones,2607423
21,Huelva,2016,residentes_espana,viajeros,768453
21,Huelva,2016,residentes_extranjero,pernoctaciones,1281964
21,Huelva,2016,residentes_extranjero,viajeros,233606
21,Huelva,2016,total,pernoctaciones,3889389
21,Huelva,2016,total,viajeros,1002059
21,Huelva,2017,residentes_espana,pernoctaciones,2587792
21,Huelva,2017,residentes_espana,viajeros,771719
21,Huelva,2017,residentes_extranjero,pernoctaciones,1486961
21,Huelva,2017,residentes_extranjero,viajeros,272239
21,Huelva,2017,total,pernoctaciones,4074753
