codigo_provincia,provincia,anio,mes,periodo,pernoctaciones_residentes_espana,viajeros_residentes_espana,pernoctaciones_residentes_extranjero,viajeros_residentes_extranjero,pernoctaciones_total,viajeros_total,estancia_media_total,estancia_media_residentes_espana,estancia_media_residentes_extranjero
26,"Rioja, La",2022,10,2022M10,76552,41755,19151,11233,95703,52988,1.8061259153015776,1.8333612740989103,1.7048873853823556
26,"Rioja, La",2022,11,2022M11,57403,33209,8912,4994,66315,38203,1.7358584404366149,1.728537444668614,1.7845414497396876
26,"Rioja, La",2022,12,2022M12,51555,28079,5955,3326,57510,31405,1.8312370641617577,1.8360696606004487,1.790438965724594
26,"Rioja, La",2023,1,2023M01,35718,21694,4221,2393,39939,24086,1.6581831769492652,1.6464460219415507,1.763894692854158
26,"Rioja, La",2023,2,2023M02,49489,28020,5345,3126,54834,31146,1.7605471007513003,1.7662027123483226,1.7098528470889316
26,"Rioja, La",2023,3,2023M03,58312,32451,8185,4429,66498,36881,1.8030422168596296,1.7969245940032665,1.84804696319711
26,"Rioja, La",2023,4,2023M04,74651,41567,18541,11551,93192,53118,1.7544335253586354,1.7959198402578969,1.6051424119123885
26,"Rioja, La",2023,5,2023M05,62751,34201,30940,18588,93691,52790,1.7747868914567153,1.834770913131195,1.6645147406929202
26,"Rioja, La",2023,6,2023M06,68738,38265,23569,13850,92307,52115,1.7712174997601458,1.7963674376061676,1.7017328519855595
26,"Rioja, La",2023,7,2023M07,74489,42255,20251,11454,94740,53709,1.763950175948165,1.7628446337711514,1.7680286362842674
26,"Rioja, La",2023,8,2023M08,96905,56288,22790,14330,119694,70618,1.6949502959585374,1.7215925241614554,1.5903698534542916
26,"Rioja, La",2023,9,2023M09,69480,40244,34783,19977,104263,60221,1.73133956593215,1.7264685418944439,1.74115232517395
26,"Rioja, La",2023,10,2023M10,74060,40388,22526,13371,96586,53759,1.7966480031250582,1.8337129840546698,1.684690748635106
26,"Rioja, La",2023,11,2023M11,59394,34021,10069,5268,69463,39289,1.768001221716002,1.7458040621968784,1.9113515565679575
26,"Rioja, La",2023,12,2023M12,57571,29494,6017,3288,63587,32781,1.9397516854275343,1.9519563301010374,1.8299878345498783
26,"Rioja, La",2024,1,2024M01,37389,22408,6026,3585,43415,25993,1.6702573769861115,1.6685558729025347,1.6808926080892608
26,"Rioja, La",2024,2,2024M02,49446,28589,7166,4106,56611,32696,1.7314350379251284,1.7295463290076603,1.7452508524111057
26,"Rioja, La",2024,3,2024M03,69663,39963,10828,6307,80490,46270,1.7395720769397018,1.7431874483897605,1.716822578087839
26,"Rioja, La",2024,4,2024M04,63580,36530,24276,14338,87855,50868,1.7271172446331682,1.740487270736381,1.6931231692007254
26,"Rioja, La",2024,5,2024M05,67687,39759,33498,21812,101185,61571,1.6433873089603872,1.7024321537262004,1.5357601320374106
26,"Rioja, La",2024,6,2024M06,68195,38503,25018,15142,93213,53644,1.7376221012601596,1.7711606887774978,1.6522255976753402
26,"Rioja, La",2024,7,2024M07,71870,43107,23200,13620,95070,56727,1.675921518853456,1.6672466188786044,1.7033773861967694
26,"Rioja, La",2024,8,2024M08,100178,59711,21692,13894,121870,73605,1.6557299096528768,1.677714323993904,1.5612494601986469
26,"Rioja, La",2024,9,2024M09,70114,40044,36452,22685,106566,62729,1.69883148145196,1.7509239836180202,1.6068767908309456
26,"Rioja, La",2024,10,2024M10,75434,42420,25021,14265,100455,56685,1.7721619476051866,1.7782649693540782,1.7540133193130039
26,"Rioja, La",2024,11,2024M11,66804,37200,11818,6008,78621,43208,1.8195935937789298,1.7958064516129033,1.9670439414114513
26,"Rioja, La",2024,12,2024M12,53759,30932,7541,3506,61301,34438,1.780039491259655,1.737973619552567,2.1508841985168283
26,"Rioja, La",2025,1,2025M01,42483,25678,6809,3752,49293,29430,1.6749235474006117,1.654451281252434,1.8147654584221748
26,"Rioja, La",2025,2,2025M02,50503,30272,7375,3794,57878,34066,1.6989960664592263,1.6683073467230445,1.9438587243015288
26,"Rioja, La",2025,3,2025M03,61570,36270,10500,5671,72069,41941,1.7183424334183734,1.697546181417149,1.851525304179157
26,"Rioja, La",2025,4,2025M04,69828,39440,21895,12973,91723,52413,1.7500047698090169,1.7704868154158215,1.6877360672165267
26,"Rioja, La",2025,5,2025M05,82842,46107,33505,21404,116347,67512,1.7233528854129636,1.7967336846899604,1.565361614651467
26,"Rioja, La",2025,6,2025M06,72382,41220,33764,18164,106146,59385,1.7874210659257388,1.755992236778263,1.858841664831535
26,"Rioja, La",2025,7,2025M07,83214,49276,24983,15742,108197,65018,1.6641084007505613,1.6887328516925075,1.587028331851099
26,"Rioja, La",2025,8,2025M08,117833,71733,27151,18217,144984,89950,1.611828793774319,1.6426609789078945,1.490421035296701
26,"Rioja, La",2025,9,2025M09,84090,46609,42199,26034,126289,72643,1.7384882232286663,1.8041579952369713,1.6209187984942768
26,"Rioja, La",2025,10,2025M10,88347,48816,32007,17573,120354,66389,1.8128605642501017,1.8097959685349065,1.8213736982871451
26,"Rioja, La",2025,11,2025M11,74755,42836,13368,6889,88124,49725,1.7722272498743088,1.745144271173779,1.9404848308898244
26,"Rioja, La",2025,12,2025M12,64388,39725,9031,4910,73419,44635,1.644875098017251,1.6208432976714915,1.8393075356415478
27,Lugo,2015,1,2015M01,27546,17350,2946,1205,30492,18556,1.643242078034059,1.5876657060518733,2.444813278008299
27,Lugo,2015,2,2015M02,30289,19625,2472,1407,32762,21032,1.5577215671357931,1.543388535031847,1.7569296375266525
27,Lugo,2015,3,2015M03,53450,35513,5446,4120,58896,39634,1.4859968713730636,1.505082645791682,1.3218446601941747
27,Lugo,2015,4,2015M04,60528,36822,15848,13824,76377,50647,1.5080261417260648,1.643799902232361,1.146412037037037
27,Lugo,2015,5,2015M05,61320,42121,36451,33900,97771,76021,1.2861051551544969,1.4558058925476602,1.0752507374631268
27,Lugo,2015,6,2015M06,68189,47341,34242,31818,102431,79159,1.2939905759294585,1.4403793751716272,1.076183292475957
27,Lugo,2015,7,2015M07,114865,73885,29751,25987,144616,99871,1.4480279560633216,1.55464573323408,1.1448416515950284
27,Lugo,2015,8,2015M08,152270,94047,34695,30182,186965,124229,1.505002857625836,1.6190840749837847,1.1495262076734478
27,Lugo,2015,9,2015M09,77491,51798,38582,33759,116073,85557,1.3566744977032856,1.496023012471524,1.1428656062087148
27,Lugo,2015,10,2015M10,65986,40532,24134,21368,90120,61900,1.4558966074313409,1.6279976315010363,1.1294459004118307
27,Lugo,2015,11,2015M11,44447,25310,5788,4247,50235,29557,1.699597388097574,1.7561043065981825,1.3628443607252179
27,Lugo,2015,12,2015M12,37478,22752,2856,1778,40335,24530,1.6443130860171218,1.6472398030942335,1.6062992125984252
27,Lugo,2016,1,2016M01,31776,19149,3176,1700,34952,20849,1.6764353206388796,1.6594078019739935,1.868235294117647
27,Lugo,2016,2,2016M02,33760,20052,2724,1644,36484,21696,1.6816002949852507,1.6836225812886496,1.6569343065693432
27,Lugo,2016,3,2016M03,62171,34163,6874,5807,69045,39971,1.7273773485777189,1.8198343236835173,1.1837437575340106
27,Lugo,2016,4,2016M04,50654,28590,15361,13682,66014,42271,1.5616853161742092,1.7717383700594613,1.1227159771963162
27,Lugo,2016,5,2016M05,63612,39160,40354,36752,103966,75912,1.369559489935715,1.6244126659856997,1.0980082716586852
27,Lugo,2016,6,2016M06,78168,47772,35307,32217,113475,79990,1.4186148268533567,1.6362722933936198,1.0959120960983333
27,Lugo,2016,7,2016M07,115674,65295,26063,22672,141738,87966,1.6112816315394585,1.7715598437858948,1.1495677487649965
27,Lugo,2016,8,2016M08,148426,87018,32805,26951,181231,113969,1.590178030868043,1.7056930749959778,1.2172090089421543
27,Lugo,2016,9,2016M09,80667,49314,41405,37025,122072,86339,1.413868587776092,1.6357829419637426,1.1182984469952735
27,Lugo,2016,10,2016M10,77550,40788,23798,21057,101348,61845,1.6387420163311504,1.901294498381877,1.130170489623403
27,Lugo,2016,11,2016M11,48218,23471,4543,3352,52761,26823,1.967005927748574,2.0543649610157217,1.355310262529833
27,Lugo,2016,12,2016M12,44066,23425,3609,2525,47675,25951,1.8371161034256869,1.8811526147278548,1.4293069306930692
27,Lugo,2017,1,2017M01,30467,17153,2679,1280,33146,18433,1.7981880323333153,1.7761907538039994,2.09296875
27,Lugo,2017,2,2017M02,33240,19185,2645,1510,35885,20695,1.7339937182894418,1.7326035965598123,1.7516556291390728
27,Lugo,2017,3,2017M03,45445,25156,3688,2584,49132,27740,1.7711607786589763,1.806527269836222,1.4272445820433437
27,Lugo,2017,4,2017M04,77464,46124,19850,18022,97314,64146,1.5170704330745486,1.67947272569595,1.10143158362002
27,Lugo,2017,5,2017M05,62840,36243,35981,33087,98821,69329,1.4253919716136105,1.7338520541897746,1.0874663765225012
27,Lugo,2017,6,2017M06,78797,44039,32762,28728,111559,72767,1.5330987947833496,1.789254978541747,1.1404204956836537
27,Lugo,2017,7,2017M07,111933,63572,33189,27975,145122,91547,1.5852185216336963,1.7607279934562385,1.1863806970509383
27,Lugo,2017,8,2017M08,150697,81071,31558,26558,182255,107629,1.693363312861775,1.8588274475459783,1.188267188794337
27,Lugo,2017,9,2017M09,81147,48923,42364,36622,123511,85545,1.4438131977321877,1.658667702307708,1.156790999945388
27,Lugo,2017,10,2017M10,80656,43042,24508,22378,105164,65419,1.6075452085785475,1.8738906184656847,1.0951827687907767
27,Lugo,2017,11,2017M11,53424,25133,4818,3095,58242,28228,2.063270511548817,2.1256515338399713,1.5567043618739904
27,Lugo,2017,12,2017M12,46281,23311,3383,1784,49664,25095,1.9790396493325364,1.9853717129252284,1.8963004484304933
27,Lugo,2018,1,2018M01,33662,19246,2775,1463,36437,20709,1.7594765560867256,1.7490387613010496,1.8967874231032125
27,Lugo,2018,2,2018M02,37807,21397,2812,1387,40619,22784,1.782786165730337,1.7669299434500163,2.0273972602739727
27,Lugo,2018,3,2018M03,62332,36581,9612,6294,71944,42875,1.67799416909621,1.703944670730707,1.527168732125834
27,Lugo,2018,4,2018M04,61970,30619,12393,9247,74362,39867,1.865251962776231,2.0239067245827753,1.3402184492267764
27,Lugo,2018,5,2018M05,71625,36909,28688,24753,100314,61663,1.626810242771192,1.9405835974965455,1.1589706298226479
27,Lugo,2018,6,2018M06,83757,41390,23795,19708,107552,61097,1.7603482986071328,2.0236047354433437,1.2073777146336513
27,Lugo,2018,7,2018M07,101182,52221,19111,14375,120293,66596,1.8063096882695657,1.937573007027824,1.3294608695652175
27,Lugo,2018,8,2018M08,146736,71142,22497,16056,169233,87198,1.9407899263744581,2.062579067217677,1.4011584454409567
27,Lugo,2018,9,2018M09,87614,48538,29797,24828,117411,73366,1.6003462094158056,1.8050599530264948,1.2001369421620751
27,Lugo,2018,10,2018M10,74484,38742,19479,15098,93963,53839,1.7452590129831536,1.9225646585101441,1.2901708835607366
27,Lugo,2018,11,2018M11,58525,27766,4932,2345,63457,30111,2.1074358207963866,2.107793704530721,2.1031982942430703
27,Lugo,2018,12,2018M12,49397,25847,3974,2067,53371,27914,1.9119796517876335,1.9111308855960072,1.9225931301402999
27,Lugo,2019,1,2019M01,35051,19120,4182,1441,39233,20562,1.9080342379145998,1.8332112970711296,2.902151283830673
27,Lugo,2019,2,2019M02,39011,21449,4303,1723,43314,23173,1.8691580718940146,1.8187794302764697,2.497388276262333
27,Lugo,2019,3,2019M03,50100,25975,7762,3544,57862,29519,1.9601612520749347,1.9287776708373436,2.190180586907449
27,Lugo,2019,4,2019M04,70675,38959,22120,16125,92795,55083,1.6846395439609316,1.8140866038656023,1.3717829457364341
27,Lugo,2019,5,2019M05,72888,41705,31990,26670,104878,68375,1.5338647166361974,1.7477041122167605,1.1994750656167978
27,Lugo,2019,6,2019M06,84947,46066,31097,24886,116044,70952,1.63552824444695,1.8440281335475188,1.2495780760266817
27,Lugo,2019,7,2019M07,111380,58132,24941,18434,136321,76566,1.7804377922315389,1.915984311566779,1.3529890419876316
27,Lugo,2019,8,2019M08,161741,81828,26410,19447,188151,101274,1.8578411043308254,1.9765972527741116,1.3580500848459918
27,Lugo,2019,9,2019M09,89641,50935,37620,31119,127260,82054,1.5509298754478757,1.759909688819083,1.2089077412513256
27,Lugo,2019,10,2019M10,76702,43525,27012,22334,103713,65859,1.5747733794925522,1.7622515795519815,1.2094564341362943
27,Lugo,2019,11,2019M11,63391,25895,4851,2209,68241,28104,2.4281596925704525,2.448001544699749,2.1960162969669534
27,Lugo,2019,12,2019M12,53212,25213,3633,1746,56845,26958,2.1086504933600416,2.1104985523341133,2.0807560137457046
27,Lugo,2020,1,2020M01,33861,18995,3054,1516,36915,20510,1.7998537298878596,1.7826270071071335,2.0145118733509233
27,Lugo,2020,2,2020M02,43831,25185,4159,1998,47990,27184,1.7653766921718659,1.7403613261862219,2.0815815815815815
27,Lugo,2020,3,2020M03,21934,12494,2354,1324,24289,13818,1.757779707627732,1.7555626700816391,1.7779456193353473
27,Lugo,2020,4,2020M04,0,0,0,0,0,0,,,
27,Lugo,2020,5,2020M05,1111,505,173,80,1285,585,2.1965811965811968,2.2,2.1625
27,Lugo,2020,6,2020M06,15295,8569,864,358,16159,8927,1.8101265822784811,1.7849223946784922,2.4134078212290504
27,Lugo,2020,7,2020M07,48195,27185,3161,2037,51356,29221,1.7575031655316382,1.7728526761081478,1.551791850760923
27,Lugo,2020,8,2020M08,99151,52249,6310,3836,105461,56084,1.8804115255687897,1.89766311316963,1.6449426485922836
27,Lugo,2020,9,2020M09,48579,29076,4481,2456,53060,31532,1.6827349993657237,1.6707593891869583,1.8245114006514658
27,Lugo,2020,10,2020M10,37343,22890,3214,1538,40557,24428,1.6602669068282299,1.6314110965487112,2.0897269180754225
27,Lugo,2020,11,2020M11,13864,6379,1705,517,15568,6896,2.25754060324826,2.1733814077441607,3.297872340425532
27,Lugo,2020,12,2020M12,11408,6377,1327,414,12735,6792,1.875,1.7889289634624432,3.2053140096618358
27,Lugo,2021,1,2021M01,9931,5173,1723,472,11654,5644,2.0648476257973067,1.919775758747342,3.6504237288135593
27,Lugo,2021,2,2021M02,9362,4735,1848,357,11209,5092,2.2012961508248234,1.9771911298838438,5.176470588235294
27,Lugo,2021,3,2021M03,19878,12237,2084,611,21963,12847,1.7095820035806024,1.6244177494483942,3.4108019639934533
27,Lugo,2021,4,2021M04,23563,13877,1528,709,25091,14586,1.720211161387632,1.6979894789940189,2.155148095909732
27,Lugo,2021,5,2021M05,38687,24045,2908,2105,41596,26151,1.5906083897365302,1.608941567893533,1.3814726840855107
27,Lugo,2021,6,2021M06,64772,39225,5132,4033,69904,43258,1.6159785473207269,1.6512938177182919,1.272501859657823
27,Lugo,2021,7,2021M07,124031,73480,11481,8789,135512,82268,1.6472018281713425,1.68795590636908,1.3062919558539083
27,Lugo,2021,8,2021M08,183550,100984,12694,10047,196244,111031,1.7674703461195522,1.8176146716311494,1.263461729869613
27,Lugo,2021,9,2021M09,104482,64093,18241,14884,122722,78977,1.5538954379123036,1.6301624202330989,1.2255442085460897
27,Lugo,2021,10,2021M10,84467,50773,15093,12560,99560,63333,1.5720082737277565,1.663620428180332,1.201671974522293
27,Lugo,2021,11,2021M11,45893,26657,5079,3302,50972,29958,1.7014486948394418,1.7216115841992723,1.5381586917019987
27,Lugo,2021,12,2021M12,34604,19059,2910,1389,37514,20448,1.8346048513302033,1.815625163964531,2.0950323974082075
27,Lugo,2022,1,2022M01,26543,15178,2673,1028,29216,16206,1.8027890904603234,1.7487811305837395,2.600194552529183
27,Lugo,2022,2,2022M02,35554,20387,3342,1652,38897,22040,1.7648366606170598,1.743954480796586,2.023002421307506
27,Lugo,2022,3,2022M03,42589,25183,6886,4318,49475,29502,1.6770049488170293,1.6911805583131478,1.5947197776748494
27,Lugo,2022,4,2022M04,73448,46688,15197,12083,88645,58770,1.508337587204356,1.5731665524331735,1.2577174542746006
27,Lugo,2022,5,2022M05,69719,46610,29666,25110,99385,71720,1.3857361963190185,1.4957948937996137,1.181441656710474
27,Lugo,2022,6,2022M06,81414,48858,29581,24760,110995,73618,1.5077155043603467,1.6663391870318065,1.194709208400646
27,Lugo,2022,7,2022M07,123736,71689,24848,19315,148583,91004,1.6327084523757198,1.7260109640251642,1.2864612995081544
27,Lugo,2022,8,2022M08,167735,90797,23253,17783,190988,108580,1.7589611346472647,1.8473627983303413,1.3075971433391442
27,Lugo,2022,9,2022M09,99751,61765,38779,32015,138531,93780,1.477191298784389,1.615008499959524,1.2112759643916915
27,Lugo,2022,10,2022M10,79102,46484,24583,21110,103685,67595,1.533915230416451,1.7017038120643662,1.1645191852202748
27,Lugo,2022,11,2022M11,46347,26377,6786,4270,53133,30648,1.7336530931871574,1.7570989877544831,1.5892271662763466
27,Lugo,2022,12,2022M12,39049,22705,4306,2013,43356,24718,1.7540254065862935,1.7198414446157233,2.139095876800795
27,Lugo,2023,1,2023M01,32751,18271,3409,1948,36160,20219,1.7884168356496364,1.7925127250834656,1.75
27,Lugo,2023,2,2023M02,36876,21011,4009,2024,40885,23034,1.774984805070765,1.7550806720289371,1.9807312252964426
27,Lugo,2023,3,2023M03,49813,28483,7692,5860,57505,34343,1.6744314707509536,1.7488677456728574,1.312627986348123
27,Lugo,2023,4,2023M04,80306,47340,21885,18348,102191,65688,1.5557027158689563,1.6963667089142374,1.1927730542838457
27,Lugo,2023,5,2023M05,69208,41492,41528,35698,110736,77190,1.4345899727944034,1.66798418972332,1.1633144713989578
27,Lugo,2023,6,2023M06,85826,50772,36609,29543,122435,80315,1.5244350370416484,1.6904199164894036,1.2391767931489692
27,Lugo,2023,7,2023M07,121228,67173,24616,19468,145844,86641,1.6833139045024872,1.8047132032215325,1.2644339428806246
27,Lugo,2023,8,2023M08,167976,81273,28445,20431,196421,101704,1.9313006371430819,2.0668118563360527,1.3922470755224903
27,Lugo,2023,9,2023M09,93816,56441,46706,37343,140522,93784,1.4983579288578008,1.6621959214046527,1.2507297217684707
27,Lugo,2023,10,2023M10,82199,45606,29002,24304,111201,69910,1.5906308110427694,1.8023724948471693,1.1933015141540486
27,Lugo,2023,11,2023M11,47133,24469,7015,4678,54147,29147,1.8577212062991046,1.9262331930197392,1.499572466866182
27,Lugo,2023,12,2023M12,44078,22474,5320,2598,49398,25072,1.970245692405871,1.961288600160185,2.0477290223248654
27,Lugo,2024,1,2024M01,30983,16855,4377,1746,35360,18602,1.9008708740995592,1.8382082468110352,2.506872852233677
27,Lugo,2024,2,2024M02,38605,21224,5886,2403,44491,23626,1.8831372217049014,1.8189313984168864,2.449438202247191
27,Lugo,2024,3,2024M03,60215,35150,12536,8191,72750,43341,1.6785491797605039,1.7130867709815079,1.5304602612623612
27,Lugo,2024,4,2024M04,65209,38734,28385,23696,93594,62429,1.4992070992647648,1.683508029121702,1.197881498987171
27,Lugo,2024,5,2024M05,78762,47828,48438,39527,127200,87355,1.4561272966630416,1.6467759471439325,1.2254408379082653
27,Lugo,2024,6,2024M06,91026,50508,36702,29218,127729,79726,1.6020996914431929,1.8022095509622238,1.2561434732014511
27,Lugo,2024,7,2024M07,125276,70642,29381,22543,154657,93185,1.6596769866394807,1.7733925993035304,1.3033314110810452
27,Lugo,2024,8,2024M08,185288,95147,30509,22266,215797,117412,1.8379467175416482,1.9473866753549771,1.3702056947812808
27,Lugo,2024,9,2024M09,102542,59190,49780,41248,152322,100438,1.5165773910273004,1.7324210170636931,1.2068463925523663
27,Lugo,2024,10,2024M10,87007,48162,34685,28937,121692,77100,1.5783657587548638,1.8065487313649766,1.19863842139821
27,Lugo,2024,11,2024M11,63245,31818,6308,4343,69554,36161,1.9234534443184645,1.9877113583506192,1.4524522219663827
27,Lugo,2024,12,2024M12,44555,23976,4456,2241,49011,26217,1.8694358622267995,1.8583166499833166,1.9883980365908076
27,Lugo,2025,1,2025M01,37261,20707,3320,2084,40582,22791,1.7806151551050853,1.7994398029651808,1.5930902111324377
27,Lugo,2025,2,2025M02,40448,23933,3262,2237,43710,26170,1.6702330913259458,1.6900513934734467,1.4582029503799732
27,Lugo,2025,3,2025M03,53812,30465,9242,6516,63055,36981,1.7050647629863984,1.7663548334153947,1.4183548189073052
27,Lugo,2025,4,2025M04,89342,54121,31350,25456,120692,79577,1.5166693893964336,1.6507825058664845,1.231536769327467
27,Lugo,2025,5,2025M05,92093,53332,52173,43899,144266,97231,1.483744896175088,1.726786919672992,1.188478097450967
27,Lugo,2025,6,2025M06,108395,65047,46895,38620,155290,103667,1.4979694599052735,1.666410441680631,1.2142672190574832
27,Lugo,2025,7,2025M07,138224,75674,32490,22993,170714,98667,1.7302036141769792,1.8265718740914978,1.4130387509241944
27,Lugo,2025,8,2025M08,189231,101518,28607,22114,217837,123632,1.761979099262327,1.864014263480368,1.2936149045853305
27,Lugo,2025,9,2025M09,113568,67376,56556,46349,170124,113725,1.4959243789843921,1.68558537164569,1.2202205009816824
27,Lugo,2025,10,2025M10,93048,55247,37899,31847,130947,87094,1.5035134452430707,1.6842181475917244,1.190033598141112
27,Lugo,2025,11,2025M11,61214,31827,7214,5433,68428,37260,1.8365002683843263,1.923335532723788,1.3278115221792748
27,Lugo,2025,12,2025M12,50675,27009,4470,3159,55145,30168,1.8279302572262,1.876226443037506,1.4150047483380817
28,Madrid,2015,1,2015M01,811339,462514,638299,280151,1449639,742665,1.9519419926884936,1.7541933865785684,2.2784105714418295
28,Madrid,2015,2,2015M02,771331,467203,646523,301074,1417854,768277,1.8454984335077063,1.650954724177713,2.147389013996559
28,Madrid,2015,3,2015M03,839693,498019,892097,395713,1731790,893732,1.9377061579981472,1.6860661942616648,2.254404075681112
28,Madrid,2015,4,2015M04,947981,539993,975838,429585,1923818,969578,1.9841807466753578,1.7555431274109108,2.2715830394450456
28,Madrid,2015,5,2015M05,943807,542958,1161340,515489,2105146,1058447,1.988900719639245,1.7382688900430605,2.252889974373847
28,Madrid,2015,6,2015M06,905375,545435,984506,441394,1889881,986829,1.9151048459256872,1.6599136469056808,2.2304471741799845
28,Madrid,2015,7,2015M07,817246,496077,1003491,456587,1820737,952664,1.9112058396244636,1.6474176387939776,2.197808960833313
28,Madrid,2015,8,2015M08,845434,475035,879121,399744,1724555,874779,1.9714179238413359,1.779729914637869,2.199209994396414
28,Madrid,2015,9,2015M09,950012,558525,1071351,479925,2021363,1038449,1.9465212061449335,1.7009301284633633,2.2323300515705577
28,Madrid,2015,10,2015M10,956161,554028,1218988,546624,2175149,1100652,1.9762368123621272,1.7258351563458887,2.2300301486945324
28,Madrid,2015,11,2015M11,881684,520701,858821,386045,1740505,906746,1.9195066755188332,1.6932635043911957,2.2246655182685955
28,Madrid,2015,12,2015M12,981202,555675,713488,313894,1694690,869568,1.9488872635607566,1.7657839564493634,2.2730221030029245
28,Madrid,2016,1,2016M01,803406,461845,720981,309360,1524388,771205,1.976631375574588,1.739557643798244,2.330556633048875
28,Madrid,2016,2,2016M02,871472,512426,760213,347169,1631685,859596,1.8981998520235088,1.7006787321486418,2.189749084739709
28,Madrid,2016,3,2016M03,908623,520687,936923,431885,1845545,952571,1.9374356347190917,1.7450464482501002,2.1693807379279204
28,Madrid,2016,4,2016M04,790756,504347,1062635,473663,1853391,978009,1.8950653828339004,1.5678808439427616,2.2434410118586423
28,Madrid,2016,5,2016M05,867609,552365,1149879,517324,2017488,1069689,1.8860509923912465,1.5707168267359446,2.222744353635246
28,Madrid,2016,6,2016M06,854091,546344,1084459,490831,1938550,1037175,1.8690674187094753,1.563284304394301,2.2094346119132653
28,Madrid,2016,7,2016M07,841845,502468,1051676,466648,1893521,969116,1.953864140102939,1.6754201262567965,2.253681575834462
28,Madrid,2016,8,2016M08,857198,476530,959303,426467,1816501,902997,2.0116356975715313,1.7988332319056513,2.249419064077643
28,Madrid,2016,9,2016M09,895871,537433,1163990,519874,2059861,1057307,1.9482146623449954,1.6669445307601134,2.238984830939805
28,Madrid,2016,10,2016M10,961972,557933,1170434,527102,2132406,1085035,1.9652877556945167,1.724171181844415,2.2205076057385478
28,Madrid,2016,11,2016M11,881446,525293,868443,392514,1749889,917807,1.9065980102570583,1.6780082734778494,2.2125147128510068
28,Madrid,2016,12,2016M12,981037,546597,792231,342208,1773267,888804,1.9951159085692685,1.7948086067065865,2.3150569244436134
28,Madrid,2017,1,2017M01,856283,485984,835084,361600,1691367,847583,1.9955178430902931,1.7619571837755976,2.3094137168141593
28,Madrid,2017,2,2017M02,862468,512811,829793,374867,1692260,887678,1.9063894790678602,1.6818437982024566,2.2135664115539644
28,Madrid,2017,3,2017M03,882747,527856,1011910,456020,1894658,983876,1.9257081176896276,1.6723254069291624,2.2190035524757685
28,Madrid,2017,4,2017M04,943240,536729,1222393,530303,2165634,1067032,2.029586741541022,1.7573859433717947,2.3050840745762327
28,Madrid,2017,5,2017M05,920437,553773,1247879,548690,2168316,1102462,1.9667943203484564,1.6621196771962519,2.274287849240919
28,Madrid,2017,6,2017M06,898539,536784,1264354,536206,2162892,1072991,2.015759684843582,1.6739302959849771,2.357963170870897
28,Madrid,2017,7,2017M07,846413,511157,1226861,530222,2073274,1041379,1.9908928449680663,1.6558767658468925,2.313862872532637
28,Madrid,2017,8,2017M08,842081,478174,1124879,477992,1966960,956166,2.0571323389453298,1.7610346861184423,2.353342733769603
28,Madrid,2017,9,2017M09,872362,518868,1253304,552969,2125666,1071837,1.9831989378982064,1.6812792463593824,2.266499568691916
28,Madrid,2017,10,2017M10,919497,532131,1264950,568157,2184448,1100288,1.985342019543974,1.7279523275283717,2.2264092495560206
28,Madrid,2017,11,2017M11,932832,541722,1005803,429502,1938635,971224,1.9960740261772774,1.7219754781973042,2.34178886245
28,Madrid,2017,12,2017M12,1064621,602508,875888,361568,1940509,964076,2.0128174542256003,1.7669823471223618,2.4224710151340827
28,Madrid,2018,1,2018M01,896539,514887,850891,349721,1747430,864607,2.021068531714409,1.741234484459697,2.4330566365760133
28,Madrid,2018,2,2018M02,891220,530705,839162,375898,1730383,906604,1.908642582649095,1.6793133661827193,2.232419432931274
28,Madrid,2018,3,2018M03,955408,564073,1047637,466030,2003045,1030103,1.9445094325518903,1.6937665869488523,2.2480033474239858
28,Madrid,2018,4,2018M04,876416,520285,1205943,521134,2082360,1041419,1.9995410108707445,1.6844921533390353,2.3140746909624013
28,Madrid,2018,5,2018M05,939310,562675,1249670,538731,2188981,1101406,1.9874424145138123,1.6693650864175589,2.3196548927015526
28,Madrid,2018,6,2018M06,963585,575242,1225162,553034,2188747,1128276,1.9399038887648057,1.6750950034941816,2.2153466152171477
28,Madrid,2018,7,2018M07,861847,516910,1251419,570828,2113266,1087738,1.9428079188186862,1.6673057205316206,2.1922873439985424
28,Madrid,2018,8,2018M08,854666,481301,1070532,476607,1925198,957909,2.009792161885941,1.7757411682086677,2.2461524904166326
28,Madrid,2018,9,2018M09,935194,554765,1253989,560508,2189183,1115273,1.9629122196986746,1.6857480194316512,2.237236578246876
28,Madrid,2018,10,2018M10,943710,559826,1347316,602656,2291026,1162482,1.970805569462581,1.6857202059211256,2.2356302766420644
28,Madrid,2018,11,2018M11,1002877,581438,1073916,466508,2076793,1047946,1.9817748242752966,1.7248219070648978,2.302031262057671
28,Madrid,2018,12,2018M12,1069109,598334,928281,394163,1997390,992497,2.0124897102963537,1.7868097082900187,2.3550688420780235
28,Madrid,2019,1,2019M01,881136,504310,888710,368785,1769846,873095,2.027094416987842,1.7472110408280621,2.409832287104953
28,Madrid,2019,2,2019M02,880621,528779,881619,393872,1762240,922651,1.9099746274593536,1.665385728253202,2.23833885120039
28,Madrid,2019,3,2019M03,979040,579601,1197738,499689,2176778,1079289,2.0168629532961053,1.6891620269806298,2.3969669134201474
28,Madrid,2019,4,2019M04,949015,544970,1243947,520538,2192962,1065508,2.058137526888583,1.7414077839147108,2.389733314378585
