codigo_ccaa,comunidad_autonoma,codigo_provincia,provincia,sexo,anio,poblacion
01,Andalucía,29,Málaga,Mujeres,2023,895482
01,Andalucía,29,Málaga,Total,2023,1752728
01,Andalucía,29,Málaga,Hombres,2024,867140
01,Andalucía,29,Málaga,Mujeres,2024,907561
01,Andalucía,29,Málaga,Total,2024,1774701
01,Andalucía,29,Málaga,Hombres,2025,874712
01,Andalucía,29,Málaga,Mujeres,2025,916471
01,Andalucía,29,Málaga,Total,2025,1791183
15,"Navarra, Comunidad Foral de",31,Navarra,Hombres,2021,327940
15,"Navarra, Comunidad Foral de",31,Navarra,Mujeres,2021,334092
15,"Navarra, Comunidad Foral de",31,Navarra,Total,2021,662032
15,"Navarra, Comunidad Foral de",31,Navarra,Hombres,2022,329064
15,"Navarra, Comunidad Foral de",31,Navarra,Mujeres,2022,335450
15,"Navarra, Comunidad Foral de",31,Navarra,Total,2022,664514
15,"Navarra, Comunidad Foral de",31,Navarra,Hombres,2023,332575
15,"Navarra, Comunidad Foral de",31,Navarra,Mujeres,2023,339580
15,"Navarra, Comunidad Foral de",31,Navarra,Total,2023,672155
15,"Navarra, Comunidad Foral de",31,Navarra,Hombres,2024,335919
15,"Navarra, Comunidad Foral de",31,Navarra,Mujeres,2024,342414
15,"Navarra, Comunidad Foral de",31,Navarra,Total,2024,678333
15,"Navarra, Comunidad Foral de",31,Navarra,Hombres,2025,338835
15,"Navarra, Comunidad Foral de",31,Navarra,Mujeres,2025,345019
15,"Navarra, Comunidad Foral de",31,Navarra,Total,2025,683854
12,Galicia,32,Ourense,Hombres,2021,146630
12,Galicia,32,Ourense,Mujeres,2021,158667
12,Galicia,32,Ourense,Total,2021,305297
12,Galicia,32,Ourense,Hombres,2022,146112
12,Galicia,32,Ourense,Mujeres,2022,158111
12,Galicia,32,Ourense,Total,2022,304223
12,Galicia,32,Ourense,Hombres,2023,146271
12,Galicia,32,Ourense,Mujeres,2023,158292
12,Galicia,32,Ourense,Total,2023,304563
12,Galicia,32,Ourense,Hombres,2024,146181
12,Galicia,32,Ourense,Mujeres,2024,158286
12,Galicia,32,Ourense,Total,2024,304467
12,Galicia,32,Ourense,Hombres,2025,146646
12,Galicia,32,Ourense,Mujeres,2025,158632
12,Galicia,32,Ourense,Total,2025,305278
07,Castilla y León,34,Palencia,Hombres,2021,78883
07,Castilla y León,34,Palencia,Mujeres,2021,80263
07,Castilla y León,34,Palencia,Total,2021,159146
07,Castilla y León,34,Palencia,Hombres,2022,78316
07,Castilla y León,34,Palencia,Mujeres,2022,79677
07,Castilla y León,34,Palencia,Total,2022,157993
07,Castilla y León,34,Palencia,Hombres,2023,78125
07,Castilla y León,34,Palencia,Mujeres,2023,79662
07,Castilla y León,34,Palencia,Total,2023,157787
07,Castilla y León,34,Palencia,Hombres,2024,78343
07,Castilla y León,34,Palencia,Mujeres,2024,79720
07,Castilla y León,34,Palencia,Total,2024,158063
07,Castilla y León,34,Palencia,Hombres,2025,78800
07,Castilla y León,34,Palencia,Mujeres,2025,79902
07,Castilla y León,34,Palencia,Total,2025,158702
05,Canarias,35,"Palmas, Las",Hombres,2021,563160
05,Canarias,35,"Palmas, Las",Mujeres,2021,568199
05,Canarias,35,"Palmas, Las",Total,2021,1131359
05,Canarias,35,"Palmas, Las",Hombres,2022,563763
05,Canarias,35,"Palmas, Las",Mujeres,2022,569970
05,Canarias,35,"Palmas, Las",Total,2022,1133733
05,Canarias,35,"Palmas, Las",Hombres,2023,569470
05,Canarias,35,"Palmas, Las",Mujeres,2023,576373
05,Canarias,35,"Palmas, Las",Total,2023,1145843
05,Canarias,35,"Palmas, Las",Hombres,2024,576064
05,Canarias,35,"Palmas, Las",Mujeres,2024,583826
05,Canarias,35,"Palmas, Las",Total,2024,1159890
05,Canarias,35,"Palmas, Las",Hombres,2025,581743
05,Canarias,35,"Palmas, Las",Mujeres,2025,589804
05,Canarias,35,"Palmas, Las",Total,2025,1171547
12,Galicia,36,Pontevedra,Hombres,2021,457497
12,Galicia,36,Pontevedra,Mujeres,2021,488814
12,Galicia,36,Pontevedra,Total,2021,946311
12,Galicia,36,Pontevedra,Hombres,2022,456616
12,Galicia,36,Pontevedra,Mujeres,2022,488582
12,Galicia,36,Pontevedra,Total,2022,945198
12,Galicia,36,Pontevedra,Hombres,2023,456938
12,Galicia,36,Pontevedra,Mujeres,2023,489772
12,Galicia,36,Pontevedra,Total,2023,946710
12,Galicia,36,Pontevedra,Hombres,2024,457324
12,Galicia,36,Pontevedra,Mujeres,2024,490545
12,Galicia,36,Pontevedra,Total,2024,947869
12,Galicia,36,Pontevedra,Hombres,2025,457326
12,Galicia,36,Pontevedra,Mujeres,2025,490492
12,Galicia,36,Pontevedra,Total,2025,947818
17,"Rioja, La",26,"Rioja, La",Hombres,2021,157763
17,"Rioja, La",26,"Rioja, La",Mujeres,2021,161681
17,"Rioja, La",26,"Rioja, La",Total,2021,319444
17,"Rioja, La",26,"Rioja, La",Hombres,2022,157875
17,"Rioja, La",26,"Rioja, La",Mujeres,2022,161742
17,"Rioja, La",26,"Rioja, La",Total,2022,319617
17,"Rioja, La",26,"Rioja, La",Hombres,2023,159151
17,"Rioja, La",26,"Rioja, La",Mujeres,2023,163131
17,"Rioja, La",26,"Rioja, La",Total,2023,322282
17,"Rioja, La",26,"Rioja, La",Hombres,2024,159979
17,"Rioja, La",26,"Rioja, La",Mujeres,2024,164205
17,"Rioja, La",26,"Rioja, La",Total,2024,324184
17,"Rioja, La",26,"Rioja, La",Hombres,2025,161177
17,"Rioja, La",26,"Rioja, La",Mujeres,2025,165626
17,"Rioja, La",26,"Rioja, La",Total,2025,326803
07,Castilla y León,37,Salamanca,Hombres,2021,159202
07,Castilla y León,37,Salamanca,Mujeres,2021,168533
07,Castilla y León,37,Salamanca,Total,2021,327735
07,Castilla y León,37,Salamanca,Hombres,2022,158487
07,Castilla y León,37,Salamanca,Mujeres,2022,167798
07,Castilla y León,37,Salamanca,Total,2022,326285
07,Castilla y León,37,Salamanca,Hombres,2023,158779
07,Castilla y León,37,Salamanca,Mujeres,2023,168310
07,Castilla y León,37,Salamanca,Total,2023,327089
07,Castilla y León,37,Salamanca,Hombres,2024,158694
07,Castilla y León,37,Salamanca,Mujeres,2024,168858
07,Castilla y León,37,Salamanca,Total,2024,327552
07,Castilla y León,37,Salamanca,Hombres,2025,159116
07,Castilla y León,37,Salamanca,Mujeres,2025,169330
07,Castilla y León,37,Salamanca,Total,2025,328446
05,Canarias,38,Santa Cruz de Tenerife,Hombres,2021,514700
05,Canarias,38,Santa Cruz de Tenerife,Mujeres,2021,532865
05,Canarias,38,Santa Cruz de Tenerife,Total,2021,1047565
05,Canarias,38,Santa Cruz de Tenerife,Hombres,2022,516481
05,Canarias,38,Santa Cruz de Tenerife,Mujeres,2022,535393
05,Canarias,38,Santa Cruz de Tenerife,Total,2022,1051874
05,Canarias,38,Santa Cruz de Tenerife,Hombres,2023,523253
05,Canarias,38,Santa Cruz de Tenerife,Mujeres,2023,543920
05,Canarias,38,Santa Cruz de Tenerife,Total,2023,1067173
05,Canarias,38,Santa Cruz de Tenerife,Hombres,2024,528973
05,Canarias,38,Santa Cruz de Tenerife,Mujeres,2024,549891
05,Canarias,38,Santa Cruz de Tenerife,Total,2024,1078864
05,Canarias,38,Santa Cruz de Tenerife,Hombres,2025,533078
05,Canarias,38,Santa Cruz de Tenerife,Mujeres,2025,554241
05,Canarias,38,Santa Cruz de Tenerife,Total,2025,1087319
07,Castilla y León,40,Segovia,Hombres,2021,77152
07,Castilla y León,40,Segovia,Mujeres,2021,76474
07,Castilla y León,40,Segovia,Total,2021,153626
07,Castilla y León,40,Segovia,Hombres,2022,77203
07,Castilla y León,40,Segovia,Mujeres,2022,76528
07,Castilla y León,40,Segovia,Total,2022,153731
07,Castilla y León,40,Segovia,Hombres,2023,77867
07,Castilla y León,40,Segovia,Mujeres,2023,77465
07,Castilla y León,40,Segovia,Total,2023,155332
07,Castilla y León,40,Segovia,Hombres,2024,78509
07,Castilla y León,40,Segovia,Mujeres,2024,78111
07,Castilla y León,40,Segovia,Total,2024,156620
07,Castilla y León,40,Segovia,Hombres,2025,79417
07,Castilla y León,40,Segovia,Mujeres,2025,78834
07,Castilla y León,40,Segovia,Total,2025,158251
01,Andalucía,41,Sevilla,Hombres,2021,952623
01,Andalucía,41,Sevilla,Mujeres,2021,997433
01,Andalucía,41,Sevilla,Total,2021,1950056
01,Andalucía,41,Sevilla,Hombres,2022,952462
01,Andalucía,41,Sevilla,Mujeres,2022,997096
01,Andalucía,41,Sevilla,Total,2022,1949558
01,Andalucía,41,Sevilla,Hombres,2023,956407
01,Andalucía,41,Sevilla,Mujeres,2023,1002987
01,Andalucía,41,Sevilla,Total,2023,1959394
01,Andalucía,41,Sevilla,Hombres,2024,960265
01,Andalucía,41,Sevilla,Mujeres,2024,1008359
01,Andalucía,41,Sevilla,Total,2024,1968624
01,Andalucía,41,Sevilla,Hombres,2025,964221
01,Andalucía,41,Sevilla,Mujeres,2025,1013443
01,Andalucía,41,Sevilla,Total,2025,1977664
07,Castilla y León,42,Soria,Hombres,2021,44939
07,Castilla y León,42,Soria,Mujeres,2021,43857
07,Castilla y León,42,Soria,Total,2021,88796
07,Castilla y León,42,Soria,Hombres,2022,44754
07,Castilla y León,42,Soria,Mujeres,2022,43576
07,Castilla y León,42,Soria,Total,2022,88330
07,Castilla y León,42,Soria,Hombres,2023,45396
07,Castilla y León,42,Soria,Mujeres,2023,44132
07,Castilla y León,42,Soria,Total,2023,89528
07,Castilla y León,42,Soria,Hombres,2024,45733
07,Castilla y León,42,Soria,Mujeres,2024,44340
07,Castilla y León,42,Soria,Total,2024,90073
07,Castilla y León,42,Soria,Hombres,2025,45838
07,Castilla y León,42,Soria,Mujeres,2025,44345
07,Castilla y León,42,Soria,Total,2025,90183
09,Cataluña,43,Tarragona,Hombres,2021,411553
09,Cataluña,43,Tarragona,Mujeres,2021,411882
09,Cataluña,43,Tarragona,Total,2021,823435
09,Cataluña,43,Tarragona,Hombres,2022,415112
09,Cataluña,43,Tarragona,Mujeres,2022,415794
09,Cataluña,43,Tarragona,Total,2022,830906
09,Cataluña,43,Tarragona,Hombres,2023,423714
09,Cataluña,43,Tarragona,Mujeres,2023,424878
09,Cataluña,43,Tarragona,Total,2023,848592
09,Cataluña,43,Tarragona,Hombres,2024,430577
09,Cataluña,43,Tarragona,Mujeres,2024,431167
09,Cataluña,43,Tarragona,Total,2024,861744
09,Cataluña,43,Tarragona,Hombres,2025,438344
09,Cataluña,43,Tarragona,Mujeres,2025,437186
09,Cataluña,43,Tarragona,Total,2025,875530
02,Aragón,44,Teruel,Hombres,2021,68143
02,Aragón,44,Teruel,Mujeres,2021,66116
02,Aragón,44,Teruel,Total,2021,134259
02,Aragón,44,Teruel,Hombres,2022,68120
02,Aragón,44,Teruel,Mujeres,2022,66012
02,Aragón,44,Teruel,Total,2022,134132
02,Aragón,44,Teruel,Hombres,2023,68416
02,Aragón,44,Teruel,Mujeres,2023,66630
02,Aragón,44,Teruel,Total,2023,135046
02,Aragón,44,Teruel,Hombres,2024,68621
02,Aragón,44,Teruel,Mujeres,2024,66688
02,Aragón,44,Teruel,Total,2024,135309
02,Aragón,44,Teruel,Hombres,2025,69356
02,Aragón,44,Teruel,Mujeres,2025,66735
02,Aragón,44,Teruel,Total,2025,136091
08,Castilla - La Mancha,45,Toledo,Hombres,2021,357475
08,Castilla - La Mancha,45,Toledo,Mujeres,2021,352925
08,Castilla - La Mancha,45,Toledo,Total,2021,710400
08,Castilla - La Mancha,45,Toledo,Hombres,2022,360259
08,Castilla - La Mancha,45,Toledo,Mujeres,2022,356050
08,Castilla - La Mancha,45,Toledo,Total,2022,716309
08,Castilla - La Mancha,45,Toledo,Hombres,2023,367880
08,Castilla - La Mancha,45,Toledo,Mujeres,2023,363232
08,Castilla - La Mancha,45,Toledo,Total,2023,731112
08,Castilla - La Mancha,45,Toledo,Hombres,2024,373623
08,Castilla - La Mancha,45,Toledo,Mujeres,2024,369542
08,Castilla - La Mancha,45,Toledo,Total,2024,743165
08,Castilla - La Mancha,45,Toledo,Hombres,2025,379593
08,Castilla - La Mancha,45,Toledo,Mujeres,2025,375488
08,Castilla - La Mancha,45,Toledo,Total,2025,755081
10,Comunitat Valenciana,46,Valencia/València,Hombres,2021,1270661
10,Comunitat Valenciana,46,Valencia/València,Mujeres,2021,1322582
10,Comunitat Valenciana,46,Valencia/València,Total,2021,2593243
10,Comunitat Valenciana,46,Valencia/València,Hombres,2022,1277994
10,Comunitat Valenciana,46,Valencia/València,Mujeres,2022,1331328
10,Comunitat Valenciana,46,Valencia/València,Total,2022,2609322
10,Comunitat Valenciana,46,Valencia/València,Hombres,2023,1299669
10,Comunitat Valenciana,46,Valencia/València,Mujeres,2023,1357172
10,Comunitat Valenciana,46,Valencia/València,Total,2023,2656841
10,Comunitat Valenciana,46,Valencia/València,Hombres,2024,1325449
10,Comunitat Valenciana,46,Valencia/València,Mujeres,2024,1385359
10,Comunitat Valenciana,46,Valencia/València,Total,2024,2710808
10,Comunitat Valenciana,46,Valencia/València,Hombres,2025,1352792
10,Comunitat Valenciana,46,Valencia/València,Mujeres,2025,1411204
10,Comunitat Valenciana,46,Valencia/València,Total,2025,2763996
07,Castilla y León,47,Valladolid,Hombres,2021,252999
07,Castilla y León,47,Valladolid,Mujeres,2021,266381
07,Castilla y León,47,Valladolid,Total,2021,519380
07,Castilla y León,47,Valladolid,Hombres,2022,252298
07,Castilla y León,47,Valladolid,Mujeres,2022,265860
07,Castilla y León,47,Valladolid,Total,2022,518158
07,Castilla y León,47,Valladolid,Hombres,2023,253708
07,Castilla y León,47,Valladolid,Mujeres,2023,267625
07,Castilla y León,47,Valladolid,Total,2023,521333
07,Castilla y León,47,Valladolid,Hombres,2024,255534
07,Castilla y León,47,Valladolid,Mujeres,2024,269582
07,Castilla y León,47,Valladolid,Total,2024,525116
07,Castilla y León,47,Valladolid,Hombres,2025,257383
07,Castilla y León,47,Valladolid,Mujeres,2025,271261
07,Castilla y León,47,Valladolid,Total,2025,528644
07,Castilla y León,49,Zamora,Hombres,2021,83824
07,Castilla y León,49,Zamora,Mujeres,2021,85341
07,Castilla y León,49,Zamora,Total,2021,169165
07,Castilla y León,49,Zamora,Hombres,2022,83170
07,Castilla y León,49,Zamora,Mujeres,2022,84698
07,Castilla y León,49,Zamora,Total,2022,167868
07,Castilla y León,49,Zamora,Hombres,2023,82770
07,Castilla y León,49,Zamora,Mujeres,2023,84157
07,Castilla y León,49,Zamora,Total,2023,166927
07,Castilla y León,49,Zamora,Hombres,2024,82447
07,Castilla y León,49,Zamora,Mujeres,2024,83806
07,Castilla y León,49,Zamora,Total,2024,166253
07,Castilla y León,49,Zamora,Hombres,2025,81978
07,Castilla y León,49,Zamora,Mujeres,2025,83586
07,Castilla y León,49,Zamora,Total,2025,165564
02,Aragón,50,Zaragoza,Hombres,2021,476664
02,Aragón,50,Zaragoza,Mujeres,2021,497020
02,Aragón,50,Zaragoza,Total,2021,973684
02,Aragón,50,Zaragoza,Hombres,2022,474403
02,Aragón,50,Zaragoza,Mujeres,2022,494481
02,Aragón,50,Zaragoza,Total,2022,968884
02,Aragón,50,Zaragoza,Hombres,2023,479320
02,Aragón,50,Zaragoza,Mujeres,2023,500045
02,Aragón,50,Zaragoza,Total,2023,979365
02,Aragón,50,Zaragoza,Hombres,2024,483662
02,Aragón,50,Zaragoza,Mujeres,2024,504101
02,Aragón,50,Zaragoza,Total,2024,987763
02,Aragón,50,Zaragoza,Hombres,2025,490264
02,Aragón,50,Zaragoza,Mujeres,2025,508179
02,Aragón,50,Zaragoza,Total,2025,998443
07,Castilla y León,05,Ávila,Hombres,2021,79884
07,Castilla y León,05,Ávila,Mujeres,2021,79014
07,Castilla y León,05,Ávila,Total,2021,158898
07,Castilla y León,05,Ávila,Hombres,2022,80060
07,Castilla y León,05,Ávila,Mujeres,2022,79042
07,Castilla y León,05,Ávila,Total,2022,159102
07,Castilla y León,05,Ávila,Hombres,2023,80310
07,Castilla y León,05,Ávila,Mujeres,2023,79454
07,Castilla y León,05,Ávila,Total,2023,159764
07,Castilla y León,05,Ávila,Hombres,2024,80595
07,Castilla y León,05,Ávila,Mujeres,2024,79868
07,Castilla y León,05,Ávila,Total,2024,160463
07,Castilla y León,05,Ávila,Hombres,2025,80778
07,Castilla y León,05,Ávila,Mujeres,2025,79960
07,Castilla y León,05,Ávila,Total,2025,160738
