codigo_provincia,provincia,anio,alquiler_mensual_eur_m2_mediana_vivienda_colectiva,alquiler_mensual_eur_m2_mediana_vivienda_unifamiliar,alquiler_mensual_eur_m2_p25_vivienda_colectiva,alquiler_mensual_eur_m2_p25_vivienda_unifamiliar,alquiler_mensual_eur_m2_p75_vivienda_colectiva,alquiler_mensual_eur_m2_p75_vivienda_unifamiliar,alquiler_mensual_total_eur_mediana_vivienda_colectiva,alquiler_mensual_total_eur_mediana_vivienda_unifamiliar,alquiler_mensual_total_eur_p25_vivienda_colectiva,alquiler_mensual_total_eur_p25_vivienda_unifamiliar,alquiler_mensual_total_eur_p75_vivienda_colectiva,alquiler_mensual_total_eur_p75_vivienda_unifamiliar,observaciones_alquiler_vivienda_colectiva,observaciones_alquiler_vivienda_unifamiliar,superficie_m2_mediana_vivienda_colectiva,superficie_m2_mediana_vivienda_unifamiliar,superficie_m2_p25_vivienda_colectiva,superficie_m2_p25_vivienda_unifamiliar,superficie_m2_p75_vivienda_colectiva,superficie_m2_p75_vivienda_unifamiliar
08,Barcelona,2017,9.42982456140351,6.10687022900763,6.61764705882353,3.64145658263305,13.56112505256,9.81385281385281,650.0,750.0,485.245,487.5,1000.0,1224.0,263782.0,30352.0,73.0,180.0,59.0,121.0,90.0,255.0
08,Barcelona,2018,10.0,6.34920634920635,6.95252977878616,3.83141762452107,14.4615288461538,10.2739726027397,694.0,780.0,500.0,500.0,1050.0,1299.77666666667,276377.0,31240.0,73.0,180.0,59.0,120.0,90.0,255.0
09,Burgos,2015,5.97014925373134,3.74067164179104,4.35964285714286,2.12493599590374,9.18367346938775,5.92484698681733,450.0,442.616635802469,348.333333333333,299.753694581281,723.598333333333,700.0,8055.0,697.0,81.0,167.0,67.0,120.0,101.0,217.0
09,Burgos,2016,6.12244897959184,3.87819888887175,4.52432266009852,2.38095238095238,9.43396226415094,6.08554108666367,464.899244332494,450.0,350.0,300.0,760.0,740.535833333333,8817.0,743.0,81.0,165.0,67.0,119.0,101.0,223.25
09,Burgos,2017,6.25,3.94736842105263,4.6875,2.52584569431757,9.55555555555556,6.12870915237261,475.0,466.666666666667,363.333333333333,321.875,774.44,758.0,9204.0,814.0,81.0,165.0,67.0,123.0,101.0,226.0
09,Burgos,2018,6.46849647266314,3.94736842105263,4.85744047619048,2.53968253968254,10.0,6.29370629370629,497.451666666667,483.333333333333,377.067708333333,325.0,800.0,800.0,9901.0,856.0,80.0,165.0,66.0,122.0,100.0,225.0
10,Cáceres,2015,4.16666666666667,2.7027027027027,2.90931303778526,1.61427676040985,6.32183908045977,4.16666666666667,375.0,320.0,272.022195512821,200.0,591.435185185185,500.0,4961.0,1066.0,97.0,176.0,77.0,130.0,117.0,232.0
10,Cáceres,2016,4.29520222045995,2.95419771485345,3.07692307692308,1.74136722731906,6.52176630434783,4.46163617886179,390.0,350.0,291.666666666667,210.0,600.0,550.0,5545.0,1211.0,97.0,177.0,77.25,129.0,116.0,230.25
10,Cáceres,2017,4.34782608695652,2.95918367346939,3.125,1.75682261208577,6.53846153846154,4.52031893004115,390.0,350.0,300.0,208.333333333333,600.0,550.0,5988.0,1342.0,96.0,171.0,77.0,126.0,115.0,228.0
10,Cáceres,2018,4.44949536503757,2.99145299145299,3.24074074074074,1.80322468362298,6.72453191803037,4.60654288240495,400.0,350.0,300.0,225.0,600.0,550.0,6473.0,1450.0,96.0,171.0,77.0,128.5,115.0,228.0
11,Cádiz,2015,6.02409638554217,5.21739130434783,4.28571428571429,3.22051397205589,9.16666666666667,8.97435897435897,453.883617963314,600.0,347.833333333333,375.0,700.0,1110.61,13412.0,4792.0,81.0,141.0,66.0,104.0,99.0,215.0
11,Cádiz,2016,6.35792138895587,5.6390977443609,4.44444444444444,3.6231884057971,9.61538461538462,9.73597359735974,483.333333333333,666.666666666667,350.0,400.0,754.805332969432,1200.0,15071.0,5300.0,81.0,140.0,66.0,103.0,99.0,215.0
11,Cádiz,2017,6.39251207729469,5.69105691056911,4.5343137254902,3.59442452304693,9.63333333333333,9.83672659968271,483.333333333333,650.0,350.0,400.0,750.0,1201.75,16596.0,5571.0,80.0,139.0,65.0,103.0,98.0,210.0
11,Cádiz,2018,6.57894736842105,5.80357142857143,4.69483568075117,3.72340425531915,10.0,10.0,500.0,656.666666666667,362.5,400.0,780.0,1200.0,17723.0,5776.0,80.0,136.0,65.0,101.0,98.0,208.0
12,Castellón/Castelló,2015,3.81176470588235,3.44827586206897,2.7027027027027,2.08668890146964,5.8252427184466,5.51084503302466,330.0,360.0,250.0,250.0,500.0,600.0,13238.0,2234.0,94.0,158.0,75.0,112.0,112.0,213.0
12,Castellón/Castelló,2016,3.94736842105263,3.50877192982456,2.8169014084507,2.14592274678112,6.02693860078278,5.80290712468193,350.0,395.833333333333,250.0,250.0,500.005416666667,600.0,14687.0,2484.0,94.0,158.0,75.0,113.0,112.0,213.0
12,Castellón/Castelló,2017,4.0983606557377,3.68773946360153,2.94117647058824,2.29885057471264,6.27906976744186,6.13797204876598,350.0,400.0,270.0,250.0,540.0,650.0,15836.0,2650.0,93.0,154.0,74.0,112.0,111.0,210.0
12,Castellón/Castelló,2018,4.28607066732251,3.81401669274909,3.04347826086956,2.40780651340996,6.55737704918033,6.36363636363636,360.0,400.0,280.0,260.0,565.0,686.833370837084,17117.0,2845.0,93.0,156.0,74.0,112.0,111.0,209.0
13,Ciudad Real,2015,4.58333333333333,2.69230769230769,3.2520325203252,1.68067226890756,6.96517412935323,4.22535211267606,350.0,350.0,272.083333333333,230.02300230023,558.333333333333,540.0,4656.0,1148.0,86.0,176.0,68.0,131.0,105.0,240.0
13,Ciudad Real,2016,4.73333860759494,2.69230769230769,3.40909090909091,1.68067226890756,7.2463768115942,4.54545454545455,365.0,341.666666666667,275.0,225.0,600.0,550.0,5313.0,1312.0,85.0,175.0,68.0,129.0,105.0,243.0
13,Ciudad Real,2017,4.6875,2.77777777777778,3.39805825242718,1.74857123870282,7.05882352941176,4.5868897234551,360.0,350.0,280.0,240.0,573.75,551.65,5950.0,1457.0,85.0,174.0,68.0,129.0,104.0,238.75
13,Ciudad Real,2018,4.7787610619469,3.04347826086956,3.48837209302326,1.91330027765804,7.31707317073171,4.85109223300971,366.666666666667,380.0,290.0,250.0,600.0,600.0,6528.0,1591.0,85.0,173.0,68.0,131.0,105.0,239.0
14,Córdoba,2015,5.72309195799592,3.36958256029685,3.94736842105263,2.0009291023442,8.48736061055756,5.5809620596206,450.0,423.726851851852,326.666666666667,266.666666666667,700.0,756.200329896907,8179.0,1001.0,85.0,162.5,67.0,119.0,103.0,253.75
14,Córdoba,2016,6.03448275862069,3.57142857142857,4.11522633744856,2.1551724137931,8.88251366120219,5.84795321637427,468.333333333333,476.32270597646,350.0,300.0,730.0,800.0,9088.0,1128.0,84.0,163.0,67.0,118.0,103.0,254.0
14,Córdoba,2017,6.04281135531136,3.62903225806452,4.23728813559322,2.26758535582065,8.91891891891892,5.96999827823692,460.0,470.525416666667,350.0,300.0,720.0,800.0,9801.0,1242.0,83.0,165.0,67.0,116.5,102.0,250.0
14,Córdoba,2018,6.21890547263682,3.72340425531915,4.3010752688172,2.27272727272727,9.24528301886793,6.09365228267667,480.0,475.44,350.0,300.0,760.0,800.0,10584.0,1394.0,83.0,163.0,67.0,119.0,102.0,252.5
15,"Coruña, A",2015,5.26315789473684,3.2051282051282,3.72340425531915,1.85185185185185,8.0,5.26187460275586,400.0,400.0,300.0,250.0,625.0,700.0,33456.0,3114.0,86.0,209.0,70.0,135.0,105.0,288.5
15,"Coruña, A",2016,5.40540540540541,3.33333333333333,3.82978723404255,1.96496086610768,8.23529411764706,5.42329396637935,419.793333333333,416.666666666667,300.0,264.605,650.0,700.0,36355.0,3382.0,86.0,208.0,70.0,135.0,105.0,286.0
15,"Coruña, A",2017,5.53846153846154,3.4375,3.92996002906977,2.02617174136161,8.45070422535211,5.61797752808989,425.0,425.0,316.666666666667,280.0,660.0,730.0,38734.0,3598.0,85.0,207.0,69.0,133.0,104.0,288.0
15,"Coruña, A",2018,5.68181818181818,3.54381443298969,4.05386742917616,2.10526315789474,8.64197530864198,5.81395348837209,438.333333333333,450.0,325.0,295.0,680.0,750.07500750075,41277.0,3886.0,85.0,204.0,69.0,132.0,104.0,287.0
16,Cuenca,2015,4.59016393442623,2.61824324324324,3.25704225352113,1.59478945506016,7.04225352112676,4.16666666666667,400.0,300.0,300.0,200.493333333333,644.117647058824,490.0,2084.0,630.0,104.0,180.0,83.0,124.5,127.0,267.5
16,Cuenca,2016,4.71698113207547,2.80528542061986,3.34120481927711,1.7101334738321,7.3394495412844,4.63600824175824,416.666666666667,300.0025,300.0,225.0,687.5,500.00375,2264.0,677.0,104.0,172.0,83.0,120.25,127.0,269.75
16,Cuenca,2017,4.67619218787443,2.75409954489634,3.38983050847458,1.76716150995432,7.26485354456348,4.56493506493506,408.333333333333,320.0,300.0,225.0,666.666666666667,500.0,2451.0,785.0,104.0,172.0,83.0,120.0,127.0,267.0
16,Cuenca,2018,4.76190476190476,2.83018867924528,3.47826086956522,1.88679245283019,7.5,4.63293650793651,420.0,333.333333333333,320.0,249.375,700.0,550.0,2672.0,807.0,104.0,175.5,84.0,124.75,128.0,271.0
17,Girona,2015,6.0585046728972,4.22818791946309,4.40699807793116,2.43722675174288,8.88888888888889,6.49060658792097,450.0,534.416666666667,350.0,366.666666666667,700.0,850.0,23930.0,9278.0,81.0,187.0,64.0,128.0,99.0,291.0
17,Girona,2016,6.17647058823529,4.41367777680704,4.5286980448455,2.61627906976744,9.15858215893521,6.76841281607775,464.343333333333,550.0,360.0,380.0,704.006666666667,887.5,26350.0,9949.0,80.0,185.0,64.0,127.0,99.0,286.0
17,Girona,2017,6.43939393939394,4.57159391534392,4.72222222222222,2.73984562898672,9.51343396226415,7.04225352112676,490.0,564.775,377.346458333333,400.0,746.482617586912,900.0,28003.0,10243.0,80.0,185.0,63.0,126.75,98.0,286.0
17,Girona,2018,6.73076923076923,4.71294642857143,4.93224910394265,2.86885245901639,9.95670995670996,7.33333333333333,500.0,600.0,400.0,400.0,783.86,942.964166666667,29796.0,10540.0,80.0,184.0,63.0,126.0,98.0,286.0
18,Granada,2015,4.84496124031008,3.73348773374507,3.50467289719626,2.41992923444536,7.40740740740741,5.87284530904834,408.333333333333,450.0,300.0,300.0,625.0,745.78,16003.0,3005.0,90.0,175.0,72.0,132.0,111.0,224.0
18,Granada,2016,5.17241379310345,3.89586748203253,3.7037037037037,2.56709363227823,7.89473684210526,6.25,445.0,475.0,300.0,316.666666666667,666.666666666667,762.291666666667,17765.0,3379.0,89.0,174.0,72.0,130.0,110.0,220.0
18,Granada,2017,5.26315789473684,3.94736842105263,3.81937056737589,2.70042194092827,8.0306012884753,6.32911392405063,445.0,480.0,316.666666666667,333.333333333333,670.0,800.0,19611.0,3736.0,88.0,172.0,71.0,129.0,109.0,219.0
18,Granada,2018,5.49450549450549,4.0983606557377,3.972354590311,2.75229357798165,8.44444444444444,6.60869565217391,457.5,500.0,330.0,343.333333333333,700.0,800.0,20911.0,3980.0,87.0,173.0,71.0,127.0,108.0,219.0
19,Guadalajara,2015,5.72060212418301,4.26448436753738,4.26829268292683,2.84509816312774,8.80560844729098,6.61918342965006,450.0,550.0,350.0,350.0,700.0,825.0,5551.0,1781.0,85.0,171.0,70.0,135.0,102.0,222.75
19,Guadalajara,2016,5.89285714285714,4.46743697478992,4.42677801724138,3.0,9.09090909090909,7.04380467829,450.0,575.0,350.0,365.0,720.0,900.0,6255.0,1987.0,85.0,170.0,70.0,134.0,102.0,222.0
19,Guadalajara,2017,6.07733584131327,4.57372304701308,4.58715596330275,3.2051282051282,9.375,7.3394495412844,450.0,600.0,360.0,400.0,750.0,900.0,6935.0,2161.0,85.0,168.0,70.0,132.0,102.0,218.0
19,Guadalajara,2018,6.32911392405063,4.74683544303797,4.75,3.26086956521739,9.72222222222222,7.58420986395008,480.0,600.0,375.0,400.0,800.0,954.438333333333,7720.0,2378.0,85.0,166.0,70.0,130.0,102.0,216.0
21,Huelva,2015,5.19047619047619,3.68034055727554,3.68421052631579,2.41832968835429,7.69230769230769,6.01515151515152,400.0,400.0,300.0,275.0,620.0,619.0625,3060.0,1203.0,86.0,122.0,69.0,98.0,103.0,176.0
21,Huelva,2016,5.65116279069768,3.88888888888889,3.90243902439024,2.52747252747253,8.29058441558442,6.25,425.0,400.0,325.0,291.666666666667,682.701590909091,685.0,3506.0,1340.0,85.0,122.0,68.0,98.0,102.0,171.0
21,Huelva,2017,5.48780487804878,3.94736842105263,3.9445885841364,2.69499105545617,8.16326530612245,6.20293519485517,412.5,400.0,325.0,300.0,651.66,700.0,4029.0,1470.0,84.0,123.0,68.0,98.0,101.0,177.0
21,Huelva,2018,5.66292134831461,4.04040404040404,4.0915854978355,2.75229357798165,8.57142857142857,6.25,429.166666666667,400.0,341.041666666667,300.0,686.244293429343,700.0,4446.0,1644.0,84.0,120.0,68.0,96.0,101.0,169.0
