provincia,anio,trimestre,periodo,valor_transacciones_miles_euros
Castellón/Castelló,2007,1,2007-T1,60531.4
Castellón/Castelló,2007,2,2007-T2,28401.4
Castellón/Castelló,2007,3,2007-T3,35350.08147999999
Castellón/Castelló,2007,4,2007-T4,46774.7
Castellón/Castelló,2008,1,2008-T1,45499.3
Castellón/Castelló,2008,2,2008-T2,31093.8
Castellón/Castelló,2008,3,2008-T3,32829.64
Castellón/Castelló,2008,4,2008-T4,27644.85
Castellón/Castelló,2009,1,2009-T1,15754.89
Castellón/Castelló,2009,2,2009-T2,16600.12
Castellón/Castelló,2009,3,2009-T3,50078.83
Castellón/Castelló,2009,4,2009-T4,21309.36
Castellón/Castelló,2010,1,2010-T1,19117.58
Castellón/Castelló,2010,2,2010-T2,17636.3
Castellón/Castelló,2010,3,2010-T3,36474.3
Castellón/Castelló,2010,4,2010-T4,27913.55
Castellón/Castelló,2011,1,2011-T1,43274.41
Castellón/Castelló,2011,2,2011-T2,6059.77
Castellón/Castelló,2011,3,2011-T3,14038.94
Castellón/Castelló,2011,4,2011-T4,10218.71
Castellón/Castelló,2012,1,2012-T1,28103.43
Castellón/Castelló,2012,2,2012-T2,12176.62
Castellón/Castelló,2012,3,2012-T3,11994.91
Castellón/Castelló,2012,4,2012-T4,3028.43
Castellón/Castelló,2013,1,2013-T1,2335.39
Castellón/Castelló,2013,2,2013-T2,6217.35
Castellón/Castelló,2013,3,2013-T3,4413.21
Castellón/Castelló,2013,4,2013-T4,7311.33
Castellón/Castelló,2014,1,2014-T1,3811.98
Castellón/Castelló,2014,2,2014-T2,5021.54
Castellón/Castelló,2014,3,2014-T3,9859.19
Castellón/Castelló,2014,4,2014-T4,10185.09
Castellón/Castelló,2015,1,2015-T1,5031.45
Castellón/Castelló,2015,2,2015-T2,1366.48
Castellón/Castelló,2015,3,2015-T3,5195.74
Castellón/Castelló,2015,4,2015-T4,3956.25
Castellón/Castelló,2016,1,2016-T1,8339.28
Castellón/Castelló,2016,2,2016-T2,7077.83
Castellón/Castelló,2016,3,2016-T3,6531.32
Castellón/Castelló,2016,4,2016-T4,7148.37
Castellón/Castelló,2017,1,2017-T1,6473.64
Castellón/Castelló,2017,2,2017-T2,3767.87
Castellón/Castelló,2017,3,2017-T3,5956.52
Castellón/Castelló,2017,4,2017-T4,5093.17
Castellón/Castelló,2018,1,2018-T1,6485.99
Castellón/Castelló,2018,2,2018-T2,7311.83
Castellón/Castelló,2018,3,2018-T3,3072.58
Castellón/Castelló,2018,4,2018-T4,13539.1
Castellón/Castelló,2019,1,2019-T1,2780.4
Castellón/Castelló,2019,2,2019-T2,2853.47
Castellón/Castelló,2019,3,2019-T3,1498.91
Castellón/Castelló,2019,4,2019-T4,4089.72
Castellón/Castelló,2020,1,2020-T1,1325.07
Castellón/Castelló,2020,2,2020-T2,4653.69
Castellón/Castelló,2020,3,2020-T3,16941.15
Castellón/Castelló,2020,4,2020-T4,30428.56
Castellón/Castelló,2021,1,2021-T1,9402.74
Castellón/Castelló,2021,2,2021-T2,8092.43
Castellón/Castelló,2021,3,2021-T3,15933.91
Castellón/Castelló,2021,4,2021-T4,8918.99
Castellón/Castelló,2022,1,2022-T1,16676.31
Castellón/Castelló,2022,2,2022-T2,5411.13
Castellón/Castelló,2022,3,2022-T3,7158.73
Castellón/Castelló,2022,4,2022-T4,10060.38
Castellón/Castelló,2023,1,2023-T1,4991.16
Castellón/Castelló,2023,2,2023-T2,7929.68
Castellón/Castelló,2023,3,2023-T3,6641.57
Castellón/Castelló,2023,4,2023-T4,8933.85
Castellón/Castelló,2024,1,2024-T1,6774.53
Castellón/Castelló,2024,2,2024-T2,13523.56
Castellón/Castelló,2024,3,2024-T3,22307.75
Castellón/Castelló,2024,4,2024-T4,5017.18
Castellón/Castelló,2025,1,2025-T1,5576.71
Castellón/Castelló,2025,2,2025-T2,12195.61
Castellón/Castelló,2025,3,2025-T3,11334.42
Castellón/Castelló,2025,4,2025-T4,19832.37
Castellón/Castelló,2026,1,2026-T1,15683.58
Ceuta,2004,1,2004-T1,224.0
Ceuta,2004,2,2004-T2,1469.5
Ceuta,2004,3,2004-T3,5791.2
Ceuta,2004,4,2004-T4,4575.3
Ceuta,2005,1,2005-T1,811.9
Ceuta,2005,2,2005-T2,868.1
Ceuta,2005,3,2005-T3,1436.8
Ceuta,2005,4,2005-T4,2325.0
Ceuta,2006,1,2006-T1,3484.5
Ceuta,2006,2,2006-T2,935.0
Ceuta,2006,3,2006-T3,674.6
Ceuta,2006,4,2006-T4,0.0
Ceuta,2007,1,2007-T1,1039.2
Ceuta,2007,2,2007-T2,120.2
Ceuta,2007,3,2007-T3,0.0
Ceuta,2007,4,2007-T4,695.9
Ceuta,2008,1,2008-T1,0.0
Ceuta,2008,2,2008-T2,185.6
Ceuta,2008,3,2008-T3,296.94
Ceuta,2008,4,2008-T4,684.81
Ceuta,2009,1,2009-T1,1205.18
Ceuta,2009,2,2009-T2,141.96
Ceuta,2009,3,2009-T3,195.46
Ceuta,2009,4,2009-T4,105.0
Ceuta,2010,1,2010-T1,250.0
Ceuta,2010,2,2010-T2,120.0
Ceuta,2010,3,2010-T3,196.16
Ceuta,2010,4,2010-T4,527.0
Ceuta,2011,1,2011-T1,160.0
Ceuta,2011,2,2011-T2,0.0
Ceuta,2011,3,2011-T3,0.0
Ceuta,2011,4,2011-T4,148.0
Ceuta,2012,1,2012-T1,0.0
Ceuta,2012,2,2012-T2,170.0
Ceuta,2012,3,2012-T3,60.03
Ceuta,2012,4,2012-T4,275.0
Ceuta,2013,1,2013-T1,190.0
Ceuta,2013,2,2013-T2,106.28
Ceuta,2013,3,2013-T3,60.0
Ceuta,2013,4,2013-T4,82.0
Ceuta,2014,1,2014-T1,0.0
Ceuta,2014,2,2014-T2,303.0
Ceuta,2014,3,2014-T3,0.0
Ceuta,2014,4,2014-T4,0.0
Ceuta,2015,1,2015-T1,511.74
Ceuta,2015,2,2015-T2,0.0
Ceuta,2015,3,2015-T3,0.0
Ceuta,2015,4,2015-T4,210.0
Ceuta,2016,1,2016-T1,0.0
Ceuta,2016,2,2016-T2,0.0
Ceuta,2016,3,2016-T3,186.0
Ceuta,2016,4,2016-T4,0.0
Ceuta,2017,1,2017-T1,220.0
Ceuta,2017,2,2017-T2,234.27
Ceuta,2017,3,2017-T3,0.0
Ceuta,2017,4,2017-T4,0.0
Ceuta,2018,1,2018-T1,0.0
Ceuta,2018,2,2018-T2,0.0
Ceuta,2018,3,2018-T3,188.0
Ceuta,2018,4,2018-T4,20.0
Ceuta,2019,1,2019-T1,0.0
Ceuta,2019,2,2019-T2,0.0
Ceuta,2019,3,2019-T3,0.0
Ceuta,2019,4,2019-T4,0.0
Ceuta,2020,1,2020-T1,200.0
Ceuta,2020,2,2020-T2,0.0
Ceuta,2020,3,2020-T3,0.0
Ceuta,2020,4,2020-T4,0.0
Ceuta,2021,1,2021-T1,0.0
Ceuta,2021,2,2021-T2,0.48
Ceuta,2021,3,2021-T3,0.0
Ceuta,2021,4,2021-T4,1902.41
Ceuta,2022,1,2022-T1,80.0
Ceuta,2022,2,2022-T2,12.0
Ceuta,2022,3,2022-T3,0.0
Ceuta,2022,4,2022-T4,0.0
Ceuta,2023,1,2023-T1,0.0
Ceuta,2023,2,2023-T2,0.0
Ceuta,2023,3,2023-T3,0.0
Ceuta,2023,4,2023-T4,40.0
Ceuta,2024,1,2024-T1,0.0
Ceuta,2024,2,2024-T2,25.0
Ceuta,2024,3,2024-T3,15.0
Ceuta,2024,4,2024-T4,0.0
Ceuta,2025,1,2025-T1,0.0
Ceuta,2025,2,2025-T2,0.0
Ceuta,2025,3,2025-T3,0.0
Ceuta,2025,4,2025-T4,750.0
Ceuta,2026,1,2026-T1,0.0
Ciudad Real,2004,1,2004-T1,21646.8
Ciudad Real,2004,2,2004-T2,19478.2
Ciudad Real,2004,3,2004-T3,12270.9
Ciudad Real,2004,4,2004-T4,15174.0
Ciudad Real,2005,1,2005-T1,25558.4
Ciudad Real,2005,2,2005-T2,56873.4
Ciudad Real,2005,3,2005-T3,22892.8
Ciudad Real,2005,4,2005-T4,10182.9
Ciudad Real,2006,1,2006-T1,30335.0
Ciudad Real,2006,2,2006-T2,22225.9
Ciudad Real,2006,3,2006-T3,24857.8
Ciudad Real,2006,4,2006-T4,31494.3
Ciudad Real,2007,1,2007-T1,42142.3
Ciudad Real,2007,2,2007-T2,37146.2
Ciudad Real,2007,3,2007-T3,30989.22615
Ciudad Real,2007,4,2007-T4,14469.3
Ciudad Real,2008,1,2008-T1,14304.5
Ciudad Real,2008,2,2008-T2,37963.4
Ciudad Real,2008,3,2008-T3,19919.96
Ciudad Real,2008,4,2008-T4,23899.03
Ciudad Real,2009,1,2009-T1,19346.81
Ciudad Real,2009,2,2009-T2,33583.47
Ciudad Real,2009,3,2009-T3,8575.23
Ciudad Real,2009,4,2009-T4,13056.29
Ciudad Real,2010,1,2010-T1,6910.74
Ciudad Real,2010,2,2010-T2,9156.21
Ciudad Real,2010,3,2010-T3,12742.82
Ciudad Real,2010,4,2010-T4,8322.58
Ciudad Real,2011,1,2011-T1,6507.89
Ciudad Real,2011,2,2011-T2,13715.55
Ciudad Real,2011,3,2011-T3,8498.77
Ciudad Real,2011,4,2011-T4,4506.08
Ciudad Real,2012,1,2012-T1,5029.93
Ciudad Real,2012,2,2012-T2,5226.52
Ciudad Real,2012,3,2012-T3,6254.57
Ciudad Real,2012,4,2012-T4,9633.95
Ciudad Real,2013,1,2013-T1,4639.09
Ciudad Real,2013,2,2013-T2,6262.29
Ciudad Real,2013,3,2013-T3,7413.62
Ciudad Real,2013,4,2013-T4,4828.62
Ciudad Real,2014,1,2014-T1,2247.33
Ciudad Real,2014,2,2014-T2,4198.68
Ciudad Real,2014,3,2014-T3,3549.63
Ciudad Real,2014,4,2014-T4,7451.42
Ciudad Real,2015,1,2015-T1,2845.69
Ciudad Real,2015,2,2015-T2,3407.11
Ciudad Real,2015,3,2015-T3,3969.39
Ciudad Real,2015,4,2015-T4,8012.23
Ciudad Real,2016,1,2016-T1,4528.35
Ciudad Real,2016,2,2016-T2,3701.8
Ciudad Real,2016,3,2016-T3,3626.9
Ciudad Real,2016,4,2016-T4,5806.29
Ciudad Real,2017,1,2017-T1,6682.76
Ciudad Real,2017,2,2017-T2,3636.64
Ciudad Real,2017,3,2017-T3,3117.51
Ciudad Real,2017,4,2017-T4,6868.95
Ciudad Real,2018,1,2018-T1,3178.61
Ciudad Real,2018,2,2018-T2,5036.68
Ciudad Real,2018,3,2018-T3,5317.99
Ciudad Real,2018,4,2018-T4,5447.04
Ciudad Real,2019,1,2019-T1,3704.99
Ciudad Real,2019,2,2019-T2,3366.46
Ciudad Real,2019,3,2019-T3,5028.13
Ciudad Real,2019,4,2019-T4,4177.54
Ciudad Real,2020,1,2020-T1,1622.86
Ciudad Real,2020,2,2020-T2,2564.54
Ciudad Real,2020,3,2020-T3,4523.38
Ciudad Real,2020,4,2020-T4,4585.45
Ciudad Real,2021,1,2021-T1,3961.09
Ciudad Real,2021,2,2021-T2,5113.43
Ciudad Real,2021,3,2021-T3,5212.24
Ciudad Real,2021,4,2021-T4,10130.72
Ciudad Real,2022,1,2022-T1,9373.71
Ciudad Real,2022,2,2022-T2,5185.9
Ciudad Real,2022,3,2022-T3,4623.48
Ciudad Real,2022,4,2022-T4,3170.9
Ciudad Real,2023,1,2023-T1,3586.89
Ciudad Real,2023,2,2023-T2,6110.31
Ciudad Real,2023,3,2023-T3,2138.9
Ciudad Real,2023,4,2023-T4,6155.3
Ciudad Real,2024,1,2024-T1,4676.96
Ciudad Real,2024,2,2024-T2,8357.9
Ciudad Real,2024,3,2024-T3,4998.6
Ciudad Real,2024,4,2024-T4,2863.21
Ciudad Real,2025,1,2025-T1,6785.71
Ciudad Real,2025,2,2025-T2,5286.55
Ciudad Real,2025,3,2025-T3,7932.18
Ciudad Real,2025,4,2025-T4,9518.59
Ciudad Real,2026,1,2026-T1,6418.85
Coruña (A),2004,1,2004-T1,47754.5
Coruña (A),2004,2,2004-T2,49568.6
Coruña (A),2004,3,2004-T3,26224.9
Coruña (A),2004,4,2004-T4,44266.8
Coruña (A),2005,1,2005-T1,65976.3
Coruña (A),2005,2,2005-T2,123627.5
Coruña (A),2005,3,2005-T3,69179.0
Coruña (A),2005,4,2005-T4,31227.0
Coruña (A),2006,1,2006-T1,26077.2
Coruña (A),2006,2,2006-T2,41650.7
Coruña (A),2006,3,2006-T3,22325.7
Coruña (A),2006,4,2006-T4,37495.9
Coruña (A),2007,1,2007-T1,37493.3
Coruña (A),2007,2,2007-T2,45650.7
Coruña (A),2007,3,2007-T3,43023.2933
Coruña (A),2007,4,2007-T4,21136.8
Coruña (A),2008,1,2008-T1,18289.9
Coruña (A),2008,2,2008-T2,32670.9
Coruña (A),2008,3,2008-T3,22486.33
Coruña (A),2008,4,2008-T4,50393.79
Coruña (A),2009,1,2009-T1,94342.28
Coruña (A),2009,2,2009-T2,21884.53
Coruña (A),2009,3,2009-T3,15674.7
Coruña (A),2009,4,2009-T4,14915.55
Coruña (A),2010,1,2010-T1,13769.15
Coruña (A),2010,2,2010-T2,8302.34
Coruña (A),2010,3,2010-T3,4586.96
Coruña (A),2010,4,2010-T4,6918.28
Coruña (A),2011,1,2011-T1,3294.75
Coruña (A),2011,2,2011-T2,3127.76
Coruña (A),2011,3,2011-T3,4724.08
Coruña (A),2011,4,2011-T4,16384.12
Coruña (A),2012,1,2012-T1,2869.06
Coruña (A),2012,2,2012-T2,2976.24
Coruña (A),2012,3,2012-T3,5073.93
Coruña (A),2012,4,2012-T4,5167.83
Coruña (A),2013,1,2013-T1,1941.45
Coruña (A),2013,2,2013-T2,2296.02
Coruña (A),2013,3,2013-T3,2588.27
Coruña (A),2013,4,2013-T4,8999.48
Coruña (A),2014,1,2014-T1,2928.11
Coruña (A),2014,2,2014-T2,3634.67
Coruña (A),2014,3,2014-T3,1354.9
Coruña (A),2014,4,2014-T4,4002.7
Coruña (A),2015,1,2015-T1,1823.95
Coruña (A),2015,2,2015-T2,4471.84
Coruña (A),2015,3,2015-T3,6126.5
Coruña (A),2015,4,2015-T4,2036.23
Coruña (A),2016,1,2016-T1,1139.71
Coruña (A),2016,2,2016-T2,1287.85
Coruña (A),2016,3,2016-T3,1839.52
Coruña (A),2016,4,2016-T4,1789.01
Coruña (A),2017,1,2017-T1,4287.09
Coruña (A),2017,2,2017-T2,3656.39
Coruña (A),2017,3,2017-T3,2329.93
Coruña (A),2017,4,2017-T4,4038.24
Coruña (A),2018,1,2018-T1,3586.27
Coruña (A),2018,2,2018-T2,7848.83
Coruña (A),2018,3,2018-T3,3125.45
Coruña (A),2018,4,2018-T4,8735.18
Coruña (A),2019,1,2019-T1,4971.78
Coruña (A),2019,2,2019-T2,6012.1
Coruña (A),2019,3,2019-T3,5645.26
Coruña (A),2019,4,2019-T4,3007.66
Coruña (A),2020,1,2020-T1,1264.2
Coruña (A),2020,2,2020-T2,2316.17
Coruña (A),2020,3,2020-T3,4173.07
Coruña (A),2020,4,2020-T4,5686.34
Coruña (A),2021,1,2021-T1,5315.68
Coruña (A),2021,2,2021-T2,11669.53
Coruña (A),2021,3,2021-T3,3693.42
Coruña (A),2021,4,2021-T4,8082.62
Coruña (A),2022,1,2022-T1,8510.27
Coruña (A),2022,2,2022-T2,3194.02
Coruña (A),2022,3,2022-T3,4763.77
Coruña (A),2022,4,2022-T4,6797.18
Coruña (A),2023,1,2023-T1,2574.78
Coruña (A),2023,2,2023-T2,4225.35
Coruña (A),2023,3,2023-T3,5520.28
Coruña (A),2023,4,2023-T4,4615.26
Coruña (A),2024,1,2024-T1,5253.53
Coruña (A),2024,2,2024-T2,5560.15
Coruña (A),2024,3,2024-T3,6369.28
Coruña (A),2024,4,2024-T4,3718.41
Coruña (A),2025,1,2025-T1,4872.37
Coruña (A),2025,2,2025-T2,3245.77
Coruña (A),2025,3,2025-T3,8119.13
Coruña (A),2025,4,2025-T4,8776.88
Coruña (A),2026,1,2026-T1,9129.9
Cuenca,2004,1,2004-T1,4599.2
Cuenca,2004,2,2004-T2,4922.1
Cuenca,2004,3,2004-T3,7269.6
Cuenca,2004,4,2004-T4,25779.8
Cuenca,2005,1,2005-T1,9420.1
Cuenca,2005,2,2005-T2,6447.1
Cuenca,2005,3,2005-T3,3261.0
Cuenca,2005,4,2005-T4,7515.4
Cuenca,2006,1,2006-T1,8694.3
Cuenca,2006,2,2006-T2,2422.6
Cuenca,2006,3,2006-T3,2384.7
Cuenca,2006,4,2006-T4,5816.2
Cuenca,2007,1,2007-T1,3600.8
Cuenca,2007,2,2007-T2,11715.2
Cuenca,2007,3,2007-T3,19873.20143
Cuenca,2007,4,2007-T4,13011.9
Cuenca,2008,1,2008-T1,12608.3
Cuenca,2008,2,2008-T2,12027.8
Cuenca,2008,3,2008-T3,3456.86
Cuenca,2008,4,2008-T4,7764.58
Cuenca,2009,1,2009-T1,8190.64
Cuenca,2009,2,2009-T2,8500.46
Cuenca,2009,3,2009-T3,7414.39
Cuenca,2009,4,2009-T4,4015.63
Cuenca,2010,1,2010-T1,3637.05
Cuenca,2010,2,2010-T2,3204.03
Cuenca,2010,3,2010-T3,1009.66
Cuenca,2010,4,2010-T4,1978.44
Cuenca,2011,1,2011-T1,2141.16
Cuenca,2011,2,2011-T2,1401.13
Cuenca,2011,3,2011-T3,2660.92
Cuenca,2011,4,2011-T4,1949.68
Cuenca,2012,1,2012-T1,1226.74
Cuenca,2012,2,2012-T2,1367.27
Cuenca,2012,3,2012-T3,543.59
Cuenca,2012,4,2012-T4,2890.65
Cuenca,2013,1,2013-T1,1331.77
Cuenca,2013,2,2013-T2,651.23
Cuenca,2013,3,2013-T3,1160.92
Cuenca,2013,4,2013-T4,811.87
Cuenca,2014,1,2014-T1,694.75
Cuenca,2014,2,2014-T2,595.68
Cuenca,2014,3,2014-T3,1083.64
Cuenca,2014,4,2014-T4,1040.0
Cuenca,2015,1,2015-T1,1038.4
Cuenca,2015,2,2015-T2,1180.53
Cuenca,2015,3,2015-T3,721.98
Cuenca,2015,4,2015-T4,1644.23
Cuenca,2016,1,2016-T1,1087.77
Cuenca,2016,2,2016-T2,522.58
Cuenca,2016,3,2016-T3,910.17
Cuenca,2016,4,2016-T4,1576.42
Cuenca,2017,1,2017-T1,867.3
Cuenca,2017,2,2017-T2,1028.75
Cuenca,2017,3,2017-T3,829.44
Cuenca,2017,4,2017-T4,738.4
Cuenca,2018,1,2018-T1,1021.64
Cuenca,2018,2,2018-T2,466.39
Cuenca,2018,3,2018-T3,738.01
Cuenca,2018,4,2018-T4,839.71
Cuenca,2019,1,2019-T1,879.62
Cuenca,2019,2,2019-T2,1154.81
Cuenca,2019,3,2019-T3,6664.07
Cuenca,2019,4,2019-T4,1211.99
Cuenca,2020,1,2020-T1,349.66
Cuenca,2020,2,2020-T2,3304.44
Cuenca,2020,3,2020-T3,522.8
Cuenca,2020,4,2020-T4,1225.11
Cuenca,2021,1,2021-T1,2726.09
Cuenca,2021,2,2021-T2,1883.07
Cuenca,2021,3,2021-T3,1343.77
Cuenca,2021,4,2021-T4,1988.83
Cuenca,2022,1,2022-T1,4375.78
Cuenca,2022,2,2022-T2,3745.91
Cuenca,2022,3,2022-T3,1367.9
Cuenca,2022,4,2022-T4,1318.8
Cuenca,2023,1,2023-T1,2914.82
Cuenca,2023,2,2023-T2,1621.62
Cuenca,2023,3,2023-T3,905.71
Cuenca,2023,4,2023-T4,1457.51
Cuenca,2024,1,2024-T1,813.64
Cuenca,2024,2,2024-T2,1496.75
Cuenca,2024,3,2024-T3,1787.11
Cuenca,2024,4,2024-T4,1119.6
Cuenca,2025,1,2025-T1,1724.83
Cuenca,2025,2,2025-T2,1425.9
Cuenca,2025,3,2025-T3,2390.59
Cuenca,2025,4,2025-T4,5272.25
Cuenca,2026,1,2026-T1,2291.3
Cáceres,2004,1,2004-T1,34385.8
Cáceres,2004,2,2004-T2,62368.3
Cáceres,2004,3,2004-T3,51391.5
Cáceres,2004,4,2004-T4,53079.4
Cáceres,2005,1,2005-T1,43342.8
Cáceres,2005,2,2005-T2,65904.4
Cáceres,2005,3,2005-T3,29542.6
Cáceres,2005,4,2005-T4,24755.5
Cáceres,2006,1,2006-T1,15884.5
Cáceres,2006,2,2006-T2,20800.0
Cáceres,2006,3,2006-T3,15817.1
Cáceres,2006,4,2006-T4,16325.3
Cáceres,2007,1,2007-T1,53185.0
Cáceres,2007,2,2007-T2,18060.724280000002
Cáceres,2007,3,2007-T3,11720.236359999999
Cáceres,2007,4,2007-T4,52149.7
Cáceres,2008,1,2008-T1,25315.3
Cáceres,2008,2,2008-T2,17517.6
Cáceres,2008,3,2008-T3,106418.59
Cáceres,2008,4,2008-T4,22215.28
Cáceres,2009,1,2009-T1,7947.85
Cáceres,2009,2,2009-T2,2890.93
Cáceres,2009,3,2009-T3,6760.57
Cáceres,2009,4,2009-T4,5738.51
Cáceres,2010,1,2010-T1,5765.32
Cáceres,2010,2,2010-T2,17080.21
Cáceres,2010,3,2010-T3,3737.45
Cáceres,2010,4,2010-T4,10667.03
Cáceres,2011,1,2011-T1,8660.76
Cáceres,2011,2,2011-T2,2913.07
Cáceres,2011,3,2011-T3,1802.15
Cáceres,2011,4,2011-T4,1954.06
Cáceres,2012,1,2012-T1,3276.79
Cáceres,2012,2,2012-T2,7042.71
Cáceres,2012,3,2012-T3,1714.23
Cáceres,2012,4,2012-T4,6651.32
Cáceres,2013,1,2013-T1,1500.19
Cáceres,2013,2,2013-T2,1745.05
Cáceres,2013,3,2013-T3,3713.72
Cáceres,2013,4,2013-T4,1590.95
Cáceres,2014,1,2014-T1,1729.63
Cáceres,2014,2,2014-T2,1088.81
Cáceres,2014,3,2014-T3,5711.67
Cáceres,2014,4,2014-T4,1293.58
Cáceres,2015,1,2015-T1,3266.87
Cáceres,2015,2,2015-T2,3201.38
Cáceres,2015,3,2015-T3,1365.88
Cáceres,2015,4,2015-T4,4060.96
Cáceres,2016,1,2016-T1,1075.42
Cáceres,2016,2,2016-T2,6777.89
Cáceres,2016,3,2016-T3,638.86
Cáceres,2016,4,2016-T4,5184.72
Cáceres,2017,1,2017-T1,1035.04
Cáceres,2017,2,2017-T2,2845.35
Cáceres,2017,3,2017-T3,3056.95
Cáceres,2017,4,2017-T4,1718.93
Cáceres,2018,1,2018-T1,2029.78
Cáceres,2018,2,2018-T2,2780.56
Cáceres,2018,3,2018-T3,2484.53
Cáceres,2018,4,2018-T4,2623.85
Cáceres,2019,1,2019-T1,1875.17
Cáceres,2019,2,2019-T2,3273.81
Cáceres,2019,3,2019-T3,6487.48
Cáceres,2019,4,2019-T4,6877.42
Cáceres,2020,1,2020-T1,894.81
Cáceres,2020,2,2020-T2,1290.68
Cáceres,2020,3,2020-T3,2185.95
Cáceres,2020,4,2020-T4,3444.8
Cáceres,2021,1,2021-T1,3846.45
Cáceres,2021,2,2021-T2,5664.04
Cáceres,2021,3,2021-T3,4829.7
Cáceres,2021,4,2021-T4,2786.26
Cáceres,2022,1,2022-T1,2521.47
Cáceres,2022,2,2022-T2,3463.52
Cáceres,2022,3,2022-T3,2577.67
Cáceres,2022,4,2022-T4,3250.57
Cáceres,2023,1,2023-T1,2918.46
Cáceres,2023,2,2023-T2,2699.16
Cáceres,2023,3,2023-T3,4663.79
Cáceres,2023,4,2023-T4,4303.96
Cáceres,2024,1,2024-T1,4027.15
Cáceres,2024,2,2024-T2,2611.32
Cáceres,2024,3,2024-T3,2275.35
Cáceres,2024,4,2024-T4,3773.89
Cáceres,2025,1,2025-T1,3735.3
Cáceres,2025,2,2025-T2,3810.9
Cáceres,2025,3,2025-T3,2875.03
Cáceres,2025,4,2025-T4,4867.07
Cáceres,2026,1,2026-T1,3297.44
Cádiz,2004,1,2004-T1,159740.4
Cádiz,2004,2,2004-T2,203598.8
Cádiz,2004,3,2004-T3,159922.1
Cádiz,2004,4,2004-T4,420349.9
Cádiz,2005,1,2005-T1,127433.5
Cádiz,2005,2,2005-T2,203837.2
Cádiz,2005,3,2005-T3,335028.3
Cádiz,2005,4,2005-T4,159267.6
Cádiz,2006,1,2006-T1,120016.6
Cádiz,2006,2,2006-T2,84829.4
Cádiz,2006,3,2006-T3,85189.1
Cádiz,2006,4,2006-T4,88968.3
Cádiz,2007,1,2007-T1,138025.9
Cádiz,2007,2,2007-T2,171519.9
Cádiz,2007,3,2007-T3,331350.33961
Cádiz,2007,4,2007-T4,266900.9
Cádiz,2008,1,2008-T1,237524.0
Cádiz,2008,2,2008-T2,68793.1
Cádiz,2008,3,2008-T3,191746.35
Cádiz,2008,4,2008-T4,157545.1
Cádiz,2009,1,2009-T1,46930.61
Cádiz,2009,2,2009-T2,78210.72
Cádiz,2009,3,2009-T3,93591.07
Cádiz,2009,4,2009-T4,143108.5
Cádiz,2010,1,2010-T1,13972.99
Cádiz,2010,2,2010-T2,40095.33
Cádiz,2010,3,2010-T3,16600.65
Cádiz,2010,4,2010-T4,25274.32
Cádiz,2011,1,2011-T1,18387.02
Cádiz,2011,2,2011-T2,18824.7
Cádiz,2011,3,2011-T3,23142.09
Cádiz,2011,4,2011-T4,13736.83
Cádiz,2012,1,2012-T1,6327.93
Cádiz,2012,2,2012-T2,20723.71
Cádiz,2012,3,2012-T3,27102.76
Cádiz,2012,4,2012-T4,9644.4
Cádiz,2013,1,2013-T1,7625.68
Cádiz,2013,2,2013-T2,17083.47
Cádiz,2013,3,2013-T3,19231.81
Cádiz,2013,4,2013-T4,12803.2
Cádiz,2014,1,2014-T1,9162.87
Cádiz,2014,2,2014-T2,7088.44
Cádiz,2014,3,2014-T3,26970.3
Cádiz,2014,4,2014-T4,35730.62
Cádiz,2015,1,2015-T1,8304.89
Cádiz,2015,2,2015-T2,5302.02
Cádiz,2015,3,2015-T3,10246.56
Cádiz,2015,4,2015-T4,15135.01
Cádiz,2016,1,2016-T1,7358.4
Cádiz,2016,2,2016-T2,9929.81
Cádiz,2016,3,2016-T3,12891.14
Cádiz,2016,4,2016-T4,16689.1
Cádiz,2017,1,2017-T1,9441.24
Cádiz,2017,2,2017-T2,24271.39
Cádiz,2017,3,2017-T3,10820.94
Cádiz,2017,4,2017-T4,25864.43
Cádiz,2018,1,2018-T1,25448.87
Cádiz,2018,2,2018-T2,37238.99
Cádiz,2018,3,2018-T3,24978.58
Cádiz,2018,4,2018-T4,29004.13
Cádiz,2019,1,2019-T1,14482.4
Cádiz,2019,2,2019-T2,11769.98
Cádiz,2019,3,2019-T3,13274.33
Cádiz,2019,4,2019-T4,13953.23
Cádiz,2020,1,2020-T1,10492.81
Cádiz,2020,2,2020-T2,20299.88
Cádiz,2020,3,2020-T3,7472.07
Cádiz,2020,4,2020-T4,17611.36
Cádiz,2021,1,2021-T1,16227.03
Cádiz,2021,2,2021-T2,30968.89
Cádiz,2021,3,2021-T3,31667.99
Cádiz,2021,4,2021-T4,34439.29
Cádiz,2022,1,2022-T1,23695.18
Cádiz,2022,2,2022-T2,21258.47
Cádiz,2022,3,2022-T3,16077.08
Cádiz,2022,4,2022-T4,11771.32
Cádiz,2023,1,2023-T1,23789.12
Cádiz,2023,2,2023-T2,34887.47
Cádiz,2023,3,2023-T3,8843.2
Cádiz,2023,4,2023-T4,22565.96
Cádiz,2024,1,2024-T1,42249.42
Cádiz,2024,2,2024-T2,35740.61
Cádiz,2024,3,2024-T3,26002.54
Cádiz,2024,4,2024-T4,17784.94
Cádiz,2025,1,2025-T1,27987.1
Cádiz,2025,2,2025-T2,21387.44
Cádiz,2025,3,2025-T3,18961.81
Cádiz,2025,4,2025-T4,26097.94
Cádiz,2026,1,2026-T1,39396.3
Córdoba,2004,1,2004-T1,10324.3
