provincia,anio,trimestre,periodo,valor_transacciones_miles_euros
Córdoba,2004,2,2004-T2,14387.6
Córdoba,2004,3,2004-T3,15145.8
Córdoba,2004,4,2004-T4,41322.1
Córdoba,2005,1,2005-T1,99222.0
Córdoba,2005,2,2005-T2,45495.8
Córdoba,2005,3,2005-T3,25308.4
Córdoba,2005,4,2005-T4,20973.6
Córdoba,2006,1,2006-T1,46348.0
Córdoba,2006,2,2006-T2,39231.5
Córdoba,2006,3,2006-T3,50688.8
Córdoba,2006,4,2006-T4,78956.2
Córdoba,2007,1,2007-T1,43379.9
Córdoba,2007,2,2007-T2,90788.0
Córdoba,2007,3,2007-T3,126945.36524
Córdoba,2007,4,2007-T4,29696.4
Córdoba,2008,1,2008-T1,52267.2
Córdoba,2008,2,2008-T2,36023.0
Córdoba,2008,3,2008-T3,44162.98
Córdoba,2008,4,2008-T4,39846.62
Córdoba,2009,1,2009-T1,18260.01
Córdoba,2009,2,2009-T2,25142.76
Córdoba,2009,3,2009-T3,48788.58
Córdoba,2009,4,2009-T4,23017.51
Córdoba,2010,1,2010-T1,34088.57
Córdoba,2010,2,2010-T2,18677.62
Córdoba,2010,3,2010-T3,33799.6
Córdoba,2010,4,2010-T4,22878.55
Córdoba,2011,1,2011-T1,9244.66
Córdoba,2011,2,2011-T2,8260.87
Córdoba,2011,3,2011-T3,13597.1
Córdoba,2011,4,2011-T4,12727.38
Córdoba,2012,1,2012-T1,12420.2
Córdoba,2012,2,2012-T2,8313.35
Córdoba,2012,3,2012-T3,13348.02
Córdoba,2012,4,2012-T4,28894.83
Córdoba,2013,1,2013-T1,15234.7
Córdoba,2013,2,2013-T2,9233.97
Córdoba,2013,3,2013-T3,5626.32
Córdoba,2013,4,2013-T4,12990.9
Córdoba,2014,1,2014-T1,14109.0
Córdoba,2014,2,2014-T2,6129.78
Córdoba,2014,3,2014-T3,2087.83
Córdoba,2014,4,2014-T4,8537.22
Córdoba,2015,1,2015-T1,3740.69
Córdoba,2015,2,2015-T2,5401.76
Córdoba,2015,3,2015-T3,5506.08
Córdoba,2015,4,2015-T4,3555.42
Córdoba,2016,1,2016-T1,12410.13
Córdoba,2016,2,2016-T2,14560.03
Córdoba,2016,3,2016-T3,4057.47
Córdoba,2016,4,2016-T4,12455.97
Córdoba,2017,1,2017-T1,12562.23
Córdoba,2017,2,2017-T2,4603.99
Córdoba,2017,3,2017-T3,5309.54
Córdoba,2017,4,2017-T4,13213.2
Córdoba,2018,1,2018-T1,13496.25
Córdoba,2018,2,2018-T2,10833.7
Córdoba,2018,3,2018-T3,4422.54
Córdoba,2018,4,2018-T4,9696.59
Córdoba,2019,1,2019-T1,21862.09
Córdoba,2019,2,2019-T2,3857.09
Córdoba,2019,3,2019-T3,4957.07
Córdoba,2019,4,2019-T4,13581.87
Córdoba,2020,1,2020-T1,8215.55
Córdoba,2020,2,2020-T2,2898.45
Córdoba,2020,3,2020-T3,3310.23
Córdoba,2020,4,2020-T4,10077.75
Córdoba,2021,1,2021-T1,4832.65
Córdoba,2021,2,2021-T2,20999.67
Córdoba,2021,3,2021-T3,8834.85
Córdoba,2021,4,2021-T4,18649.17
Córdoba,2022,1,2022-T1,6420.66
Córdoba,2022,2,2022-T2,14215.12
Córdoba,2022,3,2022-T3,11194.41
Córdoba,2022,4,2022-T4,8554.31
Córdoba,2023,1,2023-T1,5467.4
Córdoba,2023,2,2023-T2,6122.4
Córdoba,2023,3,2023-T3,3663.25
Córdoba,2023,4,2023-T4,11148.13
Córdoba,2024,1,2024-T1,3120.52
Córdoba,2024,2,2024-T2,6482.46
Córdoba,2024,3,2024-T3,7880.81
Córdoba,2024,4,2024-T4,8490.2
Córdoba,2025,1,2025-T1,9048.99
Córdoba,2025,2,2025-T2,5489.43
Córdoba,2025,3,2025-T3,5253.83
Córdoba,2025,4,2025-T4,14922.96
Córdoba,2026,1,2026-T1,6191.47
Girona,2004,1,2004-T1,208658.2
Girona,2004,2,2004-T2,178689.2
Girona,2004,3,2004-T3,164193.0
Girona,2004,4,2004-T4,250088.5
Girona,2005,1,2005-T1,194022.1
Girona,2005,2,2005-T2,270416.9
Girona,2005,3,2005-T3,279889.8
Girona,2005,4,2005-T4,219745.2
Girona,2006,1,2006-T1,182479.8
Girona,2006,2,2006-T2,165386.8
Girona,2006,3,2006-T3,165619.8
Girona,2006,4,2006-T4,219563.0
Girona,2007,1,2007-T1,436089.5
Girona,2007,2,2007-T2,313567.7
Girona,2007,3,2007-T3,156900.05081000002
Girona,2007,4,2007-T4,123454.7
Girona,2008,1,2008-T1,260794.4
Girona,2008,2,2008-T2,82274.9
Girona,2008,3,2008-T3,96824.81
Girona,2008,4,2008-T4,88495.28
Girona,2009,1,2009-T1,84400.28
Girona,2009,2,2009-T2,39155.97
Girona,2009,3,2009-T3,50059.68
Girona,2009,4,2009-T4,46974.08
Girona,2010,1,2010-T1,31272.33
Girona,2010,2,2010-T2,44661.49
Girona,2010,3,2010-T3,34294.05
Girona,2010,4,2010-T4,40240.61
Girona,2011,1,2011-T1,26708.7
Girona,2011,2,2011-T2,25481.69
Girona,2011,3,2011-T3,19446.15
Girona,2011,4,2011-T4,28248.27
Girona,2012,1,2012-T1,20356.69
Girona,2012,2,2012-T2,30507.05
Girona,2012,3,2012-T3,22981.78
Girona,2012,4,2012-T4,23816.97
Girona,2013,1,2013-T1,15373.26
Girona,2013,2,2013-T2,20713.23
Girona,2013,3,2013-T3,19583.68
Girona,2013,4,2013-T4,20807.44
Girona,2014,1,2014-T1,22427.38
Girona,2014,2,2014-T2,20717.42
Girona,2014,3,2014-T3,25101.21
Girona,2014,4,2014-T4,16224.09
Girona,2015,1,2015-T1,15855.52
Girona,2015,2,2015-T2,20281.85
Girona,2015,3,2015-T3,30176.53
Girona,2015,4,2015-T4,17157.61
Girona,2016,1,2016-T1,17555.67
Girona,2016,2,2016-T2,27603.22
Girona,2016,3,2016-T3,24374.21
Girona,2016,4,2016-T4,27794.02
Girona,2017,1,2017-T1,38807.88
Girona,2017,2,2017-T2,31794.39
Girona,2017,3,2017-T3,35467.84
Girona,2017,4,2017-T4,33912.93
Girona,2018,1,2018-T1,29662.06
Girona,2018,2,2018-T2,37815.15
Girona,2018,3,2018-T3,28627.63
Girona,2018,4,2018-T4,24844.6
Girona,2019,1,2019-T1,19518.66
Girona,2019,2,2019-T2,23391.18
Girona,2019,3,2019-T3,32440.92
Girona,2019,4,2019-T4,35680.91
Girona,2020,1,2020-T1,31538.48
Girona,2020,2,2020-T2,12698.47
Girona,2020,3,2020-T3,16317.62
Girona,2020,4,2020-T4,31766.09
Girona,2021,1,2021-T1,51163.72
Girona,2021,2,2021-T2,39802.98
Girona,2021,3,2021-T3,42012.1
Girona,2021,4,2021-T4,41864.29
Girona,2022,1,2022-T1,45955.37
Girona,2022,2,2022-T2,38939.2
Girona,2022,3,2022-T3,52614.73
Girona,2022,4,2022-T4,52089.95
Girona,2023,1,2023-T1,45690.32
Girona,2023,2,2023-T2,35718.08
Girona,2023,3,2023-T3,35631.54
Girona,2023,4,2023-T4,35106.78
Girona,2024,1,2024-T1,45498.58
Girona,2024,2,2024-T2,32110.23
Girona,2024,3,2024-T3,40988.02
Girona,2024,4,2024-T4,34067.73
Girona,2025,1,2025-T1,45824.27
Girona,2025,2,2025-T2,41888.82
Girona,2025,3,2025-T3,47965.45
Girona,2025,4,2025-T4,67879.08
Girona,2026,1,2026-T1,32977.27
Granada,2004,1,2004-T1,37461.3
Granada,2004,2,2004-T2,42358.1
Granada,2004,3,2004-T3,57024.6
Granada,2004,4,2004-T4,56174.5
Granada,2005,1,2005-T1,29669.6
Granada,2005,2,2005-T2,56066.9
Granada,2005,3,2005-T3,47883.0
Granada,2005,4,2005-T4,37620.7
Granada,2006,1,2006-T1,19131.4
Granada,2006,2,2006-T2,29218.0
Granada,2006,3,2006-T3,26576.0
Granada,2006,4,2006-T4,48262.5
Granada,2007,1,2007-T1,51660.0
Granada,2007,2,2007-T2,60544.7
Granada,2007,3,2007-T3,71475.76688
Granada,2007,4,2007-T4,31297.8
Granada,2008,1,2008-T1,53198.1
Granada,2008,2,2008-T2,45172.8
Granada,2008,3,2008-T3,54103.12
Granada,2008,4,2008-T4,46168.83
Granada,2009,1,2009-T1,34931.22
Granada,2009,2,2009-T2,12317.04
Granada,2009,3,2009-T3,18238.46
Granada,2009,4,2009-T4,17588.23
Granada,2010,1,2010-T1,7125.4
Granada,2010,2,2010-T2,21828.56
Granada,2010,3,2010-T3,8662.38
Granada,2010,4,2010-T4,10506.94
Granada,2011,1,2011-T1,26207.0
Granada,2011,2,2011-T2,10056.76
Granada,2011,3,2011-T3,7919.7
Granada,2011,4,2011-T4,6113.72
Granada,2012,1,2012-T1,10813.05
Granada,2012,2,2012-T2,6138.39
Granada,2012,3,2012-T3,7994.73
Granada,2012,4,2012-T4,3100.65
Granada,2013,1,2013-T1,4448.99
Granada,2013,2,2013-T2,5661.79
Granada,2013,3,2013-T3,8212.73
Granada,2013,4,2013-T4,8015.52
Granada,2014,1,2014-T1,2950.21
Granada,2014,2,2014-T2,3188.0
Granada,2014,3,2014-T3,5607.41
Granada,2014,4,2014-T4,7410.42
Granada,2015,1,2015-T1,11208.31
Granada,2015,2,2015-T2,3581.31
Granada,2015,3,2015-T3,4905.15
Granada,2015,4,2015-T4,28645.78
Granada,2016,1,2016-T1,5679.42
Granada,2016,2,2016-T2,6399.5
Granada,2016,3,2016-T3,3780.26
Granada,2016,4,2016-T4,5931.64
Granada,2017,1,2017-T1,6618.72
Granada,2017,2,2017-T2,16061.6
Granada,2017,3,2017-T3,38333.63
Granada,2017,4,2017-T4,14378.99
Granada,2018,1,2018-T1,11911.94
Granada,2018,2,2018-T2,16832.04
Granada,2018,3,2018-T3,13728.66
Granada,2018,4,2018-T4,6919.79
Granada,2019,1,2019-T1,13923.7
Granada,2019,2,2019-T2,10069.64
Granada,2019,3,2019-T3,18449.52
Granada,2019,4,2019-T4,9747.47
Granada,2020,1,2020-T1,6904.98
Granada,2020,2,2020-T2,3556.21
Granada,2020,3,2020-T3,9484.65
Granada,2020,4,2020-T4,18228.54
Granada,2021,1,2021-T1,19998.64
Granada,2021,2,2021-T2,10683.38
Granada,2021,3,2021-T3,22308.06
Granada,2021,4,2021-T4,17221.64
Granada,2022,1,2022-T1,16085.9
Granada,2022,2,2022-T2,13499.74
Granada,2022,3,2022-T3,13605.21
Granada,2022,4,2022-T4,17641.21
Granada,2023,1,2023-T1,10810.68
Granada,2023,2,2023-T2,15553.2
Granada,2023,3,2023-T3,7087.88
Granada,2023,4,2023-T4,20258.8
Granada,2024,1,2024-T1,21888.15
Granada,2024,2,2024-T2,16261.68
Granada,2024,3,2024-T3,12934.19
Granada,2024,4,2024-T4,6993.2
Granada,2025,1,2025-T1,23499.99
Granada,2025,2,2025-T2,11417.33
Granada,2025,3,2025-T3,15398.47
Granada,2025,4,2025-T4,14551.3
Granada,2026,1,2026-T1,14540.51
Guadalajara,2004,1,2004-T1,40699.4
Guadalajara,2004,2,2004-T2,63639.7
Guadalajara,2004,3,2004-T3,51737.6
Guadalajara,2004,4,2004-T4,45041.4
Guadalajara,2005,1,2005-T1,92318.6
Guadalajara,2005,2,2005-T2,112084.3
Guadalajara,2005,3,2005-T3,55471.3
Guadalajara,2005,4,2005-T4,30183.8
Guadalajara,2006,1,2006-T1,37806.2
Guadalajara,2006,2,2006-T2,41114.2
Guadalajara,2006,3,2006-T3,69813.1
Guadalajara,2006,4,2006-T4,80188.2
Guadalajara,2007,1,2007-T1,48343.4
Guadalajara,2007,2,2007-T2,21537.5
Guadalajara,2007,3,2007-T3,27292.52929
Guadalajara,2007,4,2007-T4,112396.4
Guadalajara,2008,1,2008-T1,41168.9
Guadalajara,2008,2,2008-T2,54715.4
Guadalajara,2008,3,2008-T3,104284.37
Guadalajara,2008,4,2008-T4,27461.32
Guadalajara,2009,1,2009-T1,15501.22
Guadalajara,2009,2,2009-T2,28918.4
Guadalajara,2009,3,2009-T3,14023.5
Guadalajara,2009,4,2009-T4,8613.65
Guadalajara,2010,1,2010-T1,36659.39
Guadalajara,2010,2,2010-T2,14437.48
Guadalajara,2010,3,2010-T3,15191.13
Guadalajara,2010,4,2010-T4,7280.21
Guadalajara,2011,1,2011-T1,45824.03
Guadalajara,2011,2,2011-T2,5714.99
Guadalajara,2011,3,2011-T3,16333.44
Guadalajara,2011,4,2011-T4,8307.91
Guadalajara,2012,1,2012-T1,27419.37
Guadalajara,2012,2,2012-T2,4585.27
Guadalajara,2012,3,2012-T3,13182.55
Guadalajara,2012,4,2012-T4,22422.54
Guadalajara,2013,1,2013-T1,12214.03
Guadalajara,2013,2,2013-T2,30212.9
Guadalajara,2013,3,2013-T3,4357.84
Guadalajara,2013,4,2013-T4,16733.07
Guadalajara,2014,1,2014-T1,4344.94
Guadalajara,2014,2,2014-T2,2761.35
Guadalajara,2014,3,2014-T3,7712.34
Guadalajara,2014,4,2014-T4,4473.74
Guadalajara,2015,1,2015-T1,2071.19
Guadalajara,2015,2,2015-T2,15376.54
Guadalajara,2015,3,2015-T3,9564.04
Guadalajara,2015,4,2015-T4,17282.02
Guadalajara,2016,1,2016-T1,2257.64
Guadalajara,2016,2,2016-T2,5687.42
Guadalajara,2016,3,2016-T3,21768.77
Guadalajara,2016,4,2016-T4,6274.26
Guadalajara,2017,1,2017-T1,6530.65
Guadalajara,2017,2,2017-T2,15818.06
Guadalajara,2017,3,2017-T3,8285.14
Guadalajara,2017,4,2017-T4,24795.13
Guadalajara,2018,1,2018-T1,36842.45
Guadalajara,2018,2,2018-T2,41418.11
Guadalajara,2018,3,2018-T3,30176.49
Guadalajara,2018,4,2018-T4,43639.31
Guadalajara,2019,1,2019-T1,5615.48
Guadalajara,2019,2,2019-T2,4760.33
Guadalajara,2019,3,2019-T3,6364.0
Guadalajara,2019,4,2019-T4,4442.64
Guadalajara,2020,1,2020-T1,5023.25
Guadalajara,2020,2,2020-T2,2931.19
Guadalajara,2020,3,2020-T3,3456.59
Guadalajara,2020,4,2020-T4,7473.52
Guadalajara,2021,1,2021-T1,9621.69
Guadalajara,2021,2,2021-T2,12818.51
Guadalajara,2021,3,2021-T3,17627.32
Guadalajara,2021,4,2021-T4,22414.89
Guadalajara,2022,1,2022-T1,18443.26
Guadalajara,2022,2,2022-T2,34148.77
Guadalajara,2022,3,2022-T3,18897.3
Guadalajara,2022,4,2022-T4,14397.04
Guadalajara,2023,1,2023-T1,13064.77
Guadalajara,2023,2,2023-T2,12019.19
Guadalajara,2023,3,2023-T3,19699.74
Guadalajara,2023,4,2023-T4,18234.64
Guadalajara,2024,1,2024-T1,5793.09
Guadalajara,2024,2,2024-T2,7968.73
Guadalajara,2024,3,2024-T3,12999.84
Guadalajara,2024,4,2024-T4,6076.74
Guadalajara,2025,1,2025-T1,25741.72
Guadalajara,2025,2,2025-T2,34304.72
Guadalajara,2025,3,2025-T3,41890.31
Guadalajara,2025,4,2025-T4,21473.9
Guadalajara,2026,1,2026-T1,20792.59
Guipúzcoa,2004,1,2004-T1,43360.2
Guipúzcoa,2004,2,2004-T2,32785.8
Guipúzcoa,2004,3,2004-T3,36646.6
Guipúzcoa,2004,4,2004-T4,113395.6
Guipúzcoa,2005,1,2005-T1,26667.2
Guipúzcoa,2005,2,2005-T2,46748.5
Guipúzcoa,2005,3,2005-T3,31039.0
Guipúzcoa,2005,4,2005-T4,62042.3
Guipúzcoa,2006,1,2006-T1,35520.1
Guipúzcoa,2006,2,2006-T2,25975.3
Guipúzcoa,2006,3,2006-T3,48400.5
Guipúzcoa,2006,4,2006-T4,25500.6
Guipúzcoa,2007,1,2007-T1,75345.0
Guipúzcoa,2007,2,2007-T2,119726.8
Guipúzcoa,2007,3,2007-T3,23540.693170000002
Guipúzcoa,2007,4,2007-T4,88781.8
Guipúzcoa,2008,1,2008-T1,33981.4
Guipúzcoa,2008,2,2008-T2,24323.4
Guipúzcoa,2008,3,2008-T3,49378.97
Guipúzcoa,2008,4,2008-T4,49144.67
Guipúzcoa,2009,1,2009-T1,11780.48
Guipúzcoa,2009,2,2009-T2,9396.29
Guipúzcoa,2009,3,2009-T3,12901.4
Guipúzcoa,2009,4,2009-T4,9666.41
Guipúzcoa,2010,1,2010-T1,11468.92
Guipúzcoa,2010,2,2010-T2,40065.17
Guipúzcoa,2010,3,2010-T3,3679.43
Guipúzcoa,2010,4,2010-T4,9287.14
Guipúzcoa,2011,1,2011-T1,5334.28
Guipúzcoa,2011,2,2011-T2,3243.78
Guipúzcoa,2011,3,2011-T3,14348.94
Guipúzcoa,2011,4,2011-T4,4989.42
Guipúzcoa,2012,1,2012-T1,3586.22
Guipúzcoa,2012,2,2012-T2,10010.07
Guipúzcoa,2012,3,2012-T3,1454.48
Guipúzcoa,2012,4,2012-T4,11107.9
Guipúzcoa,2013,1,2013-T1,1884.52
Guipúzcoa,2013,2,2013-T2,1549.08
Guipúzcoa,2013,3,2013-T3,901.57
Guipúzcoa,2013,4,2013-T4,3025.77
Guipúzcoa,2014,1,2014-T1,2405.8
Guipúzcoa,2014,2,2014-T2,3640.67
Guipúzcoa,2014,3,2014-T3,10336.8
Guipúzcoa,2014,4,2014-T4,2673.7
Guipúzcoa,2015,1,2015-T1,1110.43
Guipúzcoa,2015,2,2015-T2,8505.36
Guipúzcoa,2015,3,2015-T3,17856.69
Guipúzcoa,2015,4,2015-T4,5265.22
Guipúzcoa,2016,1,2016-T1,4799.22
Guipúzcoa,2016,2,2016-T2,5033.87
Guipúzcoa,2016,3,2016-T3,6220.08
Guipúzcoa,2016,4,2016-T4,7342.26
Guipúzcoa,2017,1,2017-T1,3822.37
Guipúzcoa,2017,2,2017-T2,1250.82
Guipúzcoa,2017,3,2017-T3,6073.27
Guipúzcoa,2017,4,2017-T4,10604.61
Guipúzcoa,2018,1,2018-T1,6712.41
Guipúzcoa,2018,2,2018-T2,2838.56
Guipúzcoa,2018,3,2018-T3,2208.11
Guipúzcoa,2018,4,2018-T4,12232.15
Guipúzcoa,2019,1,2019-T1,1646.47
Guipúzcoa,2019,2,2019-T2,8495.89
Guipúzcoa,2019,3,2019-T3,12224.08
Guipúzcoa,2019,4,2019-T4,10209.36
Guipúzcoa,2020,1,2020-T1,18592.42
Guipúzcoa,2020,2,2020-T2,2532.07
Guipúzcoa,2020,3,2020-T3,5580.5
Guipúzcoa,2020,4,2020-T4,11446.15
Guipúzcoa,2021,1,2021-T1,7750.99
Guipúzcoa,2021,2,2021-T2,3166.1
Guipúzcoa,2021,3,2021-T3,4939.61
Guipúzcoa,2021,4,2021-T4,8484.74
Guipúzcoa,2022,1,2022-T1,14816.6
Guipúzcoa,2022,2,2022-T2,6998.35
Guipúzcoa,2022,3,2022-T3,7271.88
Guipúzcoa,2022,4,2022-T4,15756.27
Guipúzcoa,2023,1,2023-T1,2793.74
Guipúzcoa,2023,2,2023-T2,7927.07
Guipúzcoa,2023,3,2023-T3,6341.12
Guipúzcoa,2023,4,2023-T4,2122.32
Guipúzcoa,2024,1,2024-T1,6231.6
Guipúzcoa,2024,2,2024-T2,6468.2
Guipúzcoa,2024,3,2024-T3,5713.06
Guipúzcoa,2024,4,2024-T4,1623.85
Guipúzcoa,2025,1,2025-T1,4353.28
Guipúzcoa,2025,2,2025-T2,14265.56
Guipúzcoa,2025,3,2025-T3,1658.85
Guipúzcoa,2025,4,2025-T4,1785.87
Guipúzcoa,2026,1,2026-T1,546.0
Huelva,2004,1,2004-T1,96034.7
Huelva,2004,2,2004-T2,255867.0
Huelva,2004,3,2004-T3,25501.3
Huelva,2004,4,2004-T4,116133.7
Huelva,2005,1,2005-T1,50745.0
Huelva,2005,2,2005-T2,23763.6
Huelva,2005,3,2005-T3,33347.9
Huelva,2005,4,2005-T4,46166.3
Huelva,2006,1,2006-T1,21960.2
Huelva,2006,2,2006-T2,18195.8
Huelva,2006,3,2006-T3,22134.9
Huelva,2006,4,2006-T4,74245.7
Huelva,2007,1,2007-T1,26379.7
Huelva,2007,2,2007-T2,31987.7
Huelva,2007,3,2007-T3,30147.862699999998
Huelva,2007,4,2007-T4,72122.3
Huelva,2008,1,2008-T1,19337.7
Huelva,2008,2,2008-T2,32727.7
Huelva,2008,3,2008-T3,28366.56
Huelva,2008,4,2008-T4,34955.74
Huelva,2009,1,2009-T1,17949.89
Huelva,2009,2,2009-T2,40539.7
Huelva,2009,3,2009-T3,34841.88
Huelva,2009,4,2009-T4,16649.63
Huelva,2010,1,2010-T1,2584.8
Huelva,2010,2,2010-T2,4208.76
Huelva,2010,3,2010-T3,25562.27
Huelva,2010,4,2010-T4,8245.54
Huelva,2011,1,2011-T1,6666.57
Huelva,2011,2,2011-T2,32905.84
Huelva,2011,3,2011-T3,8417.01
Huelva,2011,4,2011-T4,3474.88
Huelva,2012,1,2012-T1,2844.56
Huelva,2012,2,2012-T2,3127.83
Huelva,2012,3,2012-T3,3665.35
Huelva,2012,4,2012-T4,10957.45
Huelva,2013,1,2013-T1,1476.84
Huelva,2013,2,2013-T2,2606.71
Huelva,2013,3,2013-T3,7673.25
Huelva,2013,4,2013-T4,9410.51
Huelva,2014,1,2014-T1,1877.78
Huelva,2014,2,2014-T2,3986.9
Huelva,2014,3,2014-T3,2494.28
Huelva,2014,4,2014-T4,5820.84
Huelva,2015,1,2015-T1,2446.02
Huelva,2015,2,2015-T2,3056.62
Huelva,2015,3,2015-T3,33114.69
Huelva,2015,4,2015-T4,3774.23
Huelva,2016,1,2016-T1,1865.08
Huelva,2016,2,2016-T2,1812.2
Huelva,2016,3,2016-T3,2256.12
Huelva,2016,4,2016-T4,4106.1
Huelva,2017,1,2017-T1,2546.99
Huelva,2017,2,2017-T2,6998.2
Huelva,2017,3,2017-T3,5558.93
Huelva,2017,4,2017-T4,4002.41
Huelva,2018,1,2018-T1,2527.83
Huelva,2018,2,2018-T2,2692.05
Huelva,2018,3,2018-T3,2574.76
Huelva,2018,4,2018-T4,5422.68
Huelva,2019,1,2019-T1,2075.24
Huelva,2019,2,2019-T2,3356.92
Huelva,2019,3,2019-T3,2246.6
Huelva,2019,4,2019-T4,9715.99
Huelva,2020,1,2020-T1,1306.3
Huelva,2020,2,2020-T2,1676.79
Huelva,2020,3,2020-T3,2231.81
Huelva,2020,4,2020-T4,6498.58
Huelva,2021,1,2021-T1,4251.13
Huelva,2021,2,2021-T2,6258.6
Huelva,2021,3,2021-T3,3314.37
Huelva,2021,4,2021-T4,7091.67
Huelva,2022,1,2022-T1,6806.73
Huelva,2022,2,2022-T2,6816.38
Huelva,2022,3,2022-T3,3166.78
Huelva,2022,4,2022-T4,2930.47
Huelva,2023,1,2023-T1,3998.87
Huelva,2023,2,2023-T2,3518.82
Huelva,2023,3,2023-T3,4937.77
Huelva,2023,4,2023-T4,4020.9
Huelva,2024,1,2024-T1,12004.96
Huelva,2024,2,2024-T2,8474.88
Huelva,2024,3,2024-T3,5258.28
Huelva,2024,4,2024-T4,1834.53
Huelva,2025,1,2025-T1,13918.6
Huelva,2025,2,2025-T2,5548.24
Huelva,2025,3,2025-T3,5012.73
Huelva,2025,4,2025-T4,10219.09
Huelva,2026,1,2026-T1,9585.76
Huesca,2004,1,2004-T1,14782.8
Huesca,2004,2,2004-T2,23969.5
Huesca,2004,3,2004-T3,16211.0
Huesca,2004,4,2004-T4,37114.8
Huesca,2005,1,2005-T1,34678.5
Huesca,2005,2,2005-T2,209989.2
Huesca,2005,3,2005-T3,23435.1
Huesca,2005,4,2005-T4,57298.5
Huesca,2006,1,2006-T1,16500.6
Huesca,2006,2,2006-T2,23358.0
Huesca,2006,3,2006-T3,9613.8
Huesca,2006,4,2006-T4,13831.5
Huesca,2007,1,2007-T1,14903.8
Huesca,2007,2,2007-T2,10189.1
Huesca,2007,3,2007-T3,27938.54304
Huesca,2007,4,2007-T4,9092.7
Huesca,2008,1,2008-T1,9854.7
Huesca,2008,2,2008-T2,4065.0
Huesca,2008,3,2008-T3,4351.49
Huesca,2008,4,2008-T4,7020.64
Huesca,2009,1,2009-T1,4445.69
Huesca,2009,2,2009-T2,5983.74
Huesca,2009,3,2009-T3,3245.63
Huesca,2009,4,2009-T4,10405.46
Huesca,2010,1,2010-T1,2346.84
Huesca,2010,2,2010-T2,6945.49
Huesca,2010,3,2010-T3,3060.45
Huesca,2010,4,2010-T4,1509.73
Huesca,2011,1,2011-T1,2291.27
Huesca,2011,2,2011-T2,4766.48
Huesca,2011,3,2011-T3,1034.49
Huesca,2011,4,2011-T4,3281.63
Huesca,2012,1,2012-T1,5849.0
Huesca,2012,2,2012-T2,7945.18
Huesca,2012,3,2012-T3,4627.68
Huesca,2012,4,2012-T4,974.73
Huesca,2013,1,2013-T1,350.82
Huesca,2013,2,2013-T2,981.88
Huesca,2013,3,2013-T3,2273.99
Huesca,2013,4,2013-T4,532.1
Huesca,2014,1,2014-T1,1347.49
Huesca,2014,2,2014-T2,1550.3
Huesca,2014,3,2014-T3,1306.92
Huesca,2014,4,2014-T4,5977.3
Huesca,2015,1,2015-T1,1610.72
Huesca,2015,2,2015-T2,1919.47
Huesca,2015,3,2015-T3,1968.94
Huesca,2015,4,2015-T4,2063.39
Huesca,2016,1,2016-T1,1612.24
Huesca,2016,2,2016-T2,2561.66
Huesca,2016,3,2016-T3,679.81
Huesca,2016,4,2016-T4,2416.68
Huesca,2017,1,2017-T1,3489.0
Huesca,2017,2,2017-T2,1301.74
Huesca,2017,3,2017-T3,2759.27
Huesca,2017,4,2017-T4,2059.92
Huesca,2018,1,2018-T1,2098.52
Huesca,2018,2,2018-T2,3563.84
Huesca,2018,3,2018-T3,3565.65
Huesca,2018,4,2018-T4,3915.65
Huesca,2019,1,2019-T1,767.3
Huesca,2019,2,2019-T2,1847.22
Huesca,2019,3,2019-T3,2131.55
Huesca,2019,4,2019-T4,2745.97
Huesca,2020,1,2020-T1,2435.68
Huesca,2020,2,2020-T2,961.91
Huesca,2020,3,2020-T3,1698.18
Huesca,2020,4,2020-T4,1833.26
Huesca,2021,1,2021-T1,855.74
Huesca,2021,2,2021-T2,3222.89
Huesca,2021,3,2021-T3,11209.31
Huesca,2021,4,2021-T4,3104.4
Huesca,2022,1,2022-T1,2506.74
Huesca,2022,2,2022-T2,3331.96
Huesca,2022,3,2022-T3,8539.99
Huesca,2022,4,2022-T4,2063.97
Huesca,2023,1,2023-T1,2360.57
Huesca,2023,2,2023-T2,4925.83
Huesca,2023,3,2023-T3,1353.96
Huesca,2023,4,2023-T4,9090.4
Huesca,2024,1,2024-T1,3332.06
Huesca,2024,2,2024-T2,2742.1
Huesca,2024,3,2024-T3,1784.56
Huesca,2024,4,2024-T4,1335.1
Huesca,2025,1,2025-T1,3139.42
Huesca,2025,2,2025-T2,5813.59
Huesca,2025,3,2025-T3,5479.86
Huesca,2025,4,2025-T4,1811.64
Huesca,2026,1,2026-T1,1734.9
Jaén,2004,1,2004-T1,7084.1
Jaén,2004,2,2004-T2,3553.3
Jaén,2004,3,2004-T3,4460.8
Jaén,2004,4,2004-T4,11650.3
Jaén,2005,1,2005-T1,9212.2
Jaén,2005,2,2005-T2,6983.8
Jaén,2005,3,2005-T3,8025.5
Jaén,2005,4,2005-T4,7102.8
Jaén,2006,1,2006-T1,5191.1
Jaén,2006,2,2006-T2,45914.1
Jaén,2006,3,2006-T3,10891.4
Jaén,2006,4,2006-T4,21317.4
Jaén,2007,1,2007-T1,44305.6
Jaén,2007,2,2007-T2,25034.1
Jaén,2007,3,2007-T3,29418.1952
Jaén,2007,4,2007-T4,18130.6
Jaén,2008,1,2008-T1,28873.4
Jaén,2008,2,2008-T2,17449.7
Jaén,2008,3,2008-T3,20875.71
Jaén,2008,4,2008-T4,14319.08
Jaén,2009,1,2009-T1,14710.7
