codigo_serie,numero_secuencial,alias_serie,descripcion_serie,unidad,frecuencia,fecha,anio,mes,valor
DCIIOM2021IND_D09F412.M,4638319,SI_1_5.14,Estadísticas generales. Índice costes construcción. Ponderado de mano de obra y consumo de materiales. Base 2021.Construcción de edificios,Base 2021 = 100,MENSUAL,2011-07-01,2011,7,90.81
DCIIOM2021IND_D09F412.M,4638319,SI_1_5.14,Estadísticas generales. Índice costes construcción. Ponderado de mano de obra y consumo de materiales. Base 2021.Construcción de edificios,Base 2021 = 100,MENSUAL,2011-08-01,2011,8,90.61
DCIIOM2021IND_D09F412.M,4638319,SI_1_5.14,Estadísticas generales. Índice costes construcción. Ponderado de mano de obra y consumo de materiales. Base 2021.Construcción de edificios,Base 2021 = 100,MENSUAL,2011-09-01,2011,9,90.51
DCIIOM2021IND_D09F412.M,4638319,SI_1_5.14,Estadísticas generales. Índice costes construcción. Ponderado de mano de obra y consumo de materiales. Base 2021.Construcción de edificios,Base 2021 = 100,MENSUAL,2011-10-01,2011,10,94.61
DCIIOM2021IND_D09F412.M,4638319,SI_1_5.14,Estadísticas generales. Índice costes construcción. Ponderado de mano de obra y consumo de materiales. Base 2021.Construcción de edificios,Base 2021 = 100,MENSUAL,2011-11-01,2011,11,94.46
DCIIOM2021IND_D09F412.M,4638319,SI_1_5.14,Estadísticas generales. Índice costes construcción. Ponderado de mano de obra y consumo de materiales. Base 2021.Construcción de edificios,Base 2021 = 100,MENSUAL,2011-12-01,2011,12,94.42
DCIIOM2021IND_D09F412.M,4638319,SI_1_5.14,Estadísticas generales. Índice costes construcción. Ponderado de mano de obra y consumo de materiales. Base 2021.Construcción de edificios,Base 2021 = 100,MENSUAL,2012-01-01,2012,1,91.2
DCIIOM2021IND_D09F412.M,4638319,SI_1_5.14,Estadísticas generales. Índice costes construcción. Ponderado de mano de obra y consumo de materiales. Base 2021.Construcción de edificios,Base 2021 = 100,MENSUAL,2012-02-01,2012,2,91.45
DCIIOM2021IND_D09F412.M,4638319,SI_1_5.14,Estadísticas generales. Índice costes construcción. Ponderado de mano de obra y consumo de materiales. Base 2021.Construcción de edificios,Base 2021 = 100,MENSUAL,2012-03-01,2012,3,91.59
DCIIOM2021IND_D09F412.M,4638319,SI_1_5.14,Estadísticas generales. Índice costes construcción. Ponderado de mano de obra y consumo de materiales. Base 2021.Construcción de edificios,Base 2021 = 100,MENSUAL,2012-04-01,2012,4,94.26
DCIIOM2021IND_D09F412.M,4638319,SI_1_5.14,Estadísticas generales. Índice costes construcción. Ponderado de mano de obra y consumo de materiales. Base 2021.Construcción de edificios,Base 2021 = 100,MENSUAL,2012-05-01,2012,5,94.3
DCIIOM2021IND_D09F412.M,4638319,SI_1_5.14,Estadísticas generales. Índice costes construcción. Ponderado de mano de obra y consumo de materiales. Base 2021.Construcción de edificios,Base 2021 = 100,MENSUAL,2012-06-01,2012,6,94.11
DCIIOM2021IND_D09F412.M,4638319,SI_1_5.14,Estadísticas generales. Índice costes construcción. Ponderado de mano de obra y consumo de materiales. Base 2021.Construcción de edificios,Base 2021 = 100,MENSUAL,2012-07-01,2012,7,90.76
DCIIOM2021IND_D09F412.M,4638319,SI_1_5.14,Estadísticas generales. Índice costes construcción. Ponderado de mano de obra y consumo de materiales. Base 2021.Construcción de edificios,Base 2021 = 100,MENSUAL,2012-08-01,2012,8,90.75
DCIIOM2021IND_D09F412.M,4638319,SI_1_5.14,Estadísticas generales. Índice costes construcción. Ponderado de mano de obra y consumo de materiales. Base 2021.Construcción de edificios,Base 2021 = 100,MENSUAL,2012-09-01,2012,9,90.75
DCIIOM2021IND_D09F412.M,4638319,SI_1_5.14,Estadísticas generales. Índice costes construcción. Ponderado de mano de obra y consumo de materiales. Base 2021.Construcción de edificios,Base 2021 = 100,MENSUAL,2012-10-01,2012,10,94.6
DCIIOM2021IND_D09F412.M,4638319,SI_1_5.14,Estadísticas generales. Índice costes construcción. Ponderado de mano de obra y consumo de materiales. Base 2021.Construcción de edificios,Base 2021 = 100,MENSUAL,2012-11-01,2012,11,94.56
DCIIOM2021IND_D09F412.M,4638319,SI_1_5.14,Estadísticas generales. Índice costes construcción. Ponderado de mano de obra y consumo de materiales. Base 2021.Construcción de edificios,Base 2021 = 100,MENSUAL,2012-12-01,2012,12,94.59
DCIIOM2021IND_D09F412.M,4638319,SI_1_5.14,Estadísticas generales. Índice costes construcción. Ponderado de mano de obra y consumo de materiales. Base 2021.Construcción de edificios,Base 2021 = 100,MENSUAL,2013-01-01,2013,1,90.9
DCIIOM2021IND_D09F412.M,4638319,SI_1_5.14,Estadísticas generales. Índice costes construcción. Ponderado de mano de obra y consumo de materiales. Base 2021.Construcción de edificios,Base 2021 = 100,MENSUAL,2013-02-01,2013,2,91.08
