provincia,anio,trimestre,periodo,superficie_m2
Castellón/Castelló,2013,2,2013-T2,85.37
Castellón/Castelló,2013,3,2013-T3,39.38
Castellón/Castelló,2013,4,2013-T4,59.17
Castellón/Castelló,2014,1,2014-T1,61.38
Castellón/Castelló,2014,2,2014-T2,55.85
Castellón/Castelló,2014,3,2014-T3,43.62
Castellón/Castelló,2014,4,2014-T4,87.85
Castellón/Castelló,2015,1,2015-T1,172.98
Castellón/Castelló,2015,2,2015-T2,19.57
Castellón/Castelló,2015,3,2015-T3,161.48
Castellón/Castelló,2015,4,2015-T4,70.54
Castellón/Castelló,2016,1,2016-T1,105.05
Castellón/Castelló,2016,2,2016-T2,105.5
Castellón/Castelló,2016,3,2016-T3,81.55
Castellón/Castelló,2016,4,2016-T4,69.62
Castellón/Castelló,2017,1,2017-T1,50.73
Castellón/Castelló,2017,2,2017-T2,38.14
Castellón/Castelló,2017,3,2017-T3,157.2
Castellón/Castelló,2017,4,2017-T4,90.24
Castellón/Castelló,2018,1,2018-T1,71.35
Castellón/Castelló,2018,2,2018-T2,146.35
Castellón/Castelló,2018,3,2018-T3,106.01
Castellón/Castelló,2018,4,2018-T4,227.45
Castellón/Castelló,2019,1,2019-T1,36.32
Castellón/Castelló,2019,2,2019-T2,101.25
Castellón/Castelló,2019,3,2019-T3,13.1
Castellón/Castelló,2019,4,2019-T4,58.75
Castellón/Castelló,2020,1,2020-T1,24.13
Castellón/Castelló,2020,2,2020-T2,42.86
Castellón/Castelló,2020,3,2020-T3,131.03
Castellón/Castelló,2020,4,2020-T4,534.82
Castellón/Castelló,2021,1,2021-T1,140.61
Castellón/Castelló,2021,2,2021-T2,72.13
Castellón/Castelló,2021,3,2021-T3,221.7
Castellón/Castelló,2021,4,2021-T4,123.53
Castellón/Castelló,2022,1,2022-T1,136.13
Castellón/Castelló,2022,2,2022-T2,67.94
Castellón/Castelló,2022,3,2022-T3,49.38
Castellón/Castelló,2022,4,2022-T4,108.99
Castellón/Castelló,2023,1,2023-T1,67.66
Castellón/Castelló,2023,2,2023-T2,79.92
Castellón/Castelló,2023,3,2023-T3,52.5
Castellón/Castelló,2023,4,2023-T4,117.82
Castellón/Castelló,2024,1,2024-T1,85.43
Castellón/Castelló,2024,2,2024-T2,115.88
Castellón/Castelló,2024,3,2024-T3,246.95
Castellón/Castelló,2024,4,2024-T4,46.26
Castellón/Castelló,2025,1,2025-T1,42.96
Castellón/Castelló,2025,2,2025-T2,167.0
Castellón/Castelló,2025,3,2025-T3,229.27
Castellón/Castelló,2025,4,2025-T4,193.4
Castellón/Castelló,2026,1,2026-T1,104.89
Ceuta,2004,1,2004-T1,0.7
Ceuta,2004,2,2004-T2,1.5
Ceuta,2004,3,2004-T3,27.1
Ceuta,2004,4,2004-T4,7.9
Ceuta,2005,1,2005-T1,0.7
Ceuta,2005,2,2005-T2,3.4
Ceuta,2005,3,2005-T3,2.9
Ceuta,2005,4,2005-T4,6.9
Ceuta,2006,1,2006-T1,16.2
Ceuta,2006,2,2006-T2,1.7
Ceuta,2006,3,2006-T3,0.7
Ceuta,2006,4,2006-T4,0.0
Ceuta,2007,1,2007-T1,1.7
Ceuta,2007,2,2007-T2,0.3
Ceuta,2007,3,2007-T3,0.0
Ceuta,2007,4,2007-T4,1.8
Ceuta,2008,1,2008-T1,0.0
Ceuta,2008,2,2008-T2,0.5
Ceuta,2008,3,2008-T3,0.79
Ceuta,2008,4,2008-T4,2.07
Ceuta,2009,1,2009-T1,3.0
Ceuta,2009,2,2009-T2,0.35
Ceuta,2009,3,2009-T3,0.62
Ceuta,2009,4,2009-T4,0.25
Ceuta,2010,1,2010-T1,0.24
Ceuta,2010,2,2010-T2,0.35
Ceuta,2010,3,2010-T3,8.77
Ceuta,2010,4,2010-T4,1.49
Ceuta,2011,1,2011-T1,0.35
Ceuta,2011,2,2011-T2,0.0
Ceuta,2011,3,2011-T3,0.0
Ceuta,2011,4,2011-T4,0.34
Ceuta,2012,1,2012-T1,0.0
Ceuta,2012,2,2012-T2,0.51
Ceuta,2012,3,2012-T3,0.22
Ceuta,2012,4,2012-T4,0.8
Ceuta,2013,1,2013-T1,1.61
Ceuta,2013,2,2013-T2,0.86
Ceuta,2013,3,2013-T3,0.5
Ceuta,2013,4,2013-T4,24.06
Ceuta,2014,1,2014-T1,0.0
Ceuta,2014,2,2014-T2,1.25
Ceuta,2014,3,2014-T3,0.0
Ceuta,2014,4,2014-T4,0.0
Ceuta,2015,1,2015-T1,49.74
Ceuta,2015,2,2015-T2,0.0
Ceuta,2015,3,2015-T3,0.0
Ceuta,2015,4,2015-T4,0.39
Ceuta,2016,1,2016-T1,0.0
Ceuta,2016,2,2016-T2,0.0
Ceuta,2016,3,2016-T3,1.6
Ceuta,2016,4,2016-T4,0.0
Ceuta,2017,1,2017-T1,0.58
Ceuta,2017,2,2017-T2,1.62
Ceuta,2017,3,2017-T3,0.0
Ceuta,2017,4,2017-T4,0.0
Ceuta,2018,1,2018-T1,0.0
Ceuta,2018,2,2018-T2,0.0
Ceuta,2018,3,2018-T3,0.73
Ceuta,2018,4,2018-T4,0.14
Ceuta,2019,1,2019-T1,0.0
Ceuta,2019,2,2019-T2,0.0
Ceuta,2019,3,2019-T3,0.0
Ceuta,2019,4,2019-T4,0.0
Ceuta,2020,1,2020-T1,0.66
Ceuta,2020,2,2020-T2,0.0
Ceuta,2020,3,2020-T3,0.0
Ceuta,2020,4,2020-T4,0.0
Ceuta,2021,1,2021-T1,0.0
Ceuta,2021,2,2021-T2,0.03
Ceuta,2021,3,2021-T3,0.0
Ceuta,2021,4,2021-T4,2.63
Ceuta,2022,1,2022-T1,0.48
Ceuta,2022,2,2022-T2,0.06
Ceuta,2022,3,2022-T3,0.0
Ceuta,2022,4,2022-T4,0.0
Ceuta,2023,1,2023-T1,0.0
Ceuta,2023,2,2023-T2,0.0
Ceuta,2023,3,2023-T3,0.0
Ceuta,2023,4,2023-T4,0.29
Ceuta,2024,1,2024-T1,0.04
Ceuta,2024,2,2024-T2,0.04
Ceuta,2024,3,2024-T3,0.03
Ceuta,2024,4,2024-T4,0.0
Ceuta,2025,1,2025-T1,0.0
Ceuta,2025,2,2025-T2,0.0
Ceuta,2025,3,2025-T3,0.0
Ceuta,2025,4,2025-T4,4.14
Ceuta,2026,1,2026-T1,0.0
Ciudad Real,2004,1,2004-T1,224.9
Ciudad Real,2004,2,2004-T2,253.0
Ciudad Real,2004,3,2004-T3,183.8
Ciudad Real,2004,4,2004-T4,221.9
Ciudad Real,2005,1,2005-T1,260.9
Ciudad Real,2005,2,2005-T2,219.6
Ciudad Real,2005,3,2005-T3,173.7
Ciudad Real,2005,4,2005-T4,111.2
Ciudad Real,2006,1,2006-T1,330.7
Ciudad Real,2006,2,2006-T2,159.4
Ciudad Real,2006,3,2006-T3,222.9
Ciudad Real,2006,4,2006-T4,214.0
Ciudad Real,2007,1,2007-T1,255.7
Ciudad Real,2007,2,2007-T2,206.2
Ciudad Real,2007,3,2007-T3,117.37203
Ciudad Real,2007,4,2007-T4,97.2
Ciudad Real,2008,1,2008-T1,73.7
Ciudad Real,2008,2,2008-T2,170.5
Ciudad Real,2008,3,2008-T3,135.23
Ciudad Real,2008,4,2008-T4,151.11
Ciudad Real,2009,1,2009-T1,103.28
Ciudad Real,2009,2,2009-T2,148.73
Ciudad Real,2009,3,2009-T3,51.39
Ciudad Real,2009,4,2009-T4,175.52
Ciudad Real,2010,1,2010-T1,47.57
Ciudad Real,2010,2,2010-T2,169.1
Ciudad Real,2010,3,2010-T3,70.5
Ciudad Real,2010,4,2010-T4,194.16
Ciudad Real,2011,1,2011-T1,57.82
Ciudad Real,2011,2,2011-T2,88.03
Ciudad Real,2011,3,2011-T3,58.98
Ciudad Real,2011,4,2011-T4,46.02
Ciudad Real,2012,1,2012-T1,56.58
Ciudad Real,2012,2,2012-T2,38.76
Ciudad Real,2012,3,2012-T3,159.21
Ciudad Real,2012,4,2012-T4,53.42
Ciudad Real,2013,1,2013-T1,70.33
Ciudad Real,2013,2,2013-T2,41.06
Ciudad Real,2013,3,2013-T3,67.5
Ciudad Real,2013,4,2013-T4,105.79
Ciudad Real,2014,1,2014-T1,29.16
Ciudad Real,2014,2,2014-T2,39.45
Ciudad Real,2014,3,2014-T3,52.27
Ciudad Real,2014,4,2014-T4,77.79
Ciudad Real,2015,1,2015-T1,53.39
Ciudad Real,2015,2,2015-T2,37.76
Ciudad Real,2015,3,2015-T3,44.32
Ciudad Real,2015,4,2015-T4,74.21
Ciudad Real,2016,1,2016-T1,59.57
Ciudad Real,2016,2,2016-T2,47.28
Ciudad Real,2016,3,2016-T3,35.07
Ciudad Real,2016,4,2016-T4,42.76
Ciudad Real,2017,1,2017-T1,139.07
Ciudad Real,2017,2,2017-T2,41.65
Ciudad Real,2017,3,2017-T3,35.29
Ciudad Real,2017,4,2017-T4,104.74
Ciudad Real,2018,1,2018-T1,45.78
Ciudad Real,2018,2,2018-T2,46.95
Ciudad Real,2018,3,2018-T3,49.15
Ciudad Real,2018,4,2018-T4,79.68
Ciudad Real,2019,1,2019-T1,52.13
Ciudad Real,2019,2,2019-T2,47.08
Ciudad Real,2019,3,2019-T3,57.45
Ciudad Real,2019,4,2019-T4,82.23
Ciudad Real,2020,1,2020-T1,17.59
Ciudad Real,2020,2,2020-T2,53.58
Ciudad Real,2020,3,2020-T3,46.01
Ciudad Real,2020,4,2020-T4,56.93
Ciudad Real,2021,1,2021-T1,44.36
Ciudad Real,2021,2,2021-T2,57.57
Ciudad Real,2021,3,2021-T3,77.08
Ciudad Real,2021,4,2021-T4,142.78
Ciudad Real,2022,1,2022-T1,81.42
Ciudad Real,2022,2,2022-T2,81.02
Ciudad Real,2022,3,2022-T3,39.11
Ciudad Real,2022,4,2022-T4,51.13
Ciudad Real,2023,1,2023-T1,46.49
Ciudad Real,2023,2,2023-T2,40.96
Ciudad Real,2023,3,2023-T3,25.44
Ciudad Real,2023,4,2023-T4,79.78
Ciudad Real,2024,1,2024-T1,40.64
Ciudad Real,2024,2,2024-T2,70.22
Ciudad Real,2024,3,2024-T3,63.73
Ciudad Real,2024,4,2024-T4,35.81
Ciudad Real,2025,1,2025-T1,57.63
Ciudad Real,2025,2,2025-T2,82.2
Ciudad Real,2025,3,2025-T3,91.02
Ciudad Real,2025,4,2025-T4,121.39
Ciudad Real,2026,1,2026-T1,69.33
Coruña (A),2004,1,2004-T1,205.8
Coruña (A),2004,2,2004-T2,372.9
Coruña (A),2004,3,2004-T3,233.6
Coruña (A),2004,4,2004-T4,250.4
Coruña (A),2005,1,2005-T1,272.0
Coruña (A),2005,2,2005-T2,441.3
Coruña (A),2005,3,2005-T3,432.2
Coruña (A),2005,4,2005-T4,252.5
Coruña (A),2006,1,2006-T1,202.0
Coruña (A),2006,2,2006-T2,243.8
Coruña (A),2006,3,2006-T3,157.9
Coruña (A),2006,4,2006-T4,244.6
Coruña (A),2007,1,2007-T1,161.7
Coruña (A),2007,2,2007-T2,174.0
Coruña (A),2007,3,2007-T3,160.28525
Coruña (A),2007,4,2007-T4,122.0
Coruña (A),2008,1,2008-T1,124.6
Coruña (A),2008,2,2008-T2,159.6
Coruña (A),2008,3,2008-T3,86.66
Coruña (A),2008,4,2008-T4,269.59
Coruña (A),2009,1,2009-T1,407.39
Coruña (A),2009,2,2009-T2,132.48
Coruña (A),2009,3,2009-T3,82.17
Coruña (A),2009,4,2009-T4,79.03
Coruña (A),2010,1,2010-T1,66.74
Coruña (A),2010,2,2010-T2,74.87
Coruña (A),2010,3,2010-T3,61.95
Coruña (A),2010,4,2010-T4,75.54
Coruña (A),2011,1,2011-T1,40.97
Coruña (A),2011,2,2011-T2,46.79
Coruña (A),2011,3,2011-T3,53.37
Coruña (A),2011,4,2011-T4,105.19
Coruña (A),2012,1,2012-T1,55.94
Coruña (A),2012,2,2012-T2,42.75
Coruña (A),2012,3,2012-T3,40.11
Coruña (A),2012,4,2012-T4,49.38
Coruña (A),2013,1,2013-T1,30.89
Coruña (A),2013,2,2013-T2,33.51
Coruña (A),2013,3,2013-T3,42.3
Coruña (A),2013,4,2013-T4,75.11
Coruña (A),2014,1,2014-T1,31.43
Coruña (A),2014,2,2014-T2,78.25
Coruña (A),2014,3,2014-T3,18.59
Coruña (A),2014,4,2014-T4,68.27
Coruña (A),2015,1,2015-T1,39.59
Coruña (A),2015,2,2015-T2,90.72
Coruña (A),2015,3,2015-T3,62.46
Coruña (A),2015,4,2015-T4,45.91
Coruña (A),2016,1,2016-T1,22.36
Coruña (A),2016,2,2016-T2,28.49
Coruña (A),2016,3,2016-T3,30.93
Coruña (A),2016,4,2016-T4,26.49
Coruña (A),2017,1,2017-T1,51.62
Coruña (A),2017,2,2017-T2,85.34
Coruña (A),2017,3,2017-T3,31.07
Coruña (A),2017,4,2017-T4,46.55
Coruña (A),2018,1,2018-T1,65.63
Coruña (A),2018,2,2018-T2,68.45
Coruña (A),2018,3,2018-T3,43.49
Coruña (A),2018,4,2018-T4,112.72
Coruña (A),2019,1,2019-T1,49.1
Coruña (A),2019,2,2019-T2,56.97
Coruña (A),2019,3,2019-T3,68.54
Coruña (A),2019,4,2019-T4,40.06
Coruña (A),2020,1,2020-T1,14.29
Coruña (A),2020,2,2020-T2,29.33
Coruña (A),2020,3,2020-T3,38.69
Coruña (A),2020,4,2020-T4,76.11
Coruña (A),2021,1,2021-T1,50.78
Coruña (A),2021,2,2021-T2,170.42
Coruña (A),2021,3,2021-T3,53.15
Coruña (A),2021,4,2021-T4,115.08
Coruña (A),2022,1,2022-T1,112.67
Coruña (A),2022,2,2022-T2,41.2
Coruña (A),2022,3,2022-T3,62.03
Coruña (A),2022,4,2022-T4,81.21
Coruña (A),2023,1,2023-T1,33.09
Coruña (A),2023,2,2023-T2,55.58
Coruña (A),2023,3,2023-T3,53.88
Coruña (A),2023,4,2023-T4,53.68
Coruña (A),2024,1,2024-T1,61.59
Coruña (A),2024,2,2024-T2,72.62
Coruña (A),2024,3,2024-T3,96.75
Coruña (A),2024,4,2024-T4,48.18
Coruña (A),2025,1,2025-T1,64.87
Coruña (A),2025,2,2025-T2,64.11
Coruña (A),2025,3,2025-T3,115.43
Coruña (A),2025,4,2025-T4,113.8
Coruña (A),2026,1,2026-T1,66.59
Cuenca,2004,1,2004-T1,124.7
Cuenca,2004,2,2004-T2,72.0
Cuenca,2004,3,2004-T3,107.5
Cuenca,2004,4,2004-T4,136.7
Cuenca,2005,1,2005-T1,97.4
Cuenca,2005,2,2005-T2,125.9
Cuenca,2005,3,2005-T3,72.8
Cuenca,2005,4,2005-T4,104.0
Cuenca,2006,1,2006-T1,140.6
Cuenca,2006,2,2006-T2,32.2
Cuenca,2006,3,2006-T3,56.5
Cuenca,2006,4,2006-T4,68.7
Cuenca,2007,1,2007-T1,37.6
Cuenca,2007,2,2007-T2,122.3
Cuenca,2007,3,2007-T3,344.22081
Cuenca,2007,4,2007-T4,223.4
Cuenca,2008,1,2008-T1,229.9
Cuenca,2008,2,2008-T2,102.8
Cuenca,2008,3,2008-T3,54.63
Cuenca,2008,4,2008-T4,101.79
Cuenca,2009,1,2009-T1,52.28
Cuenca,2009,2,2009-T2,44.49
Cuenca,2009,3,2009-T3,51.24
Cuenca,2009,4,2009-T4,64.96
Cuenca,2010,1,2010-T1,40.71
Cuenca,2010,2,2010-T2,41.19
Cuenca,2010,3,2010-T3,21.99
Cuenca,2010,4,2010-T4,31.63
Cuenca,2011,1,2011-T1,36.32
Cuenca,2011,2,2011-T2,38.99
Cuenca,2011,3,2011-T3,33.81
Cuenca,2011,4,2011-T4,24.57
Cuenca,2012,1,2012-T1,25.32
Cuenca,2012,2,2012-T2,14.09
Cuenca,2012,3,2012-T3,9.68
Cuenca,2012,4,2012-T4,61.53
Cuenca,2013,1,2013-T1,25.01
Cuenca,2013,2,2013-T2,13.04
Cuenca,2013,3,2013-T3,26.24
Cuenca,2013,4,2013-T4,12.15
Cuenca,2014,1,2014-T1,8.91
Cuenca,2014,2,2014-T2,7.15
Cuenca,2014,3,2014-T3,18.8
Cuenca,2014,4,2014-T4,18.14
Cuenca,2015,1,2015-T1,26.89
Cuenca,2015,2,2015-T2,23.56
Cuenca,2015,3,2015-T3,15.96
Cuenca,2015,4,2015-T4,25.97
Cuenca,2016,1,2016-T1,22.94
Cuenca,2016,2,2016-T2,12.82
Cuenca,2016,3,2016-T3,14.07
Cuenca,2016,4,2016-T4,26.84
Cuenca,2017,1,2017-T1,13.17
Cuenca,2017,2,2017-T2,39.21
Cuenca,2017,3,2017-T3,23.31
Cuenca,2017,4,2017-T4,14.29
Cuenca,2018,1,2018-T1,22.02
Cuenca,2018,2,2018-T2,6.82
Cuenca,2018,3,2018-T3,12.96
Cuenca,2018,4,2018-T4,18.02
Cuenca,2019,1,2019-T1,12.94
Cuenca,2019,2,2019-T2,18.26
Cuenca,2019,3,2019-T3,23.67
Cuenca,2019,4,2019-T4,19.48
Cuenca,2020,1,2020-T1,5.98
Cuenca,2020,2,2020-T2,18.98
Cuenca,2020,3,2020-T3,20.76
Cuenca,2020,4,2020-T4,19.3
Cuenca,2021,1,2021-T1,54.22
Cuenca,2021,2,2021-T2,27.46
Cuenca,2021,3,2021-T3,35.06
Cuenca,2021,4,2021-T4,33.46
Cuenca,2022,1,2022-T1,37.42
Cuenca,2022,2,2022-T2,28.94
Cuenca,2022,3,2022-T3,32.99
Cuenca,2022,4,2022-T4,24.43
Cuenca,2023,1,2023-T1,27.27
Cuenca,2023,2,2023-T2,29.57
Cuenca,2023,3,2023-T3,13.59
Cuenca,2023,4,2023-T4,18.77
Cuenca,2024,1,2024-T1,13.22
Cuenca,2024,2,2024-T2,19.55
Cuenca,2024,3,2024-T3,16.94
Cuenca,2024,4,2024-T4,19.35
Cuenca,2025,1,2025-T1,25.88
Cuenca,2025,2,2025-T2,18.76
Cuenca,2025,3,2025-T3,42.73
Cuenca,2025,4,2025-T4,64.56
Cuenca,2026,1,2026-T1,38.27
Cáceres,2004,1,2004-T1,183.9
Cáceres,2004,2,2004-T2,317.2
Cáceres,2004,3,2004-T3,239.3
Cáceres,2004,4,2004-T4,387.5
Cáceres,2005,1,2005-T1,187.3
Cáceres,2005,2,2005-T2,476.4
Cáceres,2005,3,2005-T3,159.6
Cáceres,2005,4,2005-T4,180.4
Cáceres,2006,1,2006-T1,101.7
Cáceres,2006,2,2006-T2,160.2
Cáceres,2006,3,2006-T3,153.0
Cáceres,2006,4,2006-T4,221.9
Cáceres,2007,1,2007-T1,416.7
Cáceres,2007,2,2007-T2,121.1432
Cáceres,2007,3,2007-T3,114.55242999999999
Cáceres,2007,4,2007-T4,192.8
Cáceres,2008,1,2008-T1,253.4
Cáceres,2008,2,2008-T2,100.2
Cáceres,2008,3,2008-T3,242.43
Cáceres,2008,4,2008-T4,169.69
Cáceres,2009,1,2009-T1,53.47
Cáceres,2009,2,2009-T2,28.08
Cáceres,2009,3,2009-T3,61.52
Cáceres,2009,4,2009-T4,39.54
Cáceres,2010,1,2010-T1,65.12
Cáceres,2010,2,2010-T2,54.33
Cáceres,2010,3,2010-T3,35.54
Cáceres,2010,4,2010-T4,74.21
Cáceres,2011,1,2011-T1,92.18
Cáceres,2011,2,2011-T2,44.71
Cáceres,2011,3,2011-T3,20.36
Cáceres,2011,4,2011-T4,43.66
Cáceres,2012,1,2012-T1,49.97
Cáceres,2012,2,2012-T2,38.06
Cáceres,2012,3,2012-T3,23.56
Cáceres,2012,4,2012-T4,93.26
Cáceres,2013,1,2013-T1,18.23
Cáceres,2013,2,2013-T2,27.36
Cáceres,2013,3,2013-T3,28.99
Cáceres,2013,4,2013-T4,19.84
Cáceres,2014,1,2014-T1,19.82
Cáceres,2014,2,2014-T2,16.09
Cáceres,2014,3,2014-T3,45.01
Cáceres,2014,4,2014-T4,26.04
Cáceres,2015,1,2015-T1,44.11
Cáceres,2015,2,2015-T2,22.09
Cáceres,2015,3,2015-T3,16.21
Cáceres,2015,4,2015-T4,32.74
Cáceres,2016,1,2016-T1,61.63
Cáceres,2016,2,2016-T2,40.54
Cáceres,2016,3,2016-T3,12.47
Cáceres,2016,4,2016-T4,43.42
Cáceres,2017,1,2017-T1,13.06
Cáceres,2017,2,2017-T2,29.75
Cáceres,2017,3,2017-T3,31.97
Cáceres,2017,4,2017-T4,22.27
Cáceres,2018,1,2018-T1,24.57
Cáceres,2018,2,2018-T2,38.42
Cáceres,2018,3,2018-T3,28.08
Cáceres,2018,4,2018-T4,32.91
Cáceres,2019,1,2019-T1,16.42
Cáceres,2019,2,2019-T2,25.46
Cáceres,2019,3,2019-T3,39.97
Cáceres,2019,4,2019-T4,44.34
Cáceres,2020,1,2020-T1,10.58
Cáceres,2020,2,2020-T2,13.76
Cáceres,2020,3,2020-T3,31.23
Cáceres,2020,4,2020-T4,49.76
Cáceres,2021,1,2021-T1,48.21
Cáceres,2021,2,2021-T2,52.74
Cáceres,2021,3,2021-T3,51.14
Cáceres,2021,4,2021-T4,30.27
Cáceres,2022,1,2022-T1,35.71
Cáceres,2022,2,2022-T2,32.49
Cáceres,2022,3,2022-T3,24.2
Cáceres,2022,4,2022-T4,36.87
Cáceres,2023,1,2023-T1,105.95
Cáceres,2023,2,2023-T2,34.74
Cáceres,2023,3,2023-T3,46.21
Cáceres,2023,4,2023-T4,42.24
Cáceres,2024,1,2024-T1,43.49
Cáceres,2024,2,2024-T2,33.43
Cáceres,2024,3,2024-T3,31.59
Cáceres,2024,4,2024-T4,45.06
Cáceres,2025,1,2025-T1,35.11
Cáceres,2025,2,2025-T2,40.02
Cáceres,2025,3,2025-T3,33.76
Cáceres,2025,4,2025-T4,80.18
Cáceres,2026,1,2026-T1,45.9
Cádiz,2004,1,2004-T1,1502.8
Cádiz,2004,2,2004-T2,1217.8
Cádiz,2004,3,2004-T3,893.0
Cádiz,2004,4,2004-T4,1945.9
Cádiz,2005,1,2005-T1,1025.5
Cádiz,2005,2,2005-T2,1441.0
Cádiz,2005,3,2005-T3,836.8
Cádiz,2005,4,2005-T4,705.7
Cádiz,2006,1,2006-T1,481.7
Cádiz,2006,2,2006-T2,365.5
Cádiz,2006,3,2006-T3,581.1
Cádiz,2006,4,2006-T4,402.6
Cádiz,2007,1,2007-T1,583.5
Cádiz,2007,2,2007-T2,499.3
Cádiz,2007,3,2007-T3,702.0098
Cádiz,2007,4,2007-T4,527.8
Cádiz,2008,1,2008-T1,670.0
Cádiz,2008,2,2008-T2,181.1
Cádiz,2008,3,2008-T3,582.61
Cádiz,2008,4,2008-T4,487.32
Cádiz,2009,1,2009-T1,127.42
Cádiz,2009,2,2009-T2,144.33
Cádiz,2009,3,2009-T3,178.08
Cádiz,2009,4,2009-T4,477.63
Cádiz,2010,1,2010-T1,52.35
Cádiz,2010,2,2010-T2,134.45
Cádiz,2010,3,2010-T3,155.33
Cádiz,2010,4,2010-T4,164.34
Cádiz,2011,1,2011-T1,74.77
Cádiz,2011,2,2011-T2,100.87
Cádiz,2011,3,2011-T3,142.84
Cádiz,2011,4,2011-T4,73.34
Cádiz,2012,1,2012-T1,31.85
Cádiz,2012,2,2012-T2,325.06
Cádiz,2012,3,2012-T3,150.53
Cádiz,2012,4,2012-T4,228.88
Cádiz,2013,1,2013-T1,78.4
Cádiz,2013,2,2013-T2,130.85
Cádiz,2013,3,2013-T3,154.34
Cádiz,2013,4,2013-T4,141.91
Cádiz,2014,1,2014-T1,89.47
Cádiz,2014,2,2014-T2,134.14
Cádiz,2014,3,2014-T3,244.42
Cádiz,2014,4,2014-T4,244.56
Cádiz,2015,1,2015-T1,61.36
Cádiz,2015,2,2015-T2,61.65
Cádiz,2015,3,2015-T3,87.21
Cádiz,2015,4,2015-T4,108.58
Cádiz,2016,1,2016-T1,79.44
Cádiz,2016,2,2016-T2,97.18
Cádiz,2016,3,2016-T3,111.11
Cádiz,2016,4,2016-T4,214.49
Cádiz,2017,1,2017-T1,103.58
Cádiz,2017,2,2017-T2,184.96
Cádiz,2017,3,2017-T3,116.73
Cádiz,2017,4,2017-T4,300.21
Cádiz,2018,1,2018-T1,540.02
Cádiz,2018,2,2018-T2,284.01
Cádiz,2018,3,2018-T3,229.43
Cádiz,2018,4,2018-T4,290.66
Cádiz,2019,1,2019-T1,110.82
Cádiz,2019,2,2019-T2,88.64
Cádiz,2019,3,2019-T3,120.07
Cádiz,2019,4,2019-T4,168.7
Cádiz,2020,1,2020-T1,102.57
Cádiz,2020,2,2020-T2,82.78
Cádiz,2020,3,2020-T3,97.8
Cádiz,2020,4,2020-T4,190.5
Cádiz,2021,1,2021-T1,126.08
Cádiz,2021,2,2021-T2,280.55
Cádiz,2021,3,2021-T3,320.12
Cádiz,2021,4,2021-T4,248.31
Cádiz,2022,1,2022-T1,209.66
Cádiz,2022,2,2022-T2,313.93
Cádiz,2022,3,2022-T3,196.43
Cádiz,2022,4,2022-T4,106.95
Cádiz,2023,1,2023-T1,174.51
Cádiz,2023,2,2023-T2,342.92
Cádiz,2023,3,2023-T3,89.8
Cádiz,2023,4,2023-T4,208.21
Cádiz,2024,1,2024-T1,200.61
Cádiz,2024,2,2024-T2,194.07
Cádiz,2024,3,2024-T3,154.79
Cádiz,2024,4,2024-T4,1204.62
Cádiz,2025,1,2025-T1,186.36
Cádiz,2025,2,2025-T2,119.4
Cádiz,2025,3,2025-T3,836.67
Cádiz,2025,4,2025-T4,237.72
Cádiz,2026,1,2026-T1,201.87
Córdoba,2004,1,2004-T1,118.0
Córdoba,2004,2,2004-T2,97.7
Córdoba,2004,3,2004-T3,72.4
Córdoba,2004,4,2004-T4,162.5
Córdoba,2005,1,2005-T1,246.6
Córdoba,2005,2,2005-T2,483.6
Córdoba,2005,3,2005-T3,210.3
Córdoba,2005,4,2005-T4,163.2
Córdoba,2006,1,2006-T1,287.3
Córdoba,2006,2,2006-T2,184.8
Córdoba,2006,3,2006-T3,217.3
Córdoba,2006,4,2006-T4,281.5
Córdoba,2007,1,2007-T1,180.3
Córdoba,2007,2,2007-T2,259.8
Córdoba,2007,3,2007-T3,338.09839
Córdoba,2007,4,2007-T4,132.3
Córdoba,2008,1,2008-T1,170.8
Córdoba,2008,2,2008-T2,156.7
Córdoba,2008,3,2008-T3,162.3
Córdoba,2008,4,2008-T4,162.18
Córdoba,2009,1,2009-T1,68.01
Córdoba,2009,2,2009-T2,179.54
Córdoba,2009,3,2009-T3,173.74
Córdoba,2009,4,2009-T4,199.38
Córdoba,2010,1,2010-T1,251.06
Córdoba,2010,2,2010-T2,326.22
Córdoba,2010,3,2010-T3,131.48
Córdoba,2010,4,2010-T4,167.23
Córdoba,2011,1,2011-T1,121.77
Córdoba,2011,2,2011-T2,142.85
Córdoba,2011,3,2011-T3,128.67
Córdoba,2011,4,2011-T4,470.52
Córdoba,2012,1,2012-T1,92.01
Córdoba,2012,2,2012-T2,93.31
Córdoba,2012,3,2012-T3,61.93
Córdoba,2012,4,2012-T4,70.99
Córdoba,2013,1,2013-T1,46.77
Córdoba,2013,2,2013-T2,79.08
Córdoba,2013,3,2013-T3,46.44
Córdoba,2013,4,2013-T4,64.12
Córdoba,2014,1,2014-T1,45.36
Córdoba,2014,2,2014-T2,83.3
Córdoba,2014,3,2014-T3,16.61
Córdoba,2014,4,2014-T4,433.23
Córdoba,2015,1,2015-T1,31.36
Córdoba,2015,2,2015-T2,89.41
Córdoba,2015,3,2015-T3,64.25
Córdoba,2015,4,2015-T4,50.84
Córdoba,2016,1,2016-T1,87.93
Córdoba,2016,2,2016-T2,84.68
Córdoba,2016,3,2016-T3,84.32
Córdoba,2016,4,2016-T4,76.37
Córdoba,2017,1,2017-T1,104.68
Córdoba,2017,2,2017-T2,53.91
Córdoba,2017,3,2017-T3,48.68
Córdoba,2017,4,2017-T4,100.03
