provincia,anio,trimestre,periodo,superficie_m2
León,2010,2,2010-T2,200.95
León,2010,3,2010-T3,39.24
León,2010,4,2010-T4,142.08
León,2011,1,2011-T1,60.88
León,2011,2,2011-T2,66.69
León,2011,3,2011-T3,34.72
León,2011,4,2011-T4,43.44
León,2012,1,2012-T1,37.39
León,2012,2,2012-T2,92.65
León,2012,3,2012-T3,46.3
León,2012,4,2012-T4,28.25
León,2013,1,2013-T1,24.57
León,2013,2,2013-T2,107.01
León,2013,3,2013-T3,84.5
León,2013,4,2013-T4,43.23
León,2014,1,2014-T1,83.63
León,2014,2,2014-T2,22.58
León,2014,3,2014-T3,52.1
León,2014,4,2014-T4,202.43
León,2015,1,2015-T1,26.94
León,2015,2,2015-T2,36.22
León,2015,3,2015-T3,41.04
León,2015,4,2015-T4,45.14
León,2016,1,2016-T1,38.14
León,2016,2,2016-T2,31.72
León,2016,3,2016-T3,35.49
León,2016,4,2016-T4,82.3
León,2017,1,2017-T1,61.68
León,2017,2,2017-T2,40.26
León,2017,3,2017-T3,53.88
León,2017,4,2017-T4,54.45
León,2018,1,2018-T1,164.46
León,2018,2,2018-T2,70.88
León,2018,3,2018-T3,41.54
León,2018,4,2018-T4,72.87
León,2019,1,2019-T1,100.4
León,2019,2,2019-T2,22.15
León,2019,3,2019-T3,107.13
León,2019,4,2019-T4,60.96
León,2020,1,2020-T1,17.49
León,2020,2,2020-T2,23.11
León,2020,3,2020-T3,56.8
León,2020,4,2020-T4,91.84
León,2021,1,2021-T1,79.4
León,2021,2,2021-T2,77.96
León,2021,3,2021-T3,51.35
León,2021,4,2021-T4,160.47
León,2022,1,2022-T1,82.84
León,2022,2,2022-T2,61.02
León,2022,3,2022-T3,51.0
León,2022,4,2022-T4,134.88
León,2023,1,2023-T1,435.15
León,2023,2,2023-T2,52.72
León,2023,3,2023-T3,46.01
León,2023,4,2023-T4,66.85
León,2024,1,2024-T1,28.49
León,2024,2,2024-T2,35.02
León,2024,3,2024-T3,63.44
León,2024,4,2024-T4,233.16
León,2025,1,2025-T1,65.01
León,2025,2,2025-T2,93.25
León,2025,3,2025-T3,101.48
León,2025,4,2025-T4,122.0
León,2026,1,2026-T1,65.7
Lleida,2004,1,2004-T1,445.0
Lleida,2004,2,2004-T2,411.1
Lleida,2004,3,2004-T3,462.2
Lleida,2004,4,2004-T4,501.4
Lleida,2005,1,2005-T1,441.6
Lleida,2005,2,2005-T2,565.5
Lleida,2005,3,2005-T3,607.9
Lleida,2005,4,2005-T4,292.2
Lleida,2006,1,2006-T1,347.1
Lleida,2006,2,2006-T2,587.3
Lleida,2006,3,2006-T3,238.9
Lleida,2006,4,2006-T4,330.1
Lleida,2007,1,2007-T1,398.5
Lleida,2007,2,2007-T2,392.9
Lleida,2007,3,2007-T3,355.2451
Lleida,2007,4,2007-T4,178.9
Lleida,2008,1,2008-T1,372.4
Lleida,2008,2,2008-T2,116.3
Lleida,2008,3,2008-T3,295.95
Lleida,2008,4,2008-T4,258.77
Lleida,2009,1,2009-T1,166.52
Lleida,2009,2,2009-T2,100.46
Lleida,2009,3,2009-T3,108.09
Lleida,2009,4,2009-T4,99.51
Lleida,2010,1,2010-T1,46.13
Lleida,2010,2,2010-T2,66.49
Lleida,2010,3,2010-T3,26.72
Lleida,2010,4,2010-T4,54.13
Lleida,2011,1,2011-T1,43.5
Lleida,2011,2,2011-T2,58.86
Lleida,2011,3,2011-T3,30.26
Lleida,2011,4,2011-T4,63.59
Lleida,2012,1,2012-T1,85.31
Lleida,2012,2,2012-T2,34.29
Lleida,2012,3,2012-T3,40.14
Lleida,2012,4,2012-T4,26.53
Lleida,2013,1,2013-T1,27.13
Lleida,2013,2,2013-T2,67.59
Lleida,2013,3,2013-T3,72.29
Lleida,2013,4,2013-T4,93.2
Lleida,2014,1,2014-T1,52.68
Lleida,2014,2,2014-T2,69.42
Lleida,2014,3,2014-T3,53.1
Lleida,2014,4,2014-T4,59.04
Lleida,2015,1,2015-T1,75.88
Lleida,2015,2,2015-T2,84.64
Lleida,2015,3,2015-T3,76.86
Lleida,2015,4,2015-T4,54.29
Lleida,2016,1,2016-T1,55.93
Lleida,2016,2,2016-T2,86.29
Lleida,2016,3,2016-T3,80.78
Lleida,2016,4,2016-T4,50.94
Lleida,2017,1,2017-T1,62.84
Lleida,2017,2,2017-T2,78.28
Lleida,2017,3,2017-T3,59.71
Lleida,2017,4,2017-T4,93.41
Lleida,2018,1,2018-T1,61.03
Lleida,2018,2,2018-T2,114.33
Lleida,2018,3,2018-T3,90.27
Lleida,2018,4,2018-T4,79.6
Lleida,2019,1,2019-T1,30.53
Lleida,2019,2,2019-T2,48.77
Lleida,2019,3,2019-T3,45.78
Lleida,2019,4,2019-T4,84.45
Lleida,2020,1,2020-T1,26.62
Lleida,2020,2,2020-T2,30.63
Lleida,2020,3,2020-T3,27.73
Lleida,2020,4,2020-T4,94.14
Lleida,2021,1,2021-T1,83.2
Lleida,2021,2,2021-T2,86.5
Lleida,2021,3,2021-T3,61.73
Lleida,2021,4,2021-T4,101.78
Lleida,2022,1,2022-T1,53.78
Lleida,2022,2,2022-T2,59.7
Lleida,2022,3,2022-T3,70.67
Lleida,2022,4,2022-T4,92.9
Lleida,2023,1,2023-T1,35.44
Lleida,2023,2,2023-T2,168.4
Lleida,2023,3,2023-T3,54.25
Lleida,2023,4,2023-T4,51.09
Lleida,2024,1,2024-T1,120.8
Lleida,2024,2,2024-T2,83.41
Lleida,2024,3,2024-T3,52.9
Lleida,2024,4,2024-T4,52.31
Lleida,2025,1,2025-T1,136.61
Lleida,2025,2,2025-T2,104.57
Lleida,2025,3,2025-T3,181.82
Lleida,2025,4,2025-T4,91.97
Lleida,2026,1,2026-T1,214.89
Lugo,2004,1,2004-T1,29.6
Lugo,2004,2,2004-T2,83.9
Lugo,2004,3,2004-T3,76.8
Lugo,2004,4,2004-T4,64.8
Lugo,2005,1,2005-T1,24.7
Lugo,2005,2,2005-T2,122.9
Lugo,2005,3,2005-T3,83.0
Lugo,2005,4,2005-T4,47.8
Lugo,2006,1,2006-T1,53.8
Lugo,2006,2,2006-T2,53.4
Lugo,2006,3,2006-T3,62.3
Lugo,2006,4,2006-T4,86.6
Lugo,2007,1,2007-T1,53.9
Lugo,2007,2,2007-T2,57.2
Lugo,2007,3,2007-T3,14.81035
Lugo,2007,4,2007-T4,72.9
Lugo,2008,1,2008-T1,44.7
Lugo,2008,2,2008-T2,25.8
Lugo,2008,3,2008-T3,14.54
Lugo,2008,4,2008-T4,21.18
Lugo,2009,1,2009-T1,59.69
Lugo,2009,2,2009-T2,17.59
Lugo,2009,3,2009-T3,87.6
Lugo,2009,4,2009-T4,20.01
Lugo,2010,1,2010-T1,31.5
Lugo,2010,2,2010-T2,47.47
Lugo,2010,3,2010-T3,8.29
Lugo,2010,4,2010-T4,18.35
Lugo,2011,1,2011-T1,14.91
Lugo,2011,2,2011-T2,56.25
Lugo,2011,3,2011-T3,18.54
Lugo,2011,4,2011-T4,10.82
Lugo,2012,1,2012-T1,16.76
Lugo,2012,2,2012-T2,11.52
Lugo,2012,3,2012-T3,28.15
Lugo,2012,4,2012-T4,7.89
Lugo,2013,1,2013-T1,10.46
Lugo,2013,2,2013-T2,15.68
Lugo,2013,3,2013-T3,11.44
Lugo,2013,4,2013-T4,13.71
Lugo,2014,1,2014-T1,9.85
Lugo,2014,2,2014-T2,19.02
Lugo,2014,3,2014-T3,11.5
Lugo,2014,4,2014-T4,9.6
Lugo,2015,1,2015-T1,21.58
Lugo,2015,2,2015-T2,35.99
Lugo,2015,3,2015-T3,26.13
Lugo,2015,4,2015-T4,12.81
Lugo,2016,1,2016-T1,2.59
Lugo,2016,2,2016-T2,5.5
Lugo,2016,3,2016-T3,7.88
Lugo,2016,4,2016-T4,21.22
Lugo,2017,1,2017-T1,23.27
Lugo,2017,2,2017-T2,14.47
Lugo,2017,3,2017-T3,7.59
Lugo,2017,4,2017-T4,23.42
Lugo,2018,1,2018-T1,25.81
Lugo,2018,2,2018-T2,26.72
Lugo,2018,3,2018-T3,20.4
Lugo,2018,4,2018-T4,16.3
Lugo,2019,1,2019-T1,16.36
Lugo,2019,2,2019-T2,15.44
Lugo,2019,3,2019-T3,8.37
Lugo,2019,4,2019-T4,9.29
Lugo,2020,1,2020-T1,6.26
Lugo,2020,2,2020-T2,5.22
Lugo,2020,3,2020-T3,46.11
Lugo,2020,4,2020-T4,39.28
Lugo,2021,1,2021-T1,16.16
Lugo,2021,2,2021-T2,22.26
Lugo,2021,3,2021-T3,21.4
Lugo,2021,4,2021-T4,22.12
Lugo,2022,1,2022-T1,28.46
Lugo,2022,2,2022-T2,21.47
Lugo,2022,3,2022-T3,17.24
Lugo,2022,4,2022-T4,25.36
Lugo,2023,1,2023-T1,8.39
Lugo,2023,2,2023-T2,30.71
Lugo,2023,3,2023-T3,9.45
Lugo,2023,4,2023-T4,13.44
Lugo,2024,1,2024-T1,14.36
Lugo,2024,2,2024-T2,7.51
Lugo,2024,3,2024-T3,26.22
Lugo,2024,4,2024-T4,36.52
Lugo,2025,1,2025-T1,20.58
Lugo,2025,2,2025-T2,29.93
Lugo,2025,3,2025-T3,59.28
Lugo,2025,4,2025-T4,13.9
Lugo,2026,1,2026-T1,14.77
Melilla,2004,1,2004-T1,4.3
Melilla,2004,2,2004-T2,1.8
Melilla,2004,3,2004-T3,1.6
Melilla,2004,4,2004-T4,0.9
Melilla,2005,1,2005-T1,8.0
Melilla,2005,2,2005-T2,1.3
Melilla,2005,3,2005-T3,1.2
Melilla,2005,4,2005-T4,3.5
Melilla,2006,1,2006-T1,3.2
Melilla,2006,2,2006-T2,0.0
Melilla,2006,3,2006-T3,52.1
Melilla,2006,4,2006-T4,0.4
Melilla,2007,1,2007-T1,0.2
Melilla,2007,2,2007-T2,0.3
Melilla,2007,3,2007-T3,0.163
Melilla,2007,4,2007-T4,0.6
Melilla,2008,1,2008-T1,2.6
Melilla,2008,2,2008-T2,1.0
Melilla,2008,3,2008-T3,2.06
Melilla,2008,4,2008-T4,0.17
Melilla,2009,1,2009-T1,0.45
Melilla,2009,2,2009-T2,0.57
Melilla,2009,3,2009-T3,0.17
Melilla,2009,4,2009-T4,1.37
Melilla,2010,1,2010-T1,1.28
Melilla,2010,2,2010-T2,1.86
Melilla,2010,3,2010-T3,0.81
Melilla,2010,4,2010-T4,1.09
Melilla,2011,1,2011-T1,0.48
Melilla,2011,2,2011-T2,0.0
Melilla,2011,3,2011-T3,10.12
Melilla,2011,4,2011-T4,0.06
Melilla,2012,1,2012-T1,0.3
Melilla,2012,2,2012-T2,0.16
Melilla,2012,3,2012-T3,0.21
Melilla,2012,4,2012-T4,0.0
Melilla,2013,1,2013-T1,0.0
Melilla,2013,2,2013-T2,0.0
Melilla,2013,3,2013-T3,0.0
Melilla,2013,4,2013-T4,3.71
Melilla,2014,1,2014-T1,0.1
Melilla,2014,2,2014-T2,0.0
Melilla,2014,3,2014-T3,0.0
Melilla,2014,4,2014-T4,0.4
Melilla,2015,1,2015-T1,0.3
Melilla,2015,2,2015-T2,0.0
Melilla,2015,3,2015-T3,0.39
Melilla,2015,4,2015-T4,0.32
Melilla,2016,1,2016-T1,1.28
Melilla,2016,2,2016-T2,0.0
Melilla,2016,3,2016-T3,0.0
Melilla,2016,4,2016-T4,4.04
Melilla,2017,1,2017-T1,0.0
Melilla,2017,2,2017-T2,0.21
Melilla,2017,3,2017-T3,2.3
Melilla,2017,4,2017-T4,0.0
Melilla,2018,1,2018-T1,0.0
Melilla,2018,2,2018-T2,0.07
Melilla,2018,3,2018-T3,0.2
Melilla,2018,4,2018-T4,0.0
Melilla,2019,1,2019-T1,0.0
Melilla,2019,2,2019-T2,0.89
Melilla,2019,3,2019-T3,0.2
Melilla,2019,4,2019-T4,1.3
Melilla,2020,1,2020-T1,0.15
Melilla,2020,2,2020-T2,0.0
Melilla,2020,3,2020-T3,0.0
Melilla,2020,4,2020-T4,0.0
Melilla,2021,1,2021-T1,0.1
Melilla,2021,2,2021-T2,0.28
Melilla,2021,3,2021-T3,0.1
Melilla,2021,4,2021-T4,0.43
Melilla,2022,1,2022-T1,0.45
Melilla,2022,2,2022-T2,0.0
Melilla,2022,3,2022-T3,0.0
Melilla,2022,4,2022-T4,0.0
Melilla,2023,1,2023-T1,0.1
Melilla,2023,2,2023-T2,0.0
Melilla,2023,3,2023-T3,0.0
Melilla,2023,4,2023-T4,0.63
Melilla,2024,1,2024-T1,0.04
Melilla,2024,2,2024-T2,0.2
Melilla,2024,3,2024-T3,0.0
Melilla,2024,4,2024-T4,0.1
Melilla,2025,1,2025-T1,0.08
Melilla,2025,2,2025-T2,0.0
Melilla,2025,3,2025-T3,0.0
Melilla,2025,4,2025-T4,0.0
Melilla,2026,1,2026-T1,0.12
Málaga,2004,1,2004-T1,574.6
Málaga,2004,2,2004-T2,1299.2
Málaga,2004,3,2004-T3,280.7
Málaga,2004,4,2004-T4,1427.9
Málaga,2005,1,2005-T1,497.1
Málaga,2005,2,2005-T2,512.6
Málaga,2005,3,2005-T3,848.4
Málaga,2005,4,2005-T4,273.4
Málaga,2006,1,2006-T1,487.0
Málaga,2006,2,2006-T2,758.6
Málaga,2006,3,2006-T3,529.0
Málaga,2006,4,2006-T4,1088.5
Málaga,2007,1,2007-T1,864.7
Málaga,2007,2,2007-T2,1548.6
Málaga,2007,3,2007-T3,648.20564
Málaga,2007,4,2007-T4,417.8
Málaga,2008,1,2008-T1,525.2
Málaga,2008,2,2008-T2,384.3
Málaga,2008,3,2008-T3,225.26
Málaga,2008,4,2008-T4,967.89
Málaga,2009,1,2009-T1,349.86
Málaga,2009,2,2009-T2,429.53
Málaga,2009,3,2009-T3,299.1
Málaga,2009,4,2009-T4,349.84
Málaga,2010,1,2010-T1,288.68
Málaga,2010,2,2010-T2,336.85
Málaga,2010,3,2010-T3,189.09
Málaga,2010,4,2010-T4,201.17
Málaga,2011,1,2011-T1,273.02
Málaga,2011,2,2011-T2,361.78
Málaga,2011,3,2011-T3,117.15
Málaga,2011,4,2011-T4,394.25
Málaga,2012,1,2012-T1,288.64
Málaga,2012,2,2012-T2,316.71
Málaga,2012,3,2012-T3,171.91
Málaga,2012,4,2012-T4,300.7
Málaga,2013,1,2013-T1,114.37
Málaga,2013,2,2013-T2,183.78
Málaga,2013,3,2013-T3,181.58
Málaga,2013,4,2013-T4,356.01
Málaga,2014,1,2014-T1,472.89
Málaga,2014,2,2014-T2,299.99
Málaga,2014,3,2014-T3,684.09
Málaga,2014,4,2014-T4,465.89
Málaga,2015,1,2015-T1,210.15
Málaga,2015,2,2015-T2,498.28
Málaga,2015,3,2015-T3,239.8
Málaga,2015,4,2015-T4,412.42
Málaga,2016,1,2016-T1,335.92
Málaga,2016,2,2016-T2,447.66
Málaga,2016,3,2016-T3,397.73
Málaga,2016,4,2016-T4,495.75
Málaga,2017,1,2017-T1,482.43
Málaga,2017,2,2017-T2,485.19
Málaga,2017,3,2017-T3,720.91
Málaga,2017,4,2017-T4,870.33
Málaga,2018,1,2018-T1,324.69
Málaga,2018,2,2018-T2,827.9
Málaga,2018,3,2018-T3,497.26
Málaga,2018,4,2018-T4,505.42
Málaga,2019,1,2019-T1,516.5
Málaga,2019,2,2019-T2,238.11
Málaga,2019,3,2019-T3,531.83
Málaga,2019,4,2019-T4,616.19
Málaga,2020,1,2020-T1,198.73
Málaga,2020,2,2020-T2,147.01
Málaga,2020,3,2020-T3,207.33
Málaga,2020,4,2020-T4,535.49
Málaga,2021,1,2021-T1,410.37
Málaga,2021,2,2021-T2,661.69
Málaga,2021,3,2021-T3,499.48
Málaga,2021,4,2021-T4,538.42
Málaga,2022,1,2022-T1,657.27
Málaga,2022,2,2022-T2,423.21
Málaga,2022,3,2022-T3,453.29
Málaga,2022,4,2022-T4,484.02
Málaga,2023,1,2023-T1,1072.26
Málaga,2023,2,2023-T2,361.6
Málaga,2023,3,2023-T3,240.74
Málaga,2023,4,2023-T4,291.18
Málaga,2024,1,2024-T1,296.1
Málaga,2024,2,2024-T2,253.73
Málaga,2024,3,2024-T3,413.69
Málaga,2024,4,2024-T4,934.67
Málaga,2025,1,2025-T1,372.94
Málaga,2025,2,2025-T2,539.89
Málaga,2025,3,2025-T3,317.4
Málaga,2025,4,2025-T4,670.56
Málaga,2026,1,2026-T1,480.66
Ourense,2004,1,2004-T1,36.0
Ourense,2004,2,2004-T2,65.1
Ourense,2004,3,2004-T3,455.1
Ourense,2004,4,2004-T4,121.8
Ourense,2005,1,2005-T1,93.1
Ourense,2005,2,2005-T2,55.5
Ourense,2005,3,2005-T3,42.2
Ourense,2005,4,2005-T4,64.2
Ourense,2006,1,2006-T1,118.9
Ourense,2006,2,2006-T2,77.2
Ourense,2006,3,2006-T3,35.1
Ourense,2006,4,2006-T4,69.5
Ourense,2007,1,2007-T1,25.9
Ourense,2007,2,2007-T2,39.1
Ourense,2007,3,2007-T3,50.00871
Ourense,2007,4,2007-T4,42.3
Ourense,2008,1,2008-T1,41.0
Ourense,2008,2,2008-T2,27.7
Ourense,2008,3,2008-T3,18.61
Ourense,2008,4,2008-T4,27.28
Ourense,2009,1,2009-T1,22.71
Ourense,2009,2,2009-T2,32.93
Ourense,2009,3,2009-T3,12.21
Ourense,2009,4,2009-T4,18.97
Ourense,2010,1,2010-T1,25.32
Ourense,2010,2,2010-T2,12.25
Ourense,2010,3,2010-T3,43.22
Ourense,2010,4,2010-T4,6.73
Ourense,2011,1,2011-T1,16.88
Ourense,2011,2,2011-T2,28.96
Ourense,2011,3,2011-T3,5.83
Ourense,2011,4,2011-T4,7.17
Ourense,2012,1,2012-T1,6.62
Ourense,2012,2,2012-T2,5.21
Ourense,2012,3,2012-T3,6.65
Ourense,2012,4,2012-T4,8.88
Ourense,2013,1,2013-T1,2.17
Ourense,2013,2,2013-T2,14.46
Ourense,2013,3,2013-T3,10.66
Ourense,2013,4,2013-T4,8.53
Ourense,2014,1,2014-T1,6.13
Ourense,2014,2,2014-T2,7.93
Ourense,2014,3,2014-T3,14.11
Ourense,2014,4,2014-T4,9.49
Ourense,2015,1,2015-T1,5.67
Ourense,2015,2,2015-T2,8.61
Ourense,2015,3,2015-T3,34.49
Ourense,2015,4,2015-T4,9.19
Ourense,2016,1,2016-T1,11.72
Ourense,2016,2,2016-T2,13.13
Ourense,2016,3,2016-T3,7.31
Ourense,2016,4,2016-T4,21.34
Ourense,2017,1,2017-T1,8.44
Ourense,2017,2,2017-T2,24.67
Ourense,2017,3,2017-T3,7.14
Ourense,2017,4,2017-T4,10.38
Ourense,2018,1,2018-T1,8.57
Ourense,2018,2,2018-T2,10.09
Ourense,2018,3,2018-T3,26.25
Ourense,2018,4,2018-T4,23.01
Ourense,2019,1,2019-T1,7.55
Ourense,2019,2,2019-T2,15.83
Ourense,2019,3,2019-T3,7.34
Ourense,2019,4,2019-T4,7.22
Ourense,2020,1,2020-T1,103.73
Ourense,2020,2,2020-T2,5.68
Ourense,2020,3,2020-T3,8.22
Ourense,2020,4,2020-T4,10.23
Ourense,2021,1,2021-T1,7.28
Ourense,2021,2,2021-T2,33.97
Ourense,2021,3,2021-T3,15.09
Ourense,2021,4,2021-T4,10.62
Ourense,2022,1,2022-T1,9.02
Ourense,2022,2,2022-T2,9.81
Ourense,2022,3,2022-T3,13.68
Ourense,2022,4,2022-T4,18.62
Ourense,2023,1,2023-T1,4.14
Ourense,2023,2,2023-T2,3.33
Ourense,2023,3,2023-T3,3.3
Ourense,2023,4,2023-T4,11.86
Ourense,2024,1,2024-T1,5.66
Ourense,2024,2,2024-T2,0.6
Ourense,2024,3,2024-T3,11.24
Ourense,2024,4,2024-T4,19.4
Ourense,2025,1,2025-T1,32.67
Ourense,2025,2,2025-T2,8.91
Ourense,2025,3,2025-T3,6.67
Ourense,2025,4,2025-T4,22.33
Ourense,2026,1,2026-T1,20.12
Palencia,2004,1,2004-T1,177.8
Palencia,2004,2,2004-T2,125.0
Palencia,2004,3,2004-T3,137.9
Palencia,2004,4,2004-T4,370.6
Palencia,2005,1,2005-T1,102.0
Palencia,2005,2,2005-T2,191.6
Palencia,2005,3,2005-T3,133.5
Palencia,2005,4,2005-T4,74.3
Palencia,2006,1,2006-T1,71.2
Palencia,2006,2,2006-T2,483.0
Palencia,2006,3,2006-T3,132.1
Palencia,2006,4,2006-T4,118.3
Palencia,2007,1,2007-T1,61.7
Palencia,2007,2,2007-T2,60.5
Palencia,2007,3,2007-T3,23.27976
Palencia,2007,4,2007-T4,72.3
Palencia,2008,1,2008-T1,32.4
Palencia,2008,2,2008-T2,46.5
Palencia,2008,3,2008-T3,26.77
Palencia,2008,4,2008-T4,84.64
Palencia,2009,1,2009-T1,34.09
Palencia,2009,2,2009-T2,98.08
Palencia,2009,3,2009-T3,36.74
Palencia,2009,4,2009-T4,52.6
Palencia,2010,1,2010-T1,12.36
Palencia,2010,2,2010-T2,32.31
Palencia,2010,3,2010-T3,26.03
Palencia,2010,4,2010-T4,97.54
Palencia,2011,1,2011-T1,29.95
Palencia,2011,2,2011-T2,42.61
Palencia,2011,3,2011-T3,14.67
Palencia,2011,4,2011-T4,32.0
Palencia,2012,1,2012-T1,46.41
Palencia,2012,2,2012-T2,256.58
Palencia,2012,3,2012-T3,64.52
Palencia,2012,4,2012-T4,15.6
Palencia,2013,1,2013-T1,17.73
Palencia,2013,2,2013-T2,176.27
Palencia,2013,3,2013-T3,8.61
Palencia,2013,4,2013-T4,177.33
Palencia,2014,1,2014-T1,7.08
Palencia,2014,2,2014-T2,24.18
Palencia,2014,3,2014-T3,16.01
Palencia,2014,4,2014-T4,27.79
Palencia,2015,1,2015-T1,14.77
Palencia,2015,2,2015-T2,13.85
Palencia,2015,3,2015-T3,117.63
Palencia,2015,4,2015-T4,17.7
Palencia,2016,1,2016-T1,4.33
Palencia,2016,2,2016-T2,11.99
Palencia,2016,3,2016-T3,31.61
Palencia,2016,4,2016-T4,3.87
Palencia,2017,1,2017-T1,14.15
Palencia,2017,2,2017-T2,9.0
Palencia,2017,3,2017-T3,22.13
Palencia,2017,4,2017-T4,13.02
Palencia,2018,1,2018-T1,12.27
Palencia,2018,2,2018-T2,45.54
Palencia,2018,3,2018-T3,29.44
Palencia,2018,4,2018-T4,112.61
Palencia,2019,1,2019-T1,14.63
Palencia,2019,2,2019-T2,19.47
Palencia,2019,3,2019-T3,25.45
Palencia,2019,4,2019-T4,11.3
Palencia,2020,1,2020-T1,44.51
Palencia,2020,2,2020-T2,19.09
Palencia,2020,3,2020-T3,17.75
Palencia,2020,4,2020-T4,40.75
Palencia,2021,1,2021-T1,46.8
Palencia,2021,2,2021-T2,37.11
Palencia,2021,3,2021-T3,38.84
Palencia,2021,4,2021-T4,24.02
Palencia,2022,1,2022-T1,27.38
Palencia,2022,2,2022-T2,69.58
Palencia,2022,3,2022-T3,30.89
Palencia,2022,4,2022-T4,53.05
Palencia,2023,1,2023-T1,13.17
Palencia,2023,2,2023-T2,59.49
Palencia,2023,3,2023-T3,19.19
Palencia,2023,4,2023-T4,23.64
Palencia,2024,1,2024-T1,51.25
Palencia,2024,2,2024-T2,20.97
Palencia,2024,3,2024-T3,159.97
Palencia,2024,4,2024-T4,143.59
Palencia,2025,1,2025-T1,116.24
Palencia,2025,2,2025-T2,27.94
Palencia,2025,3,2025-T3,29.58
Palencia,2025,4,2025-T4,36.96
Palencia,2026,1,2026-T1,39.5
Palmas (Las),2004,1,2004-T1,535.3
Palmas (Las),2004,2,2004-T2,547.2
Palmas (Las),2004,3,2004-T3,670.4
Palmas (Las),2004,4,2004-T4,545.4
Palmas (Las),2005,1,2005-T1,655.2
Palmas (Las),2005,2,2005-T2,452.6
Palmas (Las),2005,3,2005-T3,320.6
Palmas (Las),2005,4,2005-T4,265.1
Palmas (Las),2006,1,2006-T1,501.8
Palmas (Las),2006,2,2006-T2,240.9
Palmas (Las),2006,3,2006-T3,117.8
Palmas (Las),2006,4,2006-T4,468.9
Palmas (Las),2007,1,2007-T1,233.2
Palmas (Las),2007,2,2007-T2,133.1
Palmas (Las),2007,3,2007-T3,249.33133999999998
Palmas (Las),2007,4,2007-T4,229.0
Palmas (Las),2008,1,2008-T1,103.9
Palmas (Las),2008,2,2008-T2,94.5
Palmas (Las),2008,3,2008-T3,275.14
Palmas (Las),2008,4,2008-T4,85.96
Palmas (Las),2009,1,2009-T1,89.88
Palmas (Las),2009,2,2009-T2,79.0
Palmas (Las),2009,3,2009-T3,44.08
Palmas (Las),2009,4,2009-T4,130.12
Palmas (Las),2010,1,2010-T1,31.65
Palmas (Las),2010,2,2010-T2,81.58
Palmas (Las),2010,3,2010-T3,67.51
Palmas (Las),2010,4,2010-T4,40.32
Palmas (Las),2011,1,2011-T1,31.29
Palmas (Las),2011,2,2011-T2,146.08
Palmas (Las),2011,3,2011-T3,27.57
Palmas (Las),2011,4,2011-T4,27.47
Palmas (Las),2012,1,2012-T1,14.72
Palmas (Las),2012,2,2012-T2,190.01
Palmas (Las),2012,3,2012-T3,76.9
Palmas (Las),2012,4,2012-T4,102.02
Palmas (Las),2013,1,2013-T1,49.83
Palmas (Las),2013,2,2013-T2,59.65
Palmas (Las),2013,3,2013-T3,145.45
Palmas (Las),2013,4,2013-T4,38.25
Palmas (Las),2014,1,2014-T1,419.17
Palmas (Las),2014,2,2014-T2,53.33
Palmas (Las),2014,3,2014-T3,33.52
Palmas (Las),2014,4,2014-T4,120.75
Palmas (Las),2015,1,2015-T1,34.36
Palmas (Las),2015,2,2015-T2,92.02
Palmas (Las),2015,3,2015-T3,64.09
Palmas (Las),2015,4,2015-T4,47.78
Palmas (Las),2016,1,2016-T1,69.03
Palmas (Las),2016,2,2016-T2,51.39
Palmas (Las),2016,3,2016-T3,94.81
Palmas (Las),2016,4,2016-T4,89.29
Palmas (Las),2017,1,2017-T1,57.69
Palmas (Las),2017,2,2017-T2,128.02
Palmas (Las),2017,3,2017-T3,47.01
Palmas (Las),2017,4,2017-T4,68.03
Palmas (Las),2018,1,2018-T1,100.41
Palmas (Las),2018,2,2018-T2,70.98
Palmas (Las),2018,3,2018-T3,85.57
Palmas (Las),2018,4,2018-T4,172.21
Palmas (Las),2019,1,2019-T1,54.36
Palmas (Las),2019,2,2019-T2,79.52
Palmas (Las),2019,3,2019-T3,45.26
Palmas (Las),2019,4,2019-T4,88.57
Palmas (Las),2020,1,2020-T1,54.45
Palmas (Las),2020,2,2020-T2,30.82
Palmas (Las),2020,3,2020-T3,33.54
Palmas (Las),2020,4,2020-T4,139.78
Palmas (Las),2021,1,2021-T1,120.9
Palmas (Las),2021,2,2021-T2,102.67
Palmas (Las),2021,3,2021-T3,67.66
Palmas (Las),2021,4,2021-T4,216.9
Palmas (Las),2022,1,2022-T1,72.35
Palmas (Las),2022,2,2022-T2,76.69
Palmas (Las),2022,3,2022-T3,77.49
Palmas (Las),2022,4,2022-T4,66.98
Palmas (Las),2023,1,2023-T1,95.38
Palmas (Las),2023,2,2023-T2,249.48
Palmas (Las),2023,3,2023-T3,62.47
Palmas (Las),2023,4,2023-T4,61.4
Palmas (Las),2024,1,2024-T1,96.95
Palmas (Las),2024,2,2024-T2,74.37
Palmas (Las),2024,3,2024-T3,196.37
Palmas (Las),2024,4,2024-T4,92.39
Palmas (Las),2025,1,2025-T1,35.03
Palmas (Las),2025,2,2025-T2,91.87
Palmas (Las),2025,3,2025-T3,206.67
Palmas (Las),2025,4,2025-T4,142.99
Palmas (Las),2026,1,2026-T1,73.23
Pontevedra,2004,1,2004-T1,75.2
Pontevedra,2004,2,2004-T2,144.4
Pontevedra,2004,3,2004-T3,245.1
Pontevedra,2004,4,2004-T4,266.6
Pontevedra,2005,1,2005-T1,192.0
Pontevedra,2005,2,2005-T2,103.8
