codigo_ccaa,ccaa,anio,trimestre,periodo,ipv_general,ipv_vivienda_nueva,ipv_segunda_mano
10,Comunitat Valenciana,2022,4,2022T4,78.722,77.916,78.884
10,Comunitat Valenciana,2023,1,2023T1,79.015,81.112,78.646
10,Comunitat Valenciana,2023,2,2023T2,80.817,82.079,80.6
10,Comunitat Valenciana,2023,3,2023T3,82.904,85.151,82.508
10,Comunitat Valenciana,2023,4,2023T4,82.063,83.242,81.862
10,Comunitat Valenciana,2024,1,2024T1,84.149,87.765,83.527
10,Comunitat Valenciana,2024,2,2024T2,87.789,91.573,87.137
10,Comunitat Valenciana,2024,3,2024T3,90.21,92.463,89.823
10,Comunitat Valenciana,2024,4,2024T4,92.073,94.29,91.694
10,Comunitat Valenciana,2025,1,2025T1,94.511,96.314,94.201
10,Comunitat Valenciana,2025,2,2025T2,98.832,98.929,98.815
10,Comunitat Valenciana,2025,3,2025T3,102.13,100.744,102.368
10,Comunitat Valenciana,2025,4,2025T4,104.528,104.013,104.616
10,Comunitat Valenciana,2026,1,2026T1,108.019,106.609,108.254
11,Extremadura,2015,1,2015T1,70.798,57.332,72.067
11,Extremadura,2015,2,2015T2,71.481,57.537,72.843
11,Extremadura,2015,3,2015T3,71.599,57.914,72.898
11,Extremadura,2015,4,2015T4,71.383,58.296,72.549
11,Extremadura,2016,1,2016T1,71.985,59.22,73.083
11,Extremadura,2016,2,2016T2,72.402,62.635,72.954
11,Extremadura,2016,3,2016T3,73.006,64.178,73.379
11,Extremadura,2016,4,2016T4,71.946,62.307,72.483
11,Extremadura,2017,1,2017T1,72.77,63.526,73.264
11,Extremadura,2017,2,2017T2,72.66,63.511,73.146
11,Extremadura,2017,3,2017T3,73.025,64.161,73.481
11,Extremadura,2017,4,2017T4,72.082,62.278,72.634
11,Extremadura,2018,1,2018T1,73.019,65.837,73.419
11,Extremadura,2018,2,2018T2,74.255,67.861,74.61
11,Extremadura,2018,3,2018T3,74.646,70.079,74.896
11,Extremadura,2018,4,2018T4,74.002,70.267,74.204
11,Extremadura,2019,1,2019T1,74.796,75.113,74.734
11,Extremadura,2019,2,2019T2,75.52,73.254,75.626
11,Extremadura,2019,3,2019T3,75.763,76.23,75.69
11,Extremadura,2019,4,2019T4,75.627,77.167,75.485
11,Extremadura,2020,1,2020T1,75.048,76.975,74.873
11,Extremadura,2020,2,2020T2,76.49,73.88,76.7
11,Extremadura,2020,3,2020T3,75.762,76.028,75.728
11,Extremadura,2020,4,2020T4,75.956,75.355,75.996
11,Extremadura,2021,1,2021T1,74.908,74.592,74.926
11,Extremadura,2021,2,2021T2,77.771,75.865,77.906
11,Extremadura,2021,3,2021T3,77.931,78.271,77.901
11,Extremadura,2021,4,2021T4,79.672,80.245,79.625
11,Extremadura,2022,1,2022T1,80.096,82.885,79.917
11,Extremadura,2022,2,2022T2,81.921,82.227,81.889
11,Extremadura,2022,3,2022T3,83.021,83.179,82.998
11,Extremadura,2022,4,2022T4,81.906,83.953,81.77
11,Extremadura,2023,1,2023T1,80.956,83.957,80.759
11,Extremadura,2023,2,2023T2,83.376,85.822,83.215
11,Extremadura,2023,3,2023T3,83.898,85.071,83.819
11,Extremadura,2023,4,2023T4,83.711,85.668,83.581
11,Extremadura,2024,1,2024T1,85.534,86.392,85.483
11,Extremadura,2024,2,2024T2,88.52,86.807,88.651
11,Extremadura,2024,3,2024T3,90.78,90.888,90.782
11,Extremadura,2024,4,2024T4,91.334,92.488,91.262
11,Extremadura,2025,1,2025T1,94.875,96.103,94.799
11,Extremadura,2025,2,2025T2,99.282,96.886,99.432
11,Extremadura,2025,3,2025T3,102.16,102.314,102.15
11,Extremadura,2025,4,2025T4,103.682,104.697,103.619
11,Extremadura,2026,1,2026T1,106.449,104.289,106.561
12,Galicia,2015,1,2015T1,61.178,51.591,63.122
12,Galicia,2015,2,2015T2,62.645,51.703,65.097
12,Galicia,2015,3,2015T3,63.151,52.52,65.459
12,Galicia,2015,4,2015T4,62.286,52.677,64.204
12,Galicia,2016,1,2016T1,63.195,54.231,64.873
12,Galicia,2016,2,2016T2,63.417,55.453,64.749
12,Galicia,2016,3,2016T3,63.948,55.381,65.474
12,Galicia,2016,4,2016T4,63.578,54.471,65.297
12,Galicia,2017,1,2017T1,64.031,55.642,65.57
12,Galicia,2017,2,2017T2,64.025,56.57,65.336
12,Galicia,2017,3,2017T3,65.054,57.611,66.355
12,Galicia,2017,4,2017T4,65.414,57.182,66.904
12,Galicia,2018,1,2018T1,66.08,59.941,67.153
12,Galicia,2018,2,2018T2,66.534,59.673,67.749
12,Galicia,2018,3,2018T3,67.701,61.142,68.853
12,Galicia,2018,4,2018T4,68.07,62.999,68.925
12,Galicia,2019,1,2019T1,68.432,64.303,69.132
12,Galicia,2019,2,2019T2,69.759,65.003,70.563
12,Galicia,2019,3,2019T3,70.239,64.786,71.158
12,Galicia,2019,4,2019T4,70.736,66.686,71.424
12,Galicia,2020,1,2020T1,70.674,67.805,71.203
12,Galicia,2020,2,2020T2,71.621,67.711,72.293
12,Galicia,2020,3,2020T3,71.588,71.296,71.771
12,Galicia,2020,4,2020T4,71.558,68.333,72.137
12,Galicia,2021,1,2021T1,72.261,68.975,72.85
12,Galicia,2021,2,2021T2,74.125,70.102,74.827
12,Galicia,2021,3,2021T3,75.731,72.425,76.328
12,Galicia,2021,4,2021T4,76.447,72.615,77.123
12,Galicia,2022,1,2022T1,78.248,75.351,78.743
12,Galicia,2022,2,2022T2,79.813,75.914,80.5
12,Galicia,2022,3,2022T3,80.336,76.737,80.964
12,Galicia,2022,4,2022T4,79.87,77.734,80.217
12,Galicia,2023,1,2023T1,80.876,82.223,80.651
12,Galicia,2023,2,2023T2,82.301,83.646,82.075
12,Galicia,2023,3,2023T3,83.998,85.882,83.684
12,Galicia,2023,4,2023T4,82.611,82.927,82.554
12,Galicia,2024,1,2024T1,85.008,88.89,84.464
12,Galicia,2024,2,2024T2,87.831,89.821,87.544
12,Galicia,2024,3,2024T3,90.172,91.397,89.99
12,Galicia,2024,4,2024T4,91.324,92.266,91.18
12,Galicia,2025,1,2025T1,94.545,96.23,94.289
12,Galicia,2025,2,2025T2,99.027,99.21,98.999
12,Galicia,2025,3,2025T3,102.239,101.363,102.373
12,Galicia,2025,4,2025T4,104.189,103.197,104.34
12,Galicia,2026,1,2026T1,107.337,105.69,107.586
13,"Madrid, Comunidad de",2015,1,2015T1,47.981,45.112,48.951
13,"Madrid, Comunidad de",2015,2,2015T2,50.403,45.599,51.739
13,"Madrid, Comunidad de",2015,3,2015T3,50.98,46.251,52.308
13,"Madrid, Comunidad de",2015,4,2015T4,51.177,46.899,52.426
13,"Madrid, Comunidad de",2016,1,2016T1,52.655,48.96,53.807
13,"Madrid, Comunidad de",2016,2,2016T2,54.312,51.137,55.38
13,"Madrid, Comunidad de",2016,3,2016T3,54.963,50.416,56.296
13,"Madrid, Comunidad de",2016,4,2016T4,55.791,49.923,57.381
13,"Madrid, Comunidad de",2017,1,2017T1,58.26,52.933,59.752
13,"Madrid, Comunidad de",2017,2,2017T2,60.215,55.023,61.691
13,"Madrid, Comunidad de",2017,3,2017T3,61.75,55.785,63.398
13,"Madrid, Comunidad de",2017,4,2017T4,62.437,55.217,64.354
13,"Madrid, Comunidad de",2018,1,2018T1,64.175,56.069,66.299
13,"Madrid, Comunidad de",2018,2,2018T2,66.306,58.313,68.414
13,"Madrid, Comunidad de",2018,3,2018T3,68.473,59.272,70.862
13,"Madrid, Comunidad de",2018,4,2018T4,68.417,59.211,70.807
13,"Madrid, Comunidad de",2019,1,2019T1,70.41,63.556,72.248
13,"Madrid, Comunidad de",2019,2,2019T2,70.588,62.073,72.821
13,"Madrid, Comunidad de",2019,3,2019T3,71.625,62.639,73.973
13,"Madrid, Comunidad de",2019,4,2019T4,70.425,62.206,72.586
13,"Madrid, Comunidad de",2020,1,2020T1,72.18,67.494,73.424
13,"Madrid, Comunidad de",2020,2,2020T2,71.758,63.949,73.814
13,"Madrid, Comunidad de",2020,3,2020T3,72.495,66.389,74.108
13,"Madrid, Comunidad de",2020,4,2020T4,71.463,68.43,72.276
13,"Madrid, Comunidad de",2021,1,2021T1,72.159,68.402,73.21
13,"Madrid, Comunidad de",2021,2,2021T2,73.122,68.621,74.416
13,"Madrid, Comunidad de",2021,3,2021T3,74.552,70.555,75.675
13,"Madrid, Comunidad de",2021,4,2021T4,75.376,72.766,76.039
13,"Madrid, Comunidad de",2022,1,2022T1,77.543,75.399,78.042
13,"Madrid, Comunidad de",2022,2,2022T2,78.442,74.749,79.461
13,"Madrid, Comunidad de",2022,3,2022T3,80.228,75.217,81.686
13,"Madrid, Comunidad de",2022,4,2022T4,79.103,75.755,80.004
13,"Madrid, Comunidad de",2023,1,2023T1,79.919,78.166,80.396
13,"Madrid, Comunidad de",2023,2,2023T2,81.641,80.483,81.96
13,"Madrid, Comunidad de",2023,3,2023T3,83.52,83.961,83.414
13,"Madrid, Comunidad de",2023,4,2023T4,82.634,83.163,82.504
13,"Madrid, Comunidad de",2024,1,2024T1,84.621,86.308,84.245
13,"Madrid, Comunidad de",2024,2,2024T2,87.504,89.192,87.127
13,"Madrid, Comunidad de",2024,3,2024T3,89.567,90.428,89.365
13,"Madrid, Comunidad de",2024,4,2024T4,91.164,90.692,91.245
13,"Madrid, Comunidad de",2025,1,2025T1,94.468,96.866,94.057
13,"Madrid, Comunidad de",2025,2,2025T2,99.111,101.099,98.771
13,"Madrid, Comunidad de",2025,3,2025T3,102.306,100.203,102.666
13,"Madrid, Comunidad de",2025,4,2025T4,104.115,101.833,104.506
13,"Madrid, Comunidad de",2026,1,2026T1,107.296,103.572,107.894
14,"Murcia, Región de",2015,1,2015T1,59.386,49.173,61.089
14,"Murcia, Región de",2015,2,2015T2,61.348,50.357,63.215
14,"Murcia, Región de",2015,3,2015T3,61.584,50.767,63.404
14,"Murcia, Región de",2015,4,2015T4,61.064,50.932,62.725
14,"Murcia, Región de",2016,1,2016T1,61.093,51.801,62.576
14,"Murcia, Región de",2016,2,2016T2,62.181,54.873,63.237
14,"Murcia, Región de",2016,3,2016T3,62.018,53.894,63.248
14,"Murcia, Región de",2016,4,2016T4,61.49,53.025,62.796
14,"Murcia, Región de",2017,1,2017T1,61.644,53.921,62.817
14,"Murcia, Región de",2017,2,2017T2,62.348,54.692,63.506
14,"Murcia, Región de",2017,3,2017T3,63.119,55.671,64.237
14,"Murcia, Región de",2017,4,2017T4,62.628,54.566,63.858
14,"Murcia, Región de",2018,1,2018T1,63.325,56.093,64.403
14,"Murcia, Región de",2018,2,2018T2,63.983,57.048,65.006
14,"Murcia, Región de",2018,3,2018T3,65.586,59.853,66.385
14,"Murcia, Región de",2018,4,2018T4,65.432,58.697,66.413
14,"Murcia, Región de",2019,1,2019T1,66.144,61.11,66.869
14,"Murcia, Región de",2019,2,2019T2,67.51,63.371,68.101
14,"Murcia, Región de",2019,3,2019T3,67.982,63.393,68.64
14,"Murcia, Región de",2019,4,2019T4,68.452,64.198,69.059
14,"Murcia, Región de",2020,1,2020T1,68.351,63.931,68.983
14,"Murcia, Región de",2020,2,2020T2,69.449,66.533,69.863
14,"Murcia, Región de",2020,3,2020T3,70.047,69.872,70.062
14,"Murcia, Región de",2020,4,2020T4,70.528,69.122,70.722
14,"Murcia, Región de",2021,1,2021T1,70.724,68.532,71.032
14,"Murcia, Región de",2021,2,2021T2,72.482,71.027,72.682
14,"Murcia, Región de",2021,3,2021T3,74.451,73.728,74.543
14,"Murcia, Región de",2021,4,2021T4,75.199,74.164,75.338
14,"Murcia, Región de",2022,1,2022T1,77.436,75.297,77.731
14,"Murcia, Región de",2022,2,2022T2,79.256,77.84,79.448
14,"Murcia, Región de",2022,3,2022T3,79.708,77.246,80.048
14,"Murcia, Región de",2022,4,2022T4,78.815,79.448,78.716
14,"Murcia, Región de",2023,1,2023T1,78.759,79.777,78.613
14,"Murcia, Región de",2023,2,2023T2,80.369,81.94,80.154
14,"Murcia, Región de",2023,3,2023T3,81.524,82.463,81.387
14,"Murcia, Región de",2023,4,2023T4,81.841,83.166,81.656
14,"Murcia, Región de",2024,1,2024T1,83.261,86.865,82.762
14,"Murcia, Región de",2024,2,2024T2,86.389,88.216,86.135
14,"Murcia, Región de",2024,3,2024T3,88.875,88.709,88.896
14,"Murcia, Región de",2024,4,2024T4,91.378,93.551,91.076
14,"Murcia, Región de",2025,1,2025T1,94.306,96.467,94.006
14,"Murcia, Región de",2025,2,2025T2,98.975,98.76,99.005
14,"Murcia, Región de",2025,3,2025T3,102.198,99.678,102.549
14,"Murcia, Región de",2025,4,2025T4,104.52,105.095,104.441
14,"Murcia, Región de",2026,1,2026T1,109.013,106.968,109.33
15,"Navarra, Comunidad Foral de",2015,1,2015T1,60.412,53.204,63.855
15,"Navarra, Comunidad Foral de",2015,2,2015T2,62.073,54.518,65.725
15,"Navarra, Comunidad Foral de",2015,3,2015T3,61.401,53.298,65.499
15,"Navarra, Comunidad Foral de",2015,4,2015T4,61.362,53.94,64.938
15,"Navarra, Comunidad Foral de",2016,1,2016T1,61.92,55.261,65.152
15,"Navarra, Comunidad Foral de",2016,2,2016T2,62.158,56.04,65.147
15,"Navarra, Comunidad Foral de",2016,3,2016T3,62.734,56.476,65.788
15,"Navarra, Comunidad Foral de",2016,4,2016T4,62.547,55.284,66.055
15,"Navarra, Comunidad Foral de",2017,1,2017T1,63.128,56.663,66.468
15,"Navarra, Comunidad Foral de",2017,2,2017T2,63.803,57.481,67.13
15,"Navarra, Comunidad Foral de",2017,3,2017T3,64.082,57.579,67.458
15,"Navarra, Comunidad Foral de",2017,4,2017T4,63.886,56.901,67.369
15,"Navarra, Comunidad Foral de",2018,1,2018T1,64.479,58.173,67.672
15,"Navarra, Comunidad Foral de",2018,2,2018T2,66.007,59.014,69.508
15,"Navarra, Comunidad Foral de",2018,3,2018T3,66.838,60.298,70.15
15,"Navarra, Comunidad Foral de",2018,4,2018T4,66.458,61.708,68.994
15,"Navarra, Comunidad Foral de",2019,1,2019T1,67.663,63.778,69.699
15,"Navarra, Comunidad Foral de",2019,2,2019T2,68.578,63.341,71.386
15,"Navarra, Comunidad Foral de",2019,3,2019T3,68.89,63.357,71.868
15,"Navarra, Comunidad Foral de",2019,4,2019T4,68.6,63.197,71.505
15,"Navarra, Comunidad Foral de",2020,1,2020T1,69.84,67.121,71.297
15,"Navarra, Comunidad Foral de",2020,2,2020T2,69.409,64.787,71.893
15,"Navarra, Comunidad Foral de",2020,3,2020T3,70.085,68.385,70.992
15,"Navarra, Comunidad Foral de",2020,4,2020T4,69.001,65.805,70.715
15,"Navarra, Comunidad Foral de",2021,1,2021T1,70.001,65.878,72.183
15,"Navarra, Comunidad Foral de",2021,2,2021T2,71.197,66.151,73.845
15,"Navarra, Comunidad Foral de",2021,3,2021T3,72.381,67.261,75.069
15,"Navarra, Comunidad Foral de",2021,4,2021T4,72.598,67.512,75.269
15,"Navarra, Comunidad Foral de",2022,1,2022T1,75.43,70.495,78.03
15,"Navarra, Comunidad Foral de",2022,2,2022T2,76.371,69.737,79.821
15,"Navarra, Comunidad Foral de",2022,3,2022T3,77.299,71.77,80.199
15,"Navarra, Comunidad Foral de",2022,4,2022T4,77.835,73.219,80.28
15,"Navarra, Comunidad Foral de",2023,1,2023T1,79.773,76.801,81.398
15,"Navarra, Comunidad Foral de",2023,2,2023T2,80.677,78.497,81.908
15,"Navarra, Comunidad Foral de",2023,3,2023T3,83.192,81.581,84.143
15,"Navarra, Comunidad Foral de",2023,4,2023T4,81.474,79.401,82.652
15,"Navarra, Comunidad Foral de",2024,1,2024T1,85.858,86.561,85.504
15,"Navarra, Comunidad Foral de",2024,2,2024T2,88.99,89.939,88.502
15,"Navarra, Comunidad Foral de",2024,3,2024T3,92.106,93.579,91.329
15,"Navarra, Comunidad Foral de",2024,4,2024T4,91.989,92.684,91.643
15,"Navarra, Comunidad Foral de",2025,1,2025T1,95.677,97.859,94.589
15,"Navarra, Comunidad Foral de",2025,2,2025T2,99.702,100.246,99.431
15,"Navarra, Comunidad Foral de",2025,3,2025T3,102.151,101.785,102.334
15,"Navarra, Comunidad Foral de",2025,4,2025T4,102.469,100.11,103.645
15,"Navarra, Comunidad Foral de",2026,1,2026T1,105.73,103.945,106.722
16,País Vasco,2015,1,2015T1,59.408,50.673,61.346
16,País Vasco,2015,2,2015T2,60.423,48.757,63.517
16,País Vasco,2015,3,2015T3,60.399,48.788,63.472
16,País Vasco,2015,4,2015T4,60.842,50.606,63.348
16,País Vasco,2016,1,2016T1,61.101,50.677,63.664
16,País Vasco,2016,2,2016T2,62.101,52.02,64.537
16,País Vasco,2016,3,2016T3,62.528,52.596,64.908
16,País Vasco,2016,4,2016T4,61.548,51.697,63.916
16,País Vasco,2017,1,2017T1,63.106,53.404,65.415
16,País Vasco,2017,2,2017T2,64.923,55.705,67.071
16,País Vasco,2017,3,2017T3,66.145,57.028,68.252
16,País Vasco,2017,4,2017T4,65.919,55.371,68.454
16,País Vasco,2018,1,2018T1,66.963,58.035,69.045
16,País Vasco,2018,2,2018T2,68.678,59.14,70.919
16,País Vasco,2018,3,2018T3,69.335,60.012,71.512
16,País Vasco,2018,4,2018T4,69.238,59.892,71.422
16,País Vasco,2019,1,2019T1,70.833,63.511,72.568
16,País Vasco,2019,2,2019T2,71.327,62.362,73.429
16,País Vasco,2019,3,2019T3,72.683,65.111,74.477
16,País Vasco,2019,4,2019T4,71.28,63.012,73.227
16,País Vasco,2020,1,2020T1,73.235,68.097,74.369
16,País Vasco,2020,2,2020T2,72.482,64.443,74.366
16,País Vasco,2020,3,2020T3,74.032,69.219,75.081
16,País Vasco,2020,4,2020T4,72.823,69.814,73.41
16,País Vasco,2021,1,2021T1,73.379,69.292,74.287
16,País Vasco,2021,2,2021T2,74.332,69.092,75.581
16,País Vasco,2021,3,2021T3,75.034,69.556,76.352
16,País Vasco,2021,4,2021T4,75.9,71.922,76.765
16,País Vasco,2022,1,2022T1,77.966,74.501,78.677
16,País Vasco,2022,2,2022T2,79.161,74.191,80.295
16,País Vasco,2022,3,2022T3,80.889,74.61,82.388
16,País Vasco,2022,4,2022T4,79.634,75.322,80.579
16,País Vasco,2023,1,2023T1,80.369,77.299,81.036
16,País Vasco,2023,2,2023T2,81.562,77.966,82.346
16,País Vasco,2023,3,2023T3,83.972,81.089,84.596
16,País Vasco,2023,4,2023T4,82.719,80.587,83.176
16,País Vasco,2024,1,2024T1,85.5,86.81,85.174
16,País Vasco,2024,2,2024T2,88.46,89.831,88.118
16,País Vasco,2024,3,2024T3,91.022,92.652,90.622
16,País Vasco,2024,4,2024T4,91.556,90.702,91.72
16,País Vasco,2025,1,2025T1,96.111,99.299,95.502
16,País Vasco,2025,2,2025T2,99.43,100.52,99.222
16,País Vasco,2025,3,2025T3,101.618,100.046,101.919
16,País Vasco,2025,4,2025T4,102.84,100.135,103.357
16,País Vasco,2026,1,2026T1,106.046,104.148,106.431
17,"Rioja, La",2015,1,2015T1,58.535,49.908,59.504
17,"Rioja, La",2015,2,2015T2,60.752,50.99,62.012
17,"Rioja, La",2015,3,2015T3,60.417,51.559,61.403
17,"Rioja, La",2015,4,2015T4,60.861,51.615,61.957
17,"Rioja, La",2016,1,2016T1,60.765,52.061,61.73
17,"Rioja, La",2016,2,2016T2,61.68,55.303,62.06
17,"Rioja, La",2016,3,2016T3,61.76,55.429,62.127
17,"Rioja, La",2016,4,2016T4,61.074,53.614,61.73
17,"Rioja, La",2017,1,2017T1,62.052,54.604,62.699
17,"Rioja, La",2017,2,2017T2,62.552,55.25,63.176
17,"Rioja, La",2017,3,2017T3,62.386,55.455,62.959
17,"Rioja, La",2017,4,2017T4,63.285,55.464,63.977
17,"Rioja, La",2018,1,2018T1,64.048,58.142,64.532
17,"Rioja, La",2018,2,2018T2,65.249,58.995,65.768
17,"Rioja, La",2018,3,2018T3,66.546,60.337,67.057
17,"Rioja, La",2018,4,2018T4,66.749,59.59,67.361
17,"Rioja, La",2019,1,2019T1,68.044,62.706,68.468
17,"Rioja, La",2019,2,2019T2,69.299,64.532,69.662
17,"Rioja, La",2019,3,2019T3,69.475,64.021,69.908
17,"Rioja, La",2019,4,2019T4,69.86,65.178,70.214
17,"Rioja, La",2020,1,2020T1,70.211,65.258,70.594
17,"Rioja, La",2020,2,2020T2,70.806,67.368,71.019
17,"Rioja, La",2020,3,2020T3,70.303,69.378,70.239
17,"Rioja, La",2020,4,2020T4,70.574,69.296,70.548
17,"Rioja, La",2021,1,2021T1,71.241,69.209,71.285
17,"Rioja, La",2021,2,2021T2,72.442,70.807,72.447
17,"Rioja, La",2021,3,2021T3,73.905,72.975,73.841
17,"Rioja, La",2021,4,2021T4,74.291,73.205,74.24
17,"Rioja, La",2022,1,2022T1,76.45,74.648,76.478
17,"Rioja, La",2022,2,2022T2,78.132,76.132,78.179
17,"Rioja, La",2022,3,2022T3,79.856,76.851,80.016
17,"Rioja, La",2022,4,2022T4,78.311,78.879,78.057
17,"Rioja, La",2023,1,2023T1,78.581,80.259,78.146
17,"Rioja, La",2023,2,2023T2,80.183,81.11,79.867
17,"Rioja, La",2023,3,2023T3,81.39,81.405,81.218
17,"Rioja, La",2023,4,2023T4,81.385,82.752,80.995
17,"Rioja, La",2024,1,2024T1,84.174,88.959,83.028
17,"Rioja, La",2024,2,2024T2,87.086,88.435,86.693
17,"Rioja, La",2024,3,2024T3,88.869,88.891,88.766
17,"Rioja, La",2024,4,2024T4,91.052,92.575,90.616
17,"Rioja, La",2025,1,2025T1,95.324,96.894,94.875
17,"Rioja, La",2025,2,2025T2,99.056,98.905,99.099
17,"Rioja, La",2025,3,2025T3,101.419,99.565,101.949
17,"Rioja, La",2025,4,2025T4,104.201,104.636,104.077
17,"Rioja, La",2026,1,2026T1,108.962,107.034,109.376
18,Ceuta,2015,1,2015T1,47.545,,
18,Ceuta,2015,2,2015T2,50.285,,
18,Ceuta,2015,3,2015T3,50.557,,
18,Ceuta,2015,4,2015T4,50.266,,
18,Ceuta,2016,1,2016T1,51.132,,
18,Ceuta,2016,2,2016T2,52.393,,
18,Ceuta,2016,3,2016T3,52.549,,
18,Ceuta,2016,4,2016T4,52.819,,
18,Ceuta,2017,1,2017T1,54.523,,
18,Ceuta,2017,2,2017T2,55.353,,
18,Ceuta,2017,3,2017T3,56.078,,
18,Ceuta,2017,4,2017T4,57.034,,
18,Ceuta,2018,1,2018T1,58.509,,
18,Ceuta,2018,2,2018T2,60.094,,
18,Ceuta,2018,3,2018T3,61.056,,
18,Ceuta,2018,4,2018T4,62.233,,
18,Ceuta,2019,1,2019T1,63.854,,
18,Ceuta,2019,2,2019T2,64.856,,
18,Ceuta,2019,3,2019T3,66.368,,
18,Ceuta,2019,4,2019T4,65.483,,
18,Ceuta,2020,1,2020T1,66.956,,
18,Ceuta,2020,2,2020T2,67.152,,
18,Ceuta,2020,3,2020T3,69.274,,
18,Ceuta,2020,4,2020T4,68.678,,
18,Ceuta,2021,1,2021T1,68.659,,
18,Ceuta,2021,2,2021T2,69.05,,
18,Ceuta,2021,3,2021T3,71.619,,
18,Ceuta,2021,4,2021T4,72.826,,
18,Ceuta,2022,1,2022T1,74.844,,
18,Ceuta,2022,2,2022T2,75.61,,
18,Ceuta,2022,3,2022T3,77.285,,
18,Ceuta,2022,4,2022T4,78.656,,
18,Ceuta,2023,1,2023T1,78.993,,
18,Ceuta,2023,2,2023T2,80.285,,
18,Ceuta,2023,3,2023T3,81.751,,
18,Ceuta,2023,4,2023T4,82.261,,
18,Ceuta,2024,1,2024T1,84.477,,
18,Ceuta,2024,2,2024T2,87.89,,
18,Ceuta,2024,3,2024T3,88.71,,
18,Ceuta,2024,4,2024T4,91.662,,
18,Ceuta,2025,1,2025T1,95.524,,
18,Ceuta,2025,2,2025T2,99.027,,
18,Ceuta,2025,3,2025T3,101.611,,
18,Ceuta,2025,4,2025T4,103.838,,
18,Ceuta,2026,1,2026T1,109.803,,
19,Melilla,2015,1,2015T1,48.782,,
19,Melilla,2015,2,2015T2,51.293,,
19,Melilla,2015,3,2015T3,51.962,,
19,Melilla,2015,4,2015T4,52.178,,
19,Melilla,2016,1,2016T1,52.963,,
19,Melilla,2016,2,2016T2,54.31,,
19,Melilla,2016,3,2016T3,53.978,,
19,Melilla,2016,4,2016T4,53.869,,
19,Melilla,2017,1,2017T1,55.499,,
19,Melilla,2017,2,2017T2,56.409,,
19,Melilla,2017,3,2017T3,56.507,,
19,Melilla,2017,4,2017T4,58.007,,
19,Melilla,2018,1,2018T1,58.991,,
19,Melilla,2018,2,2018T2,60.928,,
19,Melilla,2018,3,2018T3,61.757,,
19,Melilla,2018,4,2018T4,62.385,,
19,Melilla,2019,1,2019T1,63.976,,
19,Melilla,2019,2,2019T2,63.385,,
19,Melilla,2019,3,2019T3,65.073,,
19,Melilla,2019,4,2019T4,64.439,,
19,Melilla,2020,1,2020T1,65.737,,
19,Melilla,2020,2,2020T2,66.518,,
19,Melilla,2020,3,2020T3,68.239,,
19,Melilla,2020,4,2020T4,67.934,,
19,Melilla,2021,1,2021T1,68.899,,
19,Melilla,2021,2,2021T2,70.968,,
19,Melilla,2021,3,2021T3,72.784,,
19,Melilla,2021,4,2021T4,72.791,,
19,Melilla,2022,1,2022T1,75.437,,
19,Melilla,2022,2,2022T2,77.168,,
19,Melilla,2022,3,2022T3,78.1,,
19,Melilla,2022,4,2022T4,78.632,,
19,Melilla,2023,1,2023T1,80.139,,
19,Melilla,2023,2,2023T2,81.908,,
19,Melilla,2023,3,2023T3,82.686,,
19,Melilla,2023,4,2023T4,81.138,,
19,Melilla,2024,1,2024T1,83.911,,
19,Melilla,2024,2,2024T2,87.789,,
19,Melilla,2024,3,2024T3,89.24,,
19,Melilla,2024,4,2024T4,91.042,,
19,Melilla,2025,1,2025T1,95.669,,
19,Melilla,2025,2,2025T2,99.542,,
19,Melilla,2025,3,2025T3,102.139,,
19,Melilla,2025,4,2025T4,102.65,,
19,Melilla,2026,1,2026T1,108.257,,
