codigo_provincia,provincia,provincia_original,anio,trimestre,periodo,valor_tasado_m2,valor_original,hoja_origen
11,Cádiz,Cádiz,2001,4,2001T4,768.3,768.3,"1999, 2000, 2001, 2002"
11,Cádiz,Cádiz,2002,1,2002T1,808.8,808.8,"1999, 2000, 2001, 2002"
11,Cádiz,Cádiz,2002,2,2002T2,846.4,846.4,"1999, 2000, 2001, 2002"
11,Cádiz,Cádiz,2002,3,2002T3,904.3,904.3,"1999, 2000, 2001, 2002"
11,Cádiz,Cádiz,2002,4,2002T4,928.8,928.8,"1999, 2000, 2001, 2002"
11,Cádiz,Cádiz,2003,1,2003T1,970.8,970.8,"2003, 2004, 2005, 2006"
11,Cádiz,Cádiz,2003,2,2003T2,1012.8,1012.8,"2003, 2004, 2005, 2006"
11,Cádiz,Cádiz,2003,3,2003T3,1080.8,1080.8,"2003, 2004, 2005, 2006"
11,Cádiz,Cádiz,2003,4,2003T4,1128.5,1128.5,"2003, 2004, 2005, 2006"
11,Cádiz,Cádiz,2004,1,2004T1,1183.5,1183.5,"2003, 2004, 2005, 2006"
11,Cádiz,Cádiz,2004,2,2004T2,1273.2,1273.2,"2003, 2004, 2005, 2006"
11,Cádiz,Cádiz,2004,3,2004T3,1335.4,1335.4,"2003, 2004, 2005, 2006"
11,Cádiz,Cádiz,2004,4,2004T4,1404.8,1404.8,"2003, 2004, 2005, 2006"
11,Cádiz,Cádiz,2005,1,2005T1,1446.8,1446.8,"2003, 2004, 2005, 2006"
11,Cádiz,Cádiz,2005,2,2005T2,1529.3,1529.3,"2003, 2004, 2005, 2006"
11,Cádiz,Cádiz,2005,3,2005T3,1569.8,1569.8,"2003, 2004, 2005, 2006"
11,Cádiz,Cádiz,2005,4,2005T4,1609.0,1609,"2003, 2004, 2005, 2006"
11,Cádiz,Cádiz,2006,1,2006T1,1671.1,1671.1,"2003, 2004, 2005, 2006"
11,Cádiz,Cádiz,2006,2,2006T2,1713.0,1713,"2003, 2004, 2005, 2006"
11,Cádiz,Cádiz,2006,3,2006T3,1723.1,1723.1,"2003, 2004, 2005, 2006"
11,Cádiz,Cádiz,2006,4,2006T4,1770.9,1770.9,"2003, 2004, 2005, 2006"
11,Cádiz,Cádiz,2007,1,2007T1,1801.3,1801.3,"2007, 2008, 2009, 2010"
11,Cádiz,Cádiz,2007,2,2007T2,1856.2,1856.2,"2007, 2008, 2009, 2010"
11,Cádiz,Cádiz,2007,3,2007T3,1849.0,1849,"2007, 2008, 2009, 2010"
11,Cádiz,Cádiz,2007,4,2007T4,1860.6,1860.6,"2007, 2008, 2009, 2010"
11,Cádiz,Cádiz,2008,1,2008T1,1911.2,1911.2,"2007, 2008, 2009, 2010"
11,Cádiz,Cádiz,2008,2,2008T2,1961.9,1961.9,"2007, 2008, 2009, 2010"
11,Cádiz,Cádiz,2008,3,2008T3,1900.2,1900.2,"2007, 2008, 2009, 2010"
11,Cádiz,Cádiz,2008,4,2008T4,1916.0,1916,"2007, 2008, 2009, 2010"
11,Cádiz,Cádiz,2009,1,2009T1,1880.8,1880.8,"2007, 2008, 2009, 2010"
11,Cádiz,Cádiz,2009,2,2009T2,1856.3,1856.3,"2007, 2008, 2009, 2010"
11,Cádiz,Cádiz,2009,3,2009T3,1812.8,1812.8,"2007, 2008, 2009, 2010"
11,Cádiz,Cádiz,2009,4,2009T4,1787.6,1787.6,"2007, 2008, 2009, 2010"
11,Cádiz,Cádiz,2010,1,2010T1,1754.2,1754.2,"2007, 2008, 2009, 2010"
11,Cádiz,Cádiz,2010,2,2010T2,1747.7,1747.7,"2007, 2008, 2009, 2010"
11,Cádiz,Cádiz,2010,3,2010T3,1716.7,1716.7,"2007, 2008, 2009, 2010"
11,Cádiz,Cádiz,2010,4,2010T4,1736.9,1736.9,"2007, 2008, 2009, 2010"
11,Cádiz,Cádiz,2011,1,2011T1,1694.2,1694.2,"2011, 2012, 2013, 2014"
11,Cádiz,Cádiz,2011,2,2011T2,1684.0,1684,"2011, 2012, 2013, 2014"
11,Cádiz,Cádiz,2011,3,2011T3,1650.3,1650.3,"2011, 2012, 2013, 2014"
11,Cádiz,Cádiz,2011,4,2011T4,1618.9,1618.9,"2011, 2012, 2013, 2014"
11,Cádiz,Cádiz,2012,1,2012T1,1604.3,1604.3,"2011, 2012, 2013, 2014"
11,Cádiz,Cádiz,2012,2,2012T2,1516.1,1516.1,"2011, 2012, 2013, 2014"
11,Cádiz,Cádiz,2012,3,2012T3,1484.3,1484.3,"2011, 2012, 2013, 2014"
11,Cádiz,Cádiz,2012,4,2012T4,1447.2,1447.2,"2011, 2012, 2013, 2014"
11,Cádiz,Cádiz,2013,1,2013T1,1408.1,1408.1,"2011, 2012, 2013, 2014"
11,Cádiz,Cádiz,2013,2,2013T2,1357.4,1357.4,"2011, 2012, 2013, 2014"
11,Cádiz,Cádiz,2013,3,2013T3,1315.3,1315.3,"2011, 2012, 2013, 2014"
11,Cádiz,Cádiz,2013,4,2013T4,1281.1,1281.1,"2011, 2012, 2013, 2014"
11,Cádiz,Cádiz,2014,1,2014T1,1298.6,1298.6,"2011, 2012, 2013, 2014"
11,Cádiz,Cádiz,2014,2,2014T2,1291.8,1291.8,"2011, 2012, 2013, 2014"
11,Cádiz,Cádiz,2014,3,2014T3,1303.6,1303.6,"2011, 2012, 2013, 2014"
11,Cádiz,Cádiz,2014,4,2014T4,1312.8,1312.8,"2011, 2012, 2013, 2014"
11,Cádiz,Cádiz,2015,1,2015T1,1307.8,1307.8,"2015, 2016, 2017, 2018"
11,Cádiz,Cádiz,2015,2,2015T2,1303.4,1303.4,"2015, 2016, 2017, 2018"
11,Cádiz,Cádiz,2015,3,2015T3,1311.3,1311.3,"2015, 2016, 2017, 2018"
11,Cádiz,Cádiz,2015,4,2015T4,1291.4,1291.4,"2015, 2016, 2017, 2018"
11,Cádiz,Cádiz,2016,1,2016T1,1289.5,1289.5,"2015, 2016, 2017, 2018"
11,Cádiz,Cádiz,2016,2,2016T2,1299.5,1299.5,"2015, 2016, 2017, 2018"
11,Cádiz,Cádiz,2016,3,2016T3,1274.4,1274.4,"2015, 2016, 2017, 2018"
11,Cádiz,Cádiz,2016,4,2016T4,1256.2,1256.2,"2015, 2016, 2017, 2018"
11,Cádiz,Cádiz,2017,1,2017T1,1288.3,1288.3,"2015, 2016, 2017, 2018"
11,Cádiz,Cádiz,2017,2,2017T2,1282.5,1282.5,"2015, 2016, 2017, 2018"
11,Cádiz,Cádiz,2017,3,2017T3,1264.0,1264,"2015, 2016, 2017, 2018"
11,Cádiz,Cádiz,2017,4,2017T4,1291.8,1291.8,"2015, 2016, 2017, 2018"
11,Cádiz,Cádiz,2018,1,2018T1,1290.8,1290.8,"2015, 2016, 2017, 2018"
11,Cádiz,Cádiz,2018,2,2018T2,1290.5,1290.5,"2015, 2016, 2017, 2018"
11,Cádiz,Cádiz,2018,3,2018T3,1306.7,1306.7,"2015, 2016, 2017, 2018"
11,Cádiz,Cádiz,2018,4,2018T4,1340.3000000000002,1340.3000000000002,"2015, 2016, 2017, 2018"
11,Cádiz,Cádiz,2019,1,2019T1,1354.1,1354.1,"2019, 2020, 2021, 2022"
11,Cádiz,Cádiz,2019,2,2019T2,1344.9,1344.9,"2019, 2020, 2021, 2022"
11,Cádiz,Cádiz,2019,3,2019T3,1359.1000000000001,1359.1000000000001,"2019, 2020, 2021, 2022"
11,Cádiz,Cádiz,2019,4,2019T4,1346.2,1346.2,"2019, 2020, 2021, 2022"
11,Cádiz,Cádiz,2020,1,2020T1,1365.5,1365.5,"2019, 2020, 2021, 2022"
11,Cádiz,Cádiz,2020,2,2020T2,1329.5,1329.5,"2019, 2020, 2021, 2022"
11,Cádiz,Cádiz,2020,3,2020T3,1360.2,1360.2,"2019, 2020, 2021, 2022"
11,Cádiz,Cádiz,2020,4,2020T4,1373.1,1373.1,"2019, 2020, 2021, 2022"
11,Cádiz,Cádiz,2021,1,2021T1,1366.8999999999999,1366.8999999999999,"2019, 2020, 2021, 2022"
11,Cádiz,Cádiz,2021,2,2021T2,1405.1,1405.1,"2019, 2020, 2021, 2022"
11,Cádiz,Cádiz,2021,3,2021T3,1412.7,1412.7,"2019, 2020, 2021, 2022"
11,Cádiz,Cádiz,2021,4,2021T4,1426.1999999999998,1426.1999999999998,"2019, 2020, 2021, 2022"
11,Cádiz,Cádiz,2022,1,2022T1,1444.5,1444.5,"2019, 2020, 2021, 2022"
11,Cádiz,Cádiz,2022,2,2022T2,1439.3000000000002,1439.3000000000002,"2019, 2020, 2021, 2022"
11,Cádiz,Cádiz,2022,3,2022T3,1469.8000000000002,1469.8000000000002,"2019, 2020, 2021, 2022"
11,Cádiz,Cádiz,2022,4,2022T4,1466.7,1466.7,"2019, 2020, 2021, 2022"
11,Cádiz,Cádiz,2023,1,2023T1,1509.1000000000001,1509.1000000000001,"2023, 2024, 2025, 2026"
11,Cádiz,Cádiz,2023,2,2023T2,1507.0,1507,"2023, 2024, 2025, 2026"
11,Cádiz,Cádiz,2023,3,2023T3,1558.0,1558,"2023, 2024, 2025, 2026"
11,Cádiz,Cádiz,2023,4,2023T4,1558.9,1558.9,"2023, 2024, 2025, 2026"
11,Cádiz,Cádiz,2024,1,2024T1,1597.1999999999998,1597.1999999999998,"2023, 2024, 2025, 2026"
11,Cádiz,Cádiz,2024,2,2024T2,1618.5,1618.5,"2023, 2024, 2025, 2026"
11,Cádiz,Cádiz,2024,3,2024T3,1652.4,1652.4,"2023, 2024, 2025, 2026"
11,Cádiz,Cádiz,2024,4,2024T4,1688.1000000000001,1688.1000000000001,"2023, 2024, 2025, 2026"
11,Cádiz,Cádiz,2025,1,2025T1,1753.7,1753.7,"2023, 2024, 2025, 2026"
11,Cádiz,Cádiz,2025,2,2025T2,1765.2,1765.2,"2023, 2024, 2025, 2026"
11,Cádiz,Cádiz,2025,3,2025T3,1835.8,1835.8,"2023, 2024, 2025, 2026"
11,Cádiz,Cádiz,2025,4,2025T4,1893.2,1893.2,"2023, 2024, 2025, 2026"
11,Cádiz,Cádiz,2026,1,2026T1,1988.3000000000002,1988.3000000000002,"2023, 2024, 2025, 2026"
12,Castellón/Castelló,Castellón/Castelló,1995,1,1995T1,447.8,447.8,"1995, 1996, 1997, 1998"
12,Castellón/Castelló,Castellón/Castelló,1995,2,1995T2,435.5,435.5,"1995, 1996, 1997, 1998"
12,Castellón/Castelló,Castellón/Castelló,1995,3,1995T3,477.9,477.9,"1995, 1996, 1997, 1998"
12,Castellón/Castelló,Castellón/Castelló,1995,4,1995T4,479.2,479.2,"1995, 1996, 1997, 1998"
12,Castellón/Castelló,Castellón/Castelló,1996,1,1996T1,473.8,473.8,"1995, 1996, 1997, 1998"
12,Castellón/Castelló,Castellón/Castelló,1996,2,1996T2,487.4,487.4,"1995, 1996, 1997, 1998"
12,Castellón/Castelló,Castellón/Castelló,1996,3,1996T3,499.7,499.7,"1995, 1996, 1997, 1998"
12,Castellón/Castelló,Castellón/Castelló,1996,4,1996T4,498.3,498.3,"1995, 1996, 1997, 1998"
12,Castellón/Castelló,Castellón/Castelló,1997,1,1997T1,499.7,499.7,"1995, 1996, 1997, 1998"
12,Castellón/Castelló,Castellón/Castelló,1997,2,1997T2,505.2,505.2,"1995, 1996, 1997, 1998"
12,Castellón/Castelló,Castellón/Castelló,1997,3,1997T3,507.9,507.9,"1995, 1996, 1997, 1998"
12,Castellón/Castelló,Castellón/Castelló,1997,4,1997T4,516.1,516.1,"1995, 1996, 1997, 1998"
12,Castellón/Castelló,Castellón/Castelló,1998,1,1998T1,537.9,537.9,"1995, 1996, 1997, 1998"
12,Castellón/Castelló,Castellón/Castelló,1998,2,1998T2,540.7,540.7,"1995, 1996, 1997, 1998"
12,Castellón/Castelló,Castellón/Castelló,1998,3,1998T3,544.8,544.8,"1995, 1996, 1997, 1998"
12,Castellón/Castelló,Castellón/Castelló,1998,4,1998T4,555.7,555.7,"1995, 1996, 1997, 1998"
12,Castellón/Castelló,Castellón/Castelló,1999,1,1999T1,578.9,578.9,"1999, 2000, 2001, 2002"
12,Castellón/Castelló,Castellón/Castelló,1999,2,1999T2,604.8,604.8,"1999, 2000, 2001, 2002"
12,Castellón/Castelló,Castellón/Castelló,1999,3,1999T3,603.5,603.5,"1999, 2000, 2001, 2002"
12,Castellón/Castelló,Castellón/Castelló,1999,4,1999T4,610.3,610.3,"1999, 2000, 2001, 2002"
12,Castellón/Castelló,Castellón/Castelló,2000,1,2000T1,634.9,634.9,"1999, 2000, 2001, 2002"
12,Castellón/Castelló,Castellón/Castelló,2000,2,2000T2,704.5,704.5,"1999, 2000, 2001, 2002"
12,Castellón/Castelló,Castellón/Castelló,2000,3,2000T3,694.9,694.9,"1999, 2000, 2001, 2002"
12,Castellón/Castelló,Castellón/Castelló,2000,4,2000T4,700.4,700.4,"1999, 2000, 2001, 2002"
12,Castellón/Castelló,Castellón/Castelló,2001,1,2001T1,701.8,701.8,"1999, 2000, 2001, 2002"
12,Castellón/Castelló,Castellón/Castelló,2001,2,2001T2,748.2,748.2,"1999, 2000, 2001, 2002"
12,Castellón/Castelló,Castellón/Castelló,2001,3,2001T3,767.3,767.3,"1999, 2000, 2001, 2002"
12,Castellón/Castelló,Castellón/Castelló,2001,4,2001T4,820.5,820.5,"1999, 2000, 2001, 2002"
12,Castellón/Castelló,Castellón/Castelló,2002,1,2002T1,823.3,823.3,"1999, 2000, 2001, 2002"
12,Castellón/Castelló,Castellón/Castelló,2002,2,2002T2,894.3,894.3,"1999, 2000, 2001, 2002"
12,Castellón/Castelló,Castellón/Castelló,2002,3,2002T3,927.0,927,"1999, 2000, 2001, 2002"
12,Castellón/Castelló,Castellón/Castelló,2002,4,2002T4,959.8,959.8,"1999, 2000, 2001, 2002"
12,Castellón/Castelló,Castellón/Castelló,2003,1,2003T1,980.3,980.3,"2003, 2004, 2005, 2006"
12,Castellón/Castelló,Castellón/Castelló,2003,2,2003T2,1044.5,1044.5,"2003, 2004, 2005, 2006"
12,Castellón/Castelló,Castellón/Castelló,2003,3,2003T3,1090.9,1090.9,"2003, 2004, 2005, 2006"
12,Castellón/Castelló,Castellón/Castelló,2003,4,2003T4,1122.3,1122.3,"2003, 2004, 2005, 2006"
12,Castellón/Castelló,Castellón/Castelló,2004,1,2004T1,1185.1,1185.1,"2003, 2004, 2005, 2006"
12,Castellón/Castelló,Castellón/Castelló,2004,2,2004T2,1231.5,1231.5,"2003, 2004, 2005, 2006"
12,Castellón/Castelló,Castellón/Castelló,2004,3,2004T3,1272.5,1272.5,"2003, 2004, 2005, 2006"
12,Castellón/Castelló,Castellón/Castelló,2004,4,2004T4,1312.1,1312.1,"2003, 2004, 2005, 2006"
12,Castellón/Castelló,Castellón/Castelló,2005,1,2005T1,1365.3,1365.3,"2003, 2004, 2005, 2006"
12,Castellón/Castelló,Castellón/Castelló,2005,2,2005T2,1473.2,1473.2,"2003, 2004, 2005, 2006"
12,Castellón/Castelló,Castellón/Castelló,2005,3,2005T3,1507.3,1507.3,"2003, 2004, 2005, 2006"
12,Castellón/Castelló,Castellón/Castelló,2005,4,2005T4,1554.0,1554,"2003, 2004, 2005, 2006"
12,Castellón/Castelló,Castellón/Castelló,2006,1,2006T1,1619.2,1619.2,"2003, 2004, 2005, 2006"
12,Castellón/Castelló,Castellón/Castelló,2006,2,2006T2,1646.6,1646.6,"2003, 2004, 2005, 2006"
12,Castellón/Castelló,Castellón/Castelló,2006,3,2006T3,1645.2,1645.2,"2003, 2004, 2005, 2006"
12,Castellón/Castelló,Castellón/Castelló,2006,4,2006T4,1673.9,1673.9,"2003, 2004, 2005, 2006"
12,Castellón/Castelló,Castellón/Castelló,2007,1,2007T1,1688.9,1688.9,"2007, 2008, 2009, 2010"
12,Castellón/Castelló,Castellón/Castelló,2007,2,2007T2,1739.4,1739.4,"2007, 2008, 2009, 2010"
12,Castellón/Castelló,Castellón/Castelló,2007,3,2007T3,1761.2,1761.2,"2007, 2008, 2009, 2010"
12,Castellón/Castelló,Castellón/Castelló,2007,4,2007T4,1744.9,1744.9,"2007, 2008, 2009, 2010"
12,Castellón/Castelló,Castellón/Castelló,2008,1,2008T1,1723.0,1723,"2007, 2008, 2009, 2010"
12,Castellón/Castelló,Castellón/Castelló,2008,2,2008T2,1761.2,1761.2,"2007, 2008, 2009, 2010"
12,Castellón/Castelló,Castellón/Castelló,2008,3,2008T3,1733.3,1733.3,"2007, 2008, 2009, 2010"
12,Castellón/Castelló,Castellón/Castelló,2008,4,2008T4,1652.0,1652,"2007, 2008, 2009, 2010"
12,Castellón/Castelló,Castellón/Castelló,2009,1,2009T1,1604.2,1604.2,"2007, 2008, 2009, 2010"
12,Castellón/Castelló,Castellón/Castelló,2009,2,2009T2,1584.9,1584.9,"2007, 2008, 2009, 2010"
12,Castellón/Castelló,Castellón/Castelló,2009,3,2009T3,1566.5,1566.5,"2007, 2008, 2009, 2010"
12,Castellón/Castelló,Castellón/Castelló,2009,4,2009T4,1541.4,1541.4,"2007, 2008, 2009, 2010"
12,Castellón/Castelló,Castellón/Castelló,2010,1,2010T1,1536.0,1536,"2007, 2008, 2009, 2010"
12,Castellón/Castelló,Castellón/Castelló,2010,2,2010T2,1495.0,1495,"2007, 2008, 2009, 2010"
12,Castellón/Castelló,Castellón/Castelló,2010,3,2010T3,1500.9,1500.9,"2007, 2008, 2009, 2010"
12,Castellón/Castelló,Castellón/Castelló,2010,4,2010T4,1525.8,1525.8,"2007, 2008, 2009, 2010"
12,Castellón/Castelló,Castellón/Castelló,2011,1,2011T1,1436.3,1436.3,"2011, 2012, 2013, 2014"
12,Castellón/Castelló,Castellón/Castelló,2011,2,2011T2,1433.4,1433.4,"2011, 2012, 2013, 2014"
12,Castellón/Castelló,Castellón/Castelló,2011,3,2011T3,1417.6,1417.6,"2011, 2012, 2013, 2014"
12,Castellón/Castelló,Castellón/Castelló,2011,4,2011T4,1377.2,1377.2,"2011, 2012, 2013, 2014"
12,Castellón/Castelló,Castellón/Castelló,2012,1,2012T1,1362.1,1362.1,"2011, 2012, 2013, 2014"
12,Castellón/Castelló,Castellón/Castelló,2012,2,2012T2,1303.5,1303.5,"2011, 2012, 2013, 2014"
12,Castellón/Castelló,Castellón/Castelló,2012,3,2012T3,1205.7,1205.7,"2011, 2012, 2013, 2014"
12,Castellón/Castelló,Castellón/Castelló,2012,4,2012T4,1186.4,1186.4,"2011, 2012, 2013, 2014"
12,Castellón/Castelló,Castellón/Castelló,2013,1,2013T1,1135.4,1135.4,"2011, 2012, 2013, 2014"
12,Castellón/Castelló,Castellón/Castelló,2013,2,2013T2,1153.6,1153.6,"2011, 2012, 2013, 2014"
12,Castellón/Castelló,Castellón/Castelló,2013,3,2013T3,1124.8,1124.8,"2011, 2012, 2013, 2014"
12,Castellón/Castelló,Castellón/Castelló,2013,4,2013T4,1084.3,1084.3,"2011, 2012, 2013, 2014"
12,Castellón/Castelló,Castellón/Castelló,2014,1,2014T1,1052.7,1052.7,"2011, 2012, 2013, 2014"
12,Castellón/Castelló,Castellón/Castelló,2014,2,2014T2,1062.2,1062.2,"2011, 2012, 2013, 2014"
12,Castellón/Castelló,Castellón/Castelló,2014,3,2014T3,1043.7,1043.7,"2011, 2012, 2013, 2014"
12,Castellón/Castelló,Castellón/Castelló,2014,4,2014T4,1053.3,1053.3,"2011, 2012, 2013, 2014"
12,Castellón/Castelló,Castellón/Castelló,2015,1,2015T1,1022.1,1022.1,"2015, 2016, 2017, 2018"
12,Castellón/Castelló,Castellón/Castelló,2015,2,2015T2,1054.0,1054,"2015, 2016, 2017, 2018"
12,Castellón/Castelló,Castellón/Castelló,2015,3,2015T3,1069.5,1069.5,"2015, 2016, 2017, 2018"
12,Castellón/Castelló,Castellón/Castelló,2015,4,2015T4,1064.6,1064.6,"2015, 2016, 2017, 2018"
12,Castellón/Castelló,Castellón/Castelló,2016,1,2016T1,1067.1,1067.1,"2015, 2016, 2017, 2018"
12,Castellón/Castelló,Castellón/Castelló,2016,2,2016T2,1062.0,1062,"2015, 2016, 2017, 2018"
12,Castellón/Castelló,Castellón/Castelló,2016,3,2016T3,1027.1,1027.1,"2015, 2016, 2017, 2018"
12,Castellón/Castelló,Castellón/Castelló,2016,4,2016T4,1048.9,1048.9,"2015, 2016, 2017, 2018"
12,Castellón/Castelló,Castellón/Castelló,2017,1,2017T1,1028.9,1028.9,"2015, 2016, 2017, 2018"
12,Castellón/Castelló,Castellón/Castelló,2017,2,2017T2,1058.5,1058.5,"2015, 2016, 2017, 2018"
12,Castellón/Castelló,Castellón/Castelló,2017,3,2017T3,1038.9,1038.9,"2015, 2016, 2017, 2018"
12,Castellón/Castelló,Castellón/Castelló,2017,4,2017T4,1041.2,1041.2,"2015, 2016, 2017, 2018"
12,Castellón/Castelló,Castellón/Castelló,2018,1,2018T1,1033.6999999999998,1033.6999999999998,"2015, 2016, 2017, 2018"
12,Castellón/Castelló,Castellón/Castelló,2018,2,2018T2,1033.4,1033.4,"2015, 2016, 2017, 2018"
12,Castellón/Castelló,Castellón/Castelló,2018,3,2018T3,1043.3,1043.3,"2015, 2016, 2017, 2018"
12,Castellón/Castelló,Castellón/Castelló,2018,4,2018T4,1061.1,1061.1,"2015, 2016, 2017, 2018"
12,Castellón/Castelló,Castellón/Castelló,2019,1,2019T1,1088.4,1088.4,"2019, 2020, 2021, 2022"
12,Castellón/Castelló,Castellón/Castelló,2019,2,2019T2,1071.6,1071.6,"2019, 2020, 2021, 2022"
12,Castellón/Castelló,Castellón/Castelló,2019,3,2019T3,1058.8000000000002,1058.8000000000002,"2019, 2020, 2021, 2022"
12,Castellón/Castelló,Castellón/Castelló,2019,4,2019T4,1066.6,1066.6,"2019, 2020, 2021, 2022"
12,Castellón/Castelló,Castellón/Castelló,2020,1,2020T1,1040.0,1040,"2019, 2020, 2021, 2022"
12,Castellón/Castelló,Castellón/Castelló,2020,2,2020T2,1030.5,1030.5,"2019, 2020, 2021, 2022"
12,Castellón/Castelló,Castellón/Castelló,2020,3,2020T3,1052.2,1052.2,"2019, 2020, 2021, 2022"
12,Castellón/Castelló,Castellón/Castelló,2020,4,2020T4,1050.9,1050.9,"2019, 2020, 2021, 2022"
12,Castellón/Castelló,Castellón/Castelló,2021,1,2021T1,1036.2,1036.2,"2019, 2020, 2021, 2022"
12,Castellón/Castelló,Castellón/Castelló,2021,2,2021T2,1052.2,1052.2,"2019, 2020, 2021, 2022"
12,Castellón/Castelló,Castellón/Castelló,2021,3,2021T3,1084.5,1084.5,"2019, 2020, 2021, 2022"
12,Castellón/Castelló,Castellón/Castelló,2021,4,2021T4,1105.5,1105.5,"2019, 2020, 2021, 2022"
12,Castellón/Castelló,Castellón/Castelló,2022,1,2022T1,1090.1,1090.1,"2019, 2020, 2021, 2022"
12,Castellón/Castelló,Castellón/Castelló,2022,2,2022T2,1084.9,1084.9,"2019, 2020, 2021, 2022"
12,Castellón/Castelló,Castellón/Castelló,2022,3,2022T3,1064.4,1064.4,"2019, 2020, 2021, 2022"
12,Castellón/Castelló,Castellón/Castelló,2022,4,2022T4,1067.6,1067.6,"2019, 2020, 2021, 2022"
12,Castellón/Castelló,Castellón/Castelló,2023,1,2023T1,1097.8,1097.8,"2023, 2024, 2025, 2026"
12,Castellón/Castelló,Castellón/Castelló,2023,2,2023T2,1092.5,1092.5,"2023, 2024, 2025, 2026"
12,Castellón/Castelló,Castellón/Castelló,2023,3,2023T3,1128.8000000000002,1128.8000000000002,"2023, 2024, 2025, 2026"
12,Castellón/Castelló,Castellón/Castelló,2023,4,2023T4,1129.2,1129.2,"2023, 2024, 2025, 2026"
12,Castellón/Castelló,Castellón/Castelló,2024,1,2024T1,1149.1,1149.1,"2023, 2024, 2025, 2026"
12,Castellón/Castelló,Castellón/Castelló,2024,2,2024T2,1147.7,1147.7,"2023, 2024, 2025, 2026"
12,Castellón/Castelló,Castellón/Castelló,2024,3,2024T3,1183.1999999999998,1183.1999999999998,"2023, 2024, 2025, 2026"
12,Castellón/Castelló,Castellón/Castelló,2024,4,2024T4,1195.3999999999999,1195.3999999999999,"2023, 2024, 2025, 2026"
12,Castellón/Castelló,Castellón/Castelló,2025,1,2025T1,1233.1,1233.1,"2023, 2024, 2025, 2026"
12,Castellón/Castelló,Castellón/Castelló,2025,2,2025T2,1277.5,1277.5,"2023, 2024, 2025, 2026"
12,Castellón/Castelló,Castellón/Castelló,2025,3,2025T3,1317.7,1317.7,"2023, 2024, 2025, 2026"
12,Castellón/Castelló,Castellón/Castelló,2025,4,2025T4,1367.1,1367.1,"2023, 2024, 2025, 2026"
12,Castellón/Castelló,Castellón/Castelló,2026,1,2026T1,1445.3999999999999,1445.3999999999999,"2023, 2024, 2025, 2026"
13,Ciudad Real,Ciudad Real,1995,1,1995T1,444.2,444.2,"1995, 1996, 1997, 1998"
13,Ciudad Real,Ciudad Real,1995,2,1995T2,446.6,446.6,"1995, 1996, 1997, 1998"
13,Ciudad Real,Ciudad Real,1995,3,1995T3,453.9,453.9,"1995, 1996, 1997, 1998"
13,Ciudad Real,Ciudad Real,1995,4,1995T4,444.2,444.2,"1995, 1996, 1997, 1998"
13,Ciudad Real,Ciudad Real,1996,1,1996T1,427.3,427.3,"1995, 1996, 1997, 1998"
13,Ciudad Real,Ciudad Real,1996,2,1996T2,428.1,428.1,"1995, 1996, 1997, 1998"
13,Ciudad Real,Ciudad Real,1996,3,1996T3,448.2,448.2,"1995, 1996, 1997, 1998"
13,Ciudad Real,Ciudad Real,1996,4,1996T4,436.1,436.1,"1995, 1996, 1997, 1998"
13,Ciudad Real,Ciudad Real,1997,1,1997T1,424.9,424.9,"1995, 1996, 1997, 1998"
13,Ciudad Real,Ciudad Real,1997,2,1997T2,432.9,432.9,"1995, 1996, 1997, 1998"
13,Ciudad Real,Ciudad Real,1997,3,1997T3,443.4,443.4,"1995, 1996, 1997, 1998"
13,Ciudad Real,Ciudad Real,1997,4,1997T4,438.6,438.6,"1995, 1996, 1997, 1998"
13,Ciudad Real,Ciudad Real,1998,1,1998T1,432.1,432.1,"1995, 1996, 1997, 1998"
13,Ciudad Real,Ciudad Real,1998,2,1998T2,420.9,420.9,"1995, 1996, 1997, 1998"
13,Ciudad Real,Ciudad Real,1998,3,1998T3,417.6,417.6,"1995, 1996, 1997, 1998"
13,Ciudad Real,Ciudad Real,1998,4,1998T4,439.4,439.4,"1995, 1996, 1997, 1998"
13,Ciudad Real,Ciudad Real,1999,1,1999T1,441.8,441.8,"1999, 2000, 2001, 2002"
13,Ciudad Real,Ciudad Real,1999,2,1999T2,447.4,447.4,"1999, 2000, 2001, 2002"
13,Ciudad Real,Ciudad Real,1999,3,1999T3,449.0,449,"1999, 2000, 2001, 2002"
13,Ciudad Real,Ciudad Real,1999,4,1999T4,469.9,469.9,"1999, 2000, 2001, 2002"
13,Ciudad Real,Ciudad Real,2000,1,2000T1,476.4,476.4,"1999, 2000, 2001, 2002"
13,Ciudad Real,Ciudad Real,2000,2,2000T2,486.0,486,"1999, 2000, 2001, 2002"
13,Ciudad Real,Ciudad Real,2000,3,2000T3,502.9,502.9,"1999, 2000, 2001, 2002"
13,Ciudad Real,Ciudad Real,2000,4,2000T4,490.9,490.9,"1999, 2000, 2001, 2002"
13,Ciudad Real,Ciudad Real,2001,1,2001T1,513.4,513.4,"1999, 2000, 2001, 2002"
13,Ciudad Real,Ciudad Real,2001,2,2001T2,538.3,538.3,"1999, 2000, 2001, 2002"
13,Ciudad Real,Ciudad Real,2001,3,2001T3,544.0,544,"1999, 2000, 2001, 2002"
13,Ciudad Real,Ciudad Real,2001,4,2001T4,572.1,572.1,"1999, 2000, 2001, 2002"
13,Ciudad Real,Ciudad Real,2002,1,2002T1,584.2,584.2,"1999, 2000, 2001, 2002"
