codigo_serie,alias_serie,descripcion_serie,unidad,frecuencia,anio,observaciones_disponibles,primera_fecha,ultima_fecha,observaciones_esperadas,anio_completo
D_1KB02000,SI_1_5.17,Estadísticas generales. Edificación y vivienda. Viviendas iniciadas. Total,Viviendas,MENSUAL,2024,12,2024-01-01,2024-12-01,12.0,True
D_1KB02000,SI_1_5.17,Estadísticas generales. Edificación y vivienda. Viviendas iniciadas. Total,Viviendas,MENSUAL,2025,12,2025-01-01,2025-12-01,12.0,True
D_1KB02000_B0,SI_1_5.22,Estadísticas generales. Edificación y vivienda. Viviendas iniciadas. Total. Barcelona,Viviendas,MENSUAL,2015,12,2015-01-01,2015-12-01,12.0,True
D_1KB02000_B0,SI_1_5.22,Estadísticas generales. Edificación y vivienda. Viviendas iniciadas. Total. Barcelona,Viviendas,MENSUAL,2016,12,2016-01-01,2016-12-01,12.0,True
D_1KB02000_B0,SI_1_5.22,Estadísticas generales. Edificación y vivienda. Viviendas iniciadas. Total. Barcelona,Viviendas,MENSUAL,2017,12,2017-01-01,2017-12-01,12.0,True
D_1KB02000_B0,SI_1_5.22,Estadísticas generales. Edificación y vivienda. Viviendas iniciadas. Total. Barcelona,Viviendas,MENSUAL,2018,12,2018-01-01,2018-12-01,12.0,True
D_1KB02000_B0,SI_1_5.22,Estadísticas generales. Edificación y vivienda. Viviendas iniciadas. Total. Barcelona,Viviendas,MENSUAL,2019,12,2019-01-01,2019-12-01,12.0,True
D_1KB02000_B0,SI_1_5.22,Estadísticas generales. Edificación y vivienda. Viviendas iniciadas. Total. Barcelona,Viviendas,MENSUAL,2020,12,2020-01-01,2020-12-01,12.0,True
D_1KB02000_B0,SI_1_5.22,Estadísticas generales. Edificación y vivienda. Viviendas iniciadas. Total. Barcelona,Viviendas,MENSUAL,2021,12,2021-01-01,2021-12-01,12.0,True
D_1KB02000_B0,SI_1_5.22,Estadísticas generales. Edificación y vivienda. Viviendas iniciadas. Total. Barcelona,Viviendas,MENSUAL,2022,12,2022-01-01,2022-12-01,12.0,True
D_1KB02000_B0,SI_1_5.22,Estadísticas generales. Edificación y vivienda. Viviendas iniciadas. Total. Barcelona,Viviendas,MENSUAL,2023,12,2023-01-01,2023-12-01,12.0,True
D_1KB02000_B0,SI_1_5.22,Estadísticas generales. Edificación y vivienda. Viviendas iniciadas. Total. Barcelona,Viviendas,MENSUAL,2024,12,2024-01-01,2024-12-01,12.0,True
D_1KB02000_B0,SI_1_5.22,Estadísticas generales. Edificación y vivienda. Viviendas iniciadas. Total. Barcelona,Viviendas,MENSUAL,2025,12,2025-01-01,2025-12-01,12.0,True
D_1KB02000_CI,SI_1_5.23,"Estadísticas generales. Edificación y vivienda. Viviendas iniciadas. Provincias costa este (excepto Barcelona), costa sur e islas",Viviendas,MENSUAL,2015,12,2015-01-01,2015-12-01,12.0,True
D_1KB02000_CI,SI_1_5.23,"Estadísticas generales. Edificación y vivienda. Viviendas iniciadas. Provincias costa este (excepto Barcelona), costa sur e islas",Viviendas,MENSUAL,2016,12,2016-01-01,2016-12-01,12.0,True
D_1KB02000_CI,SI_1_5.23,"Estadísticas generales. Edificación y vivienda. Viviendas iniciadas. Provincias costa este (excepto Barcelona), costa sur e islas",Viviendas,MENSUAL,2017,12,2017-01-01,2017-12-01,12.0,True
D_1KB02000_CI,SI_1_5.23,"Estadísticas generales. Edificación y vivienda. Viviendas iniciadas. Provincias costa este (excepto Barcelona), costa sur e islas",Viviendas,MENSUAL,2018,12,2018-01-01,2018-12-01,12.0,True
D_1KB02000_CI,SI_1_5.23,"Estadísticas generales. Edificación y vivienda. Viviendas iniciadas. Provincias costa este (excepto Barcelona), costa sur e islas",Viviendas,MENSUAL,2019,12,2019-01-01,2019-12-01,12.0,True
D_1KB02000_CI,SI_1_5.23,"Estadísticas generales. Edificación y vivienda. Viviendas iniciadas. Provincias costa este (excepto Barcelona), costa sur e islas",Viviendas,MENSUAL,2020,12,2020-01-01,2020-12-01,12.0,True
D_1KB02000_CI,SI_1_5.23,"Estadísticas generales. Edificación y vivienda. Viviendas iniciadas. Provincias costa este (excepto Barcelona), costa sur e islas",Viviendas,MENSUAL,2021,12,2021-01-01,2021-12-01,12.0,True
D_1KB02000_CI,SI_1_5.23,"Estadísticas generales. Edificación y vivienda. Viviendas iniciadas. Provincias costa este (excepto Barcelona), costa sur e islas",Viviendas,MENSUAL,2022,12,2022-01-01,2022-12-01,12.0,True
D_1KB02000_CI,SI_1_5.23,"Estadísticas generales. Edificación y vivienda. Viviendas iniciadas. Provincias costa este (excepto Barcelona), costa sur e islas",Viviendas,MENSUAL,2023,12,2023-01-01,2023-12-01,12.0,True
D_1KB02000_CI,SI_1_5.23,"Estadísticas generales. Edificación y vivienda. Viviendas iniciadas. Provincias costa este (excepto Barcelona), costa sur e islas",Viviendas,MENSUAL,2024,12,2024-01-01,2024-12-01,12.0,True
D_1KB02000_CI,SI_1_5.23,"Estadísticas generales. Edificación y vivienda. Viviendas iniciadas. Provincias costa este (excepto Barcelona), costa sur e islas",Viviendas,MENSUAL,2025,12,2025-01-01,2025-12-01,12.0,True
D_1KB02000_M0,SI_1_5.21,Estadísticas generales. Edificación y vivienda. Viviendas iniciadas. Total. Madrid,Viviendas,MENSUAL,2015,12,2015-01-01,2015-12-01,12.0,True
D_1KB02000_M0,SI_1_5.21,Estadísticas generales. Edificación y vivienda. Viviendas iniciadas. Total. Madrid,Viviendas,MENSUAL,2016,12,2016-01-01,2016-12-01,12.0,True
D_1KB02000_M0,SI_1_5.21,Estadísticas generales. Edificación y vivienda. Viviendas iniciadas. Total. Madrid,Viviendas,MENSUAL,2017,12,2017-01-01,2017-12-01,12.0,True
D_1KB02000_M0,SI_1_5.21,Estadísticas generales. Edificación y vivienda. Viviendas iniciadas. Total. Madrid,Viviendas,MENSUAL,2018,12,2018-01-01,2018-12-01,12.0,True
D_1KB02000_M0,SI_1_5.21,Estadísticas generales. Edificación y vivienda. Viviendas iniciadas. Total. Madrid,Viviendas,MENSUAL,2019,12,2019-01-01,2019-12-01,12.0,True
D_1KB02000_M0,SI_1_5.21,Estadísticas generales. Edificación y vivienda. Viviendas iniciadas. Total. Madrid,Viviendas,MENSUAL,2020,12,2020-01-01,2020-12-01,12.0,True
D_1KB02000_M0,SI_1_5.21,Estadísticas generales. Edificación y vivienda. Viviendas iniciadas. Total. Madrid,Viviendas,MENSUAL,2021,12,2021-01-01,2021-12-01,12.0,True
D_1KB02000_M0,SI_1_5.21,Estadísticas generales. Edificación y vivienda. Viviendas iniciadas. Total. Madrid,Viviendas,MENSUAL,2022,12,2022-01-01,2022-12-01,12.0,True
D_1KB02000_M0,SI_1_5.21,Estadísticas generales. Edificación y vivienda. Viviendas iniciadas. Total. Madrid,Viviendas,MENSUAL,2023,12,2023-01-01,2023-12-01,12.0,True
D_1KB02000_M0,SI_1_5.21,Estadísticas generales. Edificación y vivienda. Viviendas iniciadas. Total. Madrid,Viviendas,MENSUAL,2024,12,2024-01-01,2024-12-01,12.0,True
D_1KB02000_M0,SI_1_5.21,Estadísticas generales. Edificación y vivienda. Viviendas iniciadas. Total. Madrid,Viviendas,MENSUAL,2025,12,2025-01-01,2025-12-01,12.0,True
D_1KB02100,SI_1_5.18,Estadísticas generales. Edificación y vivienda. Viviendas iniciadas. Libres,Viviendas,MENSUAL,2015,12,2015-01-01,2015-12-01,12.0,True
D_1KB02100,SI_1_5.18,Estadísticas generales. Edificación y vivienda. Viviendas iniciadas. Libres,Viviendas,MENSUAL,2016,12,2016-01-01,2016-12-01,12.0,True
D_1KB02100,SI_1_5.18,Estadísticas generales. Edificación y vivienda. Viviendas iniciadas. Libres,Viviendas,MENSUAL,2017,12,2017-01-01,2017-12-01,12.0,True
D_1KB02100,SI_1_5.18,Estadísticas generales. Edificación y vivienda. Viviendas iniciadas. Libres,Viviendas,MENSUAL,2018,12,2018-01-01,2018-12-01,12.0,True
D_1KB02100,SI_1_5.18,Estadísticas generales. Edificación y vivienda. Viviendas iniciadas. Libres,Viviendas,MENSUAL,2019,12,2019-01-01,2019-12-01,12.0,True
D_1KB02100,SI_1_5.18,Estadísticas generales. Edificación y vivienda. Viviendas iniciadas. Libres,Viviendas,MENSUAL,2020,12,2020-01-01,2020-12-01,12.0,True
D_1KB02100,SI_1_5.18,Estadísticas generales. Edificación y vivienda. Viviendas iniciadas. Libres,Viviendas,MENSUAL,2021,12,2021-01-01,2021-12-01,12.0,True
D_1KB02100,SI_1_5.18,Estadísticas generales. Edificación y vivienda. Viviendas iniciadas. Libres,Viviendas,MENSUAL,2022,12,2022-01-01,2022-12-01,12.0,True
D_1KB02100,SI_1_5.18,Estadísticas generales. Edificación y vivienda. Viviendas iniciadas. Libres,Viviendas,MENSUAL,2023,12,2023-01-01,2023-12-01,12.0,True
D_1KB02100,SI_1_5.18,Estadísticas generales. Edificación y vivienda. Viviendas iniciadas. Libres,Viviendas,MENSUAL,2024,12,2024-01-01,2024-12-01,12.0,True
D_1KB02100,SI_1_5.18,Estadísticas generales. Edificación y vivienda. Viviendas iniciadas. Libres,Viviendas,MENSUAL,2025,12,2025-01-01,2025-12-01,12.0,True
D_1KB02200,SI_1_5.19,Estadísticas generales. Edificación y vivienda. Viviendas iniciadas. Protegidas,Viviendas,MENSUAL,2015,12,2015-01-01,2015-12-01,12.0,True
D_1KB02200,SI_1_5.19,Estadísticas generales. Edificación y vivienda. Viviendas iniciadas. Protegidas,Viviendas,MENSUAL,2016,12,2016-01-01,2016-12-01,12.0,True
D_1KB02200,SI_1_5.19,Estadísticas generales. Edificación y vivienda. Viviendas iniciadas. Protegidas,Viviendas,MENSUAL,2017,12,2017-01-01,2017-12-01,12.0,True
D_1KB02200,SI_1_5.19,Estadísticas generales. Edificación y vivienda. Viviendas iniciadas. Protegidas,Viviendas,MENSUAL,2018,12,2018-01-01,2018-12-01,12.0,True
D_1KB02200,SI_1_5.19,Estadísticas generales. Edificación y vivienda. Viviendas iniciadas. Protegidas,Viviendas,MENSUAL,2019,12,2019-01-01,2019-12-01,12.0,True
D_1KB02200,SI_1_5.19,Estadísticas generales. Edificación y vivienda. Viviendas iniciadas. Protegidas,Viviendas,MENSUAL,2020,12,2020-01-01,2020-12-01,12.0,True
D_1KB02200,SI_1_5.19,Estadísticas generales. Edificación y vivienda. Viviendas iniciadas. Protegidas,Viviendas,MENSUAL,2021,12,2021-01-01,2021-12-01,12.0,True
D_1KB02200,SI_1_5.19,Estadísticas generales. Edificación y vivienda. Viviendas iniciadas. Protegidas,Viviendas,MENSUAL,2022,12,2022-01-01,2022-12-01,12.0,True
D_1KB02200,SI_1_5.19,Estadísticas generales. Edificación y vivienda. Viviendas iniciadas. Protegidas,Viviendas,MENSUAL,2023,12,2023-01-01,2023-12-01,12.0,True
D_1KB02200,SI_1_5.19,Estadísticas generales. Edificación y vivienda. Viviendas iniciadas. Protegidas,Viviendas,MENSUAL,2024,12,2024-01-01,2024-12-01,12.0,True
D_1KB02200,SI_1_5.19,Estadísticas generales. Edificación y vivienda. Viviendas iniciadas. Protegidas,Viviendas,MENSUAL,2025,12,2025-01-01,2025-12-01,12.0,True
D_1KB0220R,SI_1_5.20,Estadísticas generales. Edificación y vivienda. Viviendas iniciadas. Protegidas (acumuladas 12 meses) en % del total,Porcentaje,MENSUAL,2015,12,2015-01-01,2015-12-01,12.0,True
D_1KB0220R,SI_1_5.20,Estadísticas generales. Edificación y vivienda. Viviendas iniciadas. Protegidas (acumuladas 12 meses) en % del total,Porcentaje,MENSUAL,2016,12,2016-01-01,2016-12-01,12.0,True
D_1KB0220R,SI_1_5.20,Estadísticas generales. Edificación y vivienda. Viviendas iniciadas. Protegidas (acumuladas 12 meses) en % del total,Porcentaje,MENSUAL,2017,12,2017-01-01,2017-12-01,12.0,True
D_1KB0220R,SI_1_5.20,Estadísticas generales. Edificación y vivienda. Viviendas iniciadas. Protegidas (acumuladas 12 meses) en % del total,Porcentaje,MENSUAL,2018,12,2018-01-01,2018-12-01,12.0,True
D_1KB0220R,SI_1_5.20,Estadísticas generales. Edificación y vivienda. Viviendas iniciadas. Protegidas (acumuladas 12 meses) en % del total,Porcentaje,MENSUAL,2019,12,2019-01-01,2019-12-01,12.0,True
D_1KB0220R,SI_1_5.20,Estadísticas generales. Edificación y vivienda. Viviendas iniciadas. Protegidas (acumuladas 12 meses) en % del total,Porcentaje,MENSUAL,2020,12,2020-01-01,2020-12-01,12.0,True
D_1KB0220R,SI_1_5.20,Estadísticas generales. Edificación y vivienda. Viviendas iniciadas. Protegidas (acumuladas 12 meses) en % del total,Porcentaje,MENSUAL,2021,12,2021-01-01,2021-12-01,12.0,True
D_1KB0220R,SI_1_5.20,Estadísticas generales. Edificación y vivienda. Viviendas iniciadas. Protegidas (acumuladas 12 meses) en % del total,Porcentaje,MENSUAL,2022,12,2022-01-01,2022-12-01,12.0,True
D_1KB0220R,SI_1_5.20,Estadísticas generales. Edificación y vivienda. Viviendas iniciadas. Protegidas (acumuladas 12 meses) en % del total,Porcentaje,MENSUAL,2023,12,2023-01-01,2023-12-01,12.0,True
D_1KB0220R,SI_1_5.20,Estadísticas generales. Edificación y vivienda. Viviendas iniciadas. Protegidas (acumuladas 12 meses) en % del total,Porcentaje,MENSUAL,2024,12,2024-01-01,2024-12-01,12.0,True
D_1KB0220R,SI_1_5.20,Estadísticas generales. Edificación y vivienda. Viviendas iniciadas. Protegidas (acumuladas 12 meses) en % del total,Porcentaje,MENSUAL,2025,12,2025-01-01,2025-12-01,12.0,True
D_1KB52212,SI_1_5.16,Estadísticas generales. Edificación y vivienda. Visados obra nueva. Viviendas,Viviendas,MENSUAL,2015,12,2015-01-01,2015-12-01,12.0,True
D_1KB52212,SI_1_5.16,Estadísticas generales. Edificación y vivienda. Visados obra nueva. Viviendas,Viviendas,MENSUAL,2016,12,2016-01-01,2016-12-01,12.0,True
D_1KB52212,SI_1_5.16,Estadísticas generales. Edificación y vivienda. Visados obra nueva. Viviendas,Viviendas,MENSUAL,2017,12,2017-01-01,2017-12-01,12.0,True
D_1KB52212,SI_1_5.16,Estadísticas generales. Edificación y vivienda. Visados obra nueva. Viviendas,Viviendas,MENSUAL,2018,12,2018-01-01,2018-12-01,12.0,True
D_1KB52212,SI_1_5.16,Estadísticas generales. Edificación y vivienda. Visados obra nueva. Viviendas,Viviendas,MENSUAL,2019,12,2019-01-01,2019-12-01,12.0,True
D_1KB52212,SI_1_5.16,Estadísticas generales. Edificación y vivienda. Visados obra nueva. Viviendas,Viviendas,MENSUAL,2020,12,2020-01-01,2020-12-01,12.0,True
D_1KB52212,SI_1_5.16,Estadísticas generales. Edificación y vivienda. Visados obra nueva. Viviendas,Viviendas,MENSUAL,2021,12,2021-01-01,2021-12-01,12.0,True
D_1KB52212,SI_1_5.16,Estadísticas generales. Edificación y vivienda. Visados obra nueva. Viviendas,Viviendas,MENSUAL,2022,12,2022-01-01,2022-12-01,12.0,True
D_1KB52212,SI_1_5.16,Estadísticas generales. Edificación y vivienda. Visados obra nueva. Viviendas,Viviendas,MENSUAL,2023,12,2023-01-01,2023-12-01,12.0,True
D_1KB52212,SI_1_5.16,Estadísticas generales. Edificación y vivienda. Visados obra nueva. Viviendas,Viviendas,MENSUAL,2024,12,2024-01-01,2024-12-01,12.0,True
D_1KB52212,SI_1_5.16,Estadísticas generales. Edificación y vivienda. Visados obra nueva. Viviendas,Viviendas,MENSUAL,2025,12,2025-01-01,2025-12-01,12.0,True
D_1KB56100_FOTO,SI_1_5.11,Estadísticas generales. Edificación y vivienda. Precio de la vivienda. Viviendas de segunda mano. Precio metro cuadrado. Fotocasa,Euros por metro cuadrado,MENSUAL,2015,12,2015-01-01,2015-12-01,12.0,True
D_1KB56100_FOTO,SI_1_5.11,Estadísticas generales. Edificación y vivienda. Precio de la vivienda. Viviendas de segunda mano. Precio metro cuadrado. Fotocasa,Euros por metro cuadrado,MENSUAL,2016,12,2016-01-01,2016-12-01,12.0,True
D_1KB56100_FOTO,SI_1_5.11,Estadísticas generales. Edificación y vivienda. Precio de la vivienda. Viviendas de segunda mano. Precio metro cuadrado. Fotocasa,Euros por metro cuadrado,MENSUAL,2017,12,2017-01-01,2017-12-01,12.0,True
D_1KB56100_FOTO,SI_1_5.11,Estadísticas generales. Edificación y vivienda. Precio de la vivienda. Viviendas de segunda mano. Precio metro cuadrado. Fotocasa,Euros por metro cuadrado,MENSUAL,2018,12,2018-01-01,2018-12-01,12.0,True
D_1KB56100_FOTO,SI_1_5.11,Estadísticas generales. Edificación y vivienda. Precio de la vivienda. Viviendas de segunda mano. Precio metro cuadrado. Fotocasa,Euros por metro cuadrado,MENSUAL,2019,12,2019-01-01,2019-12-01,12.0,True
D_1KB56100_FOTO,SI_1_5.11,Estadísticas generales. Edificación y vivienda. Precio de la vivienda. Viviendas de segunda mano. Precio metro cuadrado. Fotocasa,Euros por metro cuadrado,MENSUAL,2020,12,2020-01-01,2020-12-01,12.0,True
D_1KB56100_FOTO,SI_1_5.11,Estadísticas generales. Edificación y vivienda. Precio de la vivienda. Viviendas de segunda mano. Precio metro cuadrado. Fotocasa,Euros por metro cuadrado,MENSUAL,2021,12,2021-01-01,2021-12-01,12.0,True
D_1KB56100_FOTO,SI_1_5.11,Estadísticas generales. Edificación y vivienda. Precio de la vivienda. Viviendas de segunda mano. Precio metro cuadrado. Fotocasa,Euros por metro cuadrado,MENSUAL,2022,12,2022-01-01,2022-12-01,12.0,True
D_1KB56100_FOTO,SI_1_5.11,Estadísticas generales. Edificación y vivienda. Precio de la vivienda. Viviendas de segunda mano. Precio metro cuadrado. Fotocasa,Euros por metro cuadrado,MENSUAL,2023,12,2023-01-01,2023-12-01,12.0,True
D_1KB56100_FOTO,SI_1_5.11,Estadísticas generales. Edificación y vivienda. Precio de la vivienda. Viviendas de segunda mano. Precio metro cuadrado. Fotocasa,Euros por metro cuadrado,MENSUAL,2024,12,2024-01-01,2024-12-01,12.0,True
D_1KB56100_FOTO,SI_1_5.11,Estadísticas generales. Edificación y vivienda. Precio de la vivienda. Viviendas de segunda mano. Precio metro cuadrado. Fotocasa,Euros por metro cuadrado,MENSUAL,2025,12,2025-01-01,2025-12-01,12.0,True
D_1KB56100_IDEA,SI_1_5.12,Estadísticas generales. Edificación y vivienda. Precio de la vivienda. Viviendas de segunda mano. Precio metro cuadrado. Idealista,Euros por metro cuadrado,MENSUAL,2015,12,2015-01-01,2015-12-01,12.0,True
D_1KB56100_IDEA,SI_1_5.12,Estadísticas generales. Edificación y vivienda. Precio de la vivienda. Viviendas de segunda mano. Precio metro cuadrado. Idealista,Euros por metro cuadrado,MENSUAL,2016,12,2016-01-01,2016-12-01,12.0,True
D_1KB56100_IDEA,SI_1_5.12,Estadísticas generales. Edificación y vivienda. Precio de la vivienda. Viviendas de segunda mano. Precio metro cuadrado. Idealista,Euros por metro cuadrado,MENSUAL,2017,12,2017-01-01,2017-12-01,12.0,True
D_1KB56100_IDEA,SI_1_5.12,Estadísticas generales. Edificación y vivienda. Precio de la vivienda. Viviendas de segunda mano. Precio metro cuadrado. Idealista,Euros por metro cuadrado,MENSUAL,2018,12,2018-01-01,2018-12-01,12.0,True
D_1KB56100_IDEA,SI_1_5.12,Estadísticas generales. Edificación y vivienda. Precio de la vivienda. Viviendas de segunda mano. Precio metro cuadrado. Idealista,Euros por metro cuadrado,MENSUAL,2019,12,2019-01-01,2019-12-01,12.0,True
D_1KB56100_IDEA,SI_1_5.12,Estadísticas generales. Edificación y vivienda. Precio de la vivienda. Viviendas de segunda mano. Precio metro cuadrado. Idealista,Euros por metro cuadrado,MENSUAL,2020,12,2020-01-01,2020-12-01,12.0,True
D_1KB56100_IDEA,SI_1_5.12,Estadísticas generales. Edificación y vivienda. Precio de la vivienda. Viviendas de segunda mano. Precio metro cuadrado. Idealista,Euros por metro cuadrado,MENSUAL,2021,12,2021-01-01,2021-12-01,12.0,True
D_1KB56100_IDEA,SI_1_5.12,Estadísticas generales. Edificación y vivienda. Precio de la vivienda. Viviendas de segunda mano. Precio metro cuadrado. Idealista,Euros por metro cuadrado,MENSUAL,2022,12,2022-01-01,2022-12-01,12.0,True
D_1KB56100_IDEA,SI_1_5.12,Estadísticas generales. Edificación y vivienda. Precio de la vivienda. Viviendas de segunda mano. Precio metro cuadrado. Idealista,Euros por metro cuadrado,MENSUAL,2023,12,2023-01-01,2023-12-01,12.0,True
D_1KB56100_IDEA,SI_1_5.12,Estadísticas generales. Edificación y vivienda. Precio de la vivienda. Viviendas de segunda mano. Precio metro cuadrado. Idealista,Euros por metro cuadrado,MENSUAL,2024,12,2024-01-01,2024-12-01,12.0,True
D_1KB56100_IDEA,SI_1_5.12,Estadísticas generales. Edificación y vivienda. Precio de la vivienda. Viviendas de segunda mano. Precio metro cuadrado. Idealista,Euros por metro cuadrado,MENSUAL,2025,12,2025-01-01,2025-12-01,12.0,True
D_AKB07000,SI_1_5.81,Mercado inmobiliario. Censos de viviendas. Total viviendas [discontinuada],Viviendas,ANUAL,2021,1,2021-12-01,2021-12-01,1.0,True
D_AKB07100,SI_1_5.84,Mercado inmobiliario. Censos de viviendas. Viviendas principales [discontinuada],Viviendas,ANUAL,2021,1,2021-12-01,2021-12-01,1.0,True
D_AKB071PA,SI_1_5.88,Mercado inmobiliario. Censos de viviendas. Porcentaje de las viviendas principales en alquiler [discontinuada],Porcentaje,ANUAL,2021,1,2021-12-01,2021-12-01,1.0,True
D_AKB071PC,SI_1_5.89,Mercado inmobiliario. Censos de viviendas. Porcentaje de las viviendas principales en cesión y otras formas [discontinuada],Porcentaje,ANUAL,2021,1,2021-12-01,2021-12-01,1.0,True
D_AKB071PP,SI_1_5.87,Mercado inmobiliario. Censos de viviendas. Porcentaje de las viviendas principales en propiedad [discontinuada],Porcentaje,ANUAL,2021,1,2021-12-01,2021-12-01,1.0,True
D_AKB07200,SI_1_5.85,Mercado inmobiliario. Censos de viviendas. Viviendas secundarias [discontinuada],Viviendas,ANUAL,2021,1,2021-12-01,2021-12-01,1.0,True
D_AKB07300,SI_1_5.86,Mercado inmobiliario. Censos de viviendas. Viviendas desocupadas y otras [discontinuada],Viviendas,ANUAL,2021,1,2021-12-01,2021-12-01,1.0,True
D_AKR620PA,SI_1_5.91,Estadísticas generales. Edificación y vivienda. Censos de viviendas. Régimen de tenencia de la vivienda principal. Alquiler,Porcentaje,ANUAL,2015,1,2015-12-01,2015-12-01,1.0,True
D_AKR620PA,SI_1_5.91,Estadísticas generales. Edificación y vivienda. Censos de viviendas. Régimen de tenencia de la vivienda principal. Alquiler,Porcentaje,ANUAL,2016,1,2016-12-01,2016-12-01,1.0,True
D_AKR620PA,SI_1_5.91,Estadísticas generales. Edificación y vivienda. Censos de viviendas. Régimen de tenencia de la vivienda principal. Alquiler,Porcentaje,ANUAL,2017,1,2017-12-01,2017-12-01,1.0,True
D_AKR620PA,SI_1_5.91,Estadísticas generales. Edificación y vivienda. Censos de viviendas. Régimen de tenencia de la vivienda principal. Alquiler,Porcentaje,ANUAL,2018,1,2018-12-01,2018-12-01,1.0,True
D_AKR620PA,SI_1_5.91,Estadísticas generales. Edificación y vivienda. Censos de viviendas. Régimen de tenencia de la vivienda principal. Alquiler,Porcentaje,ANUAL,2019,1,2019-12-01,2019-12-01,1.0,True
D_AKR620PA,SI_1_5.91,Estadísticas generales. Edificación y vivienda. Censos de viviendas. Régimen de tenencia de la vivienda principal. Alquiler,Porcentaje,ANUAL,2020,1,2020-12-01,2020-12-01,1.0,True
D_AKR620PA,SI_1_5.91,Estadísticas generales. Edificación y vivienda. Censos de viviendas. Régimen de tenencia de la vivienda principal. Alquiler,Porcentaje,ANUAL,2021,1,2021-12-01,2021-12-01,1.0,True
D_AKR620PA,SI_1_5.91,Estadísticas generales. Edificación y vivienda. Censos de viviendas. Régimen de tenencia de la vivienda principal. Alquiler,Porcentaje,ANUAL,2022,1,2022-12-01,2022-12-01,1.0,True
D_AKR620PA,SI_1_5.91,Estadísticas generales. Edificación y vivienda. Censos de viviendas. Régimen de tenencia de la vivienda principal. Alquiler,Porcentaje,ANUAL,2023,1,2023-12-01,2023-12-01,1.0,True
D_AKR620PA,SI_1_5.91,Estadísticas generales. Edificación y vivienda. Censos de viviendas. Régimen de tenencia de la vivienda principal. Alquiler,Porcentaje,ANUAL,2024,1,2024-12-01,2024-12-01,1.0,True
D_AKR620PA,SI_1_5.91,Estadísticas generales. Edificación y vivienda. Censos de viviendas. Régimen de tenencia de la vivienda principal. Alquiler,Porcentaje,ANUAL,2025,1,2025-12-01,2025-12-01,1.0,True
D_AKR620PC,SI_1_5.92,Estadísticas generales. Edificación y vivienda. Censos de viviendas. Régimen de tenencia de la vivienda principal. Cesión,Porcentaje,ANUAL,2015,1,2015-12-01,2015-12-01,1.0,True
D_AKR620PC,SI_1_5.92,Estadísticas generales. Edificación y vivienda. Censos de viviendas. Régimen de tenencia de la vivienda principal. Cesión,Porcentaje,ANUAL,2016,1,2016-12-01,2016-12-01,1.0,True
D_AKR620PC,SI_1_5.92,Estadísticas generales. Edificación y vivienda. Censos de viviendas. Régimen de tenencia de la vivienda principal. Cesión,Porcentaje,ANUAL,2017,1,2017-12-01,2017-12-01,1.0,True
D_AKR620PC,SI_1_5.92,Estadísticas generales. Edificación y vivienda. Censos de viviendas. Régimen de tenencia de la vivienda principal. Cesión,Porcentaje,ANUAL,2018,1,2018-12-01,2018-12-01,1.0,True
D_AKR620PC,SI_1_5.92,Estadísticas generales. Edificación y vivienda. Censos de viviendas. Régimen de tenencia de la vivienda principal. Cesión,Porcentaje,ANUAL,2019,1,2019-12-01,2019-12-01,1.0,True
D_AKR620PC,SI_1_5.92,Estadísticas generales. Edificación y vivienda. Censos de viviendas. Régimen de tenencia de la vivienda principal. Cesión,Porcentaje,ANUAL,2020,1,2020-12-01,2020-12-01,1.0,True
D_AKR620PC,SI_1_5.92,Estadísticas generales. Edificación y vivienda. Censos de viviendas. Régimen de tenencia de la vivienda principal. Cesión,Porcentaje,ANUAL,2021,1,2021-12-01,2021-12-01,1.0,True
D_AKR620PC,SI_1_5.92,Estadísticas generales. Edificación y vivienda. Censos de viviendas. Régimen de tenencia de la vivienda principal. Cesión,Porcentaje,ANUAL,2022,1,2022-12-01,2022-12-01,1.0,True
D_AKR620PC,SI_1_5.92,Estadísticas generales. Edificación y vivienda. Censos de viviendas. Régimen de tenencia de la vivienda principal. Cesión,Porcentaje,ANUAL,2023,1,2023-12-01,2023-12-01,1.0,True
D_AKR620PC,SI_1_5.92,Estadísticas generales. Edificación y vivienda. Censos de viviendas. Régimen de tenencia de la vivienda principal. Cesión,Porcentaje,ANUAL,2024,1,2024-12-01,2024-12-01,1.0,True
D_AKR620PC,SI_1_5.92,Estadísticas generales. Edificación y vivienda. Censos de viviendas. Régimen de tenencia de la vivienda principal. Cesión,Porcentaje,ANUAL,2025,1,2025-12-01,2025-12-01,1.0,True
D_AKR620PP,SI_1_5.90,Estadísticas generales. Edificación y vivienda. Censos de viviendas. Régimen de tenencia de la vivienda principal. Propiedad,Porcentaje,ANUAL,2015,1,2015-12-01,2015-12-01,1.0,True
D_AKR620PP,SI_1_5.90,Estadísticas generales. Edificación y vivienda. Censos de viviendas. Régimen de tenencia de la vivienda principal. Propiedad,Porcentaje,ANUAL,2016,1,2016-12-01,2016-12-01,1.0,True
D_AKR620PP,SI_1_5.90,Estadísticas generales. Edificación y vivienda. Censos de viviendas. Régimen de tenencia de la vivienda principal. Propiedad,Porcentaje,ANUAL,2017,1,2017-12-01,2017-12-01,1.0,True
D_AKR620PP,SI_1_5.90,Estadísticas generales. Edificación y vivienda. Censos de viviendas. Régimen de tenencia de la vivienda principal. Propiedad,Porcentaje,ANUAL,2018,1,2018-12-01,2018-12-01,1.0,True
