codigo_serie,alias_serie,descripcion_serie,unidad,frecuencia,anio,observaciones_disponibles,primera_fecha,ultima_fecha,observaciones_esperadas,anio_completo
DHIPENOAPLIPVUVT_ZNL.T,SI_1_5.71,Economía internacional. Países Bajos. Edificación y vivienda. Índice de precios de la vivienda. Tasa interanual,Porcentaje,TRIMESTRAL,2021,4,2021-03-01,2021-12-01,4.0,True
DHIPENOAPLIPVUVT_ZNL.T,SI_1_5.71,Economía internacional. Países Bajos. Edificación y vivienda. Índice de precios de la vivienda. Tasa interanual,Porcentaje,TRIMESTRAL,2022,4,2022-03-01,2022-12-01,4.0,True
DHIPENOAPLIPVUVT_ZNL.T,SI_1_5.71,Economía internacional. Países Bajos. Edificación y vivienda. Índice de precios de la vivienda. Tasa interanual,Porcentaje,TRIMESTRAL,2023,4,2023-03-01,2023-12-01,4.0,True
DHIPENOAPLIPVUVT_ZNL.T,SI_1_5.71,Economía internacional. Países Bajos. Edificación y vivienda. Índice de precios de la vivienda. Tasa interanual,Porcentaje,TRIMESTRAL,2024,4,2024-03-01,2024-12-01,4.0,True
DHIPENOAPLIPVUVT_ZNL.T,SI_1_5.71,Economía internacional. Países Bajos. Edificación y vivienda. Índice de precios de la vivienda. Tasa interanual,Porcentaje,TRIMESTRAL,2025,4,2025-03-01,2025-12-01,4.0,True
DHIPENOAPLIPVUVT_ZU2.T,SI_1_5.72,Economía Internacional. Zona Euro. Edificación y vivienda. Índice de precios de la vivienda. Tasa interanual,Porcentaje,TRIMESTRAL,2015,4,2015-03-01,2015-12-01,4.0,True
DHIPENOAPLIPVUVT_ZU2.T,SI_1_5.72,Economía Internacional. Zona Euro. Edificación y vivienda. Índice de precios de la vivienda. Tasa interanual,Porcentaje,TRIMESTRAL,2016,4,2016-03-01,2016-12-01,4.0,True
DHIPENOAPLIPVUVT_ZU2.T,SI_1_5.72,Economía Internacional. Zona Euro. Edificación y vivienda. Índice de precios de la vivienda. Tasa interanual,Porcentaje,TRIMESTRAL,2017,4,2017-03-01,2017-12-01,4.0,True
DHIPENOAPLIPVUVT_ZU2.T,SI_1_5.72,Economía Internacional. Zona Euro. Edificación y vivienda. Índice de precios de la vivienda. Tasa interanual,Porcentaje,TRIMESTRAL,2018,4,2018-03-01,2018-12-01,4.0,True
DHIPENOAPLIPVUVT_ZU2.T,SI_1_5.72,Economía Internacional. Zona Euro. Edificación y vivienda. Índice de precios de la vivienda. Tasa interanual,Porcentaje,TRIMESTRAL,2019,4,2019-03-01,2019-12-01,4.0,True
DHIPENOAPLIPVUVT_ZU2.T,SI_1_5.72,Economía Internacional. Zona Euro. Edificación y vivienda. Índice de precios de la vivienda. Tasa interanual,Porcentaje,TRIMESTRAL,2020,4,2020-03-01,2020-12-01,4.0,True
DHIPENOAPLIPVUVT_ZU2.T,SI_1_5.72,Economía Internacional. Zona Euro. Edificación y vivienda. Índice de precios de la vivienda. Tasa interanual,Porcentaje,TRIMESTRAL,2021,4,2021-03-01,2021-12-01,4.0,True
DHIPENOAPLIPVUVT_ZU2.T,SI_1_5.72,Economía Internacional. Zona Euro. Edificación y vivienda. Índice de precios de la vivienda. Tasa interanual,Porcentaje,TRIMESTRAL,2022,4,2022-03-01,2022-12-01,4.0,True
DHIPENOAPLIPVUVT_ZU2.T,SI_1_5.72,Economía Internacional. Zona Euro. Edificación y vivienda. Índice de precios de la vivienda. Tasa interanual,Porcentaje,TRIMESTRAL,2023,4,2023-03-01,2023-12-01,4.0,True
DHIPENOAPLIPVUVT_ZU2.T,SI_1_5.72,Economía Internacional. Zona Euro. Edificación y vivienda. Índice de precios de la vivienda. Tasa interanual,Porcentaje,TRIMESTRAL,2024,4,2024-03-01,2024-12-01,4.0,True
DHIPENOAPLIPVUVT_ZU2.T,SI_1_5.72,Economía Internacional. Zona Euro. Edificación y vivienda. Índice de precios de la vivienda. Tasa interanual,Porcentaje,TRIMESTRAL,2025,4,2025-03-01,2025-12-01,4.0,True
DHIRINOAPLCPRUVT_TPRPVS81.T,SI_1_5.39,Estadísticas generales. Edificación y vivienda. Accesibilidad a la vivienda. Porcentaje de préstamos con RPV>80%,Porcentaje,TRIMESTRAL,2015,4,2015-03-01,2015-12-01,4.0,True
DHIRINOAPLCPRUVT_TPRPVS81.T,SI_1_5.39,Estadísticas generales. Edificación y vivienda. Accesibilidad a la vivienda. Porcentaje de préstamos con RPV>80%,Porcentaje,TRIMESTRAL,2016,4,2016-03-01,2016-12-01,4.0,True
DHIRINOAPLCPRUVT_TPRPVS81.T,SI_1_5.39,Estadísticas generales. Edificación y vivienda. Accesibilidad a la vivienda. Porcentaje de préstamos con RPV>80%,Porcentaje,TRIMESTRAL,2017,4,2017-03-01,2017-12-01,4.0,True
DHIRINOAPLCPRUVT_TPRPVS81.T,SI_1_5.39,Estadísticas generales. Edificación y vivienda. Accesibilidad a la vivienda. Porcentaje de préstamos con RPV>80%,Porcentaje,TRIMESTRAL,2018,4,2018-03-01,2018-12-01,4.0,True
DHIRINOAPLCPRUVT_TPRPVS81.T,SI_1_5.39,Estadísticas generales. Edificación y vivienda. Accesibilidad a la vivienda. Porcentaje de préstamos con RPV>80%,Porcentaje,TRIMESTRAL,2019,4,2019-03-01,2019-12-01,4.0,True
DHIRINOAPLCPRUVT_TPRPVS81.T,SI_1_5.39,Estadísticas generales. Edificación y vivienda. Accesibilidad a la vivienda. Porcentaje de préstamos con RPV>80%,Porcentaje,TRIMESTRAL,2020,4,2020-03-01,2020-12-01,4.0,True
DHIRINOAPLCPRUVT_TPRPVS81.T,SI_1_5.39,Estadísticas generales. Edificación y vivienda. Accesibilidad a la vivienda. Porcentaje de préstamos con RPV>80%,Porcentaje,TRIMESTRAL,2021,4,2021-03-01,2021-12-01,4.0,True
DHIRINOAPLCPRUVT_TPRPVS81.T,SI_1_5.39,Estadísticas generales. Edificación y vivienda. Accesibilidad a la vivienda. Porcentaje de préstamos con RPV>80%,Porcentaje,TRIMESTRAL,2022,4,2022-03-01,2022-12-01,4.0,True
DHIRINOAPLCPRUVT_TPRPVS81.T,SI_1_5.39,Estadísticas generales. Edificación y vivienda. Accesibilidad a la vivienda. Porcentaje de préstamos con RPV>80%,Porcentaje,TRIMESTRAL,2023,4,2023-03-01,2023-12-01,4.0,True
DHIRINOAPLCPRUVT_TPRPVS81.T,SI_1_5.39,Estadísticas generales. Edificación y vivienda. Accesibilidad a la vivienda. Porcentaje de préstamos con RPV>80%,Porcentaje,TRIMESTRAL,2024,4,2024-03-01,2024-12-01,4.0,True
DHIRINOAPLCPRUVT_TPRPVS81.T,SI_1_5.39,Estadísticas generales. Edificación y vivienda. Accesibilidad a la vivienda. Porcentaje de préstamos con RPV>80%,Porcentaje,TRIMESTRAL,2025,4,2025-03-01,2025-12-01,4.0,True
DHIRINOAPLCPRUVT_TRPV.T,SI_1_5.38,Estadísticas generales. Edificación y vivienda. Accesibilidad a la vivienda. Relación Préstamo Valor de transacción (RPV),Porcentaje,TRIMESTRAL,2015,4,2015-03-01,2015-12-01,4.0,True
DHIRINOAPLCPRUVT_TRPV.T,SI_1_5.38,Estadísticas generales. Edificación y vivienda. Accesibilidad a la vivienda. Relación Préstamo Valor de transacción (RPV),Porcentaje,TRIMESTRAL,2016,4,2016-03-01,2016-12-01,4.0,True
DHIRINOAPLCPRUVT_TRPV.T,SI_1_5.38,Estadísticas generales. Edificación y vivienda. Accesibilidad a la vivienda. Relación Préstamo Valor de transacción (RPV),Porcentaje,TRIMESTRAL,2017,4,2017-03-01,2017-12-01,4.0,True
DHIRINOAPLCPRUVT_TRPV.T,SI_1_5.38,Estadísticas generales. Edificación y vivienda. Accesibilidad a la vivienda. Relación Préstamo Valor de transacción (RPV),Porcentaje,TRIMESTRAL,2018,4,2018-03-01,2018-12-01,4.0,True
DHIRINOAPLCPRUVT_TRPV.T,SI_1_5.38,Estadísticas generales. Edificación y vivienda. Accesibilidad a la vivienda. Relación Préstamo Valor de transacción (RPV),Porcentaje,TRIMESTRAL,2019,4,2019-03-01,2019-12-01,4.0,True
DHIRINOAPLCPRUVT_TRPV.T,SI_1_5.38,Estadísticas generales. Edificación y vivienda. Accesibilidad a la vivienda. Relación Préstamo Valor de transacción (RPV),Porcentaje,TRIMESTRAL,2020,4,2020-03-01,2020-12-01,4.0,True
DHIRINOAPLCPRUVT_TRPV.T,SI_1_5.38,Estadísticas generales. Edificación y vivienda. Accesibilidad a la vivienda. Relación Préstamo Valor de transacción (RPV),Porcentaje,TRIMESTRAL,2021,4,2021-03-01,2021-12-01,4.0,True
DHIRINOAPLCPRUVT_TRPV.T,SI_1_5.38,Estadísticas generales. Edificación y vivienda. Accesibilidad a la vivienda. Relación Préstamo Valor de transacción (RPV),Porcentaje,TRIMESTRAL,2022,4,2022-03-01,2022-12-01,4.0,True
DHIRINOAPLCPRUVT_TRPV.T,SI_1_5.38,Estadísticas generales. Edificación y vivienda. Accesibilidad a la vivienda. Relación Préstamo Valor de transacción (RPV),Porcentaje,TRIMESTRAL,2023,4,2023-03-01,2023-12-01,4.0,True
DHIRINOAPLCPRUVT_TRPV.T,SI_1_5.38,Estadísticas generales. Edificación y vivienda. Accesibilidad a la vivienda. Relación Préstamo Valor de transacción (RPV),Porcentaje,TRIMESTRAL,2024,4,2024-03-01,2024-12-01,4.0,True
DHIRINOAPLCPRUVT_TRPV.T,SI_1_5.38,Estadísticas generales. Edificación y vivienda. Accesibilidad a la vivienda. Relación Préstamo Valor de transacción (RPV),Porcentaje,TRIMESTRAL,2025,4,2025-03-01,2025-12-01,4.0,True
DHIRINOAPLDMDUVT.T,SI_1_5.37,Estadísticas generales. Edificación y vivienda. Accesibilidad a la vivienda. Plazo medio de las hipotecas. Meses,Meses,TRIMESTRAL,2015,4,2015-03-01,2015-12-01,4.0,True
DHIRINOAPLDMDUVT.T,SI_1_5.37,Estadísticas generales. Edificación y vivienda. Accesibilidad a la vivienda. Plazo medio de las hipotecas. Meses,Meses,TRIMESTRAL,2016,4,2016-03-01,2016-12-01,4.0,True
DHIRINOAPLDMDUVT.T,SI_1_5.37,Estadísticas generales. Edificación y vivienda. Accesibilidad a la vivienda. Plazo medio de las hipotecas. Meses,Meses,TRIMESTRAL,2017,4,2017-03-01,2017-12-01,4.0,True
DHIRINOAPLDMDUVT.T,SI_1_5.37,Estadísticas generales. Edificación y vivienda. Accesibilidad a la vivienda. Plazo medio de las hipotecas. Meses,Meses,TRIMESTRAL,2018,4,2018-03-01,2018-12-01,4.0,True
DHIRINOAPLDMDUVT.T,SI_1_5.37,Estadísticas generales. Edificación y vivienda. Accesibilidad a la vivienda. Plazo medio de las hipotecas. Meses,Meses,TRIMESTRAL,2019,4,2019-03-01,2019-12-01,4.0,True
DHIRINOAPLDMDUVT.T,SI_1_5.37,Estadísticas generales. Edificación y vivienda. Accesibilidad a la vivienda. Plazo medio de las hipotecas. Meses,Meses,TRIMESTRAL,2020,4,2020-03-01,2020-12-01,4.0,True
DHIRINOAPLDMDUVT.T,SI_1_5.37,Estadísticas generales. Edificación y vivienda. Accesibilidad a la vivienda. Plazo medio de las hipotecas. Meses,Meses,TRIMESTRAL,2021,4,2021-03-01,2021-12-01,4.0,True
DHIRINOAPLDMDUVT.T,SI_1_5.37,Estadísticas generales. Edificación y vivienda. Accesibilidad a la vivienda. Plazo medio de las hipotecas. Meses,Meses,TRIMESTRAL,2022,4,2022-03-01,2022-12-01,4.0,True
DHIRINOAPLDMDUVT.T,SI_1_5.37,Estadísticas generales. Edificación y vivienda. Accesibilidad a la vivienda. Plazo medio de las hipotecas. Meses,Meses,TRIMESTRAL,2023,4,2023-03-01,2023-12-01,4.0,True
DHIRINOAPLDMDUVT.T,SI_1_5.37,Estadísticas generales. Edificación y vivienda. Accesibilidad a la vivienda. Plazo medio de las hipotecas. Meses,Meses,TRIMESTRAL,2024,4,2024-03-01,2024-12-01,4.0,True
DHIRINOAPLDMDUVT.T,SI_1_5.37,Estadísticas generales. Edificación y vivienda. Accesibilidad a la vivienda. Plazo medio de las hipotecas. Meses,Meses,TRIMESTRAL,2025,4,2025-03-01,2025-12-01,4.0,True
DHISTNOAPLPMMUVT.S,SI_1_5.10,Estadísticas generales. Edificación y vivienda. Precio de la vivienda. Precio del metro cuadrado. Según sociedad de tasación,Euros por metro cuadrado,SEMESTRAL,2015,2,2015-06-01,2015-12-01,2.0,True
DHISTNOAPLPMMUVT.S,SI_1_5.10,Estadísticas generales. Edificación y vivienda. Precio de la vivienda. Precio del metro cuadrado. Según sociedad de tasación,Euros por metro cuadrado,SEMESTRAL,2016,2,2016-06-01,2016-12-01,2.0,True
DHISTNOAPLPMMUVT.S,SI_1_5.10,Estadísticas generales. Edificación y vivienda. Precio de la vivienda. Precio del metro cuadrado. Según sociedad de tasación,Euros por metro cuadrado,SEMESTRAL,2017,2,2017-06-01,2017-12-01,2.0,True
DHISTNOAPLPMMUVT.S,SI_1_5.10,Estadísticas generales. Edificación y vivienda. Precio de la vivienda. Precio del metro cuadrado. Según sociedad de tasación,Euros por metro cuadrado,SEMESTRAL,2018,2,2018-06-01,2018-12-01,2.0,True
DHISTNOAPLPMMUVT.S,SI_1_5.10,Estadísticas generales. Edificación y vivienda. Precio de la vivienda. Precio del metro cuadrado. Según sociedad de tasación,Euros por metro cuadrado,SEMESTRAL,2019,2,2019-06-01,2019-12-01,2.0,True
DHISTNOAPLPMMUVT.S,SI_1_5.10,Estadísticas generales. Edificación y vivienda. Precio de la vivienda. Precio del metro cuadrado. Según sociedad de tasación,Euros por metro cuadrado,SEMESTRAL,2020,2,2020-06-01,2020-12-01,2.0,True
DHISTNOAPLPMMUVT.S,SI_1_5.10,Estadísticas generales. Edificación y vivienda. Precio de la vivienda. Precio del metro cuadrado. Según sociedad de tasación,Euros por metro cuadrado,SEMESTRAL,2021,2,2021-06-01,2021-12-01,2.0,True
DHISTNOAPLPMMUVT.S,SI_1_5.10,Estadísticas generales. Edificación y vivienda. Precio de la vivienda. Precio del metro cuadrado. Según sociedad de tasación,Euros por metro cuadrado,SEMESTRAL,2022,2,2022-06-01,2022-12-01,2.0,True
DHISTNOAPLPMMUVT.S,SI_1_5.10,Estadísticas generales. Edificación y vivienda. Precio de la vivienda. Precio del metro cuadrado. Según sociedad de tasación,Euros por metro cuadrado,SEMESTRAL,2023,2,2023-06-01,2023-12-01,2.0,True
DHISTNOAPLPMMUVT.S,SI_1_5.10,Estadísticas generales. Edificación y vivienda. Precio de la vivienda. Precio del metro cuadrado. Según sociedad de tasación,Euros por metro cuadrado,SEMESTRAL,2024,2,2024-06-01,2024-12-01,2.0,True
DHISTNOAPLPMMUVT.S,SI_1_5.10,Estadísticas generales. Edificación y vivienda. Precio de la vivienda. Precio del metro cuadrado. Según sociedad de tasación,Euros por metro cuadrado,SEMESTRAL,2025,2,2025-06-01,2025-12-01,2.0,True
DHITINOAPLNCVUVT_RI.M,SI_1_5.31,Estadísticas generales. Edificación y vivienda. Compraventa de viviendas. Total vivendas,Viviendas,MENSUAL,2015,12,2015-01-01,2015-12-01,12.0,True
DHITINOAPLNCVUVT_RI.M,SI_1_5.31,Estadísticas generales. Edificación y vivienda. Compraventa de viviendas. Total vivendas,Viviendas,MENSUAL,2016,12,2016-01-01,2016-12-01,12.0,True
DHITINOAPLNCVUVT_RI.M,SI_1_5.31,Estadísticas generales. Edificación y vivienda. Compraventa de viviendas. Total vivendas,Viviendas,MENSUAL,2017,12,2017-01-01,2017-12-01,12.0,True
DHITINOAPLNCVUVT_RI.M,SI_1_5.31,Estadísticas generales. Edificación y vivienda. Compraventa de viviendas. Total vivendas,Viviendas,MENSUAL,2018,12,2018-01-01,2018-12-01,12.0,True
DHITINOAPLNCVUVT_RI.M,SI_1_5.31,Estadísticas generales. Edificación y vivienda. Compraventa de viviendas. Total vivendas,Viviendas,MENSUAL,2019,12,2019-01-01,2019-12-01,12.0,True
DHITINOAPLNCVUVT_RI.M,SI_1_5.31,Estadísticas generales. Edificación y vivienda. Compraventa de viviendas. Total vivendas,Viviendas,MENSUAL,2020,12,2020-01-01,2020-12-01,12.0,True
DHITINOAPLNCVUVT_RI.M,SI_1_5.31,Estadísticas generales. Edificación y vivienda. Compraventa de viviendas. Total vivendas,Viviendas,MENSUAL,2021,12,2021-01-01,2021-12-01,12.0,True
DHITINOAPLNCVUVT_RI.M,SI_1_5.31,Estadísticas generales. Edificación y vivienda. Compraventa de viviendas. Total vivendas,Viviendas,MENSUAL,2022,12,2022-01-01,2022-12-01,12.0,True
DHITINOAPLNCVUVT_RI.M,SI_1_5.31,Estadísticas generales. Edificación y vivienda. Compraventa de viviendas. Total vivendas,Viviendas,MENSUAL,2023,12,2023-01-01,2023-12-01,12.0,True
DHITINOAPLNCVUVT_RI.M,SI_1_5.31,Estadísticas generales. Edificación y vivienda. Compraventa de viviendas. Total vivendas,Viviendas,MENSUAL,2024,12,2024-01-01,2024-12-01,12.0,True
DHITINOAPLNCVUVT_RI.M,SI_1_5.31,Estadísticas generales. Edificación y vivienda. Compraventa de viviendas. Total vivendas,Viviendas,MENSUAL,2025,12,2025-01-01,2025-12-01,12.0,True
DHITINOAPLNCVUVT_VVN_RI.M,SI_1_5.32,Estadísticas generales. Edificación y vivienda. Compraventa de viviendas. Total vivienda nueva,Viviendas,MENSUAL,2015,12,2015-01-01,2015-12-01,12.0,True
DHITINOAPLNCVUVT_VVN_RI.M,SI_1_5.32,Estadísticas generales. Edificación y vivienda. Compraventa de viviendas. Total vivienda nueva,Viviendas,MENSUAL,2016,12,2016-01-01,2016-12-01,12.0,True
DHITINOAPLNCVUVT_VVN_RI.M,SI_1_5.32,Estadísticas generales. Edificación y vivienda. Compraventa de viviendas. Total vivienda nueva,Viviendas,MENSUAL,2017,12,2017-01-01,2017-12-01,12.0,True
DHITINOAPLNCVUVT_VVN_RI.M,SI_1_5.32,Estadísticas generales. Edificación y vivienda. Compraventa de viviendas. Total vivienda nueva,Viviendas,MENSUAL,2018,12,2018-01-01,2018-12-01,12.0,True
DHITINOAPLNCVUVT_VVN_RI.M,SI_1_5.32,Estadísticas generales. Edificación y vivienda. Compraventa de viviendas. Total vivienda nueva,Viviendas,MENSUAL,2019,12,2019-01-01,2019-12-01,12.0,True
DHITINOAPLNCVUVT_VVN_RI.M,SI_1_5.32,Estadísticas generales. Edificación y vivienda. Compraventa de viviendas. Total vivienda nueva,Viviendas,MENSUAL,2020,12,2020-01-01,2020-12-01,12.0,True
DHITINOAPLNCVUVT_VVN_RI.M,SI_1_5.32,Estadísticas generales. Edificación y vivienda. Compraventa de viviendas. Total vivienda nueva,Viviendas,MENSUAL,2021,12,2021-01-01,2021-12-01,12.0,True
DHITINOAPLNCVUVT_VVN_RI.M,SI_1_5.32,Estadísticas generales. Edificación y vivienda. Compraventa de viviendas. Total vivienda nueva,Viviendas,MENSUAL,2022,12,2022-01-01,2022-12-01,12.0,True
DHITINOAPLNCVUVT_VVN_RI.M,SI_1_5.32,Estadísticas generales. Edificación y vivienda. Compraventa de viviendas. Total vivienda nueva,Viviendas,MENSUAL,2023,12,2023-01-01,2023-12-01,12.0,True
DHITINOAPLNCVUVT_VVN_RI.M,SI_1_5.32,Estadísticas generales. Edificación y vivienda. Compraventa de viviendas. Total vivienda nueva,Viviendas,MENSUAL,2024,12,2024-01-01,2024-12-01,12.0,True
DHITINOAPLNCVUVT_VVN_RI.M,SI_1_5.32,Estadísticas generales. Edificación y vivienda. Compraventa de viviendas. Total vivienda nueva,Viviendas,MENSUAL,2025,12,2025-01-01,2025-12-01,12.0,True
DHITINOAPLNCVUVT_VVU_RI.M,SI_1_5.33,Estadísticas generales. Edificación y vivienda. Compraventa de viviendas. Total vivienda usada,Viviendas,MENSUAL,2015,12,2015-01-01,2015-12-01,12.0,True
DHITINOAPLNCVUVT_VVU_RI.M,SI_1_5.33,Estadísticas generales. Edificación y vivienda. Compraventa de viviendas. Total vivienda usada,Viviendas,MENSUAL,2016,12,2016-01-01,2016-12-01,12.0,True
DHITINOAPLNCVUVT_VVU_RI.M,SI_1_5.33,Estadísticas generales. Edificación y vivienda. Compraventa de viviendas. Total vivienda usada,Viviendas,MENSUAL,2017,12,2017-01-01,2017-12-01,12.0,True
DHITINOAPLNCVUVT_VVU_RI.M,SI_1_5.33,Estadísticas generales. Edificación y vivienda. Compraventa de viviendas. Total vivienda usada,Viviendas,MENSUAL,2018,12,2018-01-01,2018-12-01,12.0,True
DHITINOAPLNCVUVT_VVU_RI.M,SI_1_5.33,Estadísticas generales. Edificación y vivienda. Compraventa de viviendas. Total vivienda usada,Viviendas,MENSUAL,2019,12,2019-01-01,2019-12-01,12.0,True
DHITINOAPLNCVUVT_VVU_RI.M,SI_1_5.33,Estadísticas generales. Edificación y vivienda. Compraventa de viviendas. Total vivienda usada,Viviendas,MENSUAL,2020,12,2020-01-01,2020-12-01,12.0,True
DHITINOAPLNCVUVT_VVU_RI.M,SI_1_5.33,Estadísticas generales. Edificación y vivienda. Compraventa de viviendas. Total vivienda usada,Viviendas,MENSUAL,2021,12,2021-01-01,2021-12-01,12.0,True
DHITINOAPLNCVUVT_VVU_RI.M,SI_1_5.33,Estadísticas generales. Edificación y vivienda. Compraventa de viviendas. Total vivienda usada,Viviendas,MENSUAL,2022,12,2022-01-01,2022-12-01,12.0,True
DHITINOAPLNCVUVT_VVU_RI.M,SI_1_5.33,Estadísticas generales. Edificación y vivienda. Compraventa de viviendas. Total vivienda usada,Viviendas,MENSUAL,2023,12,2023-01-01,2023-12-01,12.0,True
DHITINOAPLNCVUVT_VVU_RI.M,SI_1_5.33,Estadísticas generales. Edificación y vivienda. Compraventa de viviendas. Total vivienda usada,Viviendas,MENSUAL,2024,12,2024-01-01,2024-12-01,12.0,True
DHITINOAPLNCVUVT_VVU_RI.M,SI_1_5.33,Estadísticas generales. Edificación y vivienda. Compraventa de viviendas. Total vivienda usada,Viviendas,MENSUAL,2025,12,2025-01-01,2025-12-01,12.0,True
DHIVANOAPLEPVUVT.M,SI_1_5.82,Estadísticas generales. Edificación y vivienda. Parque de viviendas estimado,Viviendas,MENSUAL,2015,12,2015-01-01,2015-12-01,12.0,True
DHIVANOAPLEPVUVT.M,SI_1_5.82,Estadísticas generales. Edificación y vivienda. Parque de viviendas estimado,Viviendas,MENSUAL,2016,12,2016-01-01,2016-12-01,12.0,True
DHIVANOAPLEPVUVT.M,SI_1_5.82,Estadísticas generales. Edificación y vivienda. Parque de viviendas estimado,Viviendas,MENSUAL,2017,12,2017-01-01,2017-12-01,12.0,True
DHIVANOAPLEPVUVT.M,SI_1_5.82,Estadísticas generales. Edificación y vivienda. Parque de viviendas estimado,Viviendas,MENSUAL,2018,12,2018-01-01,2018-12-01,12.0,True
DHIVANOAPLEPVUVT.M,SI_1_5.82,Estadísticas generales. Edificación y vivienda. Parque de viviendas estimado,Viviendas,MENSUAL,2019,12,2019-01-01,2019-12-01,12.0,True
DHIVANOAPLEPVUVT.M,SI_1_5.82,Estadísticas generales. Edificación y vivienda. Parque de viviendas estimado,Viviendas,MENSUAL,2020,12,2020-01-01,2020-12-01,12.0,True
DHIVANOAPLEPVUVT.M,SI_1_5.82,Estadísticas generales. Edificación y vivienda. Parque de viviendas estimado,Viviendas,MENSUAL,2021,12,2021-01-01,2021-12-01,12.0,True
DHIVANOAPLEPVUVT.M,SI_1_5.82,Estadísticas generales. Edificación y vivienda. Parque de viviendas estimado,Viviendas,MENSUAL,2022,12,2022-01-01,2022-12-01,12.0,True
DHIVANOAPLEPVUVT.M,SI_1_5.82,Estadísticas generales. Edificación y vivienda. Parque de viviendas estimado,Viviendas,MENSUAL,2023,12,2023-01-01,2023-12-01,12.0,True
DHIVANOAPLEPVUVT.M,SI_1_5.82,Estadísticas generales. Edificación y vivienda. Parque de viviendas estimado,Viviendas,MENSUAL,2024,12,2024-01-01,2024-12-01,12.0,True
DHIVANOAPLEPVUVT.M,SI_1_5.82,Estadísticas generales. Edificación y vivienda. Parque de viviendas estimado,Viviendas,MENSUAL,2025,12,2025-01-01,2025-12-01,12.0,True
DHIVTNOAPLPMMUVT_RLI.T,SI_1_5.4,Estadísticas generales. Edificación y vivienda. Precio medio m2 de viviendas libres tasadas. Total nacional,Euros por metro cuadrado,TRIMESTRAL,2015,4,2015-03-01,2015-12-01,4.0,True
DHIVTNOAPLPMMUVT_RLI.T,SI_1_5.4,Estadísticas generales. Edificación y vivienda. Precio medio m2 de viviendas libres tasadas. Total nacional,Euros por metro cuadrado,TRIMESTRAL,2016,4,2016-03-01,2016-12-01,4.0,True
DHIVTNOAPLPMMUVT_RLI.T,SI_1_5.4,Estadísticas generales. Edificación y vivienda. Precio medio m2 de viviendas libres tasadas. Total nacional,Euros por metro cuadrado,TRIMESTRAL,2017,4,2017-03-01,2017-12-01,4.0,True
DHIVTNOAPLPMMUVT_RLI.T,SI_1_5.4,Estadísticas generales. Edificación y vivienda. Precio medio m2 de viviendas libres tasadas. Total nacional,Euros por metro cuadrado,TRIMESTRAL,2018,4,2018-03-01,2018-12-01,4.0,True
DHIVTNOAPLPMMUVT_RLI.T,SI_1_5.4,Estadísticas generales. Edificación y vivienda. Precio medio m2 de viviendas libres tasadas. Total nacional,Euros por metro cuadrado,TRIMESTRAL,2019,4,2019-03-01,2019-12-01,4.0,True
DHIVTNOAPLPMMUVT_RLI.T,SI_1_5.4,Estadísticas generales. Edificación y vivienda. Precio medio m2 de viviendas libres tasadas. Total nacional,Euros por metro cuadrado,TRIMESTRAL,2020,4,2020-03-01,2020-12-01,4.0,True
DHIVTNOAPLPMMUVT_RLI.T,SI_1_5.4,Estadísticas generales. Edificación y vivienda. Precio medio m2 de viviendas libres tasadas. Total nacional,Euros por metro cuadrado,TRIMESTRAL,2021,4,2021-03-01,2021-12-01,4.0,True
DHIVTNOAPLPMMUVT_RLI.T,SI_1_5.4,Estadísticas generales. Edificación y vivienda. Precio medio m2 de viviendas libres tasadas. Total nacional,Euros por metro cuadrado,TRIMESTRAL,2022,4,2022-03-01,2022-12-01,4.0,True
DHIVTNOAPLPMMUVT_RLI.T,SI_1_5.4,Estadísticas generales. Edificación y vivienda. Precio medio m2 de viviendas libres tasadas. Total nacional,Euros por metro cuadrado,TRIMESTRAL,2023,4,2023-03-01,2023-12-01,4.0,True
DHIVTNOAPLPMMUVT_RLI.T,SI_1_5.4,Estadísticas generales. Edificación y vivienda. Precio medio m2 de viviendas libres tasadas. Total nacional,Euros por metro cuadrado,TRIMESTRAL,2024,4,2024-03-01,2024-12-01,4.0,True
DHIVTNOAPLPMMUVT_RLI.T,SI_1_5.4,Estadísticas generales. Edificación y vivienda. Precio medio m2 de viviendas libres tasadas. Total nacional,Euros por metro cuadrado,TRIMESTRAL,2025,4,2025-03-01,2025-12-01,4.0,True
DHIVTNOAPLPMMUVT_VVN_RLI.T,SI_1_5.5,Estadísticas generales. Edificación y vivienda. Precio medio m2 de viviendas libres tasadas. Hasta 5 años,Euros por metro cuadrado,TRIMESTRAL,2015,4,2015-03-01,2015-12-01,4.0,True
DHIVTNOAPLPMMUVT_VVN_RLI.T,SI_1_5.5,Estadísticas generales. Edificación y vivienda. Precio medio m2 de viviendas libres tasadas. Hasta 5 años,Euros por metro cuadrado,TRIMESTRAL,2016,4,2016-03-01,2016-12-01,4.0,True
DHIVTNOAPLPMMUVT_VVN_RLI.T,SI_1_5.5,Estadísticas generales. Edificación y vivienda. Precio medio m2 de viviendas libres tasadas. Hasta 5 años,Euros por metro cuadrado,TRIMESTRAL,2017,4,2017-03-01,2017-12-01,4.0,True
DHIVTNOAPLPMMUVT_VVN_RLI.T,SI_1_5.5,Estadísticas generales. Edificación y vivienda. Precio medio m2 de viviendas libres tasadas. Hasta 5 años,Euros por metro cuadrado,TRIMESTRAL,2018,4,2018-03-01,2018-12-01,4.0,True
