codigo_ccaa,ccaa,ccaa_original,anio,trimestre,periodo,tipo_vivienda,tipo_indicador,valor,valor_original
05,Canarias,05 Canarias,2016,3,2016T3,Vivienda nueva,Variación anual,7.4,"7,4"
05,Canarias,05 Canarias,2016,3,2016T3,Vivienda segunda mano,Variación anual,1.7,"1,7"
05,Canarias,05 Canarias,2016,3,2016T3,General,Variación en lo que va de año,2.7,"2,7"
05,Canarias,05 Canarias,2016,3,2016T3,Vivienda nueva,Variación en lo que va de año,5.6,"5,6"
05,Canarias,05 Canarias,2016,3,2016T3,Vivienda segunda mano,Variación en lo que va de año,2.3,"2,3"
05,Canarias,05 Canarias,2016,3,2016T3,General,Variación trimestral,0.1,"0,1"
05,Canarias,05 Canarias,2016,3,2016T3,Vivienda nueva,Variación trimestral,-1.3,"-1,3"
05,Canarias,05 Canarias,2016,3,2016T3,Vivienda segunda mano,Variación trimestral,0.2,"0,2"
05,Canarias,05 Canarias,2016,3,2016T3,General,Índice,59.203,"59,203"
05,Canarias,05 Canarias,2016,3,2016T3,Vivienda nueva,Índice,53.076,"53,076"
05,Canarias,05 Canarias,2016,3,2016T3,Vivienda segunda mano,Índice,59.718,"59,718"
05,Canarias,05 Canarias,2016,4,2016T4,General,Variación anual,3.3,"3,3"
05,Canarias,05 Canarias,2016,4,2016T4,Vivienda nueva,Variación anual,5.3,"5,3"
05,Canarias,05 Canarias,2016,4,2016T4,Vivienda segunda mano,Variación anual,3.1,"3,1"
05,Canarias,05 Canarias,2016,4,2016T4,General,Variación en lo que va de año,3.3,"3,3"
05,Canarias,05 Canarias,2016,4,2016T4,Vivienda nueva,Variación en lo que va de año,5.3,"5,3"
05,Canarias,05 Canarias,2016,4,2016T4,Vivienda segunda mano,Variación en lo que va de año,3.1,"3,1"
05,Canarias,05 Canarias,2016,4,2016T4,General,Variación trimestral,0.7,"0,7"
05,Canarias,05 Canarias,2016,4,2016T4,Vivienda nueva,Variación trimestral,-0.3,"-0,3"
05,Canarias,05 Canarias,2016,4,2016T4,Vivienda segunda mano,Variación trimestral,0.8,"0,8"
05,Canarias,05 Canarias,2016,4,2016T4,General,Índice,59.589,"59,589"
05,Canarias,05 Canarias,2016,4,2016T4,Vivienda nueva,Índice,52.911,"52,911"
05,Canarias,05 Canarias,2016,4,2016T4,Vivienda segunda mano,Índice,60.178,"60,178"
05,Canarias,05 Canarias,2017,1,2017T1,General,Variación anual,3.4,"3,4"
05,Canarias,05 Canarias,2017,1,2017T1,Vivienda nueva,Variación anual,4.1,"4,1"
05,Canarias,05 Canarias,2017,1,2017T1,Vivienda segunda mano,Variación anual,3.4,"3,4"
05,Canarias,05 Canarias,2017,1,2017T1,General,Variación en lo que va de año,2.3,"2,3"
05,Canarias,05 Canarias,2017,1,2017T1,Vivienda nueva,Variación en lo que va de año,3.3,"3,3"
05,Canarias,05 Canarias,2017,1,2017T1,Vivienda segunda mano,Variación en lo que va de año,2.2,"2,2"
05,Canarias,05 Canarias,2017,1,2017T1,General,Variación trimestral,2.3,"2,3"
05,Canarias,05 Canarias,2017,1,2017T1,Vivienda nueva,Variación trimestral,3.3,"3,3"
05,Canarias,05 Canarias,2017,1,2017T1,Vivienda segunda mano,Variación trimestral,2.2,"2,2"
05,Canarias,05 Canarias,2017,1,2017T1,General,Índice,60.93,"60,930"
05,Canarias,05 Canarias,2017,1,2017T1,Vivienda nueva,Índice,54.633,"54,633"
05,Canarias,05 Canarias,2017,1,2017T1,Vivienda segunda mano,Índice,61.479,"61,479"
05,Canarias,05 Canarias,2017,2,2017T2,General,Variación anual,3.6,"3,6"
05,Canarias,05 Canarias,2017,2,2017T2,Vivienda nueva,Variación anual,2.0,"2,0"
05,Canarias,05 Canarias,2017,2,2017T2,Vivienda segunda mano,Variación anual,3.8,"3,8"
05,Canarias,05 Canarias,2017,2,2017T2,General,Variación en lo que va de año,2.9,"2,9"
05,Canarias,05 Canarias,2017,2,2017T2,Vivienda nueva,Variación en lo que va de año,3.7,"3,7"
05,Canarias,05 Canarias,2017,2,2017T2,Vivienda segunda mano,Variación en lo que va de año,2.8,"2,8"
05,Canarias,05 Canarias,2017,2,2017T2,General,Variación trimestral,0.6,"0,6"
05,Canarias,05 Canarias,2017,2,2017T2,Vivienda nueva,Variación trimestral,0.4,"0,4"
05,Canarias,05 Canarias,2017,2,2017T2,Vivienda segunda mano,Variación trimestral,0.6,"0,6"
05,Canarias,05 Canarias,2017,2,2017T2,General,Índice,61.294,"61,294"
05,Canarias,05 Canarias,2017,2,2017T2,Vivienda nueva,Índice,54.876,"54,876"
05,Canarias,05 Canarias,2017,2,2017T2,Vivienda segunda mano,Índice,61.855,"61,855"
05,Canarias,05 Canarias,2017,3,2017T3,General,Variación anual,4.5,"4,5"
05,Canarias,05 Canarias,2017,3,2017T3,Vivienda nueva,Variación anual,4.0,"4,0"
05,Canarias,05 Canarias,2017,3,2017T3,Vivienda segunda mano,Variación anual,4.6,"4,6"
05,Canarias,05 Canarias,2017,3,2017T3,General,Variación en lo que va de año,3.8,"3,8"
05,Canarias,05 Canarias,2017,3,2017T3,Vivienda nueva,Variación en lo que va de año,4.4,"4,4"
05,Canarias,05 Canarias,2017,3,2017T3,Vivienda segunda mano,Variación en lo que va de año,3.8,"3,8"
05,Canarias,05 Canarias,2017,3,2017T3,General,Variación trimestral,0.9,"0,9"
05,Canarias,05 Canarias,2017,3,2017T3,Vivienda nueva,Variación trimestral,0.6,"0,6"
05,Canarias,05 Canarias,2017,3,2017T3,Vivienda segunda mano,Variación trimestral,1.0,"1,0"
05,Canarias,05 Canarias,2017,3,2017T3,General,Índice,61.872,"61,872"
05,Canarias,05 Canarias,2017,3,2017T3,Vivienda nueva,Índice,55.217,"55,217"
05,Canarias,05 Canarias,2017,3,2017T3,Vivienda segunda mano,Índice,62.456,"62,456"
05,Canarias,05 Canarias,2017,4,2017T4,General,Variación anual,6.0,"6,0"
05,Canarias,05 Canarias,2017,4,2017T4,Vivienda nueva,Variación anual,6.6,"6,6"
05,Canarias,05 Canarias,2017,4,2017T4,Vivienda segunda mano,Variación anual,6.0,"6,0"
05,Canarias,05 Canarias,2017,4,2017T4,General,Variación en lo que va de año,6.0,"6,0"
05,Canarias,05 Canarias,2017,4,2017T4,Vivienda nueva,Variación en lo que va de año,6.6,"6,6"
05,Canarias,05 Canarias,2017,4,2017T4,Vivienda segunda mano,Variación en lo que va de año,6.0,"6,0"
05,Canarias,05 Canarias,2017,4,2017T4,General,Variación trimestral,2.1,"2,1"
05,Canarias,05 Canarias,2017,4,2017T4,Vivienda nueva,Variación trimestral,2.1,"2,1"
05,Canarias,05 Canarias,2017,4,2017T4,Vivienda segunda mano,Variación trimestral,2.1,"2,1"
05,Canarias,05 Canarias,2017,4,2017T4,General,Índice,63.185,"63,185"
05,Canarias,05 Canarias,2017,4,2017T4,Vivienda nueva,Índice,56.39,"56,390"
05,Canarias,05 Canarias,2017,4,2017T4,Vivienda segunda mano,Índice,63.781,"63,781"
05,Canarias,05 Canarias,2018,1,2018T1,General,Variación anual,4.5,"4,5"
05,Canarias,05 Canarias,2018,1,2018T1,Vivienda nueva,Variación anual,3.5,"3,5"
05,Canarias,05 Canarias,2018,1,2018T1,Vivienda segunda mano,Variación anual,4.6,"4,6"
05,Canarias,05 Canarias,2018,1,2018T1,General,Variación en lo que va de año,0.8,"0,8"
05,Canarias,05 Canarias,2018,1,2018T1,Vivienda nueva,Variación en lo que va de año,0.3,"0,3"
05,Canarias,05 Canarias,2018,1,2018T1,Vivienda segunda mano,Variación en lo que va de año,0.9,"0,9"
05,Canarias,05 Canarias,2018,1,2018T1,General,Variación trimestral,0.8,"0,8"
05,Canarias,05 Canarias,2018,1,2018T1,Vivienda nueva,Variación trimestral,0.3,"0,3"
05,Canarias,05 Canarias,2018,1,2018T1,Vivienda segunda mano,Variación trimestral,0.9,"0,9"
05,Canarias,05 Canarias,2018,1,2018T1,General,Índice,63.699,"63,699"
05,Canarias,05 Canarias,2018,1,2018T1,Vivienda nueva,Índice,56.559,"56,559"
05,Canarias,05 Canarias,2018,1,2018T1,Vivienda segunda mano,Índice,64.327,"64,327"
05,Canarias,05 Canarias,2018,2,2018T2,General,Variación anual,5.9,"5,9"
05,Canarias,05 Canarias,2018,2,2018T2,Vivienda nueva,Variación anual,4.2,"4,2"
05,Canarias,05 Canarias,2018,2,2018T2,Vivienda segunda mano,Variación anual,6.1,"6,1"
05,Canarias,05 Canarias,2018,2,2018T2,General,Variación en lo que va de año,2.8,"2,8"
05,Canarias,05 Canarias,2018,2,2018T2,Vivienda nueva,Variación en lo que va de año,1.4,"1,4"
05,Canarias,05 Canarias,2018,2,2018T2,Vivienda segunda mano,Variación en lo que va de año,2.9,"2,9"
05,Canarias,05 Canarias,2018,2,2018T2,General,Variación trimestral,1.9,"1,9"
05,Canarias,05 Canarias,2018,2,2018T2,Vivienda nueva,Variación trimestral,1.1,"1,1"
05,Canarias,05 Canarias,2018,2,2018T2,Vivienda segunda mano,Variación trimestral,2.0,"2,0"
05,Canarias,05 Canarias,2018,2,2018T2,General,Índice,64.937,"64,937"
05,Canarias,05 Canarias,2018,2,2018T2,Vivienda nueva,Índice,57.157,"57,157"
05,Canarias,05 Canarias,2018,2,2018T2,Vivienda segunda mano,Índice,65.624,"65,624"
05,Canarias,05 Canarias,2018,3,2018T3,General,Variación anual,5.4,"5,4"
05,Canarias,05 Canarias,2018,3,2018T3,Vivienda nueva,Variación anual,4.6,"4,6"
05,Canarias,05 Canarias,2018,3,2018T3,Vivienda segunda mano,Variación anual,5.4,"5,4"
05,Canarias,05 Canarias,2018,3,2018T3,General,Variación en lo que va de año,3.2,"3,2"
05,Canarias,05 Canarias,2018,3,2018T3,Vivienda nueva,Variación en lo que va de año,2.4,"2,4"
05,Canarias,05 Canarias,2018,3,2018T3,Vivienda segunda mano,Variación en lo que va de año,3.2,"3,2"
05,Canarias,05 Canarias,2018,3,2018T3,General,Variación trimestral,0.4,"0,4"
05,Canarias,05 Canarias,2018,3,2018T3,Vivienda nueva,Variación trimestral,1.0,"1,0"
05,Canarias,05 Canarias,2018,3,2018T3,Vivienda segunda mano,Variación trimestral,0.3,"0,3"
05,Canarias,05 Canarias,2018,3,2018T3,General,Índice,65.191,"65,191"
05,Canarias,05 Canarias,2018,3,2018T3,Vivienda nueva,Índice,57.757,"57,757"
05,Canarias,05 Canarias,2018,3,2018T3,Vivienda segunda mano,Índice,65.846,"65,846"
05,Canarias,05 Canarias,2018,4,2018T4,General,Variación anual,4.1,"4,1"
05,Canarias,05 Canarias,2018,4,2018T4,Vivienda nueva,Variación anual,5.9,"5,9"
05,Canarias,05 Canarias,2018,4,2018T4,Vivienda segunda mano,Variación anual,4.0,"4,0"
05,Canarias,05 Canarias,2018,4,2018T4,General,Variación en lo que va de año,4.1,"4,1"
05,Canarias,05 Canarias,2018,4,2018T4,Vivienda nueva,Variación en lo que va de año,5.9,"5,9"
05,Canarias,05 Canarias,2018,4,2018T4,Vivienda segunda mano,Variación en lo que va de año,4.0,"4,0"
05,Canarias,05 Canarias,2018,4,2018T4,General,Variación trimestral,0.9,"0,9"
05,Canarias,05 Canarias,2018,4,2018T4,Vivienda nueva,Variación trimestral,3.4,"3,4"
05,Canarias,05 Canarias,2018,4,2018T4,Vivienda segunda mano,Variación trimestral,0.7,"0,7"
05,Canarias,05 Canarias,2018,4,2018T4,General,Índice,65.803,"65,803"
05,Canarias,05 Canarias,2018,4,2018T4,Vivienda nueva,Índice,59.699,"59,699"
05,Canarias,05 Canarias,2018,4,2018T4,Vivienda segunda mano,Índice,66.333,"66,333"
05,Canarias,05 Canarias,2019,1,2019T1,General,Variación anual,5.2,"5,2"
05,Canarias,05 Canarias,2019,1,2019T1,Vivienda nueva,Variación anual,8.8,"8,8"
05,Canarias,05 Canarias,2019,1,2019T1,Vivienda segunda mano,Variación anual,4.9,"4,9"
05,Canarias,05 Canarias,2019,1,2019T1,General,Variación en lo que va de año,1.8,"1,8"
05,Canarias,05 Canarias,2019,1,2019T1,Vivienda nueva,Variación en lo que va de año,3.1,"3,1"
05,Canarias,05 Canarias,2019,1,2019T1,Vivienda segunda mano,Variación en lo que va de año,1.7,"1,7"
05,Canarias,05 Canarias,2019,1,2019T1,General,Variación trimestral,1.8,"1,8"
05,Canarias,05 Canarias,2019,1,2019T1,Vivienda nueva,Variación trimestral,3.1,"3,1"
05,Canarias,05 Canarias,2019,1,2019T1,Vivienda segunda mano,Variación trimestral,1.7,"1,7"
05,Canarias,05 Canarias,2019,1,2019T1,General,Índice,67.003,"67,003"
05,Canarias,05 Canarias,2019,1,2019T1,Vivienda nueva,Índice,61.552,"61,552"
05,Canarias,05 Canarias,2019,1,2019T1,Vivienda segunda mano,Índice,67.47,"67,470"
05,Canarias,05 Canarias,2019,2,2019T2,General,Variación anual,3.2,"3,2"
05,Canarias,05 Canarias,2019,2,2019T2,Vivienda nueva,Variación anual,5.4,"5,4"
05,Canarias,05 Canarias,2019,2,2019T2,Vivienda segunda mano,Variación anual,3.0,"3,0"
05,Canarias,05 Canarias,2019,2,2019T2,General,Variación en lo que va de año,1.9,"1,9"
05,Canarias,05 Canarias,2019,2,2019T2,Vivienda nueva,Variación en lo que va de año,0.9,"0,9"
05,Canarias,05 Canarias,2019,2,2019T2,Vivienda segunda mano,Variación en lo que va de año,1.9,"1,9"
05,Canarias,05 Canarias,2019,2,2019T2,General,Variación trimestral,0.0,"0,0"
05,Canarias,05 Canarias,2019,2,2019T2,Vivienda nueva,Variación trimestral,-2.1,"-2,1"
05,Canarias,05 Canarias,2019,2,2019T2,Vivienda segunda mano,Variación trimestral,0.2,"0,2"
05,Canarias,05 Canarias,2019,2,2019T2,General,Índice,67.026,"67,026"
05,Canarias,05 Canarias,2019,2,2019T2,Vivienda nueva,Índice,60.258,"60,258"
05,Canarias,05 Canarias,2019,2,2019T2,Vivienda segunda mano,Índice,67.619,"67,619"
05,Canarias,05 Canarias,2019,3,2019T3,General,Variación anual,3.8,"3,8"
05,Canarias,05 Canarias,2019,3,2019T3,Vivienda nueva,Variación anual,4.9,"4,9"
05,Canarias,05 Canarias,2019,3,2019T3,Vivienda segunda mano,Variación anual,3.7,"3,7"
05,Canarias,05 Canarias,2019,3,2019T3,General,Variación en lo que va de año,2.8,"2,8"
05,Canarias,05 Canarias,2019,3,2019T3,Vivienda nueva,Variación en lo que va de año,1.5,"1,5"
05,Canarias,05 Canarias,2019,3,2019T3,Vivienda segunda mano,Variación en lo que va de año,2.9,"2,9"
05,Canarias,05 Canarias,2019,3,2019T3,General,Variación trimestral,1.0,"1,0"
05,Canarias,05 Canarias,2019,3,2019T3,Vivienda nueva,Variación trimestral,0.6,"0,6"
05,Canarias,05 Canarias,2019,3,2019T3,Vivienda segunda mano,Variación trimestral,1.0,"1,0"
05,Canarias,05 Canarias,2019,3,2019T3,General,Índice,67.669,"67,669"
05,Canarias,05 Canarias,2019,3,2019T3,Vivienda nueva,Índice,60.614,"60,614"
05,Canarias,05 Canarias,2019,3,2019T3,Vivienda segunda mano,Índice,68.289,"68,289"
05,Canarias,05 Canarias,2019,4,2019T4,General,Variación anual,3.1,"3,1"
05,Canarias,05 Canarias,2019,4,2019T4,Vivienda nueva,Variación anual,2.1,"2,1"
05,Canarias,05 Canarias,2019,4,2019T4,Vivienda segunda mano,Variación anual,3.1,"3,1"
05,Canarias,05 Canarias,2019,4,2019T4,General,Variación en lo que va de año,3.1,"3,1"
05,Canarias,05 Canarias,2019,4,2019T4,Vivienda nueva,Variación en lo que va de año,2.1,"2,1"
05,Canarias,05 Canarias,2019,4,2019T4,Vivienda segunda mano,Variación en lo que va de año,3.1,"3,1"
05,Canarias,05 Canarias,2019,4,2019T4,General,Variación trimestral,0.2,"0,2"
05,Canarias,05 Canarias,2019,4,2019T4,Vivienda nueva,Variación trimestral,0.5,"0,5"
05,Canarias,05 Canarias,2019,4,2019T4,Vivienda segunda mano,Variación trimestral,0.2,"0,2"
05,Canarias,05 Canarias,2019,4,2019T4,General,Índice,67.811,"67,811"
05,Canarias,05 Canarias,2019,4,2019T4,Vivienda nueva,Índice,60.943,"60,943"
05,Canarias,05 Canarias,2019,4,2019T4,Vivienda segunda mano,Índice,68.413,"68,413"
05,Canarias,05 Canarias,2020,1,2020T1,General,Variación anual,1.8,"1,8"
05,Canarias,05 Canarias,2020,1,2020T1,Vivienda nueva,Variación anual,2.2,"2,2"
05,Canarias,05 Canarias,2020,1,2020T1,Vivienda segunda mano,Variación anual,1.8,"1,8"
05,Canarias,05 Canarias,2020,1,2020T1,General,Variación en lo que va de año,0.6,"0,6"
05,Canarias,05 Canarias,2020,1,2020T1,Vivienda nueva,Variación en lo que va de año,3.2,"3,2"
05,Canarias,05 Canarias,2020,1,2020T1,Vivienda segunda mano,Variación en lo que va de año,0.4,"0,4"
05,Canarias,05 Canarias,2020,1,2020T1,General,Variación trimestral,0.6,"0,6"
05,Canarias,05 Canarias,2020,1,2020T1,Vivienda nueva,Variación trimestral,3.2,"3,2"
05,Canarias,05 Canarias,2020,1,2020T1,Vivienda segunda mano,Variación trimestral,0.4,"0,4"
05,Canarias,05 Canarias,2020,1,2020T1,General,Índice,68.192,"68,192"
05,Canarias,05 Canarias,2020,1,2020T1,Vivienda nueva,Índice,62.882,"62,882"
05,Canarias,05 Canarias,2020,1,2020T1,Vivienda segunda mano,Índice,68.658,"68,658"
05,Canarias,05 Canarias,2020,2,2020T2,General,Variación anual,0.6,"0,6"
05,Canarias,05 Canarias,2020,2,2020T2,Vivienda nueva,Variación anual,4.9,"4,9"
05,Canarias,05 Canarias,2020,2,2020T2,Vivienda segunda mano,Variación anual,0.3,"0,3"
05,Canarias,05 Canarias,2020,2,2020T2,General,Variación en lo que va de año,-0.5,"-0,5"
05,Canarias,05 Canarias,2020,2,2020T2,Vivienda nueva,Variación en lo que va de año,3.7,"3,7"
05,Canarias,05 Canarias,2020,2,2020T2,Vivienda segunda mano,Variación en lo que va de año,-0.9,"-0,9"
05,Canarias,05 Canarias,2020,2,2020T2,General,Variación trimestral,-1.1,"-1,1"
05,Canarias,05 Canarias,2020,2,2020T2,Vivienda nueva,Variación trimestral,0.5,"0,5"
05,Canarias,05 Canarias,2020,2,2020T2,Vivienda segunda mano,Variación trimestral,-1.2,"-1,2"
05,Canarias,05 Canarias,2020,2,2020T2,General,Índice,67.449,"67,449"
05,Canarias,05 Canarias,2020,2,2020T2,Vivienda nueva,Índice,63.181,"63,181"
05,Canarias,05 Canarias,2020,2,2020T2,Vivienda segunda mano,Índice,67.825,"67,825"
05,Canarias,05 Canarias,2020,3,2020T3,General,Variación anual,1.4,"1,4"
05,Canarias,05 Canarias,2020,3,2020T3,Vivienda nueva,Variación anual,10.3,"10,3"
05,Canarias,05 Canarias,2020,3,2020T3,Vivienda segunda mano,Variación anual,0.7,"0,7"
05,Canarias,05 Canarias,2020,3,2020T3,General,Variación en lo que va de año,1.2,"1,2"
05,Canarias,05 Canarias,2020,3,2020T3,Vivienda nueva,Variación en lo que va de año,9.7,"9,7"
05,Canarias,05 Canarias,2020,3,2020T3,Vivienda segunda mano,Variación en lo que va de año,0.6,"0,6"
05,Canarias,05 Canarias,2020,3,2020T3,General,Variación trimestral,1.8,"1,8"
05,Canarias,05 Canarias,2020,3,2020T3,Vivienda nueva,Variación trimestral,5.8,"5,8"
05,Canarias,05 Canarias,2020,3,2020T3,Vivienda segunda mano,Variación trimestral,1.4,"1,4"
05,Canarias,05 Canarias,2020,3,2020T3,General,Índice,68.64,"68,640"
05,Canarias,05 Canarias,2020,3,2020T3,Vivienda nueva,Índice,66.861,"66,861"
05,Canarias,05 Canarias,2020,3,2020T3,Vivienda segunda mano,Índice,68.8,"68,800"
05,Canarias,05 Canarias,2020,4,2020T4,General,Variación anual,0.8,"0,8"
05,Canarias,05 Canarias,2020,4,2020T4,Vivienda nueva,Variación anual,5.3,"5,3"
05,Canarias,05 Canarias,2020,4,2020T4,Vivienda segunda mano,Variación anual,0.5,"0,5"
05,Canarias,05 Canarias,2020,4,2020T4,General,Variación en lo que va de año,0.8,"0,8"
05,Canarias,05 Canarias,2020,4,2020T4,Vivienda nueva,Variación en lo que va de año,5.3,"5,3"
05,Canarias,05 Canarias,2020,4,2020T4,Vivienda segunda mano,Variación en lo que va de año,0.5,"0,5"
05,Canarias,05 Canarias,2020,4,2020T4,General,Variación trimestral,-0.4,"-0,4"
05,Canarias,05 Canarias,2020,4,2020T4,Vivienda nueva,Variación trimestral,-4.0,"-4,0"
05,Canarias,05 Canarias,2020,4,2020T4,Vivienda segunda mano,Variación trimestral,-0.1,"-0,1"
05,Canarias,05 Canarias,2020,4,2020T4,General,Índice,68.376,"68,376"
05,Canarias,05 Canarias,2020,4,2020T4,Vivienda nueva,Índice,64.183,"64,183"
05,Canarias,05 Canarias,2020,4,2020T4,Vivienda segunda mano,Índice,68.746,"68,746"
05,Canarias,05 Canarias,2021,1,2021T1,General,Variación anual,1.8,"1,8"
05,Canarias,05 Canarias,2021,1,2021T1,Vivienda nueva,Variación anual,3.1,"3,1"
05,Canarias,05 Canarias,2021,1,2021T1,Vivienda segunda mano,Variación anual,1.7,"1,7"
05,Canarias,05 Canarias,2021,1,2021T1,General,Variación en lo que va de año,1.5,"1,5"
05,Canarias,05 Canarias,2021,1,2021T1,Vivienda nueva,Variación en lo que va de año,1.0,"1,0"
05,Canarias,05 Canarias,2021,1,2021T1,Vivienda segunda mano,Variación en lo que va de año,1.6,"1,6"
05,Canarias,05 Canarias,2021,1,2021T1,General,Variación trimestral,1.5,"1,5"
05,Canarias,05 Canarias,2021,1,2021T1,Vivienda nueva,Variación trimestral,1.0,"1,0"
05,Canarias,05 Canarias,2021,1,2021T1,Vivienda segunda mano,Variación trimestral,1.6,"1,6"
05,Canarias,05 Canarias,2021,1,2021T1,General,Índice,69.425,"69,425"
05,Canarias,05 Canarias,2021,1,2021T1,Vivienda nueva,Índice,64.808,"64,808"
05,Canarias,05 Canarias,2021,1,2021T1,Vivienda segunda mano,Índice,69.835,"69,835"
05,Canarias,05 Canarias,2021,2,2021T2,General,Variación anual,6.4,"6,4"
05,Canarias,05 Canarias,2021,2,2021T2,Vivienda nueva,Variación anual,6.5,"6,5"
05,Canarias,05 Canarias,2021,2,2021T2,Vivienda segunda mano,Variación anual,6.4,"6,4"
05,Canarias,05 Canarias,2021,2,2021T2,General,Variación en lo que va de año,5.0,"5,0"
05,Canarias,05 Canarias,2021,2,2021T2,Vivienda nueva,Variación en lo que va de año,4.9,"4,9"
05,Canarias,05 Canarias,2021,2,2021T2,Vivienda segunda mano,Variación en lo que va de año,5.0,"5,0"
05,Canarias,05 Canarias,2021,2,2021T2,General,Variación trimestral,3.4,"3,4"
05,Canarias,05 Canarias,2021,2,2021T2,Vivienda nueva,Variación trimestral,3.8,"3,8"
05,Canarias,05 Canarias,2021,2,2021T2,Vivienda segunda mano,Variación trimestral,3.3,"3,3"
05,Canarias,05 Canarias,2021,2,2021T2,General,Índice,71.762,"71,762"
05,Canarias,05 Canarias,2021,2,2021T2,Vivienda nueva,Índice,67.302,"67,302"
05,Canarias,05 Canarias,2021,2,2021T2,Vivienda segunda mano,Índice,72.156,"72,156"
05,Canarias,05 Canarias,2021,3,2021T3,General,Variación anual,7.0,"7,0"
05,Canarias,05 Canarias,2021,3,2021T3,Vivienda nueva,Variación anual,2.4,"2,4"
05,Canarias,05 Canarias,2021,3,2021T3,Vivienda segunda mano,Variación anual,7.3,"7,3"
05,Canarias,05 Canarias,2021,3,2021T3,General,Variación en lo que va de año,7.4,"7,4"
05,Canarias,05 Canarias,2021,3,2021T3,Vivienda nueva,Variación en lo que va de año,6.7,"6,7"
05,Canarias,05 Canarias,2021,3,2021T3,Vivienda segunda mano,Variación en lo que va de año,7.4,"7,4"
05,Canarias,05 Canarias,2021,3,2021T3,General,Variación trimestral,2.3,"2,3"
05,Canarias,05 Canarias,2021,3,2021T3,Vivienda nueva,Variación trimestral,1.8,"1,8"
05,Canarias,05 Canarias,2021,3,2021T3,Vivienda segunda mano,Variación trimestral,2.3,"2,3"
05,Canarias,05 Canarias,2021,3,2021T3,General,Índice,73.412,"73,412"
05,Canarias,05 Canarias,2021,3,2021T3,Vivienda nueva,Índice,68.499,"68,499"
05,Canarias,05 Canarias,2021,3,2021T3,Vivienda segunda mano,Índice,73.849,"73,849"
05,Canarias,05 Canarias,2021,4,2021T4,General,Variación anual,7.8,"7,8"
05,Canarias,05 Canarias,2021,4,2021T4,Vivienda nueva,Variación anual,7.1,"7,1"
05,Canarias,05 Canarias,2021,4,2021T4,Vivienda segunda mano,Variación anual,7.9,"7,9"
05,Canarias,05 Canarias,2021,4,2021T4,General,Variación en lo que va de año,7.8,"7,8"
05,Canarias,05 Canarias,2021,4,2021T4,Vivienda nueva,Variación en lo que va de año,7.1,"7,1"
05,Canarias,05 Canarias,2021,4,2021T4,Vivienda segunda mano,Variación en lo que va de año,7.9,"7,9"
05,Canarias,05 Canarias,2021,4,2021T4,General,Variación trimestral,0.4,"0,4"
05,Canarias,05 Canarias,2021,4,2021T4,Vivienda nueva,Variación trimestral,0.4,"0,4"
05,Canarias,05 Canarias,2021,4,2021T4,Vivienda segunda mano,Variación trimestral,0.4,"0,4"
05,Canarias,05 Canarias,2021,4,2021T4,General,Índice,73.716,"73,716"
05,Canarias,05 Canarias,2021,4,2021T4,Vivienda nueva,Índice,68.77,"68,770"
05,Canarias,05 Canarias,2021,4,2021T4,Vivienda segunda mano,Índice,74.156,"74,156"
05,Canarias,05 Canarias,2022,1,2022T1,General,Variación anual,10.9,"10,9"
05,Canarias,05 Canarias,2022,1,2022T1,Vivienda nueva,Variación anual,12.3,"12,3"
05,Canarias,05 Canarias,2022,1,2022T1,Vivienda segunda mano,Variación anual,10.8,"10,8"
05,Canarias,05 Canarias,2022,1,2022T1,General,Variación en lo que va de año,4.4,"4,4"
05,Canarias,05 Canarias,2022,1,2022T1,Vivienda nueva,Variación en lo que va de año,5.9,"5,9"
05,Canarias,05 Canarias,2022,1,2022T1,Vivienda segunda mano,Variación en lo que va de año,4.3,"4,3"
05,Canarias,05 Canarias,2022,1,2022T1,General,Variación trimestral,4.4,"4,4"
05,Canarias,05 Canarias,2022,1,2022T1,Vivienda nueva,Variación trimestral,5.9,"5,9"
05,Canarias,05 Canarias,2022,1,2022T1,Vivienda segunda mano,Variación trimestral,4.3,"4,3"
05,Canarias,05 Canarias,2022,1,2022T1,General,Índice,76.98,"76,980"
05,Canarias,05 Canarias,2022,1,2022T1,Vivienda nueva,Índice,72.808,"72,808"
05,Canarias,05 Canarias,2022,1,2022T1,Vivienda segunda mano,Índice,77.346,"77,346"
05,Canarias,05 Canarias,2022,2,2022T2,General,Variación anual,9.4,"9,4"
05,Canarias,05 Canarias,2022,2,2022T2,Vivienda nueva,Variación anual,6.8,"6,8"
05,Canarias,05 Canarias,2022,2,2022T2,Vivienda segunda mano,Variación anual,9.7,"9,7"
05,Canarias,05 Canarias,2022,2,2022T2,General,Variación en lo que va de año,6.5,"6,5"
05,Canarias,05 Canarias,2022,2,2022T2,Vivienda nueva,Variación en lo que va de año,4.5,"4,5"
05,Canarias,05 Canarias,2022,2,2022T2,Vivienda segunda mano,Variación en lo que va de año,6.7,"6,7"
05,Canarias,05 Canarias,2022,2,2022T2,General,Variación trimestral,2.0,"2,0"
05,Canarias,05 Canarias,2022,2,2022T2,Vivienda nueva,Variación trimestral,-1.3,"-1,3"
05,Canarias,05 Canarias,2022,2,2022T2,Vivienda segunda mano,Variación trimestral,2.3,"2,3"
05,Canarias,05 Canarias,2022,2,2022T2,General,Índice,78.534,"78,534"
05,Canarias,05 Canarias,2022,2,2022T2,Vivienda nueva,Índice,71.86,"71,860"
