periodo;codigo_provincia;provincia;poblacion_total;pct_18_34;pct_35_64;pct_65_mas;tamano_medio_hogar;pct_hogares_unipersonales;salario_medio_anual_euros_total;salario_medio_anual_euros_hombre;salario_medio_anual_euros_mujer;tasa_empleo_pct_total;tasa_paro_pct_total;inflación;indice_costes_construccion;ipv_general;ratio_prestamo_valor_pct;tipo_interes_prestamos_vivienda_pct;credito_vivienda_variacion_interanual_pct;valor_tasado_m2;tasa_migracion_neta_exterior_por_1000_habitantes;compraventas_viviendas;pct_compraventas_vivienda_nueva;importe_medio_hipoteca_vivienda_eur;visados_obra_nueva_viviendas;IAV_total
2018T3;2;Albacete;388948;19,45;40,44;22,47;2,60;28,80;16764,00;18181,00;14928,00;49,39;16,86;103,40;92,55;73,47;65,90;2,17;-1,81;947,91;1,98;771;20,36;89120,00;188;4,52
2018T4;2;Albacete;388948;19,45;40,44;22,47;2,60;28,80;16764,00;18181,00;14928,00;48,73;17,59;104,66;96,51;73,58;66,50;2,26;-1,57;985,67;1,98;695;21,87;83245,37;183;4,70
2019T1;2;Albacete;387818;19,24;40,51;22,82;2,50;29,00;17597,00;19036,00;15728,00;47,13;17,85;102,86;92,79;74,65;64,60;2,37;-1,25;949,07;5,11;868;23,27;100898,38;145;4,31
2019T2;2;Albacete;387818;19,24;40,51;22,82;2,50;29,00;17597,00;19036,00;15728,00;46,05;17,70;104,26;96,07;75,33;65,50;2,35;-1,14;983,10;5,11;813;31,00;86179,18;156;4,47
2019T3;2;Albacete;387818;19,24;40,51;22,82;2,50;29,00;17597,00;19036,00;15728,00;46,80;16,50;103,44;93,19;75,74;64,70;2,15;-1,19;956,57;5,11;757;29,06;100865,98;217;4,35
2019T4;2;Albacete;387818;19,24;40,51;22,82;2,50;29,00;17597,00;19036,00;15728,00;46,27;16,69;105,09;96,93;75,80;63,00;1,99;-1,08;964,44;5,11;732;27,32;97025,34;275;4,38
2020T1;2;Albacete;387838;19,09;40,64;23,03;2,50;29,40;17961,00;19207,00;16327,00;44,85;20,72;103,45;92,62;75,41;63,80;2,03;-1,14;924,57;2,94;794;26,70;87523,50;201;4,12
2020T2;2;Albacete;387838;19,09;40,64;23,03;2,50;29,40;17961,00;19207,00;16327,00;44,23;17,41;103,42;93,31;76,50;64,20;1,91;-1,64;919,91;2,94;393;21,12;84649,64;261;4,10
2020T3;2;Albacete;387838;19,09;40,64;23,03;2,50;29,40;17961,00;19207,00;16327,00;46,61;17,48;102,92;92,71;76,79;63,60;1,94;-1,62;928,48;2,94;734;24,52;100998,42;135;4,14
2020T4;2;Albacete;387838;19,09;40,64;23,03;2,50;29,40;17961,00;19207,00;16327,00;48,63;17,44;104,16;97,76;76,70;65,20;1,80;-1,19;951,02;2,94;750;20,80;88795,77;235;4,24
2021T1;2;Albacete;386726;19,02;40,98;22,96;2,50;29,80;18798,00;20195,00;17010,00;46,10;19,93;104,17;94,96;75,62;64,70;1,72;-0,80;933,78;2,07;835;22,40;101690,08;272;3,97
2021T2;2;Albacete;386726;19,02;40,98;22,96;2,50;29,80;18798,00;20195,00;17010,00;49,21;14,49;106,58;100,28;78,32;64,90;1,62;0,07;980,87;2,07;876;23,17;95605,96;237;4,17
2021T3;2;Albacete;386726;19,02;40,98;22,96;2,50;29,80;18798,00;20195,00;17010,00;49,31;15,67;106,59;99,76;79,09;65,20;1,59;0,74;963,02;2,07;943;21,95;100413,07;142;4,10
2021T4;2;Albacete;386726;19,02;40,98;22,96;2,50;29,80;18798,00;20195,00;17010,00;48,04;12,02;110,70;105,01;79,77;65,40;1,54;0,76;1017,20;2,07;792;19,44;96015,48;169;4,33
2022T1;2;Albacete;385967;18,90;41,01;23,28;2,50;30,10;19680,00;21243,00;17726,00;47,94;16,62;113,03;105,46;81,01;65,20;1,60;0,72;1045,23;9,57;973;15,72;104749,00;126;4,25
2022T2;2;Albacete;385967;18,90;41,01;23,28;2,50;30,10;19680,00;21243,00;17726,00;50,21;12,65;117,56;114,52;83,04;65,20;1,74;0,98;1098,47;9,57;1195;28,20;100134,92;148;4,47
2022T3;2;Albacete;385967;18,90;41,01;23,28;2,50;30,10;19680,00;21243,00;17726,00;50,69;11,01;118,75;110,54;84,29;64,60;2,14;0,87;1103,40;9,57;1006;17,20;103799,76;153;4,49
2022T4;2;Albacete;385967;18,90;41,01;23,28;2,50;30,10;19680,00;21243,00;17726,00;51,96;11,11;118,75;115,01;82,98;63,90;2,87;0,30;1110,19;9,57;855;13,92;105656,91;174;4,51
2023T1;2;Albacete;387529;18,82;41,02;23,53;2,50;30,50;20702,00;22312,00;18711,00;50,78;13,89;119,05;112,83;82,32;63,00;3,59;-0,75;1131,85;8,28;1050;23,81;98798,10;123;4,37
2023T2;2;Albacete;387529;18,82;41,02;23,53;2,50;30,50;20702,00;22312,00;18711,00;51,81;12,74;121,21;116,60;84,69;62,70;3,89;-2,01;1152,91;8,28;927;19,74;105783,05;373;4,46
2023T3;2;Albacete;387529;18,82;41,02;23,53;2,50;30,50;20702,00;22312,00;18711,00;52,93;9,11;122,37;112,78;85,16;62,20;4,06;-3,14;1204,87;8,28;865;15,14;94826,99;194;4,66
2023T4;2;Albacete;387529;18,82;41,02;23,53;2,50;30,50;20702,00;22312,00;18711,00;50,47;12,09;123,44;117,61;84,71;61,40;4,03;-3,14;1215,07;8,28;834;25,54;105914,66;155;4,70
2024T1;2;Albacete;389070;18,82;41,02;23,53;2,50;30,50;21576,00;23309,00;19449,00;48,39;13,23;123,63;113,32;86,38;61,50;3,69;-2,61;1242,40;8,61;909;21,89;99133,94;334;4,61
2024T2;2;Albacete;389070;18,82;41,02;23,53;2,50;30,50;21576,00;23309,00;19449,00;50,34;10,74;125,74;117,41;89,16;63,00;3,55;-1,79;1265,61;8,61;950;16,21;93165,25;156;4,69
2024T3;2;Albacete;389070;18,82;41,02;23,53;2,50;30,50;21576,00;23309,00;19449,00;51,66;9,92;124,93;114,16;91,03;63,30;3,45;-0,62;1253,92;8,61;988;19,23;103397,32;243;4,65
2024T4;2;Albacete;389070;18,82;41,02;23,53;2,50;30,50;21576,00;23309,00;19449,00;50,29;11,37;126,09;118,19;92,05;64,10;3,17;0,21;1297,60;8,61;969;18,27;97640,55;349;4,81
2015T1;3;Alicante/Alacant;1838578;19,43;41,24;21,53;2,50;28,70;15425,00;16864,00;13716,00;42,37;26,42;98,85;90,33;58,07;60,70;2,61;-3,78;1202,05;-0,25;6443;24,55;85465,90;1224;6,23
2015T2;3;Alicante/Alacant;1838578;19,43;41,24;21,53;2,50;28,70;15425,00;16864,00;13716,00;44,29;24,11;101,00;93,72;60,38;61,80;2,51;-3,32;1250,30;-0,25;6624;20,47;78483,42;1408;6,48
2015T3;3;Alicante/Alacant;1838578;19,43;41,24;21,53;2,50;28,70;15425,00;16864,00;13716,00;44,60;23,39;99,94;90,26;60,22;62,30;2,45;-3,36;1223,02;-0,25;7388;19,49;80680,79;1305;6,34
2015T4;3;Alicante/Alacant;1838578;19,43;41,24;21,53;2,50;28,70;15425,00;16864,00;13716,00;44,96;22,96;100,21;92,91;60,29;63,20;2,43;-3,27;1242,99;-0,25;6403;16,88;84031,21;1291;6,45
2016T1;3;Alicante/Alacant;1837873;18,87;41,52;21,80;2,50;28,70;15597,00;17079,00;13845,00;44,31;23,62;97,86;88,55;61,04;63,90;2,33;-3,32;1202,41;-0,77;7130;18,25;84665,62;1737;6,17
2016T2;3;Alicante/Alacant;1837873;18,87;41,52;21,80;2,50;28,70;15597,00;17079,00;13845,00;46,70;22,74;99,65;92,68;61,48;63,80;2,32;-3,60;1219,97;-0,77;7999;15,99;80201,87;2038;6,26
2016T3;3;Alicante/Alacant;1837873;18,87;41,52;21,80;2,50;28,70;15597,00;17079,00;13845,00;48,62;18,61;99,26;89,74;61,35;63,80;2,37;-3,16;1231,39;-0,77;7774;16,77;86061,97;1222;6,32
2016T4;3;Alicante/Alacant;1837873;18,87;41,52;21,80;2,50;28,70;15597,00;17079,00;13845,00;47,93;18,21;100,80;93,20;61,33;64,20;2,27;-3,10;1243,17;-0,77;6786;15,43;85374,60;1361;6,38
2017T1;3;Alicante/Alacant;1836715;18,40;41,70;22,11;2,50;28,70;15938,00;17470,00;14127,00;47,13;19,77;100,57;90,09;62,18;64,80;2,24;-2,96;1257,20;1,76;8425;15,94;86744,57;1641;6,31
2017T2;3;Alicante/Alacant;1836715;18,40;41,70;22,11;2,50;28,70;15938,00;17470,00;14127,00;47,89;18,48;101,60;93,77;62,62;65,00;2,17;-2,83;1258,92;1,76;9066;14,03;83617,33;1570;6,32
2017T3;3;Alicante/Alacant;1836715;18,40;41,70;22,11;2,50;28,70;15938,00;17470,00;14127,00;49,01;16,22;100,97;91,13;63,16;64,90;2,22;-2,84;1243,08;1,76;8693;18,77;89029,37;2323;6,24
2017T4;3;Alicante/Alacant;1836715;18,40;41,70;22,11;2,50;28,70;15938,00;17470,00;14127,00;47,94;17,96;102,39;94,80;63,88;65,60;2,15;-2,79;1282,81;1,76;8533;18,53;87258,71;2066;6,44
2018T1;3;Alicante/Alacant;1839319;18,10;41,79;22,32;2,50;28,90;16467,00;18021,00;14652,00;47,14;18,30;101,57;91,97;64,31;65,50;2,23;-2,60;1294,37;10,25;10185;14,62;87163,44;2152;6,29
2018T2;3;Alicante/Alacant;1839319;18,10;41,79;22,32;2,50;28,90;16467,00;18021,00;14652,00;48,30;15,60;103,57;95,37;65,14;64,90;2,20;-2,19;1315,53;10,25;10486;16,44;94088,65;1966;6,39
2018T3;3;Alicante/Alacant;1839319;18,10;41,79;22,32;2,50;28,90;16467,00;18021,00;14652,00;49,39;15,14;103,46;92,55;66,11;65,90;2,17;-1,81;1297,15;10,25;9918;15,88;96042,55;1359;6,30
2018T4;3;Alicante/Alacant;1839319;18,10;41,79;22,32;2,50;28,90;16467,00;18021,00;14652,00;47,86;15,63;104,13;96,51;66,53;66,50;2,26;-1,57;1343,18;10,25;8810;13,05;96610,32;2282;6,53
2019T1;3;Alicante/Alacant;1855384;17,99;41,87;22,48;2,50;28,90;17139,00;18730,00;15292,00;47,47;15,44;102,51;92,79;66,99;64,60;2,37;-1,25;1345,18;13,39;9633;14,52;95275,85;2411;6,28
2019T2;3;Alicante/Alacant;1855384;17,99;41,87;22,48;2,50;28,90;17139,00;18730,00;15292,00;49,99;14,71;104,11;96,07;68,23;65,50;2,35;-1,14;1368,83;13,39;9641;15,83;97090,73;1747;6,39
2019T3;3;Alicante/Alacant;1855384;17,99;41,87;22,48;2,50;28,90;17139,00;18730,00;15292,00;50,61;13,57;103,42;93,19;68,90;64,70;2,15;-1,19;1351,65;13,39;9156;18,45;94310,10;1606;6,31
2019T4;3;Alicante/Alacant;1855384;17,99;41,87;22,48;2,50;28,90;17139,00;18730,00;15292,00;49,95;15,68;104,45;96,93;69,04;63,00;1,99;-1,08;1373,05;13,39;8710;17,36;98293,39;1365;6,41
2020T1;3;Alicante/Alacant;1877627;17,96;41,87;22,64;2,50;29,20;16897,00;18327,00;15224,00;48,08;15,01;103,05;92,62;69,33;63,80;2,03;-1,14;1334,44;6,43;9033;15,88;93854,39;2351;6,32
2020T2;3;Alicante/Alacant;1877627;17,96;41,87;22,64;2,50;29,20;16897,00;18327,00;15224,00;44,23;18,41;103,23;93,31;69,32;64,20;1,91;-1,64;1302,40;6,43;4840;16,38;88389,73;1144;6,17
2020T3;3;Alicante/Alacant;1877627;17,96;41,87;22,64;2,50;29,20;16897,00;18327,00;15224,00;46,21;19,28;102,77;92,71;70,30;63,60;1,94;-1,62;1318,37;6,43;7117;18,70;107670,37;1363;6,24
2020T4;3;Alicante/Alacant;1877627;17,96;41,87;22,64;2,50;29,20;16897,00;18327,00;15224,00;45,92;19,41;103,59;97,76;70,18;65,20;1,80;-1,19;1338,22;6,43;7706;15,61;105851,33;1359;6,34
2021T1;3;Alicante/Alacant;1887036;17,84;41,93;22,90;2,50;29,60;17649,00;19108,00;15954,00;44,71;19,18;103,90;94,96;70,17;64,70;1,72;-0,80;1349,67;11,47;7886;17,35;99131,38;1308;6,12
2021T2;3;Alicante/Alacant;1887036;17,84;41,93;22,90;2,50;29,60;17649,00;19108,00;15954,00;45,83;18,24;106,22;100,28;72,31;64,90;1,62;0,07;1402,73;11,47;8313;15,04;96037,22;1729;6,36
2021T3;3;Alicante/Alacant;1887036;17,84;41,93;22,90;2,50;29,60;17649,00;19108,00;15954,00;46,46;18,49;106,53;99,76;73,79;65,20;1,59;0,74;1428,90;11,47;10060;15,24;105930,46;1684;6,48
2021T4;3;Alicante/Alacant;1887036;17,84;41,93;22,90;2,50;29,60;17649,00;19108,00;15954,00;47,00;18,91;110,01;105,01;74,93;65,40;1,54;0,76;1512,78;11,47;10197;14,55;108237,55;1805;6,86
2022T1;3;Alicante/Alacant;1907494;17,72;41,88;23,37;2,50;29,50;19112,00;20741,00;17259,00;49,21;14,97;112,44;105,46;76,45;65,20;1,60;0,72;1587,03;26,62;12177;12,76;103517,00;1527;6,64
2022T2;3;Alicante/Alacant;1907494;17,72;41,88;23,37;2,50;29,50;19112,00;20741,00;17259,00;48,84;14,39;116,15;114,52;78,11;65,20;1,74;0,98;1627,10;26,62;12383;12,31;104613,31;1623;6,81
2022T3;3;Alicante/Alacant;1907494;17,72;41,88;23,37;2,50;29,50;19112,00;20741,00;17259,00;50,02;13,65;117,72;110,54;78,89;64,60;2,14;0,87;1662,03;26,62;13629;13,98;103969,36;1172;6,96
2022T4;3;Alicante/Alacant;1907494;17,72;41,88;23,37;2,50;29,50;19112,00;20741,00;17259,00;50,63;15,57;117,43;115,01;78,72;63,90;2,87;0,30;1646,35;26,62;12366;12,54;111042,59;1567;6,89
2023T1;3;Alicante/Alacant;1955268;17,91;41,64;23,44;2,50;29,50;20186,00;21867,00;18291,00;48,92;15,90;118,26;112,83;79,02;63,00;3,59;-0,75;1719,20;19,89;13212;14,43;108876,86;1839;6,81
2023T2;3;Alicante/Alacant;1955268;17,91;41,64;23,44;2,50;29,50;20186,00;21867,00;18291,00;50,15;12,74;119,91;116,60;80,82;62,70;3,89;-2,01;1755,19;19,89;12657;14,31;99251,67;3236;6,96
2023T3;3;Alicante/Alacant;1955268;17,91;41,64;23,44;2,50;29,50;20186,00;21867,00;18291,00;52,16;11,60;121,24;112,78;82,90;62,20;4,06;-3,14;1822,41;19,89;12099;15,75;111830,18;1732;7,22
2023T4;3;Alicante/Alacant;1955268;17,91;41,64;23,44;2,50;29,50;20186,00;21867,00;18291,00;50,83;13,33;121,71;117,61;82,06;61,40;4,03;-3,14;1864,91;19,89;10643;14,60;112498,06;1691;7,39
2024T1;3;Alicante/Alacant;1993289;17,91;41,64;23,44;2,50;29,50;20984,00;22661,00;19102,00;48,09;14,37;122,17;113,32;84,15;61,50;3,69;-2,61;1906,31;20,54;12799;16,86;110229,67;1751;7,27
2024T2;3;Alicante/Alacant;1993289;17,91;41,64;23,44;2,50;29,50;20984,00;22661,00;19102,00;49,82;13,11;124,19;117,41;87,79;63,00;3,55;-1,79;1937,30;20,54;11725;19,61;109674,13;2892;7,39
2024T3;3;Alicante/Alacant;1993289;17,91;41,64;23,44;2,50;29,50;20984,00;22661,00;19102,00;48,98;13,77;123,85;114,16;90,21;63,30;3,45;-0,62;1991,44;20,54;14050;18,67;114542,00;2330;7,59
2024T4;3;Alicante/Alacant;1993289;17,91;41,64;23,44;2,50;29,50;20984,00;22661,00;19102,00;49,98;13,31;124,36;118,19;92,07;64,10;3,17;0,21;2060,84;20,54;13790;20,34;117628,61;1742;7,86
2015T1;4;Almería;694051;22,71;40,90;15,88;2,70;28,00;13424,00;14322,00;12290,00;42,68;30,66;99,01;90,33;53,94;60,70;2,61;-3,78;1065,84;1,67;1710;34,56;79717,33;119;6,35
2015T2;4;Almería;694051;22,71;40,90;15,88;2,70;28,00;13424,00;14322,00;12290,00;43,20;29,09;100,99;93,72;56,15;61,80;2,51;-3,32;1090,57;1,67;2085;44,46;78107,89;274;6,50
2015T3;4;Almería;694051;22,71;40,90;15,88;2,70;28,00;13424,00;14322,00;12290,00;41,79;31,08;99,67;90,26;56,78;62,30;2,45;-3,36;1092,81;1,67;1810;24,48;84010,57;154;6,51
2015T4;4;Almería;694051;22,71;40,90;15,88;2,70;28,00;13424,00;14322,00;12290,00;44,14;25,13;100,33;92,91;56,39;63,20;2,43;-3,27;1106,94;1,67;1700;28,65;74885,02;245;6,60
2016T1;4;Almería;700055;22,07;41,40;16,07;2,70;28,10;13661,00;14568,00;12517,00;44,93;24,39;97,97;88,55;56,88;63,90;2,33;-3,32;1057,26;0,28;2163;23,95;78138,15;194;6,19
2016T2;4;Almería;700055;22,07;41,40;16,07;2,70;28,10;13661,00;14568,00;12517,00;45,76;22,45;99,69;92,68;57,60;63,80;2,32;-3,60;1099,19;0,28;2025;22,52;80652,78;369;6,44
2016T3;4;Almería;700055;22,07;41,40;16,07;2,70;28,10;13661,00;14568,00;12517,00;46,75;22,65;99,29;89,74;57,55;63,80;2,37;-3,16;1083,55;0,28;3266;19,14;84484,46;266;6,35
2016T4;4;Almería;700055;22,07;41,40;16,07;2,70;28,10;13661,00;14568,00;12517,00;46,13;24,84;101,37;93,20;57,57;64,20;2,27;-3,10;1121,73;0,28;1855;30,78;83247,61;548;6,57
2017T1;4;Almería;704871;21,47;41,72;16,39;2,70;28,10;13914,00;14862,00;12716,00;48,07;21,37;100,92;90,09;58,08;64,80;2,24;-2,96;1119,48;-1,48;2046;27,13;84489,56;403;6,44
2017T2;4;Almería;704871;21,47;41,72;16,39;2,70;28,10;13914,00;14862,00;12716,00;46,72;23,03;101,84;93,77;58,98;65,00;2,17;-2,83;1114,64;-1,48;2472;25,57;81003,21;301;6,41
2017T3;4;Almería;704871;21,47;41,72;16,39;2,70;28,10;13914,00;14862,00;12716,00;44,30;27,65;101,07;91,13;59,67;64,90;2,22;-2,84;1087,38;-1,48;2157;23,92;79028,11;348;6,25
2017T4;4;Almería;704871;21,47;41,72;16,39;2,70;28,10;13914,00;14862,00;12716,00;46,64;25,43;103,04;94,80;60,15;65,60;2,15;-2,79;1121,93;-1,48;2226;28,48;73390,05;358;6,45
2018T1;4;Almería;707319;21,03;41,93;16,66;2,70;28,30;14469,00;15438,00;13258,00;46,94;23,49;101,89;91,97;60,44;65,50;2,23;-2,60;1117,29;6,10;2609;22,81;74446,04;299;6,18
2018T2;4;Almería;707319;21,03;41,93;16,66;2,70;28,30;14469,00;15438,00;13258,00;45,24;22,52;103,70;95,37;61,78;64,90;2,20;-2,19;1137,26;6,10;2563;22,20;76352,89;617;6,29
2018T3;4;Almería;707319;21,03;41,93;16,66;2,70;28,30;14469,00;15438,00;13258,00;43,97;25,53;103,37;92,55;62,89;65,90;2,17;-1,81;1113,59;6,10;2887;20,64;82761,64;594;6,16
2018T4;4;Almería;707319;21,03;41,93;16,66;2,70;28,30;14469,00;15438,00;13258,00;48,20;18,77;104,62;96,51;63,54;66,50;2,26;-1,57;1142,38;6,10;2504;23,32;88358,01;563;6,32
2019T1;4;Almería;714123;20,90;42,04;16,81;2,70;28,20;15233,00;16233,00;13983,00;49,80;16,06;102,75;92,79;64,02;64,60;2,37;-1,25;1147,36;10,26;2800;27,29;89393,42;560;6,03
2019T2;4;Almería;714123;20,90;42,04;16,81;2,70;28,20;15233,00;16233,00;13983,00;49,11;16,12;104,48;96,07;65,22;65,50;2,35;-1,14;1178,76;10,26;2942;24,27;85908,34;665;6,19
2019T3;4;Almería;714123;20,90;42,04;16,81;2,70;28,20;15233,00;16233,00;13983,00;46,40;19,75;103,62;93,19;66,60;64,70;2,15;-1,19;1156,49;10,26;2558;24,47;90868,32;634;6,07
2019T4;4;Almería;714123;20,90;42,04;16,81;2,70;28,20;15233,00;16233,00;13983,00;49,47;18,53;105,08;96,93;66,17;63,00;1,99;-1,08;1186,93;10,26;2446;21,75;86180,34;445;6,23
2020T1;4;Almería;724003;20,77;42,10;17,04;2,60;28,30;15595,00;16554,00;14384,00;48,93;19,71;103,77;92,62;66,67;63,80;2,03;-1,14;1147,70;5,94;2894;24,71;259728,18;538;5,89
2020T2;4;Almería;724003;20,77;42,10;17,04;2,60;28,30;15595,00;16554,00;14384,00;43,37;20,21;104,04;93,31;66,76;64,20;1,91;-1,64;1149,41;5,94;1602;20,35;78583,65;385;5,90
2020T3;4;Almería;724003;20,77;42,10;17,04;2,60;28,30;15595,00;16554,00;14384,00;44,08;26,55;103,35;92,71;67,44;63,60;1,94;-1,62;1127,92;5,94;2307;21,67;82099,66;543;5,79
2020T4;4;Almería;724003;20,77;42,10;17,04;2,60;28,30;15595,00;16554,00;14384,00;47,09;21,15;104,72;97,76;67,27;65,20;1,80;-1,19;1165,97;5,94;2508;20,93;85899,60;287;5,98
2021T1;4;Almería;730430;20,56;42,24;17,29;2,60;28,60;16220,00;17173,00;15021,00;50,78;17,53;104,44;94,96;67,10;64,70;1,72;-0,80;1134,98;8,85;2603;21,28;82166,06;471;5,60
2021T2;4;Almería;730430;20,56;42,24;17,29;2,60;28,60;16220,00;17173,00;15021,00;47,46;21,96;106,58;100,28;69,14;64,90;1,62;0,07;1192,25;8,85;3088;24,16;92758,08;761;5,88
2021T3;4;Almería;730430;20,56;42,24;17,29;2,60;28,60;16220,00;17173,00;15021,00;48,40;21,67;106,63;99,76;71,51;65,20;1,59;0,74;1229,22;8,85;4338;24,16;91946,65;393;6,06
2021T4;4;Almería;730430;20,56;42,24;17,29;2,60;28,60;16220,00;17173,00;15021,00;52,92;15,86;110,16;105,01;72,66;65,40;1,54;0,76;1274,10;8,85;3440;26,95;90586,15;409;6,28
2022T1;4;Almería;739541;20,53;42,24;17,48;2,60;28,80;16962,00;17904,00;15769,00;52,77;16,18;112,26;105,46;74,40;65,20;1,60;0,72;1303,91;16,80;3903;26,47;107203,92;86;6,15
2022T2;4;Almería;739541;20,53;42,24;17,48;2,60;28,80;16962,00;17904,00;15769,00;52,20;15,54;116,03;114,52;76,20;65,20;1,74;0,98;1336,37;16,80;3511;22,19;88198,89;567;6,30
2022T3;4;Almería;739541;20,53;42,24;17,48;2,60;28,80;16962,00;17904,00;15769,00;48,21;20,52;116,86;110,54;77,43;64,60;2,14;0,87;1355,27;16,80;4355;25,42;94631,60;453;6,39
2022T4;4;Almería;739541;20,53;42,24;17,48;2,60;28,80;16962,00;17904,00;15769,00;51,95;16,36;117,29;115,01;77,35;63,90;2,87;0,30;1345,03;16,80;3449;25,20;84768,42;767;6,34
2023T1;4;Almería;753364;20,56;42,21;17,64;2,60;28,90;18037,00;19041,00;16752,00;54,82;12,87;117,79;112,83;77,52;63,00;3,59;-0,75;1362,34;9,40;4032;31,30;89801,68;1143;6,04
2023T2;4;Almería;753364;20,56;42,21;17,64;2,60;28,90;18037,00;19041,00;16752,00;52,00;16,58;119,73;116,60;79,63;62,70;3,89;-2,01;1408,44;9,40;3504;23,32;96612,59;596;6,25
2023T3;4;Almería;753364;20,56;42,21;17,64;2,60;28,90;18037,00;19041,00;16752,00;49,96;19,86;120,75;112,78;81,93;62,20;4,06;-3,14;1442,46;9,40;3429;25,72;95738,99;409;6,40
2023T4;4;Almería;753364;20,56;42,21;17,64;2,60;28,90;18037,00;19041,00;16752,00;50,54;14,58;121,38;117,61;81,45;61,40;4,03;-3,14;1463,51;9,40;3079;22,96;96611,44;225;6,49
2024T1;4;Almería;760964;20,56;42,21;17,64;2,60;28,90;18733,00;19740,00;17452,00;52,63;15,90;121,65;113,32;83,66;61,50;3,69;-2,61;1481,87;12,98;3121;23,39;91330,37;442;6,33
2024T2;4;Almería;760964;20,56;42,21;17,64;2,60;28,90;18733,00;19740,00;17452,00;51,29;14,19;123,41;117,41;87,22;63,00;3,55;-1,79;1531,23;12,98;3410;22,17;102350,99;775;6,54
2024T3;4;Almería;760964;20,56;42,21;17,64;2,60;28,90;18733,00;19740,00;17452,00;49,16;16,22;122,68;114,16;90,57;63,30;3,45;-0,62;1523,23;12,98;3801;21,84;93871,59;739;6,51
2024T4;4;Almería;760964;20,56;42,21;17,64;2,60;28,90;18733,00;19740,00;17452,00;51,13;14,83;123,51;118,19;92,35;64,10;3,17;0,21;1573,65;12,98;3563;26,89;92642,66;1095;6,72
2015T1;5;Ávila;165694;17,56;37,48;29,89;2,30;36,70;15936,00;17351,00;14233,00;38,77;25,92;98,89;90,33;61,89;60,70;2,61;-3,78;814,27;0,25;260;34,62;79964,29;66;4,09
2015T2;5;Ávila;165694;17,56;37,48;29,89;2,30;36,70;15936,00;17351,00;14233,00;41,59;23,93;101,02;93,72;63,40;61,80;2,51;-3,32;826,87;0,25;233;23,18;69863,25;102;4,15
2015T3;5;Ávila;165694;17,56;37,48;29,89;2,30;36,70;15936,00;17351,00;14233,00;43,43;21,01;99,66;90,26;62,95;62,30;2,45;-3,36;835,72;0,25;226;26,99;86179,69;70;4,20
2015T4;5;Ávila;165694;17,56;37,48;29,89;2,30;36,70;15936,00;17351,00;14233,00;41,41;21,08;100,43;92,91;62,98;63,20;2,43;-3,27;881,67;0,25;206;28,64;82747,97;64;4,43
2016T1;5;Ávila;163669;17,11;37,67;30,29;2,30;37,00;15969,00;17386,00;14273,00;40,48;26,77;97,81;88,55;62,96;63,90;2,33;-3,32;830,97;1,31;245;25,71;73442,03;61;4,16
2016T2;5;Ávila;163669;17,11;37,67;30,29;2,30;37,00;15969,00;17386,00;14273,00;43,64;21,43;99,57;92,68;63,75;63,80;2,32;-3,60;848,41;1,31;236;24,58;67135,71;82;4,25
2016T3;5;Ávila;163669;17,11;37,67;30,29;2,30;37,00;15969,00;17386,00;14273,00;45,80;19,57;99,02;89,74;63,70;63,80;2,37;-3,16;848,33;1,31;236;25,00;84136,00;90;4,25
2016T4;5;Ávila;163669;17,11;37,67;30,29;2,30;37,00;15969,00;17386,00;14273,00;46,28;17,16;101,15;93,20;63,47;64,20;2,27;-3,10;877,68;1,31;251;23,11;72510,20;60;4,40
2017T1;5;Ávila;161782;16,66;37,72;30,76;2,30;36,60;16348,00;17813,00;14600,00;44,91;20,15;100,92;90,09;64,28;64,80;2,24;-2,96;852,21;2,33;249;30,52;75734,57;74;4,17
2017T2;5;Ávila;161782;16,66;37,72;30,76;2,30;36,60;16348,00;17813,00;14600,00;46,16;18,92;101,66;93,77;64,47;65,00;2,17;-2,83;852,46;2,33;266;22,18;80903,23;74;4,17
2017T3;5;Ávila;161782;16,66;37,72;30,76;2,30;36,60;16348,00;17813,00;14600,00;47,76;14,45;100,72;91,13;64,37;64,90;2,22;-2,84;821,58;2,33;324;23,46;78806,45;63;4,02
2017T4;5;Ávila;161782;16,66;37,72;30,76;2,30;36,60;16348,00;17813,00;14600,00;43,54;18,34;102,63;94,80;64,92;65,60;2,15;-2,79;857,20;2,33;296;23,99;84036,23;82;4,19
2018T1;5;Ávila;160104;16,31;37,75;31,10;2,30;37,20;16993,00;18557,00;15145,00;43,62;18,85;101,73;91,97;65,68;65,50;2,23;-2,60;852,74;4,54;302;25,50;84607,95;81;4,01
2018T2;5;Ávila;160104;16,31;37,75;31,10;2,30;37,20;16993,00;18557,00;15145,00;43,45;18,05;103,62;95,37;66,90;64,90;2,20;-2,19;858,28;4,54;336;24,11;79447,20;90;4,04
2018T3;5;Ávila;160104;16,31;37,75;31,10;2,30;37,20;16993,00;18557,00;15145,00;45,30;15,26;103,54;92,55;68,04;65,90;2,17;-1,81;872,29;4,54;311;21,54;78432,93;103;4,11
2018T4;5;Ávila;160104;16,31;37,75;31,10;2,30;37,20;16993,00;18557,00;15145,00;45,67;13,53;104,80;96,51;67,99;66,50;2,26;-1,57;860,95;4,54;349;18,62;85212,33;68;4,05
