periodo;codigo_provincia;provincia;comunidad_autonoma;poblacion_total;pct_18_34;pct_35_64;pct_65_mas;tamano_medio_hogar;pct_hogares_unipersonales;pct_poblacion_espanola;tasa_migracion_neta_exterior_por_1000_habitantes;salario_medio_anual_euros_total;salario_medio_anual_euros_hombre;salario_medio_anual_euros_mujer;tasa_actividad_pct_total;tasa_empleo_pct_total;tasa_paro_pct_total;renta_neta_media_por_hogar_eur;renta_mediana_por_unidad_consumo_eur;indice_precios_consumo_base_2015;indice_costes_construccion;tipo_interes_prestamos_vivienda_pct;importe_medio_hipoteca_vivienda_eur;valor_tasado_m2;ipv_general;compraventas_por_1000_hab;pct_compraventas_vivienda_nueva;visados_obra_nueva_por_1000_hab;plazas_hoteleras_por_1000_hab;pernoctaciones_por_habitante;valores_arrastrados;precio_m2_mercado;IAV_hombre;IAV_mujer;brecha_iav_absoluta;IAV_total
2020T2;9;Burgos;Castilla y León;357121,0;15,894;39,6;29,075;2,3;35,2;91,9;2,71;21007,0;23852,0;17666,0;54,88;47,38;13,67;32078,0;17850,0;103,45;93,307;1,907;98898,25;1109,1;72,549;1,467;22,71;0,997;3,183;0,042;0;1328,182;4,455;6,015;1,56;5,058
2020T3;9;Burgos;Castilla y León;357121,0;15,894;39,6;29,075;2,3;35,2;91,9;2,71;21007,0;23852,0;17666,0;57,36;50,66;11,68;32078,0;17850,0;103,13;92,713;1,937;111230,28;1101,6;72,382;2,223;18,77;0,448;20,594;0,578;0;1325,125;4,444;6,001;1,556;5,046
2020T4;9;Burgos;Castilla y León;357121,0;15,894;39,6;29,075;2,3;35,2;91,9;2,71;21007,0;23852,0;17666,0;57,01;51,65;9,4;32078,0;17850,0;104,12;97,763;1,8;114722,3;1122,9;72,332;2,851;22,2;0,482;14,738;0,216;0;1324,209;4,441;5,997;1,555;5,043
2021T1;9;Burgos;Castilla y León;356042,0;15,855;39,69;29,149;2,3;35,7;91,7;2,25;21891,0;24863,0;18429,0;56,53;50,99;9,8;33203,0;19250,0;104,03;94,957;1,72;99493,27;1118,6;72,356;2,8;25,98;0,764;13,151;0,172;0;1324,649;4,262;5,75;1,488;4,841
2021T2;9;Burgos;Castilla y León;356042,0;15,855;39,69;29,149;2,3;35,7;91,7;2,25;21891,0;24863,0;18429,0;56,87;51,07;10,21;33203,0;19250,0;106,23;100,28;1,62;99699,09;1111,5;74,437;2,882;24,17;0,351;17,348;0,374;0;1362,747;4,385;5,916;1,531;4,98
2021T3;9;Burgos;Castilla y León;356042,0;15,855;39,69;29,149;2,3;35,7;91,7;2,25;21891,0;24863,0;18429,0;57,8;52,68;8,86;33203,0;19250,0;106,84;99,757;1,593;100332,89;1123,8;75,445;3,556;31,91;1,694;22,846;1,049;0;1381,2;4,444;5,996;1,552;5,048
2021T4;9;Burgos;Castilla y León;356042,0;15,855;39,69;29,149;2,3;35,7;91,7;2,25;21891,0;24863,0;18429,0;57,78;52,21;9,65;33203,0;19250,0;110,61;105,007;1,543;111562,58;1138,7;76,225;2,803;20,84;0,438;20,857;0,731;0;1395,48;4,49;6,058;1,568;5,1
2022T1;9;Burgos;Castilla y León;354846,0;15,729;39,4;29,745;2,3;36,0;91,0;12,83;23002,0;26131,0;19442,0;58,15;52,44;9,83;34530,0;19950,0;112,77;105,46;1,597;105213,1;1167,7;77,597;3,824;28,45;0,524;22,486;0,594;0;1420,598;4,349;5,845;1,496;4,941
2022T2;9;Burgos;Castilla y León;354846,0;15,729;39,4;29,745;2,3;36,0;91,0;12,83;23002,0;26131,0;19442,0;58,35;51,89;11,08;34530,0;19950,0;116,48;114,52;1,737;106480,16;1147,2;79,21;3,494;17,74;0,769;25,769;0,975;0;1450,128;4,44;5,967;1,527;5,043
2022T3;9;Burgos;Castilla y León;354846,0;15,729;39,4;29,745;2,3;36,0;91,0;12,83;23002,0;26131,0;19442,0;58,69;55,11;6,09;34530,0;19950,0;118,09;110,537;2,143;111342,89;1175,3;80,393;3,754;22,0;1,229;26,012;1,331;0;1471,785;4,506;6,056;1,55;5,119
2022T4;9;Burgos;Castilla y León;354846,0;15,729;39,4;29,745;2,3;36,0;91,0;12,83;23002,0;26131,0;19442,0;58,25;54,05;7,22;34530,0;19950,0;117,99;115,007;2,867;103777,95;1161,3;79,321;3,444;25,61;0,699;23,326;0,856;0;1452,16;4,446;5,975;1,53;5,051
2023T1;9;Burgos;Castilla y León;357370,0;15,922;39,09;29,938;2,3;36,5;90,3;11,17;24046,0;27231,0;20463,0;57,13;52,55;8,02;36605,0;20650,0;118,09;112,827;3,593;107734,19;1143,1;79,538;3,361;18,73;1,545;22,644;0,669;0;1456,132;4,278;5,693;1,415;4,844
2023T2;9;Burgos;Castilla y León;357370,0;15,922;39,09;29,938;2,3;36,5;90,3;11,17;24046,0;27231,0;20463,0;55,97;51,57;7,85;36605,0;20650,0;119,6;116,6;3,887;100854,94;1150,2;81,46;3,489;18,36;0,63;25,191;1,081;0;1491,319;4,381;5,83;1,449;4,962
2023T3;9;Burgos;Castilla y León;357370,0;15,922;39,09;29,938;2,3;36,5;90,3;11,17;24046,0;27231,0;20463,0;56,88;53,0;6,82;36605,0;20650,0;120,95;112,777;4,057;98611,65;1136,2;82,365;3,405;17,75;0,585;25,743;1,354;0;1507,887;4,43;5,895;1,465;5,017
2023T4;9;Burgos;Castilla y León;357370,0;15,922;39,09;29,938;2,3;36,5;90,3;11,17;24046,0;27231,0;20463,0;57,25;52,57;8,18;36605,0;20650,0;121,65;117,607;4,03;107382,82;1169,3;82,077;2,661;15,46;0,921;23,587;0,89;0;1502,615;4,414;5,874;1,46;4,999
2024T1;9;Burgos;Castilla y León;359740,0;15,922;39,09;29,938;2,3;36,5;90,3;11,97;24884,0;28051,0;21360,0;57,25;52,54;8,24;36605,0;20650,0;122,17;113,317;3,693;115730,39;1193,9;84,235;3,091;21,85;1,445;22,071;0,713;1;1542,122;4,398;5,776;1,378;4,958
2024T2;9;Burgos;Castilla y León;359740,0;15,922;39,09;29,938;2,3;36,5;90,3;11,97;24884,0;28051,0;21360,0;55,99;52,27;6,65;36605,0;20650,0;124,11;117,41;3,55;103706,65;1205,5;87,058;3,222;17,86;0,634;24,394;1,063;1;1593,804;4,545;5,969;1,424;5,124
2024T3;9;Burgos;Castilla y León;359740,0;15,922;39,09;29,938;2,3;36,5;90,3;11,97;24884,0;28051,0;21360,0;57,69;53,96;6,47;36605,0;20650,0;123,34;114,163;3,45;103130,98;1179,8;88,944;4,011;19,47;0,503;24,601;1,348;1;1628,332;4,644;6,099;1,455;5,235
2024T4;9;Burgos;Castilla y León;359740,0;15,922;39,09;29,938;2,3;36,5;90,3;11,97;24884,0;28051,0;21360,0;55,61;52,08;6,35;36605,0;20650,0;124,32;118,19;3,167;106169,93;1212,3;90,75;3,928;18,19;1,479;22,414;0,944;1;1661,395;4,738;6,222;1,484;5,341
2015T1;39;Cantabria;Cantabria;585184,0;17,837;42,37;23,749;2,5;29,3;94,8;-1,2;18918,0;21498,0;15878,0;56,19;45,77;18,54;28197,0;15050,0;99,04;90,33;2,613;102283,15;1471,9;54,892;1,651;22,36;0,6;17,181;0,411;0;1418,255;5,278;7,146;1,868;5,997
2015T2;39;Cantabria;Cantabria;585184,0;17,837;42,37;23,749;2,5;29,3;94,8;-1,2;18918,0;21498,0;15878,0;55,89;45,75;18,15;28197,0;15050,0;100,68;93,72;2,507;103928,93;1512,4;57,68;1,825;20,22;0,484;29,927;1,062;0;1490,289;5,546;7,509;1,963;6,302
2015T3;39;Cantabria;Cantabria;585184,0;17,837;42,37;23,749;2,5;29,3;94,8;-1,2;18918,0;21498,0;15878,0;56,49;47,35;16,19;28197,0;15050,0;99,93;90,26;2,45;103702,26;1484,9;58,517;1,969;22,74;0,613;35,28;2,078;0;1511,915;5,626;7,618;1,991;6,394
2015T4;39;Cantabria;Cantabria;585184,0;17,837;42,37;23,749;2,5;29,3;94,8;-1,2;18918,0;21498,0;15878,0;55,77;45,89;17,71;28197,0;15050,0;100,36;92,907;2,427;103538,57;1442,4;57,713;1,911;20,21;0,384;21,244;0,693;0;1491,142;5,549;7,513;1,964;6,306
2016T1;39;Cantabria;Cantabria;582494,0;17,063;42,57;24,296;2,5;29,4;94,9;0,79;18905,0;21421,0;15974,0;55,67;45,15;18,9;28847,0;15050,0;98,2;88,55;2,33;99728,77;1452,2;57,714;1,995;22,38;0,532;18,047;0,533;0;1491,167;5,569;7,468;1,899;6,31
2016T2;39;Cantabria;Cantabria;582494,0;17,063;42,57;24,296;2,5;29,4;94,9;0,79;18905,0;21421,0;15974,0;56,16;47,57;15,31;28847,0;15050,0;99,44;92,68;2,323;111826,65;1493,4;58,903;2,022;21,9;0,47;28,771;1,078;0;1521,888;5,684;7,622;1,938;6,44
2016T3;39;Cantabria;Cantabria;582494,0;17,063;42,57;24,296;2,5;29,4;94,9;0,79;18905,0;21421,0;15974,0;56,46;49,39;12,53;28847,0;15050,0;99,63;89,743;2,367;115641,03;1458,9;58,947;2,134;16,89;0,493;35,118;2,292;0;1523,025;5,688;7,628;1,94;6,445
2016T4;39;Cantabria;Cantabria;582494,0;17,063;42,57;24,296;2,5;29,4;94,9;0,79;18905,0;21421,0;15974,0;56,2;48,95;12,89;28847,0;15050,0;101,34;93,203;2,273;100126,41;1457,6;59,067;1,988;19,17;0,47;21,558;0,759;0;1526,125;5,7;7,643;1,943;6,458
2017T1;39;Cantabria;Cantabria;581421,0;16,441;42,67;24,803;2,5;29,6;94,7;2,24;19267,0;21881,0;16218,0;55,64;47,81;14,07;29534,0;15750,0;101,03;90,093;2,237;101418,63;1495,4;59,425;2,444;17,31;0,447;18,614;0,497;0;1535,375;5,614;7,574;1,96;6,375
2017T2;39;Cantabria;Cantabria;581421,0;16,441;42,67;24,803;2,5;29,6;94,7;2,24;19267,0;21881,0;16218,0;55,87;48,03;14,03;29534,0;15750,0;101,39;93,773;2,17;103211,68;1473,5;61,331;2,269;20,09;0,494;30,133;1,287;0;1584,62;5,794;7,817;2,023;6,58
2017T3;39;Cantabria;Cantabria;581421,0;16,441;42,67;24,803;2,5;29,6;94,7;2,24;19267,0;21881,0;16218,0;55,78;48,72;12,67;29534,0;15750,0;101,26;91,133;2,217;110655,01;1477,0;61,652;2,482;21,21;0,664;35,3;2,255;0;1592,914;5,824;7,858;2,034;6,614
2017T4;39;Cantabria;Cantabria;581421,0;16,441;42,67;24,803;2,5;29,6;94,7;2,24;19267,0;21881,0;16218,0;55,85;48,32;13,49;29534,0;15750,0;102,81;94,803;2,153;106339,14;1468,6;61,686;2,334;17,32;0,585;21,481;0,796;0;1593,793;5,827;7,862;2,035;6,618
2018T1;39;Cantabria;Cantabria;581533,0;16,025;42,57;25,331;2,5;30,0;94,4;4,25;19890,0;22518,0;16851,0;54,72;47,9;12,46;30651,0;16450,0;101,9;91,97;2,227;104640,61;1428,1;62,835;2,899;16,96;0,91;19,047;0,558;0;1623,48;5,768;7,707;1,94;6,53
2018T2;39;Cantabria;Cantabria;581533,0;16,025;42,57;25,331;2,5;30,0;94,4;4,25;19890,0;22518,0;16851,0;55,15;48,77;11,57;30651,0;16450,0;103,39;95,373;2,197;103001,09;1450,2;64,887;2,516;16,27;0,917;30,219;1,234;0;1676,498;5,956;7,959;2,003;6,743
2018T3;39;Cantabria;Cantabria;581533,0;16,025;42,57;25,331;2,5;30,0;94,4;4,25;19890,0;22518,0;16851,0;55,1;50,14;8,99;30651,0;16450,0;103,64;92,553;2,167;106000,0;1437,1;65,149;2,842;20,51;0,813;36,672;2,371;0;1683,267;5,98;7,991;2,011;6,77
2018T4;39;Cantabria;Cantabria;581533,0;16,025;42,57;25,331;2,5;30,0;94,4;4,25;19890,0;22518,0;16851,0;54,29;49,04;9,68;30651,0;16450,0;104,53;96,513;2,26;105961,96;1479,5;65,534;2,877;17,45;0,82;22,013;0,841;0;1693,214;6,016;8,039;2,023;6,81
2019T1;39;Cantabria;Cantabria;581989,0;15,776;42,46;25,79;2,5;30,2;93,8;5,05;20078,0;22567,0;17295,0;54,84;48,15;12,2;31698,0;17150,0;103,0;92,79;2,37;100902,17;1456,2;66,415;3,038;18,55;0,751;18,956;0,552;0;1715,977;6,083;7,937;1,854;6,837
2019T2;39;Cantabria;Cantabria;581989,0;15,776;42,46;25,79;2,5;30,2;93,8;5,05;20078,0;22567,0;17295,0;54,46;49,55;9,01;31698,0;17150,0;104,39;96,067;2,35;101372,76;1469,9;66,331;2,744;17,22;1,01;30,954;1,325;0;1713,806;6,075;7,927;1,852;6,829
2019T3;39;Cantabria;Cantabria;581989,0;15,776;42,46;25,79;2,5;30,2;93,8;5,05;20078,0;22567,0;17295,0;55,19;50,37;8,73;31698,0;17150,0;103,9;93,19;2,153;99085,03;1490,2;66,692;2,485;12,1;0,966;37,215;2,357;0;1723,134;6,109;7,971;1,862;6,866
2019T4;39;Cantabria;Cantabria;581989,0;15,776;42,46;25,79;2,5;30,2;93,8;5,05;20078,0;22567,0;17295,0;55,73;49,5;11,18;31698,0;17150,0;105,01;96,93;1,99;106085,01;1447,4;66,941;2,622;13,17;0,864;22,503;0,813;0;1729,567;6,131;8,0;1,869;6,891
2020T1;39;Cantabria;Cantabria;583011,0;15,61;42,29;26,26;2,4;30,4;93,8;3,4;20011,0;22327,0;17430,0;54,37;48,34;11,09;31545,0;17150,0;103,63;92,617;2,03;99893,49;1455,0;67,06;2,698;15,89;0,542;17,054;0,415;0;1732,642;6,208;7,952;1,744;6,927
2020T2;39;Cantabria;Cantabria;583011,0;15,61;42,29;26,26;2,4;30,4;93,8;3,4;20011,0;22327,0;17430,0;51,55;44,46;13,76;31545,0;17150,0;103,6;93,307;1,907;107610,8;1411,9;67,186;1,75;18,43;0,662;3,898;0,063;0;1735,897;6,22;7,967;1,747;6,94
2020T3;39;Cantabria;Cantabria;583011,0;15,61;42,29;26,26;2,4;30,4;93,8;3,4;20011,0;22327,0;17430,0;55,21;48,58;12,02;31545,0;17150,0;103,41;92,713;1,937;109167,85;1449,9;67,611;2,412;23,33;0,827;32,374;1,654;0;1746,878;6,259;8,018;1,759;6,984
2020T4;39;Cantabria;Cantabria;583011,0;15,61;42,29;26,26;2,4;30,4;93,8;3,4;20011,0;22327,0;17430,0;54,12;47,74;11,79;31545,0;17150,0;104,21;97,763;1,8;108366,7;1432,8;67,739;2,734;17,06;0,736;13,25;0,22;0;1750,185;6,271;8,033;1,762;6,997
2021T1;39;Cantabria;Cantabria;584708,0;15,531;42,17;26,659;2,4;30,7;93,6;3,74;20893,0;23255,0;18283,0;53,89;47,65;11,59;32734,0;17850,0;104,29;94,957;1,72;110515,26;1441,2;68,431;3,118;17,77;0,711;10,366;0,143;0;1768,065;6,082;7,736;1,654;6,77
2021T2;39;Cantabria;Cantabria;584708,0;15,531;42,17;26,659;2,4;30,7;93,6;3,74;20893,0;23255,0;18283,0;55,18;48,48;12,15;32734,0;17850,0;106,4;100,28;1,62;102257,46;1468,4;70,761;2,99;14,87;1,089;17,693;0,496;0;1828,265;6,289;8,0;1,71;7,0
2021T3;39;Cantabria;Cantabria;584708,0;15,531;42,17;26,659;2,4;30,7;93,6;3,74;20893,0;23255,0;18283,0;56,85;51,31;9,74;32734,0;17850,0;107,22;99,757;1,593;111035,13;1480,5;72,26;3,316;15,27;1,064;35,716;2,216;0;1866,995;6,423;8,169;1,747;7,149
2021T4;39;Cantabria;Cantabria;584708,0;15,531;42,17;26,659;2,4;30,7;93,6;3,74;20893,0;23255,0;18283,0;54,96;48,6;11,58;32734,0;17850,0;110,45;105,007;1,543;110769,8;1467,5;72,954;3,737;15,38;0,696;19,524;0,722;0;1884,926;6,484;8,248;1,763;7,217
2022T1;39;Cantabria;Cantabria;585450,0;15,516;41,88;27,23;2,4;31,1;93,1;10,82;22036,0;24544,0;19317,0;54,36;48,47;10,83;34461,0;18550,0;112,69;105,46;1,597;114087,99;1464,6;75,939;3,944;15,42;1,066;16,596;0,511;0;1962,05;6,395;8,126;1,73;7,123
2022T2;39;Cantabria;Cantabria;585450,0;15,516;41,88;27,23;2,4;31,1;93,1;10,82;22036,0;24544,0;19317,0;54,8;50,24;8,32;34461,0;18550,0;116,1;114,52;1,737;118476,33;1509,6;77,797;3,543;13,5;1,05;31,413;1,324;0;2010,056;6,552;8,325;1,773;7,297
2022T3;39;Cantabria;Cantabria;585450,0;15,516;41,88;27,23;2,4;31,1;93,1;10,82;22036,0;24544,0;19317,0;55,5;50,72;8,62;34461,0;18550,0;117,53;110,537;2,143;113705,44;1557,7;79,005;3,876;11,99;1,129;37,864;2,378;0;2041,267;6,653;8,454;1,8;7,411
2022T4;39;Cantabria;Cantabria;585450,0;15,516;41,88;27,23;2,4;31,1;93,1;10,82;22036,0;24544,0;19317,0;54,15;48,44;10,53;34461,0;18550,0;117,45;115,007;2,867;120114,44;1512,7;79,214;3,614;14,13;0,994;22,274;0,805;0;2046,667;6,671;8,476;1,805;7,43
2023T1;39;Cantabria;Cantabria;588387,0;15,667;41,6;27,571;2,4;31,4;92,6;8,51;22989,0;25604,0;20195,0;53,98;48,87;9,46;36412,0;19950,0;118,3;112,827;3,593;116471,78;1504,4;80,18;3,482;13,71;0,967;17,454;0,496;0;2071,626;6,473;8,206;1,734;7,209
2023T2;39;Cantabria;Cantabria;588387,0;15,667;41,6;27,571;2,4;31,4;92,6;8,51;22989,0;25604,0;20195,0;55,09;50,67;8,02;36412,0;19950,0;120,03;116,6;3,887;116442,59;1547,5;81,492;3,605;13,72;0,785;31,872;1,344;0;2105,524;6,579;8,341;1,762;7,327
2023T3;39;Cantabria;Cantabria;588387,0;15,667;41,6;27,571;2,4;31,4;92,6;8,51;22989,0;25604,0;20195,0;55,73;51,44;7,7;36412,0;19950,0;121,42;112,777;4,057;112028,67;1564,2;83,684;3,294;16,1;0,705;38,336;2,326;0;2162,159;6,756;8,565;1,809;7,524
2023T4;39;Cantabria;Cantabria;588387,0;15,667;41,6;27,571;2,4;31,4;92,6;8,51;22989,0;25604,0;20195,0;54,45;50,43;7,39;36412,0;19950,0;121,59;117,607;4,03;116611,78;1572,3;82,65;2,99;15,58;0,795;22,819;0,823;0;2135,443;6,672;8,459;1,787;7,431
2024T1;39;Cantabria;Cantabria;590851,0;15,667;41,6;27,571;2,4;31,4;92,6;8,55;23787,0;26455,0;20966,0;55,8;51,6;7,53;36412,0;19950,0;122,05;113,317;3,693;122117,48;1612,2;85,639;3,806;16,36;0,633;20,107;0,634;1;2212,671;6,691;8,443;1,752;7,442
2024T2;39;Cantabria;Cantabria;590851,0;15,667;41,6;27,571;2,4;31,4;92,6;8,55;23787,0;26455,0;20966,0;55,53;50,83;8,46;36412,0;19950,0;123,92;117,41;3,55;117435,56;1626,5;88,536;3,442;15,09;1,406;32,64;1,32;1;2287,521;6,917;8,728;1,811;7,693
2024T3;39;Cantabria;Cantabria;590851,0;15,667;41,6;27,571;2,4;31,4;92,6;8,55;23787,0;26455,0;20966,0;56,9;52,82;7,17;36412,0;19950,0;123,64;114,163;3,45;121711,43;1679,2;91,1;3,976;14,64;0,983;38,314;2,304;1;2353,768;7,118;8,981;1,863;7,916
2024T4;39;Cantabria;Cantabria;590851,0;15,667;41,6;27,571;2,4;31,4;92,6;8,55;23787,0;26455,0;20966,0;55,28;50,73;8,23;36412,0;19950,0;124,27;118,19;3,167;123564,23;1700,8;92,372;4,246;16,38;0,729;22,109;0,782;1;2386,633;7,217;9,107;1,889;8,027
2015T1;12;Castellón/Castelló;Comunitat Valenciana;577738,0;19,351;41,52;20,791;2,5;29,3;85,6;-3,04;17005,0;19381,0;14130,0;60,03;44,61;25,69;25493,0;12950,0;98,94;90,33;2,613;76129,12;1022,1;58,072;2,332;23,01;0,158;21,813;0,67;0;1023,153;4,223;5,793;1,569;4,813
2015T2;12;Castellón/Castelló;Comunitat Valenciana;577738,0;19,351;41,52;20,791;2,5;29,3;85,6;-3,04;17005,0;19381,0;14130,0;59,91;45,62;23,85;25493,0;12950,0;100,92;93,72;2,507;70749,04;1054,0;60,382;2,373;17,65;0,171;36,929;1,627;0;1063,852;4,391;6,023;1,632;5,005
2015T3;12;Castellón/Castelló;Comunitat Valenciana;577738,0;19,351;41,52;20,791;2,5;29,3;85,6;-3,04;17005,0;19381,0;14130,0;58,75;46,44;20,94;25493,0;12950,0;99,9;90,26;2,45;73037,0;1069,5;60,219;2,859;20,94;0,121;43,15;3,13;0;1060,981;4,379;6,007;1,628;4,991
2015T4;12;Castellón/Castelló;Comunitat Valenciana;577738,0;19,351;41,52;20,791;2,5;29,3;85,6;-3,04;17005,0;19381,0;14130,0;58,1;46,76;19,53;25493,0;12950,0;100,25;92,907;2,427;75934,55;1064,6;60,289;2,219;11,78;0,256;22,742;0,733;0;1062,214;4,385;6,014;1,629;4,997
2016T1;12;Castellón/Castelló;Comunitat Valenciana;575546,0;18,607;41,88;21,185;2,5;29,6;86,2;-0,77;17342,0;19877,0;14275,0;57,16;44,91;21,43;26457,0;13650,0;97,92;88,55;2,33;73461,45;1067,1;61,035;2,478;14,45;0,226;25,358;0,813;0;1075,357;4,328;6,027;1,698;4,961
2016T2;12;Castellón/Castelló;Comunitat Valenciana;575546,0;18,607;41,88;21,185;2,5;29,6;86,2;-0,77;17342,0;19877,0;14275,0;56,23;45,1;19,79;26457,0;13650,0;99,65;92,68;2,323;74950,71;1062,0;61,481;2,938;13,13;0,281;39,11;1,561;0;1083,215;4,36;6,071;1,711;4,997
2016T3;12;Castellón/Castelló;Comunitat Valenciana;575546,0;18,607;41,88;21,185;2,5;29,6;86,2;-0,77;17342,0;19877,0;14275,0;56,73;45,58;19,66;26457,0;13650,0;99,31;89,743;2,367;74821,74;1027,1;61,353;2,827;13,03;0,255;43,45;3,34;0;1080,96;4,351;6,058;1,707;4,987
2016T4;12;Castellón/Castelló;Comunitat Valenciana;575546,0;18,607;41,88;21,185;2,5;29,6;86,2;-0,77;17342,0;19877,0;14275,0;57,33;47,52;17,11;26457,0;13650,0;100,94;93,203;2,273;72995,17;1048,9;61,334;2,575;11,61;0,631;24,031;0,829;0;1080,625;4,349;6,056;1,707;4,985
2017T1;12;Castellón/Castelló;Comunitat Valenciana;575433,0;18,045;42,11;21,573;2,5;29,7;85,9;-0,61;17955,0;20760,0;14568,0;56,01;45,07;19,52;27398,0;14350,0;100,64;90,093;2,237;77139,28;1028,9;62,179;2,93;10,85;0,323;23,342;0,693;0;1095,513;4,222;6,016;1,794;4,881
2017T2;12;Castellón/Castelló;Comunitat Valenciana;575433,0;18,045;42,11;21,573;2,5;29,7;85,9;-0,61;17955,0;20760,0;14568,0;56,09;46,23;17,58;27398,0;14350,0;101,45;93,773;2,17;71486,52;1058,5;62,615;2,89;13,05;0,358;38,659;1,916;0;1103,195;4,251;6,058;1,807;4,915
2017T3;12;Castellón/Castelló;Comunitat Valenciana;575433,0;18,045;42,11;21,573;2,5;29,7;85,9;-0,61;17955,0;20760,0;14568,0;57,07;48,27;15,42;27398,0;14350,0;100,84;91,133;2,217;81303,71;1038,9;63,158;3,288;12,69;0,167;42,637;3,288;0;1112,762;4,288;6,111;1,823;4,958
2017T4;12;Castellón/Castelló;Comunitat Valenciana;575433,0;18,045;42,11;21,573;2,5;29,7;85,9;-0,61;17955,0;20760,0;14568,0;57,91;49,59;14,37;27398,0;14350,0;102,41;94,803;2,153;73040,0;1041,2;63,878;3,49;7,07;0,403;23,944;0,922;0;1125,447;4,337;6,18;1,843;5,015
2018T1;12;Castellón/Castelló;Comunitat Valenciana;576342,0;17,706;42,12;21,983;2,5;30,0;85,5;3,04;18576,0;21442,0;15155,0;57,73;48,02;16,82;28557,0;15050,0;101,46;91,97;2,227;72904,11;1033,7;64,306;3,76;15,46;0,212;23,281;0,788;0;1132,988;4,227;5,981;1,754;4,879
2018T2;12;Castellón/Castelló;Comunitat Valenciana;576342,0;17,706;42,12;21,983;2,5;30,0;85,5;3,04;18576,0;21442,0;15155,0;58,32;49,17;15,68;28557,0;15050,0;103,35;95,373;2,197;77950,46;1033,4;65,139;4,067;15,19;0,828;37,099;1,785;0;1147,665;4,282;6,058;1,776;4,943
2018T3;12;Castellón/Castelló;Comunitat Valenciana;576342,0;17,706;42,12;21,983;2,5;30,0;85,5;3,04;18576,0;21442,0;15155,0;57,93;49,53;14,49;28557,0;15050,0;103,29;92,553;2,167;74531,86;1043,3;66,11;3,999;10,37;0,448;42,161;3,128;0;1164,772;4,346;6,149;1,803;5,016
2018T4;12;Castellón/Castelló;Comunitat Valenciana;576342,0;17,706;42,12;21,983;2,5;30,0;85,5;3,04;18576,0;21442,0;15155,0;57,74;49,02;15,11;28557,0;15050,0;104,09;96,513;2,26;79542,51;1061,1;66,529;3,375;12,8;0,474;24,647;0,924;0;1172,155;4,373;6,188;1,814;5,048
2019T1;12;Castellón/Castelló;Comunitat Valenciana;579592,0;17,59;42,1;22,253;2,5;30,1;84,8;4,99;19281,0;22128,0;15895,0;57,44;49,14;14,46;29847,0;15750,0;102,45;92,79;2,37;77996,2;1088,4;66,986;4,165;16,28;0,349;23,315;0,78;0;1180,206;4,267;5,94;1,673;4,897
2019T2;12;Castellón/Castelló;Comunitat Valenciana;579592,0;17,59;42,1;22,253;2,5;30,1;84,8;4,99;19281,0;22128,0;15895,0;56,97;48,85;14,25;29847,0;15750,0;104,04;96,067;2,35;74494,75;1071,6;68,229;4,005;10,51;0,676;38,937;1,892;0;1202,106;4,346;6,05;1,704;4,988
2019T3;12;Castellón/Castelló;Comunitat Valenciana;579592,0;17,59;42,1;22,253;2,5;30,1;84,8;4,99;19281,0;22128,0;15895,0;58,52;51,5;12,01;29847,0;15750,0;103,42;93,19;2,153;76119,83;1058,8;68,896;3,787;12,8;0,242;43,395;3,215;0;1213,858;4,388;6,109;1,721;5,036
2019T4;12;Castellón/Castelló;Comunitat Valenciana;579592,0;17,59;42,1;22,253;2,5;30,1;84,8;4,99;19281,0;22128,0;15895,0;59,38;50,89;14,29;29847,0;15750,0;104,59;96,93;1,99;79567,38;1066,6;69,038;3,168;13,83;0,733;24,726;0,913;0;1216,36;4,398;6,122;1,724;5,047
2020T1;12;Castellón/Castelló;Comunitat Valenciana;584201,0;17,526;42,03;22,524;2,5;30,4;84,8;2,33;19556,0;22288,0;16290,0;58,56;50,48;13,81;29875,0;15750,0;103,37;92,617;2,03;78536,09;1040,0;69,334;3,396;11,54;0,294;19,695;0,529;0;1221,575;4,385;5,999;1,614;4,997
2020T2;12;Castellón/Castelló;Comunitat Valenciana;584201,0;17,526;42,03;22,524;2,5;30,4;84,8;2,33;19556,0;22288,0;16290,0;56,77;48,57;14,44;29875,0;15750,0;103,32;93,307;1,907;72804,17;1030,5;69,322;2,208;9,46;0,601;4,223;0,062;0;1221,364;4,384;5,998;1,614;4,996
2020T3;12;Castellón/Castelló;Comunitat Valenciana;584201,0;17,526;42,03;22,524;2,5;30,4;84,8;2,33;19556,0;22288,0;16290,0;58,54;49,9;14,77;29875,0;15750,0;102,97;92,713;1,937;51929,99;1052,2;70,301;2,653;13,35;0,265;33,597;1,329;0;1238,612;4,446;6,083;1,637;5,067
2020T4;12;Castellón/Castelló;Comunitat Valenciana;584201,0;17,526;42,03;22,524;2,5;30,4;84,8;2,33;19556,0;22288,0;16290,0;58,0;49,81;14,12;29875,0;15750,0;103,93;97,763;1,8;88766,26;1050,9;70,184;3,374;17,0;0,496;15,588;0,287;0;1236,551;4,438;6,073;1,634;5,059
2021T1;12;Castellón/Castelló;Comunitat Valenciana;587632,0;17,521;42,03;22,798;2,4;30,7;84,6;3,9;20449,0;23428,0;16940,0;55,89;46,97;15,95;31163,0;16450,0;103,89;94,957;1,72;84305,28;1036,2;70,174;3,72;15,83;0,698;10,116;0,143;0;1236,375;4,222;5,839;1,617;4,837
