periodo;codigo_provincia;provincia;comunidad_autonoma;poblacion_total;pct_18_34;pct_35_64;pct_65_mas;tamano_medio_hogar;pct_hogares_unipersonales;pct_poblacion_espanola;tasa_migracion_neta_exterior_por_1000_habitantes;salario_medio_anual_euros_total;salario_medio_anual_euros_hombre;salario_medio_anual_euros_mujer;tasa_actividad_pct_total;tasa_empleo_pct_total;tasa_paro_pct_total;renta_neta_media_por_hogar_eur;renta_mediana_por_unidad_consumo_eur;indice_precios_consumo_base_2015;indice_costes_construccion;tipo_interes_prestamos_vivienda_pct;importe_medio_hipoteca_vivienda_eur;valor_tasado_m2;ipv_general;compraventas_por_1000_hab;pct_compraventas_vivienda_nueva;visados_obra_nueva_por_1000_hab;plazas_hoteleras_por_1000_hab;pernoctaciones_por_habitante;valores_arrastrados;precio_m2_mercado;IAV_hombre;IAV_mujer;brecha_iav_absoluta;IAV_total
2024T3;38;Santa Cruz de Tenerife;Canarias;1078864,0;19,668;44,68;20,889;2,6;29,6;84,8;11,77;21321,0;22143,0;20456,0;58,82;50,72;13,78;35654,0;17150,0;123,86;114,163;3,45;134283,97;1816,1;90,57;2,832;29,92;0,303;94,007;6,748;1;1994,674;7,207;7,801;0,594;7,484
2024T4;38;Santa Cruz de Tenerife;Canarias;1078864,0;19,668;44,68;20,889;2,6;29,6;84,8;11,77;21321,0;22143,0;20456,0;57,62;50,83;11,78;35654,0;17150,0;124,58;118,19;3,167;132967,47;1873,7;92,176;2,454;32,82;0,343;95,259;6,49;1;2030,044;7,334;7,939;0,605;7,617
2015T1;40;Segovia;Castilla y León;157578,0;18,513;38,7;26,464;2,5;32,6;89,2;-1,06;17008,0;18651,0;15057,0;60,43;50,79;15,95;26594,0;13650,0;98,76;90,33;2,613;91878,45;999,8;61,891;1,612;20,87;0,489;33,241;0,711;0;999,885;4,289;5,313;1,024;4,703
2015T2;40;Segovia;Castilla y León;157578,0;18,513;38,7;26,464;2,5;32,6;89,2;-1,06;17008,0;18651,0;15057,0;60,7;52,13;14,11;26594,0;13650,0;100,85;93,72;2,507;89313,19;1014,5;63,405;1,618;14,9;0,831;35,202;1,113;0;1024,345;4,394;5,442;1,049;4,818
2015T3;40;Segovia;Castilla y León;157578,0;18,513;38,7;26,464;2,5;32,6;89,2;-1,06;17008,0;18651,0;15057,0;58,88;50,96;13,45;26594,0;13650,0;99,86;90,26;2,45;75995,65;1025,7;62,952;2,297;13,81;0,692;36,365;1,433;0;1017,026;4,362;5,404;1,041;4,784
2015T4;40;Segovia;Castilla y León;157578,0;18,513;38,7;26,464;2,5;32,6;89,2;-1,06;17008,0;18651,0;15057,0;58,84;49,57;15,75;26594,0;13650,0;100,53;92,907;2,427;101558,01;1018,8;62,984;1,663;18,32;0,571;34,569;1,109;0;1017,543;4,365;5,406;1,042;4,786
2016T1;40;Segovia;Castilla y León;155991,0;18,048;38,98;26,78;2,5;32,9;89,6;0,86;17097,0;18839,0;15040,0;59,39;49,12;17,28;27328,0;14350,0;98,27;88,55;2,33;88151,75;978,6;62,963;2,321;19,34;0,705;34,143;0,918;0;1017,204;4,32;5,411;1,091;4,76
2016T2;40;Segovia;Castilla y León;155991,0;18,048;38,98;26,78;2,5;32,9;89,6;0,86;17097,0;18839,0;15040,0;60,81;51,42;15,45;27328,0;14350,0;99,86;92,68;2,323;90317,6;1002,4;63,753;2,18;16,76;0,603;37,447;1,089;0;1029,967;4,374;5,479;1,105;4,819
2016T3;40;Segovia;Castilla y León;155991,0;18,048;38,98;26,78;2,5;32,9;89,6;0,86;17097,0;18839,0;15040,0;60,78;53,93;11,28;27328,0;14350,0;99,78;89,743;2,367;86279,33;989,1;63,699;2,257;18,75;0,718;38,423;1,606;0;1029,095;4,37;5,474;1,104;4,815
2016T4;40;Segovia;Castilla y León;155991,0;18,048;38,98;26,78;2,5;32,9;89,6;0,86;17097,0;18839,0;15040,0;61,12;53,4;12,63;27328,0;14350,0;101,71;93,203;2,273;99107,78;952,7;63,471;1,699;10,19;0,481;35,769;1,212;0;1025,411;4,354;5,454;1,1;4,798
2017T1;40;Segovia;Castilla y León;154854,0;17,594;39,11;27,163;2,5;32,9;89,5;1,38;17523,0;19458,0;15278,0;61,09;53,42;12,56;28014,0;15050,0;101,29;90,093;2,237;87144,8;972,7;64,277;2,493;19,43;0,601;33,137;0,902;0;1038,433;4,269;5,438;1,168;4,741
2017T2;40;Segovia;Castilla y León;154854,0;17,594;39,11;27,163;2,5;32,9;89,5;1,38;17523,0;19458,0;15278,0;60,44;53,3;11,8;28014,0;15050,0;102,07;93,773;2,17;89898,4;989,0;64,47;2,415;19,52;0,923;37,358;1,466;0;1041,551;4,282;5,454;1,172;4,755
2017T3;40;Segovia;Castilla y León;154854,0;17,594;39,11;27,163;2,5;32,9;89,5;1,38;17523,0;19458,0;15278,0;60,0;53,56;10,73;28014,0;15050,0;101,57;91,133;2,217;102552,88;974,3;64,374;2,467;9,16;0,549;38,016;1,711;0;1040,0;4,276;5,446;1,17;4,748
2017T4;40;Segovia;Castilla y León;154854,0;17,594;39,11;27,163;2,5;32,9;89,5;1,38;17523,0;19458,0;15278,0;58,06;50,74;12,6;28014,0;15050,0;103,35;94,803;2,153;90389,61;977,1;64,92;2,131;14,55;0,885;35,044;1,18;0;1048,821;4,312;5,492;1,18;4,788
2018T1;40;Segovia;Castilla y León;153983,0;17,322;39,18;27,443;2,4;33,1;89,0;5,28;17939,0;19896,0;15687,0;57,25;49,63;13,31;29158,0;15750,0;102,26;91,97;2,227;85571,43;1001,7;65,684;2,617;12,16;0,623;35,889;0,936;0;1061,163;4,267;5,412;1,145;4,732
2018T2;40;Segovia;Castilla y León;153983,0;17,322;39,18;27,443;2,4;33,1;89,0;5,28;17939,0;19896,0;15687,0;57,68;50,04;13,24;29158,0;15750,0;103,85;95,373;2,197;96290,84;974,2;66,904;2,728;10,24;0,701;37,911;1,305;0;1080,873;4,346;5,512;1,166;4,82
2018T3;40;Segovia;Castilla y León;153983,0;17,322;39,18;27,443;2,4;33,1;89,0;5,28;17939,0;19896,0;15687,0;57,76;51,14;11,45;29158,0;15750,0;103,89;92,553;2,167;98196,91;959,3;68,04;2,831;12,84;0,74;40,022;1,789;0;1099,226;4,42;5,606;1,186;4,902
2018T4;40;Segovia;Castilla y León;153983,0;17,322;39,18;27,443;2,4;33,1;89,0;5,28;17939,0;19896,0;15687,0;56,77;51,5;9,28;29158,0;15750,0;104,96;96,513;2,26;91061,03;986,8;67,992;2,708;7,19;0,578;36,411;1,3;0;1098,451;4,417;5,602;1,185;4,899
2019T1;40;Segovia;Castilla y León;153571,0;17,151;39,26;27,674;2,4;33,1;88,3;6,24;18459,0;20523,0;16111,0;56,28;50,72;9,87;30477,0;16450,0;103,35;92,79;2,37;97508,85;964,2;68,933;3,256;12,0;0,957;36,059;1,009;0;1113,653;4,341;5,53;1,189;4,826
2019T2;40;Segovia;Castilla y León;153571,0;17,151;39,26;27,674;2,4;33,1;88,3;6,24;18459,0;20523,0;16111,0;59,27;53,41;9,89;30477,0;16450,0;104,92;96,067;2,35;96271,26;960,9;70,466;2,93;14,22;0,612;38,662;1,512;0;1138,419;4,438;5,653;1,215;4,934
2019T3;40;Segovia;Castilla y León;153571,0;17,151;39,26;27,674;2,4;33,1;88,3;6,24;18459,0;20523,0;16111,0;60,24;55,14;8,46;30477,0;16450,0;104,24;93,19;2,153;99768,89;990,5;70,805;2,572;11,65;0,723;40,17;1,815;0;1143,896;4,459;5,68;1,221;4,958
2019T4;40;Segovia;Castilla y León;153571,0;17,151;39,26;27,674;2,4;33,1;88,3;6,24;18459,0;20523,0;16111,0;62,29;55,37;11,11;30477,0;16450,0;105,44;96,93;1,99;99007,97;986,7;71,386;2,754;17,26;1,302;36,244;1,337;0;1153,283;4,496;5,727;1,231;4,998
2020T1;40;Segovia;Castilla y León;153641,0;17,054;39,23;27,898;2,4;33,5;88,3;3,77;18909,0;20849,0;16687,0;58,63;53,14;9,38;30787,0;16450,0;104,03;92,617;2,03;101080,54;974,4;70,949;2,441;9,87;0,573;32,964;0,836;0;1146,223;4,398;5,495;1,097;4,849
2020T2;40;Segovia;Castilla y León;153641,0;17,054;39,23;27,898;2,4;33,5;88,3;3,77;18909,0;20849,0;16687,0;55,99;50,38;10,03;30787,0;16450,0;104,14;93,307;1,907;95220,34;966,6;72,549;1,211;11,29;0,547;0,0;0,0;0;1172,072;4,497;5,619;1,122;4,959
2020T3;40;Segovia;Castilla y León;153641,0;17,054;39,23;27,898;2,4;33,5;88,3;3,77;18909,0;20849,0;16687,0;59,4;54,08;8,96;30787,0;16450,0;103,65;92,713;1,937;102614,21;985,8;72,382;2,831;7,36;0,729;31,344;0,928;0;1169,374;4,487;5,606;1,119;4,947
2020T4;40;Segovia;Castilla y León;153641,0;17,054;39,23;27,898;2,4;33,5;88,3;3,77;18909,0;20849,0;16687,0;59,95;55,02;8,21;30787,0;16450,0;104,74;97,763;1,8;94272,06;967,9;72,332;3,3;15,19;0,814;20,986;0,284;0;1168,566;4,484;5,602;1,118;4,944
2021T1;40;Segovia;Castilla y León;153626,0;17,032;39,69;27,569;2,4;33,8;88,2;3,56;19566,0;21501,0;17367,0;56,46;50,94;9,78;32028,0;17150,0;104,99;94,957;1,72;94127,21;976,5;72,356;3,723;9,79;0,859;16,347;0,169;0;1168,954;4,349;5,385;1,035;4,78
2021T2;40;Segovia;Castilla y León;153626,0;17,032;39,69;27,569;2,4;33,8;88,2;3,56;19566,0;21501,0;17367,0;58,89;52,57;10,73;32028,0;17150,0;107,44;100,28;1,62;100441,56;963,1;74,437;3,248;10,82;0,905;28,962;0,594;0;1202,573;4,474;5,54;1,065;4,917
2021T3;40;Segovia;Castilla y León;153626,0;17,032;39,69;27,569;2,4;33,8;88,2;3,56;19566,0;21501,0;17367,0;58,88;54,29;7,79;32028,0;17150,0;107,78;99,757;1,593;96674,77;984,8;75,445;3,795;10,98;0,95;38,303;1,661;0;1218,858;4,535;5,615;1,08;4,984
2021T4;40;Segovia;Castilla y León;153626,0;17,032;39,69;27,569;2,4;33,8;88,2;3,56;19566,0;21501,0;17367,0;56,62;51,44;9,14;32028,0;17150,0;111,63;105,007;1,543;99916,43;987,4;76,225;3,775;11,38;1,015;35,895;1,202;0;1231,459;4,582;5,673;1,091;5,035
2022T1;40;Segovia;Castilla y León;153731,0;16,98;39,48;28,05;2,4;34,2;87,4;15,34;20391,0;22414,0;18136,0;56,75;51,83;8,67;33362,0;17850,0;114,12;105,46;1,597;94945,05;1022,8;77,597;3,968;10,49;1,008;35,18;0,977;0;1253,625;4,474;5,53;1,055;4,918
2022T2;40;Segovia;Castilla y León;153731,0;16,98;39,48;28,05;2,4;34,2;87,4;15,34;20391,0;22414,0;18136,0;58,24;53,88;7,48;33362,0;17850,0;118,3;114,52;1,737;106481,82;1053,8;79,21;3,786;13,57;0,69;38,444;1,431;0;1279,684;4,567;5,645;1,077;5,021
2022T3;40;Segovia;Castilla y León;153731,0;16,98;39,48;28,05;2,4;34,2;87,4;15,34;20391,0;22414,0;18136,0;58,91;53,13;9,82;33362,0;17850,0;119,72;110,537;2,143;106255,32;1030,4;80,393;4,118;6,95;0,911;39,235;1,751;0;1298,796;4,636;5,729;1,093;5,096
2022T4;40;Segovia;Castilla y León;153731,0;16,98;39,48;28,05;2,4;34,2;87,4;15,34;20391,0;22414,0;18136,0;56,53;52,51;7,12;33362,0;17850,0;119,72;115,007;2,867;114493,15;1061,1;79,321;3,727;17,98;0,677;35,87;1,241;0;1281,477;4,574;5,653;1,079;5,028
2023T1;40;Segovia;Castilla y León;155332,0;17,135;39,3;28,179;2,4;34,3;86,6;13,28;21502,0;23649,0;19143,0;57,25;53,06;7,32;35688,0;19250,0;120,07;112,827;3,593;106563,13;1101,9;79,538;4,867;18,52;1,011;34,674;1,091;0;1284,983;4,347;5,37;1,023;4,781
2023T2;40;Segovia;Castilla y León;155332,0;17,135;39,3;28,179;2,4;34,3;86,6;13,28;21502,0;23649,0;19143,0;60,66;56,76;6,43;35688,0;19250,0;121,75;116,6;3,887;101248,3;1092,6;81,46;3,959;13,01;1,191;36,172;1,475;0;1316,034;4,452;5,5;1,048;4,896
2023T3;40;Segovia;Castilla y León;155332,0;17,135;39,3;28,179;2,4;34,3;86,6;13,28;21502,0;23649,0;19143,0;59,33;53,2;10,32;35688,0;19250,0;122,99;112,777;4,057;101216,67;1102,6;82,365;3,451;10,26;1,629;38,045;1,87;0;1330,655;4,501;5,561;1,06;4,951
2023T4;40;Segovia;Castilla y León;155332,0;17,135;39,3;28,179;2,4;34,3;86,6;13,28;21502,0;23649,0;19143,0;58,45;53,66;8,19;35688,0;19250,0;123,37;117,607;4,03;108273,41;1144,3;82,077;3,618;13,7;2,949;34,614;1,335;0;1326,002;4,486;5,541;1,056;4,934
2024T1;40;Segovia;Castilla y León;156620,0;17,135;39,3;28,179;2,4;34,3;86,6;13,9;22430,0;24620,0;20060,0;58,73;54,66;6,93;35688,0;19250,0;124,02;113,317;3,693;94362,18;1142,0;84,235;3,684;17,68;1,609;34,483;1,127;1;1360,866;4,422;5,427;1,005;4,854
2024T2;40;Segovia;Castilla y León;156620,0;17,135;39,3;28,179;2,4;34,3;86,6;13,9;22430,0;24620,0;20060,0;59,79;55,31;7,49;35688,0;19250,0;125,95;117,41;3,55;107210,53;1143,8;87,058;3,384;10,38;1,43;38,026;1,63;1;1406,473;4,57;5,609;1,039;5,016
2024T3;40;Segovia;Castilla y León;156620,0;17,135;39,3;28,179;2,4;34,3;86,6;13,9;22430,0;24620,0;20060,0;57,57;54,37;5,56;35688,0;19250,0;125,63;114,163;3,45;107266,67;1178,7;88,944;4,457;9,6;1,098;40,169;1,963;1;1436,942;4,669;5,731;1,061;5,125
2024T4;40;Segovia;Castilla y León;156620,0;17,135;39,3;28,179;2,4;34,3;86,6;13,9;22430,0;24620,0;20060,0;58,92;54,92;6,79;35688,0;19250,0;125,96;118,19;3,167;111364,65;1194,1;90,75;4,674;18,44;1,066;38,26;1,527;1;1466,119;4,764;5,847;1,083;5,229
2015T1;41;Sevilla;Andalucía;1935135,0;20,993;41,37;17,312;2,8;22,5;96,7;-0,12;15920,0;17974,0;13397,0;60,24;40,74;32,38;25099,0;11550,0;99,02;90,33;2,613;85176,42;1268,1;53,938;1,534;18,63;0,183;14,651;0,552;0;1228,59;5,468;7,337;1,868;6,174
2015T2;41;Sevilla;Andalucía;1935135,0;20,993;41,37;17,312;2,8;22,5;96,7;-0,12;15920,0;17974,0;13397,0;60,53;42,79;29,31;25099,0;11550,0;100,76;93,72;2,507;88134,53;1279,3;56,15;1,535;16,84;0,232;14,869;0,828;0;1278,975;5,693;7,637;1,945;6,427
2015T3;41;Sevilla;Andalucía;1935135,0;20,993;41,37;17,312;2,8;22,5;96,7;-0,12;15920,0;17974,0;13397,0;59,99;41,25;31,23;25099,0;11550,0;99,86;90,26;2,45;90333,06;1259,7;56,783;1,592;12,27;0,194;14,338;0,763;0;1293,393;5,757;7,723;1,967;6,499
2015T4;41;Sevilla;Andalucía;1935135,0;20,993;41,37;17,312;2,8;22,5;96,7;-0,12;15920,0;17974,0;13397,0;60,19;42,69;29,08;25099,0;11550,0;100,36;92,907;2,427;91014,87;1278,3;56,39;1,305;10,97;0,167;15,253;0,753;0;1284,442;5,717;7,67;1,953;6,454
2016T1;41;Sevilla;Andalucía;1935590,0;20,329;41,88;17,513;2,7;22,6;96,8;0,63;16100,0;18171,0;13568,0;59,06;42,23;28,49;25670,0;11550,0;98,39;88,55;2,33;90164,74;1224,4;56,881;1,673;11,86;0,241;15,473;0,684;0;1295,625;5,704;7,639;1,935;6,438
2016T2;41;Sevilla;Andalucía;1935590,0;20,329;41,88;17,513;2,7;22,6;96,8;0,63;16100,0;18171,0;13568,0;58,95;43,02;27,01;25670,0;11550,0;99,95;92,68;2,323;87855,45;1243,5;57,602;1,851;10,55;0,26;15,588;0,876;0;1312,048;5,776;7,736;1,96;6,519
2016T3;41;Sevilla;Andalucía;1935590,0;20,329;41,88;17,513;2,7;22,6;96,8;0,63;16100,0;18171,0;13568,0;57,92;41,69;28,02;25670,0;11550,0;99,85;89,743;2,367;91202,03;1245,3;57,552;1,748;13,65;0,215;14,825;0,823;0;1310,909;5,771;7,729;1,958;6,514
2016T4;41;Sevilla;Andalucía;1935590,0;20,329;41,88;17,513;2,7;22,6;96,8;0,63;16100,0;18171,0;13568,0;58,78;42,89;27,03;25670,0;11550,0;101,46;93,203;2,273;91981,68;1207,7;57,569;1,485;9,11;0,254;15,501;0,776;0;1311,297;5,773;7,732;1,959;6,516
2017T1;41;Sevilla;Andalucía;1936735,0;19,756;42,14;17,873;2,7;22,9;96,6;1,44;16257,0;18386,0;13681,0;58,51;43,08;26,37;26334,0;12250,0;101,0;90,093;2,237;97087,03;1249,5;58,076;1,853;10,45;0,41;15,428;0,693;0;1322,845;5,756;7,735;1,979;6,51
2017T2;41;Sevilla;Andalucía;1936735,0;19,756;42,14;17,873;2,7;22,9;96,6;1,44;16257,0;18386,0;13681,0;58,63;44,12;24,76;26334,0;12250,0;101,73;93,773;2,17;100704,46;1256,0;58,983;1,973;11,02;0,371;15,48;0,946;0;1343,504;5,846;7,856;2,01;6,611
2017T3;41;Sevilla;Andalucía;1936735,0;19,756;42,14;17,873;2,7;22,9;96,6;1,44;16257,0;18386,0;13681,0;58,3;44,58;23,54;26334,0;12250,0;101,22;91,133;2,217;107414,57;1246,4;59,674;2,054;11,97;0,52;15,115;0,86;0;1359,244;5,914;7,948;2,034;6,689
2017T4;41;Sevilla;Andalucía;1936735,0;19,756;42,14;17,873;2,7;22,9;96,6;1,44;16257,0;18386,0;13681,0;58,34;45,26;22,42;26334,0;12250,0;102,67;94,803;2,153;99696,84;1261,6;60,148;1,764;9,95;0,206;15,535;0,84;0;1370,041;5,961;8,011;2,05;6,742
2018T1;41;Sevilla;Andalucía;1938007,0;19,325;42,31;18,259;2,7;23,2;96,5;2,35;16816,0;19014,0;14190,0;59,03;44,62;24,41;27535,0;12950,0;101,92;91,97;2,227;104739,54;1232,5;60,438;2,132;9,73;0,312;15,266;0,747;0;1376,646;5,792;7,761;1,969;6,549
2018T2;41;Sevilla;Andalucía;1938007,0;19,325;42,31;18,259;2,7;23,2;96,5;2,35;16816,0;19014,0;14190,0;58,63;45,64;22,16;27535,0;12950,0;103,57;95,373;2,197;102701,21;1257,0;61,785;2,327;10,22;0,378;15,926;0,977;0;1407,328;5,921;7,934;2,013;6,695
2018T3;41;Sevilla;Andalucía;1938007,0;19,325;42,31;18,259;2,7;23,2;96,5;2,35;16816,0;19014,0;14190,0;58,79;45,71;22,25;27535,0;12950,0;103,38;92,553;2,167;104358,98;1274,4;62,889;2,382;9,47;0,667;15,709;0,906;0;1432,475;6,027;8,076;2,049;6,815
2018T4;41;Sevilla;Andalucía;1938007,0;19,325;42,31;18,259;2,7;23,2;96,5;2,35;16816,0;19014,0;14190,0;59,39;46,95;20,94;27535,0;12950,0;104,18;96,513;2,26;107592,7;1302,6;63,535;2,311;12,13;0,44;16,244;0,908;0;1447,189;6,089;8,159;2,07;6,885
2019T1;41;Sevilla;Andalucía;1941191,0;19,053;42,39;18,674;2,7;23,3;96,1;3,97;17710,0;19982,0;15001,0;58,75;45,82;22,02;28874,0;13650,0;102,9;92,79;2,37;105736,5;1332,6;64,023;2,411;11,5;0,443;16,075;0,829;0;1458,305;5,838;7,777;1,939;6,587
2019T2;41;Sevilla;Andalucía;1941191,0;19,053;42,39;18,674;2,7;23,3;96,1;3,97;17710,0;19982,0;15001,0;59,01;46,13;21,83;28874,0;13650,0;104,2;96,067;2,35;109044,57;1290,1;65,216;2,476;12,05;0,749;16,334;1,042;0;1485,479;5,947;7,922;1,975;6,71
2019T3;41;Sevilla;Andalucía;1941191,0;19,053;42,39;18,674;2,7;23,3;96,1;3,97;17710,0;19982,0;15001,0;58,79;46,2;21,42;28874,0;13650,0;103,48;93,19;2,153;103855,35;1305,3;66,605;2,394;11,57;0,327;16,194;0,96;0;1517,117;6,074;8,091;2,017;6,853
2019T4;41;Sevilla;Andalucía;1941191,0;19,053;42,39;18,674;2,7;23,3;96,1;3,97;17710,0;19982,0;15001,0;59,0;46,77;20,74;28874,0;13650,0;104,52;96,93;1,99;114754,21;1321,6;66,17;2,201;12,55;0,497;16,607;0,924;0;1507,209;6,034;8,038;2,004;6,808
2020T1;41;Sevilla;Andalucía;1947848,0;18,9;42,47;18,981;2,7;23,7;96,0;2,37;17817,0;19963,0;15247,0;58,63;45,91;21,7;28912,0;13650,0;103,39;92,617;2,03;107903,85;1348,7;66,665;2,52;14,57;0,545;14,692;0,637;0;1518,484;6,085;7,967;1,882;6,818
2020T2;41;Sevilla;Andalucía;1947848,0;18,9;42,47;18,981;2,7;23,7;96,0;2,37;17817,0;19963,0;15247,0;53,94;42,89;20,5;28912,0;13650,0;103,66;93,307;1,907;104531,07;1300,6;66,762;1,529;17,39;0,297;1,88;0,031;0;1520,693;6,094;7,979;1,885;6,828
2020T3;41;Sevilla;Andalucía;1947848,0;18,9;42,47;18,981;2,7;23,7;96,0;2,37;17817,0;19963,0;15247,0;56,76;43,28;23,75;28912,0;13650,0;102,96;92,713;1,937;121236,81;1290,0;67,435;1,868;19,95;0,233;9,12;0,249;0;1536,023;6,155;8,059;1,904;6,897
2020T4;41;Sevilla;Andalucía;1947848,0;18,9;42,47;18,981;2,7;23,7;96,0;2,37;17817,0;19963,0;15247,0;57,53;44,63;22,44;28912,0;13650,0;103,91;97,763;1,8;118755,83;1324,9;67,267;2,19;14,65;0,788;9,867;0,168;0;1532,196;6,14;8,039;1,899;6,88
2021T1;41;Sevilla;Andalucía;1950056,0;18,828;42,5;19,311;2,7;24,1;95,9;0,58;18751,0;20995,0;16109,0;57,15;43,68;23,57;30254,0;14350,0;104,05;94,957;1,72;111257,87;1308,5;67,099;2,748;17,66;0,78;8,859;0,136;0;1528,369;5,824;7,59;1,766;6,521
2021T2;41;Sevilla;Andalucía;1950056,0;18,828;42,5;19,311;2,7;24,1;95,9;0,58;18751,0;20995,0;16109,0;58,38;45,83;21,5;30254,0;14350,0;106,23;100,28;1,62;113447,17;1333,9;69,143;2,848;14,48;0,509;10,935;0,312;0;1574,927;6,001;7,821;1,82;6,719
2021T3;41;Sevilla;Andalucía;1950056,0;18,828;42,5;19,311;2,7;24,1;95,9;0,58;18751,0;20995,0;16109,0;57,86;44,48;23,13;30254,0;14350,0;106,45;99,757;1,593;113567,97;1340,9;71,51;2,822;14,52;0,657;13,27;0,601;0;1628,842;6,207;8,089;1,883;6,949
2021T4;41;Sevilla;Andalucía;1950056,0;18,828;42,5;19,311;2,7;24,1;95,9;0,58;18751,0;20995,0;16109,0;58,43;46,75;19,98;30254,0;14350,0;109,87;105,007;1,543;117440,76;1376,8;72,659;3,096;26,83;0,971;15,128;0,726;0;1655,014;6,306;8,219;1,913;7,061
2022T1;41;Sevilla;Andalucía;1949558,0;18,83;42,46;19,639;2,6;24,5;95,6;5,91;19851,0;22308,0;16993,0;57,85;47,44;17,99;31899,0;15750,0;112,28;105,46;1,597;113721,27;1412,2;74,402;3,185;18,0;0,624;15,855;0,653;0;1694,716;6,078;7,978;1,901;6,83
2022T2;41;Sevilla;Andalucía;1949558,0;18,83;42,46;19,639;2,6;24,5;95,6;5,91;19851,0;22308,0;16993,0;57,5;47,2;17,92;31899,0;15750,0;115,9;114,52;1,737;122332,7;1374,3;76,202;2,975;13,09;0,534;16,745;0,974;0;1735,716;6,225;8,171;1,947;6,995
2022T3;41;Sevilla;Andalucía;1949558,0;18,83;42,46;19,639;2,6;24,5;95,6;5,91;19851,0;22308,0;16993,0;59,05;48,65;17,61;31899,0;15750,0;117,51;110,537;2,143;118820,8;1379,9;77,432;2,998;16,1;1,219;16,355;0,9;0;1763,733;6,325;8,303;1,978;7,108
2022T4;41;Sevilla;Andalucía;1949558,0;18,83;42,46;19,639;2,6;24,5;95,6;5,91;19851,0;22308,0;16993,0;57,86;48,58;16,03;31899,0;15750,0;117,58;115,007;2,867;123936,52;1427,8;77,353;3,138;15,29;0,748;16,866;0,877;0;1761,933;6,319;8,295;1,976;7,101
2023T1;41;Sevilla;Andalucía;1959394,0;18,993;42,35;19,954;2,6;24,9;95,2;5,65;21050,0;23662,0;18043,0;58,58;48,72;16,84;34269,0;16450,0;118,39;112,827;3,593;121139,96;1474,7;77,521;2,949;16,55;1,023;17,214;0,843;0;1765,76;5,97;7,829;1,859;6,711
2023T2;41;Sevilla;Andalucía;1959394,0;18,993;42,35;19,954;2,6;24,9;95,2;5,65;21050,0;23662,0;18043,0;58,02;47,57;18,01;34269,0;16450,0;119,93;116,6;3,887;118263,89;1469,7;79,633;2,856;18,8;0,537;17,415;1,04;0;1813,867;6,133;8,042;1,91;6,894
2023T3;41;Sevilla;Andalucía;1959394,0;18,993;42,35;19,954;2,6;24,9;95,2;5,65;21050,0;23662,0;18043,0;57,62;48,23;16,29;34269,0;16450,0;120,8;112,777;4,057;119389,58;1494,4;81,928;2,501;15,35;1,388;17,224;0,953;0;1866,142;6,309;8,274;1,965;7,092
2023T4;41;Sevilla;Andalucía;1959394,0;18,993;42,35;19,954;2,6;24,9;95,2;5,65;21050,0;23662,0;18043,0;58,09;48,91;15,79;34269,0;16450,0;121,63;117,607;4,03;126524,59;1534,2;81,449;2,399;18,72;1,334;17,228;0,974;0;1855,231;6,272;8,226;1,953;7,051
2024T1;41;Sevilla;Andalucía;1968624,0;18,993;42,35;19,954;2,6;24,9;95,2;5,57;21876,0;24598,0;18776,0;56,35;47,98;14,85;34269,0;16450,0;122,17;113,317;3,693;124567,17;1549,7;83,656;2,515;23,3;1,416;17,461;0,927;1;1905,502;6,197;8,119;1,922;6,968
2024T2;41;Sevilla;Andalucía;1968624,0;18,993;42,35;19,954;2,6;24,9;95,2;5,57;21876,0;24598,0;18776,0;57,82;49,36;14,63;34269,0;16450,0;123,94;117,41;3,55;117283,9;1567,1;87,224;2,732;20,69;1,476;17,919;1,112;1;1986,773;6,462;8,465;2,004;7,266
2024T3;41;Sevilla;Andalucía;1968624,0;18,993;42,35;19,954;2,6;24,9;95,2;5,57;21876,0;24598,0;18776,0;57,98;49,95;13,84;34269,0;16450,0;123,2;114,163;3,45;122839,04;1539,1;90,574;3,033;22,09;1,789;17,713;0,978;1;2063,079;6,71;8,79;2,081;7,545
2024T4;41;Sevilla;Andalucía;1968624,0;18,993;42,35;19,954;2,6;24,9;95,2;5,57;21876,0;24598,0;18776,0;58,21;50,94;12,49;34269,0;16450,0;124,02;118,19;3,167;129008,25;1592,2;92,35;3,169;25,81;1,931;18,019;1,015;1;2103,532;6,841;8,963;2,121;7,693
2015T1;42;Soria;Castilla y León;91454,0;17,519;36,53;30,951;2,4;34,7;92,0;-0,39;18334,0;19657,0;16787,0;57,54;48,61;15,52;27859,0;15050,0;98,85;90,33;2,613;93012,35;1026,1;61,891;2,012;38,59;0,776;36,922;0,611;0;1057,851;4,305;5,041;0,736;4,616
2015T2;42;Soria;Castilla y León;91454,0;17,519;36,53;30,951;2,4;34,7;92,0;-0,39;18334,0;19657,0;16787,0;55,86;47,2;15,51;27859,0;15050,0;100,61;93,72;2,507;74095,89;1068,4;63,405;1,487;31,62;0,908;41,146;1,054;0;1083,729;4,411;5,165;0,754;4,729
2015T3;42;Soria;Castilla y León;91454,0;17,519;36,53;30,951;2,4;34,7;92,0;-0,39;18334,0;19657,0;16787,0;55,84;49,17;11,95;27859,0;15050,0;99,94;90,26;2,45;76313,95;1081,1;62,952;1,673;32,03;0,754;40,753;1,347;0;1075,986;4,379;5,128;0,749;4,695
