codigo_provincia;provincia;anio;trimestre;tasa_actividad_pct_hombres;tasa_empleo_pct_hombres;tasa_paro_pct_hombres;tasa_actividad_pct_mujeres;tasa_empleo_pct_mujeres;tasa_paro_pct_mujeres;tasa_actividad_pct_total;tasa_empleo_pct_total;tasa_paro_pct_total;mes;fecha;periodo;codigo_ccaa;comunidad_autonoma;provincia_mapa;brecha_actividad_genero_pp;brecha_empleo_genero_pp;brecha_paro_genero_pp;viajeros_total;viajeros_residentes_espana;viajeros_residentes_extranjero;pernoctaciones_total;pernoctaciones_residentes_espana;pernoctaciones_residentes_extranjero;estancia_media_total;establecimientos_abiertos_estimados;habitaciones_estimadas;plazas_estimadas;personal_empleado_hoteles;grado_ocupacion_habitaciones_pct;grado_ocupacion_plazas_pct;grado_ocupacion_plazas_fin_semana_pct;poblacion_total;edad_media_aprox;pct_0_17;pct_18_34;pct_65_mas;indice_envejecimiento;tasa_dependencia;pct_mujeres;razon_masculinidad;tamano_medio_hogar;pct_hogares_unipersonales;pct_poblacion_espanola;hogares_1_persona_miles;hogares_2_personas_miles;hogares_3_personas_miles;4 y más;hogares_total_miles;pct_hogares_1_persona;tamano_medio_hogar_estimado;renta_bruta_media_por_hogar_eur;renta_bruta_media_por_persona_eur;renta_mediana_por_unidad_consumo_eur;renta_neta_media_por_hogar_eur;renta_neta_media_por_persona_eur;confianza_construccion_pct_neto;confianza_consumidor_pct_neto;confianza_industria_manufacturera_pct_neto;ipc_general_variacion_interanual_pct;pib_indice_volumen_base_2020;produccion_industrial_indice_base_2021;tasa_paro_nacional_pct;vab_construccion_indice_volumen_base_2020;salario_medio_anual_euros_total;salario_medio_anual_euros_hombre;salario_medio_anual_euros_mujer;brecha_salarial_genero_pct;alquiler_mensual_eur_m2_mediana_vivienda_colectiva;alquiler_mensual_total_eur_mediana_vivienda_colectiva;superficie_m2_mediana_vivienda_colectiva;observaciones_alquiler_vivienda_colectiva;ipv_general;ipv_vivienda_nueva;ipv_segunda_mano;ipva_indice_general;ipva_variacion_anual_general;valor_tasado_m2;precio_suelo_m2;superficie_m2;numero_transacciones;valor_transacciones_miles_euros;ipv_nacional_variacion_interanual_pct;ipc_alquiler_variacion_interanual_pct;indice_costes_construccion;compraventas_viviendas_total;compraventas_viviendas_nuevas;compraventas_viviendas_usadas;plazo_medio_hipotecas_meses;ratio_prestamo_valor_pct;prestamos_ltv_superior_80_pct;tipo_interes_prestamos_vivienda_pct;tasa_paro_joven_20_29_nacional_pct;ratio_precio_vivienda_renta_hogar_anios_nacional;esfuerzo_teorico_vivienda_pct_nacional;credito_vivienda_variacion_interanual_pct;rentabilidad_anual_vivienda_pct;rentabilidad_bruta_alquiler_pct;parque_viviendas_estimado_nacional;pct_vivienda_principal_propiedad_nacional;pct_vivienda_principal_alquiler_nacional;viajeros_por_1000_habitantes;pernoctaciones_por_habitante;plazas_hoteleras_por_1000_habitantes;transacciones_suelo_por_100000_habitantes;precio_vivienda_estimado_eur;IAV_total;IAV_hombre;IAV_mujer;anios_renta_neta_hogar_para_compra;anios_renta_bruta_hogar_para_compra;esfuerzo_alquiler_renta_neta_pct;alquiler_eur_m2_sobre_valor_tasado_m2_pct;valor_medio_transaccion_suelo_miles_eur;valor_suelo_estimado_miles_eur;valor_tasado_m2_variacion_interanual_pct;precio_suelo_m2_variacion_interanual_pct;viajeros_total_variacion_interanual_pct;pernoctaciones_total_variacion_interanual_pct;tasa_paro_pct_total_variacion_interanual_pct;valor_tasado_m2_lag_1t;valor_tasado_m2_lag_4t;valor_tasado_m2_media_movil_4t
1;Araba/Álava;2015;1;65.06;52.76;18.9;57.57;46.6;19.06;61.22;49.61;18.97;3;31/03/2015;2015T1;16;País Vasco;Araba/Álava;7.49;6.16;0.16;64321;51096;13226;113134;86935;26200;1.758896783;71;2146.333333;4135.666667;505.6666667;37.40333333;30.13666667;35.06333333;321541;44.23082922;17.1828787;17.67146336;22.52683173;131.1004525;62.86087042;50.58483988;97.68768713;2.4;30.6;92.1;;;;;;;;;;;;;-26.63333333;15.53333333;-0.591666667;-0.5;101.5625;97.06583333;22.0575;103.2025;;;;;;;;;59.408;50.673;61.346;;;1938.3;228.55;29.72;21;2780.6;1.5;-0.566666667;90.33;90748;23352;67396;275;60.7;13.2;2.613333333;36.56;6.58;31.13;-3.78;9.78;8.33;25201145;77.3;15.6;200.0398083;0.351849375;12.86201967;6.531048918;;;;;;;;;132.4095238;6.792506;;;;;;;;
1;Araba/Álava;2015;2;64.08;54.18;15.45;55.77;47.04;15.65;59.83;50.53;15.54;6;30/06/2015;2015T2;16;País Vasco;Araba/Álava;8.31;7.14;0.2;93503;66514;26989;157649;109499;48150;1.686031464;74.66666667;2220;4281;536.3333333;48.99;40.15;52.95333333;321541;44.23082922;17.1828787;17.67146336;22.52683173;131.1004525;62.86087042;50.58483988;97.68768713;2.4;30.6;92.1;;;;;;;;;;;;;-26.63333333;15.53333333;-0.591666667;-0.5;101.5625;97.06583333;22.0575;103.2025;;;;;;;;;60.423;48.757;63.517;;;2029.1;234.53;9.46;13;1751.3;4;-0.533333333;93.72;87612;18803;68809;276;61.8;14.5;2.506666667;34.66;6.69;31.27;-3.316666667;12.23;8.25;25190714.67;77.3;15.6;290.7965081;0.490292062;13.31400972;4.043030282;;;;;;;;;134.7153846;2.2186538;;;;;;1938.3;;1983.7
1;Araba/Álava;2015;3;63.39;55.19;12.93;52.59;45.34;13.79;57.86;50.14;13.33;9;30/09/2015;2015T3;16;País Vasco;Araba/Álava;10.8;9.85;0.86;133194;85875;47319;228603;157216;71386;1.71631605;73;2216;4272.666667;565.6666667;63.42333333;57.09;68.05333333;321541;44.23082922;17.1828787;17.67146336;22.52683173;131.1004525;62.86087042;50.58483988;97.68768713;2.4;30.6;92.1;;;;;;;;;;;;;-26.63333333;15.53333333;-0.591666667;-0.5;101.5625;97.06583333;22.0575;103.2025;;;;;;;;;60.399;48.788;63.472;;;1970.3;189.99;70.7;37;4477.02;4.5;-0.4;90.26;93115;18431;74684;273;62.3;14.9;2.45;33.58;6.64;30.85;-3.36;12.74;8.25;25182205.33;77.3;15.6;414.2364426;0.710960655;13.28809286;11.50708619;;;;;;;;;121.0005405;13.432293;;;;;;2029.1;;1979.233333
1;Araba/Álava;2015;4;64.43;57.71;10.43;54.86;47.08;14.18;59.52;52.25;12.21;12;31/12/2015;2015T4;16;País Vasco;Araba/Álava;9.57;10.63;3.75;95670;75978;19691;169807;134051;35755;1.774924219;72;2224.333333;4286;512.6666667;49.94666667;42.61666667;52.67333333;321541;44.23082922;17.1828787;17.67146336;22.52683173;131.1004525;62.86087042;50.58483988;97.68768713;2.4;30.6;92.1;;;;;;;;;;;;;-26.63333333;15.53333333;-0.591666667;-0.5;101.5625;97.06583333;22.0575;103.2025;;;;;;;;;60.842;50.606;63.348;;;1967.3;182.19;24.56;23;4816.86;4.2;-0.4;92.90666667;84081;16368;67713;271;63.2;15.6;2.426666667;33.04;6.65;30.88;-3.27;12.45;8.15;25173354.33;77.3;15.6;297.5359285;0.528103725;13.32955984;7.153053576;;;;;;;;;209.4286957;4.4745864;;;;;;1970.3;;1976.25
1;Araba/Álava;2016;1;62.64;55.8;10.92;55.29;49.49;10.49;58.86;52.56;10.71;3;31/03/2016;2016T1;16;País Vasco;Araba/Álava;7.35;6.31;-0.43;75016;59480;15536;130324;100713;29611;1.737282713;67;2138;4121.333333;466;42.3;34.22666667;46.28666667;322974;44.48345655;17.39520828;17.02118437;22.99813607;132.2096045;64.48838359;50.64153771;97.46635771;2.4;30.8;91.8;;;;;;;;;;;;;-39.13333333;11.7425;-2.108333333;-0.191666667;104.5225;98.58833333;19.635;106.8475;;;;;;;;;61.101;50.677;63.664;;;1916.1;177.5;58.4;22;3925.03;6.3;-0.3;88.55;99620;20137;79483;277;63.9;15.2;2.33;33.77;6.68;30.75;-3.323333333;14.47;8.18;25163299.33;77.1;16.3;232.2663744;0.403512357;12.76057309;6.811693821;;;;;;;;;178.4104545;10.366;-1.14533354;-22.33646904;16.62753999;15.19437128;-43.54243542;1967.3;1938.3;1970.7
1;Araba/Álava;2016;2;62.3;54.57;12.4;53.67;46.21;13.89;57.86;50.27;13.11;6;30/06/2016;2016T2;16;País Vasco;Araba/Álava;8.63;8.36;1.49;96998;67867;29132;159745;105606;54138;1.646889627;73;2246.666667;4325.333333;492.3333333;53.23666667;40.18333333;50.81333333;322974;44.48345655;17.39520828;17.02118437;22.99813607;132.2096045;64.48838359;50.64153771;97.46635771;2.4;30.8;91.8;;;;;;;;;;;;;-39.13333333;11.7425;-2.108333333;-0.191666667;104.5225;98.58833333;19.635;106.8475;;;;;;;;;62.101;52.02;64.537;;;1925.4;240.41;18.11;9;4528;3.9;-0.066666667;92.68;108662;20590;88072;276;63.8;14.3;2.323333333;32.41;6.67;30.52;-3.6;11.81;7.92;25152336.17;77.1;16.3;300.3275805;0.494606377;13.39220288;2.786602017;;;;;;;;;503.1111111;4.3538251;-5.110640185;2.507141943;3.737847983;1.329535868;-15.63706564;1916.1;2029.1;1944.775
1;Araba/Álava;2016;3;63.15;55.87;11.53;53.45;46.58;12.86;58.16;51.09;12.16;9;30/09/2016;2016T3;16;País Vasco;Araba/Álava;9.7;9.29;1.33;137077;84807;52270;254586;170014;84573;1.857248116;73;2250;4355.333333;520.3333333;70.26666667;61.64333333;70.55;322974;44.48345655;17.39520828;17.02118437;22.99813607;132.2096045;64.48838359;50.64153771;97.46635771;2.4;30.8;91.8;;;;;;;;;;;;;-39.13333333;11.7425;-2.108333333;-0.191666667;104.5225;98.58833333;19.635;106.8475;;;;;;;;;62.528;52.596;64.908;;;1911.1;130.18;21.42;9;2565;4;-0.033333333;89.74333333;103640;18128;85512;279;63.8;13.9;2.366666667;29.64;6.67;30.57;-3.156666667;11.88;7.88;25141659.33;77.1;16.3;424.4211608;0.788255401;13.48508962;2.786602017;;;;;;;;;285;2.7884556;-3.004618586;-31.48060424;2.915296485;11.36599257;-8.777194299;1925.4;1970.3;1929.975
1;Araba/Álava;2016;4;63.18;56.4;10.73;54.76;47.46;13.32;58.85;51.8;11.97;12;31/12/2016;2016T4;16;País Vasco;Araba/Álava;8.42;8.94;2.59;92281;71689;20591;166025;125316;40710;1.799124413;72.66666667;2223;4343.333333;501.3333333;50.77333333;40.94333333;51.27;322974;44.48345655;17.39520828;17.02118437;22.99813607;132.2096045;64.48838359;50.64153771;97.46635771;2.4;30.8;91.8;;;;;;;;;;;;;-39.13333333;11.7425;-2.108333333;-0.191666667;104.5225;98.58833333;19.635;106.8475;;;;;;;;;61.548;51.697;63.916;;;1860.8;206.42;9.94;8;2668.9;4.5;0.066666667;93.20333333;93463;16279;77184;278;64.2;13.8;2.273333333;29.74;6.7;30.31;-3.1;12.34;7.81;25131463.97;77.1;16.3;285.7226898;0.514050667;13.44793492;2.476979571;;;;;;;;;333.6125;2.0518148;-5.413510903;13.29930293;-3.542385283;-2.227234449;-1.965601966;1911.1;1967.3;1903.35
1;Araba/Álava;2017;1;61.62;55.25;10.34;52.34;45.06;13.9;56.85;50.01;12.03;3;31/03/2017;2017T1;16;País Vasco;Araba/Álava;9.28;10.19;3.56;74487;59278;15209;136480;104699;31781;1.832266033;70;2145.666667;4190;466;46.40666667;35.94333333;45.13;325250;44.7097027;17.5603382;16.54204458;23.39861645;133.2469579;65.84015776;50.66441199;97.37720437;2.4;30.9;91.4;;;;;;;;;;;;;-25.1;14.3425;1.375;1.966666667;107.5475;101.4008333;17.225;108.6925;;;;;;;;;63.106;53.404;65.415;;;1931.1;197.5;16.85;12;1912.26;5.3;0.1;90.09333333;114965;20540;94425;280;64.8;14.1;2.236666667;29.69;6.78;30.47;-2.956666667;13.01;7.72;25121333.1;76.7;16.9;229.0146042;0.41961568;12.88239816;3.689469639;;;;;;;;;159.355;3.327875;0.782840144;11.26760563;-0.705182894;4.723611921;12.32492997;1860.8;1916.1;1907.1
1;Araba/Álava;2017;2;60.26;54.11;10.21;54.13;45.45;16.03;57.11;49.65;13.05;6;30/06/2017;2017T2;16;País Vasco;Araba/Álava;6.13;8.66;5.82;108773;75684;33089;200217;139263;60955;1.840686567;76.66666667;2283.666667;4450;485.3333333;60.46;48.92;60.69;325250;44.7097027;17.5603382;16.54204458;23.39861645;133.2469579;65.84015776;50.66441199;97.37720437;2.4;30.9;91.4;;;;;;;;;;;;;-25.1;14.3425;1.375;1.966666667;107.5475;101.4008333;17.225;108.6925;;;;;;;;;64.923;55.705;67.071;;;1905.1;170.61;33.24;15;2920.7;5.6;0.233333333;93.77333333;121395;20802;100593;278;65;14;2.17;27.75;6.77;30.19;-2.83;13.25;7.67;25113511.4;76.7;16.9;334.4289008;0.615578786;13.68178324;4.611837048;;;;;;;;;194.7133333;5.6710764;-1.054326374;-29.03373404;12.13942556;25.33537826;-0.457665904;1931.1;1925.4;1902.025
1;Araba/Álava;2017;3;62.1;56.87;8.43;51.63;44.5;13.81;56.71;50.5;10.95;9;30/09/2017;2017T3;16;País Vasco;Araba/Álava;10.47;12.37;5.38;139226;84869;54356;261929;172381;89548;1.881322454;76.33333333;2284.666667;4447.666667;512.6666667;71.12333333;62.11666667;70.07333333;325250;44.7097027;17.5603382;16.54204458;23.39861645;133.2469579;65.84015776;50.66441199;97.37720437;2.4;30.9;91.4;;;;;;;;;;;;;-25.1;14.3425;1.375;1.966666667;107.5475;101.4008333;17.225;108.6925;;;;;;;;;66.145;57.028;68.252;;;1910.5;155.61;20.1;12;1525.49;6.7;0.5;91.13333333;120069;21737;98332;281;64.9;13.5;2.216666667;26.4;6.8;30.42;-2.836666667;14.25;7.65;25107406.33;76.7;16.9;428.0584166;0.805315911;13.67460927;3.689469639;;;;;;;;;127.1241667;3.127761;-0.031395531;19.53449071;1.567732005;2.884290574;-9.950657895;1905.1;1911.1;1901.875
1;Araba/Álava;2017;4;63.56;58.52;7.94;52.66;47.24;10.29;57.96;52.72;9.04;12;31/12/2017;2017T4;16;País Vasco;Araba/Álava;10.9;11.28;2.35;97964;76598;21366;180224;138592;41631;1.839696215;74.33333333;2257;4398;484.6666667;54.74333333;44.1;57.85666667;325250;44.7097027;17.5603382;16.54204458;23.39861645;133.2469579;65.84015776;50.66441199;97.37720437;2.4;30.9;91.4;;;;;;;;;;;;;-25.1;14.3425;1.375;1.966666667;107.5475;101.4008333;17.225;108.6925;;;;;;;;;65.919;55.371;68.454;;;1940.6;199.28;21.14;15;2290.2;7.2;0.8;94.80333333;111215;20161;91054;282;65.6;14.5;2.153333333;26.23;6.83;30.28;-2.793333333;14.79;7.58;25098752.9;76.7;16.9;301.1960031;0.554109147;13.52190623;4.611837048;;;;;;;;;152.68;4.2127792;4.288478074;-3.458967154;6.158364127;8.552326457;-24.47786132;1910.5;1860.8;1921.825
1;Araba/Álava;2018;1;63.04;57.83;8.27;52.39;45.52;13.12;57.56;51.49;10.54;3;31/03/2018;2018T1;16;País Vasco;Araba/Álava;10.65;12.31;4.85;76265;61447;14818;138420;110232;28187;1.814987216;69;2182.666667;4277.333333;446;46.20666667;35.52;42.91333333;327763;44.92246574;17.63133728;16.31605764;23.85321101;135.2887228;67.11667465;50.73757563;97.09258625;2.4;31;90.9;;;;;;;;;;;;;-5.95;11.44;-0.433333333;1.691666667;110.1225;102.1583333;15.255;112.0025;;;;;;;;;66.963;58.035;69.045;;;1902.9;182.22;37.49;19;2506.48;6.2;1.066666667;91.97;129164;22810;106354;284;65.5;14.5;2.226666667;26.04;6.84;30.5;-2.603333333;13.67;7.44;25090413.97;76.1;17.5;232.6833718;0.422317345;13.05007988;5.79687152;;;;;;;;;131.92;6.8314278;-1.460307597;-7.736708861;2.386993704;1.421453693;-12.38570241;1940.6;1931.1;1914.775
1;Araba/Álava;2018;2;62.77;56.85;9.44;52.92;46.71;11.74;57.7;51.63;10.53;6;30/06/2018;2018T2;16;País Vasco;Araba/Álava;9.85;10.14;2.3;112187;76280;35907;202343;136850;65493;1.803622523;73;2261.333333;4432.666667;491.3333333;63.11333333;49.68666667;61.49;327763;44.92246574;17.63133728;16.31605764;23.85321101;135.2887228;67.11667465;50.73757563;97.09258625;2.4;31;90.9;;;;;;;;;;;;;-5.95;11.44;-0.433333333;1.691666667;110.1225;102.1583333;15.255;112.0025;;;;;;;;;68.678;59.14;70.919;;;1911.7;141.71;25.62;25;2655.43;6.8;1.266666667;95.37333333;134405;23075;111330;280;64.9;14.5;2.196666667;24.42;6.91;30.66;-2.186666667;14.22;7.36;25085193.1;76.1;17.5;342.2808554;0.61734546;13.52399956;7.627462526;;;;;;;;;106.2172;3.6306102;0.346438507;-16.9392181;3.138646539;1.061847895;-19.31034483;1902.9;1905.1;1916.425
1;Araba/Álava;2018;3;64.27;59.38;7.61;51.63;47.28;8.44;57.77;53.15;7.99;9;30/09/2018;2018T3;16;País Vasco;Araba/Álava;12.64;12.1;0.83;135450;82029;53421;262068;173310;88758;1.934795127;72.33333333;2254;4422;496;73.68;63.00666667;68.15;327763;44.92246574;17.63133728;16.31605764;23.85321101;135.2887228;67.11667465;50.73757563;97.09258625;2.4;31;90.9;;;;;;;;;;;;;-5.95;11.44;-0.433333333;1.691666667;110.1225;102.1583333;15.255;112.0025;;;;;;;;;69.335;60.012;71.512;;;1901;183.35;14.6;16;1942.8;7.2;1.366666667;92.55333333;134156;23790;110366;280;65.9;15.4;2.166666667;23.43;6.94;30.67;-1.813333333;14.38;7.27;25081377.73;76.1;17.5;413.2559197;0.79956554;13.49145572;4.881576017;;;;;;;;;121.425;2.67691;-0.497252028;17.82661783;-2.712137101;0.053067816;-27.03196347;1911.7;1910.5;1914.05
1;Araba/Álava;2018;4;64.16;59.72;6.92;52.43;48.27;7.93;58.13;53.83;7.39;12;31/12/2018;2018T4;16;País Vasco;Araba/Álava;11.73;11.45;1.01;96664;75511;21153;188829;144016;44815;1.953457337;71.33333333;2219.666667;4353.666667;440;58.22;46.57666667;58.36333333;327763;44.92246574;17.63133728;16.31605764;23.85321101;135.2887228;67.11667465;50.73757563;97.09258625;2.4;31;90.9;;;;;;;;;;;;;-5.95;11.44;-0.433333333;1.691666667;110.1225;102.1583333;15.255;112.0025;;;;;;;;;69.238;59.892;71.422;;;1941.5;208.74;30.24;12;4864.12;6.6;1.533333333;96.51333333;120259;22041;98218;289;66.5;14.9;2.26;23.43;6.96;30.94;-1.57;13.8;7.16;25077179;76.1;17.5;294.9204151;0.576114449;13.28297174;3.661182013;;;;;;;;;405.3433333;6.3122976;0.046377409;4.747089522;-1.327018088;4.774613814;-18.25221239;1901;1940.6;1914.275
1;Araba/Álava;2019;1;63.21;59.06;6.56;55.78;50.99;8.59;59.38;54.91;7.54;3;31/03/2019;2019T1;16;País Vasco;Araba/Álava;7.43;8.07;2.03;75064;59736;15328;141970;107420;34551;1.891319407;62.66666667;2055;4048.333333;390.6666667;50.20666667;38.43666667;46.15333333;330104;45.1811834;17.55658823;16.19065507;24.29446477;138.3780519;67.96477591;50.71704675;97.17236395;2.4;31.1;90.3;;;;;;;;;;;;;-7.691666667;6.376666667;-3.625;0.691666667;112.2825;102.8358333;14.105;117.2425;20566;;;;;;;;70.833;63.511;72.568;;;1993.1;130.7;56.86;26;4955.24;6.8;1.633333333;92.79;135031;26069;108962;284;64.6;13.1;2.37;24.09;6.95;31.24;-1.25;13.84;7.1;25070875.47;75.9;18.1;227.3950028;0.430076582;12.26381181;7.876305649;;0.09691238;;;;;;;190.5861538;7.431602;4.74013348;-28.27351553;-1.574772176;2.564658286;-28.4629981;1941.5;1902.9;1936.825
1;Araba/Álava;2019;2;61.81;56.64;8.38;55.08;50.85;7.68;58.35;53.66;8.04;6;30/06/2019;2019T2;16;País Vasco;Araba/Álava;6.73;5.79;-0.7;108069;75099;32970;205895;138189;67707;1.905217963;68;2213;4365.666667;467.3333333;64.77333333;51.29666667;64.39;330104;45.1811834;17.55658823;16.19065507;24.29446477;138.3780519;67.96477591;50.71704675;97.17236395;2.4;31.1;90.3;;;;;;;;;;;;;-7.691666667;6.376666667;-3.625;0.691666667;112.2825;102.8358333;14.105;117.2425;20566;;;;;;;;71.327;62.362;73.429;;;1966.8;225.87;29.56;18;2735.24;5.3;1.633333333;96.06666667;130987;23079;107908;284;65.5;13.7;2.35;22.98;6.85;30.65;-1.14;12.31;7;25067593.6;75.9;18.1;327.3786443;0.623727674;13.22512501;5.452826988;;0.09563357;;;;;;;151.9577778;6.6767172;2.882251399;59.38889281;-3.670657028;1.755435078;-23.64672365;1993.1;1911.7;1950.6
1;Araba/Álava;2019;3;61.21;55.48;9.36;53.46;47.5;11.16;57.22;51.37;10.23;9;30/09/2019;2019T3;16;País Vasco;Araba/Álava;7.75;7.98;1.8;132353;81914;50438;252923;167554;85370;1.910972928;66.66666667;2201.666667;4352;477.6666667;73.12;61.32333333;68.00333333;330104;45.1811834;17.55658823;16.19065507;24.29446477;138.3780519;67.96477591;50.71704675;97.17236395;2.4;31.1;90.3;;;;;;;;;;;;;-7.691666667;6.376666667;-3.625;0.691666667;112.2825;102.8358333;14.105;117.2425;20566;;;;;;;;72.683;65.111;74.477;;;1914.1;103.8;158.95;11;2805.49;4.7;1.6;93.19;122339;21437;100902;285;64.7;12.8;2.153333333;22.86;6.85;29.92;-1.193333333;11.54;6.9;25065228.3;75.9;18.1;400.9433391;0.766191867;13.18372392;3.332283159;;0.093071088;;;;;;;255.0445455;16.49901;0.689110994;-43.38696482;-2.286452566;-3.48955233;28.0350438;1966.8;1901;1953.875
1;Araba/Álava;2019;4;60.41;56.63;6.26;52.62;48.17;8.45;56.4;52.28;7.31;12;31/12/2019;2019T4;16;País Vasco;Araba/Álava;7.79;8.46;2.19;96638;75848;20789;181369;139495;41874;1.876787599;66;2175;4299;450.6666667;58.45666667;45.38333333;57.57;330104;45.1811834;17.55658823;16.19065507;24.29446477;138.3780519;67.96477591;50.71704675;97.17236395;2.4;31.1;90.3;;;;;;;;;;;;;-7.691666667;6.376666667;-3.625;0.691666667;112.2825;102.8358333;14.105;117.2425;20566;;;;;;;;71.28;63.012;73.227;;;1964.2;212.92;29.12;25;3966.39;3.6;1.433333333;96.93;117110;22361;94749;279;63;8.9;1.99;22.26;6.8;29.19;-1.076666667;10.47;6.82;25065723.97;75.9;18.1;292.7501636;0.549429877;13.02316846;7.573370816;;0.095507148;;;;;;;158.6556;6.2002304;1.169199073;2.002491137;-0.026897294;-3.950664358;-1.082543978;1914.1;1941.5;1959.55
1;Araba/Álava;2020;1;60.01;56.34;6.12;50.75;48.21;5.01;55.24;52.15;5.59;3;31/03/2020;2020T1;16;País Vasco;Araba/Álava;9.26;8.13;-1.11;60857;47998;12859;113316;88571;24746;1.862004371;58;1958;3858.666667;378;43.46333333;32.06333333;37.19333333;332874;45.41243072;17.49701088;16.12081448;24.66939443;140.9920505;68.71380386;50.75494031;97.02515537;2.4;31.3;90.3;;;;;;;;42474;17945;19950;35412;14962;-17.43333333;-12.395;-13.575;-0.308333333;99.9975;93.41;15.5325;100;20503;;;;;;;;73.235;68.097;74.369;;;1947;126.94;138.49;17;9767.08;3.2;1.366666667;92.61666667;127864;24213;103651;282;63.8;9.3;2.03;23.53;6.85;29.53;-1.143333333;9.96;6.75;25066049.9;75.2;18;182.82293;0.340417095;11.59197374;5.107037498;;0.094961713;;;;;;;574.5341176;17.5799206;-2.31297978;-2.876817138;-18.92651604;-20.18313728;-25.86206897;1964.2;1993.1;1948.025
1;Araba/Álava;2020;2;57.85;54.27;6.19;50.5;45.67;9.56;54.06;49.84;7.81;6;30/06/2020;2020T2;16;País Vasco;Araba/Álava;7.35;8.6;3.37;8719;7420;1299;20953;17533;3421;2.403142562;18.66666667;674.3333333;1351;95.33333333;17.67;12.44;11.78;332874;45.41243072;17.49701088;16.12081448;24.66939443;140.9920505;68.71380386;50.75494031;97.02515537;2.4;31.3;90.3;;;;;;;;42474;17945;19950;35412;14962;-17.43333333;-12.395;-13.575;-0.308333333;99.9975;93.41;15.5325;100;20503;;;;;;;;72.482;64.443;74.366;;;1949.1;100.67;29.98;13;2836.6;2.1;1.166666667;93.30666667;75879;14427;61452;287;64.2;8.3;1.906666667;28.42;7;29.68;-1.636666667;8.85;6.74;25061997.67;75.2;18;26.19309408;0.062945739;4.058592741;3.905381616;;0.095064137;;;;;;;218.2;3.0180866;-0.899938987;-55.43011467;-91.9320064;-89.8234537;-2.860696517;1947;1966.8;1943.6
1;Araba/Álava;2020;3;59.02;55.33;6.25;50.89;45.8;10;54.83;50.42;8.04;9;30/09/2020;2020T3;16;País Vasco;Araba/Álava;8.13;9.53;3.75;66718;51900;14818;125885;101309;24576;1.886822147;55.33333333;1891.666667;3706.666667;324;44.97;36.53;41.43666667;332874;45.41243072;17.49701088;16.12081448;24.66939443;140.9920505;68.71380386;50.75494031;97.02515537;2.4;31.3;90.3;;;;;;;;42474;17945;19950;35412;14962;-17.43333333;-12.395;-13.575;-0.308333333;99.9975;93.41;15.5325;100;20503;;;;;;;;74.032;69.219;75.081;;;1921.9;107.05;28.77;16;1706.48;1.7;1.066666667;92.71333333;102325;22005;80320;282;63.6;9.2;1.936666667;29.47;7.03;29.91;-1.62;8.32;6.68;25064168.63;75.2;18;200.4301928;0.378176127;11.1353445;4.806623527;;0.093737502;;;;;;;106.655;3.0798285;0.40750222;3.131021195;-49.59086685;-50.22793498;-21.40762463;1949.1;1914.1;1945.55
1;Araba/Álava;2020;4;58.96;53.79;8.76;51.49;45.66;11.32;55.11;49.6;9.99;12;31/12/2020;2020T4;16;País Vasco;Araba/Álava;7.47;8.13;2.56;33855;27754;6101;70411;56906;13504;2.079781421;47.33333333;1737;3418;261;31.44;21.97666667;20.61;332874;45.41243072;17.49701088;16.12081448;24.66939443;140.9920505;68.71380386;50.75494031;97.02515537;2.4;31.3;90.3;;;;;;;;42474;17945;19950;35412;14962;-17.43333333;-12.395;-13.575;-0.308333333;99.9975;93.41;15.5325;100;20503;;;;;;;;72.823;69.814;73.41;;;1966.4;139.81;118.79;39;11350.08;1.5;0.9;97.76333333;114170;22916;91254;295;65.2;9.4;1.8;28.23;7.11;29.7;-1.193333333;8.17;6.66;25068462.67;75.2;18;101.7051497;0.211524481;10.26814951;11.71614485;;0.095907916;;;;;;;291.0276923;16.6080299;0.112004887;-34.33684013;-64.96719717;-61.17804035;36.6621067;1921.9;1964.2;1946.1
1;Araba/Álava;2021;1;61.09;53.49;12.44;51.7;44.91;13.14;56.3;49.12;12.76;3;31/03/2021;2021T1;16;País Vasco;Araba/Álava;9.39;8.58;0.7;31172;25805;5367;61538;50503;11037;1.974143462;49.66666667;1776;3545;273.3333333;27.40666667;18.95333333;20.19333333;333485;45.66008924;17.36839738;15.99292322;25.00412312;143.9633294;69.24490486;50.73271661;97.11146312;2.4;31.9;90.1;43.222;42.745;26.21;28.041;112.177;38.53017998;1.848346809;43981;18700;20650;36546;15539;-1.891666667;4.314166667;0.6;3.083333333;106.6825;100.0008333;14.92;98.9775;21519;;;;;;;;73.379;69.292;74.287;;;2017.1;164.37;51.29;36;5141.27;0.9;0.733333333;94.95666667;130652;28476;102176;295;64.7;8.9;1.72;28.76;7.06;29.17;-0.8;7.52;6.61;25068387;75.8;18;93.47346957;0.184530039;10.63016328;10.79508823;;0.093735768;;;;;;;142.8130556;8.4305373;3.600410889;29.48637151;-48.77828352;-45.693459;128.2647585;1966.4;1947;1963.625
