codigo_provincia,provincia,anio,tasa_actividad_pct_hombres,tasa_empleo_pct_hombres,tasa_paro_pct_hombres,tasa_actividad_pct_mujeres,tasa_empleo_pct_mujeres,tasa_paro_pct_mujeres,tasa_actividad_pct_total,tasa_empleo_pct_total,tasa_paro_pct_total
06,Badajoz,2017,63.39,48.692499999999995,23.175,48.5125,31.7925,34.465,55.845,40.1175,28.1525
06,Badajoz,2018,63.4275,50.825,19.86,48.787499999999994,32.935,32.4975,55.995000000000005,41.7425,25.450000000000003
06,Badajoz,2019,63.2825,52.7825,16.5975,49.6,34.8825,29.665,56.3275,43.685,22.44
06,Badajoz,2020,60.2975,49.0175,18.6925,49.0725,35.7,27.2125,54.585,42.245000000000005,22.59
06,Badajoz,2021,62.447500000000005,52.625,15.7625,49.2875,36.317499999999995,26.3325,55.745,44.32,20.5275
06,Badajoz,2022,62.4225,53.72,13.955,50.2,39.167500000000004,21.9925,56.1875,46.292500000000004,17.6225
06,Badajoz,2023,63.7275,54.057500000000005,15.1625,51.465,39.7025,22.8475,57.480000000000004,46.739999999999995,18.675
06,Badajoz,2024,62.4025,54.32,12.9475,50.2875,41.0875,18.310000000000002,56.2175,47.565,15.395
06,Badajoz,2025,61.295,53.94,12.0275,50.5225,41.8875,17.105,55.805,47.792500000000004,14.38
07,"Balears, Illes",2015,70.91,58.6075,17.415,60.7175,50.230000000000004,17.3975,65.7725,54.385,17.41
07,"Balears, Illes",2016,70.4675,61.0,13.469999999999999,60.065,51.394999999999996,14.51,65.2175,56.1525,13.9575
07,"Balears, Illes",2017,70.1625,61.4625,12.465,58.1425,50.879999999999995,12.605,64.1,56.1225,12.5275
07,"Balears, Illes",2018,69.8625,61.445,12.1375,59.055,52.5925,11.1275,64.415,56.9825,11.6775
07,"Balears, Illes",2019,69.4925,62.3275,10.3425,59.39,51.41,13.537500000000001,64.41,56.835,11.82
07,"Balears, Illes",2020,66.36500000000001,56.4275,14.9825,56.915,46.9625,17.6025,61.61,51.665,16.1875
07,"Balears, Illes",2021,67.5775,58.660000000000004,13.307500000000001,58.92,49.730000000000004,15.700000000000001,63.215,54.16,14.434999999999999
07,"Balears, Illes",2022,68.97749999999999,62.375,9.6425,59.1475,52.1275,11.9725,64.005,57.1925,10.735
07,"Balears, Illes",2023,68.2075,61.419999999999995,10.024999999999999,59.12,52.7425,10.9925,63.6175,57.040000000000006,10.48
07,"Balears, Illes",2024,68.265,62.730000000000004,8.17,59.695,53.2725,10.8925,63.942499999999995,57.9625,9.45
07,"Balears, Illes",2025,68.3325,62.55,8.535,59.835,54.285,9.385,64.04,58.3775,8.94
08,Barcelona,2015,67.5025,55.6425,17.572499999999998,57.01,46.1975,18.9625,62.0575,50.74,18.235
08,Barcelona,2016,67.305,57.64,14.3625,57.807500000000005,48.14,16.7175,62.370000000000005,52.7025,15.4975
08,Barcelona,2017,67.17,59.0175,12.14,57.325,49.2175,14.1375,62.0475,53.917500000000004,13.1025
08,Barcelona,2018,66.7125,59.6275,10.625,56.4675,49.92,11.5875,61.385,54.5775,11.0875
08,Barcelona,2019,66.4425,59.4975,10.455,57.2775,50.76,11.3775,61.68,54.957499999999996,10.9
08,Barcelona,2020,65.19749999999999,57.555,11.74,56.055,48.5575,13.3575,60.4475,52.8825,12.5225
08,Barcelona,2021,65.91,59.2025,10.1775,57.1325,49.9575,12.5625,61.37,54.4225,11.3275
08,Barcelona,2022,66.435,60.1775,9.4275,56.675,50.7375,10.475,61.3875,55.295,9.925
08,Barcelona,2023,66.7525,60.7875,8.9475,57.825,52.442499999999995,9.315,62.1325,56.4725,9.120000000000001
08,Barcelona,2024,67.51249999999999,62.0725,8.05,56.985,51.910000000000004,8.905,62.0875,56.835,8.4525
08,Barcelona,2025,66.9,61.864999999999995,7.5275,57.89,52.725,8.92,62.265,57.1625,8.195
09,Burgos,2015,65.8925,54.9825,16.564999999999998,50.17,40.31,19.645,58.057500000000005,47.6725,17.884999999999998
09,Burgos,2016,66.8375,60.807500000000005,9.0025,53.31,45.2425,15.17,60.0925,53.04,11.7325
09,Burgos,2017,63.8875,59.1425,7.425,50.587500000000006,43.24,14.52,57.2475,51.207499999999996,10.5525
09,Burgos,2018,64.0625,59.225,7.555,52.265,45.0175,13.870000000000001,58.1775,52.1375,10.39
09,Burgos,2019,62.417500000000004,57.980000000000004,7.105,51.68,44.7425,13.43,57.06,51.375,9.96
09,Burgos,2020,61.895,55.97,9.575,51.435,44.7775,13.0125,56.6775,50.385,11.1275
09,Burgos,2021,61.9575,57.1,7.8375,52.5325,46.3675,11.73,57.245,51.7375,9.63
09,Burgos,2022,61.9975,57.53,7.234999999999999,54.7375,49.230000000000004,10.0525,58.36,53.3725,8.555
09,Burgos,2023,62.0075,57.6525,7.0175,51.6925,47.285,8.535,56.807500000000005,52.4225,7.717499999999999
09,Burgos,2024,62.43,58.722500000000004,5.93,51.0025,46.8625,8.1075,56.635,52.7125,6.9275
09,Burgos,2025,60.120000000000005,56.36,6.25,52.7425,47.9225,9.155000000000001,56.4,52.11,7.6025
10,Cáceres,2015,61.5075,46.3975,24.535,47.8275,33.290000000000006,30.3825,54.64,39.815,27.115000000000002
10,Cáceres,2016,59.9,47.0075,21.5325,46.292500000000004,34.185,26.14,53.07,40.57,23.545
10,Cáceres,2017,59.62,46.5975,21.85,46.405,35.2625,23.997500000000002,52.985,40.91,22.79
10,Cáceres,2018,61.2425,49.89,18.5375,47.125,36.3,22.975,54.155,43.065,20.4825
10,Cáceres,2019,61.0975,50.955,16.6125,47.9275,36.347500000000004,24.15,54.485,43.62,19.945
10,Cáceres,2020,59.38,49.349999999999994,16.8825,48.8425,36.802499999999995,24.6475,54.085,43.05,20.4075
10,Cáceres,2021,58.76,48.9725,16.697499999999998,47.26,36.33,23.16,52.97,42.6075,19.61
10,Cáceres,2022,58.865,50.004999999999995,15.0475,46.5,37.7025,18.9175,52.6025,43.7725,16.7775
10,Cáceres,2023,58.46,50.96,12.815000000000001,47.1825,38.8975,17.5475,52.7525,44.8525,14.94
10,Cáceres,2024,56.7975,48.665,14.3275,47.825,39.5275,17.310000000000002,52.2625,44.0525,15.7125
10,Cáceres,2025,57.845,50.41,12.852500000000001,50.665,41.3525,18.325000000000003,54.22,45.84,15.4375
11,Cádiz,2015,64.8525,41.6975,35.71,50.5025,29.5025,41.5875,57.575,35.5125,38.32
11,Cádiz,2016,65.7825,46.4,29.4725,48.365,28.5875,40.9025,56.945,37.365,34.3925
11,Cádiz,2017,64.065,46.985,26.6425,48.004999999999995,31.212500000000002,35.015,55.915000000000006,38.98,30.28
11,Cádiz,2018,62.1375,47.5075,23.560000000000002,47.59,32.08,32.59,54.75,39.675000000000004,27.545
11,Cádiz,2019,62.595,50.325,19.6125,47.1725,32.23,31.6925,54.7575,41.13,24.9025
11,Cádiz,2020,62.0,50.3875,18.7175,45.155,32.245,28.555,53.4375,41.165,22.9325
11,Cádiz,2021,61.61,48.73,20.91,48.9275,33.47,31.675,55.120000000000005,40.9225,25.7925
11,Cádiz,2022,59.9925,47.7325,20.4525,48.1725,35.16,27.075,53.945,41.3025,23.4675
11,Cádiz,2023,60.8475,49.214999999999996,19.1075,49.415,36.615,25.93,54.975,42.74,22.255
11,Cádiz,2024,61.38,50.2175,18.2025,48.5025,36.7425,24.255,54.7625,43.292500000000004,20.9725
11,Cádiz,2025,60.364999999999995,51.332499999999996,14.9825,47.2875,36.3,23.2775,53.6625,43.6275,18.725
12,Castellón/Castelló,2015,65.765,51.925,21.0125,52.7975,39.9475,24.31,59.1975,45.8575,22.5025
12,Castellón/Castelló,2016,62.55,52.0775,16.7325,51.3425,39.66,22.77,56.8625,45.7775,19.4975
12,Castellón/Castelló,2017,63.765,55.1425,13.555,49.985,39.68,20.6475,56.769999999999996,47.29,16.7225
12,Castellón/Castelló,2018,63.822500000000005,56.24,11.877500000000001,52.2175,41.8575,19.8525,57.93,48.935,15.525
12,Castellón/Castelló,2019,64.33250000000001,57.44,10.7225,52.025,42.985,17.369999999999997,58.0775,50.095,13.7525
12,Castellón/Castelló,2020,63.3375,55.1375,12.9525,52.7775,44.4225,15.835,57.9675,49.69,14.285
12,Castellón/Castelló,2021,63.0225,55.615,11.77,51.4275,43.0525,16.235,57.129999999999995,49.2275,13.8225
12,Castellón/Castelló,2022,62.5,55.5375,11.19,51.49,44.6,13.385,56.91,49.9825,12.1875
12,Castellón/Castelló,2023,60.52,52.56,13.165,51.63,43.06,16.5975,56.0175,47.7525,14.7575
12,Castellón/Castelló,2024,63.3125,55.6225,12.2075,54.6425,46.2675,15.32,58.945,50.905,13.6525
12,Castellón/Castelló,2025,65.825,60.177499999999995,8.575,55.225,47.455,14.055,60.455,53.7275,11.1175
13,Ciudad Real,2015,63.35,47.185,25.535,47.2275,28.8825,38.8475,55.1975,37.9275,31.29
13,Ciudad Real,2016,65.5575,51.6,21.2975,46.215,30.945,33.057500000000005,55.7625,41.14,26.2325
13,Ciudad Real,2017,64.6925,52.0375,19.54,47.445,32.7975,30.86,55.949999999999996,42.287499999999994,24.4125
13,Ciudad Real,2018,62.980000000000004,54.150000000000006,14.002500000000001,47.4625,34.165,27.990000000000002,55.105,44.0125,20.1125
13,Ciudad Real,2019,63.035,55.2775,12.309999999999999,49.0475,36.44,25.685000000000002,55.9425,45.7275,18.259999999999998
13,Ciudad Real,2020,62.49,54.2575,13.16,45.845,34.74,24.1775,54.06,44.3725,17.8975
13,Ciudad Real,2021,63.5475,55.3,12.9875,47.3125,36.0075,23.9175,55.3175,45.5175,17.732499999999998
13,Ciudad Real,2022,63.73,54.79,14.0275,47.4075,34.92,26.32,55.455,44.715,19.355
13,Ciudad Real,2023,62.082499999999996,54.435,12.317499999999999,47.9675,37.5675,21.7025,54.9075,45.8625,16.475
13,Ciudad Real,2024,61.5125,53.6075,12.8425,49.332499999999996,38.56,21.85,55.325,45.965,16.9225
13,Ciudad Real,2025,60.567499999999995,53.09,12.317499999999999,50.8375,41.365,18.655,55.66,47.175000000000004,15.235
14,Córdoba,2015,64.0275,46.865,26.8,50.0375,33.11,33.832499999999996,56.84,39.7975,29.987499999999997
14,Córdoba,2016,66.3275,47.68,28.107499999999998,50.5775,33.9325,32.894999999999996,58.2325,40.615,30.245
14,Córdoba,2017,65.8675,50.285,23.642500000000002,49.82,32.9625,33.835,57.625,41.3875,28.17
14,Córdoba,2018,63.9225,51.980000000000004,18.6775,49.565,33.63,32.13,56.545,42.55,24.737499999999997
14,Córdoba,2019,64.37,52.185,18.8975,49.6525,35.6775,28.1375,56.805,43.695,23.060000000000002
14,Córdoba,2020,63.57,50.4925,20.57,49.0125,34.915,28.7825,56.082499999999996,42.480000000000004,24.255
14,Córdoba,2021,64.82,53.9675,16.7325,50.19,36.96,26.345,57.3125,45.235,21.052500000000002
14,Córdoba,2022,60.45,50.74,16.064999999999998,50.085,38.445,23.2325,55.1175,44.415,19.4175
14,Córdoba,2023,63.31,54.192499999999995,14.4175,48.2575,36.96,23.39,55.582499999999996,45.345,18.4075
14,Córdoba,2024,64.4025,56.025,13.01,51.055,40.375,20.9,57.5375,47.97,16.6175
14,Córdoba,2025,62.144999999999996,54.0775,12.965,52.7725,41.105,22.1375,57.332499999999996,47.417500000000004,17.3
15,"Coruña, A",2015,60.14,49.915,16.985,49.81,40.91,17.87,54.7275,45.1975,17.4075
15,"Coruña, A",2016,59.75,51.095,14.4875,50.345,42.08,16.4075,54.82,46.3725,15.4125
15,"Coruña, A",2017,59.4825,51.34,13.69,50.54,43.1275,14.6675,54.792500000000004,47.0325,14.1625
15,"Coruña, A",2018,59.19,52.17,11.86,50.8,44.385,12.625,54.785,48.0875,12.23
15,"Coruña, A",2019,59.475,53.955,9.2825,50.5975,44.9375,11.1825,54.8125,49.2225,10.2025
15,"Coruña, A",2020,57.64,51.68,10.3425,48.715,42.769999999999996,12.1825,52.957499999999996,47.004999999999995,11.2325
15,"Coruña, A",2021,57.724999999999994,51.915,10.094999999999999,48.167500000000004,42.795,11.145,52.7025,47.1225,10.6
15,"Coruña, A",2022,57.737500000000004,52.35,9.327499999999999,49.5075,44.1075,10.9225,53.417500000000004,48.019999999999996,10.1
15,"Coruña, A",2023,57.6075,52.879999999999995,8.2125,49.5025,44.5375,10.0375,53.3475,48.49,9.1025
15,"Coruña, A",2024,57.7775,53.4925,7.4025,48.9125,44.71,8.5875,53.1175,48.8775,7.98
15,"Coruña, A",2025,57.15,53.3925,6.575,50.68,46.695,7.852500000000001,53.7475,49.875,7.2125
16,Cuenca,2015,61.8875,48.785,21.177500000000002,44.57,33.5725,24.6825,53.37,41.3025,22.615000000000002
16,Cuenca,2016,66.285,55.31,16.5675,46.1225,36.82,20.1675,56.36,46.2075,18.015
16,Cuenca,2017,64.3575,55.7625,13.3375,46.192499999999995,37.135,19.56,55.4125,46.5875,15.9025
16,Cuenca,2018,62.57,53.805,14.015,47.574999999999996,39.37,17.259999999999998,55.1875,46.699999999999996,15.4
16,Cuenca,2019,63.59,56.375,11.34,48.6775,41.1875,15.4225,56.245000000000005,48.894999999999996,13.065
16,Cuenca,2020,64.05250000000001,55.2425,13.760000000000002,44.375,36.1825,18.384999999999998,54.3525,45.8475,15.6525
16,Cuenca,2021,62.8425,57.0875,9.1725,46.37,38.93,16.1525,54.6225,48.0275,12.1075
16,Cuenca,2022,61.745000000000005,56.8725,7.865,48.6325,42.8775,11.8275,55.2175,49.91,9.6075
16,Cuenca,2023,61.5125,56.4025,8.33,49.4725,41.905,15.317499999999999,55.5475,49.22,11.4075
16,Cuenca,2024,63.977500000000006,59.36,7.17,50.3575,42.85,14.825000000000001,57.2575,51.215,10.495
16,Cuenca,2025,63.4525,58.4925,7.7375,47.9325,41.175,14.105,55.8025,49.9575,10.4175
17,Girona,2015,68.825,55.557500000000005,19.2675,58.11,46.3375,20.2575,63.4325,50.917500000000004,19.7225
17,Girona,2016,66.45,55.879999999999995,15.915,58.5225,48.935,16.395,62.4525,52.375,16.14
17,Girona,2017,67.23,57.915,13.88,57.805,49.695,14.0625,62.475,53.7675,13.9625
17,Girona,2018,67.7075,60.28,10.997499999999999,57.144999999999996,50.3875,11.844999999999999,62.38,55.29,11.3975
17,Girona,2019,67.39,60.725,9.8825,58.6375,52.3,10.855,62.9775,56.4775,10.3325
17,Girona,2020,65.7875,57.370000000000005,12.805,56.6225,49.6225,12.3725,61.1675,53.47,12.6025
17,Girona,2021,66.685,58.6025,12.135,58.14,50.045,13.935,62.41,54.3225,12.975
17,Girona,2022,67.5,61.795,8.469999999999999,57.714999999999996,52.2175,9.5325,62.6025,56.9975,8.9575
17,Girona,2023,66.58500000000001,60.6275,8.93,55.5125,49.315,11.185,61.025,54.9475,9.9575
17,Girona,2024,66.6725,60.7525,8.875,55.7325,50.055,10.1875,61.1825,55.3875,9.467500000000001
17,Girona,2025,66.19749999999999,60.72,8.2825,56.63,51.85,8.455,61.3875,56.255,8.3725
18,Granada,2015,65.96,47.519999999999996,27.945,51.185,33.44,34.68,58.44,40.3475,30.942500000000003
18,Granada,2016,64.585,46.945,27.295,52.964999999999996,35.4625,33.042500000000004,58.667500000000004,41.095,29.9375
18,Granada,2017,64.0075,48.93,23.560000000000002,52.6475,37.72,28.355,58.2225,43.22,25.7725
18,Granada,2018,63.8125,50.525,20.8125,50.254999999999995,36.2225,27.91,56.91,43.25,23.997500000000002
18,Granada,2019,63.74,51.6425,18.96,48.815,35.97,26.3,56.144999999999996,43.665,22.21
18,Granada,2020,61.2475,48.3175,21.14,46.86,34.1525,27.055,53.925000000000004,41.11,23.775
18,Granada,2021,63.93,49.7875,22.1225,50.49,38.7575,23.25,57.065,44.155,22.63
18,Granada,2022,64.45,52.085,19.18,50.715,38.9775,23.095,57.415,45.370000000000005,20.9575
18,Granada,2023,64.1575,53.135000000000005,17.185000000000002,52.9225,40.0175,24.3675,58.4075,46.425,20.5075
18,Granada,2024,60.88,48.94,19.5875,52.19,39.94,23.45,56.435,44.335,21.435
18,Granada,2025,61.6325,51.5925,16.28,50.41,39.775,21.09,55.8925,45.55,18.5
19,Guadalajara,2015,69.9625,57.6,17.6875,62.097500000000004,48.935,21.2075,66.11000000000001,53.35,19.295
19,Guadalajara,2016,70.6025,59.307500000000005,15.99,59.625,47.7175,19.9625,65.22,53.6175,17.7875
19,Guadalajara,2017,69.25,61.0775,11.805,58.97,49.2525,16.455000000000002,64.1975,55.269999999999996,13.9075
19,Guadalajara,2018,71.2,64.3825,9.58,61.245,52.8625,13.7,66.3075,58.722500000000004,11.4475
19,Guadalajara,2019,71.5425,64.10499999999999,10.3925,61.965,53.1475,14.2625,66.83250000000001,58.7175,12.145
19,Guadalajara,2020,68.21000000000001,60.057500000000005,11.965,56.385000000000005,45.9625,18.51,62.3925,53.129999999999995,14.870000000000001
19,Guadalajara,2021,67.24000000000001,60.0875,10.605,54.1,45.75,15.442499999999999,60.7375,52.9925,12.7475
19,Guadalajara,2022,68.42750000000001,61.5175,10.0875,56.485,49.4125,12.515,62.5225,55.53,11.1725
19,Guadalajara,2023,68.84,62.77,8.815,59.28,52.7075,11.0825,64.0975,57.7775,9.865
19,Guadalajara,2024,68.58500000000001,62.16,9.36,60.1575,52.555,12.6525,64.4225,57.415,10.875
19,Guadalajara,2025,67.3475,61.93,8.04,59.07,51.144999999999996,13.4025,63.2775,56.6275,10.497499999999999
20,Gipuzkoa,2015,61.175,53.9225,11.86,52.1225,45.055,13.555,56.4975,49.3425,12.67
20,Gipuzkoa,2016,63.17,57.349999999999994,9.2175,51.04,45.19,11.46,56.895,51.052499999999995,10.2575
20,Gipuzkoa,2017,62.480000000000004,57.6425,7.7425,48.565,43.45,10.5425,55.269999999999996,50.2875,9.015
20,Gipuzkoa,2018,62.2425,57.8275,7.0875,51.082499999999996,46.8,8.3825,56.4675,52.1225,7.6975
20,Gipuzkoa,2019,60.7675,56.53,6.970000000000001,51.695,47.815,7.5,56.075,52.0225,7.22
20,Gipuzkoa,2020,59.835,56.207499999999996,6.0475,52.375,47.5375,9.235,55.975,51.72,7.585
20,Gipuzkoa,2021,60.635,56.542500000000004,6.745,53.975,48.2575,10.58,57.195,52.26,8.615
20,Gipuzkoa,2022,59.730000000000004,55.792500000000004,6.609999999999999,50.95,46.2325,9.2475,55.19,50.8525,7.87
20,Gipuzkoa,2023,57.915,54.0225,6.7225,52.7325,48.395,8.2025,55.245000000000005,51.12,7.465
20,Gipuzkoa,2024,57.287499999999994,53.292500000000004,6.9225,50.175,47.2975,5.68,53.61,50.192499999999995,6.3575
20,Gipuzkoa,2025,54.5175,51.45,5.6375,51.6225,47.6725,7.640000000000001,53.03,49.504999999999995,6.6425
21,Huelva,2015,63.9725,47.3525,25.975,51.4275,33.835,34.287499999999994,57.575,40.4575,29.7625
21,Huelva,2016,63.38,46.515,26.612499999999997,49.3425,33.542500000000004,32.04,56.2225,39.8975,29.035
21,Huelva,2017,64.5875,50.3975,21.975,48.4,35.4975,26.6825,56.33,42.795,24.0325
21,Huelva,2018,62.3575,49.0025,21.4075,49.1575,37.005,24.765,55.6075,42.87,22.9175
21,Huelva,2019,62.9625,51.585,18.075,51.8675,38.1875,26.4225,57.2825,44.724999999999994,21.9425
21,Huelva,2020,61.004999999999995,50.620000000000005,16.855,47.065,35.25,25.270000000000003,53.8625,42.7425,20.5975
21,Huelva,2021,61.335,51.0375,16.8425,47.985,36.1675,24.78,54.5475,43.4775,20.377499999999998
21,Huelva,2022,60.099999999999994,51.8,13.8125,50.1175,39.25,21.740000000000002,55.0275,45.43,17.494999999999997
21,Huelva,2023,61.432500000000005,51.535000000000004,16.122500000000002,51.985,41.155,20.9175,56.66,46.29,18.3275
21,Huelva,2024,61.355000000000004,52.9675,13.65,49.935,41.515,16.869999999999997,55.54,47.1375,15.125
21,Huelva,2025,62.682500000000005,54.7425,12.695,52.29,45.0975,13.6875,57.412499999999994,49.85,13.1625
22,Huesca,2015,63.46,56.3775,11.1525,53.9975,44.019999999999996,18.47,58.79,50.2775,14.4725
22,Huesca,2016,62.5475,55.7475,10.8775,53.805,46.0,14.5125,58.2325,50.9375,12.54
22,Huesca,2017,63.5025,58.629999999999995,7.6875,52.1025,46.515,10.775,57.8675,52.64,9.0475
22,Huesca,2018,63.945,59.0525,7.66,51.8425,45.7125,11.82,57.9525,52.4425,9.51
22,Huesca,2019,66.07,60.3575,8.655000000000001,51.9575,47.0175,9.4975,59.0725,53.745,9.0225
22,Huesca,2020,64.075,57.69,9.96,51.09,45.085,11.79,57.65,51.45,10.7575
22,Huesca,2021,64.0075,60.1725,5.9875,53.6625,48.519999999999996,9.6075,58.8925,54.4125,7.6175
22,Huesca,2022,62.595,57.769999999999996,7.7075,52.7175,46.637499999999996,11.5075,57.7325,52.292500000000004,9.42
22,Huesca,2023,63.2825,58.795,7.085,50.802499999999995,45.63,10.165,57.0875,52.26,8.4475
22,Huesca,2024,64.89750000000001,60.1025,7.3875,53.4225,47.4,11.309999999999999,59.2325,53.832499999999996,9.129999999999999
22,Huesca,2025,63.415,60.1375,5.18,55.45,50.7525,8.49,59.5075,55.5325,6.6825
