codigo_provincia,provincia,anio,tasa_actividad_pct_hombres,tasa_empleo_pct_hombres,tasa_paro_pct_hombres,tasa_actividad_pct_mujeres,tasa_empleo_pct_mujeres,tasa_paro_pct_mujeres,tasa_actividad_pct_total,tasa_empleo_pct_total,tasa_paro_pct_total
01,Araba/Álava,2015,64.24000000000001,54.96,14.427499999999998,55.197500000000005,46.515,15.67,59.6075,50.6325,15.0125
01,Araba/Álava,2016,62.817499999999995,55.66,11.395,54.292500000000004,47.435,12.64,58.4325,51.43,11.9875
01,Araba/Álava,2017,61.885,56.1875,9.23,52.69,45.5625,13.5075,57.1575,50.72,11.2675
01,Araba/Álava,2018,63.56,58.445,8.06,52.3425,46.945,10.3075,57.790000000000006,52.525,9.112499999999999
01,Araba/Álava,2019,61.66,56.9525,7.64,54.235,49.3775,8.969999999999999,57.8375,53.055,8.28
01,Araba/Álava,2020,58.96,54.932500000000005,6.83,50.9075,46.335,8.9725,54.81,50.5025,7.8575
01,Araba/Álava,2021,61.7725,54.29,12.129999999999999,52.942499999999995,47.375,10.5225,57.2575,50.754999999999995,11.365
01,Araba/Álava,2022,62.370000000000005,56.3975,9.5875,52.795,48.1875,8.727500000000001,57.462500000000006,52.1925,9.19
01,Araba/Álava,2023,65.62,61.332499999999996,6.5225,50.332499999999996,46.2775,8.0175,57.7675,53.605000000000004,7.2025
01,Araba/Álava,2024,64.715,58.8025,9.115,48.864999999999995,45.0325,7.8425,56.6025,51.755,8.5675
01,Araba/Álava,2025,62.715,58.19,7.2125,50.905,47.2475,7.17,56.6925,52.6075,7.1975
02,Albacete,2015,63.815,49.925,21.755,51.8475,37.2275,28.235,57.7975,43.54,24.6825
02,Albacete,2016,60.082499999999996,47.2275,21.3975,51.5625,37.824999999999996,26.625,55.795,42.4975,23.8275
02,Albacete,2017,64.485,51.825,19.61,52.552499999999995,38.144999999999996,27.435,58.4825,44.9425,23.155
02,Albacete,2018,67.22749999999999,56.339999999999996,16.2075,51.8275,39.255,24.1825,59.4775,47.74,19.7325
02,Albacete,2019,63.9125,55.4975,13.155000000000001,48.6425,37.7425,22.435,56.230000000000004,46.5625,17.185000000000002
02,Albacete,2020,62.285,53.49,14.125,50.5425,38.7575,23.285,56.3775,46.08,18.2625
02,Albacete,2021,63.6175,56.01,11.967500000000001,50.555,40.4075,19.91,57.052499999999995,48.165,15.5275
02,Albacete,2022,65.9675,59.085,10.425,49.3175,41.4025,16.0475,57.6025,50.2,12.8475
02,Albacete,2023,66.02,59.475,9.9075,51.0725,43.625,14.565000000000001,58.505,51.4975,11.9575
02,Albacete,2024,62.3,56.9225,8.65,50.865,43.4625,14.565000000000001,56.565,50.17,11.315
02,Albacete,2025,65.89,60.0625,8.8475,53.6625,45.97,14.352500000000001,59.79,53.03,11.3125
03,Alicante/Alacant,2015,63.955,48.9225,23.505,52.4475,39.31,25.057499999999997,58.1275,44.055,24.22
03,Alicante/Alacant,2016,64.85,52.355000000000004,19.2725,53.7025,41.575,22.595,59.197500000000005,46.89,20.795
03,Alicante/Alacant,2017,64.3025,53.49,16.8175,53.07,42.6475,19.637500000000003,58.605000000000004,47.9925,18.1075
03,Alicante/Alacant,2018,63.7525,53.74,15.705,51.3625,42.775,16.72,57.4625,48.1725,16.1675
03,Alicante/Alacant,2019,64.3725,56.4275,12.345,52.0775,42.78,17.855,58.135,49.505,14.85
03,Alicante/Alacant,2020,63.129999999999995,53.1175,15.87,49.58,39.315,20.697499999999998,56.255,46.11,18.0275
03,Alicante/Alacant,2021,62.307500000000005,52.14,16.325,51.015,40.0275,21.5225,56.585,46.0,18.705
03,Alicante/Alacant,2022,63.78,55.4525,13.0475,52.8075,44.08,16.509999999999998,58.205,49.675000000000004,14.645
03,Alicante/Alacant,2023,63.692499999999995,56.465,11.3575,53.1625,44.8,15.7275,58.3175,50.515,13.3925
03,Alicante/Alacant,2024,63.2125,55.7425,11.807500000000001,50.995,42.932500000000005,15.8225,56.985,49.2175,13.64
03,Alicante/Alacant,2025,63.5125,56.8975,10.43,51.802499999999995,44.045,14.975,57.57,50.3775,12.5075
04,Almería,2015,67.08500000000001,49.629999999999995,25.9875,53.89,36.21,32.7675,60.52,42.9525,28.99
04,Almería,2016,67.0575,51.7975,22.755,52.985,39.9125,24.642500000000002,60.0575,45.8925,23.5825
04,Almería,2017,69.755,54.542500000000004,21.805,52.93,38.205,27.815,61.3975,46.4325,24.37
04,Almería,2018,67.505,53.410000000000004,20.8675,51.44,38.66,24.8775,59.53,46.0875,22.5775
04,Almería,2019,65.7725,55.8475,15.0875,52.3275,41.4225,20.8275,59.1025,48.695,17.615000000000002
04,Almería,2020,66.9625,55.4475,17.165,50.45,36.16,28.29,58.76,45.8675,21.905
04,Almería,2021,69.485,57.025000000000006,17.97,53.765,42.4875,20.9875,61.765,49.89,19.255000000000003
04,Almería,2022,69.205,58.585,15.355,54.2375,43.665,19.5475,61.8825,51.2825,17.15
04,Almería,2023,68.2875,58.0,15.0375,54.739999999999995,45.3275,17.2575,61.69,51.83,15.972499999999998
04,Almería,2024,67.41,57.815,14.225,52.86,44.045,16.7075,60.265,51.0525,15.285
04,Almería,2025,65.31,56.5075,13.475,53.79,46.075,14.3525,59.66,51.3925,13.8625
05,Ávila,2015,59.545,46.5075,21.8825,47.557500000000005,35.985,24.4075,53.614999999999995,41.3,22.985
05,Ávila,2016,61.485,49.31,19.805,50.2225,38.69,22.9925,55.91,44.05,21.2325
05,Ávila,2017,61.5175,51.5325,16.22,49.525,39.535,20.145,55.585,45.5925,17.965
05,Ávila,2018,59.305,49.6075,16.3325,47.0925,39.3125,16.5325,53.260000000000005,44.51,16.4225
05,Ávila,2019,59.4425,50.815,14.530000000000001,45.9825,39.16,14.89,52.775,45.04,14.7025
05,Ávila,2020,60.9125,53.707499999999996,11.822500000000002,47.677499999999995,39.152499999999996,17.835,54.36,46.4975,14.43
05,Ávila,2021,57.545,51.6875,10.1675,47.06,36.655,22.03,52.325,44.2,15.49
05,Ávila,2022,57.754999999999995,51.04,11.61,48.1475,40.1275,16.7275,52.965,45.6025,13.935
05,Ávila,2023,59.1525,53.0225,10.36,46.13,39.9925,13.2625,52.655,46.519999999999996,11.635
05,Ávila,2024,58.3075,52.927499999999995,9.285,47.0875,40.745,13.4525,52.6975,46.8375,11.1425
05,Ávila,2025,56.7525,51.5925,9.0775,44.8175,40.9475,8.645,50.795,46.2825,8.879999999999999
06,Badajoz,2015,63.9875,47.1475,26.322499999999998,47.3225,30.56,35.4225,55.542500000000004,38.7425,30.252499999999998
06,Badajoz,2016,64.405,48.32,24.9675,48.515,31.1,35.905,56.35,39.5925,29.740000000000002
