codigo_provincia,provincia,provincia_original,anio,tipo_edificacion,tipo_dato,valor,valor_original,edificacion_normalizada,dato_normalizado,variable
09,Burgos,09 Burgos,2023,Total,Variación anual,2.1,"2,1",general,variacion_anual,ipva_variacion_anual_general
09,Burgos,09 Burgos,2023,Vivienda colectiva,Variación anual,2.1,"2,1",colectiva,variacion_anual,ipva_variacion_anual_colectiva
09,Burgos,09 Burgos,2023,Vivienda unifamiliar,Variación anual,2.4,"2,4",unifamiliar,variacion_anual,ipva_variacion_anual_unifamiliar
09,Burgos,09 Burgos,2023,Total,Índice,113.528,"113,528",general,indice,ipva_indice_general
09,Burgos,09 Burgos,2023,Vivienda colectiva,Índice,113.676,"113,676",colectiva,indice,ipva_indice_colectiva
09,Burgos,09 Burgos,2023,Vivienda unifamiliar,Índice,111.505,"111,505",unifamiliar,indice,ipva_indice_unifamiliar
09,Burgos,09 Burgos,2024,Total,Variación anual,2.8,"2,8",general,variacion_anual,ipva_variacion_anual_general
09,Burgos,09 Burgos,2024,Vivienda colectiva,Variación anual,2.9,"2,9",colectiva,variacion_anual,ipva_variacion_anual_colectiva
09,Burgos,09 Burgos,2024,Vivienda unifamiliar,Variación anual,1.8,"1,8",unifamiliar,variacion_anual,ipva_variacion_anual_unifamiliar
09,Burgos,09 Burgos,2024,Total,Índice,116.764,"116,764",general,indice,ipva_indice_general
09,Burgos,09 Burgos,2024,Vivienda colectiva,Índice,116.998,"116,998",colectiva,indice,ipva_indice_colectiva
09,Burgos,09 Burgos,2024,Vivienda unifamiliar,Índice,113.567,"113,567",unifamiliar,indice,ipva_indice_unifamiliar
10,Cáceres,10 Cáceres,2015,Total,Variación anual,-0.7,"-0,7",general,variacion_anual,ipva_variacion_anual_general
10,Cáceres,10 Cáceres,2015,Vivienda colectiva,Variación anual,-0.9,"-0,9",colectiva,variacion_anual,ipva_variacion_anual_colectiva
10,Cáceres,10 Cáceres,2015,Vivienda unifamiliar,Variación anual,0.9,"0,9",unifamiliar,variacion_anual,ipva_variacion_anual_unifamiliar
10,Cáceres,10 Cáceres,2015,Total,Índice,100.0,"100,000",general,indice,ipva_indice_general
10,Cáceres,10 Cáceres,2015,Vivienda colectiva,Índice,100.0,"100,000",colectiva,indice,ipva_indice_colectiva
10,Cáceres,10 Cáceres,2015,Vivienda unifamiliar,Índice,100.0,"100,000",unifamiliar,indice,ipva_indice_unifamiliar
10,Cáceres,10 Cáceres,2016,Total,Variación anual,1.1,"1,1",general,variacion_anual,ipva_variacion_anual_general
10,Cáceres,10 Cáceres,2016,Vivienda colectiva,Variación anual,1.0,"1,0",colectiva,variacion_anual,ipva_variacion_anual_colectiva
10,Cáceres,10 Cáceres,2016,Vivienda unifamiliar,Variación anual,1.6,"1,6",unifamiliar,variacion_anual,ipva_variacion_anual_unifamiliar
10,Cáceres,10 Cáceres,2016,Total,Índice,101.091,"101,091",general,indice,ipva_indice_general
10,Cáceres,10 Cáceres,2016,Vivienda colectiva,Índice,101.005,"101,005",colectiva,indice,ipva_indice_colectiva
10,Cáceres,10 Cáceres,2016,Vivienda unifamiliar,Índice,101.621,"101,621",unifamiliar,indice,ipva_indice_unifamiliar
10,Cáceres,10 Cáceres,2017,Total,Variación anual,1.3,"1,3",general,variacion_anual,ipva_variacion_anual_general
10,Cáceres,10 Cáceres,2017,Vivienda colectiva,Variación anual,1.3,"1,3",colectiva,variacion_anual,ipva_variacion_anual_colectiva
10,Cáceres,10 Cáceres,2017,Vivienda unifamiliar,Variación anual,0.9,"0,9",unifamiliar,variacion_anual,ipva_variacion_anual_unifamiliar
10,Cáceres,10 Cáceres,2017,Total,Índice,102.367,"102,367",general,indice,ipva_indice_general
10,Cáceres,10 Cáceres,2017,Vivienda colectiva,Índice,102.336,"102,336",colectiva,indice,ipva_indice_colectiva
10,Cáceres,10 Cáceres,2017,Vivienda unifamiliar,Índice,102.559,"102,559",unifamiliar,indice,ipva_indice_unifamiliar
10,Cáceres,10 Cáceres,2018,Total,Variación anual,1.4,"1,4",general,variacion_anual,ipva_variacion_anual_general
10,Cáceres,10 Cáceres,2018,Vivienda colectiva,Variación anual,1.4,"1,4",colectiva,variacion_anual,ipva_variacion_anual_colectiva
10,Cáceres,10 Cáceres,2018,Vivienda unifamiliar,Variación anual,1.1,"1,1",unifamiliar,variacion_anual,ipva_variacion_anual_unifamiliar
10,Cáceres,10 Cáceres,2018,Total,Índice,103.764,"103,764",general,indice,ipva_indice_general
10,Cáceres,10 Cáceres,2018,Vivienda colectiva,Índice,103.772,"103,772",colectiva,indice,ipva_indice_colectiva
10,Cáceres,10 Cáceres,2018,Vivienda unifamiliar,Índice,103.731,"103,731",unifamiliar,indice,ipva_indice_unifamiliar
10,Cáceres,10 Cáceres,2019,Total,Variación anual,2.4,"2,4",general,variacion_anual,ipva_variacion_anual_general
10,Cáceres,10 Cáceres,2019,Vivienda colectiva,Variación anual,2.4,"2,4",colectiva,variacion_anual,ipva_variacion_anual_colectiva
10,Cáceres,10 Cáceres,2019,Vivienda unifamiliar,Variación anual,2.3,"2,3",unifamiliar,variacion_anual,ipva_variacion_anual_unifamiliar
10,Cáceres,10 Cáceres,2019,Total,Índice,106.212,"106,212",general,indice,ipva_indice_general
10,Cáceres,10 Cáceres,2019,Vivienda colectiva,Índice,106.236,"106,236",colectiva,indice,ipva_indice_colectiva
10,Cáceres,10 Cáceres,2019,Vivienda unifamiliar,Índice,106.082,"106,082",unifamiliar,indice,ipva_indice_unifamiliar
10,Cáceres,10 Cáceres,2020,Total,Variación anual,0.8,"0,8",general,variacion_anual,ipva_variacion_anual_general
10,Cáceres,10 Cáceres,2020,Vivienda colectiva,Variación anual,0.8,"0,8",colectiva,variacion_anual,ipva_variacion_anual_colectiva
10,Cáceres,10 Cáceres,2020,Vivienda unifamiliar,Variación anual,0.7,"0,7",unifamiliar,variacion_anual,ipva_variacion_anual_unifamiliar
10,Cáceres,10 Cáceres,2020,Total,Índice,107.052,"107,052",general,indice,ipva_indice_general
10,Cáceres,10 Cáceres,2020,Vivienda colectiva,Índice,107.091,"107,091",colectiva,indice,ipva_indice_colectiva
10,Cáceres,10 Cáceres,2020,Vivienda unifamiliar,Índice,106.844,"106,844",unifamiliar,indice,ipva_indice_unifamiliar
10,Cáceres,10 Cáceres,2021,Total,Variación anual,1.8,"1,8",general,variacion_anual,ipva_variacion_anual_general
10,Cáceres,10 Cáceres,2021,Vivienda colectiva,Variación anual,2.0,"2,0",colectiva,variacion_anual,ipva_variacion_anual_colectiva
10,Cáceres,10 Cáceres,2021,Vivienda unifamiliar,Variación anual,1.2,"1,2",unifamiliar,variacion_anual,ipva_variacion_anual_unifamiliar
10,Cáceres,10 Cáceres,2021,Total,Índice,109.023,"109,023",general,indice,ipva_indice_general
10,Cáceres,10 Cáceres,2021,Vivienda colectiva,Índice,109.192,"109,192",colectiva,indice,ipva_indice_colectiva
10,Cáceres,10 Cáceres,2021,Vivienda unifamiliar,Índice,108.131,"108,131",unifamiliar,indice,ipva_indice_unifamiliar
10,Cáceres,10 Cáceres,2022,Total,Variación anual,2.1,"2,1",general,variacion_anual,ipva_variacion_anual_general
10,Cáceres,10 Cáceres,2022,Vivienda colectiva,Variación anual,2.1,"2,1",colectiva,variacion_anual,ipva_variacion_anual_colectiva
10,Cáceres,10 Cáceres,2022,Vivienda unifamiliar,Variación anual,2.0,"2,0",unifamiliar,variacion_anual,ipva_variacion_anual_unifamiliar
10,Cáceres,10 Cáceres,2022,Total,Índice,111.282,"111,282",general,indice,ipva_indice_general
10,Cáceres,10 Cáceres,2022,Vivienda colectiva,Índice,111.476,"111,476",colectiva,indice,ipva_indice_colectiva
10,Cáceres,10 Cáceres,2022,Vivienda unifamiliar,Índice,110.251,"110,251",unifamiliar,indice,ipva_indice_unifamiliar
10,Cáceres,10 Cáceres,2023,Total,Variación anual,2.1,"2,1",general,variacion_anual,ipva_variacion_anual_general
10,Cáceres,10 Cáceres,2023,Vivienda colectiva,Variación anual,2.2,"2,2",colectiva,variacion_anual,ipva_variacion_anual_colectiva
10,Cáceres,10 Cáceres,2023,Vivienda unifamiliar,Variación anual,1.1,"1,1",unifamiliar,variacion_anual,ipva_variacion_anual_unifamiliar
10,Cáceres,10 Cáceres,2023,Total,Índice,113.584,"113,584",general,indice,ipva_indice_general
10,Cáceres,10 Cáceres,2023,Vivienda colectiva,Índice,113.98,"113,980",colectiva,indice,ipva_indice_colectiva
10,Cáceres,10 Cáceres,2023,Vivienda unifamiliar,Índice,111.449,"111,449",unifamiliar,indice,ipva_indice_unifamiliar
10,Cáceres,10 Cáceres,2024,Total,Variación anual,3.5,"3,5",general,variacion_anual,ipva_variacion_anual_general
10,Cáceres,10 Cáceres,2024,Vivienda colectiva,Variación anual,3.8,"3,8",colectiva,variacion_anual,ipva_variacion_anual_colectiva
10,Cáceres,10 Cáceres,2024,Vivienda unifamiliar,Variación anual,2.3,"2,3",unifamiliar,variacion_anual,ipva_variacion_anual_unifamiliar
10,Cáceres,10 Cáceres,2024,Total,Índice,117.601,"117,601",general,indice,ipva_indice_general
10,Cáceres,10 Cáceres,2024,Vivienda colectiva,Índice,118.274,"118,274",colectiva,indice,ipva_indice_colectiva
10,Cáceres,10 Cáceres,2024,Vivienda unifamiliar,Índice,113.958,"113,958",unifamiliar,indice,ipva_indice_unifamiliar
11,Cádiz,11 Cádiz,2015,Total,Variación anual,0.0,"0,0",general,variacion_anual,ipva_variacion_anual_general
11,Cádiz,11 Cádiz,2015,Vivienda colectiva,Variación anual,-0.3,"-0,3",colectiva,variacion_anual,ipva_variacion_anual_colectiva
11,Cádiz,11 Cádiz,2015,Vivienda unifamiliar,Variación anual,0.7,"0,7",unifamiliar,variacion_anual,ipva_variacion_anual_unifamiliar
11,Cádiz,11 Cádiz,2015,Total,Índice,100.0,"100,000",general,indice,ipva_indice_general
11,Cádiz,11 Cádiz,2015,Vivienda colectiva,Índice,100.0,"100,000",colectiva,indice,ipva_indice_colectiva
11,Cádiz,11 Cádiz,2015,Vivienda unifamiliar,Índice,100.0,"100,000",unifamiliar,indice,ipva_indice_unifamiliar
11,Cádiz,11 Cádiz,2016,Total,Variación anual,2.2,"2,2",general,variacion_anual,ipva_variacion_anual_general
11,Cádiz,11 Cádiz,2016,Vivienda colectiva,Variación anual,2.0,"2,0",colectiva,variacion_anual,ipva_variacion_anual_colectiva
11,Cádiz,11 Cádiz,2016,Vivienda unifamiliar,Variación anual,2.7,"2,7",unifamiliar,variacion_anual,ipva_variacion_anual_unifamiliar
11,Cádiz,11 Cádiz,2016,Total,Índice,102.224,"102,224",general,indice,ipva_indice_general
11,Cádiz,11 Cádiz,2016,Vivienda colectiva,Índice,101.987,"101,987",colectiva,indice,ipva_indice_colectiva
11,Cádiz,11 Cádiz,2016,Vivienda unifamiliar,Índice,102.723,"102,723",unifamiliar,indice,ipva_indice_unifamiliar
11,Cádiz,11 Cádiz,2017,Total,Variación anual,1.0,"1,0",general,variacion_anual,ipva_variacion_anual_general
11,Cádiz,11 Cádiz,2017,Vivienda colectiva,Variación anual,1.1,"1,1",colectiva,variacion_anual,ipva_variacion_anual_colectiva
11,Cádiz,11 Cádiz,2017,Vivienda unifamiliar,Variación anual,0.8,"0,8",unifamiliar,variacion_anual,ipva_variacion_anual_unifamiliar
11,Cádiz,11 Cádiz,2017,Total,Índice,103.216,"103,216",general,indice,ipva_indice_general
11,Cádiz,11 Cádiz,2017,Vivienda colectiva,Índice,103.063,"103,063",colectiva,indice,ipva_indice_colectiva
11,Cádiz,11 Cádiz,2017,Vivienda unifamiliar,Índice,103.538,"103,538",unifamiliar,indice,ipva_indice_unifamiliar
11,Cádiz,11 Cádiz,2018,Total,Variación anual,1.4,"1,4",general,variacion_anual,ipva_variacion_anual_general
11,Cádiz,11 Cádiz,2018,Vivienda colectiva,Variación anual,1.5,"1,5",colectiva,variacion_anual,ipva_variacion_anual_colectiva
11,Cádiz,11 Cádiz,2018,Vivienda unifamiliar,Variación anual,1.3,"1,3",unifamiliar,variacion_anual,ipva_variacion_anual_unifamiliar
11,Cádiz,11 Cádiz,2018,Total,Índice,104.693,"104,693",general,indice,ipva_indice_general
11,Cádiz,11 Cádiz,2018,Vivienda colectiva,Índice,104.604,"104,604",colectiva,indice,ipva_indice_colectiva
11,Cádiz,11 Cádiz,2018,Vivienda unifamiliar,Índice,104.877,"104,877",unifamiliar,indice,ipva_indice_unifamiliar
11,Cádiz,11 Cádiz,2019,Total,Variación anual,2.3,"2,3",general,variacion_anual,ipva_variacion_anual_general
11,Cádiz,11 Cádiz,2019,Vivienda colectiva,Variación anual,2.7,"2,7",colectiva,variacion_anual,ipva_variacion_anual_colectiva
11,Cádiz,11 Cádiz,2019,Vivienda unifamiliar,Variación anual,1.3,"1,3",unifamiliar,variacion_anual,ipva_variacion_anual_unifamiliar
11,Cádiz,11 Cádiz,2019,Total,Índice,107.063,"107,063",general,indice,ipva_indice_general
11,Cádiz,11 Cádiz,2019,Vivienda colectiva,Índice,107.424,"107,424",colectiva,indice,ipva_indice_colectiva
11,Cádiz,11 Cádiz,2019,Vivienda unifamiliar,Índice,106.254,"106,254",unifamiliar,indice,ipva_indice_unifamiliar
11,Cádiz,11 Cádiz,2020,Total,Variación anual,0.9,"0,9",general,variacion_anual,ipva_variacion_anual_general
11,Cádiz,11 Cádiz,2020,Vivienda colectiva,Variación anual,1.1,"1,1",colectiva,variacion_anual,ipva_variacion_anual_colectiva
11,Cádiz,11 Cádiz,2020,Vivienda unifamiliar,Variación anual,0.7,"0,7",unifamiliar,variacion_anual,ipva_variacion_anual_unifamiliar
11,Cádiz,11 Cádiz,2020,Total,Índice,108.068,"108,068",general,indice,ipva_indice_general
11,Cádiz,11 Cádiz,2020,Vivienda colectiva,Índice,108.559,"108,559",colectiva,indice,ipva_indice_colectiva
11,Cádiz,11 Cádiz,2020,Vivienda unifamiliar,Índice,106.964,"106,964",unifamiliar,indice,ipva_indice_unifamiliar
11,Cádiz,11 Cádiz,2021,Total,Variación anual,1.7,"1,7",general,variacion_anual,ipva_variacion_anual_general
11,Cádiz,11 Cádiz,2021,Vivienda colectiva,Variación anual,1.8,"1,8",colectiva,variacion_anual,ipva_variacion_anual_colectiva
11,Cádiz,11 Cádiz,2021,Vivienda unifamiliar,Variación anual,1.6,"1,6",unifamiliar,variacion_anual,ipva_variacion_anual_unifamiliar
11,Cádiz,11 Cádiz,2021,Total,Índice,109.905,"109,905",general,indice,ipva_indice_general
11,Cádiz,11 Cádiz,2021,Vivienda colectiva,Índice,110.461,"110,461",colectiva,indice,ipva_indice_colectiva
11,Cádiz,11 Cádiz,2021,Vivienda unifamiliar,Índice,108.646,"108,646",unifamiliar,indice,ipva_indice_unifamiliar
11,Cádiz,11 Cádiz,2022,Total,Variación anual,2.2,"2,2",general,variacion_anual,ipva_variacion_anual_general
