codigo_provincia,provincia,provincia_original,anio,tipo_edificacion,tipo_dato,valor,valor_original,edificacion_normalizada,dato_normalizado,variable
23,Jaén,23 Jaén,2023,Vivienda colectiva,Variación anual,1.2,"1,2",colectiva,variacion_anual,ipva_variacion_anual_colectiva
23,Jaén,23 Jaén,2023,Vivienda unifamiliar,Variación anual,0.0,"0,0",unifamiliar,variacion_anual,ipva_variacion_anual_unifamiliar
23,Jaén,23 Jaén,2023,Total,Índice,112.037,"112,037",general,indice,ipva_indice_general
23,Jaén,23 Jaén,2023,Vivienda colectiva,Índice,112.227,"112,227",colectiva,indice,ipva_indice_colectiva
23,Jaén,23 Jaén,2023,Vivienda unifamiliar,Índice,110.183,"110,183",unifamiliar,indice,ipva_indice_unifamiliar
23,Jaén,23 Jaén,2024,Total,Variación anual,2.6,"2,6",general,variacion_anual,ipva_variacion_anual_general
23,Jaén,23 Jaén,2024,Vivienda colectiva,Variación anual,2.7,"2,7",colectiva,variacion_anual,ipva_variacion_anual_colectiva
23,Jaén,23 Jaén,2024,Vivienda unifamiliar,Variación anual,1.9,"1,9",unifamiliar,variacion_anual,ipva_variacion_anual_unifamiliar
23,Jaén,23 Jaén,2024,Total,Índice,114.98,"114,980",general,indice,ipva_indice_general
23,Jaén,23 Jaén,2024,Vivienda colectiva,Índice,115.267,"115,267",colectiva,indice,ipva_indice_colectiva
23,Jaén,23 Jaén,2024,Vivienda unifamiliar,Índice,112.331,"112,331",unifamiliar,indice,ipva_indice_unifamiliar
24,León,24 León,2015,Total,Variación anual,-0.5,"-0,5",general,variacion_anual,ipva_variacion_anual_general
24,León,24 León,2015,Vivienda colectiva,Variación anual,-0.6,"-0,6",colectiva,variacion_anual,ipva_variacion_anual_colectiva
24,León,24 León,2015,Vivienda unifamiliar,Variación anual,0.5,"0,5",unifamiliar,variacion_anual,ipva_variacion_anual_unifamiliar
24,León,24 León,2015,Total,Índice,100.0,"100,000",general,indice,ipva_indice_general
24,León,24 León,2015,Vivienda colectiva,Índice,100.0,"100,000",colectiva,indice,ipva_indice_colectiva
24,León,24 León,2015,Vivienda unifamiliar,Índice,100.0,"100,000",unifamiliar,indice,ipva_indice_unifamiliar
24,León,24 León,2016,Total,Variación anual,0.9,"0,9",general,variacion_anual,ipva_variacion_anual_general
24,León,24 León,2016,Vivienda colectiva,Variación anual,1.0,"1,0",colectiva,variacion_anual,ipva_variacion_anual_colectiva
24,León,24 León,2016,Vivienda unifamiliar,Variación anual,0.8,"0,8",unifamiliar,variacion_anual,ipva_variacion_anual_unifamiliar
24,León,24 León,2016,Total,Índice,100.948,"100,948",general,indice,ipva_indice_general
24,León,24 León,2016,Vivienda colectiva,Índice,100.963,"100,963",colectiva,indice,ipva_indice_colectiva
24,León,24 León,2016,Vivienda unifamiliar,Índice,100.782,"100,782",unifamiliar,indice,ipva_indice_unifamiliar
24,León,24 León,2017,Total,Variación anual,0.8,"0,8",general,variacion_anual,ipva_variacion_anual_general
24,León,24 León,2017,Vivienda colectiva,Variación anual,0.7,"0,7",colectiva,variacion_anual,ipva_variacion_anual_colectiva
24,León,24 León,2017,Vivienda unifamiliar,Variación anual,1.2,"1,2",unifamiliar,variacion_anual,ipva_variacion_anual_unifamiliar
24,León,24 León,2017,Total,Índice,101.74,"101,740",general,indice,ipva_indice_general
24,León,24 León,2017,Vivienda colectiva,Índice,101.718,"101,718",colectiva,indice,ipva_indice_colectiva
24,León,24 León,2017,Vivienda unifamiliar,Índice,101.996,"101,996",unifamiliar,indice,ipva_indice_unifamiliar
24,León,24 León,2018,Total,Variación anual,0.9,"0,9",general,variacion_anual,ipva_variacion_anual_general
24,León,24 León,2018,Vivienda colectiva,Variación anual,0.9,"0,9",colectiva,variacion_anual,ipva_variacion_anual_colectiva
24,León,24 León,2018,Vivienda unifamiliar,Variación anual,1.2,"1,2",unifamiliar,variacion_anual,ipva_variacion_anual_unifamiliar
24,León,24 León,2018,Total,Índice,102.666,"102,666",general,indice,ipva_indice_general
24,León,24 León,2018,Vivienda colectiva,Índice,102.616,"102,616",colectiva,indice,ipva_indice_colectiva
24,León,24 León,2018,Vivienda unifamiliar,Índice,103.228,"103,228",unifamiliar,indice,ipva_indice_unifamiliar
24,León,24 León,2019,Total,Variación anual,1.6,"1,6",general,variacion_anual,ipva_variacion_anual_general
24,León,24 León,2019,Vivienda colectiva,Variación anual,1.8,"1,8",colectiva,variacion_anual,ipva_variacion_anual_colectiva
24,León,24 León,2019,Vivienda unifamiliar,Variación anual,-0.7,"-0,7",unifamiliar,variacion_anual,ipva_variacion_anual_unifamiliar
24,León,24 León,2019,Total,Índice,104.31,"104,310",general,indice,ipva_indice_general
24,León,24 León,2019,Vivienda colectiva,Índice,104.465,"104,465",colectiva,indice,ipva_indice_colectiva
24,León,24 León,2019,Vivienda unifamiliar,Índice,102.493,"102,493",unifamiliar,indice,ipva_indice_unifamiliar
24,León,24 León,2020,Total,Variación anual,0.7,"0,7",general,variacion_anual,ipva_variacion_anual_general
24,León,24 León,2020,Vivienda colectiva,Variación anual,0.7,"0,7",colectiva,variacion_anual,ipva_variacion_anual_colectiva
24,León,24 León,2020,Vivienda unifamiliar,Variación anual,0.5,"0,5",unifamiliar,variacion_anual,ipva_variacion_anual_unifamiliar
24,León,24 León,2020,Total,Índice,105.002,"105,002",general,indice,ipva_indice_general
24,León,24 León,2020,Vivienda colectiva,Índice,105.176,"105,176",colectiva,indice,ipva_indice_colectiva
24,León,24 León,2020,Vivienda unifamiliar,Índice,102.966,"102,966",unifamiliar,indice,ipva_indice_unifamiliar
24,León,24 León,2021,Total,Variación anual,1.5,"1,5",general,variacion_anual,ipva_variacion_anual_general
24,León,24 León,2021,Vivienda colectiva,Variación anual,1.5,"1,5",colectiva,variacion_anual,ipva_variacion_anual_colectiva
24,León,24 León,2021,Vivienda unifamiliar,Variación anual,1.8,"1,8",unifamiliar,variacion_anual,ipva_variacion_anual_unifamiliar
24,León,24 León,2021,Total,Índice,106.586,"106,586",general,indice,ipva_indice_general
24,León,24 León,2021,Vivienda colectiva,Índice,106.732,"106,732",colectiva,indice,ipva_indice_colectiva
24,León,24 León,2021,Vivienda unifamiliar,Índice,104.836,"104,836",unifamiliar,indice,ipva_indice_unifamiliar
24,León,24 León,2022,Total,Variación anual,1.9,"1,9",general,variacion_anual,ipva_variacion_anual_general
24,León,24 León,2022,Vivienda colectiva,Variación anual,1.9,"1,9",colectiva,variacion_anual,ipva_variacion_anual_colectiva
24,León,24 León,2022,Vivienda unifamiliar,Variación anual,1.2,"1,2",unifamiliar,variacion_anual,ipva_variacion_anual_unifamiliar
24,León,24 León,2022,Total,Índice,108.581,"108,581",general,indice,ipva_indice_general
24,León,24 León,2022,Vivienda colectiva,Índice,108.796,"108,796",colectiva,indice,ipva_indice_colectiva
24,León,24 León,2022,Vivienda unifamiliar,Índice,106.087,"106,087",unifamiliar,indice,ipva_indice_unifamiliar
24,León,24 León,2023,Total,Variación anual,1.6,"1,6",general,variacion_anual,ipva_variacion_anual_general
24,León,24 León,2023,Vivienda colectiva,Variación anual,1.7,"1,7",colectiva,variacion_anual,ipva_variacion_anual_colectiva
24,León,24 León,2023,Vivienda unifamiliar,Variación anual,0.1,"0,1",unifamiliar,variacion_anual,ipva_variacion_anual_unifamiliar
24,León,24 León,2023,Total,Índice,110.305,"110,305",general,indice,ipva_indice_general
24,León,24 León,2023,Vivienda colectiva,Índice,110.668,"110,668",colectiva,indice,ipva_indice_colectiva
24,León,24 León,2023,Vivienda unifamiliar,Índice,106.22,"106,220",unifamiliar,indice,ipva_indice_unifamiliar
24,León,24 León,2024,Total,Variación anual,2.8,"2,8",general,variacion_anual,ipva_variacion_anual_general
24,León,24 León,2024,Vivienda colectiva,Variación anual,2.8,"2,8",colectiva,variacion_anual,ipva_variacion_anual_colectiva
24,León,24 León,2024,Vivienda unifamiliar,Variación anual,2.1,"2,1",unifamiliar,variacion_anual,ipva_variacion_anual_unifamiliar
24,León,24 León,2024,Total,Índice,113.361,"113,361",general,indice,ipva_indice_general
24,León,24 León,2024,Vivienda colectiva,Índice,113.803,"113,803",colectiva,indice,ipva_indice_colectiva
24,León,24 León,2024,Vivienda unifamiliar,Índice,108.409,"108,409",unifamiliar,indice,ipva_indice_unifamiliar
25,Lleida,25 Lleida,2015,Total,Variación anual,-0.3,"-0,3",general,variacion_anual,ipva_variacion_anual_general
25,Lleida,25 Lleida,2015,Vivienda colectiva,Variación anual,-0.4,"-0,4",colectiva,variacion_anual,ipva_variacion_anual_colectiva
25,Lleida,25 Lleida,2015,Vivienda unifamiliar,Variación anual,0.5,"0,5",unifamiliar,variacion_anual,ipva_variacion_anual_unifamiliar
25,Lleida,25 Lleida,2015,Total,Índice,100.0,"100,000",general,indice,ipva_indice_general
25,Lleida,25 Lleida,2015,Vivienda colectiva,Índice,100.0,"100,000",colectiva,indice,ipva_indice_colectiva
25,Lleida,25 Lleida,2015,Vivienda unifamiliar,Índice,100.0,"100,000",unifamiliar,indice,ipva_indice_unifamiliar
25,Lleida,25 Lleida,2016,Total,Variación anual,0.9,"0,9",general,variacion_anual,ipva_variacion_anual_general
25,Lleida,25 Lleida,2016,Vivienda colectiva,Variación anual,1.0,"1,0",colectiva,variacion_anual,ipva_variacion_anual_colectiva
25,Lleida,25 Lleida,2016,Vivienda unifamiliar,Variación anual,0.9,"0,9",unifamiliar,variacion_anual,ipva_variacion_anual_unifamiliar
25,Lleida,25 Lleida,2016,Total,Índice,100.945,"100,945",general,indice,ipva_indice_general
25,Lleida,25 Lleida,2016,Vivienda colectiva,Índice,100.955,"100,955",colectiva,indice,ipva_indice_colectiva
25,Lleida,25 Lleida,2016,Vivienda unifamiliar,Índice,100.857,"100,857",unifamiliar,indice,ipva_indice_unifamiliar
25,Lleida,25 Lleida,2017,Total,Variación anual,1.0,"1,0",general,variacion_anual,ipva_variacion_anual_general
25,Lleida,25 Lleida,2017,Vivienda colectiva,Variación anual,1.1,"1,1",colectiva,variacion_anual,ipva_variacion_anual_colectiva
25,Lleida,25 Lleida,2017,Vivienda unifamiliar,Variación anual,0.5,"0,5",unifamiliar,variacion_anual,ipva_variacion_anual_unifamiliar
25,Lleida,25 Lleida,2017,Total,Índice,101.982,"101,982",general,indice,ipva_indice_general
25,Lleida,25 Lleida,2017,Vivienda colectiva,Índice,102.056,"102,056",colectiva,indice,ipva_indice_colectiva
25,Lleida,25 Lleida,2017,Vivienda unifamiliar,Índice,101.327,"101,327",unifamiliar,indice,ipva_indice_unifamiliar
25,Lleida,25 Lleida,2018,Total,Variación anual,1.6,"1,6",general,variacion_anual,ipva_variacion_anual_general
25,Lleida,25 Lleida,2018,Vivienda colectiva,Variación anual,1.6,"1,6",colectiva,variacion_anual,ipva_variacion_anual_colectiva
25,Lleida,25 Lleida,2018,Vivienda unifamiliar,Variación anual,1.4,"1,4",unifamiliar,variacion_anual,ipva_variacion_anual_unifamiliar
25,Lleida,25 Lleida,2018,Total,Índice,103.631,"103,631",general,indice,ipva_indice_general
25,Lleida,25 Lleida,2018,Vivienda colectiva,Índice,103.728,"103,728",colectiva,indice,ipva_indice_colectiva
25,Lleida,25 Lleida,2018,Vivienda unifamiliar,Índice,102.772,"102,772",unifamiliar,indice,ipva_indice_unifamiliar
25,Lleida,25 Lleida,2019,Total,Variación anual,2.4,"2,4",general,variacion_anual,ipva_variacion_anual_general
25,Lleida,25 Lleida,2019,Vivienda colectiva,Variación anual,2.6,"2,6",colectiva,variacion_anual,ipva_variacion_anual_colectiva
25,Lleida,25 Lleida,2019,Vivienda unifamiliar,Variación anual,0.8,"0,8",unifamiliar,variacion_anual,ipva_variacion_anual_unifamiliar
25,Lleida,25 Lleida,2019,Total,Índice,106.135,"106,135",general,indice,ipva_indice_general
25,Lleida,25 Lleida,2019,Vivienda colectiva,Índice,106.411,"106,411",colectiva,indice,ipva_indice_colectiva
25,Lleida,25 Lleida,2019,Vivienda unifamiliar,Índice,103.643,"103,643",unifamiliar,indice,ipva_indice_unifamiliar
25,Lleida,25 Lleida,2020,Total,Variación anual,1.4,"1,4",general,variacion_anual,ipva_variacion_anual_general
25,Lleida,25 Lleida,2020,Vivienda colectiva,Variación anual,1.4,"1,4",colectiva,variacion_anual,ipva_variacion_anual_colectiva
25,Lleida,25 Lleida,2020,Vivienda unifamiliar,Variación anual,1.4,"1,4",unifamiliar,variacion_anual,ipva_variacion_anual_unifamiliar
25,Lleida,25 Lleida,2020,Total,Índice,107.652,"107,652",general,indice,ipva_indice_general
25,Lleida,25 Lleida,2020,Vivienda colectiva,Índice,107.933,"107,933",colectiva,indice,ipva_indice_colectiva
25,Lleida,25 Lleida,2020,Vivienda unifamiliar,Índice,105.114,"105,114",unifamiliar,indice,ipva_indice_unifamiliar
25,Lleida,25 Lleida,2021,Total,Variación anual,2.3,"2,3",general,variacion_anual,ipva_variacion_anual_general
25,Lleida,25 Lleida,2021,Vivienda colectiva,Variación anual,2.3,"2,3",colectiva,variacion_anual,ipva_variacion_anual_colectiva
25,Lleida,25 Lleida,2021,Vivienda unifamiliar,Variación anual,2.4,"2,4",unifamiliar,variacion_anual,ipva_variacion_anual_unifamiliar
25,Lleida,25 Lleida,2021,Total,Índice,110.132,"110,132",general,indice,ipva_indice_general
25,Lleida,25 Lleida,2021,Vivienda colectiva,Índice,110.413,"110,413",colectiva,indice,ipva_indice_colectiva
25,Lleida,25 Lleida,2021,Vivienda unifamiliar,Índice,107.585,"107,585",unifamiliar,indice,ipva_indice_unifamiliar
25,Lleida,25 Lleida,2022,Total,Variación anual,2.5,"2,5",general,variacion_anual,ipva_variacion_anual_general
25,Lleida,25 Lleida,2022,Vivienda colectiva,Variación anual,2.6,"2,6",colectiva,variacion_anual,ipva_variacion_anual_colectiva
25,Lleida,25 Lleida,2022,Vivienda unifamiliar,Variación anual,1.5,"1,5",unifamiliar,variacion_anual,ipva_variacion_anual_unifamiliar
25,Lleida,25 Lleida,2022,Total,Índice,112.888,"112,888",general,indice,ipva_indice_general
25,Lleida,25 Lleida,2022,Vivienda colectiva,Índice,113.309,"113,309",colectiva,indice,ipva_indice_colectiva
25,Lleida,25 Lleida,2022,Vivienda unifamiliar,Índice,109.178,"109,178",unifamiliar,indice,ipva_indice_unifamiliar
25,Lleida,25 Lleida,2023,Total,Variación anual,2.5,"2,5",general,variacion_anual,ipva_variacion_anual_general
25,Lleida,25 Lleida,2023,Vivienda colectiva,Variación anual,2.6,"2,6",colectiva,variacion_anual,ipva_variacion_anual_colectiva
25,Lleida,25 Lleida,2023,Vivienda unifamiliar,Variación anual,1.6,"1,6",unifamiliar,variacion_anual,ipva_variacion_anual_unifamiliar
25,Lleida,25 Lleida,2023,Total,Índice,115.708,"115,708",general,indice,ipva_indice_general
25,Lleida,25 Lleida,2023,Vivienda colectiva,Índice,116.26,"116,260",colectiva,indice,ipva_indice_colectiva
25,Lleida,25 Lleida,2023,Vivienda unifamiliar,Índice,110.89,"110,890",unifamiliar,indice,ipva_indice_unifamiliar
25,Lleida,25 Lleida,2024,Total,Variación anual,3.2,"3,2",general,variacion_anual,ipva_variacion_anual_general
25,Lleida,25 Lleida,2024,Vivienda colectiva,Variación anual,3.3,"3,3",colectiva,variacion_anual,ipva_variacion_anual_colectiva
25,Lleida,25 Lleida,2024,Vivienda unifamiliar,Variación anual,2.8,"2,8",unifamiliar,variacion_anual,ipva_variacion_anual_unifamiliar
25,Lleida,25 Lleida,2024,Total,Índice,119.441,"119,441",general,indice,ipva_indice_general
25,Lleida,25 Lleida,2024,Vivienda colectiva,Índice,120.064,"120,064",colectiva,indice,ipva_indice_colectiva
25,Lleida,25 Lleida,2024,Vivienda unifamiliar,Índice,114.015,"114,015",unifamiliar,indice,ipva_indice_unifamiliar
26,"Rioja, La","26 Rioja, La",2015,Total,Variación anual,-0.1,"-0,1",general,variacion_anual,ipva_variacion_anual_general
26,"Rioja, La","26 Rioja, La",2015,Vivienda colectiva,Variación anual,-0.1,"-0,1",colectiva,variacion_anual,ipva_variacion_anual_colectiva
26,"Rioja, La","26 Rioja, La",2015,Vivienda unifamiliar,Variación anual,0.9,"0,9",unifamiliar,variacion_anual,ipva_variacion_anual_unifamiliar
26,"Rioja, La","26 Rioja, La",2015,Total,Índice,100.0,"100,000",general,indice,ipva_indice_general
26,"Rioja, La","26 Rioja, La",2015,Vivienda colectiva,Índice,100.0,"100,000",colectiva,indice,ipva_indice_colectiva
26,"Rioja, La","26 Rioja, La",2015,Vivienda unifamiliar,Índice,100.0,"100,000",unifamiliar,indice,ipva_indice_unifamiliar
26,"Rioja, La","26 Rioja, La",2016,Total,Variación anual,1.6,"1,6",general,variacion_anual,ipva_variacion_anual_general
26,"Rioja, La","26 Rioja, La",2016,Vivienda colectiva,Variación anual,1.6,"1,6",colectiva,variacion_anual,ipva_variacion_anual_colectiva
26,"Rioja, La","26 Rioja, La",2016,Vivienda unifamiliar,Variación anual,1.3,"1,3",unifamiliar,variacion_anual,ipva_variacion_anual_unifamiliar
26,"Rioja, La","26 Rioja, La",2016,Total,Índice,101.604,"101,604",general,indice,ipva_indice_general
26,"Rioja, La","26 Rioja, La",2016,Vivienda colectiva,Índice,101.619,"101,619",colectiva,indice,ipva_indice_colectiva
26,"Rioja, La","26 Rioja, La",2016,Vivienda unifamiliar,Índice,101.269,"101,269",unifamiliar,indice,ipva_indice_unifamiliar
26,"Rioja, La","26 Rioja, La",2017,Total,Variación anual,1.4,"1,4",general,variacion_anual,ipva_variacion_anual_general
26,"Rioja, La","26 Rioja, La",2017,Vivienda colectiva,Variación anual,1.3,"1,3",colectiva,variacion_anual,ipva_variacion_anual_colectiva
26,"Rioja, La","26 Rioja, La",2017,Vivienda unifamiliar,Variación anual,2.4,"2,4",unifamiliar,variacion_anual,ipva_variacion_anual_unifamiliar
26,"Rioja, La","26 Rioja, La",2017,Total,Índice,103.018,"103,018",general,indice,ipva_indice_general
26,"Rioja, La","26 Rioja, La",2017,Vivienda colectiva,Índice,102.986,"102,986",colectiva,indice,ipva_indice_colectiva
26,"Rioja, La","26 Rioja, La",2017,Vivienda unifamiliar,Índice,103.675,"103,675",unifamiliar,indice,ipva_indice_unifamiliar
26,"Rioja, La","26 Rioja, La",2018,Total,Variación anual,1.5,"1,5",general,variacion_anual,ipva_variacion_anual_general
26,"Rioja, La","26 Rioja, La",2018,Vivienda colectiva,Variación anual,1.6,"1,6",colectiva,variacion_anual,ipva_variacion_anual_colectiva
26,"Rioja, La","26 Rioja, La",2018,Vivienda unifamiliar,Variación anual,-0.1,"-0,1",unifamiliar,variacion_anual,ipva_variacion_anual_unifamiliar
26,"Rioja, La","26 Rioja, La",2018,Total,Índice,104.596,"104,596",general,indice,ipva_indice_general
26,"Rioja, La","26 Rioja, La",2018,Vivienda colectiva,Índice,104.643,"104,643",colectiva,indice,ipva_indice_colectiva
26,"Rioja, La","26 Rioja, La",2018,Vivienda unifamiliar,Índice,103.605,"103,605",unifamiliar,indice,ipva_indice_unifamiliar
26,"Rioja, La","26 Rioja, La",2019,Total,Variación anual,2.8,"2,8",general,variacion_anual,ipva_variacion_anual_general
26,"Rioja, La","26 Rioja, La",2019,Vivienda colectiva,Variación anual,2.8,"2,8",colectiva,variacion_anual,ipva_variacion_anual_colectiva
26,"Rioja, La","26 Rioja, La",2019,Vivienda unifamiliar,Variación anual,3.1,"3,1",unifamiliar,variacion_anual,ipva_variacion_anual_unifamiliar
26,"Rioja, La","26 Rioja, La",2019,Total,Índice,107.508,"107,508",general,indice,ipva_indice_general
26,"Rioja, La","26 Rioja, La",2019,Vivienda colectiva,Índice,107.54,"107,540",colectiva,indice,ipva_indice_colectiva
26,"Rioja, La","26 Rioja, La",2019,Vivienda unifamiliar,Índice,106.86,"106,860",unifamiliar,indice,ipva_indice_unifamiliar
26,"Rioja, La","26 Rioja, La",2020,Total,Variación anual,1.1,"1,1",general,variacion_anual,ipva_variacion_anual_general
26,"Rioja, La","26 Rioja, La",2020,Vivienda colectiva,Variación anual,1.2,"1,2",colectiva,variacion_anual,ipva_variacion_anual_colectiva
26,"Rioja, La","26 Rioja, La",2020,Vivienda unifamiliar,Variación anual,-0.3,"-0,3",unifamiliar,variacion_anual,ipva_variacion_anual_unifamiliar
26,"Rioja, La","26 Rioja, La",2020,Total,Índice,108.712,"108,712",general,indice,ipva_indice_general
26,"Rioja, La","26 Rioja, La",2020,Vivienda colectiva,Índice,108.808,"108,808",colectiva,indice,ipva_indice_colectiva
26,"Rioja, La","26 Rioja, La",2020,Vivienda unifamiliar,Índice,106.506,"106,506",unifamiliar,indice,ipva_indice_unifamiliar
26,"Rioja, La","26 Rioja, La",2021,Total,Variación anual,1.8,"1,8",general,variacion_anual,ipva_variacion_anual_general
26,"Rioja, La","26 Rioja, La",2021,Vivienda colectiva,Variación anual,1.8,"1,8",colectiva,variacion_anual,ipva_variacion_anual_colectiva
26,"Rioja, La","26 Rioja, La",2021,Vivienda unifamiliar,Variación anual,1.2,"1,2",unifamiliar,variacion_anual,ipva_variacion_anual_unifamiliar
26,"Rioja, La","26 Rioja, La",2021,Total,Índice,110.651,"110,651",general,indice,ipva_indice_general
26,"Rioja, La","26 Rioja, La",2021,Vivienda colectiva,Índice,110.774,"110,774",colectiva,indice,ipva_indice_colectiva
26,"Rioja, La","26 Rioja, La",2021,Vivienda unifamiliar,Índice,107.828,"107,828",unifamiliar,indice,ipva_indice_unifamiliar
26,"Rioja, La","26 Rioja, La",2022,Total,Variación anual,2.5,"2,5",general,variacion_anual,ipva_variacion_anual_general
26,"Rioja, La","26 Rioja, La",2022,Vivienda colectiva,Variación anual,2.5,"2,5",colectiva,variacion_anual,ipva_variacion_anual_colectiva
26,"Rioja, La","26 Rioja, La",2022,Vivienda unifamiliar,Variación anual,1.5,"1,5",unifamiliar,variacion_anual,ipva_variacion_anual_unifamiliar
26,"Rioja, La","26 Rioja, La",2022,Total,Índice,113.42,"113,420",general,indice,ipva_indice_general
26,"Rioja, La","26 Rioja, La",2022,Vivienda colectiva,Índice,113.59,"113,590",colectiva,indice,ipva_indice_colectiva
26,"Rioja, La","26 Rioja, La",2022,Vivienda unifamiliar,Índice,109.499,"109,499",unifamiliar,indice,ipva_indice_unifamiliar
26,"Rioja, La","26 Rioja, La",2023,Total,Variación anual,2.3,"2,3",general,variacion_anual,ipva_variacion_anual_general
26,"Rioja, La","26 Rioja, La",2023,Vivienda colectiva,Variación anual,2.3,"2,3",colectiva,variacion_anual,ipva_variacion_anual_colectiva
26,"Rioja, La","26 Rioja, La",2023,Vivienda unifamiliar,Variación anual,1.4,"1,4",unifamiliar,variacion_anual,ipva_variacion_anual_unifamiliar
26,"Rioja, La","26 Rioja, La",2023,Total,Índice,115.998,"115,998",general,indice,ipva_indice_general
26,"Rioja, La","26 Rioja, La",2023,Vivienda colectiva,Índice,116.209,"116,209",colectiva,indice,ipva_indice_colectiva
26,"Rioja, La","26 Rioja, La",2023,Vivienda unifamiliar,Índice,111.082,"111,082",unifamiliar,indice,ipva_indice_unifamiliar
26,"Rioja, La","26 Rioja, La",2024,Total,Variación anual,3.1,"3,1",general,variacion_anual,ipva_variacion_anual_general
26,"Rioja, La","26 Rioja, La",2024,Vivienda colectiva,Variación anual,3.2,"3,2",colectiva,variacion_anual,ipva_variacion_anual_colectiva
26,"Rioja, La","26 Rioja, La",2024,Vivienda unifamiliar,Variación anual,2.1,"2,1",unifamiliar,variacion_anual,ipva_variacion_anual_unifamiliar
26,"Rioja, La","26 Rioja, La",2024,Total,Índice,119.62,"119,620",general,indice,ipva_indice_general
26,"Rioja, La","26 Rioja, La",2024,Vivienda colectiva,Índice,119.886,"119,886",colectiva,indice,ipva_indice_colectiva
26,"Rioja, La","26 Rioja, La",2024,Vivienda unifamiliar,Índice,113.408,"113,408",unifamiliar,indice,ipva_indice_unifamiliar
27,Lugo,27 Lugo,2015,Total,Variación anual,-0.2,"-0,2",general,variacion_anual,ipva_variacion_anual_general
27,Lugo,27 Lugo,2015,Vivienda colectiva,Variación anual,-0.4,"-0,4",colectiva,variacion_anual,ipva_variacion_anual_colectiva
27,Lugo,27 Lugo,2015,Vivienda unifamiliar,Variación anual,2.0,"2,0",unifamiliar,variacion_anual,ipva_variacion_anual_unifamiliar
27,Lugo,27 Lugo,2015,Total,Índice,100.0,"100,000",general,indice,ipva_indice_general
27,Lugo,27 Lugo,2015,Vivienda colectiva,Índice,100.0,"100,000",colectiva,indice,ipva_indice_colectiva
27,Lugo,27 Lugo,2015,Vivienda unifamiliar,Índice,100.0,"100,000",unifamiliar,indice,ipva_indice_unifamiliar
27,Lugo,27 Lugo,2016,Total,Variación anual,0.7,"0,7",general,variacion_anual,ipva_variacion_anual_general
27,Lugo,27 Lugo,2016,Vivienda colectiva,Variación anual,0.7,"0,7",colectiva,variacion_anual,ipva_variacion_anual_colectiva
27,Lugo,27 Lugo,2016,Vivienda unifamiliar,Variación anual,0.2,"0,2",unifamiliar,variacion_anual,ipva_variacion_anual_unifamiliar
27,Lugo,27 Lugo,2016,Total,Índice,100.69,"100,690",general,indice,ipva_indice_general
27,Lugo,27 Lugo,2016,Vivienda colectiva,Índice,100.732,"100,732",colectiva,indice,ipva_indice_colectiva
27,Lugo,27 Lugo,2016,Vivienda unifamiliar,Índice,100.171,"100,171",unifamiliar,indice,ipva_indice_unifamiliar
27,Lugo,27 Lugo,2017,Total,Variación anual,0.6,"0,6",general,variacion_anual,ipva_variacion_anual_general
27,Lugo,27 Lugo,2017,Vivienda colectiva,Variación anual,0.6,"0,6",colectiva,variacion_anual,ipva_variacion_anual_colectiva
27,Lugo,27 Lugo,2017,Vivienda unifamiliar,Variación anual,0.8,"0,8",unifamiliar,variacion_anual,ipva_variacion_anual_unifamiliar
27,Lugo,27 Lugo,2017,Total,Índice,101.294,"101,294",general,indice,ipva_indice_general
27,Lugo,27 Lugo,2017,Vivienda colectiva,Índice,101.322,"101,322",colectiva,indice,ipva_indice_colectiva
27,Lugo,27 Lugo,2017,Vivienda unifamiliar,Índice,100.931,"100,931",unifamiliar,indice,ipva_indice_unifamiliar
27,Lugo,27 Lugo,2018,Total,Variación anual,0.5,"0,5",general,variacion_anual,ipva_variacion_anual_general
27,Lugo,27 Lugo,2018,Vivienda colectiva,Variación anual,0.5,"0,5",colectiva,variacion_anual,ipva_variacion_anual_colectiva
27,Lugo,27 Lugo,2018,Vivienda unifamiliar,Variación anual,0.6,"0,6",unifamiliar,variacion_anual,ipva_variacion_anual_unifamiliar
27,Lugo,27 Lugo,2018,Total,Índice,101.834,"101,834",general,indice,ipva_indice_general
27,Lugo,27 Lugo,2018,Vivienda colectiva,Índice,101.855,"101,855",colectiva,indice,ipva_indice_colectiva
27,Lugo,27 Lugo,2018,Vivienda unifamiliar,Índice,101.543,"101,543",unifamiliar,indice,ipva_indice_unifamiliar
27,Lugo,27 Lugo,2019,Total,Variación anual,2.6,"2,6",general,variacion_anual,ipva_variacion_anual_general
27,Lugo,27 Lugo,2019,Vivienda colectiva,Variación anual,2.6,"2,6",colectiva,variacion_anual,ipva_variacion_anual_colectiva
27,Lugo,27 Lugo,2019,Vivienda unifamiliar,Variación anual,2.8,"2,8",unifamiliar,variacion_anual,ipva_variacion_anual_unifamiliar
27,Lugo,27 Lugo,2019,Total,Índice,104.494,"104,494",general,indice,ipva_indice_general
27,Lugo,27 Lugo,2019,Vivienda colectiva,Índice,104.503,"104,503",colectiva,indice,ipva_indice_colectiva
27,Lugo,27 Lugo,2019,Vivienda unifamiliar,Índice,104.347,"104,347",unifamiliar,indice,ipva_indice_unifamiliar
27,Lugo,27 Lugo,2020,Total,Variación anual,0.8,"0,8",general,variacion_anual,ipva_variacion_anual_general
