provincia,anio,trimestre,periodo,numero_transacciones
León,2010,3,2010-T3,59.0
León,2010,4,2010-T4,69.0
León,2011,1,2011-T1,76.0
León,2011,2,2011-T2,68.0
León,2011,3,2011-T3,76.0
León,2011,4,2011-T4,73.0
León,2012,1,2012-T1,66.0
León,2012,2,2012-T2,112.0
León,2012,3,2012-T3,89.0
León,2012,4,2012-T4,42.0
León,2013,1,2013-T1,45.0
León,2013,2,2013-T2,54.0
León,2013,3,2013-T3,96.0
León,2013,4,2013-T4,77.0
León,2014,1,2014-T1,51.0
León,2014,2,2014-T2,50.0
León,2014,3,2014-T3,74.0
León,2014,4,2014-T4,77.0
León,2015,1,2015-T1,35.0
León,2015,2,2015-T2,46.0
León,2015,3,2015-T3,86.0
León,2015,4,2015-T4,62.0
León,2016,1,2016-T1,44.0
León,2016,2,2016-T2,49.0
León,2016,3,2016-T3,61.0
León,2016,4,2016-T4,48.0
León,2017,1,2017-T1,55.0
León,2017,2,2017-T2,69.0
León,2017,3,2017-T3,78.0
León,2017,4,2017-T4,71.0
León,2018,1,2018-T1,65.0
León,2018,2,2018-T2,63.0
León,2018,3,2018-T3,81.0
León,2018,4,2018-T4,98.0
León,2019,1,2019-T1,70.0
León,2019,2,2019-T2,42.0
León,2019,3,2019-T3,89.0
León,2019,4,2019-T4,91.0
León,2020,1,2020-T1,34.0
León,2020,2,2020-T2,26.0
León,2020,3,2020-T3,101.0
León,2020,4,2020-T4,97.0
León,2021,1,2021-T1,103.0
León,2021,2,2021-T2,110.0
León,2021,3,2021-T3,106.0
León,2021,4,2021-T4,83.0
León,2022,1,2022-T1,72.0
León,2022,2,2022-T2,87.0
León,2022,3,2022-T3,72.0
León,2022,4,2022-T4,71.0
León,2023,1,2023-T1,132.0
León,2023,2,2023-T2,61.0
León,2023,3,2023-T3,66.0
León,2023,4,2023-T4,95.0
León,2024,1,2024-T1,43.0
León,2024,2,2024-T2,60.0
León,2024,3,2024-T3,99.0
León,2024,4,2024-T4,105.0
León,2025,1,2025-T1,77.0
León,2025,2,2025-T2,99.0
León,2025,3,2025-T3,108.0
León,2025,4,2025-T4,116.0
León,2026,1,2026-T1,97.0
Lleida,2004,1,2004-T1,419.0
Lleida,2004,2,2004-T2,455.0
Lleida,2004,3,2004-T3,439.0
Lleida,2004,4,2004-T4,571.0
Lleida,2005,1,2005-T1,370.0
Lleida,2005,2,2005-T2,514.0
Lleida,2005,3,2005-T3,416.0
Lleida,2005,4,2005-T4,358.0
Lleida,2006,1,2006-T1,303.0
Lleida,2006,2,2006-T2,396.0
Lleida,2006,3,2006-T3,276.0
Lleida,2006,4,2006-T4,356.0
Lleida,2007,1,2007-T1,317.0
Lleida,2007,2,2007-T2,339.0
Lleida,2007,3,2007-T3,189.0
Lleida,2007,4,2007-T4,174.0
Lleida,2008,1,2008-T1,198.0
Lleida,2008,2,2008-T2,124.0
Lleida,2008,3,2008-T3,121.0
Lleida,2008,4,2008-T4,194.0
Lleida,2009,1,2009-T1,84.0
Lleida,2009,2,2009-T2,107.0
Lleida,2009,3,2009-T3,90.0
Lleida,2009,4,2009-T4,99.0
Lleida,2010,1,2010-T1,66.0
Lleida,2010,2,2010-T2,88.0
Lleida,2010,3,2010-T3,47.0
Lleida,2010,4,2010-T4,96.0
Lleida,2011,1,2011-T1,55.0
Lleida,2011,2,2011-T2,64.0
Lleida,2011,3,2011-T3,54.0
Lleida,2011,4,2011-T4,69.0
Lleida,2012,1,2012-T1,53.0
Lleida,2012,2,2012-T2,51.0
Lleida,2012,3,2012-T3,46.0
Lleida,2012,4,2012-T4,47.0
Lleida,2013,1,2013-T1,30.0
Lleida,2013,2,2013-T2,62.0
Lleida,2013,3,2013-T3,45.0
Lleida,2013,4,2013-T4,71.0
Lleida,2014,1,2014-T1,53.0
Lleida,2014,2,2014-T2,73.0
Lleida,2014,3,2014-T3,65.0
Lleida,2014,4,2014-T4,78.0
Lleida,2015,1,2015-T1,68.0
Lleida,2015,2,2015-T2,73.0
Lleida,2015,3,2015-T3,58.0
Lleida,2015,4,2015-T4,58.0
Lleida,2016,1,2016-T1,56.0
Lleida,2016,2,2016-T2,74.0
Lleida,2016,3,2016-T3,51.0
Lleida,2016,4,2016-T4,83.0
Lleida,2017,1,2017-T1,85.0
Lleida,2017,2,2017-T2,56.0
Lleida,2017,3,2017-T3,72.0
Lleida,2017,4,2017-T4,130.0
Lleida,2018,1,2018-T1,73.0
Lleida,2018,2,2018-T2,82.0
Lleida,2018,3,2018-T3,80.0
Lleida,2018,4,2018-T4,74.0
Lleida,2019,1,2019-T1,49.0
Lleida,2019,2,2019-T2,50.0
Lleida,2019,3,2019-T3,71.0
Lleida,2019,4,2019-T4,107.0
Lleida,2020,1,2020-T1,48.0
Lleida,2020,2,2020-T2,44.0
Lleida,2020,3,2020-T3,54.0
Lleida,2020,4,2020-T4,82.0
Lleida,2021,1,2021-T1,94.0
Lleida,2021,2,2021-T2,113.0
Lleida,2021,3,2021-T3,75.0
Lleida,2021,4,2021-T4,85.0
Lleida,2022,1,2022-T1,71.0
Lleida,2022,2,2022-T2,64.0
Lleida,2022,3,2022-T3,80.0
Lleida,2022,4,2022-T4,87.0
Lleida,2023,1,2023-T1,70.0
Lleida,2023,2,2023-T2,89.0
Lleida,2023,3,2023-T3,56.0
Lleida,2023,4,2023-T4,82.0
Lleida,2024,1,2024-T1,97.0
Lleida,2024,2,2024-T2,54.0
Lleida,2024,3,2024-T3,69.0
Lleida,2024,4,2024-T4,54.0
Lleida,2025,1,2025-T1,56.0
Lleida,2025,2,2025-T2,117.0
Lleida,2025,3,2025-T3,95.0
Lleida,2025,4,2025-T4,117.0
Lleida,2026,1,2026-T1,138.0
Lugo,2004,1,2004-T1,49.0
Lugo,2004,2,2004-T2,116.0
Lugo,2004,3,2004-T3,101.0
Lugo,2004,4,2004-T4,99.0
Lugo,2005,1,2005-T1,55.0
Lugo,2005,2,2005-T2,126.0
Lugo,2005,3,2005-T3,99.0
Lugo,2005,4,2005-T4,65.0
Lugo,2006,1,2006-T1,69.0
Lugo,2006,2,2006-T2,55.0
Lugo,2006,3,2006-T3,76.0
Lugo,2006,4,2006-T4,81.0
Lugo,2007,1,2007-T1,77.0
Lugo,2007,2,2007-T2,76.0
Lugo,2007,3,2007-T3,19.0
Lugo,2007,4,2007-T4,57.0
Lugo,2008,1,2008-T1,44.0
Lugo,2008,2,2008-T2,30.0
Lugo,2008,3,2008-T3,22.0
Lugo,2008,4,2008-T4,25.0
Lugo,2009,1,2009-T1,39.0
Lugo,2009,2,2009-T2,37.0
Lugo,2009,3,2009-T3,36.0
Lugo,2009,4,2009-T4,20.0
Lugo,2010,1,2010-T1,28.0
Lugo,2010,2,2010-T2,33.0
Lugo,2010,3,2010-T3,16.0
Lugo,2010,4,2010-T4,30.0
Lugo,2011,1,2011-T1,18.0
Lugo,2011,2,2011-T2,15.0
Lugo,2011,3,2011-T3,9.0
Lugo,2011,4,2011-T4,13.0
Lugo,2012,1,2012-T1,12.0
Lugo,2012,2,2012-T2,16.0
Lugo,2012,3,2012-T3,13.0
Lugo,2012,4,2012-T4,15.0
Lugo,2013,1,2013-T1,10.0
Lugo,2013,2,2013-T2,15.0
Lugo,2013,3,2013-T3,16.0
Lugo,2013,4,2013-T4,27.0
Lugo,2014,1,2014-T1,9.0
Lugo,2014,2,2014-T2,16.0
Lugo,2014,3,2014-T3,24.0
Lugo,2014,4,2014-T4,11.0
Lugo,2015,1,2015-T1,25.0
Lugo,2015,2,2015-T2,25.0
Lugo,2015,3,2015-T3,23.0
Lugo,2015,4,2015-T4,14.0
Lugo,2016,1,2016-T1,3.0
Lugo,2016,2,2016-T2,8.0
Lugo,2016,3,2016-T3,17.0
Lugo,2016,4,2016-T4,14.0
Lugo,2017,1,2017-T1,16.0
Lugo,2017,2,2017-T2,21.0
Lugo,2017,3,2017-T3,10.0
Lugo,2017,4,2017-T4,27.0
Lugo,2018,1,2018-T1,22.0
Lugo,2018,2,2018-T2,21.0
Lugo,2018,3,2018-T3,25.0
Lugo,2018,4,2018-T4,16.0
Lugo,2019,1,2019-T1,20.0
Lugo,2019,2,2019-T2,14.0
Lugo,2019,3,2019-T3,9.0
Lugo,2019,4,2019-T4,18.0
Lugo,2020,1,2020-T1,6.0
Lugo,2020,2,2020-T2,5.0
Lugo,2020,3,2020-T3,12.0
Lugo,2020,4,2020-T4,27.0
Lugo,2021,1,2021-T1,16.0
Lugo,2021,2,2021-T2,16.0
Lugo,2021,3,2021-T3,25.0
Lugo,2021,4,2021-T4,22.0
Lugo,2022,1,2022-T1,36.0
Lugo,2022,2,2022-T2,28.0
Lugo,2022,3,2022-T3,16.0
Lugo,2022,4,2022-T4,18.0
Lugo,2023,1,2023-T1,13.0
Lugo,2023,2,2023-T2,27.0
Lugo,2023,3,2023-T3,14.0
Lugo,2023,4,2023-T4,12.0
Lugo,2024,1,2024-T1,19.0
Lugo,2024,2,2024-T2,8.0
Lugo,2024,3,2024-T3,20.0
Lugo,2024,4,2024-T4,11.0
Lugo,2025,1,2025-T1,26.0
Lugo,2025,2,2025-T2,33.0
Lugo,2025,3,2025-T3,33.0
Lugo,2025,4,2025-T4,24.0
Lugo,2026,1,2026-T1,16.0
Melilla,2004,1,2004-T1,2.0
Melilla,2004,2,2004-T2,7.0
Melilla,2004,3,2004-T3,4.0
Melilla,2004,4,2004-T4,7.0
Melilla,2005,1,2005-T1,24.0
Melilla,2005,2,2005-T2,10.0
Melilla,2005,3,2005-T3,10.0
Melilla,2005,4,2005-T4,29.0
Melilla,2006,1,2006-T1,9.0
Melilla,2006,2,2006-T2,1.0
Melilla,2006,3,2006-T3,6.0
Melilla,2006,4,2006-T4,2.0
Melilla,2007,1,2007-T1,2.0
Melilla,2007,2,2007-T2,2.0
Melilla,2007,3,2007-T3,2.0
Melilla,2007,4,2007-T4,3.0
Melilla,2008,1,2008-T1,3.0
Melilla,2008,2,2008-T2,2.0
Melilla,2008,3,2008-T3,6.0
Melilla,2008,4,2008-T4,2.0
Melilla,2009,1,2009-T1,4.0
Melilla,2009,2,2009-T2,6.0
Melilla,2009,3,2009-T3,2.0
Melilla,2009,4,2009-T4,10.0
Melilla,2010,1,2010-T1,15.0
Melilla,2010,2,2010-T2,23.0
Melilla,2010,3,2010-T3,11.0
Melilla,2010,4,2010-T4,3.0
Melilla,2011,1,2011-T1,8.0
Melilla,2011,2,2011-T2,0.0
Melilla,2011,3,2011-T3,3.0
Melilla,2011,4,2011-T4,2.0
Melilla,2012,1,2012-T1,5.0
Melilla,2012,2,2012-T2,1.0
Melilla,2012,3,2012-T3,2.0
Melilla,2012,4,2012-T4,0.0
Melilla,2013,1,2013-T1,0.0
Melilla,2013,2,2013-T2,0.0
Melilla,2013,3,2013-T3,0.0
Melilla,2013,4,2013-T4,4.0
Melilla,2014,1,2014-T1,1.0
Melilla,2014,2,2014-T2,0.0
Melilla,2014,3,2014-T3,0.0
Melilla,2014,4,2014-T4,1.0
Melilla,2015,1,2015-T1,6.0
Melilla,2015,2,2015-T2,0.0
Melilla,2015,3,2015-T3,3.0
Melilla,2015,4,2015-T4,2.0
Melilla,2016,1,2016-T1,7.0
Melilla,2016,2,2016-T2,0.0
Melilla,2016,3,2016-T3,0.0
Melilla,2016,4,2016-T4,1.0
Melilla,2017,1,2017-T1,0.0
Melilla,2017,2,2017-T2,2.0
Melilla,2017,3,2017-T3,2.0
Melilla,2017,4,2017-T4,0.0
Melilla,2018,1,2018-T1,0.0
Melilla,2018,2,2018-T2,1.0
Melilla,2018,3,2018-T3,1.0
Melilla,2018,4,2018-T4,0.0
Melilla,2019,1,2019-T1,0.0
Melilla,2019,2,2019-T2,1.0
Melilla,2019,3,2019-T3,2.0
Melilla,2019,4,2019-T4,6.0
Melilla,2020,1,2020-T1,1.0
Melilla,2020,2,2020-T2,0.0
Melilla,2020,3,2020-T3,0.0
Melilla,2020,4,2020-T4,0.0
Melilla,2021,1,2021-T1,4.0
Melilla,2021,2,2021-T2,1.0
Melilla,2021,3,2021-T3,1.0
Melilla,2021,4,2021-T4,3.0
Melilla,2022,1,2022-T1,3.0
Melilla,2022,2,2022-T2,0.0
Melilla,2022,3,2022-T3,0.0
Melilla,2022,4,2022-T4,0.0
Melilla,2023,1,2023-T1,2.0
Melilla,2023,2,2023-T2,0.0
Melilla,2023,3,2023-T3,0.0
Melilla,2023,4,2023-T4,2.0
Melilla,2024,1,2024-T1,1.0
Melilla,2024,2,2024-T2,2.0
Melilla,2024,3,2024-T3,0.0
Melilla,2024,4,2024-T4,3.0
Melilla,2025,1,2025-T1,1.0
Melilla,2025,2,2025-T2,0.0
Melilla,2025,3,2025-T3,0.0
Melilla,2025,4,2025-T4,0.0
Melilla,2026,1,2026-T1,3.0
Málaga,2004,1,2004-T1,473.0
Málaga,2004,2,2004-T2,502.0
Málaga,2004,3,2004-T3,318.0
Málaga,2004,4,2004-T4,554.0
Málaga,2005,1,2005-T1,327.0
Málaga,2005,2,2005-T2,340.0
Málaga,2005,3,2005-T3,360.0
Málaga,2005,4,2005-T4,299.0
Málaga,2006,1,2006-T1,409.0
Málaga,2006,2,2006-T2,478.0
Málaga,2006,3,2006-T3,372.0
Málaga,2006,4,2006-T4,648.0
Málaga,2007,1,2007-T1,430.0
Málaga,2007,2,2007-T2,570.0
Málaga,2007,3,2007-T3,423.0
Málaga,2007,4,2007-T4,342.0
Málaga,2008,1,2008-T1,248.0
Málaga,2008,2,2008-T2,305.0
Málaga,2008,3,2008-T3,199.0
Málaga,2008,4,2008-T4,346.0
Málaga,2009,1,2009-T1,246.0
Málaga,2009,2,2009-T2,232.0
Málaga,2009,3,2009-T3,194.0
Málaga,2009,4,2009-T4,187.0
Málaga,2010,1,2010-T1,189.0
Málaga,2010,2,2010-T2,235.0
Málaga,2010,3,2010-T3,160.0
Málaga,2010,4,2010-T4,171.0
Málaga,2011,1,2011-T1,150.0
Málaga,2011,2,2011-T2,156.0
Málaga,2011,3,2011-T3,158.0
Málaga,2011,4,2011-T4,176.0
Málaga,2012,1,2012-T1,89.0
Málaga,2012,2,2012-T2,120.0
Málaga,2012,3,2012-T3,98.0
Málaga,2012,4,2012-T4,142.0
Málaga,2013,1,2013-T1,269.0
Málaga,2013,2,2013-T2,160.0
Málaga,2013,3,2013-T3,257.0
Málaga,2013,4,2013-T4,148.0
Málaga,2014,1,2014-T1,147.0
Málaga,2014,2,2014-T2,173.0
Málaga,2014,3,2014-T3,162.0
Málaga,2014,4,2014-T4,217.0
Málaga,2015,1,2015-T1,134.0
Málaga,2015,2,2015-T2,152.0
Málaga,2015,3,2015-T3,140.0
Málaga,2015,4,2015-T4,224.0
Málaga,2016,1,2016-T1,181.0
Málaga,2016,2,2016-T2,222.0
Málaga,2016,3,2016-T3,203.0
Málaga,2016,4,2016-T4,256.0
Málaga,2017,1,2017-T1,194.0
Málaga,2017,2,2017-T2,258.0
Málaga,2017,3,2017-T3,229.0
Málaga,2017,4,2017-T4,226.0
Málaga,2018,1,2018-T1,264.0
Málaga,2018,2,2018-T2,294.0
Málaga,2018,3,2018-T3,234.0
Málaga,2018,4,2018-T4,293.0
Málaga,2019,1,2019-T1,297.0
Málaga,2019,2,2019-T2,199.0
Málaga,2019,3,2019-T3,252.0
Málaga,2019,4,2019-T4,340.0
Málaga,2020,1,2020-T1,152.0
Málaga,2020,2,2020-T2,95.0
Málaga,2020,3,2020-T3,146.0
Málaga,2020,4,2020-T4,215.0
Málaga,2021,1,2021-T1,235.0
Málaga,2021,2,2021-T2,487.0
Málaga,2021,3,2021-T3,299.0
Málaga,2021,4,2021-T4,372.0
Málaga,2022,1,2022-T1,354.0
Málaga,2022,2,2022-T2,275.0
Málaga,2022,3,2022-T3,272.0
Málaga,2022,4,2022-T4,232.0
Málaga,2023,1,2023-T1,246.0
Málaga,2023,2,2023-T2,257.0
Málaga,2023,3,2023-T3,202.0
Málaga,2023,4,2023-T4,213.0
Málaga,2024,1,2024-T1,223.0
Málaga,2024,2,2024-T2,240.0
Málaga,2024,3,2024-T3,279.0
Málaga,2024,4,2024-T4,171.0
Málaga,2025,1,2025-T1,245.0
Málaga,2025,2,2025-T2,256.0
Málaga,2025,3,2025-T3,205.0
Málaga,2025,4,2025-T4,270.0
Málaga,2026,1,2026-T1,293.0
Ourense,2004,1,2004-T1,35.0
Ourense,2004,2,2004-T2,59.0
Ourense,2004,3,2004-T3,98.0
Ourense,2004,4,2004-T4,107.0
Ourense,2005,1,2005-T1,76.0
Ourense,2005,2,2005-T2,63.0
Ourense,2005,3,2005-T3,49.0
Ourense,2005,4,2005-T4,54.0
Ourense,2006,1,2006-T1,105.0
Ourense,2006,2,2006-T2,50.0
Ourense,2006,3,2006-T3,41.0
Ourense,2006,4,2006-T4,47.0
Ourense,2007,1,2007-T1,42.0
Ourense,2007,2,2007-T2,38.0
Ourense,2007,3,2007-T3,41.0
Ourense,2007,4,2007-T4,52.0
Ourense,2008,1,2008-T1,41.0
Ourense,2008,2,2008-T2,39.0
Ourense,2008,3,2008-T3,36.0
Ourense,2008,4,2008-T4,43.0
Ourense,2009,1,2009-T1,29.0
Ourense,2009,2,2009-T2,36.0
Ourense,2009,3,2009-T3,25.0
Ourense,2009,4,2009-T4,27.0
Ourense,2010,1,2010-T1,16.0
Ourense,2010,2,2010-T2,19.0
Ourense,2010,3,2010-T3,48.0
Ourense,2010,4,2010-T4,14.0
Ourense,2011,1,2011-T1,12.0
Ourense,2011,2,2011-T2,22.0
Ourense,2011,3,2011-T3,14.0
Ourense,2011,4,2011-T4,11.0
Ourense,2012,1,2012-T1,17.0
Ourense,2012,2,2012-T2,9.0
Ourense,2012,3,2012-T3,11.0
Ourense,2012,4,2012-T4,14.0
Ourense,2013,1,2013-T1,4.0
Ourense,2013,2,2013-T2,11.0
Ourense,2013,3,2013-T3,16.0
Ourense,2013,4,2013-T4,11.0
Ourense,2014,1,2014-T1,7.0
Ourense,2014,2,2014-T2,13.0
Ourense,2014,3,2014-T3,18.0
Ourense,2014,4,2014-T4,13.0
Ourense,2015,1,2015-T1,8.0
Ourense,2015,2,2015-T2,9.0
Ourense,2015,3,2015-T3,29.0
Ourense,2015,4,2015-T4,18.0
Ourense,2016,1,2016-T1,12.0
Ourense,2016,2,2016-T2,7.0
Ourense,2016,3,2016-T3,9.0
Ourense,2016,4,2016-T4,14.0
Ourense,2017,1,2017-T1,13.0
Ourense,2017,2,2017-T2,28.0
Ourense,2017,3,2017-T3,14.0
Ourense,2017,4,2017-T4,16.0
Ourense,2018,1,2018-T1,22.0
Ourense,2018,2,2018-T2,16.0
Ourense,2018,3,2018-T3,19.0
Ourense,2018,4,2018-T4,21.0
Ourense,2019,1,2019-T1,6.0
Ourense,2019,2,2019-T2,14.0
Ourense,2019,3,2019-T3,14.0
Ourense,2019,4,2019-T4,17.0
Ourense,2020,1,2020-T1,5.0
Ourense,2020,2,2020-T2,14.0
Ourense,2020,3,2020-T3,14.0
Ourense,2020,4,2020-T4,12.0
Ourense,2021,1,2021-T1,16.0
Ourense,2021,2,2021-T2,15.0
Ourense,2021,3,2021-T3,19.0
Ourense,2021,4,2021-T4,16.0
Ourense,2022,1,2022-T1,17.0
Ourense,2022,2,2022-T2,12.0
Ourense,2022,3,2022-T3,16.0
Ourense,2022,4,2022-T4,22.0
Ourense,2023,1,2023-T1,17.0
Ourense,2023,2,2023-T2,8.0
Ourense,2023,3,2023-T3,8.0
Ourense,2023,4,2023-T4,23.0
Ourense,2024,1,2024-T1,13.0
Ourense,2024,2,2024-T2,3.0
Ourense,2024,3,2024-T3,14.0
Ourense,2024,4,2024-T4,8.0
Ourense,2025,1,2025-T1,24.0
Ourense,2025,2,2025-T2,16.0
Ourense,2025,3,2025-T3,15.0
Ourense,2025,4,2025-T4,19.0
Ourense,2026,1,2026-T1,28.0
Palencia,2004,1,2004-T1,137.0
Palencia,2004,2,2004-T2,88.0
Palencia,2004,3,2004-T3,116.0
Palencia,2004,4,2004-T4,154.0
Palencia,2005,1,2005-T1,78.0
Palencia,2005,2,2005-T2,99.0
Palencia,2005,3,2005-T3,67.0
Palencia,2005,4,2005-T4,78.0
Palencia,2006,1,2006-T1,70.0
Palencia,2006,2,2006-T2,204.0
Palencia,2006,3,2006-T3,118.0
Palencia,2006,4,2006-T4,102.0
Palencia,2007,1,2007-T1,33.0
Palencia,2007,2,2007-T2,44.0
Palencia,2007,3,2007-T3,44.0
Palencia,2007,4,2007-T4,49.0
Palencia,2008,1,2008-T1,33.0
Palencia,2008,2,2008-T2,58.0
Palencia,2008,3,2008-T3,56.0
Palencia,2008,4,2008-T4,56.0
Palencia,2009,1,2009-T1,32.0
Palencia,2009,2,2009-T2,93.0
Palencia,2009,3,2009-T3,35.0
Palencia,2009,4,2009-T4,39.0
Palencia,2010,1,2010-T1,29.0
Palencia,2010,2,2010-T2,63.0
Palencia,2010,3,2010-T3,42.0
Palencia,2010,4,2010-T4,41.0
Palencia,2011,1,2011-T1,42.0
Palencia,2011,2,2011-T2,30.0
Palencia,2011,3,2011-T3,24.0
Palencia,2011,4,2011-T4,64.0
Palencia,2012,1,2012-T1,31.0
Palencia,2012,2,2012-T2,27.0
Palencia,2012,3,2012-T3,25.0
Palencia,2012,4,2012-T4,35.0
Palencia,2013,1,2013-T1,20.0
Palencia,2013,2,2013-T2,39.0
Palencia,2013,3,2013-T3,12.0
Palencia,2013,4,2013-T4,37.0
Palencia,2014,1,2014-T1,9.0
Palencia,2014,2,2014-T2,14.0
Palencia,2014,3,2014-T3,25.0
Palencia,2014,4,2014-T4,29.0
Palencia,2015,1,2015-T1,22.0
Palencia,2015,2,2015-T2,35.0
Palencia,2015,3,2015-T3,21.0
Palencia,2015,4,2015-T4,28.0
Palencia,2016,1,2016-T1,12.0
Palencia,2016,2,2016-T2,14.0
Palencia,2016,3,2016-T3,45.0
Palencia,2016,4,2016-T4,9.0
Palencia,2017,1,2017-T1,15.0
Palencia,2017,2,2017-T2,19.0
Palencia,2017,3,2017-T3,24.0
Palencia,2017,4,2017-T4,23.0
Palencia,2018,1,2018-T1,22.0
Palencia,2018,2,2018-T2,28.0
Palencia,2018,3,2018-T3,35.0
Palencia,2018,4,2018-T4,21.0
Palencia,2019,1,2019-T1,15.0
Palencia,2019,2,2019-T2,17.0
Palencia,2019,3,2019-T3,29.0
Palencia,2019,4,2019-T4,30.0
Palencia,2020,1,2020-T1,12.0
Palencia,2020,2,2020-T2,10.0
Palencia,2020,3,2020-T3,33.0
Palencia,2020,4,2020-T4,34.0
Palencia,2021,1,2021-T1,48.0
Palencia,2021,2,2021-T2,45.0
Palencia,2021,3,2021-T3,60.0
Palencia,2021,4,2021-T4,47.0
Palencia,2022,1,2022-T1,34.0
Palencia,2022,2,2022-T2,46.0
Palencia,2022,3,2022-T3,45.0
Palencia,2022,4,2022-T4,33.0
Palencia,2023,1,2023-T1,28.0
Palencia,2023,2,2023-T2,44.0
Palencia,2023,3,2023-T3,16.0
Palencia,2023,4,2023-T4,34.0
Palencia,2024,1,2024-T1,34.0
Palencia,2024,2,2024-T2,24.0
Palencia,2024,3,2024-T3,58.0
Palencia,2024,4,2024-T4,28.0
Palencia,2025,1,2025-T1,38.0
Palencia,2025,2,2025-T2,36.0
Palencia,2025,3,2025-T3,33.0
Palencia,2025,4,2025-T4,54.0
Palencia,2026,1,2026-T1,46.0
Palmas (Las),2004,1,2004-T1,361.0
Palmas (Las),2004,2,2004-T2,584.0
Palmas (Las),2004,3,2004-T3,356.0
Palmas (Las),2004,4,2004-T4,499.0
Palmas (Las),2005,1,2005-T1,376.0
Palmas (Las),2005,2,2005-T2,504.0
Palmas (Las),2005,3,2005-T3,338.0
Palmas (Las),2005,4,2005-T4,224.0
Palmas (Las),2006,1,2006-T1,366.0
Palmas (Las),2006,2,2006-T2,316.0
Palmas (Las),2006,3,2006-T3,223.0
Palmas (Las),2006,4,2006-T4,298.0
Palmas (Las),2007,1,2007-T1,208.0
Palmas (Las),2007,2,2007-T2,222.0
Palmas (Las),2007,3,2007-T3,181.0
Palmas (Las),2007,4,2007-T4,148.0
Palmas (Las),2008,1,2008-T1,110.0
Palmas (Las),2008,2,2008-T2,85.0
Palmas (Las),2008,3,2008-T3,80.0
Palmas (Las),2008,4,2008-T4,78.0
Palmas (Las),2009,1,2009-T1,81.0
Palmas (Las),2009,2,2009-T2,65.0
Palmas (Las),2009,3,2009-T3,82.0
Palmas (Las),2009,4,2009-T4,84.0
Palmas (Las),2010,1,2010-T1,47.0
Palmas (Las),2010,2,2010-T2,61.0
Palmas (Las),2010,3,2010-T3,53.0
Palmas (Las),2010,4,2010-T4,87.0
Palmas (Las),2011,1,2011-T1,47.0
Palmas (Las),2011,2,2011-T2,99.0
Palmas (Las),2011,3,2011-T3,47.0
Palmas (Las),2011,4,2011-T4,53.0
Palmas (Las),2012,1,2012-T1,28.0
Palmas (Las),2012,2,2012-T2,37.0
Palmas (Las),2012,3,2012-T3,45.0
Palmas (Las),2012,4,2012-T4,72.0
Palmas (Las),2013,1,2013-T1,37.0
Palmas (Las),2013,2,2013-T2,51.0
Palmas (Las),2013,3,2013-T3,39.0
Palmas (Las),2013,4,2013-T4,35.0
Palmas (Las),2014,1,2014-T1,53.0
Palmas (Las),2014,2,2014-T2,56.0
Palmas (Las),2014,3,2014-T3,55.0
Palmas (Las),2014,4,2014-T4,209.0
Palmas (Las),2015,1,2015-T1,54.0
Palmas (Las),2015,2,2015-T2,51.0
Palmas (Las),2015,3,2015-T3,71.0
Palmas (Las),2015,4,2015-T4,44.0
Palmas (Las),2016,1,2016-T1,45.0
Palmas (Las),2016,2,2016-T2,62.0
Palmas (Las),2016,3,2016-T3,116.0
Palmas (Las),2016,4,2016-T4,73.0
Palmas (Las),2017,1,2017-T1,68.0
Palmas (Las),2017,2,2017-T2,88.0
Palmas (Las),2017,3,2017-T3,56.0
Palmas (Las),2017,4,2017-T4,85.0
Palmas (Las),2018,1,2018-T1,91.0
Palmas (Las),2018,2,2018-T2,90.0
Palmas (Las),2018,3,2018-T3,92.0
Palmas (Las),2018,4,2018-T4,112.0
Palmas (Las),2019,1,2019-T1,78.0
Palmas (Las),2019,2,2019-T2,66.0
Palmas (Las),2019,3,2019-T3,77.0
Palmas (Las),2019,4,2019-T4,88.0
Palmas (Las),2020,1,2020-T1,54.0
Palmas (Las),2020,2,2020-T2,56.0
Palmas (Las),2020,3,2020-T3,47.0
Palmas (Las),2020,4,2020-T4,84.0
Palmas (Las),2021,1,2021-T1,57.0
Palmas (Las),2021,2,2021-T2,95.0
Palmas (Las),2021,3,2021-T3,51.0
Palmas (Las),2021,4,2021-T4,91.0
Palmas (Las),2022,1,2022-T1,97.0
Palmas (Las),2022,2,2022-T2,79.0
Palmas (Las),2022,3,2022-T3,53.0
Palmas (Las),2022,4,2022-T4,77.0
Palmas (Las),2023,1,2023-T1,95.0
Palmas (Las),2023,2,2023-T2,110.0
Palmas (Las),2023,3,2023-T3,63.0
Palmas (Las),2023,4,2023-T4,72.0
Palmas (Las),2024,1,2024-T1,83.0
Palmas (Las),2024,2,2024-T2,97.0
Palmas (Las),2024,3,2024-T3,141.0
Palmas (Las),2024,4,2024-T4,165.0
Palmas (Las),2025,1,2025-T1,72.0
Palmas (Las),2025,2,2025-T2,93.0
Palmas (Las),2025,3,2025-T3,113.0
Palmas (Las),2025,4,2025-T4,129.0
Palmas (Las),2026,1,2026-T1,112.0
Pontevedra,2004,1,2004-T1,116.0
Pontevedra,2004,2,2004-T2,142.0
Pontevedra,2004,3,2004-T3,191.0
Pontevedra,2004,4,2004-T4,217.0
Pontevedra,2005,1,2005-T1,168.0
Pontevedra,2005,2,2005-T2,170.0
Pontevedra,2005,3,2005-T3,155.0
Pontevedra,2005,4,2005-T4,169.0
