periodo;codigo_provincia;provincia;salario_medio_anual_euros_total;salario_medio_anual_euros_hombre;salario_medio_anual_euros_mujer;indice_precios_consumo_base_2015;pct_35_64;tasa_migracion_neta_exterior_por_1000_habitantes;compraventas_viviendas;pct_compraventas_vivienda_nueva;importe_medio_hipoteca_vivienda_eur;visados_obra_nueva_viviendas
2023T2;19;Guadalajara;24116,0;26978,0;20808,0;121,61;43,07;14,08;1074;26,35;120237,04;251
2023T3;19;Guadalajara;24116,0;26978,0;20808,0;122,8;43,07;14,08;1064;20,77;122728,19;464
2023T4;19;Guadalajara;24116,0;26978,0;20808,0;123,07;43,07;14,08;954;32,7;123585,94;514
2024T1;19;Guadalajara;25037,0;27889,0;21742,0;123,57;43,07;15,46;1314;41,4;127872,19;632
2024T2;19;Guadalajara;25037,0;27889,0;21742,0;125,52;43,07;15,46;946;22,62;126846,64;480
2024T3;19;Guadalajara;25037,0;27889,0;21742,0;125,07;43,07;15,46;1200;21,42;122154,65;276
2024T4;19;Guadalajara;25037,0;27889,0;21742,0;125,21;43,07;15,46;1372;22,16;128806,19;685
2015T1;20;Gipuzkoa;27818,0;31630,0;23455,0;98,76;41,43;0,64;1116;24,46;161204,43;561
2015T2;20;Gipuzkoa;27818,0;31630,0;23455,0;100,57;41,43;0,64;993;21,95;129680,68;630
2015T3;20;Gipuzkoa;27818,0;31630,0;23455,0;99,94;41,43;0,64;1217;19,39;129458,63;543
2015T4;20;Gipuzkoa;27818,0;31630,0;23455,0;100,73;41,43;0,64;1197;18,38;147409,82;992
2016T1;20;Gipuzkoa;27756,0;31492,0;23559,0;98,6;41,3;1,83;1403;28,23;139473,52;540
2016T2;20;Gipuzkoa;27756,0;31492,0;23559,0;99,84;41,3;1,83;1446;24,2;138408,11;203
2016T3;20;Gipuzkoa;27756,0;31492,0;23559,0;99,85;41,3;1,83;1323;27,51;139929,55;348
2016T4;20;Gipuzkoa;27756,0;31492,0;23559,0;101,58;41,3;1,83;1121;20,87;143785,21;376
2017T1;20;Gipuzkoa;28563,0;32493,0;24281,0;101,02;41,12;3,79;1397;21,76;137849,14;549
2017T2;20;Gipuzkoa;28563,0;32493,0;24281,0;101,71;41,12;3,79;1696;25,88;147479,15;497
2017T3;20;Gipuzkoa;28563,0;32493,0;24281,0;101,58;41,12;3,79;1491;25,89;140084,28;774
2017T4;20;Gipuzkoa;28563,0;32493,0;24281,0;103,04;41,12;3,79;1211;21,22;157877,75;347
2018T1;20;Gipuzkoa;28756,0;32562,0;24571,0;102,11;40,85;6,21;1702;22,68;145103,14;682
2018T2;20;Gipuzkoa;28756,0;32562,0;24571,0;103,73;40,85;6,21;1691;22,77;149631,32;541
2018T3;20;Gipuzkoa;28756,0;32562,0;24571,0;103,94;40,85;6,21;1675;20,18;153605,71;573
2018T4;20;Gipuzkoa;28756,0;32562,0;24571,0;104,78;40,85;6,21;1499;22,75;162811,75;635
2019T1;20;Gipuzkoa;29883,0;33837,0;25513,0;103,58;40,5;7,67;2134;22,96;157365,85;303
2019T2;20;Gipuzkoa;29883,0;33837,0;25513,0;105,11;40,5;7,67;1729;19,9;148418,72;597
2019T3;20;Gipuzkoa;29883,0;33837,0;25513,0;104,69;40,5;7,67;1625;16,37;156608,35;467
2019T4;20;Gipuzkoa;29883,0;33837,0;25513,0;105,74;40,5;7,67;1709;25,22;160648,32;164
2020T1;20;Gipuzkoa;30526,0;34504,0;26224,0;104,36;40,15;3,48;1658;18,4;165424,69;402
2020T2;20;Gipuzkoa;30526,0;34504,0;26224,0;104,65;40,15;3,48;1096;12,87;129992,16;882
2020T3;20;Gipuzkoa;30526,0;34504,0;26224,0;104,24;40,15;3,48;1404;27,56;164614,29;339
2020T4;20;Gipuzkoa;30526,0;34504,0;26224,0;105,1;40,15;3,48;1488;16,4;172202,96;399
2021T1;20;Gipuzkoa;31375,0;35348,0;27000,0;105,11;39,93;1,27;1880;20,05;161727,66;561
2021T2;20;Gipuzkoa;31375,0;35348,0;27000,0;107,4;39,93;1,27;1885;15,6;169135,17;782
2021T3;20;Gipuzkoa;31375,0;35348,0;27000,0;107,82;39,93;1,27;1793;12,1;170536,41;198
2021T4;20;Gipuzkoa;31375,0;35348,0;27000,0;110,85;39,93;1,27;1507;14,2;178998,7;379
2022T1;20;Gipuzkoa;32637,0;36703,0;28181,0;112,73;39,61;10,03;1935;13,39;169564,73;428
2022T2;20;Gipuzkoa;32637,0;36703,0;28181,0;116,02;39,61;10,03;1845;13,93;170608,94;438
2022T3;20;Gipuzkoa;32637,0;36703,0;28181,0;117,97;39,61;10,03;1927;14,63;170265,21;401
2022T4;20;Gipuzkoa;32637,0;36703,0;28181,0;117,72;39,61;10,03;1487;13,85;172940,77;294
2023T1;20;Gipuzkoa;34217,0;38392,0;29603,0;118,5;39,29;8,53;2123;19,08;167785,87;737
2023T2;20;Gipuzkoa;34217,0;38392,0;29603,0;120,29;39,29;8,53;1686;13,05;194071,76;420
2023T3;20;Gipuzkoa;34217,0;38392,0;29603,0;121,76;39,29;8,53;1794;17,34;173866,89;576
2023T4;20;Gipuzkoa;34217,0;38392,0;29603,0;121,91;39,29;8,53;1326;18,25;169025,31;771
2024T1;20;Gipuzkoa;35585,0;39845,0;30845,0;122,54;39,29;9,61;1831;23,76;166959,28;481
2024T2;20;Gipuzkoa;35585,0;39845,0;30845,0;124,72;39,29;9,61;1480;10,41;154267,13;426
2024T3;20;Gipuzkoa;35585,0;39845,0;30845,0;124,8;39,29;9,61;1948;10,99;175375,41;254
2024T4;20;Gipuzkoa;35585,0;39845,0;30845,0;125,7;39,29;9,61;2111;17,1;177230,93;854
2015T1;21;Huelva;12512,0;14979,0;9887,0;99,03;41,35;-0,32;826;30,87;77390,1;241
2015T2;21;Huelva;12512,0;14979,0;9887,0;101,02;41,35;-0,32;882;27,44;71287,33;179
2015T3;21;Huelva;12512,0;14979,0;9887,0;99,64;41,35;-0,32;1019;23,85;69693,49;145
2015T4;21;Huelva;12512,0;14979,0;9887,0;100,3;41,35;-0,32;846;25,77;83112,9;98
2016T1;21;Huelva;12749,0;15154,0;10217,0;98,15;41,91;-0,03;909;23,32;75471,24;115
2016T2;21;Huelva;12749,0;15154,0;10217,0;99,84;41,91;-0,03;1105;24,8;70517,51;114
2016T3;21;Huelva;12749,0;15154,0;10217,0;99,5;41,91;-0,03;1031;19,88;75321,06;203
2016T4;21;Huelva;12749,0;15154,0;10217,0;101,52;41,91;-0,03;949;21,81;80042,07;143
2017T1;21;Huelva;13069,0;15496,0;10484,0;101,1;42,28;3,52;993;21,55;77128,96;314
2017T2;21;Huelva;13069,0;15496,0;10484,0;101,88;42,28;3,52;1192;19,97;77969,83;246
2017T3;21;Huelva;13069,0;15496,0;10484,0;101,09;42,28;3,52;1206;20,07;76797,55;200
2017T4;21;Huelva;13069,0;15496,0;10484,0;102,8;42,28;3,52;1542;27,63;77946,75;136
2018T1;21;Huelva;13652,0;16171,0;10991,0;101,7;42,58;5,42;1152;19,36;84106,04;160
2018T2;21;Huelva;13652,0;16171,0;10991,0;103,41;42,58;5,42;1617;34,51;79477,83;344
2018T3;21;Huelva;13652,0;16171,0;10991,0;103,12;42,58;5,42;1481;23,09;79418,41;161
2018T4;21;Huelva;13652,0;16171,0;10991,0;104,39;42,58;5,42;1270;20,32;82497,13;217
2019T1;21;Huelva;14477,0;17022,0;11762,0;102,65;42,72;7,02;1481;20,46;82071,13;236
2019T2;21;Huelva;14477,0;17022,0;11762,0;104,19;42,72;7,02;1424;21,35;83740,32;118
2019T3;21;Huelva;14477,0;17022,0;11762,0;103,09;42,72;7,02;1357;19,68;78580,82;253
2019T4;21;Huelva;14477,0;17022,0;11762,0;104,61;42,72;7,02;1399;24,02;82505,21;161
2020T1;21;Huelva;14670,0;17040,0;12081,0;103,21;42,85;4,4;1521;18,41;80901,84;118
2020T2;21;Huelva;14670,0;17040,0;12081,0;103,54;42,85;4,4;1024;33,79;70792,4;163
2020T3;21;Huelva;14670,0;17040,0;12081,0;102,91;42,85;4,4;1037;18,03;85300,8;194
2020T4;21;Huelva;14670,0;17040,0;12081,0;103,97;42,85;4,4;1404;22,44;83248,53;152
2021T1;21;Huelva;15296,0;17704,0;12698,0;103,68;42,94;6,75;1478;23,68;89045,98;286
2021T2;21;Huelva;15296,0;17704,0;12698,0;106,11;42,94;6,75;1678;18,95;90275,71;430
2021T3;21;Huelva;15296,0;17704,0;12698,0;106,48;42,94;6,75;2009;24,44;90698,68;292
2021T4;21;Huelva;15296,0;17704,0;12698,0;110,17;42,94;6,75;2033;24,35;89724,4;320
2022T1;21;Huelva;16190,0;18732,0;13459,0;112,58;43,02;7,79;1964;19,55;92757,64;200
2022T2;21;Huelva;16190,0;18732,0;13459,0;116,65;43,02;7,79;1889;16,62;95269,34;210
2022T3;21;Huelva;16190,0;18732,0;13459,0;117,99;43,02;7,79;1897;19,56;92495,5;225
2022T4;21;Huelva;16190,0;18732,0;13459,0;118,5;43,02;7,79;1816;20,43;95509,63;256
2023T1;21;Huelva;17143,0;19815,0;14274,0;119,27;42,98;6,16;1765;18,02;88004,04;217
2023T2;21;Huelva;17143,0;19815,0;14274,0;120,81;42,98;6,16;1687;17,72;91238,74;135
2023T3;21;Huelva;17143,0;19815,0;14274,0;121,85;42,98;6,16;1696;22,46;93609,06;166
2023T4;21;Huelva;17143,0;19815,0;14274,0;122,61;42,98;6,16;1586;20,3;94612,41;210
2024T1;21;Huelva;18012,0;20654,0;15164,0;123,13;42,98;8,46;1685;26,94;100509,64;193
2024T2;21;Huelva;18012,0;20654,0;15164,0;125,13;42,98;8,46;1817;21,79;93432,36;234
2024T3;21;Huelva;18012,0;20654,0;15164,0;124,2;42,98;8,46;1862;20,78;97391,6;390
2024T4;21;Huelva;18012,0;20654,0;15164,0;125,06;42,98;8,46;1932;22,05;100080,67;214
2015T1;22;Huesca;17259,0;19128,0;15031,0;98,88;39,02;-0,81;466;16,52;84283,08;84
2015T2;22;Huesca;17259,0;19128,0;15031,0;100,87;39,02;-0,81;348;12,07;74379,06;332
2015T3;22;Huesca;17259,0;19128,0;15031,0;99,93;39,02;-0,81;421;12,35;75304,69;84
2015T4;22;Huesca;17259,0;19128,0;15031,0;100,32;39,02;-0,81;427;11,01;82040,74;119
2016T1;22;Huesca;17396,0;19238,0;15192,0;98,2;39,41;0,82;581;20,48;88341,11;117
2016T2;22;Huesca;17396,0;19238,0;15192,0;99,63;39,41;0,82;473;18,39;68276,69;107
2016T3;22;Huesca;17396,0;19238,0;15192,0;99,44;39,41;0,82;454;9,69;80006,83;101
2016T4;22;Huesca;17396,0;19238,0;15192,0;101,42;39,41;0,82;547;17,92;83595,51;127
2017T1;22;Huesca;17770,0;19740,0;15430,0;101,19;39,53;2,3;616;17,37;91126,65;130
2017T2;22;Huesca;17770,0;19740,0;15430,0;101,68;39,53;2,3;581;10,33;94464,75;133
2017T3;22;Huesca;17770,0;19740,0;15430,0;101,16;39,53;2,3;534;12,36;83628,99;117
2017T4;22;Huesca;17770,0;19740,0;15430,0;102,92;39,53;2,3;677;24,67;93644,44;193
2018T1;22;Huesca;18330,0;20361,0;15949,0;102,17;39,56;4,53;659;8,65;79309,46;42
2018T2;22;Huesca;18330,0;20361,0;15949,0;103,76;39,56;4,53;645;7,91;88456,46;222
2018T3;22;Huesca;18330,0;20361,0;15949,0;103,76;39,56;4,53;664;19,58;78987,01;424
2018T4;22;Huesca;18330,0;20361,0;15949,0;104,75;39,56;4,53;680;14,12;83464,48;141
2019T1;22;Huesca;19081,0;21025,0;16796,0;103,28;39,39;7,63;723;16,04;86783,38;168
2019T2;22;Huesca;19081,0;21025,0;16796,0;104,62;39,39;7,63;681;12,92;85687,35;132
2019T3;22;Huesca;19081,0;21025,0;16796,0;103,86;39,39;7,63;630;12,86;91952,98;128
2019T4;22;Huesca;19081,0;21025,0;16796,0;104,91;39,39;7,63;795;26,79;93997,33;186
2020T1;22;Huesca;19431,0;21432,0;17052,0;103,44;39,25;4,23;619;9,21;91192,98;87
2020T2;22;Huesca;19431,0;21432,0;17052,0;102,92;39,25;4,23;362;14,64;83634,75;88
2020T3;22;Huesca;19431,0;21432,0;17052,0;102,65;39,25;4,23;628;21,5;100070,42;142
2020T4;22;Huesca;19431,0;21432,0;17052,0;103,58;39,25;4,23;725;21,1;96652,36;87
2021T1;22;Huesca;20141,0;22162,0;17750,0;103,81;39,36;5,01;734;29,16;86418,55;100
2021T2;22;Huesca;20141,0;22162,0;17750,0;106,41;39,36;5,01;644;11,02;97556,34;123
2021T3;22;Huesca;20141,0;22162,0;17750,0;107,22;39,36;5,01;794;21,16;96217,82;187
2021T4;22;Huesca;20141,0;22162,0;17750,0;111,02;39,36;5,01;748;17,91;102187,63;127
2022T1;22;Huesca;21026,0;23034,0;18681,0;114,03;39,29;14,15;861;14,05;102805,29;108
2022T2;22;Huesca;21026,0;23034,0;18681,0;118,03;39,29;14,15;915;13,88;102342,49;149
2022T3;22;Huesca;21026,0;23034,0;18681,0;119,24;39,29;14,15;831;10,71;100951,22;268
2022T4;22;Huesca;21026,0;23034,0;18681,0;118,89;39,29;14,15;708;8,05;108707,43;133
2023T1;22;Huesca;22033,0;24029,0;19700,0;119,43;39,17;11,28;730;11,1;101990,17;133
2023T2;22;Huesca;22033,0;24029,0;19700,0;120,63;39,17;11,28;773;8,8;90148,65;211
2023T3;22;Huesca;22033,0;24029,0;19700,0;121,94;39,17;11,28;925;15,14;98480,34;67
2023T4;22;Huesca;22033,0;24029,0;19700,0;122,32;39,17;11,28;679;11,19;109425,53;258
2024T1;22;Huesca;22866,0;24847,0;20562,0;123,04;39,17;11,97;985;20,3;100166,67;105
2024T2;22;Huesca;22866,0;24847,0;20562,0;124,95;39,17;11,97;714;13,73;97141,27;133
2024T3;22;Huesca;22866,0;24847,0;20562,0;124,5;39,17;11,97;892;12,67;109004,41;331
2024T4;22;Huesca;22866,0;24847,0;20562,0;125,67;39,17;11,97;821;13,15;111267,33;132
2015T1;23;Jaén;12141,0;13109,0;10828,0;98,91;38,75;-0,32;840;20,6;72566,04;286
2015T2;23;Jaén;12141,0;13109,0;10828,0;101,11;38,75;-0,32;858;16,43;69094,88;283
2015T3;23;Jaén;12141,0;13109,0;10828,0;99,61;38,75;-0,32;807;17,72;69933,01;245
2015T4;23;Jaén;12141,0;13109,0;10828,0;100,36;38,75;-0,32;775;17,68;70899,85;212
2016T1;23;Jaén;12462,0;13386,0;11208,0;98,11;39,24;0,28;895;13,52;69691,87;264
2016T2;23;Jaén;12462,0;13386,0;11208,0;100,03;39,24;0,28;1060;13,49;66944,8;261
2016T3;23;Jaén;12462,0;13386,0;11208,0;99,22;39,24;0,28;902;13,64;72197,2;213
2016T4;23;Jaén;12462,0;13386,0;11208,0;101,25;39,24;0,28;906;8,61;73398,68;314
2017T1;23;Jaén;12875,0;13902,0;11504,0;100,87;39,54;0,04;1161;15,76;74900,65;233
2017T2;23;Jaén;12875,0;13902,0;11504,0;101,92;39,54;0,04;1174;10,65;71983,01;430
2017T3;23;Jaén;12875,0;13902,0;11504,0;100,84;39,54;0,04;1043;14,0;75536,56;326
2017T4;23;Jaén;12875,0;13902,0;11504,0;102,78;39,54;0,04;1040;13,17;72882,05;306
2018T1;23;Jaén;13450,0;14549,0;12007,0;101,62;39,69;0,44;1111;12,78;76285,35;233
2018T2;23;Jaén;13450,0;14549,0;12007,0;103,65;39,69;0,44;1216;12,01;77474,84;395
2018T3;23;Jaén;13450,0;14549,0;12007,0;103,03;39,69;0,44;1187;15,42;80277,27;275
2018T4;23;Jaén;13450,0;14549,0;12007,0;104,19;39,69;0,44;1205;12,03;77918,81;297
2019T1;23;Jaén;14261,0;15371,0;12807,0;102,35;39,79;1,87;1254;12,28;75113,53;257
2019T2;23;Jaén;14261,0;15371,0;12807,0;104,03;39,79;1,87;1292;8,98;78839,8;293
2019T3;23;Jaén;14261,0;15371,0;12807,0;102,7;39,79;1,87;1098;9,02;81104,42;230
2019T4;23;Jaén;14261,0;15371,0;12807,0;104,18;39,79;1,87;1107;9,3;77477,99;357
2020T1;23;Jaén;14230,0;15098,0;13079,0;102,88;39,94;1,56;1490;12,62;80491,84;193
2020T2;23;Jaén;14230,0;15098,0;13079,0;103,34;39,94;1,56;830;9,76;77490,54;393
2020T3;23;Jaén;14230,0;15098,0;13079,0;102,63;39,94;1,56;1061;9,61;76255,54;365
2020T4;23;Jaén;14230,0;15098,0;13079,0;103,92;39,94;1,56;1118;8,41;73214,46;328
2021T1;23;Jaén;15190,0;16199,0;13883,0;103,66;40,07;1,97;1338;13,38;76405,68;301
2021T2;23;Jaén;15190,0;16199,0;13883,0;106,26;40,07;1,97;1372;9,91;80388,68;467
2021T3;23;Jaén;15190,0;16199,0;13883,0;106,28;40,07;1,97;1385;10,97;80257,31;246
2021T4;23;Jaén;15190,0;16199,0;13883,0;110,22;40,07;1,97;1341;9,62;80100,0;254
2022T1;23;Jaén;16012,0;17159,0;14559,0;112,32;40,03;4,87;1458;10,36;81607,73;292
2022T2;23;Jaén;16012,0;17159,0;14559,0;116,63;40,03;4,87;1654;11,85;82826,86;390
2022T3;23;Jaén;16012,0;17159,0;14559,0;117,84;40,03;4,87;1532;14,88;82625,11;360
2022T4;23;Jaén;16012,0;17159,0;14559,0;118,16;40,03;4,87;1525;8,66;84831,09;274
2023T1;23;Jaén;17014,0;18306,0;15402,0;118,44;40,07;5,34;1806;9,3;84920,46;303
2023T2;23;Jaén;17014,0;18306,0;15402,0;120,19;40,07;5,34;1577;10,21;82784,98;303
2023T3;23;Jaén;17014,0;18306,0;15402,0;121,01;40,07;5,34;1404;9,69;82274,38;223
2023T4;23;Jaén;17014,0;18306,0;15402,0;121,67;40,07;5,34;1512;15,61;80367,54;231
2024T1;23;Jaén;17792,0;19069,0;16204,0;122,17;40,07;6,3;1452;12,05;83072,35;370
2024T2;23;Jaén;17792,0;19069,0;16204,0;124,55;40,07;6,3;1634;11,93;80031,58;309
2024T3;23;Jaén;17792,0;19069,0;16204,0;123,78;40,07;6,3;1903;13,03;83400,68;299
2024T4;23;Jaén;17792,0;19069,0;16204,0;124,65;40,07;6,3;1855;11,43;89446,29;294
2015T1;24;León;17817,0;19954,0;15329,0;98,98;38,78;-1,23;621;41,38;84571,43;76
2015T2;24;León;17817,0;19954,0;15329,0;100,85;38,78;-1,23;608;36,84;82238,96;86
2015T3;24;León;17817,0;19954,0;15329,0;99,79;38,78;-1,23;609;28,41;77830,07;103
2015T4;24;León;17817,0;19954,0;15329,0;100,38;38,78;-1,23;537;28,31;77435,97;177
2016T1;24;León;17856,0;19944,0;15448,0;97,68;38,99;0,63;631;28,05;75377,92;122
2016T2;24;León;17856,0;19944,0;15448,0;99,37;38,99;0,63;658;34,65;86719,23;111
2016T3;24;León;17856,0;19944,0;15448,0;99,5;38,99;0,63;687;30,42;83329,58;282
2016T4;24;León;17856,0;19944,0;15448,0;101,65;38,99;0,63;599;24,87;80409,47;92
2017T1;24;León;18333,0;20495,0;15866,0;101,31;39,06;1,11;820;35,73;86072,57;120
2017T2;24;León;18333,0;20495,0;15866,0;102,03;39,06;1,11;668;29,49;87087,21;156
2017T3;24;León;18333,0;20495,0;15866,0;101,43;39,06;1,11;689;29,03;87490,64;189
2017T4;24;León;18333,0;20495,0;15866,0;103,32;39,06;1,11;638;24,61;77596,35;178
2018T1;24;León;18842,0;21072,0;16325,0;102,31;38,94;2,43;747;27,71;85262,01;115
2018T2;24;León;18842,0;21072,0;16325,0;104,21;38,94;2,43;732;27,46;100537,37;243
2018T3;24;León;18842,0;21072,0;16325,0;104,18;38,94;2,43;892;28,81;89205,41;105
2018T4;24;León;18842,0;21072,0;16325,0;105,08;38,94;2,43;727;24,35;83477,58;179
2019T1;24;León;19390,0;21591,0;16944,0;103,8;38,86;3,16;823;24,42;85974,85;260
2019T2;24;León;19390,0;21591,0;16944,0;105,36;38,86;3,16;893;23,07;81567,03;241
2019T3;24;León;19390,0;21591,0;16944,0;104,56;38,86;3,16;790;24,18;92522,73;240
2019T4;24;León;19390,0;21591,0;16944,0;105,78;38,86;3,16;789;23,95;89761,8;111
2020T1;24;León;19673,0;21761,0;17370,0;104,04;38,7;2,22;863;27,46;88317,65;192
2020T2;24;León;19673,0;21761,0;17370,0;103,63;38,7;2,22;550;29,27;91609,96;190
2020T3;24;León;19673,0;21761,0;17370,0;103,41;38,7;2,22;794;17,38;93608,32;278
2020T4;24;León;19673,0;21761,0;17370,0;104,61;38,7;2,22;978;22,7;94882,46;147
2021T1;24;León;20358,0;22482,0;18033,0;104,91;38,83;1,68;907;22,27;86137,32;210
2021T2;24;León;20358,0;22482,0;18033,0;107,6;38,83;1,68;945;20,32;84993,23;170
2021T3;24;León;20358,0;22482,0;18033,0;108,17;38,83;1,68;1042;27,06;100015,8;116
2021T4;24;León;20358,0;22482,0;18033,0;112,2;38,83;1,68;1064;31,95;94550,23;229
2022T1;24;León;21389,0;23621,0;18999,0;115,35;38,42;7,64;1097;22,88;97680,49;394
2022T2;24;León;21389,0;23621,0;18999,0;120,28;38,42;7,64;1113;29,29;100476,53;90
2022T3;24;León;21389,0;23621,0;18999,0;121,95;38,42;7,64;1221;24,32;102356,15;83
2022T4;24;León;21389,0;23621,0;18999,0;121,92;38,42;7,64;1097;21,88;100295,73;141
2023T1;24;León;22396,0;24635,0;20016,0;122,24;38,22;5,81;1086;18,6;100834,38;169
2023T2;24;León;22396,0;24635,0;20016,0;123,75;38,22;5,81;1087;22,17;96832,26;284
2023T3;24;León;22396,0;24635,0;20016,0;124,78;38,22;5,81;1071;20,26;92732,45;127
2023T4;24;León;22396,0;24635,0;20016,0;125,36;38,22;5,81;1019;24,93;96437,06;129
2024T1;24;León;23315,0;25560,0;20955,0;125,95;38,22;9,3;1188;19,78;100381,6;173
2024T2;24;León;23315,0;25560,0;20955,0;127,99;38,22;9,3;1103;17,14;96753,7;153
2024T3;24;León;23315,0;25560,0;20955,0;127,06;38,22;9,3;1339;21,28;102617,99;191
2024T4;24;León;23315,0;25560,0;20955,0;128,0;38,22;9,3;1718;19,67;96800,0;346
2015T1;25;Lleida;17327,0;18673,0;15703,0;98,83;40,2;-2,04;721;23,44;82314,98;106
2015T2;25;Lleida;17327,0;18673,0;15703,0;100,96;40,2;-2,04;574;24,74;81358,97;175
2015T3;25;Lleida;17327,0;18673,0;15703,0;99,91;40,2;-2,04;757;20,74;92646,92;194
2015T4;25;Lleida;17327,0;18673,0;15703,0;100,3;40,2;-2,04;599;22,7;91694,69;140
2016T1;25;Lleida;17512,0;18934,0;15801,0;98,06;40,51;0,14;794;24,18;87326,75;144
2016T2;25;Lleida;17512,0;18934,0;15801,0;99,9;40,51;0,14;809;19,9;92001,62;118
2016T3;25;Lleida;17512,0;18934,0;15801,0;99,69;40,51;0,14;786;15,78;90101,05;164
2016T4;25;Lleida;17512,0;18934,0;15801,0;101,51;40,51;0,14;682;16,72;88509,26;146
2017T1;25;Lleida;17958,0;19448,0;16176,0;101,36;40,73;2,48;841;17,84;87691,41;100
2017T2;25;Lleida;17958,0;19448,0;16176,0;102,16;40,73;2,48;860;14,42;86231,1;155
2017T3;25;Lleida;17958,0;19448,0;16176,0;101,7;40,73;2,48;859;15,25;93047,51;116
2017T4;25;Lleida;17958,0;19448,0;16176,0;103,2;40,73;2,48;843;21,12;92169,81;145
2018T1;25;Lleida;18570,0;20061,0;16791,0;102,43;40,72;6,66;975;16,21;84553,42;206
2018T2;25;Lleida;18570,0;20061,0;16791,0;104,32;40,72;6,66;1069;26,47;93677,55;316
2018T3;25;Lleida;18570,0;20061,0;16791,0;104,38;40,72;6,66;1009;25,87;92077,06;284
2018T4;25;Lleida;18570,0;20061,0;16791,0;105,49;40,72;6,66;892;21,52;90290,15;193
2019T1;25;Lleida;19289,0;20754,0;17541,0;103,79;40,66;11,56;1012;17,39;86319,19;268
2019T2;25;Lleida;19289,0;20754,0;17541,0;105,74;40,66;11,56;887;19,62;85597,04;337
2019T3;25;Lleida;19289,0;20754,0;17541,0;104,99;40,66;11,56;1003;22,73;89202,82;199
2019T4;25;Lleida;19289,0;20754,0;17541,0;106,26;40,66;11,56;848;20,87;92903,3;246
2020T1;25;Lleida;19495,0;20881,0;17831,0;104,87;40,51;3,01;1096;16,79;86610,17;189
2020T2;25;Lleida;19495,0;20881,0;17831,0;104,75;40,51;3,01;544;20,04;91880,0;161
2020T3;25;Lleida;19495,0;20881,0;17831,0;104,26;40,51;3,01;765;18,3;92681,37;164
2020T4;25;Lleida;19495,0;20881,0;17831,0;105,09;40,51;3,01;927;21,36;102406,95;241
2021T1;25;Lleida;20506,0;21864,0;18869,0;105,48;40,6;3,05;1408;23,79;89152,59;194
2021T2;25;Lleida;20506,0;21864,0;18869,0;108,06;40,6;3,05;1153;16,91;102822,4;226
2021T3;25;Lleida;20506,0;21864,0;18869,0;108,42;40,6;3,05;1165;18,28;105437,6;227
2021T4;25;Lleida;20506,0;21864,0;18869,0;112,06;40,6;3,05;1333;25,21;109815,51;205
2022T1;25;Lleida;21565,0;22932,0;19917,0;114,82;40,43;17,05;1280;18,59;107330,05;149
2022T2;25;Lleida;21565,0;22932,0;19917,0;118,98;40,43;17,05;1260;19,13;123324,59;336
2022T3;25;Lleida;21565,0;22932,0;19917,0;120,93;40,43;17,05;1217;23,09;101336,02;202
2022T4;25;Lleida;21565,0;22932,0;19917,0;120,49;40,43;17,05;1270;22,2;105210,77;367
2023T1;25;Lleida;22471,0;23804,0;20869,0;121,24;40,35;12,88;1403;21,17;106166,67;165
2023T2;25;Lleida;22471,0;23804,0;20869,0;122,84;40,35;12,88;1261;19,03;105775,45;219
2023T3;25;Lleida;22471,0;23804,0;20869,0;124,12;40,35;12,88;1211;23,12;105406,11;164
2023T4;25;Lleida;22471,0;23804,0;20869,0;124,43;40,35;12,88;1118;24,6;131225,59;143
2024T1;25;Lleida;23538,0;24853,0;21954,0;125,01;40,35;16,41;1422;26,72;117951,72;341
2024T2;25;Lleida;23538,0;24853,0;21954,0;127,26;40,35;16,41;1234;26,26;88668,01;344
2024T3;25;Lleida;23538,0;24853,0;21954,0;127,02;40,35;16,41;1535;26,97;116314,55;370
2024T4;25;Lleida;23538,0;24853,0;21954,0;127,58;40,35;16,41;1656;26,99;117011,21;221
2015T1;26;Rioja, La;18506,0;20592,0;15971,0;98,67;40,58;-0,65;716;42,88;79860,79;124
2015T2;26;Rioja, La;18506,0;20592,0;15971,0;100,95;40,58;-0,65;632;28,8;82940,74;85
2015T3;26;Rioja, La;18506,0;20592,0;15971,0;99,73;40,58;-0,65;642;22,74;74501,36;76
2015T4;26;Rioja, La;18506,0;20592,0;15971,0;100,65;40,58;-0,65;571;30,82;81353,56;127
2016T1;26;Rioja, La;18748,0;20880,0;16172,0;98,09;40,77;1,26;614;30,62;82452,05;247
2016T2;26;Rioja, La;18748,0;20880,0;16172,0;99,89;40,77;1,26;817;25,58;79085,95;103
2016T3;26;Rioja, La;18748,0;20880,0;16172,0;99,21;40,77;1,26;632;19,46;76733,17;287
2016T4;26;Rioja, La;18748,0;20880,0;16172,0;101,41;40,77;1,26;638;18,65;83158,42;117
2017T1;26;Rioja, La;19237,0;21483,0;16545,0;100,85;40,88;2,31;812;15,64;89501,93;186
2017T2;26;Rioja, La;19237,0;21483,0;16545,0;101,98;40,88;2,31;703;20,34;82234,57;179
2017T3;26;Rioja, La;19237,0;21483,0;16545,0;100,81;40,88;2,31;789;22,43;81584,44;106
2017T4;26;Rioja, La;19237,0;21483,0;16545,0;102,64;40,88;2,31;723;16,74;81814,53;131
2018T1;26;Rioja, La;19747,0;22091,0;16980,0;101,59;40,83;4,44;847;17,0;83650,85;116
2018T2;26;Rioja, La;19747,0;22091,0;16980,0;103,58;40,83;4,44;958;24,32;83972,53;190
