periodo;codigo_provincia;provincia;salario_medio_anual_euros_total;salario_medio_anual_euros_hombre;salario_medio_anual_euros_mujer;indice_precios_consumo_base_2015;pct_35_64;tasa_migracion_neta_exterior_por_1000_habitantes;compraventas_viviendas;pct_compraventas_vivienda_nueva;importe_medio_hipoteca_vivienda_eur;visados_obra_nueva_viviendas
2016T2;7;Balears, Illes;17748,0;19382,0;15967,0;99,81;43,04;6,61;3833;23,4;132091,5;734
2016T3;7;Balears, Illes;17748,0;19382,0;15967,0;100,09;43,04;6,61;3537;19,34;137391,75;284
2016T4;7;Balears, Illes;17748,0;19382,0;15967,0;101,14;43,04;6,61;3384;18,85;142959,86;777
2017T1;7;Balears, Illes;18286,0;19941,0;16490,0;101,1;43,26;9,48;3824;18,75;149708,43;755
2017T2;7;Balears, Illes;18286,0;19941,0;16490,0;102,03;43,26;9,48;4458;15,25;153890,43;709
2017T3;7;Balears, Illes;18286,0;19941,0;16490,0;102,02;43,26;9,48;3963;18,77;165168,83;822
2017T4;7;Balears, Illes;18286,0;19941,0;16490,0;102,8;43,26;9,48;3648;16,17;168289,12;1031
2018T1;7;Balears, Illes;19153,0;20767,0;17409,0;102,05;43,37;13,35;4185;18,64;165818,94;955
2018T2;7;Balears, Illes;19153,0;20767,0;17409,0;103,85;43,37;13,35;3973;16,49;164671,03;1215
2018T3;7;Balears, Illes;19153,0;20767,0;17409,0;104,0;43,37;13,35;4110;15,64;193702,31;1080
2018T4;7;Balears, Illes;19153,0;20767,0;17409,0;104,12;43,37;13,35;3397;18,34;167235,67;1047
2019T1;7;Balears, Illes;19834,0;21432,0;18104,0;102,9;43,42;16,41;3730;17,56;160494,53;1315
2019T2;7;Balears, Illes;19834,0;21432,0;18104,0;104,38;43,42;16,41;3625;19,31;145626,77;1116
2019T3;7;Balears, Illes;19834,0;21432,0;18104,0;104,11;43,42;16,41;3369;18,2;191570,88;1365
2019T4;7;Balears, Illes;19834,0;21432,0;18104,0;104,63;43,42;16,41;3201;18,34;204139,51;1585
2020T1;7;Balears, Illes;18411,0;19722,0;16939,0;103,67;43,45;8,59;3488;18,12;160376,82;1136
2020T2;7;Balears, Illes;18411,0;19722,0;16939,0;103,57;43,45;8,59;2070;17,1;168912,96;884
2020T3;7;Balears, Illes;18411,0;19722,0;16939,0;103,47;43,45;8,59;2639;20,01;169816,52;1369
2020T4;7;Balears, Illes;18411,0;19722,0;16939,0;104,05;43,45;8,59;2487;19,26;175690,62;1069
2021T1;7;Balears, Illes;19791,0;21214,0;18234,0;104,53;43,56;3,15;2895;21,17;182586,43;1410
2021T2;7;Balears, Illes;19791,0;21214,0;18234,0;106,63;43,56;3,15;3107;18,18;188953,38;1253
2021T3;7;Balears, Illes;19791,0;21214,0;18234,0;107,13;43,56;3,15;3922;14,84;228918,35;998
2021T4;7;Balears, Illes;19791,0;21214,0;18234,0;110,24;43,56;3,15;4244;15,29;225437,43;991
2022T1;7;Balears, Illes;21765,0;23350,0;20067,0;112,54;43,56;17,47;4766;17,52;222890,79;1483
2022T2;7;Balears, Illes;21765,0;23350,0;20067,0;115,77;43,56;17,47;4437;17,47;221393,54;1611
2022T3;7;Balears, Illes;21765,0;23350,0;20067,0;117,77;43,56;17,47;4444;16,76;256811,12;1753
2022T4;7;Balears, Illes;21765,0;23350,0;20067,0;117,26;43,56;17,47;4166;17,98;240747,32;1899
2023T1;7;Balears, Illes;23126,0;24812,0;21335,0;118,19;43,5;15,6;3990;22,93;256095,32;1511
2023T2;7;Balears, Illes;23126,0;24812,0;21335,0;119,99;43,5;15,6;3686;20,21;240444,49;1370
2023T3;7;Balears, Illes;23126,0;24812,0;21335,0;121,74;43,5;15,6;3334;19,5;241416,99;973
2023T4;7;Balears, Illes;23126,0;24812,0;21335,0;121,43;43,5;15,6;3171;19,05;235487,35;1802
2024T1;7;Balears, Illes;24254,0;25910,0;22499,0;121,82;43,5;12,77;3187;19,49;225304,17;1503
2024T2;7;Balears, Illes;24254,0;25910,0;22499,0;124,4;43,5;12,77;3429;19,66;238732,01;1370
2024T3;7;Balears, Illes;24254,0;25910,0;22499,0;124,57;43,5;12,77;3528;18,59;259392,53;1179
2024T4;7;Balears, Illes;24254,0;25910,0;22499,0;124,73;43,5;12,77;3680;19,86;252040,82;1352
2015T1;8;Barcelona;22153,0;24958,0;19073,0;98,97;41,1;0,65;9834;18,48;130132,45;2235
2015T2;8;Barcelona;22153,0;24958,0;19073,0;100,77;41,1;0,65;9046;13,35;127409,21;2281
2015T3;8;Barcelona;22153,0;24958,0;19073,0;99,97;41,1;0,65;9815;12,41;130650,73;2202
2015T4;8;Barcelona;22153,0;24958,0;19073,0;100,29;41,1;0,65;9084;13,08;133092,38;2577
2016T1;8;Barcelona;22352,0;25208,0;19215,0;98,74;41,24;3,94;10995;13,53;135746,22;2960
2016T2;8;Barcelona;22352,0;25208,0;19215,0;100,23;41,24;3,94;12164;12,64;133493,63;2623
2016T3;8;Barcelona;22352,0;25208,0;19215,0;100,13;41,24;3,94;12719;11,62;139186,93;2569
2016T4;8;Barcelona;22352,0;25208,0;19215,0;101,59;41,24;3,94;10651;10,74;140283,87;2778
2017T1;8;Barcelona;22782,0;25718,0;19568,0;101,46;41,27;6,88;13774;11,7;145007,73;3818
2017T2;8;Barcelona;22782,0;25718,0;19568,0;102,41;41,27;6,88;14122;12,08;151723,3;4130
2017T3;8;Barcelona;22782,0;25718,0;19568,0;102,15;41,27;6,88;14136;12,62;154089,52;2894
2017T4;8;Barcelona;22782,0;25718,0;19568,0;103,27;41,27;6,88;11799;14,84;154532,37;2769
2018T1;8;Barcelona;23470,0;26483,0;20198,0;102,77;41,13;12,14;14426;16,01;154441,56;3881
2018T2;8;Barcelona;23470,0;26483,0;20198,0;104,35;41,13;12,14;14121;13,23;156000,54;3910
2018T3;8;Barcelona;23470,0;26483,0;20198,0;104,34;41,13;12,14;14315;13,38;152422,26;3442
2018T4;8;Barcelona;23470,0;26483,0;20198,0;105,18;41,13;12,14;13150;15,19;162413,52;3823
2019T1;8;Barcelona;24243,0;27266,0;20973,0;104,01;40,96;12,01;15251;17,21;166864,43;4027
2019T2;8;Barcelona;24243,0;27266,0;20973,0;105,6;40,96;12,01;14005;15,05;160438,84;3519
2019T3;8;Barcelona;24243,0;27266,0;20973,0;105,07;40,96;12,01;13637;13,38;162567,77;4551
2019T4;8;Barcelona;24243,0;27266,0;20973,0;105,86;40,96;12,01;12376;15,11;163178,33;5174
2020T1;8;Barcelona;23909,0;26658,0;20938,0;104,71;40,78;6,56;13595;18,28;270477,28;3659
2020T2;8;Barcelona;23909,0;26658,0;20938,0;105,02;40,78;6,56;9318;17,95;165213,84;2838
2020T3;8;Barcelona;23909,0;26658,0;20938,0;104,44;40,78;6,56;9830;19,74;176297,94;3775
2020T4;8;Barcelona;23909,0;26658,0;20938,0;105,04;40,78;6,56;11335;17,75;173955,87;3853
2021T1;8;Barcelona;25319,0;28135,0;22279,0;105,29;40,92;3,29;13816;18,52;171130,77;4254
2021T2;8;Barcelona;25319,0;28135,0;22279,0;107,28;40,92;3,29;14570;16,77;176987,51;4023
2021T3;8;Barcelona;25319,0;28135,0;22279,0;107,55;40,92;3,29;15579;16,27;174504,88;3217
2021T4;8;Barcelona;25319,0;28135,0;22279,0;110,55;40,92;3,29;14029;18,29;180384,38;6197
2022T1;8;Barcelona;26736,0;29669,0;23580,0;112,9;40,74;20,6;16546;18,19;178915,9;4606
2022T2;8;Barcelona;26736,0;29669,0;23580,0;116,06;40,74;20,6;17335;16,61;196445,95;3322
2022T3;8;Barcelona;26736,0;29669,0;23580,0;117,47;40,74;20,6;17496;15,83;180986,99;3055
2022T4;8;Barcelona;26736,0;29669,0;23580,0;117,03;40,74;20,6;15344;15,71;182658,0;4329
2023T1;8;Barcelona;28108,0;31088,0;24914,0;118,05;40,44;16,75;16402;17,46;174625,91;3728
2023T2;8;Barcelona;28108,0;31088,0;24914,0;119,63;40,44;16,75;15623;17,38;172253,9;2603
2023T3;8;Barcelona;28108,0;31088,0;24914,0;120,79;40,44;16,75;13555;15,16;175660,28;2612
2023T4;8;Barcelona;28108,0;31088,0;24914,0;120,89;40,44;16,75;12904;18,92;173616,33;3886
2024T1;8;Barcelona;29255,0;32235,0;26070,0;121,66;40,44;17,14;15712;17,94;171705,61;3977
2024T2;8;Barcelona;29255,0;32235,0;26070,0;123,83;40,44;17,14;14345;17,81;173044,02;3325
2024T3;8;Barcelona;29255,0;32235,0;26070,0;123,74;40,44;17,14;16548;19,06;180715,43;3368
2024T4;8;Barcelona;29255,0;32235,0;26070,0;124,01;40,44;17,14;17555;19,93;184881,86;3240
2015T1;9;Burgos;19743,0;22619,0;16140,0;98,81;40,2;-2,21;772;26,04;100355,9;85
2015T2;9;Burgos;19743,0;22619,0;16140,0;100,69;40,2;-2,21;635;23,62;79166,3;132
2015T3;9;Burgos;19743,0;22619,0;16140,0;99,98;40,2;-2,21;818;22,37;91803,28;248
2015T4;9;Burgos;19743,0;22619,0;16140,0;100,52;40,2;-2,21;654;23,24;81273,35;190
2016T1;9;Burgos;19726,0;22645,0;16101,0;98,11;40,23;-0,38;806;30,27;105348,18;161
2016T2;9;Burgos;19726,0;22645,0;16101,0;99,45;40,23;-0,38;794;21,66;92561,54;174
2016T3;9;Burgos;19726,0;22645,0;16101,0;99,48;40,23;-0,38;686;17,35;89322,71;172
2016T4;9;Burgos;19726,0;22645,0;16101,0;101,51;40,23;-0,38;653;19,3;83381,52;170
2017T1;9;Burgos;20306,0;23328,0;16572,0;101,15;40,19;1,86;818;18,58;89564,69;340
2017T2;9;Burgos;20306,0;23328,0;16572,0;101,67;40,19;1,86;815;24,54;95946,71;329
2017T3;9;Burgos;20306,0;23328,0;16572,0;101,1;40,19;1,86;806;19,98;89759,72;238
2017T4;9;Burgos;20306,0;23328,0;16572,0;102,79;40,19;1,86;746;25,6;88009,31;285
2018T1;9;Burgos;20867,0;23979,0;17081,0;101,78;40,04;3,58;874;21,17;92863,48;185
2018T2;9;Burgos;20867,0;23979,0;17081,0;103,42;40,04;3,58;907;21,28;98244,65;291
2018T3;9;Burgos;20867,0;23979,0;17081,0;103,49;40,04;3,58;917;21,27;97406,0;187
2018T4;9;Burgos;20867,0;23979,0;17081,0;104,55;40,04;3,58;851;24,21;100713,77;288
2019T1;9;Burgos;21016,0;24078,0;17422,0;103,24;39,83;5,38;952;20,9;94445,39;208
2019T2;9;Burgos;21016,0;24078,0;17422,0;104,41;39,83;5,38;910;17,8;95146,31;350
2019T3;9;Burgos;21016,0;24078,0;17422,0;103,79;39,83;5,38;834;26,62;98288,66;524
2019T4;9;Burgos;21016,0;24078,0;17422,0;104,91;39,83;5,38;754;20,82;94365,9;189
2020T1;9;Burgos;21007,0;23852,0;17666,0;103,49;39,6;2,71;868;15,09;98153,99;264
2020T2;9;Burgos;21007,0;23852,0;17666,0;103,45;39,6;2,71;524;22,71;98898,25;356
2020T3;9;Burgos;21007,0;23852,0;17666,0;103,13;39,6;2,71;794;18,77;111230,28;160
2020T4;9;Burgos;21007,0;23852,0;17666,0;104,12;39,6;2,71;1018;22,2;114722,3;172
2021T1;9;Burgos;21891,0;24863,0;18429,0;104,03;39,69;2,25;997;25,98;99493,27;272
2021T2;9;Burgos;21891,0;24863,0;18429,0;106,23;39,69;2,25;1026;24,17;99699,09;125
2021T3;9;Burgos;21891,0;24863,0;18429,0;106,84;39,69;2,25;1266;31,91;100332,89;603
2021T4;9;Burgos;21891,0;24863,0;18429,0;110,61;39,69;2,25;998;20,84;111562,58;156
2022T1;9;Burgos;23002,0;26131,0;19442,0;112,77;39,4;12,83;1357;28,45;105213,1;186
2022T2;9;Burgos;23002,0;26131,0;19442,0;116,48;39,4;12,83;1240;17,74;106480,16;273
2022T3;9;Burgos;23002,0;26131,0;19442,0;118,09;39,4;12,83;1332;22,0;111342,89;436
2022T4;9;Burgos;23002,0;26131,0;19442,0;117,99;39,4;12,83;1222;25,61;103777,95;248
2023T1;9;Burgos;24046,0;27231,0;20463,0;118,09;39,09;11,17;1201;18,73;107734,19;552
2023T2;9;Burgos;24046,0;27231,0;20463,0;119,6;39,09;11,17;1247;18,36;100854,94;225
2023T3;9;Burgos;24046,0;27231,0;20463,0;120,95;39,09;11,17;1217;17,75;98611,65;209
2023T4;9;Burgos;24046,0;27231,0;20463,0;121,65;39,09;11,17;951;15,46;107382,82;329
2024T1;9;Burgos;24884,0;28051,0;21360,0;122,17;39,09;11,97;1112;21,85;115730,39;520
2024T2;9;Burgos;24884,0;28051,0;21360,0;124,11;39,09;11,97;1159;17,86;103706,65;228
2024T3;9;Burgos;24884,0;28051,0;21360,0;123,34;39,09;11,97;1443;19,47;103130,98;181
2024T4;9;Burgos;24884,0;28051,0;21360,0;124,32;39,09;11,97;1413;18,19;106169,93;532
2015T1;10;Cáceres;14088,0;15266,0;12663,0;99,07;39,06;0,07;496;15,93;71359,62;159
2015T2;10;Cáceres;14088,0;15266,0;12663,0;100,75;39,06;0,07;461;14,1;74126,03;220
2015T3;10;Cáceres;14088,0;15266,0;12663,0;99,6;39,06;0,07;457;8,53;72454,55;182
2015T4;10;Cáceres;14088,0;15266,0;12663,0;100,58;39,06;0,07;456;8,77;71307,19;205
2016T1;10;Cáceres;14226,0;15372,0;12863,0;98,5;39,4;0,45;459;9,15;80920,42;207
2016T2;10;Cáceres;14226,0;15372,0;12863,0;99,99;39,4;0,45;573;9,42;73532,02;312
2016T3;10;Cáceres;14226,0;15372,0;12863,0;99,43;39,4;0,45;511;8,02;71235,47;198
2016T4;10;Cáceres;14226,0;15372,0;12863,0;101,31;39,4;0,45;521;9,79;76912,37;380
2017T1;10;Cáceres;14506,0;15693,0;13109,0;100,83;39,57;0,73;593;7,25;74596,82;161
2017T2;10;Cáceres;14506,0;15693,0;13109,0;101,67;39,57;0,73;646;6,19;70162,69;298
2017T3;10;Cáceres;14506,0;15693,0;13109,0;100,85;39,57;0,73;601;9,98;70101,3;229
2017T4;10;Cáceres;14506,0;15693,0;13109,0;102,65;39,57;0,73;573;8,73;85825,07;195
2018T1;10;Cáceres;15032,0;16244,0;13616,0;101,58;39,62;2,19;642;9,97;75767,73;270
2018T2;10;Cáceres;15032,0;16244,0;13616,0;103,37;39,62;2,19;711;6,19;77807,62;275
2018T3;10;Cáceres;15032,0;16244,0;13616,0;103,04;39,62;2,19;667;18,89;79753,56;215
2018T4;10;Cáceres;15032,0;16244,0;13616,0;104,34;39,62;2,19;656;12,8;81486,62;220
2019T1;10;Cáceres;15869,0;17115,0;14417,0;102,67;39,64;2,9;673;12,48;82327,47;264
2019T2;10;Cáceres;15869,0;17115,0;14417,0;104,14;39,64;2,9;754;14,99;79562,38;460
2019T3;10;Cáceres;15869,0;17115,0;14417,0;103,06;39,64;2,9;672;8,93;68773,22;353
2019T4;10;Cáceres;15869,0;17115,0;14417,0;104,75;39,64;2,9;662;6,8;82048,95;262
2020T1;10;Cáceres;16099,0;17214,0;14799,0;103,3;39,59;1,25;808;16,21;81376,62;306
2020T2;10;Cáceres;16099,0;17214,0;14799,0;103,74;39,59;1,25;403;8,93;79746,11;224
2020T3;10;Cáceres;16099,0;17214,0;14799,0;103,11;39,59;1,25;739;11,64;81128,0;255
2020T4;10;Cáceres;16099,0;17214,0;14799,0;104,4;39,59;1,25;763;7,99;78399,31;193
2021T1;10;Cáceres;16840,0;18156,0;15330,0;104,14;39,69;2,24;801;12,11;85604,4;490
2021T2;10;Cáceres;16840,0;18156,0;15330,0;106,52;39,69;2,24;913;13,03;81414,5;285
2021T3;10;Cáceres;16840,0;18156,0;15330,0;106,67;39,69;2,24;816;9,07;85331,13;324
2021T4;10;Cáceres;16840,0;18156,0;15330,0;110,49;39,69;2,24;816;10,54;85847,04;311
2022T1;10;Cáceres;17811,0;19245,0;16200,0;112,29;39,58;6,91;1079;16,77;82233,83;205
2022T2;10;Cáceres;17811,0;19245,0;16200,0;116,64;39,58;6,91;947;12,25;98965,85;228
2022T3;10;Cáceres;17811,0;19245,0;16200,0;117,59;39,58;6,91;970;18,14;92128,62;327
2022T4;10;Cáceres;17811,0;19245,0;16200,0;117,64;39,58;6,91;933;13,93;101250,0;355
2023T1;10;Cáceres;18827,0;20271,0;17216,0;117,62;39,57;7,13;1068;12,83;89524,82;244
2023T2;10;Cáceres;18827,0;20271,0;17216,0;118,91;39,57;7,13;998;12,32;84019,23;398
2023T3;10;Cáceres;18827,0;20271,0;17216,0;119,58;39,57;7,13;865;8,79;86937,86;293
2023T4;10;Cáceres;18827,0;20271,0;17216,0;120,4;39,57;7,13;927;18,88;87282,12;309
2024T1;10;Cáceres;19769,0;21280,0;18105,0;121,11;39,57;6,73;1007;13,31;103310,66;269
2024T2;10;Cáceres;19769,0;21280,0;18105,0;123,04;39,57;6,73;967;14,06;87250,63;336
2024T3;10;Cáceres;19769,0;21280,0;18105,0;122,09;39,57;6,73;1141;10,34;89370,88;411
2024T4;10;Cáceres;19769,0;21280,0;18105,0;123,23;39,57;6,73;1210;14,13;94286,29;336
2015T1;11;Cádiz;15564,0;17859,0;12496,0;98,99;42,11;-0,18;2193;36,48;86013,91;310
2015T2;11;Cádiz;15564,0;17859,0;12496,0;100,77;42,11;-0,18;2128;28,34;82439,78;241
2015T3;11;Cádiz;15564,0;17859,0;12496,0;99,85;42,11;-0,18;2686;24,76;90829,56;266
2015T4;11;Cádiz;15564,0;17859,0;12496,0;100,38;42,11;-0,18;2069;30,59;81118,69;225
2016T1;11;Cádiz;15803,0;18084,0;12767,0;98,52;42,55;0,69;2666;24,61;85459,78;425
2016T2;11;Cádiz;15803,0;18084,0;12767,0;100,04;42,55;0,69;2645;28,66;84632,95;369
2016T3;11;Cádiz;15803,0;18084,0;12767,0;99,86;42,55;0,69;2500;28,36;88573,25;252
2016T4;11;Cádiz;15803,0;18084,0;12767,0;101,37;42,55;0,69;2506;30,05;91039,77;315
2017T1;11;Cádiz;15958,0;18311,0;12856,0;101,04;42,8;1,45;2505;23,47;91303,29;470
2017T2;11;Cádiz;15958,0;18311,0;12856,0;101,95;42,8;1,45;2790;22,9;95550,4;647
2017T3;11;Cádiz;15958,0;18311,0;12856,0;101,35;42,8;1,45;2838;28,12;92649,76;404
2017T4;11;Cádiz;15958,0;18311,0;12856,0;102,64;42,8;1,45;2742;25,13;98705,91;251
2018T1;11;Cádiz;16390,0;18772,0;13293,0;101,65;42,95;1,71;3227;25,91;96797,01;321
2018T2;11;Cádiz;16390,0;18772,0;13293,0;103,17;42,95;1,71;3601;21,55;88511,26;588
2018T3;11;Cádiz;16390,0;18772,0;13293,0;102,9;42,95;1,71;3489;21,61;101961,01;369
2018T4;11;Cádiz;16390,0;18772,0;13293,0;103,69;42,95;1,71;3123;24,66;100283,33;503
2019T1;11;Cádiz;17115,0;19534,0;13985,0;102,11;43,05;4,56;3462;26,78;97826,74;667
2019T2;11;Cádiz;17115,0;19534,0;13985,0;103,56;43,05;4,56;3522;22,6;94702,26;701
2019T3;11;Cádiz;17115,0;19534,0;13985,0;102,76;43,05;4,56;3226;23,9;100409,25;627
2019T4;11;Cádiz;17115,0;19534,0;13985,0;103,8;43,05;4,56;3451;28,17;96227,29;490
2020T1;11;Cádiz;17205,0;19486,0;14219,0;102,48;43,18;2,89;3266;22,35;98528,54;398
2020T2;11;Cádiz;17205,0;19486,0;14219,0;103,21;43,18;2,89;1997;23,03;101925,61;338
2020T3;11;Cádiz;17205,0;19486,0;14219,0;102,45;43,18;2,89;2715;24,83;101786,56;458
2020T4;11;Cádiz;17205,0;19486,0;14219,0;103,3;43,18;2,89;3137;21,87;103642,63;426
2021T1;11;Cádiz;18086,0;20457,0;15072,0;103,26;43,22;1,99;3485;25,37;105354,5;424
2021T2;11;Cádiz;18086,0;20457,0;15072,0;105,45;43,22;1,99;4161;25,86;104721,62;716
2021T3;11;Cádiz;18086,0;20457,0;15072,0;105,55;43,22;1,99;4574;27,77;110203,93;751
2021T4;11;Cádiz;18086,0;20457,0;15072,0;108,83;43,22;1,99;4351;22,11;106428,95;746
2022T1;11;Cádiz;18988,0;21554,0;15803,0;110,78;43,23;6,18;4398;22,4;114418,07;448
2022T2;11;Cádiz;18988,0;21554,0;15803,0;114,81;43,23;6,18;4380;22,72;116018,51;611
2022T3;11;Cádiz;18988,0;21554,0;15803,0;116,39;43,23;6,18;4691;21,04;112069,13;567
2022T4;11;Cádiz;18988,0;21554,0;15803,0;116,81;43,23;6,18;4315;23,34;115287,2;667
2023T1;11;Cádiz;20014,0;22685,0;16734,0;117,75;43,17;4,83;4379;24,55;113862,86;578
2023T2;11;Cádiz;20014,0;22685,0;16734,0;119,43;43,17;4,83;3954;24,51;116704,71;650
2023T3;11;Cádiz;20014,0;22685,0;16734,0;120,5;43,17;4,83;3663;21,51;113704,58;670
2023T4;11;Cádiz;20014,0;22685,0;16734,0;120,95;43,17;4,83;3503;21,7;114951,78;812
2024T1;11;Cádiz;20811,0;23611,0;17411,0;121,28;43,17;5,51;3873;26,26;117354,52;634
2024T2;11;Cádiz;20811,0;23611,0;17411,0;123,03;43,17;5,51;3952;25,51;117406,49;547
2024T3;11;Cádiz;20811,0;23611,0;17411,0;122,48;43,17;5,51;4310;24,52;118571,43;1060
2024T4;11;Cádiz;20811,0;23611,0;17411,0;123,26;43,17;5,51;4428;27,94;128507,45;423
2015T1;12;Castellón/Castelló;17005,0;19381,0;14130,0;98,94;41,52;-3,04;1347;23,01;76129,12;91
2015T2;12;Castellón/Castelló;17005,0;19381,0;14130,0;100,92;41,52;-3,04;1371;17,65;70749,04;99
2015T3;12;Castellón/Castelló;17005,0;19381,0;14130,0;99,9;41,52;-3,04;1652;20,94;73037,0;70
2015T4;12;Castellón/Castelló;17005,0;19381,0;14130,0;100,25;41,52;-3,04;1282;11,78;75934,55;148
2016T1;12;Castellón/Castelló;17342,0;19877,0;14275,0;97,92;41,88;-0,77;1426;14,45;73461,45;130
2016T2;12;Castellón/Castelló;17342,0;19877,0;14275,0;99,65;41,88;-0,77;1691;13,13;74950,71;162
2016T3;12;Castellón/Castelló;17342,0;19877,0;14275,0;99,31;41,88;-0,77;1627;13,03;74821,74;147
2016T4;12;Castellón/Castelló;17342,0;19877,0;14275,0;100,94;41,88;-0,77;1482;11,61;72995,17;363
2017T1;12;Castellón/Castelló;17955,0;20760,0;14568,0;100,64;42,11;-0,61;1686;10,85;77139,28;186
2017T2;12;Castellón/Castelló;17955,0;20760,0;14568,0;101,45;42,11;-0,61;1663;13,05;71486,52;206
2017T3;12;Castellón/Castelló;17955,0;20760,0;14568,0;100,84;42,11;-0,61;1892;12,69;81303,71;96
2017T4;12;Castellón/Castelló;17955,0;20760,0;14568,0;102,41;42,11;-0,61;2008;7,07;73040,0;232
2018T1;12;Castellón/Castelló;18576,0;21442,0;15155,0;101,46;42,12;3,04;2167;15,46;72904,11;122
2018T2;12;Castellón/Castelló;18576,0;21442,0;15155,0;103,35;42,12;3,04;2344;15,19;77950,46;477
2018T3;12;Castellón/Castelló;18576,0;21442,0;15155,0;103,29;42,12;3,04;2305;10,37;74531,86;258
2018T4;12;Castellón/Castelló;18576,0;21442,0;15155,0;104,09;42,12;3,04;1945;12,8;79542,51;273
2019T1;12;Castellón/Castelló;19281,0;22128,0;15895,0;102,45;42,1;4,99;2414;16,28;77996,2;202
2019T2;12;Castellón/Castelló;19281,0;22128,0;15895,0;104,04;42,1;4,99;2321;10,51;74494,75;392
2019T3;12;Castellón/Castelló;19281,0;22128,0;15895,0;103,42;42,1;4,99;2195;12,8;76119,83;140
2019T4;12;Castellón/Castelló;19281,0;22128,0;15895,0;104,59;42,1;4,99;1836;13,83;79567,38;425
2020T1;12;Castellón/Castelló;19556,0;22288,0;16290,0;103,37;42,03;2,33;1984;11,54;78536,09;172
2020T2;12;Castellón/Castelló;19556,0;22288,0;16290,0;103,32;42,03;2,33;1290;9,46;72804,17;351
2020T3;12;Castellón/Castelló;19556,0;22288,0;16290,0;102,97;42,03;2,33;1550;13,35;51929,99;155
2020T4;12;Castellón/Castelló;19556,0;22288,0;16290,0;103,93;42,03;2,33;1971;17,0;88766,26;290
2021T1;12;Castellón/Castelló;20449,0;23428,0;16940,0;103,89;42,03;3,9;2186;15,83;84305,28;410
2021T2;12;Castellón/Castelló;20449,0;23428,0;16940,0;106,36;42,03;3,9;2164;13,91;81734,02;292
2021T3;12;Castellón/Castelló;20449,0;23428,0;16940,0;106,72;42,03;3,9;3088;15,97;87278,9;562
2021T4;12;Castellón/Castelló;20449,0;23428,0;16940,0;110,55;42,03;3,9;2614;13,43;86758,5;273
2022T1;12;Castellón/Castelló;21506,0;24516,0;18006,0;113,54;41,94;18,87;2825;11,01;84098,72;522
2022T2;12;Castellón/Castelló;21506,0;24516,0;18006,0;117,25;41,94;18,87;2844;13,05;81878,17;169
2022T3;12;Castellón/Castelló;21506,0;24516,0;18006,0;118,66;41,94;18,87;2862;11,98;83936,09;233
2022T4;12;Castellón/Castelló;21506,0;24516,0;18006,0;118,53;41,94;18,87;2699;14,67;87763,73;360
2023T1;12;Castellón/Castelló;22227,0;24995,0;19028,0;119,63;41,72;16,15;2861;16,15;85201,17;442
2023T2;12;Castellón/Castelló;22227,0;24995,0;19028,0;120,97;41,72;16,15;2674;16,01;88356,66;384
2023T3;12;Castellón/Castelló;22227,0;24995,0;19028,0;122,43;41,72;16,15;2899;21,84;85932,19;226
2023T4;12;Castellón/Castelló;22227,0;24995,0;19028,0;122,8;41,72;16,15;2315;19,52;86655,04;175
2024T1;12;Castellón/Castelló;23117,0;25902,0;19903,0;123,34;41,72;17,43;2983;19,68;86023,42;498
2024T2;12;Castellón/Castelló;23117,0;25902,0;19903,0;125,02;41,72;17,43;2813;22,72;90069,82;404
2024T3;12;Castellón/Castelló;23117,0;25902,0;19903,0;124,58;41,72;17,43;3490;20,66;92364,54;295
2024T4;12;Castellón/Castelló;23117,0;25902,0;19903,0;125,4;41,72;17,43;3627;23,63;90092,28;380
2015T1;13;Ciudad Real;15338,0;16643,0;13460,0;98,99;38,45;-3,31;590;25,76;68995,64;165
2015T2;13;Ciudad Real;15338,0;16643,0;13460,0;101,14;38,45;-3,31;589;16,81;64759,67;248
2015T3;13;Ciudad Real;15338,0;16643,0;13460,0;99,43;38,45;-3,31;547;21,57;68112,78;185
2015T4;13;Ciudad Real;15338,0;16643,0;13460,0;100,44;38,45;-3,31;550;16,91;73474,14;135
2016T1;13;Ciudad Real;15380,0;16743,0;13448,0;97,76;38,92;-1,54;592;18,58;68288,61;170
2016T2;13;Ciudad Real;15380,0;16743,0;13448,0;99,7;38,92;-1,54;714;13,59;71956,0;228
2016T3;13;Ciudad Real;15380,0;16743,0;13448,0;98,97;38,92;-1,54;609;9,69;79014,53;152
2016T4;13;Ciudad Real;15380,0;16743,0;13448,0;101,39;38,92;-1,54;560;15,18;73252,85;222
2017T1;13;Ciudad Real;15795,0;17200,0;13821,0;100,84;39,27;-3,9;874;19,79;77914,85;170
2017T2;13;Ciudad Real;15795,0;17200,0;13821,0;101,53;39,27;-3,9;706;13,17;76565,31;265
2017T3;13;Ciudad Real;15795,0;17200,0;13821,0;100,46;39,27;-3,9;706;14,45;79607,88;148
2017T4;13;Ciudad Real;15795,0;17200,0;13821,0;102,67;39,27;-3,9;700;15,0;78629,9;170
2018T1;13;Ciudad Real;16483,0;18018,0;14369,0;101,53;39,4;-0,07;830;17,83;71573,06;202
2018T2;13;Ciudad Real;16483,0;18018,0;14369,0;103,56;39,4;-0,07;807;13,14;76145,83;282
2018T3;13;Ciudad Real;16483,0;18018,0;14369,0;103,04;39,4;-0,07;760;15,0;80087,48;192
2018T4;13;Ciudad Real;16483,0;18018,0;14369,0;104,59;39,4;-0,07;796;17,46;75902,3;127
