provincia,anio,trimestre,periodo,precio_suelo_m2
Castellón/Castelló,2013,3,2013-T3,164.67
Castellón/Castelló,2013,4,2013-T4,200.76
Castellón/Castelló,2014,1,2014-T1,203.67
Castellón/Castelló,2014,2,2014-T2,140.45
Castellón/Castelló,2014,3,2014-T3,157.77
Castellón/Castelló,2014,4,2014-T4,159.87
Castellón/Castelló,2015,1,2015-T1,130.76
Castellón/Castelló,2015,2,2015-T2,106.45
Castellón/Castelló,2015,3,2015-T3,143.53
Castellón/Castelló,2015,4,2015-T4,111.28
Castellón/Castelló,2016,1,2016-T1,138.25
Castellón/Castelló,2016,2,2016-T2,115.88
Castellón/Castelló,2016,3,2016-T3,124.91
Castellón/Castelló,2016,4,2016-T4,136.58
Castellón/Castelló,2017,1,2017-T1,146.82
Castellón/Castelló,2017,2,2017-T2,127.41
Castellón/Castelló,2017,3,2017-T3,142.87
Castellón/Castelló,2017,4,2017-T4,130.56
Castellón/Castelló,2018,1,2018-T1,126.57
Castellón/Castelló,2018,2,2018-T2,128.97
Castellón/Castelló,2018,3,2018-T3,99.09
Castellón/Castelló,2018,4,2018-T4,104.5
Castellón/Castelló,2019,1,2019-T1,108.64
Castellón/Castelló,2019,2,2019-T2,80.99
Castellón/Castelló,2019,3,2019-T3,130.47
Castellón/Castelló,2019,4,2019-T4,91.4
Castellón/Castelló,2020,1,2020-T1,129.11
Castellón/Castelló,2020,2,2020-T2,131.81
Castellón/Castelló,2020,3,2020-T3,120.17
Castellón/Castelló,2020,4,2020-T4,106.74
Castellón/Castelló,2021,1,2021-T1,107.27
Castellón/Castelló,2021,2,2021-T2,128.26
Castellón/Castelló,2021,3,2021-T3,87.26
Castellón/Castelló,2021,4,2021-T4,134.51
Castellón/Castelló,2022,1,2022-T1,95.18
Castellón/Castelló,2022,2,2022-T2,134.79
Castellón/Castelló,2022,3,2022-T3,131.42
Castellón/Castelló,2022,4,2022-T4,125.04
Castellón/Castelló,2023,1,2023-T1,110.28
Castellón/Castelló,2023,2,2023-T2,142.23
Castellón/Castelló,2023,3,2023-T3,144.31
Castellón/Castelló,2023,4,2023-T4,149.92
Castellón/Castelló,2024,1,2024-T1,114.04
Castellón/Castelló,2024,2,2024-T2,133.45
Castellón/Castelló,2024,3,2024-T3,130.9
Castellón/Castelló,2024,4,2024-T4,155.14
Castellón/Castelló,2025,1,2025-T1,170.05
Castellón/Castelló,2025,2,2025-T2,117.57
Castellón/Castelló,2025,3,2025-T3,143.65
Castellón/Castelló,2025,4,2025-T4,131.55
Castellón/Castelló,2026,1,2026-T1,193.08
Ciudad Real,2004,1,2004-T1,114.76
Ciudad Real,2004,2,2004-T2,87.23
Ciudad Real,2004,3,2004-T3,88.22
Ciudad Real,2004,4,2004-T4,97.36
Ciudad Real,2005,1,2005-T1,89.91
Ciudad Real,2005,2,2005-T2,150.16
Ciudad Real,2005,3,2005-T3,133.96
Ciudad Real,2005,4,2005-T4,124.34
Ciudad Real,2006,1,2006-T1,142.88
Ciudad Real,2006,2,2006-T2,154.43
Ciudad Real,2006,3,2006-T3,155.24
Ciudad Real,2006,4,2006-T4,153.92
Ciudad Real,2007,1,2007-T1,184.45
Ciudad Real,2007,2,2007-T2,168.52
Ciudad Real,2007,3,2007-T3,159.26
Ciudad Real,2007,4,2007-T4,149.1
Ciudad Real,2008,1,2008-T1,140.79
Ciudad Real,2008,2,2008-T2,177.76
Ciudad Real,2008,3,2008-T3,166.78
Ciudad Real,2008,4,2008-T4,167.48
Ciudad Real,2009,1,2009-T1,145.6
Ciudad Real,2009,2,2009-T2,167.2
Ciudad Real,2009,3,2009-T3,175.81
Ciudad Real,2009,4,2009-T4,119.02
Ciudad Real,2010,1,2010-T1,188.94
Ciudad Real,2010,2,2010-T2,139.48
Ciudad Real,2010,3,2010-T3,147.81
Ciudad Real,2010,4,2010-T4,129.66
Ciudad Real,2011,1,2011-T1,127.08
Ciudad Real,2011,2,2011-T2,146.34
Ciudad Real,2011,3,2011-T3,128.42
Ciudad Real,2011,4,2011-T4,118.36
Ciudad Real,2012,1,2012-T1,126.06
Ciudad Real,2012,2,2012-T2,131.26
Ciudad Real,2012,3,2012-T3,106.69
Ciudad Real,2012,4,2012-T4,224.21
Ciudad Real,2013,1,2013-T1,99.76
Ciudad Real,2013,2,2013-T2,203.79
Ciudad Real,2013,3,2013-T3,121.43
Ciudad Real,2013,4,2013-T4,74.98
Ciudad Real,2014,1,2014-T1,89.45
Ciudad Real,2014,2,2014-T2,110.81
Ciudad Real,2014,3,2014-T3,90.96
Ciudad Real,2014,4,2014-T4,116.56
Ciudad Real,2015,1,2015-T1,92.55
Ciudad Real,2015,2,2015-T2,92.68
Ciudad Real,2015,3,2015-T3,102.95
Ciudad Real,2015,4,2015-T4,89.55
Ciudad Real,2016,1,2016-T1,104.46
Ciudad Real,2016,2,2016-T2,115.53
Ciudad Real,2016,3,2016-T3,98.2
Ciudad Real,2016,4,2016-T4,129.61
Ciudad Real,2017,1,2017-T1,93.73
Ciudad Real,2017,2,2017-T2,95.93
Ciudad Real,2017,3,2017-T3,110.45
Ciudad Real,2017,4,2017-T4,84.93
Ciudad Real,2018,1,2018-T1,98.46
Ciudad Real,2018,2,2018-T2,121.27
Ciudad Real,2018,3,2018-T3,109.95
Ciudad Real,2018,4,2018-T4,109.59
Ciudad Real,2019,1,2019-T1,103.27
Ciudad Real,2019,2,2019-T2,116.73
Ciudad Real,2019,3,2019-T3,87.07
Ciudad Real,2019,4,2019-T4,120.36
Ciudad Real,2020,1,2020-T1,108.49
Ciudad Real,2020,2,2020-T2,86.39
Ciudad Real,2020,3,2020-T3,113.33
Ciudad Real,2020,4,2020-T4,101.27
Ciudad Real,2021,1,2021-T1,100.51
Ciudad Real,2021,2,2021-T2,114.29
Ciudad Real,2021,3,2021-T3,111.4
Ciudad Real,2021,4,2021-T4,104.43
Ciudad Real,2022,1,2022-T1,120.29
Ciudad Real,2022,2,2022-T2,110.9
Ciudad Real,2022,3,2022-T3,127.44
Ciudad Real,2022,4,2022-T4,121.71
Ciudad Real,2023,1,2023-T1,124.19
Ciudad Real,2023,2,2023-T2,149.13
Ciudad Real,2023,3,2023-T3,101.76
Ciudad Real,2023,4,2023-T4,94.84
Ciudad Real,2024,1,2024-T1,131.28
Ciudad Real,2024,2,2024-T2,120.77
Ciudad Real,2024,3,2024-T3,119.05
Ciudad Real,2024,4,2024-T4,116.34
Ciudad Real,2025,1,2025-T1,138.58
Ciudad Real,2025,2,2025-T2,115.24
Ciudad Real,2025,3,2025-T3,122.92
Ciudad Real,2025,4,2025-T4,137.28
Ciudad Real,2026,1,2026-T1,120.41
Coruña (A),2004,1,2004-T1,176.93
Coruña (A),2004,2,2004-T2,170.34
Coruña (A),2004,3,2004-T3,152.13
Coruña (A),2004,4,2004-T4,207.33
Coruña (A),2005,1,2005-T1,196.59
Coruña (A),2005,2,2005-T2,207.88
Coruña (A),2005,3,2005-T3,182.21
Coruña (A),2005,4,2005-T4,205.21
Coruña (A),2006,1,2006-T1,190.14
Coruña (A),2006,2,2006-T2,181.78
Coruña (A),2006,3,2006-T3,193.83
Coruña (A),2006,4,2006-T4,209.58
Coruña (A),2007,1,2007-T1,243.23
Coruña (A),2007,2,2007-T2,244.76
Coruña (A),2007,3,2007-T3,267.95
Coruña (A),2007,4,2007-T4,225.9
Coruña (A),2008,1,2008-T1,208.53
Coruña (A),2008,2,2008-T2,244.54
Coruña (A),2008,3,2008-T3,261.51
Coruña (A),2008,4,2008-T4,205.98
Coruña (A),2009,1,2009-T1,206.3
Coruña (A),2009,2,2009-T2,196.0
Coruña (A),2009,3,2009-T3,198.05
Coruña (A),2009,4,2009-T4,192.32
Coruña (A),2010,1,2010-T1,162.24
Coruña (A),2010,2,2010-T2,191.92
Coruña (A),2010,3,2010-T3,77.56
Coruña (A),2010,4,2010-T4,149.52
Coruña (A),2011,1,2011-T1,125.23
Coruña (A),2011,2,2011-T2,95.26
Coruña (A),2011,3,2011-T3,92.52
Coruña (A),2011,4,2011-T4,143.86
Coruña (A),2012,1,2012-T1,81.69
Coruña (A),2012,2,2012-T2,92.72
Coruña (A),2012,3,2012-T3,123.72
Coruña (A),2012,4,2012-T4,121.74
Coruña (A),2013,1,2013-T1,86.54
Coruña (A),2013,2,2013-T2,89.17
Coruña (A),2013,3,2013-T3,115.14
Coruña (A),2013,4,2013-T4,100.92
Coruña (A),2014,1,2014-T1,90.1
Coruña (A),2014,2,2014-T2,70.23
Coruña (A),2014,3,2014-T3,104.07
Coruña (A),2014,4,2014-T4,90.32
Coruña (A),2015,1,2015-T1,45.35
Coruña (A),2015,2,2015-T2,75.99
Coruña (A),2015,3,2015-T3,112.96
Coruña (A),2015,4,2015-T4,59.23
Coruña (A),2016,1,2016-T1,79.45
Coruña (A),2016,2,2016-T2,70.3
Coruña (A),2016,3,2016-T3,67.23
Coruña (A),2016,4,2016-T4,70.31
Coruña (A),2017,1,2017-T1,89.58
Coruña (A),2017,2,2017-T2,63.4
Coruña (A),2017,3,2017-T3,104.36
Coruña (A),2017,4,2017-T4,98.61
Coruña (A),2018,1,2018-T1,84.24
Coruña (A),2018,2,2018-T2,98.32
Coruña (A),2018,3,2018-T3,83.31
Coruña (A),2018,4,2018-T4,99.28
Coruña (A),2019,1,2019-T1,96.33
Coruña (A),2019,2,2019-T2,114.45
Coruña (A),2019,3,2019-T3,117.03
Coruña (A),2019,4,2019-T4,92.48
Coruña (A),2020,1,2020-T1,118.27
Coruña (A),2020,2,2020-T2,92.68
Coruña (A),2020,3,2020-T3,120.77
Coruña (A),2020,4,2020-T4,107.29
Coruña (A),2021,1,2021-T1,109.04
Coruña (A),2021,2,2021-T2,73.91
Coruña (A),2021,3,2021-T3,101.43
Coruña (A),2021,4,2021-T4,100.24
Coruña (A),2022,1,2022-T1,109.31
Coruña (A),2022,2,2022-T2,105.93
Coruña (A),2022,3,2022-T3,98.8
Coruña (A),2022,4,2022-T4,119.13
Coruña (A),2023,1,2023-T1,93.56
Coruña (A),2023,2,2023-T2,108.98
Coruña (A),2023,3,2023-T3,106.74
Coruña (A),2023,4,2023-T4,99.73
Coruña (A),2024,1,2024-T1,97.47
Coruña (A),2024,2,2024-T2,116.43
Coruña (A),2024,3,2024-T3,93.06
Coruña (A),2024,4,2024-T4,156.88
Coruña (A),2025,1,2025-T1,96.77
Coruña (A),2025,2,2025-T2,82.7
Coruña (A),2025,3,2025-T3,99.97
Coruña (A),2025,4,2025-T4,114.92
Coruña (A),2026,1,2026-T1,155.56
Cuenca,2004,1,2004-T1,43.79
Cuenca,2004,2,2004-T2,71.13
Cuenca,2004,3,2004-T3,57.57
Cuenca,2004,4,2004-T4,60.67
Cuenca,2005,1,2005-T1,77.01
Cuenca,2005,2,2005-T2,66.42
Cuenca,2005,3,2005-T3,67.04
Cuenca,2005,4,2005-T4,67.82
Cuenca,2006,1,2006-T1,68.84
Cuenca,2006,2,2006-T2,56.0
Cuenca,2006,3,2006-T3,69.91
Cuenca,2006,4,2006-T4,88.23
Cuenca,2007,1,2007-T1,112.7
Cuenca,2007,2,2007-T2,113.89
Cuenca,2007,3,2007-T3,96.29
Cuenca,2007,4,2007-T4,92.44
Cuenca,2008,1,2008-T1,101.16
Cuenca,2008,2,2008-T2,104.27
Cuenca,2008,3,2008-T3,93.12
Cuenca,2008,4,2008-T4,95.8
Cuenca,2009,1,2009-T1,105.0
Cuenca,2009,2,2009-T2,107.1
Cuenca,2009,3,2009-T3,85.19
Cuenca,2009,4,2009-T4,87.21
Cuenca,2010,1,2010-T1,101.44
Cuenca,2010,2,2010-T2,117.47
Cuenca,2010,3,2010-T3,63.7
Cuenca,2010,4,2010-T4,83.69
Cuenca,2011,1,2011-T1,78.24
Cuenca,2011,2,2011-T2,77.01
Cuenca,2011,3,2011-T3,71.67
Cuenca,2011,4,2011-T4,87.35
Cuenca,2012,1,2012-T1,60.14
Cuenca,2012,2,2012-T2,102.05
Cuenca,2012,3,2012-T3,57.69
Cuenca,2012,4,2012-T4,71.58
Cuenca,2013,1,2013-T1,77.3
Cuenca,2013,2,2013-T2,65.69
Cuenca,2013,3,2013-T3,63.18
Cuenca,2013,4,2013-T4,78.73
Cuenca,2014,1,2014-T1,66.48
Cuenca,2014,2,2014-T2,83.34
Cuenca,2014,3,2014-T3,77.67
Cuenca,2014,4,2014-T4,81.11
Cuenca,2015,1,2015-T1,65.22
Cuenca,2015,2,2015-T2,68.09
Cuenca,2015,3,2015-T3,71.3
Cuenca,2015,4,2015-T4,70.62
Cuenca,2016,1,2016-T1,76.07
Cuenca,2016,2,2016-T2,54.35
Cuenca,2016,3,2016-T3,67.13
Cuenca,2016,4,2016-T4,80.11
Cuenca,2017,1,2017-T1,77.62
Cuenca,2017,2,2017-T2,53.94
Cuenca,2017,3,2017-T3,59.88
Cuenca,2017,4,2017-T4,66.25
Cuenca,2018,1,2018-T1,69.41
Cuenca,2018,2,2018-T2,81.26
Cuenca,2018,3,2018-T3,66.79
Cuenca,2018,4,2018-T4,70.55
Cuenca,2019,1,2019-T1,98.25
Cuenca,2019,2,2019-T2,75.81
Cuenca,2019,3,2019-T3,84.25
Cuenca,2019,4,2019-T4,94.78
Cuenca,2020,1,2020-T1,72.5
Cuenca,2020,2,2020-T2,74.28
Cuenca,2020,3,2020-T3,54.77
Cuenca,2020,4,2020-T4,76.94
Cuenca,2021,1,2021-T1,60.7
Cuenca,2021,2,2021-T2,90.27
Cuenca,2021,3,2021-T3,60.4
Cuenca,2021,4,2021-T4,79.85
Cuenca,2022,1,2022-T1,91.82
Cuenca,2022,2,2022-T2,108.71
Cuenca,2022,3,2022-T3,80.92
Cuenca,2022,4,2022-T4,67.64
Cuenca,2023,1,2023-T1,89.02
Cuenca,2023,2,2023-T2,73.39
Cuenca,2023,3,2023-T3,81.4
Cuenca,2023,4,2023-T4,83.0
Cuenca,2024,1,2024-T1,102.49
Cuenca,2024,2,2024-T2,90.38
Cuenca,2024,3,2024-T3,88.6
Cuenca,2024,4,2024-T4,82.95
Cuenca,2025,1,2025-T1,111.47
Cuenca,2025,2,2025-T2,106.33
Cuenca,2025,3,2025-T3,98.32
Cuenca,2025,4,2025-T4,88.39
Cuenca,2026,1,2026-T1,103.0
Cáceres,2004,1,2004-T1,136.05
Cáceres,2004,2,2004-T2,116.89
Cáceres,2004,3,2004-T3,124.18
Cáceres,2004,4,2004-T4,169.06
Cáceres,2005,1,2005-T1,194.37
Cáceres,2005,2,2005-T2,175.07
Cáceres,2005,3,2005-T3,142.55
Cáceres,2005,4,2005-T4,175.63
Cáceres,2006,1,2006-T1,153.55
Cáceres,2006,2,2006-T2,130.14
Cáceres,2006,3,2006-T3,115.36
Cáceres,2006,4,2006-T4,119.17
Cáceres,2007,1,2007-T1,150.14
Cáceres,2007,2,2007-T2,141.21
Cáceres,2007,3,2007-T3,128.04
Cáceres,2007,4,2007-T4,158.0
Cáceres,2008,1,2008-T1,139.37
Cáceres,2008,2,2008-T2,137.49
Cáceres,2008,3,2008-T3,127.43
Cáceres,2008,4,2008-T4,156.32
Cáceres,2009,1,2009-T1,115.3
Cáceres,2009,2,2009-T2,140.4
Cáceres,2009,3,2009-T3,176.01
Cáceres,2009,4,2009-T4,212.18
Cáceres,2010,1,2010-T1,190.35
Cáceres,2010,2,2010-T2,199.79
Cáceres,2010,3,2010-T3,166.27
Cáceres,2010,4,2010-T4,164.48
Cáceres,2011,1,2011-T1,132.97
Cáceres,2011,2,2011-T2,122.64
Cáceres,2011,3,2011-T3,96.68
Cáceres,2011,4,2011-T4,93.52
Cáceres,2012,1,2012-T1,95.45
Cáceres,2012,2,2012-T2,152.22
Cáceres,2012,3,2012-T3,77.08
Cáceres,2012,4,2012-T4,139.16
Cáceres,2013,1,2013-T1,125.6
Cáceres,2013,2,2013-T2,84.17
Cáceres,2013,3,2013-T3,119.86
Cáceres,2013,4,2013-T4,89.67
Cáceres,2014,1,2014-T1,104.43
Cáceres,2014,2,2014-T2,103.13
Cáceres,2014,3,2014-T3,73.6
Cáceres,2014,4,2014-T4,65.73
Cáceres,2015,1,2015-T1,89.55
Cáceres,2015,2,2015-T2,89.53
Cáceres,2015,3,2015-T3,85.31
Cáceres,2015,4,2015-T4,79.62
Cáceres,2016,1,2016-T1,74.99
Cáceres,2016,2,2016-T2,101.01
Cáceres,2016,3,2016-T3,55.21
Cáceres,2016,4,2016-T4,106.25
Cáceres,2017,1,2017-T1,94.18
Cáceres,2017,2,2017-T2,127.17
Cáceres,2017,3,2017-T3,105.02
Cáceres,2017,4,2017-T4,94.62
Cáceres,2018,1,2018-T1,93.2
Cáceres,2018,2,2018-T2,94.09
Cáceres,2018,3,2018-T3,92.74
Cáceres,2018,4,2018-T4,93.95
Cáceres,2019,1,2019-T1,104.87
Cáceres,2019,2,2019-T2,107.14
Cáceres,2019,3,2019-T3,127.01
Cáceres,2019,4,2019-T4,134.25
Cáceres,2020,1,2020-T1,125.35
Cáceres,2020,2,2020-T2,129.98
Cáceres,2020,3,2020-T3,123.15
Cáceres,2020,4,2020-T4,101.33
Cáceres,2021,1,2021-T1,117.7
Cáceres,2021,2,2021-T2,146.13
Cáceres,2021,3,2021-T3,156.05
Cáceres,2021,4,2021-T4,102.57
Cáceres,2022,1,2022-T1,82.77
Cáceres,2022,2,2022-T2,129.68
Cáceres,2022,3,2022-T3,124.4
Cáceres,2022,4,2022-T4,114.07
Cáceres,2023,1,2023-T1,86.37
Cáceres,2023,2,2023-T2,141.08
Cáceres,2023,3,2023-T3,131.78
Cáceres,2023,4,2023-T4,131.96
Cáceres,2024,1,2024-T1,78.69
Cáceres,2024,2,2024-T2,121.39
Cáceres,2024,3,2024-T3,93.57
Cáceres,2024,4,2024-T4,143.43
Cáceres,2025,1,2025-T1,139.76
Cáceres,2025,2,2025-T2,112.8
Cáceres,2025,3,2025-T3,106.03
Cáceres,2025,4,2025-T4,93.9
Cáceres,2026,1,2026-T1,141.66
Cádiz,2004,1,2004-T1,174.37
Cádiz,2004,2,2004-T2,225.67
Cádiz,2004,3,2004-T3,238.48
Cádiz,2004,4,2004-T4,211.64
Cádiz,2005,1,2005-T1,192.43
Cádiz,2005,2,2005-T2,213.58
Cádiz,2005,3,2005-T3,192.98
Cádiz,2005,4,2005-T4,207.22
Cádiz,2006,1,2006-T1,246.94
Cádiz,2006,2,2006-T2,289.93
Cádiz,2006,3,2006-T3,313.83
Cádiz,2006,4,2006-T4,294.45
Cádiz,2007,1,2007-T1,325.8
Cádiz,2007,2,2007-T2,387.65
Cádiz,2007,3,2007-T3,410.14
Cádiz,2007,4,2007-T4,411.15
Cádiz,2008,1,2008-T1,411.8
Cádiz,2008,2,2008-T2,391.21
Cádiz,2008,3,2008-T3,379.59
Cádiz,2008,4,2008-T4,372.29
Cádiz,2009,1,2009-T1,356.5
Cádiz,2009,2,2009-T2,396.3
Cádiz,2009,3,2009-T3,375.55
Cádiz,2009,4,2009-T4,232.46
Cádiz,2010,1,2010-T1,325.71
Cádiz,2010,2,2010-T2,240.76
Cádiz,2010,3,2010-T3,332.09
Cádiz,2010,4,2010-T4,202.33
Cádiz,2011,1,2011-T1,250.49
Cádiz,2011,2,2011-T2,219.23
Cádiz,2011,3,2011-T3,182.1
Cádiz,2011,4,2011-T4,234.72
Cádiz,2012,1,2012-T1,212.88
Cádiz,2012,2,2012-T2,262.34
Cádiz,2012,3,2012-T3,156.56
Cádiz,2012,4,2012-T4,151.78
Cádiz,2013,1,2013-T1,130.94
Cádiz,2013,2,2013-T2,140.96
Cádiz,2013,3,2013-T3,167.61
Cádiz,2013,4,2013-T4,123.1
Cádiz,2014,1,2014-T1,138.63
Cádiz,2014,2,2014-T2,135.67
Cádiz,2014,3,2014-T3,147.57
Cádiz,2014,4,2014-T4,157.13
Cádiz,2015,1,2015-T1,155.93
Cádiz,2015,2,2015-T2,148.38
Cádiz,2015,3,2015-T3,151.2
Cádiz,2015,4,2015-T4,145.79
Cádiz,2016,1,2016-T1,157.44
Cádiz,2016,2,2016-T2,135.06
Cádiz,2016,3,2016-T3,155.89
Cádiz,2016,4,2016-T4,145.41
Cádiz,2017,1,2017-T1,136.98
Cádiz,2017,2,2017-T2,142.45
Cádiz,2017,3,2017-T3,138.79
Cádiz,2017,4,2017-T4,132.42
Cádiz,2018,1,2018-T1,152.38
Cádiz,2018,2,2018-T2,144.63
Cádiz,2018,3,2018-T3,156.92
Cádiz,2018,4,2018-T4,162.78
Cádiz,2019,1,2019-T1,145.41
Cádiz,2019,2,2019-T2,173.06
Cádiz,2019,3,2019-T3,161.95
Cádiz,2019,4,2019-T4,163.66
Cádiz,2020,1,2020-T1,131.48
Cádiz,2020,2,2020-T2,173.21
Cádiz,2020,3,2020-T3,187.78
Cádiz,2020,4,2020-T4,147.66
Cádiz,2021,1,2021-T1,155.95
Cádiz,2021,2,2021-T2,164.14
Cádiz,2021,3,2021-T3,184.4
Cádiz,2021,4,2021-T4,190.43
Cádiz,2022,1,2022-T1,160.56
Cádiz,2022,2,2022-T2,185.87
Cádiz,2022,3,2022-T3,170.33
Cádiz,2022,4,2022-T4,171.66
Cádiz,2023,1,2023-T1,207.29
Cádiz,2023,2,2023-T2,202.94
Cádiz,2023,3,2023-T3,212.23
Cádiz,2023,4,2023-T4,170.1
Cádiz,2024,1,2024-T1,193.8
Cádiz,2024,2,2024-T2,216.97
Cádiz,2024,3,2024-T3,207.8
Cádiz,2024,4,2024-T4,152.4
Cádiz,2025,1,2025-T1,214.98
Cádiz,2025,2,2025-T2,196.14
Cádiz,2025,3,2025-T3,185.13
Cádiz,2025,4,2025-T4,208.4
Cádiz,2026,1,2026-T1,266.67
Córdoba,2004,1,2004-T1,150.38
Córdoba,2004,2,2004-T2,185.44
Córdoba,2004,3,2004-T3,175.96
Córdoba,2004,4,2004-T4,179.48
Córdoba,2005,1,2005-T1,215.27
Córdoba,2005,2,2005-T2,169.18
Córdoba,2005,3,2005-T3,201.84
Córdoba,2005,4,2005-T4,159.53
Córdoba,2006,1,2006-T1,188.0
Córdoba,2006,2,2006-T2,224.06
Córdoba,2006,3,2006-T3,331.01
Córdoba,2006,4,2006-T4,305.7
Córdoba,2007,1,2007-T1,274.35
Córdoba,2007,2,2007-T2,274.15
Córdoba,2007,3,2007-T3,269.73
Córdoba,2007,4,2007-T4,229.3
Córdoba,2008,1,2008-T1,243.0
Córdoba,2008,2,2008-T2,250.83
Córdoba,2008,3,2008-T3,239.53
Córdoba,2008,4,2008-T4,241.07
Córdoba,2009,1,2009-T1,204.9
Córdoba,2009,2,2009-T2,229.3
Córdoba,2009,3,2009-T3,271.7
Córdoba,2009,4,2009-T4,163.57
Córdoba,2010,1,2010-T1,165.25
Córdoba,2010,2,2010-T2,122.38
Córdoba,2010,3,2010-T3,227.25
Córdoba,2010,4,2010-T4,184.18
Córdoba,2011,1,2011-T1,103.92
Córdoba,2011,2,2011-T2,159.32
Córdoba,2011,3,2011-T3,172.76
Córdoba,2011,4,2011-T4,179.15
Córdoba,2012,1,2012-T1,163.21
Córdoba,2012,2,2012-T2,142.55
Córdoba,2012,3,2012-T3,155.42
Córdoba,2012,4,2012-T4,160.25
Córdoba,2013,1,2013-T1,141.17
Córdoba,2013,2,2013-T2,156.39
Córdoba,2013,3,2013-T3,165.48
Córdoba,2013,4,2013-T4,177.68
Córdoba,2014,1,2014-T1,166.61
Córdoba,2014,2,2014-T2,140.92
Córdoba,2014,3,2014-T3,165.76
Córdoba,2014,4,2014-T4,145.77
Córdoba,2015,1,2015-T1,128.15
Córdoba,2015,2,2015-T2,125.89
Córdoba,2015,3,2015-T3,118.08
Córdoba,2015,4,2015-T4,107.19
Córdoba,2016,1,2016-T1,130.08
Córdoba,2016,2,2016-T2,143.39
Córdoba,2016,3,2016-T3,128.91
Córdoba,2016,4,2016-T4,138.7
Córdoba,2017,1,2017-T1,157.37
Córdoba,2017,2,2017-T2,134.38
Córdoba,2017,3,2017-T3,127.49
Córdoba,2017,4,2017-T4,118.79
Córdoba,2018,1,2018-T1,134.14
Córdoba,2018,2,2018-T2,131.68
Córdoba,2018,3,2018-T3,101.14
Córdoba,2018,4,2018-T4,141.45
Córdoba,2019,1,2019-T1,130.17
Córdoba,2019,2,2019-T2,147.64
Córdoba,2019,3,2019-T3,138.98
Córdoba,2019,4,2019-T4,134.98
Córdoba,2020,1,2020-T1,132.23
Córdoba,2020,2,2020-T2,124.01
Córdoba,2020,3,2020-T3,123.39
Córdoba,2020,4,2020-T4,131.26
Córdoba,2021,1,2021-T1,129.24
Córdoba,2021,2,2021-T2,134.08
Córdoba,2021,3,2021-T3,139.68
Córdoba,2021,4,2021-T4,143.51
Córdoba,2022,1,2022-T1,154.62
Córdoba,2022,2,2022-T2,163.59
Córdoba,2022,3,2022-T3,136.79
Córdoba,2022,4,2022-T4,131.83
Córdoba,2023,1,2023-T1,123.77
Córdoba,2023,2,2023-T2,136.5
Córdoba,2023,3,2023-T3,137.92
Córdoba,2023,4,2023-T4,114.54
Córdoba,2024,1,2024-T1,110.96
Córdoba,2024,2,2024-T2,144.98
Córdoba,2024,3,2024-T3,147.21
Córdoba,2024,4,2024-T4,193.72
Córdoba,2025,1,2025-T1,155.37
Córdoba,2025,2,2025-T2,154.93
Córdoba,2025,3,2025-T3,157.46
Córdoba,2025,4,2025-T4,172.37
Córdoba,2026,1,2026-T1,176.12
Girona,2004,1,2004-T1,138.85
Girona,2004,2,2004-T2,129.31
Girona,2004,3,2004-T3,154.32
Girona,2004,4,2004-T4,170.65
Girona,2005,1,2005-T1,151.12
Girona,2005,2,2005-T2,184.69
Girona,2005,3,2005-T3,209.95
Girona,2005,4,2005-T4,198.55
Girona,2006,1,2006-T1,188.84
Girona,2006,2,2006-T2,204.44
Girona,2006,3,2006-T3,225.22
Girona,2006,4,2006-T4,244.5
Girona,2007,1,2007-T1,221.33
Girona,2007,2,2007-T2,216.93
Girona,2007,3,2007-T3,200.99
Girona,2007,4,2007-T4,220.9
Girona,2008,1,2008-T1,215.23
Girona,2008,2,2008-T2,188.84
Girona,2008,3,2008-T3,202.87
Girona,2008,4,2008-T4,211.2
Girona,2009,1,2009-T1,214.6
Girona,2009,2,2009-T2,175.9
Girona,2009,3,2009-T3,185.28
Girona,2009,4,2009-T4,210.92
Girona,2010,1,2010-T1,194.28
Girona,2010,2,2010-T2,226.08
Girona,2010,3,2010-T3,195.71
Girona,2010,4,2010-T4,239.59
Girona,2011,1,2011-T1,216.41
Girona,2011,2,2011-T2,226.33
Girona,2011,3,2011-T3,158.07
Girona,2011,4,2011-T4,208.74
Girona,2012,1,2012-T1,161.19
Girona,2012,2,2012-T2,250.04
Girona,2012,3,2012-T3,196.86
Girona,2012,4,2012-T4,163.41
Girona,2013,1,2013-T1,119.89
Girona,2013,2,2013-T2,193.16
Girona,2013,3,2013-T3,147.22
Girona,2013,4,2013-T4,153.21
Girona,2014,1,2014-T1,134.4
Girona,2014,2,2014-T2,139.62
Girona,2014,3,2014-T3,139.71
Girona,2014,4,2014-T4,122.91
Girona,2015,1,2015-T1,127.72
Girona,2015,2,2015-T2,157.15
Girona,2015,3,2015-T3,142.27
Girona,2015,4,2015-T4,137.11
Girona,2016,1,2016-T1,135.59
Girona,2016,2,2016-T2,145.97
Girona,2016,3,2016-T3,125.12
Girona,2016,4,2016-T4,144.92
Girona,2017,1,2017-T1,159.61
Girona,2017,2,2017-T2,150.81
Girona,2017,3,2017-T3,137.16
Girona,2017,4,2017-T4,126.33
Girona,2018,1,2018-T1,138.14
Girona,2018,2,2018-T2,143.08
Girona,2018,3,2018-T3,140.05
Girona,2018,4,2018-T4,145.89
Girona,2019,1,2019-T1,143.21
Girona,2019,2,2019-T2,160.02
Girona,2019,3,2019-T3,167.33
Girona,2019,4,2019-T4,166.09
