provincia,anio,trimestre,periodo,precio_suelo_m2
Girona,2020,1,2020-T1,169.16
Girona,2020,2,2020-T2,145.33
Girona,2020,3,2020-T3,143.55
Girona,2020,4,2020-T4,134.61
Girona,2021,1,2021-T1,146.98
Girona,2021,2,2021-T2,157.72
Girona,2021,3,2021-T3,150.33
Girona,2021,4,2021-T4,166.04
Girona,2022,1,2022-T1,160.45
Girona,2022,2,2022-T2,187.51
Girona,2022,3,2022-T3,164.24
Girona,2022,4,2022-T4,171.08
Girona,2023,1,2023-T1,182.33
Girona,2023,2,2023-T2,185.49
Girona,2023,3,2023-T3,191.26
Girona,2023,4,2023-T4,173.36
Girona,2024,1,2024-T1,170.06
Girona,2024,2,2024-T2,178.33
Girona,2024,3,2024-T3,183.3
Girona,2024,4,2024-T4,174.04
Girona,2025,1,2025-T1,181.85
Girona,2025,2,2025-T2,172.55
Girona,2025,3,2025-T3,181.86
Girona,2025,4,2025-T4,182.19
Girona,2026,1,2026-T1,171.07
Granada,2004,1,2004-T1,148.03
Granada,2004,2,2004-T2,153.43
Granada,2004,3,2004-T3,154.56
Granada,2004,4,2004-T4,134.54
Granada,2005,1,2005-T1,128.13
Granada,2005,2,2005-T2,157.62
Granada,2005,3,2005-T3,132.69
Granada,2005,4,2005-T4,211.82
Granada,2006,1,2006-T1,155.54
Granada,2006,2,2006-T2,178.66
Granada,2006,3,2006-T3,219.13
Granada,2006,4,2006-T4,213.2
Granada,2007,1,2007-T1,218.2
Granada,2007,2,2007-T2,191.3
Granada,2007,3,2007-T3,201.89
Granada,2007,4,2007-T4,193.32
Granada,2008,1,2008-T1,172.86
Granada,2008,2,2008-T2,179.74
Granada,2008,3,2008-T3,173.62
Granada,2008,4,2008-T4,174.84
Granada,2009,1,2009-T1,171.7
Granada,2009,2,2009-T2,169.8
Granada,2009,3,2009-T3,150.3
Granada,2009,4,2009-T4,169.38
Granada,2010,1,2010-T1,182.32
Granada,2010,2,2010-T2,208.15
Granada,2010,3,2010-T3,157.41
Granada,2010,4,2010-T4,176.07
Granada,2011,1,2011-T1,173.0
Granada,2011,2,2011-T2,161.66
Granada,2011,3,2011-T3,141.44
Granada,2011,4,2011-T4,138.19
Granada,2012,1,2012-T1,173.02
Granada,2012,2,2012-T2,164.92
Granada,2012,3,2012-T3,170.91
Granada,2012,4,2012-T4,160.44
Granada,2013,1,2013-T1,85.95
Granada,2013,2,2013-T2,162.35
Granada,2013,3,2013-T3,130.77
Granada,2013,4,2013-T4,96.0
Granada,2014,1,2014-T1,130.11
Granada,2014,2,2014-T2,116.58
Granada,2014,3,2014-T3,128.35
Granada,2014,4,2014-T4,109.48
Granada,2015,1,2015-T1,124.77
Granada,2015,2,2015-T2,128.23
Granada,2015,3,2015-T3,109.1
Granada,2015,4,2015-T4,126.3
Granada,2016,1,2016-T1,113.35
Granada,2016,2,2016-T2,102.21
Granada,2016,3,2016-T3,95.92
Granada,2016,4,2016-T4,141.39
Granada,2017,1,2017-T1,138.64
Granada,2017,2,2017-T2,142.91
Granada,2017,3,2017-T3,125.65
Granada,2017,4,2017-T4,117.07
Granada,2018,1,2018-T1,109.34
Granada,2018,2,2018-T2,120.52
Granada,2018,3,2018-T3,125.44
Granada,2018,4,2018-T4,115.3
Granada,2019,1,2019-T1,143.51
Granada,2019,2,2019-T2,138.47
Granada,2019,3,2019-T3,128.5
Granada,2019,4,2019-T4,127.84
Granada,2020,1,2020-T1,146.12
Granada,2020,2,2020-T2,107.47
Granada,2020,3,2020-T3,110.47
Granada,2020,4,2020-T4,122.02
Granada,2021,1,2021-T1,88.04
Granada,2021,2,2021-T2,127.3
Granada,2021,3,2021-T3,134.04
Granada,2021,4,2021-T4,141.63
Granada,2022,1,2022-T1,132.04
Granada,2022,2,2022-T2,134.72
Granada,2022,3,2022-T3,100.86
Granada,2022,4,2022-T4,134.57
Granada,2023,1,2023-T1,120.29
Granada,2023,2,2023-T2,137.98
Granada,2023,3,2023-T3,84.51
Granada,2023,4,2023-T4,92.3
Granada,2024,1,2024-T1,156.82
Granada,2024,2,2024-T2,130.3
Granada,2024,3,2024-T3,145.96
Granada,2024,4,2024-T4,120.9
Granada,2025,1,2025-T1,111.05
Granada,2025,2,2025-T2,138.63
Granada,2025,3,2025-T3,140.59
Granada,2025,4,2025-T4,151.13
Granada,2026,1,2026-T1,163.36
Guadalajara,2004,1,2004-T1,85.86
Guadalajara,2004,2,2004-T2,128.54
Guadalajara,2004,3,2004-T3,136.06
Guadalajara,2004,4,2004-T4,100.89
Guadalajara,2005,1,2005-T1,117.64
Guadalajara,2005,2,2005-T2,119.93
Guadalajara,2005,3,2005-T3,143.99
Guadalajara,2005,4,2005-T4,139.41
Guadalajara,2006,1,2006-T1,159.87
Guadalajara,2006,2,2006-T2,107.28
Guadalajara,2006,3,2006-T3,137.68
Guadalajara,2006,4,2006-T4,154.28
Guadalajara,2007,1,2007-T1,155.8
Guadalajara,2007,2,2007-T2,116.75
Guadalajara,2007,3,2007-T3,129.87
Guadalajara,2007,4,2007-T4,167.36
Guadalajara,2008,1,2008-T1,162.08
Guadalajara,2008,2,2008-T2,136.28
Guadalajara,2008,3,2008-T3,131.97
Guadalajara,2008,4,2008-T4,160.12
Guadalajara,2009,1,2009-T1,129.8
Guadalajara,2009,2,2009-T2,154.0
Guadalajara,2009,3,2009-T3,146.83
Guadalajara,2009,4,2009-T4,173.86
Guadalajara,2010,1,2010-T1,194.3
Guadalajara,2010,2,2010-T2,153.85
Guadalajara,2010,3,2010-T3,140.54
Guadalajara,2010,4,2010-T4,139.99
Guadalajara,2011,1,2011-T1,288.67
Guadalajara,2011,2,2011-T2,137.16
Guadalajara,2011,3,2011-T3,134.01
Guadalajara,2011,4,2011-T4,132.88
Guadalajara,2012,1,2012-T1,356.47
Guadalajara,2012,2,2012-T2,247.77
Guadalajara,2012,3,2012-T3,161.86
Guadalajara,2012,4,2012-T4,176.78
Guadalajara,2013,1,2013-T1,132.97
Guadalajara,2013,2,2013-T2,86.05
Guadalajara,2013,3,2013-T3,110.95
Guadalajara,2013,4,2013-T4,64.55
Guadalajara,2014,1,2014-T1,96.98
Guadalajara,2014,2,2014-T2,79.39
Guadalajara,2014,3,2014-T3,73.56
Guadalajara,2014,4,2014-T4,79.92
Guadalajara,2015,1,2015-T1,88.38
Guadalajara,2015,2,2015-T2,85.17
Guadalajara,2015,3,2015-T3,95.37
Guadalajara,2015,4,2015-T4,98.66
Guadalajara,2016,1,2016-T1,92.4
Guadalajara,2016,2,2016-T2,84.73
Guadalajara,2016,3,2016-T3,118.26
Guadalajara,2016,4,2016-T4,84.86
Guadalajara,2017,1,2017-T1,110.84
Guadalajara,2017,2,2017-T2,128.84
Guadalajara,2017,3,2017-T3,107.86
Guadalajara,2017,4,2017-T4,97.08
Guadalajara,2018,1,2018-T1,119.34
Guadalajara,2018,2,2018-T2,127.03
Guadalajara,2018,3,2018-T3,90.35
Guadalajara,2018,4,2018-T4,87.47
Guadalajara,2019,1,2019-T1,87.81
Guadalajara,2019,2,2019-T2,73.38
Guadalajara,2019,3,2019-T3,103.14
Guadalajara,2019,4,2019-T4,99.93
Guadalajara,2020,1,2020-T1,79.56
Guadalajara,2020,2,2020-T2,95.95
Guadalajara,2020,3,2020-T3,77.2
Guadalajara,2020,4,2020-T4,108.63
Guadalajara,2021,1,2021-T1,69.65
Guadalajara,2021,2,2021-T2,105.03
Guadalajara,2021,3,2021-T3,100.41
Guadalajara,2021,4,2021-T4,90.48
Guadalajara,2022,1,2022-T1,110.54
Guadalajara,2022,2,2022-T2,75.82
Guadalajara,2022,3,2022-T3,95.23
Guadalajara,2022,4,2022-T4,99.12
Guadalajara,2023,1,2023-T1,87.32
Guadalajara,2023,2,2023-T2,86.45
Guadalajara,2023,3,2023-T3,77.7
Guadalajara,2023,4,2023-T4,91.21
Guadalajara,2024,1,2024-T1,67.89
Guadalajara,2024,2,2024-T2,74.16
Guadalajara,2024,3,2024-T3,106.48
Guadalajara,2024,4,2024-T4,136.98
Guadalajara,2025,1,2025-T1,98.57
Guadalajara,2025,2,2025-T2,72.45
Guadalajara,2025,3,2025-T3,96.94
Guadalajara,2025,4,2025-T4,92.74
Guadalajara,2026,1,2026-T1,102.33
Guipúzcoa,2004,1,2004-T1,443.32
Guipúzcoa,2004,2,2004-T2,437.57
Guipúzcoa,2004,3,2004-T3,374.68
Guipúzcoa,2004,4,2004-T4,382.56
Guipúzcoa,2005,1,2005-T1,341.89
Guipúzcoa,2005,2,2005-T2,389.31
Guipúzcoa,2005,3,2005-T3,415.95
Guipúzcoa,2005,4,2005-T4,408.18
Guipúzcoa,2006,1,2006-T1,394.36
Guipúzcoa,2006,2,2006-T2,446.39
Guipúzcoa,2006,3,2006-T3,422.73
Guipúzcoa,2006,4,2006-T4,436.02
Guipúzcoa,2007,1,2007-T1,436.58
Guipúzcoa,2007,2,2007-T2,448.32
Guipúzcoa,2007,3,2007-T3,445.44
Guipúzcoa,2007,4,2007-T4,499.07
Guipúzcoa,2008,1,2008-T1,445.08
Guipúzcoa,2008,2,2008-T2,410.8
Guipúzcoa,2008,3,2008-T3,463.06
Guipúzcoa,2008,4,2008-T4,498.85
Guipúzcoa,2009,1,2009-T1,414.6
Guipúzcoa,2009,2,2009-T2,399.9
Guipúzcoa,2009,3,2009-T3,344.23
Guipúzcoa,2009,4,2009-T4,334.99
Guipúzcoa,2010,1,2010-T1,301.95
Guipúzcoa,2010,2,2010-T2,436.95
Guipúzcoa,2010,3,2010-T3,221.25
Guipúzcoa,2010,4,2010-T4,295.97
Guipúzcoa,2011,3,2011-T3,388.93
Guipúzcoa,2011,4,2011-T4,222.64
Guipúzcoa,2012,1,2012-T1,202.4
Guipúzcoa,2012,2,2012-T2,315.37
Guipúzcoa,2012,3,2012-T3,213.4
Guipúzcoa,2012,4,2012-T4,293.23
Guipúzcoa,2013,1,2013-T1,240.41
Guipúzcoa,2013,2,2013-T2,274.19
Guipúzcoa,2013,3,2013-T3,90.25
Guipúzcoa,2013,4,2013-T4,456.6
Guipúzcoa,2014,2,2014-T2,247.86
Guipúzcoa,2014,3,2014-T3,309.68
Guipúzcoa,2014,4,2014-T4,281.78
Guipúzcoa,2015,1,2015-T1,142.0
Guipúzcoa,2015,2,2015-T2,235.9
Guipúzcoa,2015,3,2015-T3,367.35
Guipúzcoa,2015,4,2015-T4,350.79
Guipúzcoa,2016,1,2016-T1,179.38
Guipúzcoa,2016,2,2016-T2,228.88
Guipúzcoa,2016,3,2016-T3,222.2
Guipúzcoa,2016,4,2016-T4,155.33
Guipúzcoa,2017,1,2017-T1,172.22
Guipúzcoa,2017,2,2017-T2,280.36
Guipúzcoa,2017,3,2017-T3,237.48
Guipúzcoa,2017,4,2017-T4,212.73
Guipúzcoa,2018,1,2018-T1,232.32
Guipúzcoa,2018,2,2018-T2,177.74
Guipúzcoa,2018,3,2018-T3,204.39
Guipúzcoa,2018,4,2018-T4,262.95
Guipúzcoa,2019,1,2019-T1,197.29
Guipúzcoa,2019,2,2019-T2,244.89
Guipúzcoa,2019,3,2019-T3,342.59
Guipúzcoa,2019,4,2019-T4,287.09
Guipúzcoa,2020,1,2020-T1,302.76
Guipúzcoa,2020,2,2020-T2,280.13
Guipúzcoa,2020,3,2020-T3,250.49
Guipúzcoa,2020,4,2020-T4,295.49
Guipúzcoa,2021,1,2021-T1,210.16
Guipúzcoa,2021,2,2021-T2,150.42
Guipúzcoa,2021,3,2021-T3,369.64
Guipúzcoa,2021,4,2021-T4,244.92
Guipúzcoa,2022,1,2022-T1,187.63
Guipúzcoa,2022,2,2022-T2,162.93
Guipúzcoa,2022,3,2022-T3,199.05
Guipúzcoa,2022,4,2022-T4,244.13
Guipúzcoa,2023,1,2023-T1,255.07
Guipúzcoa,2023,2,2023-T2,279.69
Guipúzcoa,2023,3,2023-T3,289.01
Guipúzcoa,2023,4,2023-T4,201.06
Guipúzcoa,2024,1,2024-T1,248.15
Guipúzcoa,2024,2,2024-T2,143.31
Guipúzcoa,2024,3,2024-T3,365.54
Guipúzcoa,2024,4,2024-T4,646.33
Guipúzcoa,2025,1,2025-T1,198.18
Guipúzcoa,2025,2,2025-T2,200.49
Guipúzcoa,2025,3,2025-T3,172.85
Guipúzcoa,2025,4,2025-T4,153.28
Guipúzcoa,2026,1,2026-T1,160.56
Huelva,2004,1,2004-T1,287.09
Huelva,2004,2,2004-T2,326.96
Huelva,2004,3,2004-T3,236.2
Huelva,2004,4,2004-T4,366.51
Huelva,2005,1,2005-T1,325.31
Huelva,2005,2,2005-T2,339.02
Huelva,2005,3,2005-T3,375.15
Huelva,2005,4,2005-T4,463.79
Huelva,2006,1,2006-T1,306.44
Huelva,2006,2,2006-T2,328.96
Huelva,2006,3,2006-T3,272.45
Huelva,2006,4,2006-T4,245.27
Huelva,2007,1,2007-T1,249.82
Huelva,2007,2,2007-T2,283.14
Huelva,2007,3,2007-T3,283.61
Huelva,2007,4,2007-T4,233.22
Huelva,2008,1,2008-T1,200.64
Huelva,2008,2,2008-T2,234.89
Huelva,2008,3,2008-T3,229.35
Huelva,2008,4,2008-T4,235.1
Huelva,2009,1,2009-T1,218.1
Huelva,2009,2,2009-T2,210.6
Huelva,2009,3,2009-T3,219.4
Huelva,2009,4,2009-T4,242.7
Huelva,2010,1,2010-T1,177.35
Huelva,2010,2,2010-T2,216.36
Huelva,2010,3,2010-T3,241.34
Huelva,2010,4,2010-T4,250.33
Huelva,2011,1,2011-T1,186.19
Huelva,2011,2,2011-T2,255.26
Huelva,2011,3,2011-T3,177.02
Huelva,2011,4,2011-T4,159.34
Huelva,2012,1,2012-T1,85.45
Huelva,2012,2,2012-T2,185.17
Huelva,2012,3,2012-T3,147.84
Huelva,2012,4,2012-T4,166.84
Huelva,2013,1,2013-T1,164.72
Huelva,2013,2,2013-T2,53.98
Huelva,2013,3,2013-T3,134.13
Huelva,2013,4,2013-T4,112.66
Huelva,2014,1,2014-T1,117.21
Huelva,2014,2,2014-T2,137.29
Huelva,2014,3,2014-T3,127.42
Huelva,2014,4,2014-T4,121.48
Huelva,2015,1,2015-T1,121.54
Huelva,2015,2,2015-T2,105.54
Huelva,2015,3,2015-T3,130.77
Huelva,2015,4,2015-T4,105.54
Huelva,2016,1,2016-T1,111.88
Huelva,2016,2,2016-T2,101.7
Huelva,2016,3,2016-T3,122.71
Huelva,2016,4,2016-T4,110.2
Huelva,2017,1,2017-T1,107.09
Huelva,2017,2,2017-T2,134.28
Huelva,2017,3,2017-T3,129.14
Huelva,2017,4,2017-T4,123.14
Huelva,2018,1,2018-T1,107.72
Huelva,2018,2,2018-T2,126.26
Huelva,2018,3,2018-T3,112.5
Huelva,2018,4,2018-T4,103.56
Huelva,2019,1,2019-T1,111.16
Huelva,2019,2,2019-T2,99.14
Huelva,2019,3,2019-T3,104.68
Huelva,2019,4,2019-T4,102.88
Huelva,2020,1,2020-T1,106.22
Huelva,2020,2,2020-T2,130.47
Huelva,2020,3,2020-T3,123.51
Huelva,2020,4,2020-T4,111.67
Huelva,2021,1,2021-T1,120.84
Huelva,2021,2,2021-T2,105.36
Huelva,2021,3,2021-T3,111.55
Huelva,2021,4,2021-T4,128.93
Huelva,2022,1,2022-T1,109.34
Huelva,2022,2,2022-T2,109.94
Huelva,2022,3,2022-T3,123.75
Huelva,2022,4,2022-T4,94.93
Huelva,2023,1,2023-T1,132.1
Huelva,2023,2,2023-T2,112.61
Huelva,2023,3,2023-T3,116.28
Huelva,2023,4,2023-T4,101.22
Huelva,2024,1,2024-T1,96.63
Huelva,2024,2,2024-T2,117.14
Huelva,2024,3,2024-T3,132.96
Huelva,2024,4,2024-T4,110.06
Huelva,2025,1,2025-T1,136.57
Huelva,2025,2,2025-T2,117.67
Huelva,2025,3,2025-T3,55.01
Huelva,2025,4,2025-T4,108.86
Huelva,2026,1,2026-T1,134.42
Huesca,2004,1,2004-T1,135.88
Huesca,2004,2,2004-T2,120.39
Huesca,2004,3,2004-T3,153.0
Huesca,2004,4,2004-T4,131.82
Huesca,2005,1,2005-T1,155.3
Huesca,2005,2,2005-T2,146.64
Huesca,2005,3,2005-T3,151.37
Huesca,2005,4,2005-T4,151.33
Huesca,2006,1,2006-T1,117.26
Huesca,2006,2,2006-T2,138.37
Huesca,2006,3,2006-T3,138.2
Huesca,2006,4,2006-T4,162.97
Huesca,2007,1,2007-T1,151.67
Huesca,2007,2,2007-T2,139.83
Huesca,2007,3,2007-T3,121.92
Huesca,2007,4,2007-T4,151.11
Huesca,2008,1,2008-T1,157.43
Huesca,2008,2,2008-T2,130.93
Huesca,2008,3,2008-T3,111.69
Huesca,2008,4,2008-T4,139.68
Huesca,2009,1,2009-T1,115.4
Huesca,2009,2,2009-T2,130.6
Huesca,2009,3,2009-T3,156.14
Huesca,2009,4,2009-T4,150.6
Huesca,2010,1,2010-T1,106.91
Huesca,2010,2,2010-T2,128.05
Huesca,2010,3,2010-T3,127.97
Huesca,2010,4,2010-T4,141.56
Huesca,2011,1,2011-T1,124.22
Huesca,2011,2,2011-T2,162.99
Huesca,2011,3,2011-T3,117.28
Huesca,2011,4,2011-T4,116.02
Huesca,2012,1,2012-T1,238.26
Huesca,2012,2,2012-T2,133.7
Huesca,2012,3,2012-T3,130.01
Huesca,2012,4,2012-T4,123.28
Huesca,2013,1,2013-T1,112.23
Huesca,2013,2,2013-T2,72.37
Huesca,2013,3,2013-T3,77.29
Huesca,2013,4,2013-T4,80.12
Huesca,2014,1,2014-T1,95.48
Huesca,2014,2,2014-T2,83.88
Huesca,2014,3,2014-T3,82.89
Huesca,2014,4,2014-T4,108.1
Huesca,2015,1,2015-T1,79.99
Huesca,2015,2,2015-T2,113.8
Huesca,2015,3,2015-T3,93.64
Huesca,2015,4,2015-T4,96.8
Huesca,2016,1,2016-T1,110.19
Huesca,2016,2,2016-T2,88.95
Huesca,2016,3,2016-T3,95.39
Huesca,2016,4,2016-T4,100.78
Huesca,2017,1,2017-T1,61.38
Huesca,2017,2,2017-T2,102.43
Huesca,2017,3,2017-T3,82.33
Huesca,2017,4,2017-T4,90.6
Huesca,2018,1,2018-T1,83.2
Huesca,2018,2,2018-T2,83.96
Huesca,2018,3,2018-T3,80.56
Huesca,2018,4,2018-T4,86.74
Huesca,2019,1,2019-T1,80.53
Huesca,2019,2,2019-T2,116.53
Huesca,2019,3,2019-T3,130.49
Huesca,2019,4,2019-T4,71.77
Huesca,2020,1,2020-T1,98.72
Huesca,2020,2,2020-T2,87.1
Huesca,2020,3,2020-T3,101.07
Huesca,2020,4,2020-T4,84.09
Huesca,2021,1,2021-T1,90.43
Huesca,2021,2,2021-T2,98.13
Huesca,2021,3,2021-T3,105.65
Huesca,2021,4,2021-T4,89.31
Huesca,2022,1,2022-T1,84.98
Huesca,2022,2,2022-T2,117.8
Huesca,2022,3,2022-T3,131.17
Huesca,2022,4,2022-T4,114.79
Huesca,2023,1,2023-T1,112.02
Huesca,2023,2,2023-T2,105.77
Huesca,2023,3,2023-T3,114.03
Huesca,2023,4,2023-T4,90.22
Huesca,2024,1,2024-T1,109.69
Huesca,2024,2,2024-T2,128.46
Huesca,2024,3,2024-T3,99.61
Huesca,2024,4,2024-T4,295.47
Huesca,2025,1,2025-T1,126.98
Huesca,2025,2,2025-T2,102.13
Huesca,2025,3,2025-T3,116.42
Huesca,2025,4,2025-T4,83.27
Huesca,2026,1,2026-T1,117.11
Jaén,2004,1,2004-T1,90.94
Jaén,2004,2,2004-T2,81.91
Jaén,2004,3,2004-T3,86.42
Jaén,2004,4,2004-T4,85.5
Jaén,2005,1,2005-T1,97.18
Jaén,2005,2,2005-T2,85.98
Jaén,2005,3,2005-T3,96.26
Jaén,2005,4,2005-T4,101.33
Jaén,2006,1,2006-T1,118.49
Jaén,2006,2,2006-T2,119.86
Jaén,2006,3,2006-T3,120.94
Jaén,2006,4,2006-T4,127.64
Jaén,2007,1,2007-T1,172.79
Jaén,2007,2,2007-T2,163.02
Jaén,2007,3,2007-T3,166.41
Jaén,2007,4,2007-T4,173.37
Jaén,2008,1,2008-T1,171.63
Jaén,2008,2,2008-T2,155.86
Jaén,2008,3,2008-T3,157.59
Jaén,2008,4,2008-T4,154.12
Jaén,2009,1,2009-T1,180.7
Jaén,2009,2,2009-T2,165.7
Jaén,2009,3,2009-T3,139.11
Jaén,2009,4,2009-T4,147.62
Jaén,2010,1,2010-T1,163.75
Jaén,2010,2,2010-T2,159.04
Jaén,2010,3,2010-T3,186.29
Jaén,2010,4,2010-T4,158.81
Jaén,2011,1,2011-T1,139.11
Jaén,2011,2,2011-T2,149.35
Jaén,2011,3,2011-T3,133.04
Jaén,2011,4,2011-T4,158.94
Jaén,2012,1,2012-T1,141.48
Jaén,2012,2,2012-T2,146.87
Jaén,2012,3,2012-T3,145.01
Jaén,2012,4,2012-T4,117.62
Jaén,2013,1,2013-T1,127.65
Jaén,2013,2,2013-T2,133.12
Jaén,2013,3,2013-T3,115.23
Jaén,2013,4,2013-T4,116.23
Jaén,2014,1,2014-T1,114.75
Jaén,2014,2,2014-T2,120.72
Jaén,2014,3,2014-T3,128.92
Jaén,2014,4,2014-T4,131.07
Jaén,2015,1,2015-T1,123.35
Jaén,2015,2,2015-T2,140.76
Jaén,2015,3,2015-T3,124.32
Jaén,2015,4,2015-T4,99.42
Jaén,2016,1,2016-T1,103.09
Jaén,2016,2,2016-T2,124.23
Jaén,2016,3,2016-T3,109.53
Jaén,2016,4,2016-T4,118.2
Jaén,2017,1,2017-T1,117.45
Jaén,2017,2,2017-T2,113.82
Jaén,2017,3,2017-T3,117.33
Jaén,2017,4,2017-T4,119.84
Jaén,2018,1,2018-T1,135.08
Jaén,2018,2,2018-T2,135.78
Jaén,2018,3,2018-T3,131.36
Jaén,2018,4,2018-T4,123.21
Jaén,2019,1,2019-T1,133.22
Jaén,2019,2,2019-T2,147.99
Jaén,2019,3,2019-T3,144.5
Jaén,2019,4,2019-T4,122.23
Jaén,2020,1,2020-T1,114.52
Jaén,2020,2,2020-T2,128.15
Jaén,2020,3,2020-T3,133.97
Jaén,2020,4,2020-T4,146.06
Jaén,2021,1,2021-T1,148.84
Jaén,2021,2,2021-T2,128.23
Jaén,2021,3,2021-T3,110.95
Jaén,2021,4,2021-T4,116.27
Jaén,2022,1,2022-T1,146.75
Jaén,2022,2,2022-T2,115.15
Jaén,2022,3,2022-T3,117.41
Jaén,2022,4,2022-T4,111.42
Jaén,2023,1,2023-T1,105.53
Jaén,2023,2,2023-T2,122.54
Jaén,2023,3,2023-T3,129.94
Jaén,2023,4,2023-T4,145.83
Jaén,2024,1,2024-T1,139.89
Jaén,2024,2,2024-T2,110.86
Jaén,2024,3,2024-T3,137.63
Jaén,2024,4,2024-T4,210.9
Jaén,2025,1,2025-T1,139.74
Jaén,2025,2,2025-T2,143.63
Jaén,2025,3,2025-T3,126.76
Jaén,2025,4,2025-T4,135.46
Jaén,2026,1,2026-T1,136.83
León,2004,1,2004-T1,188.15
León,2004,2,2004-T2,131.13
León,2004,3,2004-T3,150.93
León,2004,4,2004-T4,193.86
León,2005,1,2005-T1,203.21
León,2005,2,2005-T2,203.2
León,2005,3,2005-T3,199.28
León,2005,4,2005-T4,183.93
León,2006,1,2006-T1,208.05
León,2006,2,2006-T2,230.79
León,2006,3,2006-T3,204.71
León,2006,4,2006-T4,206.96
León,2007,1,2007-T1,150.18
León,2007,2,2007-T2,163.06
León,2007,3,2007-T3,147.04
León,2007,4,2007-T4,123.21
León,2008,1,2008-T1,141.24
León,2008,2,2008-T2,125.45
León,2008,3,2008-T3,111.79
León,2008,4,2008-T4,102.65
León,2009,1,2009-T1,105.5
León,2009,2,2009-T2,137.0
León,2009,3,2009-T3,87.6
León,2009,4,2009-T4,99.69
León,2010,1,2010-T1,64.43
León,2010,2,2010-T2,59.46
León,2010,3,2010-T3,65.29
León,2010,4,2010-T4,67.11
León,2011,1,2011-T1,37.97
León,2011,2,2011-T2,33.79
León,2011,3,2011-T3,26.4
León,2011,4,2011-T4,50.82
León,2012,1,2012-T1,38.89
León,2012,2,2012-T2,30.46
León,2012,3,2012-T3,52.33
León,2012,4,2012-T4,42.46
León,2013,1,2013-T1,62.15
León,2013,2,2013-T2,50.94
León,2013,3,2013-T3,43.5
León,2013,4,2013-T4,58.45
León,2014,1,2014-T1,44.76
León,2014,2,2014-T2,29.89
León,2014,3,2014-T3,44.72
León,2014,4,2014-T4,57.11
León,2015,1,2015-T1,41.5
León,2015,2,2015-T2,54.23
León,2015,3,2015-T3,38.68
León,2015,4,2015-T4,53.77
León,2016,1,2016-T1,51.94
León,2016,2,2016-T2,51.69
León,2016,3,2016-T3,39.54
León,2016,4,2016-T4,38.27
León,2017,1,2017-T1,45.01
León,2017,2,2017-T2,48.51
León,2017,3,2017-T3,49.39
León,2017,4,2017-T4,43.17
León,2018,1,2018-T1,55.75
León,2018,2,2018-T2,45.91
León,2018,3,2018-T3,31.4
León,2018,4,2018-T4,49.48
León,2019,1,2019-T1,56.12
León,2019,2,2019-T2,38.46
León,2019,3,2019-T3,60.33
León,2019,4,2019-T4,26.73
León,2020,1,2020-T1,72.68
León,2020,2,2020-T2,54.74
León,2020,3,2020-T3,37.23
León,2020,4,2020-T4,40.08
León,2021,1,2021-T1,50.7
León,2021,2,2021-T2,50.3
León,2021,3,2021-T3,49.59
León,2021,4,2021-T4,51.72
León,2022,1,2022-T1,34.1
León,2022,2,2022-T2,60.77
León,2022,3,2022-T3,35.43
León,2022,4,2022-T4,37.79
León,2023,1,2023-T1,27.67
León,2023,2,2023-T2,77.22
León,2023,3,2023-T3,47.1
León,2023,4,2023-T4,29.48
León,2024,1,2024-T1,51.69
León,2024,2,2024-T2,48.13
León,2024,3,2024-T3,52.62
León,2024,4,2024-T4,39.93
León,2025,1,2025-T1,53.55
León,2025,2,2025-T2,76.0
León,2025,3,2025-T3,50.62
León,2025,4,2025-T4,49.58
León,2026,1,2026-T1,52.79
Lleida,2004,1,2004-T1,152.59
Lleida,2004,2,2004-T2,188.18
Lleida,2004,3,2004-T3,185.94
Lleida,2004,4,2004-T4,198.05
Lleida,2005,1,2005-T1,186.31
Lleida,2005,2,2005-T2,217.43
Lleida,2005,3,2005-T3,238.1
Lleida,2005,4,2005-T4,242.82
Lleida,2006,1,2006-T1,238.63
Lleida,2006,2,2006-T2,213.08
Lleida,2006,3,2006-T3,224.84
Lleida,2006,4,2006-T4,211.75
Lleida,2007,1,2007-T1,231.88
Lleida,2007,2,2007-T2,219.15
Lleida,2007,3,2007-T3,200.84
Lleida,2007,4,2007-T4,198.02
Lleida,2008,1,2008-T1,207.05
Lleida,2008,2,2008-T2,199.58
Lleida,2008,3,2008-T3,163.64
Lleida,2008,4,2008-T4,186.22
Lleida,2009,1,2009-T1,179.9
Lleida,2009,2,2009-T2,166.7
Lleida,2009,3,2009-T3,198.17
Lleida,2009,4,2009-T4,173.24
Lleida,2010,1,2010-T1,171.37
Lleida,2010,2,2010-T2,159.66
Lleida,2010,3,2010-T3,234.61
Lleida,2010,4,2010-T4,165.8
Lleida,2011,1,2011-T1,100.96
Lleida,2011,2,2011-T2,176.88
Lleida,2011,3,2011-T3,135.8
Lleida,2011,4,2011-T4,144.67
Lleida,2012,1,2012-T1,143.08
Lleida,2012,2,2012-T2,186.19
Lleida,2012,3,2012-T3,105.7
Lleida,2012,4,2012-T4,80.21
Lleida,2013,1,2013-T1,147.67
Lleida,2013,2,2013-T2,154.21
Lleida,2013,3,2013-T3,124.71
Lleida,2013,4,2013-T4,136.38
Lleida,2014,1,2014-T1,136.6
Lleida,2014,2,2014-T2,162.91
Lleida,2014,3,2014-T3,117.32
Lleida,2014,4,2014-T4,104.04
Lleida,2015,1,2015-T1,108.09
Lleida,2015,2,2015-T2,100.23
