codigo_provincia,provincia,tamano_hogar,fecha,anio,trimestre,periodo,numero_hogares
02,Albacete,1,2021-01-01,2021,1,2021-T1,41.838
02,Albacete,1,2021-04-01,2021,2,2021-T2,42.322
02,Albacete,1,2021-07-01,2021,3,2021-T3,42.821
02,Albacete,1,2021-10-01,2021,4,2021-T4,43.185
02,Albacete,1,2022-01-01,2022,1,2022-T1,43.461
02,Albacete,1,2022-04-01,2022,2,2022-T2,43.519
02,Albacete,1,2022-07-01,2022,3,2022-T3,43.628
02,Albacete,1,2022-10-01,2022,4,2022-T4,44.022
02,Albacete,1,2023-01-01,2023,1,2023-T1,44.412
02,Albacete,1,2023-04-01,2023,2,2023-T2,44.669
02,Albacete,1,2023-07-01,2023,3,2023-T3,44.969
02,Albacete,1,2023-10-01,2023,4,2023-T4,45.256
02,Albacete,1,2024-01-01,2024,1,2024-T1,45.453
02,Albacete,1,2024-04-01,2024,2,2024-T2,45.462
02,Albacete,1,2024-07-01,2024,3,2024-T3,45.548
02,Albacete,1,2024-10-01,2024,4,2024-T4,45.835
02,Albacete,1,2025-01-01,2025,1,2025-T1,46.079
02,Albacete,1,2025-04-01,2025,2,2025-T2,46.207
02,Albacete,1,2025-07-01,2025,3,2025-T3,46.532
02,Albacete,1,2025-10-01,2025,4,2025-T4,46.93
02,Albacete,1,2026-01-01,2026,1,2026-T1,47.207
02,Albacete,1,2026-04-01,2026,2,2026-T2,47.612
02,Albacete,2,2021-01-01,2021,1,2021-T1,39.627
02,Albacete,2,2021-04-01,2021,2,2021-T2,39.914
02,Albacete,2,2021-07-01,2021,3,2021-T3,40.201
02,Albacete,2,2021-10-01,2021,4,2021-T4,40.482
02,Albacete,2,2022-01-01,2022,1,2022-T1,40.707
02,Albacete,2,2022-04-01,2022,2,2022-T2,40.924
02,Albacete,2,2022-07-01,2022,3,2022-T3,41.157
02,Albacete,2,2022-10-01,2022,4,2022-T4,41.486
02,Albacete,2,2023-01-01,2023,1,2023-T1,41.819
02,Albacete,2,2023-04-01,2023,2,2023-T2,42.088
02,Albacete,2,2023-07-01,2023,3,2023-T3,42.361
02,Albacete,2,2023-10-01,2023,4,2023-T4,42.572
02,Albacete,2,2024-01-01,2024,1,2024-T1,42.705
02,Albacete,2,2024-04-01,2024,2,2024-T2,42.893
02,Albacete,2,2024-07-01,2024,3,2024-T3,43.157
02,Albacete,2,2024-10-01,2024,4,2024-T4,43.394
02,Albacete,2,2025-01-01,2025,1,2025-T1,43.589
02,Albacete,2,2025-04-01,2025,2,2025-T2,43.571
02,Albacete,2,2025-07-01,2025,3,2025-T3,43.708
02,Albacete,2,2025-10-01,2025,4,2025-T4,43.994
02,Albacete,2,2026-01-01,2026,1,2026-T1,44.188
02,Albacete,2,2026-04-01,2026,2,2026-T2,44.475
02,Albacete,3,2021-01-01,2021,1,2021-T1,31.076
02,Albacete,3,2021-04-01,2021,2,2021-T2,31.082
02,Albacete,3,2021-07-01,2021,3,2021-T3,31.06
02,Albacete,3,2021-10-01,2021,4,2021-T4,31.066
02,Albacete,3,2022-01-01,2022,1,2022-T1,31.041
02,Albacete,3,2022-04-01,2022,2,2022-T2,31.016
02,Albacete,3,2022-07-01,2022,3,2022-T3,31.008
02,Albacete,3,2022-10-01,2022,4,2022-T4,31.047
02,Albacete,3,2023-01-01,2023,1,2023-T1,31.087
02,Albacete,3,2023-04-01,2023,2,2023-T2,31.096
02,Albacete,3,2023-07-01,2023,3,2023-T3,31.095
02,Albacete,3,2023-10-01,2023,4,2023-T4,31.119
02,Albacete,3,2024-01-01,2024,1,2024-T1,31.085
02,Albacete,3,2024-04-01,2024,2,2024-T2,31.074
02,Albacete,3,2024-07-01,2024,3,2024-T3,31.113
02,Albacete,3,2024-10-01,2024,4,2024-T4,31.069
02,Albacete,3,2025-01-01,2025,1,2025-T1,31.003
02,Albacete,3,2025-04-01,2025,2,2025-T2,31.0
02,Albacete,3,2025-07-01,2025,3,2025-T3,31.123
02,Albacete,3,2025-10-01,2025,4,2025-T4,31.146
02,Albacete,3,2026-01-01,2026,1,2026-T1,31.086
02,Albacete,3,2026-04-01,2026,2,2026-T2,31.178
02,Albacete,4 y más,2021-01-01,2021,1,2021-T1,38.721
02,Albacete,4 y más,2021-04-01,2021,2,2021-T2,38.451
02,Albacete,4 y más,2021-07-01,2021,3,2021-T3,38.128
02,Albacete,4 y más,2021-10-01,2021,4,2021-T4,37.956
02,Albacete,4 y más,2022-01-01,2022,1,2022-T1,37.758
02,Albacete,4 y más,2022-04-01,2022,2,2022-T2,37.668
02,Albacete,4 y más,2022-07-01,2022,3,2022-T3,37.595
02,Albacete,4 y más,2022-10-01,2022,4,2022-T4,37.422
02,Albacete,4 y más,2023-01-01,2023,1,2023-T1,37.249
02,Albacete,4 y más,2023-04-01,2023,2,2023-T2,37.107
02,Albacete,4 y más,2023-07-01,2023,3,2023-T3,36.955
02,Albacete,4 y más,2023-10-01,2023,4,2023-T4,36.911
02,Albacete,4 y más,2024-01-01,2024,1,2024-T1,36.798
02,Albacete,4 y más,2024-04-01,2024,2,2024-T2,36.704
02,Albacete,4 y más,2024-07-01,2024,3,2024-T3,36.656
02,Albacete,4 y más,2024-10-01,2024,4,2024-T4,36.613
02,Albacete,4 y más,2025-01-01,2025,1,2025-T1,36.548
02,Albacete,4 y más,2025-04-01,2025,2,2025-T2,36.407
02,Albacete,4 y más,2025-07-01,2025,3,2025-T3,36.414
02,Albacete,4 y más,2025-10-01,2025,4,2025-T4,36.359
02,Albacete,4 y más,2026-01-01,2026,1,2026-T1,36.199
02,Albacete,4 y más,2026-04-01,2026,2,2026-T2,36.206
02,Albacete,Total,2021-01-01,2021,1,2021-T1,151.262
02,Albacete,Total,2021-04-01,2021,2,2021-T2,151.769
02,Albacete,Total,2021-07-01,2021,3,2021-T3,152.21
02,Albacete,Total,2021-10-01,2021,4,2021-T4,152.689
02,Albacete,Total,2022-01-01,2022,1,2022-T1,152.967
02,Albacete,Total,2022-04-01,2022,2,2022-T2,153.127
02,Albacete,Total,2022-07-01,2022,3,2022-T3,153.388
02,Albacete,Total,2022-10-01,2022,4,2022-T4,153.977
02,Albacete,Total,2023-01-01,2023,1,2023-T1,154.567
02,Albacete,Total,2023-04-01,2023,2,2023-T2,154.96
02,Albacete,Total,2023-07-01,2023,3,2023-T3,155.38
02,Albacete,Total,2023-10-01,2023,4,2023-T4,155.858
02,Albacete,Total,2024-01-01,2024,1,2024-T1,156.041
02,Albacete,Total,2024-04-01,2024,2,2024-T2,156.133
02,Albacete,Total,2024-07-01,2024,3,2024-T3,156.474
02,Albacete,Total,2024-10-01,2024,4,2024-T4,156.911
02,Albacete,Total,2025-01-01,2025,1,2025-T1,157.219
02,Albacete,Total,2025-04-01,2025,2,2025-T2,157.185
02,Albacete,Total,2025-07-01,2025,3,2025-T3,157.777
02,Albacete,Total,2025-10-01,2025,4,2025-T4,158.429
02,Albacete,Total,2026-01-01,2026,1,2026-T1,158.68
02,Albacete,Total,2026-04-01,2026,2,2026-T2,159.471
03,Alicante/Alacant,1,2021-01-01,2021,1,2021-T1,209.736
03,Alicante/Alacant,1,2021-04-01,2021,2,2021-T2,212.537
03,Alicante/Alacant,1,2021-07-01,2021,3,2021-T3,215.82
03,Alicante/Alacant,1,2021-10-01,2021,4,2021-T4,218.404
03,Alicante/Alacant,1,2022-01-01,2022,1,2022-T1,220.891
03,Alicante/Alacant,1,2022-04-01,2022,2,2022-T2,221.86
03,Alicante/Alacant,1,2022-07-01,2022,3,2022-T3,223.269
03,Alicante/Alacant,1,2022-10-01,2022,4,2022-T4,224.675
03,Alicante/Alacant,1,2023-01-01,2023,1,2023-T1,226.216
03,Alicante/Alacant,1,2023-04-01,2023,2,2023-T2,227.24
03,Alicante/Alacant,1,2023-07-01,2023,3,2023-T3,228.321
03,Alicante/Alacant,1,2023-10-01,2023,4,2023-T4,228.954
03,Alicante/Alacant,1,2024-01-01,2024,1,2024-T1,229.318
03,Alicante/Alacant,1,2024-04-01,2024,2,2024-T2,230.383
03,Alicante/Alacant,1,2024-07-01,2024,3,2024-T3,231.375
03,Alicante/Alacant,1,2024-10-01,2024,4,2024-T4,232.405
03,Alicante/Alacant,1,2025-01-01,2025,1,2025-T1,233.159
03,Alicante/Alacant,1,2025-04-01,2025,2,2025-T2,234.575
03,Alicante/Alacant,1,2025-07-01,2025,3,2025-T3,236.274
03,Alicante/Alacant,1,2025-10-01,2025,4,2025-T4,237.763
03,Alicante/Alacant,1,2026-01-01,2026,1,2026-T1,239.044
03,Alicante/Alacant,1,2026-04-01,2026,2,2026-T2,240.181
03,Alicante/Alacant,2,2021-01-01,2021,1,2021-T1,221.556
03,Alicante/Alacant,2,2021-04-01,2021,2,2021-T2,223.889
03,Alicante/Alacant,2,2021-07-01,2021,3,2021-T3,226.581
03,Alicante/Alacant,2,2021-10-01,2021,4,2021-T4,228.982
03,Alicante/Alacant,2,2022-01-01,2022,1,2022-T1,231.326
03,Alicante/Alacant,2,2022-04-01,2022,2,2022-T2,232.367
03,Alicante/Alacant,2,2022-07-01,2022,3,2022-T3,233.804
03,Alicante/Alacant,2,2022-10-01,2022,4,2022-T4,235.374
03,Alicante/Alacant,2,2023-01-01,2023,1,2023-T1,236.975
03,Alicante/Alacant,2,2023-04-01,2023,2,2023-T2,238.147
03,Alicante/Alacant,2,2023-07-01,2023,3,2023-T3,239.293
03,Alicante/Alacant,2,2023-10-01,2023,4,2023-T4,239.981
03,Alicante/Alacant,2,2024-01-01,2024,1,2024-T1,240.43
03,Alicante/Alacant,2,2024-04-01,2024,2,2024-T2,241.771
03,Alicante/Alacant,2,2024-07-01,2024,3,2024-T3,243.012
03,Alicante/Alacant,2,2024-10-01,2024,4,2024-T4,244.221
03,Alicante/Alacant,2,2025-01-01,2025,1,2025-T1,245.104
03,Alicante/Alacant,2,2025-04-01,2025,2,2025-T2,246.17
03,Alicante/Alacant,2,2025-07-01,2025,3,2025-T3,247.469
03,Alicante/Alacant,2,2025-10-01,2025,4,2025-T4,249.111
03,Alicante/Alacant,2,2026-01-01,2026,1,2026-T1,250.531
03,Alicante/Alacant,2,2026-04-01,2026,2,2026-T2,251.926
03,Alicante/Alacant,3,2021-01-01,2021,1,2021-T1,148.515
03,Alicante/Alacant,3,2021-04-01,2021,2,2021-T2,148.219
03,Alicante/Alacant,3,2021-07-01,2021,3,2021-T3,148.026
03,Alicante/Alacant,3,2021-10-01,2021,4,2021-T4,148.434
03,Alicante/Alacant,3,2022-01-01,2022,1,2022-T1,148.862
03,Alicante/Alacant,3,2022-04-01,2022,2,2022-T2,149.415
03,Alicante/Alacant,3,2022-07-01,2022,3,2022-T3,150.325
03,Alicante/Alacant,3,2022-10-01,2022,4,2022-T4,151.345
03,Alicante/Alacant,3,2023-01-01,2023,1,2023-T1,152.23
03,Alicante/Alacant,3,2023-04-01,2023,2,2023-T2,152.658
03,Alicante/Alacant,3,2023-07-01,2023,3,2023-T3,153.048
03,Alicante/Alacant,3,2023-10-01,2023,4,2023-T4,153.871
03,Alicante/Alacant,3,2024-01-01,2024,1,2024-T1,154.662
03,Alicante/Alacant,3,2024-04-01,2024,2,2024-T2,155.415
03,Alicante/Alacant,3,2024-07-01,2024,3,2024-T3,156.021
03,Alicante/Alacant,3,2024-10-01,2024,4,2024-T4,156.933
03,Alicante/Alacant,3,2025-01-01,2025,1,2025-T1,157.671
03,Alicante/Alacant,3,2025-04-01,2025,2,2025-T2,158.406
03,Alicante/Alacant,3,2025-07-01,2025,3,2025-T3,159.198
03,Alicante/Alacant,3,2025-10-01,2025,4,2025-T4,159.844
03,Alicante/Alacant,3,2026-01-01,2026,1,2026-T1,160.377
03,Alicante/Alacant,3,2026-04-01,2026,2,2026-T2,160.894
03,Alicante/Alacant,4 y más,2021-01-01,2021,1,2021-T1,174.292
03,Alicante/Alacant,4 y más,2021-04-01,2021,2,2021-T2,173.407
03,Alicante/Alacant,4 y más,2021-07-01,2021,3,2021-T3,172.631
03,Alicante/Alacant,4 y más,2021-10-01,2021,4,2021-T4,172.436
03,Alicante/Alacant,4 y más,2022-01-01,2022,1,2022-T1,172.252
03,Alicante/Alacant,4 y más,2022-04-01,2022,2,2022-T2,172.826
03,Alicante/Alacant,4 y más,2022-07-01,2022,3,2022-T3,173.887
03,Alicante/Alacant,4 y más,2022-10-01,2022,4,2022-T4,174.899
03,Alicante/Alacant,4 y más,2023-01-01,2023,1,2023-T1,175.639
03,Alicante/Alacant,4 y más,2023-04-01,2023,2,2023-T2,176.185
03,Alicante/Alacant,4 y más,2023-07-01,2023,3,2023-T3,176.675
03,Alicante/Alacant,4 y más,2023-10-01,2023,4,2023-T4,177.956
03,Alicante/Alacant,4 y más,2024-01-01,2024,1,2024-T1,179.235
03,Alicante/Alacant,4 y más,2024-04-01,2024,2,2024-T2,179.779
03,Alicante/Alacant,4 y más,2024-07-01,2024,3,2024-T3,180.124
03,Alicante/Alacant,4 y más,2024-10-01,2024,4,2024-T4,181.426
03,Alicante/Alacant,4 y más,2025-01-01,2025,1,2025-T1,182.49
03,Alicante/Alacant,4 y más,2025-04-01,2025,2,2025-T2,183.317
03,Alicante/Alacant,4 y más,2025-07-01,2025,3,2025-T3,184.158
03,Alicante/Alacant,4 y más,2025-10-01,2025,4,2025-T4,185.199
03,Alicante/Alacant,4 y más,2026-01-01,2026,1,2026-T1,186.089
03,Alicante/Alacant,4 y más,2026-04-01,2026,2,2026-T2,186.702
03,Alicante/Alacant,Total,2021-01-01,2021,1,2021-T1,754.099
03,Alicante/Alacant,Total,2021-04-01,2021,2,2021-T2,758.052
03,Alicante/Alacant,Total,2021-07-01,2021,3,2021-T3,763.058
03,Alicante/Alacant,Total,2021-10-01,2021,4,2021-T4,768.256
03,Alicante/Alacant,Total,2022-01-01,2022,1,2022-T1,773.331
03,Alicante/Alacant,Total,2022-04-01,2022,2,2022-T2,776.468
03,Alicante/Alacant,Total,2022-07-01,2022,3,2022-T3,781.285
03,Alicante/Alacant,Total,2022-10-01,2022,4,2022-T4,786.293
03,Alicante/Alacant,Total,2023-01-01,2023,1,2023-T1,791.06
03,Alicante/Alacant,Total,2023-04-01,2023,2,2023-T2,794.23
03,Alicante/Alacant,Total,2023-07-01,2023,3,2023-T3,797.337
03,Alicante/Alacant,Total,2023-10-01,2023,4,2023-T4,800.762
03,Alicante/Alacant,Total,2024-01-01,2024,1,2024-T1,803.645
03,Alicante/Alacant,Total,2024-04-01,2024,2,2024-T2,807.348
03,Alicante/Alacant,Total,2024-07-01,2024,3,2024-T3,810.532
03,Alicante/Alacant,Total,2024-10-01,2024,4,2024-T4,814.985
03,Alicante/Alacant,Total,2025-01-01,2025,1,2025-T1,818.424
03,Alicante/Alacant,Total,2025-04-01,2025,2,2025-T2,822.468
03,Alicante/Alacant,Total,2025-07-01,2025,3,2025-T3,827.099
03,Alicante/Alacant,Total,2025-10-01,2025,4,2025-T4,831.917
03,Alicante/Alacant,Total,2026-01-01,2026,1,2026-T1,836.041
03,Alicante/Alacant,Total,2026-04-01,2026,2,2026-T2,839.703
04,Almería,1,2021-01-01,2021,1,2021-T1,73.493
04,Almería,1,2021-04-01,2021,2,2021-T2,74.24
04,Almería,1,2021-07-01,2021,3,2021-T3,75.097
04,Almería,1,2021-10-01,2021,4,2021-T4,75.734
04,Almería,1,2022-01-01,2022,1,2022-T1,76.628
04,Almería,1,2022-04-01,2022,2,2022-T2,77.303
04,Almería,1,2022-07-01,2022,3,2022-T3,78.008
04,Almería,1,2022-10-01,2022,4,2022-T4,78.61
04,Almería,1,2023-01-01,2023,1,2023-T1,79.208
04,Almería,1,2023-04-01,2023,2,2023-T2,79.662
04,Almería,1,2023-07-01,2023,3,2023-T3,80.181
04,Almería,1,2023-10-01,2023,4,2023-T4,80.017
04,Almería,1,2024-01-01,2024,1,2024-T1,79.75
04,Almería,1,2024-04-01,2024,2,2024-T2,80.196
04,Almería,1,2024-07-01,2024,3,2024-T3,80.846
04,Almería,1,2024-10-01,2024,4,2024-T4,81.258
04,Almería,1,2025-01-01,2025,1,2025-T1,81.578
04,Almería,1,2025-04-01,2025,2,2025-T2,82.004
04,Almería,1,2025-07-01,2025,3,2025-T3,82.508
04,Almería,1,2025-10-01,2025,4,2025-T4,83.047
04,Almería,1,2026-01-01,2026,1,2026-T1,83.506
04,Almería,1,2026-04-01,2026,2,2026-T2,83.991
04,Almería,2,2021-01-01,2021,1,2021-T1,72.847
04,Almería,2,2021-04-01,2021,2,2021-T2,73.454
04,Almería,2,2021-07-01,2021,3,2021-T3,74.144
04,Almería,2,2021-10-01,2021,4,2021-T4,74.798
04,Almería,2,2022-01-01,2022,1,2022-T1,75.674
04,Almería,2,2022-04-01,2022,2,2022-T2,76.132
04,Almería,2,2022-07-01,2022,3,2022-T3,76.588
04,Almería,2,2022-10-01,2022,4,2022-T4,77.185
04,Almería,2,2023-01-01,2023,1,2023-T1,77.777
04,Almería,2,2023-04-01,2023,2,2023-T2,78.217
04,Almería,2,2023-07-01,2023,3,2023-T3,78.686
04,Almería,2,2023-10-01,2023,4,2023-T4,78.932
04,Almería,2,2024-01-01,2024,1,2024-T1,79.112
04,Almería,2,2024-04-01,2024,2,2024-T2,79.445
04,Almería,2,2024-07-01,2024,3,2024-T3,79.913
04,Almería,2,2024-10-01,2024,4,2024-T4,80.32
04,Almería,2,2025-01-01,2025,1,2025-T1,80.654
04,Almería,2,2025-04-01,2025,2,2025-T2,81.143
04,Almería,2,2025-07-01,2025,3,2025-T3,81.694
04,Almería,2,2025-10-01,2025,4,2025-T4,82.247
04,Almería,2,2026-01-01,2026,1,2026-T1,82.724
04,Almería,2,2026-04-01,2026,2,2026-T2,83.23
04,Almería,3,2021-01-01,2021,1,2021-T1,55.056
04,Almería,3,2021-04-01,2021,2,2021-T2,55.186
04,Almería,3,2021-07-01,2021,3,2021-T3,55.344
04,Almería,3,2021-10-01,2021,4,2021-T4,55.511
04,Almería,3,2022-01-01,2022,1,2022-T1,55.855
04,Almería,3,2022-04-01,2022,2,2022-T2,55.965
04,Almería,3,2022-07-01,2022,3,2022-T3,56.094
04,Almería,3,2022-10-01,2022,4,2022-T4,56.344
04,Almería,3,2023-01-01,2023,1,2023-T1,56.566
04,Almería,3,2023-04-01,2023,2,2023-T2,56.554
04,Almería,3,2023-07-01,2023,3,2023-T3,56.582
04,Almería,3,2023-10-01,2023,4,2023-T4,56.7
04,Almería,3,2024-01-01,2024,1,2024-T1,56.768
04,Almería,3,2024-04-01,2024,2,2024-T2,56.879
04,Almería,3,2024-07-01,2024,3,2024-T3,57.141
04,Almería,3,2024-10-01,2024,4,2024-T4,57.315
04,Almería,3,2025-01-01,2025,1,2025-T1,57.419
04,Almería,3,2025-04-01,2025,2,2025-T2,57.571
04,Almería,3,2025-07-01,2025,3,2025-T3,57.74
04,Almería,3,2025-10-01,2025,4,2025-T4,57.81
04,Almería,3,2026-01-01,2026,1,2026-T1,57.82
04,Almería,3,2026-04-01,2026,2,2026-T2,57.907
04,Almería,4 y más,2021-01-01,2021,1,2021-T1,74.33
04,Almería,4 y más,2021-04-01,2021,2,2021-T2,74.115
04,Almería,4 y más,2021-07-01,2021,3,2021-T3,73.924
04,Almería,4 y más,2021-10-01,2021,4,2021-T4,73.9
04,Almería,4 y más,2022-01-01,2022,1,2022-T1,74.098
04,Almería,4 y más,2022-04-01,2022,2,2022-T2,74.352
04,Almería,4 y más,2022-07-01,2022,3,2022-T3,74.638
04,Almería,4 y más,2022-10-01,2022,4,2022-T4,74.803
04,Almería,4 y más,2023-01-01,2023,1,2023-T1,74.92
04,Almería,4 y más,2023-04-01,2023,2,2023-T2,74.836
04,Almería,4 y más,2023-07-01,2023,3,2023-T3,74.802
04,Almería,4 y más,2023-10-01,2023,4,2023-T4,75.099
04,Almería,4 y más,2024-01-01,2024,1,2024-T1,75.34
04,Almería,4 y más,2024-04-01,2024,2,2024-T2,75.226
04,Almería,4 y más,2024-07-01,2024,3,2024-T3,75.323
04,Almería,4 y más,2024-10-01,2024,4,2024-T4,75.637
04,Almería,4 y más,2025-01-01,2025,1,2025-T1,75.851
04,Almería,4 y más,2025-04-01,2025,2,2025-T2,76.155
04,Almería,4 y más,2025-07-01,2025,3,2025-T3,76.461
04,Almería,4 y más,2025-10-01,2025,4,2025-T4,76.663
04,Almería,4 y más,2026-01-01,2026,1,2026-T1,76.78
04,Almería,4 y más,2026-04-01,2026,2,2026-T2,76.931
04,Almería,Total,2021-01-01,2021,1,2021-T1,275.726
04,Almería,Total,2021-04-01,2021,2,2021-T2,276.995
04,Almería,Total,2021-07-01,2021,3,2021-T3,278.509
04,Almería,Total,2021-10-01,2021,4,2021-T4,279.943
04,Almería,Total,2022-01-01,2022,1,2022-T1,282.255
04,Almería,Total,2022-04-01,2022,2,2022-T2,283.752
04,Almería,Total,2022-07-01,2022,3,2022-T3,285.328
04,Almería,Total,2022-10-01,2022,4,2022-T4,286.942
04,Almería,Total,2023-01-01,2023,1,2023-T1,288.471
04,Almería,Total,2023-04-01,2023,2,2023-T2,289.269
04,Almería,Total,2023-07-01,2023,3,2023-T3,290.251
04,Almería,Total,2023-10-01,2023,4,2023-T4,290.748
04,Almería,Total,2024-01-01,2024,1,2024-T1,290.97
04,Almería,Total,2024-04-01,2024,2,2024-T2,291.746
04,Almería,Total,2024-07-01,2024,3,2024-T3,293.223
04,Almería,Total,2024-10-01,2024,4,2024-T4,294.53
04,Almería,Total,2025-01-01,2025,1,2025-T1,295.502
04,Almería,Total,2025-04-01,2025,2,2025-T2,296.873
04,Almería,Total,2025-07-01,2025,3,2025-T3,298.403
04,Almería,Total,2025-10-01,2025,4,2025-T4,299.767
04,Almería,Total,2026-01-01,2026,1,2026-T1,300.83
04,Almería,Total,2026-04-01,2026,2,2026-T2,302.059
01,Araba/Álava,1,2021-01-01,2021,1,2021-T1,43.222
01,Araba/Álava,1,2021-04-01,2021,2,2021-T2,43.657
01,Araba/Álava,1,2021-07-01,2021,3,2021-T3,44.119
01,Araba/Álava,1,2021-10-01,2021,4,2021-T4,44.599
01,Araba/Álava,1,2022-01-01,2022,1,2022-T1,45.089
01,Araba/Álava,1,2022-04-01,2022,2,2022-T2,45.254
01,Araba/Álava,1,2022-07-01,2022,3,2022-T3,45.429
01,Araba/Álava,1,2022-10-01,2022,4,2022-T4,45.611
01,Araba/Álava,1,2023-01-01,2023,1,2023-T1,45.823
01,Araba/Álava,1,2023-04-01,2023,2,2023-T2,46.052
01,Araba/Álava,1,2023-07-01,2023,3,2023-T3,46.352
01,Araba/Álava,1,2023-10-01,2023,4,2023-T4,46.437
01,Araba/Álava,1,2024-01-01,2024,1,2024-T1,46.527
01,Araba/Álava,1,2024-04-01,2024,2,2024-T2,46.648
01,Araba/Álava,1,2024-07-01,2024,3,2024-T3,46.814
01,Araba/Álava,1,2024-10-01,2024,4,2024-T4,47.177
01,Araba/Álava,1,2025-01-01,2025,1,2025-T1,47.5
01,Araba/Álava,1,2025-04-01,2025,2,2025-T2,48.03
01,Araba/Álava,1,2025-07-01,2025,3,2025-T3,48.523
01,Araba/Álava,1,2025-10-01,2025,4,2025-T4,49.025
01,Araba/Álava,1,2026-01-01,2026,1,2026-T1,49.455
01,Araba/Álava,1,2026-04-01,2026,2,2026-T2,49.866
01,Araba/Álava,2,2021-01-01,2021,1,2021-T1,42.745
01,Araba/Álava,2,2021-04-01,2021,2,2021-T2,43.001
01,Araba/Álava,2,2021-07-01,2021,3,2021-T3,43.275
01,Araba/Álava,2,2021-10-01,2021,4,2021-T4,43.43
01,Araba/Álava,2,2022-01-01,2022,1,2022-T1,43.614
01,Araba/Álava,2,2022-04-01,2022,2,2022-T2,43.739
01,Araba/Álava,2,2022-07-01,2022,3,2022-T3,43.872
01,Araba/Álava,2,2022-10-01,2022,4,2022-T4,43.958
01,Araba/Álava,2,2023-01-01,2023,1,2023-T1,44.04
01,Araba/Álava,2,2023-04-01,2023,2,2023-T2,44.174
01,Araba/Álava,2,2023-07-01,2023,3,2023-T3,44.352
01,Araba/Álava,2,2023-10-01,2023,4,2023-T4,44.371
01,Araba/Álava,2,2024-01-01,2024,1,2024-T1,44.405
01,Araba/Álava,2,2024-04-01,2024,2,2024-T2,44.61
01,Araba/Álava,2,2024-07-01,2024,3,2024-T3,44.887
01,Araba/Álava,2,2024-10-01,2024,4,2024-T4,45.017
01,Araba/Álava,2,2025-01-01,2025,1,2025-T1,45.091
01,Araba/Álava,2,2025-04-01,2025,2,2025-T2,45.219
01,Araba/Álava,2,2025-07-01,2025,3,2025-T3,45.311
01,Araba/Álava,2,2025-10-01,2025,4,2025-T4,45.493
01,Araba/Álava,2,2026-01-01,2026,1,2026-T1,45.606
01,Araba/Álava,2,2026-04-01,2026,2,2026-T2,45.779
01,Araba/Álava,3,2021-01-01,2021,1,2021-T1,26.21
01,Araba/Álava,3,2021-04-01,2021,2,2021-T2,26.069
01,Araba/Álava,3,2021-07-01,2021,3,2021-T3,25.937
01,Araba/Álava,3,2021-10-01,2021,4,2021-T4,25.822
01,Araba/Álava,3,2022-01-01,2022,1,2022-T1,25.753
01,Araba/Álava,3,2022-04-01,2022,2,2022-T2,25.651
01,Araba/Álava,3,2022-07-01,2022,3,2022-T3,25.552
01,Araba/Álava,3,2022-10-01,2022,4,2022-T4,25.539
01,Araba/Álava,3,2023-01-01,2023,1,2023-T1,25.543
01,Araba/Álava,3,2023-04-01,2023,2,2023-T2,25.484
01,Araba/Álava,3,2023-07-01,2023,3,2023-T3,25.434
01,Araba/Álava,3,2023-10-01,2023,4,2023-T4,25.415
01,Araba/Álava,3,2024-01-01,2024,1,2024-T1,25.44
01,Araba/Álava,3,2024-04-01,2024,2,2024-T2,25.384
01,Araba/Álava,3,2024-07-01,2024,3,2024-T3,25.367
01,Araba/Álava,3,2024-10-01,2024,4,2024-T4,25.358
01,Araba/Álava,3,2025-01-01,2025,1,2025-T1,25.325
01,Araba/Álava,3,2025-04-01,2025,2,2025-T2,25.287
01,Araba/Álava,3,2025-07-01,2025,3,2025-T3,25.196
01,Araba/Álava,3,2025-10-01,2025,4,2025-T4,25.184
01,Araba/Álava,3,2026-01-01,2026,1,2026-T1,25.132
01,Araba/Álava,3,2026-04-01,2026,2,2026-T2,25.128
01,Araba/Álava,4 y más,2021-01-01,2021,1,2021-T1,28.041
01,Araba/Álava,4 y más,2021-04-01,2021,2,2021-T2,27.851
01,Araba/Álava,4 y más,2021-07-01,2021,3,2021-T3,27.668
01,Araba/Álava,4 y más,2021-10-01,2021,4,2021-T4,27.583
01,Araba/Álava,4 y más,2022-01-01,2022,1,2022-T1,27.554
01,Araba/Álava,4 y más,2022-04-01,2022,2,2022-T2,27.601
01,Araba/Álava,4 y más,2022-07-01,2022,3,2022-T3,27.648
01,Araba/Álava,4 y más,2022-10-01,2022,4,2022-T4,27.631
01,Araba/Álava,4 y más,2023-01-01,2023,1,2023-T1,27.636
01,Araba/Álava,4 y más,2023-04-01,2023,2,2023-T2,27.615
01,Araba/Álava,4 y más,2023-07-01,2023,3,2023-T3,27.59
01,Araba/Álava,4 y más,2023-10-01,2023,4,2023-T4,27.659
01,Araba/Álava,4 y más,2024-01-01,2024,1,2024-T1,27.784
01,Araba/Álava,4 y más,2024-04-01,2024,2,2024-T2,27.805
01,Araba/Álava,4 y más,2024-07-01,2024,3,2024-T3,27.86
01,Araba/Álava,4 y más,2024-10-01,2024,4,2024-T4,27.878
01,Araba/Álava,4 y más,2025-01-01,2025,1,2025-T1,27.87
01,Araba/Álava,4 y más,2025-04-01,2025,2,2025-T2,27.908
01,Araba/Álava,4 y más,2025-07-01,2025,3,2025-T3,27.881
01,Araba/Álava,4 y más,2025-10-01,2025,4,2025-T4,27.862
01,Araba/Álava,4 y más,2026-01-01,2026,1,2026-T1,27.802
