codigo_provincia,provincia,anio,ipva_indice_general,ipva_indice_colectiva,ipva_indice_unifamiliar,ipva_variacion_anual_general,ipva_variacion_anual_colectiva,ipva_variacion_anual_unifamiliar
42,Soria,2017,102.402,102.624,99.518,1.1,0.9,3.0
42,Soria,2018,104.179,104.574,99.165,1.7,1.9,-0.4
42,Soria,2019,106.287,106.949,97.952,2.0,2.3,-1.2
42,Soria,2020,107.613,108.256,99.515,1.2,1.2,1.6
42,Soria,2021,110.185,111.028,99.804,2.4,2.6,0.3
42,Soria,2022,112.676,113.522,102.242,2.3,2.2,2.4
42,Soria,2023,115.528,116.592,102.493,2.5,2.7,0.2
42,Soria,2024,119.236,120.218,107.15,3.2,3.1,4.5
43,Tarragona,2015,100.0,100.0,100.0,-0.2,-0.2,0.0
43,Tarragona,2016,101.319,101.333,101.251,1.3,1.3,1.3
43,Tarragona,2017,102.878,102.828,103.122,1.5,1.5,1.8
43,Tarragona,2018,104.884,104.892,104.836,2.0,2.0,1.7
43,Tarragona,2019,107.909,108.123,106.792,2.9,3.1,1.9
43,Tarragona,2020,109.192,109.53,107.441,1.2,1.3,0.6
43,Tarragona,2021,111.286,111.579,109.755,1.9,1.9,2.2
43,Tarragona,2022,114.192,114.542,112.36,2.6,2.7,2.4
43,Tarragona,2023,116.859,117.27,114.706,2.3,2.4,2.1
43,Tarragona,2024,120.777,121.387,117.534,3.4,3.5,2.5
44,Teruel,2015,100.0,100.0,100.0,-1.1,-1.2,-1.0
44,Teruel,2016,101.124,101.161,100.9,1.1,1.2,0.9
44,Teruel,2017,102.145,102.197,101.82,1.0,1.0,0.9
44,Teruel,2018,103.95,104.183,102.507,1.8,1.9,0.7
44,Teruel,2019,106.402,107.08,102.033,2.4,2.8,-0.5
44,Teruel,2020,107.723,108.469,102.896,1.2,1.3,0.8
44,Teruel,2021,109.825,110.795,103.723,2.0,2.1,0.8
44,Teruel,2022,112.848,113.876,106.406,2.8,2.8,2.6
44,Teruel,2023,115.056,116.325,107.268,2.0,2.2,0.8
44,Teruel,2024,119.273,120.655,110.836,3.7,3.7,3.3
45,Toledo,2015,100.0,100.0,100.0,-1.5,-1.7,-1.1
45,Toledo,2016,101.497,101.691,101.021,1.5,1.7,1.0
45,Toledo,2017,103.443,103.571,103.123,1.9,1.8,2.1
45,Toledo,2018,105.463,105.718,104.851,2.0,2.1,1.7
45,Toledo,2019,109.707,110.55,107.692,4.0,4.6,2.7
45,Toledo,2020,111.982,113.054,109.414,2.1,2.3,1.6
45,Toledo,2021,114.842,116.14,111.729,2.6,2.7,2.1
45,Toledo,2022,118.257,119.926,114.206,3.0,3.3,2.2
45,Toledo,2023,121.972,123.787,117.546,3.1,3.2,2.9
45,Toledo,2024,126.637,128.888,121.026,3.8,4.1,3.0
46,Valencia/València,2015,100.0,100.0,100.0,0.2,0.1,0.6
46,Valencia/València,2016,101.694,101.699,101.641,1.7,1.7,1.6
46,Valencia/València,2017,103.619,103.711,102.756,1.9,2.0,1.1
46,Valencia/València,2018,106.386,106.568,104.663,2.7,2.8,1.9
46,Valencia/València,2019,111.078,111.523,106.929,4.4,4.6,2.2
46,Valencia/València,2020,113.196,113.661,108.865,1.9,1.9,1.8
46,Valencia/València,2021,116.489,116.978,111.938,2.9,2.9,2.8
46,Valencia/València,2022,121.038,121.649,115.347,3.9,4.0,3.0
46,Valencia/València,2023,125.943,126.722,118.633,4.1,4.2,2.8
46,Valencia/València,2024,132.773,133.73,123.752,5.4,5.5,4.3
47,Valladolid,2015,100.0,100.0,100.0,-0.7,-0.6,-1.2
47,Valladolid,2016,102.137,102.046,103.03,2.1,2.0,3.0
47,Valladolid,2017,103.382,103.295,104.244,1.2,1.2,1.2
47,Valladolid,2018,104.865,104.776,105.736,1.4,1.4,1.4
47,Valladolid,2019,107.961,108.057,107.056,3.0,3.1,1.2
47,Valladolid,2020,108.823,108.926,107.847,0.8,0.8,0.7
47,Valladolid,2021,110.384,110.436,109.875,1.4,1.4,1.9
47,Valladolid,2022,112.687,112.846,111.137,2.1,2.2,1.1
47,Valladolid,2023,114.817,115.003,113.003,1.9,1.9,1.7
47,Valladolid,2024,118.177,118.43,115.631,2.9,3.0,2.3
49,Zamora,2015,100.0,100.0,100.0,-0.9,-0.8,-1.8
49,Zamora,2016,101.348,101.195,102.989,1.3,1.2,3.0
49,Zamora,2017,101.632,101.327,104.94,0.3,0.1,1.9
49,Zamora,2018,102.297,101.934,106.228,0.7,0.6,1.2
49,Zamora,2019,104.213,103.973,106.823,1.9,2.0,0.6
49,Zamora,2020,104.854,104.776,105.746,0.6,0.8,-1.0
49,Zamora,2021,106.592,106.412,108.416,1.7,1.6,2.5
49,Zamora,2022,108.124,107.973,109.683,1.4,1.5,1.2
49,Zamora,2023,109.853,109.781,110.679,1.6,1.7,0.9
49,Zamora,2024,112.947,112.962,113.01,2.8,2.9,2.1
50,Zaragoza,2015,100.0,100.0,100.0,-0.5,-0.5,-0.8
50,Zaragoza,2016,101.055,101.085,100.561,1.1,1.1,0.6
50,Zaragoza,2017,102.209,102.274,101.167,1.1,1.2,0.6
50,Zaragoza,2018,104.228,104.322,102.714,2.0,2.0,1.5
50,Zaragoza,2019,107.48,107.655,104.735,3.1,3.2,2.0
50,Zaragoza,2020,108.524,108.739,105.201,1.0,1.0,0.4
50,Zaragoza,2021,110.697,110.939,107.013,2.0,2.0,1.7
50,Zaragoza,2022,113.464,113.759,109.03,2.5,2.5,1.9
50,Zaragoza,2023,116.136,116.493,110.816,2.4,2.4,1.6
50,Zaragoza,2024,119.826,120.224,113.906,3.2,3.2,2.8
51,Ceuta,2015,100.0,100.0,100.0,0.5,0.7,-1.3
51,Ceuta,2016,102.235,102.216,102.412,2.2,2.2,2.4
51,Ceuta,2017,102.59,102.415,103.975,0.3,0.2,1.5
51,Ceuta,2018,103.849,103.999,102.847,1.2,1.5,-1.1
51,Ceuta,2019,105.424,105.579,104.387,1.5,1.5,1.5
51,Ceuta,2020,105.383,105.174,106.81,0.0,-0.4,2.3
51,Ceuta,2021,106.884,106.989,106.012,1.4,1.7,-0.7
51,Ceuta,2022,107.679,107.575,108.409,0.7,0.5,2.3
51,Ceuta,2023,108.542,108.703,107.388,0.8,1.0,-0.9
51,Ceuta,2024,110.191,110.15,110.531,1.5,1.3,2.9
52,Melilla,2015,100.0,100.0,100.0,0.5,0.9,-1.4
52,Melilla,2016,101.022,100.42,103.977,1.0,0.4,4.0
52,Melilla,2017,101.872,101.533,103.472,0.8,1.1,-0.5
52,Melilla,2018,103.199,102.704,105.666,1.3,1.2,2.1
52,Melilla,2019,104.31,104.196,104.587,1.1,1.5,-1.0
52,Melilla,2020,105.09,104.85,106.119,0.7,0.6,1.5
52,Melilla,2021,105.804,105.477,107.317,0.7,0.6,1.1
52,Melilla,2022,107.011,106.655,108.698,1.1,1.1,1.3
52,Melilla,2023,107.428,106.978,109.625,0.4,0.3,0.9
52,Melilla,2024,108.771,108.225,111.534,1.3,1.2,1.7
